Name,Mode,CDS level,Coverage,Relative path,Rater Defined?,Type,Default,Label hx
guidelines,Output,cds/exposure/granular,,/contractor/other_three/guidelines,Y,str,,Guidelines
other_specify,Input,cds/exposure/granular,,/contractor/other_three/other_specify,Y,str,,Other (Specify)
percentage,Input,cds/exposure/granular,,/contractor/other_four/percentage,Y,float,0,Percentage
rateable_exposure,Output,cds/exposure/granular,,/contractor/other_four/rateable_exposure,Y,float,,Rateable Exposure
default_base_rate,Output,cds/exposure/granular,,/contractor/other_four/default_base_rate,Y,float,,Default Base Rate
base_rate_override,Input,cds/exposure/granular,,/contractor/other_four/base_rate_override,Y,float,1,Base Rate Override
base_premium,Output,cds/exposure/granular,,/contractor/other_four/base_premium,Y,float,,Base Premium
guidelines,Output,cds/exposure/granular,,/contractor/other_four/guidelines,Y,str,,Guidelines
other_specify,Input,cds/exposure/granular,,/contractor/other_four/other_specify,Y,str,,Other (Specify)
percentage,Input,cds/exposure/granular,,/contractor/other_five/percentage,Y,float,0,Percentage
rateable_exposure,Output,cds/exposure/granular,,/contractor/other_five/rateable_exposure,Y,float,,Rateable Exposure
default_base_rate,Output,cds/exposure/granular,,/contractor/other_five/default_base_rate,Y,float,,Default Base Rate
base_rate_override,Input,cds/exposure/granular,,/contractor/other_five/base_rate_override,Y,float,1,Base Rate Override
base_premium,Output,cds/exposure/granular,,/contractor/other_five/base_premium,Y,float,,Base Premium
guidelines,Output,cds/exposure/granular,,/contractor/other_five/guidelines,Y,str,,Guidelines
other_specify,Input,cds/exposure/granular,,/contractor/other_five/other_specify,Y,str,,Other (Specify)
percentage,Output,cds/exposure/granular,,/contractor/total/percentage,Y,float,,Percentage
rateable_exposure,Output,cds/exposure/granular,,/contractor/total/rateable_exposure,Y,float,,Rateable Exposure
default_base_rate,Output,cds/exposure/granular,,/contractor/total/default_base_rate,Y,float,,Default Base Rate
base_rate_override,Output,cds/exposure/granular,,/contractor/total/base_rate_override,Y,float,,Base Rate Override
base_premium,Output,cds/exposure/granular,,/contractor/total/base_premium,Y,float,,Base Premium
min_premium,Output,cds/exposure/granular,,/engineering/total/minimum_premium,Y,float,,Minimum Premium
min_premium,Output,cds/exposure/granular,,/contractor/total/minimum_premium,Y,float,,Minimum Premium
incurred_loss,Input,cds,,/modifiers/exp_mod/incurred_loss,Y,float,,Total incurred loss
number_of_claims,Input,cds,,/modifiers/exp_mod/number_of_claims,Y,float,,Number of claims
number_of_incidents,Input,cds,,/modifiers/exp_mod/number_of_incidents,Y,float,,Number of incidents
written_premium,Input,cds,,/modifiers/exp_mod/written_premium,Y,float,,Total written premium
incurred_lr,Output,cds,,/modifiers/exp_mod/incurred_lr,Y,float,,Total incurred loss ratio
exp_mod_factor,Input,cds,,/modifiers/exp_mod/exp_mod_factor,Y,float,1,Experience Modification Factor (Suggested Range: 0.80 - 2.00)
uw_comment,Input,cds,,/modifiers/exp_mod/uw_comment,Y,str,,Underwriter Commentary
percentage,Input,cds,,/modifiers/written_contracts/percentage,Y,float,,Enter the percent of projects that use written contracts
written_contracts_factor,Input,cds,,/modifiers/written_contracts/written_contracts_factor,Y,float,1,Use of Written Contracts Factor (Suggested Range: 0.95 - 1.05)
yrs_insured,Input,cds,,/modifiers/longevity_with_carrier/yrs_insured,Y,float,1,Number of years insured with the Company including this renewal
lr,Input,cds,,/modifiers/longevity_with_carrier/lr,Y,bool,TRUE,Loss ratio less than 50% whilst with the Company (calculated up to 5 years with the Company)? 
yr_start,Input,cds,,/modifiers/longevity/yr_start,Y,float,,Enter the year the Insured started in business
yrs_in_business,Output,cds,,/modifiers/longevity/yrs_in_business,Y,float,,Years in business
erp,Input,cds,,/modifiers/erp/erp,Y,str,,Select Extended Reporting Period
resi_proj,Input,cds,,/modifiers/resi/resi_proj,Y,bool,FALSE,Residential Project?
multiple_units,Input,cds,,/modifiers/resi/multiple_units,Y,bool,FALSE,Multiple Units - Over 25?
high_value,Input,cds,,/modifiers/resi/high_value,Y,bool,FALSE,High Value - Largest Projects over $500k?
condos,Input,cds,,/modifiers/resi/condos,Y,bool,FALSE,Condos
full_prior_act,Input,cds,,/modifiers/opt_coverages/full_prior_act,Y,bool,FALSE,7. Full Prior Acts Coverage
full_prior_act_date,Input,cds,,/modifiers/opt_coverages/full_prior_act_date,Y,date,,Enter Retroactive Date
cpl,Input,cds,,/modifiers/opt_coverages/cpl,Y,bool,TRUE,8. CPL Coverage
tech,Input,cds,,/modifiers/opt_coverages/tech,Y,bool,TRUE,9. Tech Coverage
non_contributary,Input,cds,,/modifiers/opt_coverages/non_contributary,Y,bool,FALSE,10. Primary NoN Contributary
min,Output,cds,,/modifiers/schedule_rating_factor/qual_of_staff/min,Y,float,,Min
max,Output,cds,,/modifiers/schedule_rating_factor/qual_of_staff/max,Y,float,,Max
factor,Input,cds,,/modifiers/schedule_rating_factor/qual_of_staff/factor,Y,float,0,Schedule Factor
comment,Input,cds,,/modifiers/schedule_rating_factor/qual_of_staff/comment,Y,str,,Comment
min,Output,cds,,/modifiers/schedule_rating_factor/rm_attendance/min,Y,float,,Min
max,Output,cds,,/modifiers/schedule_rating_factor/rm_attendance/max,Y,float,,Max
factor,Input,cds,,/modifiers/schedule_rating_factor/rm_attendance/factor,Y,float,0,Schedule Factor
comment,Input,cds,,/modifiers/schedule_rating_factor/rm_attendance/comment,Y,str,,Comment
min,Output,cds,,/modifiers/schedule_rating_factor/foreign_work/min,Y,float,,Min
max,Output,cds,,/modifiers/schedule_rating_factor/foreign_work/max,Y,float,,Max
factor,Input,cds,,/modifiers/schedule_rating_factor/foreign_work/factor,Y,float,0,Schedule Factor
comment,Input,cds,,/modifiers/schedule_rating_factor/foreign_work/comment,Y,str,,Comment
min,Output,cds,,/modifiers/schedule_rating_factor/project_type/min,Y,float,,Min
max,Output,cds,,/modifiers/schedule_rating_factor/project_type/max,Y,float,,Max
factor,Input,cds,,/modifiers/schedule_rating_factor/project_type/factor,Y,float,0,Schedule Factor
comment,Input,cds,,/modifiers/schedule_rating_factor/project_type/comment,Y,str,,Comment
min,Output,cds,,/modifiers/schedule_rating_factor/loss_prev/min,Y,float,,Min
max,Output,cds,,/modifiers/schedule_rating_factor/loss_prev/max,Y,float,,Max
factor,Input,cds,,/modifiers/schedule_rating_factor/loss_prev/factor,Y,float,0,Schedule Factor
comment,Input,cds,,/modifiers/schedule_rating_factor/loss_prev/comment,Y,str,,Comment
min,Output,cds,,/modifiers/schedule_rating_factor/client_type/min,Y,float,,Min
max,Output,cds,,/modifiers/schedule_rating_factor/client_type/max,Y,float,,Max
factor,Input,cds,,/modifiers/schedule_rating_factor/client_type/factor,Y,float,0,Schedule Factor
comment,Input,cds,,/modifiers/schedule_rating_factor/client_type/comment,Y,str,,Comment
min,Output,cds,,/modifiers/schedule_rating_factor/contractual_practices/min,Y,float,,Min
max,Output,cds,,/modifiers/schedule_rating_factor/contractual_practices/max,Y,float,,Max
factor,Input,cds,,/modifiers/schedule_rating_factor/contractual_practices/factor,Y,float,0,Schedule Factor
comment,Input,cds,,/modifiers/schedule_rating_factor/contractual_practices/comment,Y,str,,Comment
min,Output,cds,,/modifiers/schedule_rating_factor/engi_procure_construct/min,Y,float,,Min
max,Output,cds,,/modifiers/schedule_rating_factor/engi_procure_construct/max,Y,float,,Max
factor,Input,cds,,/modifiers/schedule_rating_factor/engi_procure_construct/factor,Y,float,0,Schedule Factor
comment,Input,cds,,/modifiers/schedule_rating_factor/engi_procure_construct/comment,Y,str,,Comment
min,Output,cds,,/modifiers/schedule_rating_factor/peer_review/min,Y,float,,Min
max,Output,cds,,/modifiers/schedule_rating_factor/peer_review/max,Y,float,,Max
factor,Input,cds,,/modifiers/schedule_rating_factor/peer_review/factor,Y,float,0,Schedule Factor
comment,Input,cds,,/modifiers/schedule_rating_factor/peer_review/comment,Y,str,,Comment
min,Output,cds,,/modifiers/schedule_rating_factor/total/min,Y,float,,Min
max,Output,cds,,/modifiers/schedule_rating_factor/total/max,Y,float,,Max
factor,Output,cds,,/modifiers/schedule_rating_factor/total/factor,Y,float,,Schedule Factor
brokerage,Input,cds,,/brokerage,Y,float,0.25,Brokerage
state,Input,cds,,/location/state,Y,str,,State
risk_group,Output,cds,,/location/risk_group,Y,str,,Risk Group
ilf_curve,Output,cds/layers,,/ilf_curve,Y,float,,ILF Curve
carrier,Input,cds/layers,,/carrier,Y,str,,Carrier
carrier_premium,Input,cds/layers,,/carrier_premium,Y,float,,Gross Quoted Premium (Carrier)
quoted_ilf_curve,Output,cds/layers,,/quoted_ilf_curve,Y,float,,Quoted ILF Curve
aggregate_limit_view,Output,cds,,/primary/aggregate_limit_view,Y,float,,Aggregate Limit
benchmark_premium,Output,cds,,/primary/benchmark_premium,Y,float,,Gross Benchmark Premium
technical_premium,Output,cds,,/primary/technical_premium,Y,float,,Gross Technical Premium
ilf_curve,Output,cds,,/primary/ilf_curve,Y,float,,ILF Curve
carrier,Input,cds,,/primary/carrier,Y,str,,Carrier
carrier_premium,Input,cds,,/primary/carrier_premium,Y,float,,Gross Quoted Premium (Carrier)
quoted_ilf_curve,Output,cds,,/primary/quoted_ilf_curve,Y,float,,Quoted ILF Curve
quoted_premium_view,Output,cds,,/primary/quoted_premium_view,Y,float,,Gross Quoted Premium
status_view,Input,cds,,/primary/status_view,Y,str,,Status
section_reference_view,Input,cds,,/primary/section_reference_view,Y,str,,Section Reference
quoted_premium,Input,cds,,/primary/quoted_premium,Y,float,0,Gross Quoted Premium
status,Output,cds,,/primary/status,Y,str,,Status
section_reference,Output,cds,,/primary/section_reference,Y,str,,Section Reference
bpi,Output,cds,,/primary/bpi,Y,float,,BPI
tpi,Output,cds,,/primary/tpi,Y,float,,TPI
uw_comment,Input,cds,,/primary/uw_comment,Y,str,,Underwriter Commentary
cum_attachment,Output,cds/layers,,/cum_attachment,Y,str,,Attachment Point
cum_benchmark_premium,Output,cds/layers,,/cum_benchmark_premium,Y,float,,Cumulative Benchmark Premium (Excess)
cum_technical_premium,Output,cds/layers,,/cum_technical_premium,Y,float,,Cumulative Technical Premium (Excess)
cum_carrier_premium,Output,cds/layers,,/cum_carrier_premium,Y,float,,Cumulative Carrier Premium (Excess)
quoted_premium_net,Output,cds/layers,,/quoted_premium_net,Y,float,,Net Quoted Premium
currency_label,Output,cds,,/currency_label,Y,str,,Currency Label
xslayer_considerations,Output,cds,,/xslayer_considerations,Y,str,,Excess Layer Considerations
ilf_type,Input,cds,,/primary/ilf_type,Y,str,,ILF Type
limit,Input,cds,,/primary/limit,Y,float,,Limit
number_of_reinstatements,Input,cds,,/primary/number_of_reinstatements,Y,int,,Number of Reinstatements
guideline_deductible,Output,cds,,/primary/guideline_deductible,Y,float,,Guideline Deductible
deductible,Input,cds,,/primary/deductible,Y,float,0,Deductible
written_line,Input,cds,,/primary/written_line,Y,float,1,Written Line
pflr,Output,cds,,/primary/pflr,Y,float,,Priced-for Loss Ratio
roc,Output,cds,,/primary/roc,Y,float,,Return on Capital
aggregate_limit_view,Input,cds/layers,,/aggregate_limit_view,Y,float,,Aggregate Limit
quoted_premium_view,Input,cds/layers,,/quoted_premium_view,Y,float,0,Quoted Premium
excess_flag,Output,cds/layers,,/excess_view,Y,bool,,Excess Flag
status_view,Input,cds/layers,,/status_view,Y,str,,Status
section_reference_view,Input,cds/layers,,/section_reference_view,Y,str,,Section Reference
current_yr_construction_value,Output,cds/exposure/granular,,/expiring/construction_with_in_house_design/current_yr_construction_value,Y,float,,Construction Values (Current Year)
current_yr_professional_fees,Output,cds/exposure/granular,,/expiring/construction_with_in_house_design/current_yr_professional_fees,Y,float,,Professional Fees (Current Year)
