Name,Mode,CDS level,Coverage,Relative path,Rater Defined?,Type,Default,Label hx
current_yr_avg_rateable_exposure,Output,cds/exposure/granular,,/design_only_no_construction/current_yr_avg_rateable_exposure,Y,float,,Current Fiscal Year
selected_avg_rateable_exposure,Override,cds/exposure/granular,,/design_only_no_construction/selected_avg_rateable_exposure,Y,float,,Selected
override_avg_rateable_exposure,Output,cds/exposure/granular,,/design_only_no_construction/override_avg_rateable_exposure,Y,float,,Override
rateable_exposure_discipline,Input,cds/exposure/granular,,/design_only_no_construction/rateable_exposure_discipline,Y,str,Engineering,Discipline
current_yr_construction_value,Input,cds/exposure/granular,,/construction_only_no_design/current_yr_construction_value,Y,float,0,Construction Values (Current Year)
current_yr_professional_fees,Input,cds/exposure/granular,,/construction_only_no_design/current_yr_professional_fees,Y,float,0,Professional Fees (Current Year)
current_yr_rateable_exposure,Output,cds/exposure/granular,,/construction_only_no_design/current_yr_rateable_exposure,Y,float,,Rateable Exposure (Current Year)
last_yr_construction_value,Input,cds/exposure/granular,,/construction_only_no_design/last_yr_construction_value,Y,float,0,Construction Values (Last Fiscal Year)
last_yr_professional_fees,Input,cds/exposure/granular,,/construction_only_no_design/last_yr_professional_fees,Y,float,0,Professional Fees (Last Fiscal Year)
last_yr_rateable_exposure,Output,cds/exposure/granular,,/construction_only_no_design/last_yr_rateable_exposure,Y,float,,Rateable Exposure (Last Fiscal Year)
two_yr_ago_construction_value,Input,cds/exposure/granular,,/construction_only_no_design/two_yr_ago_construction_value,Y,float,0,Construction Values (2 Years Ago)
two_yr_ago_professional_fees,Input,cds/exposure/granular,,/construction_only_no_design/two_yr_ago_professional_fees,Y,float,0,Professional Fees (2 Years Ago)
two_yr_ago_rateable_exposure,Output,cds/exposure/granular,,/construction_only_no_design/two_yr_ago_rateable_exposure,Y,float,,Rateable Exposure (2 Years Ago)
three_yr_avg_rateable_exposure,Output,cds/exposure/granular,,/construction_only_no_design/three_yr_avg_rateable_exposure,Y,float,,3 Year Average
two_yr_avg_rateable_exposure,Output,cds/exposure/granular,,/construction_only_no_design/two_yr_avg_rateable_exposure,Y,float,,2 Year Average
current_yr_avg_rateable_exposure,Output,cds/exposure/granular,,/construction_only_no_design/current_yr_avg_rateable_exposure,Y,float,,Current Fiscal Year
selected_avg_rateable_exposure,Override,cds/exposure/granular,,/construction_only_no_design/selected_avg_rateable_exposure,Y,float,,Selected
override_avg_rateable_exposure,Output,cds/exposure/granular,,/construction_only_no_design/override_avg_rateable_exposure,Y,float,,Override
rateable_exposure_discipline,Input,cds/exposure/granular,,/construction_only_no_design/rateable_exposure_discipline,Y,str,Contractors,Discipline
current_yr_construction_value,Input,cds/exposure/granular,,/at_risk_construction_management/current_yr_construction_value,Y,float,0,Construction Values (Current Year)
current_yr_professional_fees,Input,cds/exposure/granular,,/at_risk_construction_management/current_yr_professional_fees,Y,float,0,Professional Fees (Current Year)
current_yr_rateable_exposure,Output,cds/exposure/granular,,/at_risk_construction_management/current_yr_rateable_exposure,Y,float,,Rateable Exposure (Current Year)
last_yr_construction_value,Input,cds/exposure/granular,,/at_risk_construction_management/last_yr_construction_value,Y,float,0,Construction Values (Last Fiscal Year)
last_yr_professional_fees,Input,cds/exposure/granular,,/at_risk_construction_management/last_yr_professional_fees,Y,float,0,Professional Fees (Last Fiscal Year)
last_yr_rateable_exposure,Output,cds/exposure/granular,,/at_risk_construction_management/last_yr_rateable_exposure,Y,float,,Rateable Exposure (Last Fiscal Year)
two_yr_ago_construction_value,Input,cds/exposure/granular,,/at_risk_construction_management/two_yr_ago_construction_value,Y,float,0,Construction Values (2 Years Ago)
two_yr_ago_professional_fees,Input,cds/exposure/granular,,/at_risk_construction_management/two_yr_ago_professional_fees,Y,float,0,Professional Fees (2 Years Ago)
two_yr_ago_rateable_exposure,Output,cds/exposure/granular,,/at_risk_construction_management/two_yr_ago_rateable_exposure,Y,float,,Rateable Exposure (2 Years Ago)
three_yr_avg_rateable_exposure,Output,cds/exposure/granular,,/at_risk_construction_management/three_yr_avg_rateable_exposure,Y,float,,3 Year Average
two_yr_avg_rateable_exposure,Output,cds/exposure/granular,,/at_risk_construction_management/two_yr_avg_rateable_exposure,Y,float,,2 Year Average
current_yr_avg_rateable_exposure,Output,cds/exposure/granular,,/at_risk_construction_management/current_yr_avg_rateable_exposure,Y,float,,Current Fiscal Year
selected_avg_rateable_exposure,Override,cds/exposure/granular,,/at_risk_construction_management/selected_avg_rateable_exposure,Y,float,,Selected
override_avg_rateable_exposure,Output,cds/exposure/granular,,/at_risk_construction_management/override_avg_rateable_exposure,Y,float,,Override
rateable_exposure_discipline,Input,cds/exposure/granular,,/at_risk_construction_management/rateable_exposure_discipline,Y,str,Engineering,Discipline
current_yr_construction_value,Input,cds/exposure/granular,,/agency_construction_management/current_yr_construction_value,Y,float,0,Construction Values (Current Year)
current_yr_professional_fees,Input,cds/exposure/granular,,/agency_construction_management/current_yr_professional_fees,Y,float,0,Professional Fees (Current Year)
current_yr_rateable_exposure,Output,cds/exposure/granular,,/agency_construction_management/current_yr_rateable_exposure,Y,float,,Rateable Exposure (Current Year)
last_yr_construction_value,Input,cds/exposure/granular,,/agency_construction_management/last_yr_construction_value,Y,float,0,Construction Values (Last Fiscal Year)
last_yr_professional_fees,Input,cds/exposure/granular,,/agency_construction_management/last_yr_professional_fees,Y,float,0,Professional Fees (Last Fiscal Year)
last_yr_rateable_exposure,Output,cds/exposure/granular,,/agency_construction_management/last_yr_rateable_exposure,Y,float,,Rateable Exposure (Last Fiscal Year)
two_yr_ago_construction_value,Input,cds/exposure/granular,,/agency_construction_management/two_yr_ago_construction_value,Y,float,0,Construction Values (2 Years Ago)
two_yr_ago_professional_fees,Input,cds/exposure/granular,,/agency_construction_management/two_yr_ago_professional_fees,Y,float,0,Professional Fees (2 Years Ago)
two_yr_ago_rateable_exposure,Output,cds/exposure/granular,,/agency_construction_management/two_yr_ago_rateable_exposure,Y,float,,Rateable Exposure (2 Years Ago)
three_yr_avg_rateable_exposure,Output,cds/exposure/granular,,/agency_construction_management/three_yr_avg_rateable_exposure,Y,float,,3 Year Average
two_yr_avg_rateable_exposure,Output,cds/exposure/granular,,/agency_construction_management/two_yr_avg_rateable_exposure,Y,float,,2 Year Average
current_yr_avg_rateable_exposure,Output,cds/exposure/granular,,/agency_construction_management/current_yr_avg_rateable_exposure,Y,float,,Current Fiscal Year
selected_avg_rateable_exposure,Override,cds/exposure/granular,,/agency_construction_management/selected_avg_rateable_exposure,Y,float,,Selected
override_avg_rateable_exposure,Output,cds/exposure/granular,,/agency_construction_management/override_avg_rateable_exposure,Y,float,,Override
rateable_exposure_discipline,Input,cds/exposure/granular,,/agency_construction_management/rateable_exposure_discipline,Y,str,Engineering,Discipline
current_yr_professional_fees,Input,cds/exposure/granular,,/other/current_yr_professional_fees,Y,float,0,Professional Fees (Current Year)
current_yr_rateable_exposure,Output,cds/exposure/granular,,/other/current_yr_rateable_exposure,Y,float,,Rateable Exposure (Current Year)
last_yr_professional_fees,Input,cds/exposure/granular,,/other/last_yr_professional_fees,Y,float,0,Professional Fees (Last Fiscal Year)
last_yr_rateable_exposure,Output,cds/exposure/granular,,/other/last_yr_rateable_exposure,Y,float,,Rateable Exposure (Last Fiscal Year)
two_yr_ago_professional_fees,Input,cds/exposure/granular,,/other/two_yr_ago_professional_fees,Y,float,0,Professional Fees (2 Years Ago)
two_yr_ago_rateable_exposure,Output,cds/exposure/granular,,/other/two_yr_ago_rateable_exposure,Y,float,,Rateable Exposure (2 Years Ago)
three_yr_avg_rateable_exposure,Output,cds/exposure/granular,,/other/three_yr_avg_rateable_exposure,Y,float,,3 Year Average
two_yr_avg_rateable_exposure,Output,cds/exposure/granular,,/other/two_yr_avg_rateable_exposure,Y,float,,2 Year Average
current_yr_avg_rateable_exposure,Output,cds/exposure/granular,,/other/current_yr_avg_rateable_exposure,Y,float,,Current Fiscal Year
selected_avg_rateable_exposure,Override,cds/exposure/granular,,/other/selected_avg_rateable_exposure,Y,float,,Selected
override_avg_rateable_exposure,Output,cds/exposure/granular,,/other/override_avg_rateable_exposure,Y,float,,Override
other_specify,Input,cds/exposure/granular,,/other/other_specify,Y,str,0,Other (Specify)
rateable_exposure_discipline,Input,cds/exposure/granular,,/other/rateable_exposure_discipline,Y,str,Engineering,Discipline
current_yr_construction_value,Output,cds/exposure/granular,,/total/current_yr_construction_value,Y,float,,Construction Values (Current Year)
current_yr_professional_fees,Output,cds/exposure/granular,,/total/current_yr_professional_fees,Y,float,,Professional Fees (Current Year)
current_yr_rateable_exposure,Output,cds/exposure/granular,,/total/current_yr_rateable_exposure,Y,float,,Rateable Exposure (Current Year)
last_yr_construction_value,Output,cds/exposure/granular,,/total/last_yr_construction_value,Y,float,,Construction Values (Last Fiscal Year)
last_yr_professional_fees,Output,cds/exposure/granular,,/total/last_yr_professional_fees,Y,float,,Professional Fees (Last Fiscal Year)
last_yr_rateable_exposure,Output,cds/exposure/granular,,/total/last_yr_rateable_exposure,Y,float,,Rateable Exposure (Last Fiscal Year)
two_yr_ago_construction_value,Output,cds/exposure/granular,,/total/two_yr_ago_construction_value,Y,float,,Construction Values (2 Years Ago)
two_yr_ago_professional_fees,Output,cds/exposure/granular,,/total/two_yr_ago_professional_fees,Y,float,,Professional Fees (2 Years Ago)
two_yr_ago_rateable_exposure,Output,cds/exposure/granular,,/total/two_yr_ago_rateable_exposure,Y,float,,Rateable Exposure (2 Years Ago)
three_yr_avg_rateable_exposure,Output,cds/exposure/granular,,/total/three_yr_avg_rateable_exposure,Y,float,,3 Year Average
two_yr_avg_rateable_exposure,Output,cds/exposure/granular,,/total/two_yr_avg_rateable_exposure,Y,float,,2 Year Average
current_yr_avg_rateable_exposure,Output,cds/exposure/granular,,/total/current_yr_avg_rateable_exposure,Y,float,,Current Fiscal Year
selected_avg_rateable_exposure,Output,cds/exposure/granular,,/total/selected_avg_rateable_exposure,Y,float,,Selected
override_avg_rateable_exposure,Override,cds/exposure/granular,,/total/override_avg_rateable_exposure,Y,float,,Override
uw_comment,Input,cds/exposure/aggregate,,/uw_comment,Y,str,,Underwriter Commentary
considerations,Output,cds/exposure/granular,,/engineering/considerations,Y,str,,Considerations
percentage,Input,cds/exposure/granular,,/engineering/aerospace/percentage,Y,float,0,Percentage
rateable_exposure,Output,cds/exposure/granular,,/engineering/aerospace/rateable_exposure,Y,float,,Rateable Exposure
default_base_rate,Output,cds/exposure/granular,,/engineering/aerospace/default_base_rate,Y,float,,Default Base Rate
base_rate_override,Override,cds/exposure/granular,,/engineering/aerospace/base_rate_override,Y,float,,Base Rate Override
base_premium,Output,cds/exposure/granular,,/engineering/aerospace/base_premium,Y,float,,Base Premium
guidelines,Output,cds/exposure/granular,,/engineering/aerospace/guidelines,Y,str,,Guidelines
percentage,Input,cds/exposure/granular,,/engineering/architect_comm/percentage,Y,float,0,Percentage
rateable_exposure,Output,cds/exposure/granular,,/engineering/architect_comm/rateable_exposure,Y,float,,Rateable Exposure
default_base_rate,Output,cds/exposure/granular,,/engineering/architect_comm/default_base_rate,Y,float,,Default Base Rate
base_rate_override,Override,cds/exposure/granular,,/engineering/architect_comm/base_rate_override,Y,float,,Base Rate Override
base_premium,Output,cds/exposure/granular,,/engineering/architect_comm/base_premium,Y,float,,Base Premium
guidelines,Output,cds/exposure/granular,,/engineering/architect_comm/guidelines,Y,str,,Guidelines
percentage,Input,cds/exposure/granular,,/engineering/architect_resi/percentage,Y,float,0,Percentage
rateable_exposure,Output,cds/exposure/granular,,/engineering/architect_resi/rateable_exposure,Y,float,,Rateable Exposure
default_base_rate,Output,cds/exposure/granular,,/engineering/architect_resi/default_base_rate,Y,float,,Default Base Rate
base_rate_override,Override,cds/exposure/granular,,/engineering/architect_resi/base_rate_override,Y,float,,Base Rate Override
base_premium,Output,cds/exposure/granular,,/engineering/architect_resi/base_premium,Y,float,,Base Premium
guidelines,Output,cds/exposure/granular,,/engineering/architect_resi/guidelines,Y,str,,Guidelines
percentage,Input,cds/exposure/granular,,/engineering/aviation/percentage,Y,float,0,Percentage
rateable_exposure,Output,cds/exposure/granular,,/engineering/aviation/rateable_exposure,Y,float,,Rateable Exposure
default_base_rate,Output,cds/exposure/granular,,/engineering/aviation/default_base_rate,Y,float,,Default Base Rate
base_rate_override,Override,cds/exposure/granular,,/engineering/aviation/base_rate_override,Y,float,,Base Rate Override
base_premium,Output,cds/exposure/granular,,/engineering/aviation/base_premium,Y,float,,Base Premium
guidelines,Output,cds/exposure/granular,,/engineering/aviation/guidelines,Y,str,,Guidelines
percentage,Input,cds/exposure/granular,,/engineering/chemical/percentage,Y,float,0,Percentage
rateable_exposure,Output,cds/exposure/granular,,/engineering/chemical/rateable_exposure,Y,float,,Rateable Exposure
default_base_rate,Output,cds/exposure/granular,,/engineering/chemical/default_base_rate,Y,float,,Default Base Rate
base_rate_override,Override,cds/exposure/granular,,/engineering/chemical/base_rate_override,Y,float,,Base Rate Override
base_premium,Output,cds/exposure/granular,,/engineering/chemical/base_premium,Y,float,,Base Premium
guidelines,Output,cds/exposure/granular,,/engineering/chemical/guidelines,Y,str,,Guidelines
percentage,Input,cds/exposure/granular,,/engineering/civil/percentage,Y,float,0,Percentage
rateable_exposure,Output,cds/exposure/granular,,/engineering/civil/rateable_exposure,Y,float,,Rateable Exposure
default_base_rate,Output,cds/exposure/granular,,/engineering/civil/default_base_rate,Y,float,,Default Base Rate
base_rate_override,Override,cds/exposure/granular,,/engineering/civil/base_rate_override,Y,float,,Base Rate Override
base_premium,Output,cds/exposure/granular,,/engineering/civil/base_premium,Y,float,,Base Premium
guidelines,Output,cds/exposure/granular,,/engineering/civil/guidelines,Y,str,,Guidelines
percentage,Input,cds/exposure/granular,,/engineering/civil_bridges_roads/percentage,Y,float,0,Percentage
rateable_exposure,Output,cds/exposure/granular,,/engineering/civil_bridges_roads/rateable_exposure,Y,float,,Rateable Exposure
default_base_rate,Output,cds/exposure/granular,,/engineering/civil_bridges_roads/default_base_rate,Y,float,,Default Base Rate
base_rate_override,Override,cds/exposure/granular,,/engineering/civil_bridges_roads/base_rate_override,Y,float,,Base Rate Override
base_premium,Output,cds/exposure/granular,,/engineering/civil_bridges_roads/base_premium,Y,float,,Base Premium
guidelines,Output,cds/exposure/granular,,/engineering/civil_bridges_roads/guidelines,Y,str,,Guidelines
percentage,Input,cds/exposure/granular,,/engineering/cm_atrisk/percentage,Y,float,0,Percentage
rateable_exposure,Output,cds/exposure/granular,,/engineering/cm_atrisk/rateable_exposure,Y,float,,Rateable Exposure
default_base_rate,Output,cds/exposure/granular,,/engineering/cm_atrisk/default_base_rate,Y,float,,Default Base Rate
base_rate_override,Override,cds/exposure/granular,,/engineering/cm_atrisk/base_rate_override,Y,float,,Base Rate Override
base_premium,Output,cds/exposure/granular,,/engineering/cm_atrisk/base_premium,Y,float,,Base Premium
guidelines,Output,cds/exposure/granular,,/engineering/cm_atrisk/guidelines,Y,str,,Guidelines
percentage,Input,cds/exposure/granular,,/engineering/cm_agency/percentage,Y,float,0,Percentage
rateable_exposure,Output,cds/exposure/granular,,/engineering/cm_agency/rateable_exposure,Y,float,,Rateable Exposure
default_base_rate,Output,cds/exposure/granular,,/engineering/cm_agency/default_base_rate,Y,float,,Default Base Rate
base_rate_override,Override,cds/exposure/granular,,/engineering/cm_agency/base_rate_override,Y,float,,Base Rate Override
base_premium,Output,cds/exposure/granular,,/engineering/cm_agency/base_premium,Y,float,,Base Premium
guidelines,Output,cds/exposure/granular,,/engineering/cm_agency/guidelines,Y,str,,Guidelines
percentage,Input,cds/exposure/granular,,/engineering/drafting/percentage,Y,float,0,Percentage
rateable_exposure,Output,cds/exposure/granular,,/engineering/drafting/rateable_exposure,Y,float,,Rateable Exposure
default_base_rate,Output,cds/exposure/granular,,/engineering/drafting/default_base_rate,Y,float,,Default Base Rate
base_rate_override,Override,cds/exposure/granular,,/engineering/drafting/base_rate_override,Y,float,,Base Rate Override
base_premium,Output,cds/exposure/granular,,/engineering/drafting/base_premium,Y,float,,Base Premium
guidelines,Output,cds/exposure/granular,,/engineering/drafting/guidelines,Y,str,,Guidelines
percentage,Input,cds/exposure/granular,,/engineering/electrical/percentage,Y,float,0,Percentage
rateable_exposure,Output,cds/exposure/granular,,/engineering/electrical/rateable_exposure,Y,float,,Rateable Exposure
default_base_rate,Output,cds/exposure/granular,,/engineering/electrical/default_base_rate,Y,float,,Default Base Rate
base_rate_override,Override,cds/exposure/granular,,/engineering/electrical/base_rate_override,Y,float,,Base Rate Override
base_premium,Output,cds/exposure/granular,,/engineering/electrical/base_premium,Y,float,,Base Premium
guidelines,Output,cds/exposure/granular,,/engineering/electrical/guidelines,Y,str,,Guidelines
percentage,Input,cds/exposure/granular,,/engineering/enviro_cons/percentage,Y,float,0,Percentage
rateable_exposure,Output,cds/exposure/granular,,/engineering/enviro_cons/rateable_exposure,Y,float,,Rateable Exposure
default_base_rate,Output,cds/exposure/granular,,/engineering/enviro_cons/default_base_rate,Y,float,,Default Base Rate
base_rate_override,Override,cds/exposure/granular,,/engineering/enviro_cons/base_rate_override,Y,float,,Base Rate Override
base_premium,Output,cds/exposure/granular,,/engineering/enviro_cons/base_premium,Y,float,,Base Premium
guidelines,Output,cds/exposure/granular,,/engineering/enviro_cons/guidelines,Y,str,,Guidelines
percentage,Input,cds/exposure/granular,,/engineering/enviro_labs/percentage,Y,float,0,Percentage
rateable_exposure,Output,cds/exposure/granular,,/engineering/enviro_labs/rateable_exposure,Y,float,,Rateable Exposure
default_base_rate,Output,cds/exposure/granular,,/engineering/enviro_labs/default_base_rate,Y,float,,Default Base Rate
base_rate_override,Override,cds/exposure/granular,,/engineering/enviro_labs/base_rate_override,Y,float,,Base Rate Override
base_premium,Output,cds/exposure/granular,,/engineering/enviro_labs/base_premium,Y,float,,Base Premium
guidelines,Output,cds/exposure/granular,,/engineering/enviro_labs/guidelines,Y,str,,Guidelines
percentage,Input,cds/exposure/granular,,/engineering/fp/percentage,Y,float,0,Percentage
rateable_exposure,Output,cds/exposure/granular,,/engineering/fp/rateable_exposure,Y,float,,Rateable Exposure
default_base_rate,Output,cds/exposure/granular,,/engineering/fp/default_base_rate,Y,float,,Default Base Rate
base_rate_override,Override,cds/exposure/granular,,/engineering/fp/base_rate_override,Y,float,,Base Rate Override
base_premium,Output,cds/exposure/granular,,/engineering/fp/base_premium,Y,float,,Base Premium
guidelines,Output,cds/exposure/granular,,/engineering/fp/guidelines,Y,str,,Guidelines
percentage,Input,cds/exposure/granular,,/engineering/forensic/percentage,Y,float,0,Percentage
rateable_exposure,Output,cds/exposure/granular,,/engineering/forensic/rateable_exposure,Y,float,,Rateable Exposure
default_base_rate,Output,cds/exposure/granular,,/engineering/forensic/default_base_rate,Y,float,,Default Base Rate
base_rate_override,Override,cds/exposure/granular,,/engineering/forensic/base_rate_override,Y,float,,Base Rate Override
base_premium,Output,cds/exposure/granular,,/engineering/forensic/base_premium,Y,float,,Base Premium
guidelines,Output,cds/exposure/granular,,/engineering/forensic/guidelines,Y,str,,Guidelines
percentage,Input,cds/exposure/granular,,/engineering/geotechnical/percentage,Y,float,0,Percentage
rateable_exposure,Output,cds/exposure/granular,,/engineering/geotechnical/rateable_exposure,Y,float,,Rateable Exposure
default_base_rate,Output,cds/exposure/granular,,/engineering/geotechnical/default_base_rate,Y,float,,Default Base Rate
base_rate_override,Override,cds/exposure/granular,,/engineering/geotechnical/base_rate_override,Y,float,,Base Rate Override
base_premium,Output,cds/exposure/granular,,/engineering/geotechnical/base_premium,Y,float,,Base Premium
guidelines,Output,cds/exposure/granular,,/engineering/geotechnical/guidelines,Y,str,,Guidelines
percentage,Input,cds/exposure/granular,,/engineering/hvac/percentage,Y,float,0,Percentage
rateable_exposure,Output,cds/exposure/granular,,/engineering/hvac/rateable_exposure,Y,float,,Rateable Exposure
default_base_rate,Output,cds/exposure/granular,,/engineering/hvac/default_base_rate,Y,float,,Default Base Rate
base_rate_override,Override,cds/exposure/granular,,/engineering/hvac/base_rate_override,Y,float,,Base Rate Override
base_premium,Output,cds/exposure/granular,,/engineering/hvac/base_premium,Y,float,,Base Premium
guidelines,Output,cds/exposure/granular,,/engineering/hvac/guidelines,Y,str,,Guidelines
percentage,Input,cds/exposure/granular,,/engineering/int_design/percentage,Y,float,0,Percentage
rateable_exposure,Output,cds/exposure/granular,,/engineering/int_design/rateable_exposure,Y,float,,Rateable Exposure
default_base_rate,Output,cds/exposure/granular,,/engineering/int_design/default_base_rate,Y,float,,Default Base Rate
base_rate_override,Override,cds/exposure/granular,,/engineering/int_design/base_rate_override,Y,float,,Base Rate Override
base_premium,Output,cds/exposure/granular,,/engineering/int_design/base_premium,Y,float,,Base Premium
guidelines,Output,cds/exposure/granular,,/engineering/int_design/guidelines,Y,str,,Guidelines
percentage,Input,cds/exposure/granular,,/engineering/landscape/percentage,Y,float,0,Percentage
rateable_exposure,Output,cds/exposure/granular,,/engineering/landscape/rateable_exposure,Y,float,,Rateable Exposure
default_base_rate,Output,cds/exposure/granular,,/engineering/landscape/default_base_rate,Y,float,,Default Base Rate
base_rate_override,Override,cds/exposure/granular,,/engineering/landscape/base_rate_override,Y,float,,Base Rate Override
base_premium,Output,cds/exposure/granular,,/engineering/landscape/base_premium,Y,float,,Base Premium
guidelines,Output,cds/exposure/granular,,/engineering/landscape/guidelines,Y,str,,Guidelines
percentage,Input,cds/exposure/granular,,/engineering/leed_cons/percentage,Y,float,0,Percentage
rateable_exposure,Output,cds/exposure/granular,,/engineering/leed_cons/rateable_exposure,Y,float,,Rateable Exposure
default_base_rate,Output,cds/exposure/granular,,/engineering/leed_cons/default_base_rate,Y,float,,Default Base Rate
base_rate_override,Override,cds/exposure/granular,,/engineering/leed_cons/base_rate_override,Y,float,,Base Rate Override
