StateCounty,Unknown,No,Yes
AKValdez-Cordova Census Area,0.0000000000000000000,0.0000000000000000000,0.0913357198648947000
AKWrangell City And Borough,0.0000000000000000000,0.0000000000000000000,0.0996579190789904000
AKYakutat Borough,0.0000000000000000000,0.0000000000000000000,0.0710407537364945000
AKYukon-Koyukuk Census Area,0.0000000000000000000,0.0000000000000000000,0.0944951683080173000
ALAutauga County,0.0000000000000000000,0.0000000000000000000,0.0971906197200914000
ALBaldwin County,0.0000000000000000000,0.0000000000000000000,0.0935546480168947000
ALBarbour County,0.0000000000000000000,0.0000000000000000000,0.0985234495486176000
ALBibb County,0.0000000000000000000,0.0000000000000000000,0.0975216323054926000
ALBlount County,0.0000000000000000000,0.0000000000000000000,0.0974829413449994000
ALBullock County,0.0000000000000000000,0.0000000000000000000,0.0970170967114892000
ALButler County,0.0000000000000000000,0.0000000000000000000,0.0982257022289925000
ALCalhoun County,0.0000000000000000000,0.0000000000000000000,0.0976946274645034000
ALChambers County,0.0000000000000000000,0.0000000000000000000,0.0973741179131176000
ALCherokee County,0.0000000000000000000,0.0000000000000000000,0.0973314730724497000
ALChilton County,0.0000000000000000000,0.0000000000000000000,0.0978636257997225000
ALChoctaw County,0.0000000000000000000,0.0000000000000000000,0.0977321376919313000
ALClarke County,0.0000000000000000000,0.0000000000000000000,0.0981492909595423000
ALClay County,0.0000000000000000000,0.0000000000000000000,0.0971971391021873000
ALCleburne County,0.0000000000000000000,0.0000000000000000000,0.0986177702318141000
ALCoffee County,0.0000000000000000000,0.0000000000000000000,0.0983833338896283000
ALColbert County,0.0000000000000000000,0.0000000000000000000,0.0984077450145608000
ALConecuh County,0.0000000000000000000,0.0000000000000000000,0.0972903318660403000
ALCoosa County,0.0000000000000000000,0.0000000000000000000,0.0978533367354448000
ALCovington County,0.0000000000000000000,0.0000000000000000000,0.0975148796207190000
ALCrenshaw County,0.0000000000000000000,0.0000000000000000000,0.0977541975499689000
ALCullman County,0.0000000000000000000,0.0000000000000000000,0.0981986250163693000
