StateCounty,Unknown,Little or None,Average,Extensive
COBent County,0.000000000000000000,-0.009981940866405470,0.000000000000000000,0.049914040430149700
COBoulder County,0.000000000000000000,-0.009427656654962920,0.000000000000000000,0.049946019806833100
COBroomfield County,0.000000000000000000,-0.009232215767807310,0.000000000000000000,0.050185575098326000
COChaffee County,0.000000000000000000,-0.009965623498290000,0.000000000000000000,0.049889232968910000
COCheyenne County,0.000000000000000000,-0.009995432950797740,0.000000000000000000,0.049982282385853100
COClear Creek County,0.000000000000000000,-0.009708502472887680,0.000000000000000000,0.049495415887775000
COConejos County,0.000000000000000000,-0.009996627133246340,0.000000000000000000,0.049989001925795100
COCostilla County,0.000000000000000000,-0.009997394829683310,0.000000000000000000,0.049988540594236900
COCrowley County,0.000000000000000000,-0.009971664360636010,0.000000000000000000,0.049872523320436200
COCuster County,0.000000000000000000,-0.009967692019554280,0.000000000000000000,0.049908395068025900
CODelta County,0.000000000000000000,-0.009983191136419100,0.000000000000000000,0.049952387230308500
CODenver County,0.000000000000000000,-0.008911127272347440,0.000000000000000000,0.032361935883110900
CODolores County,0.000000000000000000,-0.009974512356201170,0.000000000000000000,0.049872579727916700
CODouglas County,0.000000000000000000,-0.009339068361460810,0.000000000000000000,0.050055064566003400
COEagle County,0.000000000000000000,-0.009872520002396470,0.000000000000000000,0.049730609100342200
COEl Paso County,0.000000000000000000,-0.009695660661092510,0.000000000000000000,0.049898644081852500
COElbert County,0.000000000000000000,-0.009906955489846550,0.000000000000000000,0.049954966184729800
COFremont County,0.000000000000000000,-0.009922097187061610,0.000000000000000000,0.049904803160999400
COGarfield County,0.000000000000000000,-0.009931058640665010,0.000000000000000000,0.049799749651406000
COGilpin County,0.000000000000000000,-0.009636286518377890,0.000000000000000000,0.049684641641230400
COGrand County,0.000000000000000000,-0.009920744294143580,0.000000000000000000,0.049920837450010400
COGunnison County,0.000000000000000000,-0.009951655403184430,0.000000000000000000,0.049830180152357100
COHinsdale County,0.000000000000000000,-0.009983385012572120,0.000000000000000000,0.049918297467028000
COHuerfano County,0.000000000000000000,-0.009982313177762550,0.000000000000000000,0.049921991737653900
COJackson County,0.000000000000000000,-0.009949100293708990,0.000000000000000000,0.049957459843642500
COJefferson County,0.000000000000000000,-0.009327106330984440,0.000000000000000000,0.050174206894879600
COKiowa County,0.000000000000000000,-0.009994823244987680,0.000000000000000000,0.049976897451390800
COKit Carson County,0.000000000000000000,-0.009989215141322010,0.000000000000000000,0.049963659518102300
COLa Plata County,0.000000000000000000,-0.009974157468181530,0.000000000000000000,0.049877525724980200
COLake County,0.000000000000000000,-0.009901872000238070,0.000000000000000000,0.049897055162514200
COLarimer County,0.000000000000000000,-0.009701615333142070,0.000000000000000000,0.049878038839262800
COLas Animas County,0.000000000000000000,-0.009968906196147100,0.000000000000000000,0.049854409844146500
COLincoln County,0.000000000000000000,-0.009989826033872770,0.000000000000000000,0.049983815115297400
COLogan County,0.000000000000000000,-0.009980005126879690,0.000000000000000000,0.049958481303980600
COMesa County,0.000000000000000000,-0.009922543650715430,0.000000000000000000,0.049815418447439300
COMineral County,0.000000000000000000,-0.009990658258314470,0.000000000000000000,0.049953333185831900
COMoffat County,0.000000000000000000,-0.009930395919328760,0.000000000000000000,0.049701729037335800
COMontezuma County,0.000000000000000000,-0.009993785761736710,0.000000000000000000,0.049971090225296600
COMontrose County,0.000000000000000000,-0.009979009120908880,0.000000000000000000,0.049907406035879500
COMorgan County,0.000000000000000000,-0.009909527436904100,0.000000000000000000,0.049800174515503000
COOtero County,0.000000000000000000,-0.009936810309833290,0.000000000000000000,0.049692508085679200
COOuray County,0.000000000000000000,-0.009963609382782400,0.000000000000000000,0.049829721181990700
COPark County,0.000000000000000000,-0.009801771108574940,0.000000000000000000,0.049858163787032100
COPhillips County,0.000000000000000000,-0.009972355731405870,0.000000000000000000,0.049863430837258300
COPitkin County,0.000000000000000000,-0.009831323187157740,0.000000000000000000,0.049579217680133300
COProwers County,0.000000000000000000,-0.009992185972323100,0.000000000000000000,0.049965607469328000
COPueblo County,0.000000000000000000,-0.009887964558469410,0.000000000000000000,0.049789464351065500
CORio Blanco County,0.000000000000000000,-0.009947420643884430,0.000000000000000000,0.049791733079802800
CORio Grande County,0.000000000000000000,-0.009994911962481810,0.000000000000000000,0.049974988590049600
CORoutt County,0.000000000000000000,-0.009901728579210010,0.000000000000000000,0.049609118139435600
COSaguache County,0.000000000000000000,-0.009994066797560430,0.000000000000000000,0.049978240373022700
COSan Juan County,0.000000000000000000,-0.009986711568378380,0.000000000000000000,0.049934283959870700
COSan Miguel County,0.000000000000000000,-0.009961290032826200,0.000000000000000000,0.049807720076796100
COSedgwick County,0.000000000000000000,-0.009977156036021780,0.000000000000000000,0.049887313134865600
COSummit County,0.000000000000000000,-0.009906040708172140,0.000000000000000000,0.049761616770308500
COTeller County,0.000000000000000000,-0.009841776982056790,0.000000000000000000,0.049787904860394200
COWashington County,0.000000000000000000,-0.009980875706621980,0.000000000000000000,0.050001086615575300
COWeld County,0.000000000000000000,-0.009669992418954390,0.000000000000000000,0.050042634866977100
COYuma County,0.000000000000000000,-0.009985155857791580,0.000000000000000000,0.049973158276745100
