StateCounty,Unknown,No Signs of Fatigue / Good Maintenance,Few Signs of Fatigue / Average Maintenance,Obvious Signs of Fatigue / Poor Maintenance
INWabash County,0.000000000000000000,0.000000000000000000,0.049269425680512600,0.097511902947923900
INWarren County,0.000000000000000000,0.000000000000000000,0.050019679065748800,0.098739924669223500
INWarrick County,0.000000000000000000,0.000000000000000000,0.049861349031770100,0.097939559106740000
INWashington County,0.000000000000000000,0.000000000000000000,0.049242504043671900,0.097499968672375600
INWayne County,0.000000000000000000,0.000000000000000000,0.049198934872923800,0.097187081748190400
INWells County,0.000000000000000000,0.000000000000000000,0.049054519699466900,0.096900429547956500
INWhite County,0.000000000000000000,0.000000000000000000,0.049865187988336900,0.098552470757612200
INWhitley County,0.000000000000000000,0.000000000000000000,0.048833831612946900,0.095832306123697400
KSAllen County,0.000000000000000000,0.000000000000000000,0.049851409501823900,0.099583327947580600
KSAnderson County,0.000000000000000000,0.000000000000000000,0.049853929516348000,0.099490365938187800
KSAtchison County,0.000000000000000000,0.000000000000000000,0.049966464092119600,0.099787936894107500
KSBarber County,0.000000000000000000,0.000000000000000000,0.049876840157284700,0.099570717306967100
KSBarton County,0.000000000000000000,0.000000000000000000,0.049746835826207600,0.098998045381810900
KSBourbon County,0.000000000000000000,0.000000000000000000,0.049843241079089200,0.099370231973610100
KSBrown County,0.000000000000000000,0.000000000000000000,0.049948904564899500,0.099781509117067500
KSButler County,0.000000000000000000,0.000000000000000000,0.049414869783435100,0.098253482536446100
KSChase County,0.000000000000000000,0.000000000000000000,0.049714181857508400,0.099145171891660900
KSChautauqua County,0.000000000000000000,0.000000000000000000,0.049673781308929000,0.099029285522604900
KSCherokee County,0.000000000000000000,0.000000000000000000,0.049928040942545100,0.099579220937474800
KSCheyenne County,0.000000000000000000,0.000000000000000000,0.049761789667530400,0.099157956558746200
KSClark County,0.000000000000000000,0.000000000000000000,0.049881466556198600,0.099583322513157700
KSClay County,0.000000000000000000,0.000000000000000000,0.049805011359260300,0.099360146407744300
KSCloud County,0.000000000000000000,0.000000000000000000,0.049737145285249300,0.099227887299285800
KSCoffey County,0.000000000000000000,0.000000000000000000,0.049795168818663100,0.099375054245934000
KSComanche County,0.000000000000000000,0.000000000000000000,0.049934032380882100,0.099599791246702200
KSCowley County,0.000000000000000000,0.000000000000000000,0.049746231650632700,0.099203451994544600
KSCrawford County,0.000000000000000000,0.000000000000000000,0.049851799100298700,0.099564158452021300
KSDecatur County,0.000000000000000000,0.000000000000000000,0.049825593438565900,0.099435685612087700
KSDickinson County,0.000000000000000000,0.000000000000000000,0.049737382472375700,0.099201157349959400
KSDoniphan County,0.000000000000000000,0.000000000000000000,0.049979691753651200,0.099858577883571400
KSDouglas County,0.000000000000000000,0.000000000000000000,0.049248239739924800,0.097915096206120600
KSEdwards County,0.000000000000000000,0.000000000000000000,0.049683414231699500,0.099189211902346300
KSElk County,0.000000000000000000,0.000000000000000000,0.049805299037907200,0.099364308837301700
KSEllis County,0.000000000000000000,0.000000000000000000,0.049823076678835700,0.099425666191232900
KSEllsworth County,0.000000000000000000,0.000000000000000000,0.049853169354993700,0.099398886590204200
KSFinney County,0.000000000000000000,0.000000000000000000,0.049877267471897500,0.099389014484873500
KSFord County,0.000000000000000000,0.000000000000000000,0.049676997544589900,0.099020307428814100
KSFranklin County,0.000000000000000000,0.000000000000000000,0.049626597396521800,0.098894240249784800
KSGeary County,0.000000000000000000,0.000000000000000000,0.049646414050680500,0.099064325259146300
KSGove County,0.000000000000000000,0.000000000000000000,0.049862507553774200,0.099528247607801900
KSGraham County,0.000000000000000000,0.000000000000000000,0.049798400270117300,0.099343326717301800
KSGrant County,0.000000000000000000,0.000000000000000000,0.049980259221538100,0.099580063220085400
KSGray County,0.000000000000000000,0.000000000000000000,0.049829981859526500,0.099363565668677800
KSGreeley County,0.000000000000000000,0.000000000000000000,0.049988317606685300,0.099864372609184300
KSGreenwood County,0.000000000000000000,0.000000000000000000,0.049752650684987000,0.099338577276971500
KSHamilton County,0.000000000000000000,0.000000000000000000,0.049886427773817100,0.099630695226913900
KSHarper County,0.000000000000000000,0.000000000000000000,0.049752692584451400,0.099171593524275600
KSHarvey County,0.000000000000000000,0.000000000000000000,0.049283706233427300,0.098122098171726800
KSHaskell County,0.000000000000000000,0.000000000000000000,0.049922089781196100,0.099632613481085900
KSHodgeman County,0.000000000000000000,0.000000000000000000,0.049666197954098000,0.098817064731238300
KSJackson County,0.000000000000000000,0.000000000000000000,0.049954420930453700,0.099771081461413900
KSJefferson County,0.000000000000000000,0.000000000000000000,0.049967963395725500,0.099702398367097900
KSJewell County,0.000000000000000000,0.000000000000000000,0.049819186357103800,0.099468392119311800
KSJohnson County,0.000000000000000000,0.000000000000000000,0.049094590504030300,0.096864173120562800
KSKearny County,0.000000000000000000,0.000000000000000000,0.049866007797566800,0.099336194805035500
KSKingman County,0.000000000000000000,0.000000000000000000,0.049764879387481600,0.099134359930943800
KSKiowa County,0.000000000000000000,0.000000000000000000,0.049706321072305900,0.099200648103515700
KSLabette County,0.000000000000000000,0.000000000000000000,0.049749092900296600,0.099296978179046300
KSLane County,0.000000000000000000,0.000000000000000000,0.049868903295623900,0.099530101126357600
KSLeavenworth County,0.000000000000000000,0.000000000000000000,0.049962598780094900,0.099519392032402700
KSLincoln County,0.000000000000000000,0.000000000000000000,0.049620179941003000,0.098761369762063100
KSLinn County,0.000000000000000000,0.000000000000000000,0.049815572427519100,0.099451502358267600
KSLogan County,0.000000000000000000,0.000000000000000000,0.049883234013656100,0.099578507928863400
KSLyon County,0.000000000000000000,0.000000000000000000,0.049745522836005100,0.099182920402023600
KSMarion County,0.000000000000000000,0.000000000000000000,0.049741081795966300,0.099145633491903200
KSMarshall County,0.000000000000000000,0.000000000000000000,0.049957574807413900,0.099821562405531400
KSMcpherson County,0.000000000000000000,0.000000000000000000,0.049605523162562900,0.098842729491500200
KSMeade County,0.000000000000000000,0.000000000000000000,0.049869480916764600,0.099438766542577800
KSMiami County,0.000000000000000000,0.000000000000000000,0.049485742852261700,0.098204498755494600
KSMitchell County,0.000000000000000000,0.000000000000000000,0.049816522670727200,0.099413070123476300
KSMontgomery County,0.000000000000000000,0.000000000000000000,0.049778369996502900,0.099281364413456700
KSMorris County,0.000000000000000000,0.000000000000000000,0.049857304020373100,0.099571110584457900
KSMorton County,0.000000000000000000,0.000000000000000000,0.049706676490851100,0.099224357761561200
KSNemaha County,0.000000000000000000,0.000000000000000000,0.049942337645448400,0.099747601038910900
KSNeosho County,0.000000000000000000,0.000000000000000000,0.049841596635165100,0.099489953414963400
KSNess County,0.000000000000000000,0.000000000000000000,0.049742719845489800,0.099211170722835100
KSNorton County,0.000000000000000000,0.000000000000000000,0.049627804615016300,0.098950999189756800
KSOsage County,0.000000000000000000,0.000000000000000000,0.049678470450562200,0.099033942460879700
KSOsborne County,0.000000000000000000,0.000000000000000000,0.049637096231208700,0.098972219275100100
KSOttawa County,0.000000000000000000,0.000000000000000000,0.049749877297604800,0.099296482518163700
KSPawnee County,0.000000000000000000,0.000000000000000000,0.049826690518901800,0.099296900861445300
KSPhillips County,0.000000000000000000,0.000000000000000000,0.049733616731729700,0.099235721030044100
KSPottawatomie County,0.000000000000000000,0.000000000000000000,0.049913226703240700,0.099691234100430800
KSPratt County,0.000000000000000000,0.000000000000000000,0.049850123245180900,0.099476727843471200
KSRawlins County,0.000000000000000000,0.000000000000000000,0.049796638785732500,0.099424216683521700
KSReno County,0.000000000000000000,0.000000000000000000,0.049463709284535400,0.098562322165546500
KSRepublic County,0.000000000000000000,0.000000000000000000,0.049809900470706900,0.099311743045318500
KSRice County,0.000000000000000000,0.000000000000000000,0.049765058883054300,0.099331307907353400
KSRiley County,0.000000000000000000,0.000000000000000000,0.049707010272408400,0.099302267363091000
KSRooks County,0.000000000000000000,0.000000000000000000,0.049798058996862700,0.099248919177535900
KSRush County,0.000000000000000000,0.000000000000000000,0.049864870652631700,0.099543983262881900
KSRussell County,0.000000000000000000,0.000000000000000000,0.049749697013718800,0.099349466475876300
KSSaline County,0.000000000000000000,0.000000000000000000,0.049774467678013900,0.099336355951657100
KSScott County,0.000000000000000000,0.000000000000000000,0.049771039085781100,0.099345793106882200
KSSedgwick County,0.000000000000000000,0.000000000000000000,0.047862677774147100,0.094762623608862300
KSSeward County,0.000000000000000000,0.000000000000000000,0.049851672354157600,0.099592546161687300
KSShawnee County,0.000000000000000000,0.000000000000000000,0.049782026742679000,0.099327710079392100
KSSheridan County,0.000000000000000000,0.000000000000000000,0.049776265458954000,0.099277498395645000
KSSherman County,0.000000000000000000,0.000000000000000000,0.049910445813906800,0.099552454719879400
KSSmith County,0.000000000000000000,0.000000000000000000,0.049809771413614300,0.099282476744812800
KSStafford County,0.000000000000000000,0.000000000000000000,0.049770598555500400,0.099193838223083700
KSStanton County,0.000000000000000000,0.000000000000000000,0.049863113026046700,0.099458566958204000
KSStevens County,0.000000000000000000,0.000000000000000000,0.049882946443529500,0.099532979806575800
KSSumner County,0.000000000000000000,0.000000000000000000,0.049585049076601700,0.098705525941696200
KSThomas County,0.000000000000000000,0.000000000000000000,0.049860213005054100,0.099411521869043200
KSTrego County,0.000000000000000000,0.000000000000000000,0.048832935330137800,0.097404294789203800
KSWabaunsee County,0.000000000000000000,0.000000000000000000,0.049736318646398400,0.099159864946563900
KSWallace County,0.000000000000000000,0.000000000000000000,0.049927365320710400,0.099804894958976300
KSWashington County,0.000000000000000000,0.000000000000000000,0.049746003257101300,0.099169134188337200
KSWichita County,0.000000000000000000,0.000000000000000000,0.049912724680319500,0.099641505882846800
KSWilson County,0.000000000000000000,0.000000000000000000,0.049763350672777500,0.099366684955828300
KSWoodson County,0.000000000000000000,0.000000000000000000,0.049719883119339300,0.099234521529022900
KSWyandotte County,0.000000000000000000,0.000000000000000000,0.049472046609251500,0.098179096113155000
KYAdair County,0.000000000000000000,0.000000000000000000,0.049413385211662700,0.098248400915267100
KYAllen County,0.000000000000000000,0.000000000000000000,0.049379536814399700,0.098125840951276900
KYAnderson County,0.000000000000000000,0.000000000000000000,0.048303354341490800,0.095507863500973800
KYBallard County,0.000000000000000000,0.000000000000000000,0.049583983185855800,0.094957466572177500
KYBarren County,0.000000000000000000,0.000000000000000000,0.049390567323047300,0.098326746419667100
KYBath County,0.000000000000000000,0.000000000000000000,0.049474999202602000,0.098106038570412900
KYBell County,0.000000000000000000,0.000000000000000000,0.049240635039207600,0.097854946627442800
KYBoone County,0.000000000000000000,0.000000000000000000,0.048766431996645700,0.095120563675474200
KYBourbon County,0.000000000000000000,0.000000000000000000,0.049056929883154500,0.097297846890105100
KYBoyd County,0.000000000000000000,0.000000000000000000,0.049147336704897100,0.096883754938805100
KYBoyle County,0.000000000000000000,0.000000000000000000,0.048723143854788200,0.096486748035712300
KYBracken County,0.000000000000000000,0.000000000000000000,0.049097951639035500,0.097401242560120700
KYBreathitt County,0.000000000000000000,0.000000000000000000,0.049697731702692500,0.098907405789429200
KYBreckinridge County,0.000000000000000000,0.000000000000000000,0.049232585712565900,0.097696133847364100
KYBullitt County,0.000000000000000000,0.000000000000000000,0.049264472776755100,0.096781074644293900
KYButler County,0.000000000000000000,0.000000000000000000,0.048966605954863500,0.097000112517094500
KYCaldwell County,0.000000000000000000,0.000000000000000000,0.049640756741805100,0.098845345766424900
KYCalloway County,0.000000000000000000,0.000000000000000000,0.051030199841220600,0.100527059557565000
KYCampbell County,0.000000000000000000,0.000000000000000000,0.049122975993793200,0.095715588908887900
KYCarlisle County,0.000000000000000000,0.000000000000000000,0.050732107523221200,0.098297472100162800
KYCarroll County,0.000000000000000000,0.000000000000000000,0.049476021105154600,0.097567308425538800
KYCarter County,0.000000000000000000,0.000000000000000000,0.048881382549806500,0.096895385529699200
KYCasey County,0.000000000000000000,0.000000000000000000,0.049526907823050500,0.098419965702991600
KYChristian County,0.000000000000000000,0.000000000000000000,0.049796206283826000,0.099218489375508600
KYClark County,0.000000000000000000,0.000000000000000000,0.048668934997390600,0.095991548567563100
KYClay County,0.000000000000000000,0.000000000000000000,0.049486744295739800,0.098509243106751400
KYClinton County,0.000000000000000000,0.000000000000000000,0.048934877518118200,0.097722608000646100
KYCrittenden County,0.000000000000000000,0.000000000000000000,0.049960657795580000,0.099417078531226900
KYCumberland County,0.000000000000000000,0.000000000000000000,0.049624647193899700,0.098677219057889300
KYDaviess County,0.000000000000000000,0.000000000000000000,0.050129921125689600,0.099187914273167500
KYEdmonson County,0.000000000000000000,0.000000000000000000,0.048495207933117100,0.096442038017272800
KYElliott County,0.000000000000000000,0.000000000000000000,0.049096240917338300,0.097226826015674100
KYEstill County,0.000000000000000000,0.000000000000000000,0.048736903585818500,0.096766608422853800
KYFayette County,0.000000000000000000,0.000000000000000000,0.048503251983584000,0.095015955329423000
KYFleming County,0.000000000000000000,0.000000000000000000,0.049500129937824200,0.098506918744993000
KYFloyd County,0.000000000000000000,0.000000000000000000,0.048925369166036300,0.097043315580359800
KYFranklin County,0.000000000000000000,0.000000000000000000,0.049308473086573600,0.097703413505976400
KYFulton County,0.000000000000000000,0.000000000000000000,0.050393299858172900,0.096938430377776500
KYGallatin County,0.000000000000000000,0.000000000000000000,0.049520406905714500,0.097713326352552500
KYGarrard County,0.000000000000000000,0.000000000000000000,0.049203676967094300,0.097539027132908400
KYGrant County,0.000000000000000000,0.000000000000000000,0.049224733691416200,0.097283720757828300
KYGraves County,0.000000000000000000,0.000000000000000000,0.051001094023333600,0.099723712692126700
KYGrayson County,0.000000000000000000,0.000000000000000000,0.049293484018896800,0.097878706321122800
KYGreen County,0.000000000000000000,0.000000000000000000,0.049285322914125000,0.098019201925597000
KYGreenup County,0.000000000000000000,0.000000000000000000,0.049241462240974300,0.097412374020680000
KYHancock County,0.000000000000000000,0.000000000000000000,0.050042358769120300,0.099142789098068500
KYHardin County,0.000000000000000000,0.000000000000000000,0.049114010193449100,0.097100608139387500
KYHarlan County,0.000000000000000000,0.000000000000000000,0.049120588201220700,0.097650505346555300
KYHarrison County,0.000000000000000000,0.000000000000000000,0.049189356970949600,0.097546526660393900
KYHart County,0.000000000000000000,0.000000000000000000,0.049259198370338500,0.097883362742034800
KYHenderson County,0.000000000000000000,0.000000000000000000,0.050111398676364400,0.098736943415628000
KYHenry County,0.000000000000000000,0.000000000000000000,0.049374898366167500,0.097809296907144700
KYHickman County,0.000000000000000000,0.000000000000000000,0.050533309192554600,0.097516983545246100
KYHopkins County,0.000000000000000000,0.000000000000000000,0.049562060083607100,0.098637583719227900
KYJackson County,0.000000000000000000,0.000000000000000000,0.049387538542361700,0.098033424580942900
KYJefferson County,0.000000000000000000,0.000000000000000000,0.047311901198093800,0.092564278853581000
KYJessamine County,0.000000000000000000,0.000000000000000000,0.049163561488781100,0.096757119403232000
KYJohnson County,0.000000000000000000,0.000000000000000000,0.049317626860493300,0.097968233365906700
KYKenton County,0.000000000000000000,0.000000000000000000,0.049091313347714900,0.095711628943109300
KYKnott County,0.000000000000000000,0.000000000000000000,0.048997504687415600,0.097327785768851000
KYKnox County,0.000000000000000000,0.000000000000000000,0.049366285684232700,0.098180878754201100
KYLarue County,0.000000000000000000,0.000000000000000000,0.049490642336302000,0.098097106533213500
KYLaurel County,0.000000000000000000,0.000000000000000000,0.048289266690056300,0.096225506175015000
KYLawrence County,0.000000000000000000,0.000000000000000000,0.049180216476304700,0.097532038679729400
KYLee County,0.000000000000000000,0.000000000000000000,0.049356201979497100,0.098181479607238700
KYLeslie County,0.000000000000000000,0.000000000000000000,0.049063931363887600,0.097466074900366900
KYLetcher County,0.000000000000000000,0.000000000000000000,0.049382390234899800,0.098131989561729900
KYLewis County,0.000000000000000000,0.000000000000000000,0.049465054569580700,0.097940559509626500
KYLincoln County,0.000000000000000000,0.000000000000000000,0.049309908897130100,0.097958657623804300
KYLivingston County,0.000000000000000000,0.000000000000000000,0.050810411163729100,0.100215317941417000
KYLogan County,0.000000000000000000,0.000000000000000000,0.049293501785599800,0.097791172320555300
KYLyon County,0.000000000000000000,0.000000000000000000,0.050222101136742300,0.099876632853380900
KYMadison County,0.000000000000000000,0.000000000000000000,0.049312893472572200,0.097686675583800600
KYMagoffin County,0.000000000000000000,0.000000000000000000,0.049548543724555700,0.098441709848885900
KYMarion County,0.000000000000000000,0.000000000000000000,0.049386568468827900,0.097904739747571900
KYMarshall County,0.000000000000000000,0.000000000000000000,0.050955109624652600,0.100364223049941000
KYMartin County,0.000000000000000000,0.000000000000000000,0.049050505901800700,0.097453944267900300
KYMason County,0.000000000000000000,0.000000000000000000,0.048795705360738400,0.096935167034915700
KYMccracken County,0.000000000000000000,0.000000000000000000,0.050945125128196000,0.099331116932002800
KYMccreary County,0.000000000000000000,0.000000000000000000,0.048759509041881300,0.096960737036073000
KYMclean County,0.000000000000000000,0.000000000000000000,0.050342689374836000,0.099635851447253100
KYMeade County,0.000000000000000000,0.000000000000000000,0.049123352205507900,0.097376062272724000
KYMenifee County,0.000000000000000000,0.000000000000000000,0.048967945361006600,0.097368350413010300
KYMercer County,0.000000000000000000,0.000000000000000000,0.048783513800356300,0.096923128332943000
KYMetcalfe County,0.000000000000000000,0.000000000000000000,0.049704118038499800,0.098999722132820900
KYMonroe County,0.000000000000000000,0.000000000000000000,0.049728436039094400,0.099008409931458300
KYMontgomery County,0.000000000000000000,0.000000000000000000,0.049701383730647300,0.098723803255820200
KYMorgan County,0.000000000000000000,0.000000000000000000,0.049213880917037000,0.097814880325889800
KYMuhlenberg County,0.000000000000000000,0.000000000000000000,0.049682555402084300,0.098685989444618800
KYNelson County,0.000000000000000000,0.000000000000000000,0.049297068101641800,0.097634288867485000
KYNicholas County,0.000000000000000000,0.000000000000000000,0.049495120420526700,0.098350401612784300
KYOhio County,0.000000000000000000,0.000000000000000000,0.049133898397743200,0.097491379425727500
KYOldham County,0.000000000000000000,0.000000000000000000,0.048880532254727700,0.095765967574804800
KYOwen County,0.000000000000000000,0.000000000000000000,0.049122364600024700,0.097307113408316300
KYOwsley County,0.000000000000000000,0.000000000000000000,0.049427099123830400,0.098177464797901500
KYPendleton County,0.000000000000000000,0.000000000000000000,0.048988982562671500,0.096903956169284600
KYPerry County,0.000000000000000000,0.000000000000000000,0.049287228800962500,0.098017804240835300
KYPike County,0.000000000000000000,0.000000000000000000,0.049475410366969500,0.098420950921433800
KYPowell County,0.000000000000000000,0.000000000000000000,0.048834644387144600,0.096962028979104000
KYPulaski County,0.000000000000000000,0.000000000000000000,0.048809634633462600,0.097083655187789600
KYRobertson County,0.000000000000000000,0.000000000000000000,0.049560269787405800,0.098283117322178500
KYRockcastle County,0.000000000000000000,0.000000000000000000,0.049194485433852400,0.097671816753840400
KYRowan County,0.000000000000000000,0.000000000000000000,0.049019457076102700,0.097280185370703000
KYRussell County,0.000000000000000000,0.000000000000000000,0.048771830700342900,0.097476874959963900
KYScott County,0.000000000000000000,0.000000000000000000,0.048573897241507300,0.096085116017598800
KYShelby County,0.000000000000000000,0.000000000000000000,0.049009332582064400,0.096561091647565900
KYSimpson County,0.000000000000000000,0.000000000000000000,0.048809864730490000,0.096565819049538400
KYSpencer County,0.000000000000000000,0.000000000000000000,0.048560776716544800,0.096020286162543000
KYTaylor County,0.000000000000000000,0.000000000000000000,0.049475122449970800,0.098252941142022100
KYTodd County,0.000000000000000000,0.000000000000000000,0.049343390202834600,0.098084763273598600
KYTrigg County,0.000000000000000000,0.000000000000000000,0.050042382363617100,0.099728626770665900
KYTrimble County,0.000000000000000000,0.000000000000000000,0.049537404308558400,0.097606331527619200
KYUnion County,0.000000000000000000,0.000000000000000000,0.050208880972695900,0.099308413190722900
KYWarren County,0.000000000000000000,0.000000000000000000,0.049114349080093600,0.097323152765165900
KYWashington County,0.000000000000000000,0.000000000000000000,0.048988551744381300,0.097142903735361900
KYWayne County,0.000000000000000000,0.000000000000000000,0.049778119676667600,0.099106562174296800
KYWebster County,0.000000000000000000,0.000000000000000000,0.050436945478431200,0.099625518570978000
KYWhitley County,0.000000000000000000,0.000000000000000000,0.049103579245023600,0.097707467325291600
KYWolfe County,0.000000000000000000,0.000000000000000000,0.049258303629467600,0.097779263942709500
KYWoodford County,0.000000000000000000,0.000000000000000000,0.048189188498138500,0.094994582294807300
LAAcadia Parish,0.000000000000000000,0.000000000000000000,0.046381134532034900,0.091349118995046600
LAAllen Parish,0.000000000000000000,0.000000000000000000,0.046861045476809000,0.092660273699966900
LAAscension Parish,0.000000000000000000,0.000000000000000000,0.045689843780156300,0.089279276199903700
LAAssumption Parish,0.000000000000000000,0.000000000000000000,0.044856157373047300,0.087985036703274600
LAAvoyelles Parish,0.000000000000000000,0.000000000000000000,0.046293949376080800,0.091575574923089100
LABeauregard Parish,0.000000000000000000,0.000000000000000000,0.047409948903879100,0.093851384509486600
LABienville Parish,0.000000000000000000,0.000000000000000000,0.049158098679474400,0.097561682935498600
LABossier Parish,0.000000000000000000,0.000000000000000000,0.048280543960379500,0.095052527719181200
LACaddo Parish,0.000000000000000000,0.000000000000000000,0.048587837997429400,0.095660989918037800
LACalcasieu Parish,0.000000000000000000,0.000000000000000000,0.046467053533455500,0.091183134828560600
LACaldwell Parish,0.000000000000000000,0.000000000000000000,0.049595267152841000,0.098183448940154300
LACameron Parish,0.000000000000000000,0.000000000000000000,0.046802456093352200,0.092786950049641900
LACatahoula Parish,0.000000000000000000,0.000000000000000000,0.048099676746007100,0.095429595181467200
LAClaiborne Parish,0.000000000000000000,0.000000000000000000,0.049449784944215500,0.098077049570312500
LAConcordia Parish,0.000000000000000000,0.000000000000000000,0.046880584749801500,0.092890559295125700
LADe Soto Parish,0.000000000000000000,0.000000000000000000,0.048477847614102800,0.096022598518592700
LAEast Baton Rouge Parish,0.000000000000000000,0.000000000000000000,0.046990378001873700,0.091519674613093500
LAEast Carroll Parish,0.000000000000000000,0.000000000000000000,0.049452470754467700,0.098163334984940500
LAEast Feliciana Parish,0.000000000000000000,0.000000000000000000,0.048339590871969000,0.095208052819441200
LAEvangeline Parish,0.000000000000000000,0.000000000000000000,0.047124412591373900,0.092926671128897200
LAFranklin Parish,0.000000000000000000,0.000000000000000000,0.048482686817053100,0.096266007099241600
LAGrant Parish,0.000000000000000000,0.000000000000000000,0.049106403647126300,0.097244233197731200
LAIberia Parish,0.000000000000000000,0.000000000000000000,0.046184956558050800,0.090763986832101100
LAIberville Parish,0.000000000000000000,0.000000000000000000,0.044864674406017700,0.087628921144518500
LAJackson Parish,0.000000000000000000,0.000000000000000000,0.049069777402665200,0.097020781568216500
LAJefferson Davis Parish,0.000000000000000000,0.000000000000000000,0.046737000075464300,0.092204702634273600
LAJefferson Parish,0.000000000000000000,0.000000000000000000,0.045923908402133900,0.089376955509474300
LALa Salle Parish,0.000000000000000000,0.000000000000000000,0.049698068515637000,0.098418940168909300
LALafayette Parish,0.000000000000000000,0.000000000000000000,0.046663274736649300,0.091400143839046800
LALafourche Parish,0.000000000000000000,0.000000000000000000,0.045197305749642900,0.088694700762141300
LALincoln Parish,0.000000000000000000,0.000000000000000000,0.049129017815939100,0.097430359305798100
LALivingston Parish,0.000000000000000000,0.000000000000000000,0.046469881399377800,0.091001706561786700
LAMadison Parish,0.000000000000000000,0.000000000000000000,0.048977382914035000,0.097086966495991700
LAMorehouse Parish,0.000000000000000000,0.000000000000000000,0.050286986976387300,0.099623862555259000
LANatchitoches Parish,0.000000000000000000,0.000000000000000000,0.048696359258172800,0.096443125922456500
LAOrleans Parish,0.000000000000000000,0.000000000000000000,0.037771470217185000,0.073474475701510400
LAOuachita Parish,0.000000000000000000,0.000000000000000000,0.049427347771748200,0.097950958796474200
LAPlaquemines Parish,0.000000000000000000,0.000000000000000000,0.045900426309774600,0.090208314743976300
LAPointe Coupee Parish,0.000000000000000000,0.000000000000000000,0.045209519408479400,0.088860011888955100
LARapides Parish,0.000000000000000000,0.000000000000000000,0.047520063750403600,0.093978004648476600
LARed River Parish,0.000000000000000000,0.000000000000000000,0.049344992205120100,0.097655950885175500
LARichland Parish,0.000000000000000000,0.000000000000000000,0.049246120939511900,0.097598236426838800
LASabine Parish,0.000000000000000000,0.000000000000000000,0.049062377434349900,0.097405468692920700
LASt. Bernard Parish,0.000000000000000000,0.000000000000000000,0.045759382697341000,0.089011448876445300
LASt. Charles Parish,0.000000000000000000,0.000000000000000000,0.045024225199473700,0.087508972602560900
LASt. Helena Parish,0.000000000000000000,0.000000000000000000,0.048161864905160100,0.094809664251448700
LASt. James Parish,0.000000000000000000,0.000000000000000000,0.045015668810280300,0.088130303597161000
LASt. John The Baptist Parish,0.000000000000000000,0.000000000000000000,0.044840016826419800,0.087278938967798400
LASt. Landry Parish,0.000000000000000000,0.000000000000000000,0.045978669454871200,0.090685712110359700
LASt. Martin Parish,0.000000000000000000,0.000000000000000000,0.045091386285077900,0.088248491824335100
LASt. Mary Parish,0.000000000000000000,0.000000000000000000,0.045352349007931700,0.089536167078679200
LASt. Tammany Parish,0.000000000000000000,0.000000000000000000,0.046467335854587500,0.091057733965764800
LATangipahoa Parish,0.000000000000000000,0.000000000000000000,0.047290264387489500,0.092891998916508700
LATensas Parish,0.000000000000000000,0.000000000000000000,0.047713599238837600,0.094580544526893000
LATerrebonne Parish,0.000000000000000000,0.000000000000000000,0.045411598008018300,0.089442840114693200
LAUnion Parish,0.000000000000000000,0.000000000000000000,0.049489506524830400,0.098199215054512100
LAVermilion Parish,0.000000000000000000,0.000000000000000000,0.046922936219145200,0.092501898106899700
LAVernon Parish,0.000000000000000000,0.000000000000000000,0.048899874470709000,0.096896854679701800
LAWashington Parish,0.000000000000000000,0.000000000000000000,0.047992167656690800,0.094626042474916600
LAWebster Parish,0.000000000000000000,0.000000000000000000,0.049134122219380400,0.097309434786604600
LAWest Baton Rouge Parish,0.000000000000000000,0.000000000000000000,0.044910475886953000,0.087339137086871500
LAWest Carroll Parish,0.000000000000000000,0.000000000000000000,0.050091414861806800,0.099357145753726800
LAWest Feliciana Parish,0.000000000000000000,0.000000000000000000,0.046841314891867600,0.092332099256003300
LAWinn Parish,0.000000000000000000,0.000000000000000000,0.049246783888490700,0.097668402685669100
MABarnstable County,0.000000000000000000,0.000000000000000000,0.047530431541535900,0.093574516918445900
MABerkshire County,0.000000000000000000,0.000000000000000000,0.050030301276808000,0.098750714421048400
MABristol County,0.000000000000000000,0.000000000000000000,0.049480451739786000,0.096687001488457800
MADukes County,0.000000000000000000,0.000000000000000000,0.049106457941652000,0.097028783034902600
MAEssex County,0.000000000000000000,0.000000000000000000,0.048920882378704200,0.095214709463553600
MAFranklin County,0.000000000000000000,0.000000000000000000,0.049717930308555300,0.097955872289148700
MAHampden County,0.000000000000000000,0.000000000000000000,0.048899127043918300,0.096077247890762300
MAHampshire County,0.000000000000000000,0.000000000000000000,0.049274023068493200,0.096970103447940900
MAMiddlesex County,0.000000000000000000,0.000000000000000000,0.049273263739932900,0.095635887605479000
MANantucket County,0.000000000000000000,0.000000000000000000,0.047118333965476200,0.093350643156482600
MANorfolk County,0.000000000000000000,0.000000000000000000,0.049898977882689700,0.096781600336010200
MAPlymouth County,0.000000000000000000,0.000000000000000000,0.048737630779450900,0.095122752469999600
MASuffolk County,0.000000000000000000,0.000000000000000000,0.030376068591939400,0.058621317705630900
MAWorcester County,0.000000000000000000,0.000000000000000000,0.049839699387279600,0.097513696786431400
MDAllegany County,0.000000000000000000,0.000000000000000000,0.049010498212869000,0.097450160680376800
MDAnne Arundel County,0.000000000000000000,0.000000000000000000,0.048451617253208300,0.094648299426627600
MDBaltimore City,0.000000000000000000,0.000000000000000000,0.029332175172854100,0.056955426129734500
MDBaltimore County,0.000000000000000000,0.000000000000000000,0.048398678098561000,0.094425182839661200
MDCalvert County,0.000000000000000000,0.000000000000000000,0.048327371496657700,0.095202415130490000
