StateCounty,Unknown,No Signs of Fatigue / Good Maintenance,Few Signs of Fatigue / Average Maintenance,Obvious Signs of Fatigue / Poor Maintenance
TXBowie County,0.000000000000000000,0.000000000000000000,0.049426926053917500,0.098387276812322000
TXBrazoria County,0.000000000000000000,0.000000000000000000,0.046057579213888900,0.090421143059666900
TXBrazos County,0.000000000000000000,0.000000000000000000,0.048519946524803800,0.096055367456462600
TXBrewster County,0.000000000000000000,0.000000000000000000,0.049997548566123000,0.099899184181163200
TXBriscoe County,0.000000000000000000,0.000000000000000000,0.049854144312789800,0.099390244095067600
TXBrooks County,0.000000000000000000,0.000000000000000000,0.049602917426396100,0.098959854092692600
TXBrown County,0.000000000000000000,0.000000000000000000,0.049782883340556200,0.099265652199262300
TXBurleson County,0.000000000000000000,0.000000000000000000,0.048574312119955600,0.096115603053216200
TXBurnet County,0.000000000000000000,0.000000000000000000,0.048936222890624700,0.097583444809565800
TXCaldwell County,0.000000000000000000,0.000000000000000000,0.049288633116665300,0.097669889914500100
TXCalhoun County,0.000000000000000000,0.000000000000000000,0.046966087213789400,0.093236290399902700
TXCallahan County,0.000000000000000000,0.000000000000000000,0.049800247931024400,0.099410397788509900
TXCameron County,0.000000000000000000,0.000000000000000000,0.048720433948254100,0.097221402386500300
TXCamp County,0.000000000000000000,0.000000000000000000,0.048963590433028100,0.096753226505926800
TXCarson County,0.000000000000000000,0.000000000000000000,0.049700475188705100,0.098911599654969700
TXCass County,0.000000000000000000,0.000000000000000000,0.049577644342976300,0.098412503623575200
TXCastro County,0.000000000000000000,0.000000000000000000,0.049687584703432400,0.098872784878319700
TXChambers County,0.000000000000000000,0.000000000000000000,0.046868578917758800,0.092369247965867500
TXCherokee County,0.000000000000000000,0.000000000000000000,0.049091895714140600,0.097435071494322000
TXChildress County,0.000000000000000000,0.000000000000000000,0.049986817284881900,0.099887775325038900
TXClay County,0.000000000000000000,0.000000000000000000,0.049828004415878500,0.099389937762438800
TXCochran County,0.000000000000000000,0.000000000000000000,0.049755747209114600,0.098991795732838300
TXCoke County,0.000000000000000000,0.000000000000000000,0.049507489209299300,0.098671843043927700
TXColeman County,0.000000000000000000,0.000000000000000000,0.049825344555378900,0.099475366022014200
TXCollin County,0.000000000000000000,0.000000000000000000,0.048581572368668200,0.095290367361088100
TXCollingsworth County,0.000000000000000000,0.000000000000000000,0.049876327577740300,0.099365732622126400
TXColorado County,0.000000000000000000,0.000000000000000000,0.048541511015545600,0.095797360492549300
TXComal County,0.000000000000000000,0.000000000000000000,0.049067711741966400,0.096466047895781700
TXComanche County,0.000000000000000000,0.000000000000000000,0.049756839249359300,0.099130652506120600
TXConcho County,0.000000000000000000,0.000000000000000000,0.049658368507526300,0.098699958177952600
TXCooke County,0.000000000000000000,0.000000000000000000,0.048859429531669800,0.097047454519174200
TXCoryell County,0.000000000000000000,0.000000000000000000,0.049454892897187400,0.098447218843101400
TXCottle County,0.000000000000000000,0.000000000000000000,0.049787387873042800,0.099234518354415000
TXCrane County,0.000000000000000000,0.000000000000000000,0.049947472337354500,0.099104201002967700
TXCrockett County,0.000000000000000000,0.000000000000000000,0.049801426678709900,0.099532645834984800
TXCrosby County,0.000000000000000000,0.000000000000000000,0.049694689107858500,0.098922922213456200
TXCulberson County,0.000000000000000000,0.000000000000000000,0.049922615129125900,0.098559599359407300
TXDallam County,0.000000000000000000,0.000000000000000000,0.049927434048345100,0.099256367318602000
TXDallas County,0.000000000000000000,0.000000000000000000,0.048648369386871300,0.094908837387151200
TXDawson County,0.000000000000000000,0.000000000000000000,0.049812127289228000,0.099256510006016500
TXDeaf Smith County,0.000000000000000000,0.000000000000000000,0.049569142451247900,0.098400896587096200
TXDelta County,0.000000000000000000,0.000000000000000000,0.048810250906035500,0.096828972637743600
TXDenton County,0.000000000000000000,0.000000000000000000,0.048907756995713300,0.095572565629152800
TXDewitt County,0.000000000000000000,0.000000000000000000,0.049214505897841500,0.097473439088723700
TXDickens County,0.000000000000000000,0.000000000000000000,0.049885715514823300,0.099430985945395700
TXDimmit County,0.000000000000000000,0.000000000000000000,0.049807641999452000,0.099356188168762300
TXDonley County,0.000000000000000000,0.000000000000000000,0.049673790340056800,0.098853567706017200
TXDuval County,0.000000000000000000,0.000000000000000000,0.049546513691107300,0.098724307348596400
TXEastland County,0.000000000000000000,0.000000000000000000,0.049791920847659600,0.099180760831500300
TXEctor County,0.000000000000000000,0.000000000000000000,0.049434473685746200,0.098454221255318300
TXEdwards County,0.000000000000000000,0.000000000000000000,0.049812587085766200,0.099199533646430600
TXEl Paso County,0.000000000000000000,0.000000000000000000,0.041182466345705900,0.079357988649501900
TXEllis County,0.000000000000000000,0.000000000000000000,0.048912181773057100,0.096494810704341700
TXErath County,0.000000000000000000,0.000000000000000000,0.049412811448337400,0.098492342833902200
TXFalls County,0.000000000000000000,0.000000000000000000,0.049187351518216000,0.097690644227103700
TXFannin County,0.000000000000000000,0.000000000000000000,0.048879955766425500,0.096783840126347200
TXFayette County,0.000000000000000000,0.000000000000000000,0.048769289473029600,0.096638070738011900
TXFisher County,0.000000000000000000,0.000000000000000000,0.049697202124280700,0.098871534287544400
TXFloyd County,0.000000000000000000,0.000000000000000000,0.049784325143484600,0.099327722230361200
TXFoard County,0.000000000000000000,0.000000000000000000,0.049974593956922100,0.099282639536160800
TXFort Bend County,0.000000000000000000,0.000000000000000000,0.046789046188579600,0.091353566958094500
TXFranklin County,0.000000000000000000,0.000000000000000000,0.048639586091823600,0.096792583051049400
TXFreestone County,0.000000000000000000,0.000000000000000000,0.048954893868159700,0.097007485451746400
TXFrio County,0.000000000000000000,0.000000000000000000,0.049047381565732600,0.097629777389724300
TXGaines County,0.000000000000000000,0.000000000000000000,0.049829704431380500,0.098850627499269100
TXGalveston County,0.000000000000000000,0.000000000000000000,0.045306840709649700,0.088781380262270800
TXGarza County,0.000000000000000000,0.000000000000000000,0.049823677408795000,0.099196097925851300
TXGillespie County,0.000000000000000000,0.000000000000000000,0.049509717744622600,0.098601246205341200
TXGlasscock County,0.000000000000000000,0.000000000000000000,0.049881683308066900,0.099169024915980900
TXGoliad County,0.000000000000000000,0.000000000000000000,0.049104441194254100,0.097363895015377900
TXGonzales County,0.000000000000000000,0.000000000000000000,0.048921815882215100,0.097097245184834900
TXGray County,0.000000000000000000,0.000000000000000000,0.049566483661648700,0.098680378523972000
TXGrayson County,0.000000000000000000,0.000000000000000000,0.048841024361829400,0.096796791758546600
TXGregg County,0.000000000000000000,0.000000000000000000,0.048880460738703000,0.097072685265602500
TXGrimes County,0.000000000000000000,0.000000000000000000,0.048668272999170100,0.096227434847008200
TXGuadalupe County,0.000000000000000000,0.000000000000000000,0.049213771478791700,0.097363460183002500
TXHale County,0.000000000000000000,0.000000000000000000,0.049613298146881800,0.098933036664361300
TXHall County,0.000000000000000000,0.000000000000000000,0.049824382790760300,0.099256204231866300
TXHamilton County,0.000000000000000000,0.000000000000000000,0.049715605610150900,0.099102761904375200
TXHansford County,0.000000000000000000,0.000000000000000000,0.049634776923281900,0.098920756186800200
TXHardeman County,0.000000000000000000,0.000000000000000000,0.049931893082773900,0.099695258121755600
TXHardin County,0.000000000000000000,0.000000000000000000,0.046338881943576800,0.091473627084886600
TXHarris County,0.000000000000000000,0.000000000000000000,0.046975159973238400,0.091352834751242200
TXHarrison County,0.000000000000000000,0.000000000000000000,0.048930129284134400,0.097097287405157900
TXHartley County,0.000000000000000000,0.000000000000000000,0.049796806006303700,0.099278701733463300
TXHaskell County,0.000000000000000000,0.000000000000000000,0.049883202683191500,0.099320095638637100
TXHays County,0.000000000000000000,0.000000000000000000,0.048809337632972600,0.096435565027343600
TXHemphill County,0.000000000000000000,0.000000000000000000,0.049836129552395700,0.098831259598561600
TXHenderson County,0.000000000000000000,0.000000000000000000,0.048916706944506000,0.097048252950232600
TXHidalgo County,0.000000000000000000,0.000000000000000000,0.049226759953750400,0.097953509328300800
TXHill County,0.000000000000000000,0.000000000000000000,0.049287390009628200,0.097763675392152000
TXHockley County,0.000000000000000000,0.000000000000000000,0.049637030827409400,0.098826665225481200
TXHood County,0.000000000000000000,0.000000000000000000,0.048943298708715700,0.097383469417009300
TXHopkins County,0.000000000000000000,0.000000000000000000,0.048752974232803700,0.096722088182218200
TXHouston County,0.000000000000000000,0.000000000000000000,0.049336028338829600,0.097890665575681500
TXHoward County,0.000000000000000000,0.000000000000000000,0.049754295779404600,0.099057709547836400
TXHudspeth County,0.000000000000000000,0.000000000000000000,0.049705739547536400,0.097163024023218600
TXHunt County,0.000000000000000000,0.000000000000000000,0.048693972176985500,0.096333664531787400
TXHutchinson County,0.000000000000000000,0.000000000000000000,0.049788546041119400,0.099285448984036900
TXIrion County,0.000000000000000000,0.000000000000000000,0.049802629916905000,0.099419340024222900
TXJack County,0.000000000000000000,0.000000000000000000,0.049382437753822800,0.098302425708594900
TXJackson County,0.000000000000000000,0.000000000000000000,0.047405136352617300,0.094049421697264300
TXJasper County,0.000000000000000000,0.000000000000000000,0.048674880437996600,0.096488823219196900
TXJeff Davis County,0.000000000000000000,0.000000000000000000,0.049985097374202400,0.099565536111907900
TXJefferson County,0.000000000000000000,0.000000000000000000,0.046254384745055600,0.090982280115737200
TXJim Hogg County,0.000000000000000000,0.000000000000000000,0.049770217713882100,0.099370422036416200
TXJim Wells County,0.000000000000000000,0.000000000000000000,0.048457801596982100,0.096384312915594800
TXJohnson County,0.000000000000000000,0.000000000000000000,0.048754773760326200,0.096205705836799800
TXJones County,0.000000000000000000,0.000000000000000000,0.049848969195305700,0.099257713089304200
TXKarnes County,0.000000000000000000,0.000000000000000000,0.049034601982210300,0.097348289633166300
TXKaufman County,0.000000000000000000,0.000000000000000000,0.048730934044528600,0.096183004840934400
TXKendall County,0.000000000000000000,0.000000000000000000,0.049019279459604300,0.097117882540518300
TXKenedy County,0.000000000000000000,0.000000000000000000,0.048171397250498200,0.095804095284870900
TXKent County,0.000000000000000000,0.000000000000000000,0.049885603377110200,0.099348191707509000
TXKerr County,0.000000000000000000,0.000000000000000000,0.049537093696045500,0.098237196112134900
TXKimble County,0.000000000000000000,0.000000000000000000,0.049776075232862200,0.099169687671699000
TXKing County,0.000000000000000000,0.000000000000000000,0.049867662968305200,0.098905776883739800
TXKinney County,0.000000000000000000,0.000000000000000000,0.049699474502187900,0.098513805655476400
TXKleberg County,0.000000000000000000,0.000000000000000000,0.047088467681402500,0.093394875815053300
TXKnox County,0.000000000000000000,0.000000000000000000,0.049964698233651900,0.099671375991968100
TXLa Salle County,0.000000000000000000,0.000000000000000000,0.049631390616575700,0.098650878256218100
TXLamar County,0.000000000000000000,0.000000000000000000,0.049338873072294100,0.098024136989213600
TXLamb County,0.000000000000000000,0.000000000000000000,0.049679021929934100,0.099076171406883300
TXLampasas County,0.000000000000000000,0.000000000000000000,0.049627396670666400,0.098832866324766200
TXLavaca County,0.000000000000000000,0.000000000000000000,0.049095394689297400,0.097346655675875500
TXLee County,0.000000000000000000,0.000000000000000000,0.049118400647243600,0.097450946548538300
TXLeon County,0.000000000000000000,0.000000000000000000,0.049061576691212100,0.097314158467261400
TXLiberty County,0.000000000000000000,0.000000000000000000,0.047112302175154100,0.092834540557480900
TXLimestone County,0.000000000000000000,0.000000000000000000,0.049059128118122700,0.097435476184176300
TXLipscomb County,0.000000000000000000,0.000000000000000000,0.049910077440558100,0.099359727670411000
TXLive Oak County,0.000000000000000000,0.000000000000000000,0.049162675638976000,0.097528810151132500
TXLlano County,0.000000000000000000,0.000000000000000000,0.049481195741270900,0.098517974052986700
TXLoving County,0.000000000000000000,0.000000000000000000,0.049953040063785800,0.099882119769273200
TXLubbock County,0.000000000000000000,0.000000000000000000,0.049363066521646000,0.098219024759266700
TXLynn County,0.000000000000000000,0.000000000000000000,0.049573403028667600,0.098766690042853900
TXMadison County,0.000000000000000000,0.000000000000000000,0.048997632066806400,0.096978392652696100
TXMarion County,0.000000000000000000,0.000000000000000000,0.049248934342843500,0.097699719042833700
TXMartin County,0.000000000000000000,0.000000000000000000,0.049584057754046100,0.098947803051692800
TXMason County,0.000000000000000000,0.000000000000000000,0.049629345588940700,0.098981966759026200
TXMatagorda County,0.000000000000000000,0.000000000000000000,0.046775492987987300,0.092514838447597800
TXMaverick County,0.000000000000000000,0.000000000000000000,0.049716297891463400,0.098691559366296300
TXMcculloch County,0.000000000000000000,0.000000000000000000,0.049788647197903700,0.099359028811465400
TXMclennan County,0.000000000000000000,0.000000000000000000,0.048858141143675300,0.097112797052791600
TXMcmullen County,0.000000000000000000,0.000000000000000000,0.049051450117399800,0.097611582338047200
TXMedina County,0.000000000000000000,0.000000000000000000,0.048961394339556400,0.097025170626522800
TXMenard County,0.000000000000000000,0.000000000000000000,0.049922326414157500,0.099758060857063200
TXMidland County,0.000000000000000000,0.000000000000000000,0.049440933007989700,0.098568279758924200
TXMilam County,0.000000000000000000,0.000000000000000000,0.049042378619857500,0.097197670128740000
TXMills County,0.000000000000000000,0.000000000000000000,0.049809848663780100,0.099333732469076400
TXMitchell County,0.000000000000000000,0.000000000000000000,0.049878686007579700,0.099512419696080400
TXMontague County,0.000000000000000000,0.000000000000000000,0.049498823208103700,0.098501987065513300
TXMontgomery County,0.000000000000000000,0.000000000000000000,0.048581012870003500,0.095211342768605400
TXMoore County,0.000000000000000000,0.000000000000000000,0.049364245362020000,0.098207766931175600
TXMorris County,0.000000000000000000,0.000000000000000000,0.049228241846347200,0.097903220473903900
TXMotley County,0.000000000000000000,0.000000000000000000,0.049761552614430800,0.099146767099374200
TXNacogdoches County,0.000000000000000000,0.000000000000000000,0.049089453964110700,0.097501034555530500
TXNavarro County,0.000000000000000000,0.000000000000000000,0.048943999627262900,0.097081041822636700
TXNewton County,0.000000000000000000,0.000000000000000000,0.048152469310944700,0.095492166259907500
TXNolan County,0.000000000000000000,0.000000000000000000,0.049786385042094500,0.099346587479078900
TXNueces County,0.000000000000000000,0.000000000000000000,0.046677371518973400,0.092232861312740300
TXOchiltree County,0.000000000000000000,0.000000000000000000,0.049773053989064600,0.098967211491732400
TXOldham County,0.000000000000000000,0.000000000000000000,0.049611831797418600,0.098663244388113900
TXOrange County,0.000000000000000000,0.000000000000000000,0.046248857883382600,0.091443334354610400
TXPalo Pinto County,0.000000000000000000,0.000000000000000000,0.049335565342341100,0.098121710149224000
TXPanola County,0.000000000000000000,0.000000000000000000,0.049198932040984200,0.097797528599379300
TXParker County,0.000000000000000000,0.000000000000000000,0.049127846891167800,0.097356374837006500
TXParmer County,0.000000000000000000,0.000000000000000000,0.049781460006699500,0.099219777219081500
TXPecos County,0.000000000000000000,0.000000000000000000,0.049873350822927900,0.099398292484872900
TXPolk County,0.000000000000000000,0.000000000000000000,0.048969264685855100,0.096935423617064500
TXPotter County,0.000000000000000000,0.000000000000000000,0.049267797853542700,0.097997874223342500
TXPresidio County,0.000000000000000000,0.000000000000000000,0.049958074269535600,0.098847672440445000
TXRains County,0.000000000000000000,0.000000000000000000,0.047986925437989200,0.095052211094766000
TXRandall County,0.000000000000000000,0.000000000000000000,0.049350894132989900,0.098293542323513200
TXReagan County,0.000000000000000000,0.000000000000000000,0.049927386861201400,0.099596900114762300
TXReal County,0.000000000000000000,0.000000000000000000,0.049767847909311300,0.099112183811848100
TXRed River County,0.000000000000000000,0.000000000000000000,0.049455329404564800,0.098120670407818400
TXReeves County,0.000000000000000000,0.000000000000000000,0.049914291699797700,0.099112005114970800
TXRefugio County,0.000000000000000000,0.000000000000000000,0.046879674629678200,0.092849448007676500
TXRoberts County,0.000000000000000000,0.000000000000000000,0.049747095489864900,0.098967463456266900
TXRobertson County,0.000000000000000000,0.000000000000000000,0.048964894579797800,0.097060631949273500
TXRockwall County,0.000000000000000000,0.000000000000000000,0.048352537319269700,0.095091912341874300
TXRunnels County,0.000000000000000000,0.000000000000000000,0.049679484203615700,0.098837725952863700
TXRusk County,0.000000000000000000,0.000000000000000000,0.049001627108632900,0.097269054437958200
TXSabine County,0.000000000000000000,0.000000000000000000,0.049474815472055000,0.098305847227291500
TXSan Augustine County,0.000000000000000000,0.000000000000000000,0.049438068096600200,0.098362596258347900
TXSan Jacinto County,0.000000000000000000,0.000000000000000000,0.048647047249402900,0.096119768277694600
TXSan Patricio County,0.000000000000000000,0.000000000000000000,0.047211052793528800,0.093585573234490100
TXSan Saba County,0.000000000000000000,0.000000000000000000,0.049630756134162700,0.098892239880191900
TXSchleicher County,0.000000000000000000,0.000000000000000000,0.049772446945459000,0.099214525161535700
TXScurry County,0.000000000000000000,0.000000000000000000,0.049828031263243100,0.099152553735404800
TXShackelford County,0.000000000000000000,0.000000000000000000,0.049889285177134600,0.099529155235077700
TXShelby County,0.000000000000000000,0.000000000000000000,0.049302104707627900,0.098075002429420100
TXSherman County,0.000000000000000000,0.000000000000000000,0.049713003630986500,0.098691004404329200
TXSmith County,0.000000000000000000,0.000000000000000000,0.048392658118067100,0.095939588591122900
TXSomervell County,0.000000000000000000,0.000000000000000000,0.049477803156198400,0.098310742498303400
TXStarr County,0.000000000000000000,0.000000000000000000,0.049937059301817800,0.099708034733354100
TXStephens County,0.000000000000000000,0.000000000000000000,0.049483014310099300,0.098701414225796700
TXSterling County,0.000000000000000000,0.000000000000000000,0.049402751884375200,0.098580787444222800
TXStonewall County,0.000000000000000000,0.000000000000000000,0.049767758813061200,0.099267860298083900
TXSutton County,0.000000000000000000,0.000000000000000000,0.049800453878032800,0.099292113707357200
TXSwisher County,0.000000000000000000,0.000000000000000000,0.049647191324208000,0.099189376909235600
TXTarrant County,0.000000000000000000,0.000000000000000000,0.048921396931791000,0.095589595007936800
TXTaylor County,0.000000000000000000,0.000000000000000000,0.049726302841986300,0.099169726275574900
TXTerrell County,0.000000000000000000,0.000000000000000000,0.049897929014175900,0.099550644796328100
TXTerry County,0.000000000000000000,0.000000000000000000,0.049757014676783600,0.098857559665135300
TXThrockmorton County,0.000000000000000000,0.000000000000000000,0.049830809828225000,0.099056590408066900
TXTitus County,0.000000000000000000,0.000000000000000000,0.049004275180634800,0.097316677170637300
TXTom Green County,0.000000000000000000,0.000000000000000000,0.049696486287270600,0.099059739629319400
TXTravis County,0.000000000000000000,0.000000000000000000,0.048672734967256200,0.095332219155963800
TXTrinity County,0.000000000000000000,0.000000000000000000,0.048938070975274700,0.097040166637500700
TXTyler County,0.000000000000000000,0.000000000000000000,0.048464830641155300,0.096150994206095600
TXUpshur County,0.000000000000000000,0.000000000000000000,0.048845044738725900,0.097106375738248700
TXUpton County,0.000000000000000000,0.000000000000000000,0.049796700537200900,0.098993545575913700
TXUvalde County,0.000000000000000000,0.000000000000000000,0.049691898076346300,0.098966808802535300
TXVal Verde County,0.000000000000000000,0.000000000000000000,0.049864069221024200,0.099377742661525700
TXVan Zandt County,0.000000000000000000,0.000000000000000000,0.049011311878171600,0.096871505072416300
TXVictoria County,0.000000000000000000,0.000000000000000000,0.047487456301416700,0.094059189225127000
TXWalker County,0.000000000000000000,0.000000000000000000,0.049039897204724100,0.097060761376547100
TXWaller County,0.000000000000000000,0.000000000000000000,0.048649929245374800,0.095600043811222300
TXWard County,0.000000000000000000,0.000000000000000000,0.049730033406041500,0.099028930620934900
TXWashington County,0.000000000000000000,0.000000000000000000,0.048944424600392300,0.096634830063728300
TXWebb County,0.000000000000000000,0.000000000000000000,0.049746141637137600,0.099241365467131100
TXWharton County,0.000000000000000000,0.000000000000000000,0.047059912752645400,0.092803269605594500
TXWheeler County,0.000000000000000000,0.000000000000000000,0.049775210250946600,0.099005442100300800
TXWichita County,0.000000000000000000,0.000000000000000000,0.049859998097766800,0.099538993061562400
TXWilbarger County,0.000000000000000000,0.000000000000000000,0.049963015093598400,0.099783300588770900
TXWillacy County,0.000000000000000000,0.000000000000000000,0.049251888457537300,0.098211948213398100
TXWilliamson County,0.000000000000000000,0.000000000000000000,0.048896673062252900,0.096387105481278400
TXWilson County,0.000000000000000000,0.000000000000000000,0.048935627024096600,0.097076797538168100
TXWinkler County,0.000000000000000000,0.000000000000000000,0.049543720343986800,0.098216494117945100
TXWise County,0.000000000000000000,0.000000000000000000,0.049222224073086400,0.097441682534956000
TXWood County,0.000000000000000000,0.000000000000000000,0.048723330817781200,0.096598052948039500
TXYoakum County,0.000000000000000000,0.000000000000000000,0.049704896551276500,0.099107229865712500
TXYoung County,0.000000000000000000,0.000000000000000000,0.049761768571216200,0.099036903296405800
TXZapata County,0.000000000000000000,0.000000000000000000,0.049898445617631500,0.099571023583456600
TXZavala County,0.000000000000000000,0.000000000000000000,0.049467331394496200,0.098480177142984800
UTBeaver County,0.000000000000000000,0.000000000000000000,0.049987887595365900,0.099971544643064900
UTBox Elder County,0.000000000000000000,0.000000000000000000,0.049610926530025700,0.097882948592124400
UTCache County,0.000000000000000000,0.000000000000000000,0.050093878183365100,0.099543997868913900
UTCarbon County,0.000000000000000000,0.000000000000000000,0.049885890327116400,0.099716336200803600
UTDaggett County,0.000000000000000000,0.000000000000000000,0.049881879718671300,0.099622643348196100
UTDavis County,0.000000000000000000,0.000000000000000000,0.050563775542869400,0.097624127965465300
UTDuchesne County,0.000000000000000000,0.000000000000000000,0.050025496598298700,0.099931536587818400
UTEmery County,0.000000000000000000,0.000000000000000000,0.049857098969687400,0.099686363538377800
UTGarfield County,0.000000000000000000,0.000000000000000000,0.049993136830564400,0.099985698399579900
UTGrand County,0.000000000000000000,0.000000000000000000,0.050016922641647800,0.099983858213498900
UTIron County,0.000000000000000000,0.000000000000000000,0.049952158719871200,0.099896709875116200
UTJuab County,0.000000000000000000,0.000000000000000000,0.050070109662504700,0.099771189309263200
UTKane County,0.000000000000000000,0.000000000000000000,0.049966615035343100,0.099932933400256600
UTMillard County,0.000000000000000000,0.000000000000000000,0.049917026011062000,0.099807927250408400
UTMorgan County,0.000000000000000000,0.000000000000000000,0.050285627018081400,0.100119683450151000
UTPiute County,0.000000000000000000,0.000000000000000000,0.049996739907203700,0.099991330461179300
UTRich County,0.000000000000000000,0.000000000000000000,0.049991885870055900,0.099929052918053200
UTSalt Lake County,0.000000000000000000,0.000000000000000000,0.049668775330672800,0.094797085336972200
UTSan Juan County,0.000000000000000000,0.000000000000000000,0.049906118204818600,0.099811229058169200
UTSanpete County,0.000000000000000000,0.000000000000000000,0.049990100620692000,0.099967970856452300
UTSevier County,0.000000000000000000,0.000000000000000000,0.049981109309518200,0.099956603141968700
UTSummit County,0.000000000000000000,0.000000000000000000,0.049933744175649600,0.099516238084709000
UTTooele County,0.000000000000000000,0.000000000000000000,0.050209219383830800,0.099611552242578000
UTUintah County,0.000000000000000000,0.000000000000000000,0.050037928870354300,0.099923929144493600
UTUtah County,0.000000000000000000,0.000000000000000000,0.049465113492967600,0.095804460314346900
UTWasatch County,0.000000000000000000,0.000000000000000000,0.050163289378633200,0.099904299914034900
UTWashington County,0.000000000000000000,0.000000000000000000,0.049977640632358700,0.099902912582751300
UTWayne County,0.000000000000000000,0.000000000000000000,0.049996587621036200,0.099992457380548400
UTWeber County,0.000000000000000000,0.000000000000000000,0.050370354627725200,0.098491016813325900
VAAccomack County,0.000000000000000000,0.000000000000000000,0.047887161949419900,0.094866284149635900
VAAlbemarle County,0.000000000000000000,0.000000000000000000,0.048971747375149600,0.096938674493989300
VAAlexandria City,0.000000000000000000,0.000000000000000000,0.048244501360059900,0.093718638620479600
VAAlleghany County,0.000000000000000000,0.000000000000000000,0.049598475703842100,0.098609053466407700
VAAmelia County,0.000000000000000000,0.000000000000000000,0.048293748172803400,0.094918602154326900
VAAmherst County,0.000000000000000000,0.000000000000000000,0.048451598177252600,0.096335791140698800
VAAppomattox County,0.000000000000000000,0.000000000000000000,0.049265315805748100,0.098100696985240700
VAArlington County,0.000000000000000000,0.000000000000000000,0.047054553778033800,0.091450169966315500
VAAugusta County,0.000000000000000000,0.000000000000000000,0.049021209519495100,0.097188489664977700
VABath County,0.000000000000000000,0.000000000000000000,0.049675104941108600,0.098802952558165500
VABedford County,0.000000000000000000,0.000000000000000000,0.048875261967894500,0.096920593040145100
VABland County,0.000000000000000000,0.000000000000000000,0.049883796192917100,0.099205845649724900
VABotetourt County,0.000000000000000000,0.000000000000000000,0.049009644875007500,0.097048442150836200
VABristol City,0.000000000000000000,0.000000000000000000,0.049882112491557600,0.099581335600086100
VABrunswick County,0.000000000000000000,0.000000000000000000,0.048844093176181100,0.096679836142259800
VABuchanan County,0.000000000000000000,0.000000000000000000,0.049847448627537100,0.099401979596145400
VABuckingham County,0.000000000000000000,0.000000000000000000,0.049167957398447400,0.097647464229353700
VABuena Vista City,0.000000000000000000,0.000000000000000000,0.049610508451253700,0.098253517164269100
VACampbell County,0.000000000000000000,0.000000000000000000,0.048536986716730900,0.096572976309612800
VACaroline County,0.000000000000000000,0.000000000000000000,0.048708983758258200,0.095875898691699000
VACarroll County,0.000000000000000000,0.000000000000000000,0.049424227178705800,0.098273300056449300
VACharles City County,0.000000000000000000,0.000000000000000000,0.049120761367911900,0.096324763360051900
VACharlotte County,0.000000000000000000,0.000000000000000000,0.048695206735471800,0.096597947050818700
VACharlottesville City,0.000000000000000000,0.000000000000000000,0.049136871621505900,0.097250874414271900
VAChesapeake City,0.000000000000000000,0.000000000000000000,0.047373381088615400,0.092747485699166400
VAChesterfield County,0.000000000000000000,0.000000000000000000,0.048205774202374900,0.094347717615177500
VAClarke County,0.000000000000000000,0.000000000000000000,0.048494825303947900,0.095727098041599800
VAColonial Heights City,0.000000000000000000,0.000000000000000000,0.047606231535233900,0.093008655151083600
VACovington City,0.000000000000000000,0.000000000000000000,0.049387572550954300,0.098542710192842400
VACraig County,0.000000000000000000,0.000000000000000000,0.049978796817319500,0.099341594346635600
VACulpeper County,0.000000000000000000,0.000000000000000000,0.048630502160516900,0.096056156026923700
VACumberland County,0.000000000000000000,0.000000000000000000,0.047756029564842000,0.094920731762102600
VADanville City,0.000000000000000000,0.000000000000000000,0.049123442370151200,0.097372962978053800
VADickenson County,0.000000000000000000,0.000000000000000000,0.049905626411656900,0.099589129792027300
VADinwiddie County,0.000000000000000000,0.000000000000000000,0.047983899231746700,0.094440284379252200
VAEssex County,0.000000000000000000,0.000000000000000000,0.048478230293988300,0.095557540346354400
VAFairfax City,0.000000000000000000,0.000000000000000000,0.048630204013245600,0.094609620473088400
VAFairfax County,0.000000000000000000,0.000000000000000000,0.048523878939926300,0.094277520892025000
VAFalls Church City,0.000000000000000000,0.000000000000000000,0.048490911690847000,0.093946229501350500
VAFauquier County,0.000000000000000000,0.000000000000000000,0.048424160728744300,0.095240938996688400
VAFloyd County,0.000000000000000000,0.000000000000000000,0.049114873837191600,0.097511980023341300
VAFluvanna County,0.000000000000000000,0.000000000000000000,0.048815104622598900,0.097015841454156400
VAFranklin City,0.000000000000000000,0.000000000000000000,0.048736438115325500,0.096271528053014200
VAFranklin County,0.000000000000000000,0.000000000000000000,0.049063746471718500,0.097595168345214800
VAFrederick County,0.000000000000000000,0.000000000000000000,0.049174069569561300,0.097111192670601600
VAFredericksburg City,0.000000000000000000,0.000000000000000000,0.049624201127813200,0.097235996435533600
VAGalax City,0.000000000000000000,0.000000000000000000,0.048972999750686300,0.097425039433078500
VAGiles County,0.000000000000000000,0.000000000000000000,0.049854932710939900,0.099243937427653700
VAGloucester County,0.000000000000000000,0.000000000000000000,0.047917753697143600,0.094169853189988800
VAGoochland County,0.000000000000000000,0.000000000000000000,0.048822339039450000,0.096456051017265000
VAGrayson County,0.000000000000000000,0.000000000000000000,0.049959151992858200,0.099665090672464300
VAGreene County,0.000000000000000000,0.000000000000000000,0.048686546372885200,0.096433684414149100
VAGreensville County,0.000000000000000000,0.000000000000000000,0.049011097274554500,0.096788647313623500
VAHalifax County,0.000000000000000000,0.000000000000000000,0.048778004992828400,0.097040653447652200
