Zip,State,County,Wildfire,Flood,Tornado,Hail
42702,KY,HARDIN COUNTY,1,2,0.35 - 0.5,0.1 - 0.2
42711,KY,CUMBERLAND COUNTY,2.4,5,0.5 - 0.75,0.1 - 0.2
42712,KY,GRAYSON COUNTY,1,3,0.35 - 0.5,0.1 - 0.2
42713,KY,HART COUNTY,2.3,8,0.5 - 0.75,0.1 - 0.2
42714,KY,CUMBERLAND COUNTY,2.5,1,0.5 - 0.75,0.1 - 0.2
42715,KY,ADAIR COUNTY,2.4,1,0.5 - 0.75,0.1 - 0.2
42716,KY,LARUE COUNTY,1,2,0.5 - 0.75,0.1 - 0.2
42717,KY,CUMBERLAND COUNTY,2.5,7,0.5 - 0.75,0.1 - 0.2
42718,KY,TAYLOR COUNTY,1,2,0.5 - 0.75,0.1 - 0.2
42719,KY,TAYLOR COUNTY,1,4,0.5 - 0.75,0.1 - 0.2
42720,KY,ADAIR COUNTY,1,1,0.5 - 0.75,0.1 - 0.2
42721,KY,GRAYSON COUNTY,1,1,0.35 - 0.5,0.1 - 0.2
42722,KY,HART COUNTY,1,2,0.5 - 0.75,0.1 - 0.2
42723,KY,TAYLOR COUNTY,2.3,2,0.5 - 0.75,0.1 - 0.2
42724,KY,HARDIN COUNTY,2.3,1,0.35 - 0.5,0.1 - 0.2
42726,KY,GRAYSON COUNTY,2.4,1,0.35 - 0.5,0.1 - 0.2
42728,KY,ADAIR COUNTY,1,1,0.5 - 0.75,0.1 - 0.2
42729,KY,HART COUNTY,2.4,2,0.5 - 0.75,0.1 - 0.2
42730,KY,ADAIR COUNTY,3.7,2,0.5 - 0.75,0.1 - 0.2
42731,KY,CUMBERLAND COUNTY,2.4,9,0.5 - 0.75,0.1 - 0.2
42732,KY,HARDIN COUNTY,2.3,1,0.35 - 0.5,0.1 - 0.2
42733,KY,TAYLOR COUNTY,3.5,2,0.5 - 0.75,0.1 - 0.2
42735,KY,ADAIR COUNTY,1,1,0.5 - 0.75,0.1 - 0.2
42736,KY,TAYLOR COUNTY,2.2,1,0.5 - 0.75,0.1 - 0.2
42740,KY,HARDIN COUNTY,1,2,0.35 - 0.5,0.1 - 0.2
42741,KY,ADAIR COUNTY,1,1,0.5 - 0.75,0.1 - 0.2
42742,KY,ADAIR COUNTY,2.3,2,0.5 - 0.75,0.1 - 0.2
42743,KY,GREEN COUNTY,1,4,0.5 - 0.75,0.1 - 0.2
42746,KY,HART COUNTY,1,2,0.5 - 0.75,0.1 - 0.2
42748,KY,LARUE COUNTY,1,2,0.35 - 0.5,0.1 - 0.2
42749,KY,HART COUNTY,1,1,0.5 - 0.75,0.1 - 0.2
42752,KY,CUMBERLAND COUNTY,3.8,1,0.5 - 0.75,0.1 - 0.2
42753,KY,ADAIR COUNTY,3.6,1,0.5 - 0.75,0.1 - 0.2
42754,KY,GRAYSON COUNTY,1,2,0.35 - 0.5,0.1 - 0.2
42755,KY,GRAYSON COUNTY,1,2,0.35 - 0.5,0.1 - 0.2
42757,KY,HART COUNTY,3.6,1,0.5 - 0.75,0.1 - 0.2
42758,KY,TAYLOR COUNTY,2.2,8,0.5 - 0.75,0.1 - 0.2
42759,KY,CUMBERLAND COUNTY,2.5,7,0.5 - 0.75,0.1 - 0.2
42761,KY,ADAIR COUNTY,2.3,1,0.5 - 0.75,0.1 - 0.2
42762,KY,GRAYSON COUNTY,1,2,0.35 - 0.5,0.1 - 0.2
42764,KY,LARUE COUNTY,3.5,1,0.5 - 0.75,0.1 - 0.2
42765,KY,HART COUNTY,2.3,2,0.5 - 0.75,0.1 - 0.2
42766,KY,OHIO COUNTY,2.5,1,0.35 - 0.5,0.1 - 0.2
42768,KY,CUMBERLAND COUNTY,3.8,1,0.5 - 0.75,0.1 - 0.2
42772,KY,HART COUNTY,2.4,1,0.5 - 0.75,0.1 - 0.2
42776,KY,HARDIN COUNTY,1,1,0.5 - 0.75,0.1 - 0.2
42779,KY,OHIO COUNTY,2.5,1,0.35 - 0.5,0.1 - 0.2
42780,KY,GRAYSON COUNTY,2.5,7,0.35 - 0.5,0.1 - 0.2
42781,KY,HARDIN COUNTY,1,2,0.35 - 0.5,0.1 - 0.2
42782,KY,GREEN COUNTY,1,2,0.5 - 0.75,0.1 - 0.2
42783,KY,HARDIN COUNTY,2.3,1,0.35 - 0.5,0.1 - 0.2
42784,KY,HART COUNTY,1,2,0.5 - 0.75,0.1 - 0.2
42785,KY,HARDIN COUNTY,2.3,2,0.35 - 0.5,0.1 - 0.2
42786,KY,CUMBERLAND COUNTY,2.5,7,0.5 - 0.75,0.1 - 0.2
42787,KY,GRAYSON COUNTY,2.4,3,0.35 - 0.5,0.1 - 0.2
42788,KY,HARDIN COUNTY,1,4,0.35 - 0.5,0.1 - 0.2
43001,OH,LICKING COUNTY,1,2,0.2 - 0.35,0.1 - 0.2
43002,OH,FRANKLIN COUNTY,1,4,0.2 - 0.35,0.1 - 0.2
43003,OH,DELAWARE COUNTY,1,2,0.2 - 0.35,0.1 - 0.2
43004,OH,FRANKLIN COUNTY,1,2,0.2 - 0.35,0.1 - 0.2
43005,OH,KNOX COUNTY,1,8,0.2 - 0.35,0.1 - 0.2
43006,OH,KNOX COUNTY,1.5,1,0.2 - 0.35,0.1 - 0.2
43007,OH,UNION COUNTY,1,1,0.2 - 0.35,0.1 - 0.2
43008,OH,LICKING COUNTY,1,2,0.2 - 0.35,0.1 - 0.2
43009,OH,CHAMPAIGN COUNTY,1,1,0.2 - 0.35,0.1 - 0.2
43010,OH,CLARK COUNTY,1,2,0.2 - 0.35,0.1 - 0.2
43011,OH,KNOX COUNTY,1,2,0.2 - 0.35,0.1 - 0.2
43013,OH,LICKING COUNTY,1,2,0.2 - 0.35,0.1 - 0.2
43014,OH,KNOX COUNTY,1,4,0.2 - 0.35,0.1 - 0.2
43015,OH,DELAWARE COUNTY,1,2,0.2 - 0.35,0.1 - 0.2
43016,OH,FRANKLIN COUNTY,1,2,0.2 - 0.35,0.1 - 0.2
43017,OH,FRANKLIN COUNTY,1,4,0.2 - 0.35,0.1 - 0.2
43018,OH,LICKING COUNTY,1,2,0.2 - 0.35,0.1 - 0.2
43019,OH,KNOX COUNTY,1,1,0.2 - 0.35,0.1 - 0.2
43021,OH,DELAWARE COUNTY,1,1,0.2 - 0.35,0.1 - 0.2
43022,OH,KNOX COUNTY,1,2,0.2 - 0.35,0.1 - 0.2
43023,OH,LICKING COUNTY,1,3,0.2 - 0.35,0.1 - 0.2
43025,OH,LICKING COUNTY,1,2,0.2 - 0.35,0.1 - 0.2
43026,OH,FRANKLIN COUNTY,1,2,0.2 - 0.35,0.1 - 0.2
43027,OH,LICKING COUNTY,1,2,0.2 - 0.35,0.1 - 0.2
43028,OH,KNOX COUNTY,1,2,0.2 - 0.35,0.1 - 0.2
43029,OH,MADISON COUNTY,1,2,0.2 - 0.35,0.1 - 0.2
43030,OH,LICKING COUNTY,1,2,0.2 - 0.35,0.1 - 0.2
43031,OH,LICKING COUNTY,1,1,0.2 - 0.35,0.1 - 0.2
43032,OH,DELAWARE COUNTY,1,2,0.2 - 0.35,0.1 - 0.2
43033,OH,LICKING COUNTY,1,4,0.2 - 0.35,0.1 - 0.2
43035,OH,DELAWARE COUNTY,1,4,0.2 - 0.35,0.1 - 0.2
43036,OH,UNION COUNTY,1,2,0.2 - 0.35,0.1 - 0.2
43037,OH,KNOX COUNTY,1,1,0.2 - 0.35,0.1 - 0.2
43040,OH,UNION COUNTY,1,6,0.2 - 0.35,0.1 - 0.2
43041,OH,UNION COUNTY,1,1,0.2 - 0.35,0.1 - 0.2
43044,OH,CHAMPAIGN COUNTY,1,6,0.2 - 0.35,0.1 - 0.2
43045,OH,UNION COUNTY,1,5,0.2 - 0.35,0.1 - 0.2
43046,OH,FAIRFIELD COUNTY,1,2,0.2 - 0.35,0.1 - 0.2
43047,OH,CHAMPAIGN COUNTY,1,2,0.2 - 0.35,0.1 - 0.2
43048,OH,KNOX COUNTY,1,8,0.2 - 0.35,0.1 - 0.2
43050,OH,KNOX COUNTY,1,10,0.2 - 0.35,0.1 - 0.2
43054,OH,FRANKLIN COUNTY,1,7,0.2 - 0.35,0.1 - 0.2
43055,OH,LICKING COUNTY,1,4,0.2 - 0.35,0.1 - 0.2
43056,OH,LICKING COUNTY,1,1,0.2 - 0.35,0.1 - 0.2
43057,OH,LICKING COUNTY,1.9,2,0.2 - 0.35,0.1 - 0.2
43058,OH,LICKING COUNTY,1,2,0.2 - 0.35,0.1 - 0.2
43060,OH,CHAMPAIGN COUNTY,1,1,0.2 - 0.35,0.1 - 0.2
43061,OH,DELAWARE COUNTY,1,2,0.2 - 0.35,0.1 - 0.2
43062,OH,LICKING COUNTY,1,2,0.2 - 0.35,0.1 - 0.2
43064,OH,UNION COUNTY,1,2,0.2 - 0.35,0.1 - 0.2
43065,OH,DELAWARE COUNTY,1,2,0.2 - 0.35,0.1 - 0.2
43066,OH,DELAWARE COUNTY,1,2,0.2 - 0.35,0.1 - 0.2
43067,OH,UNION COUNTY,1,2,0.2 - 0.35,0.1 - 0.2
43068,OH,FRANKLIN COUNTY,1,2,0.2 - 0.35,0.1 - 0.2
43069,OH,FRANKLIN COUNTY,1,6,0.2 - 0.35,0.1 - 0.2
43070,OH,CHAMPAIGN COUNTY,1,3,0.2 - 0.35,0.1 - 0.2
43071,OH,LICKING COUNTY,1,1,0.2 - 0.35,0.1 - 0.2
43072,OH,CHAMPAIGN COUNTY,1,2,0.2 - 0.35,0.1 - 0.2
43073,OH,LICKING COUNTY,1,1,0.2 - 0.35,0.1 - 0.2
43074,OH,DELAWARE COUNTY,1,2,0.2 - 0.35,0.1 - 0.2
43076,OH,PERRY COUNTY,1,2,0.2 - 0.35,0.1 - 0.2
43077,OH,UNION COUNTY,1,1,0.2 - 0.35,0.1 - 0.2
43078,OH,CHAMPAIGN COUNTY,1,2,0.2 - 0.35,0.1 - 0.2
43080,OH,LICKING COUNTY,1,2,0.2 - 0.35,0.1 - 0.2
43081,OH,FRANKLIN COUNTY,1,2,0.2 - 0.35,0.1 - 0.2
43082,OH,DELAWARE COUNTY,1,3,0.2 - 0.35,0.1 - 0.2
43083,OH,CHAMPAIGN COUNTY,1,6,0.2 - 0.35,0.1 - 0.2
43084,OH,CHAMPAIGN COUNTY,1,4,0.2 - 0.35,0.1 - 0.2
43085,OH,FRANKLIN COUNTY,1,4,0.2 - 0.35,0.1 - 0.2
43086,OH,FRANKLIN COUNTY,1,2,0.2 - 0.35,0.1 - 0.2
43093,OH,LICKING COUNTY,1,2,0.2 - 0.35,0.1 - 0.2
43098,OH,LICKING COUNTY,1,3,0.2 - 0.35,0.1 - 0.2
43099,OH,FRANKLIN COUNTY,1,2,0.2 - 0.35,0.1 - 0.2
43101,OH,ROSS COUNTY,1.1,1,0.1 - 0.2,0.1 - 0.2
43102,OH,FAIRFIELD COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
43103,OH,PICKAWAY COUNTY,1,2,0.2 - 0.35,0.1 - 0.2
43105,OH,FAIRFIELD COUNTY,1,4,0.2 - 0.35,0.1 - 0.2
43106,OH,FAYETTE COUNTY,1,1,0.2 - 0.35,0.1 - 0.2
43107,OH,FAIRFIELD COUNTY,1,5,0.1 - 0.2,0.1 - 0.2
43109,OH,FRANKLIN COUNTY,1,2,0.2 - 0.35,0.1 - 0.2
43110,OH,FRANKLIN COUNTY,1,6,0.2 - 0.35,0.1 - 0.2
43111,OH,HOCKING COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
43112,OH,FAIRFIELD COUNTY,1,1,0.2 - 0.35,0.1 - 0.2
43113,OH,PICKAWAY COUNTY,1,5,0.1 - 0.2,0.1 - 0.2
43115,OH,ROSS COUNTY,1,4,0.1 - 0.2,0.1 - 0.2
43116,OH,PICKAWAY COUNTY,1,2,0.2 - 0.35,0.1 - 0.2
43117,OH,PICKAWAY COUNTY,1,2,0.2 - 0.35,0.1 - 0.2
43119,OH,FRANKLIN COUNTY,1,3,0.2 - 0.35,0.1 - 0.2
43123,OH,FRANKLIN COUNTY,1,2,0.2 - 0.35,0.1 - 0.2
43125,OH,FRANKLIN COUNTY,1,5,0.2 - 0.35,0.1 - 0.2
43126,OH,FRANKLIN COUNTY,1,2,0.2 - 0.35,0.1 - 0.2
43127,OH,HOCKING COUNTY,1,1,0.1 - 0.2,0.1 - 0.2
43128,OH,FAYETTE COUNTY,1,1,0.2 - 0.35,0.1 - 0.2
43130,OH,FAIRFIELD COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
43135,OH,HOCKING COUNTY,1.1,2,0.1 - 0.2,0.1 - 0.2
43136,OH,FAIRFIELD COUNTY,1,2,0.2 - 0.35,0.1 - 0.2
43137,OH,FRANKLIN COUNTY,1,5,0.2 - 0.35,0.1 - 0.2
43138,OH,HOCKING COUNTY,1,8,0.1 - 0.2,0.1 - 0.2
43140,OH,MADISON COUNTY,1,2,0.2 - 0.35,0.1 - 0.2
43142,OH,FAYETTE COUNTY,1,2,0.2 - 0.35,0.1 - 0.2
43143,OH,MADISON COUNTY,1,2,0.2 - 0.35,0.1 - 0.2
43144,OH,HOCKING COUNTY,1,10,0.1 - 0.2,0.1 - 0.2
43145,OH,PICKAWAY COUNTY,1,7,0.2 - 0.35,0.1 - 0.2
43146,OH,PICKAWAY COUNTY,1,2,0.2 - 0.35,0.1 - 0.2
43147,OH,FAIRFIELD COUNTY,1,3,0.2 - 0.35,0.1 - 0.2
43148,OH,FAIRFIELD COUNTY,1,2,0.2 - 0.35,0.1 - 0.2
43149,OH,HOCKING COUNTY,2.3,1,0.1 - 0.2,0.1 - 0.2
43150,OH,FAIRFIELD COUNTY,1,2,0.2 - 0.35,0.1 - 0.2
43151,OH,MADISON COUNTY,1,1,0.2 - 0.35,0.1 - 0.2
43152,OH,HOCKING COUNTY,2.4,1,0.1 - 0.2,0.1 - 0.2
43153,OH,MADISON COUNTY,1,1,0.2 - 0.35,0.1 - 0.2
43154,OH,FAIRFIELD COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
43155,OH,FAIRFIELD COUNTY,2.2,6,0.1 - 0.2,0.1 - 0.2
43156,OH,PICKAWAY COUNTY,1,1,0.1 - 0.2,0.1 - 0.2
43157,OH,FAIRFIELD COUNTY,1,2,0.2 - 0.35,0.1 - 0.2
43158,OH,HOCKING COUNTY,1,4,0.1 - 0.2,0.1 - 0.2
43160,OH,FAYETTE COUNTY,1,2,0.2 - 0.35,0.1 - 0.2
43162,OH,MADISON COUNTY,1,3,0.2 - 0.35,0.1 - 0.2
43163,OH,FAIRFIELD COUNTY,1,5,0.1 - 0.2,0.1 - 0.2
43164,OH,PICKAWAY COUNTY,1,2,0.2 - 0.35,0.1 - 0.2
43194,OH,FRANKLIN COUNTY,1,4,0.2 - 0.35,0.1 - 0.2
43195,OH,FRANKLIN COUNTY,1,4,0.2 - 0.35,0.1 - 0.2
43196,OH,FRANKLIN COUNTY,1,1,0.2 - 0.35,0.1 - 0.2
43198,OH,FRANKLIN COUNTY,1,3,0.2 - 0.35,0.1 - 0.2
43199,OH,FRANKLIN COUNTY,1,1,0.2 - 0.35,0.1 - 0.2
43201,OH,FRANKLIN COUNTY,1,2,0.2 - 0.35,0.1 - 0.2
43202,OH,FRANKLIN COUNTY,1,2,0.2 - 0.35,0.1 - 0.2
43203,OH,FRANKLIN COUNTY,1,2,0.2 - 0.35,0.1 - 0.2
43204,OH,FRANKLIN COUNTY,1,4,0.2 - 0.35,0.1 - 0.2
43205,OH,FRANKLIN COUNTY,1,2,0.2 - 0.35,0.1 - 0.2
43206,OH,FRANKLIN COUNTY,1,2,0.2 - 0.35,0.1 - 0.2
43207,OH,FRANKLIN COUNTY,1,2,0.2 - 0.35,0.1 - 0.2
43209,OH,FRANKLIN COUNTY,1,2,0.2 - 0.35,0.1 - 0.2
43210,OH,FRANKLIN COUNTY,1,6,0.2 - 0.35,0.1 - 0.2
43211,OH,FRANKLIN COUNTY,1,2,0.2 - 0.35,0.1 - 0.2
43212,OH,FRANKLIN COUNTY,1,2,0.2 - 0.35,0.1 - 0.2
43213,OH,FRANKLIN COUNTY,1,3,0.2 - 0.35,0.1 - 0.2
43214,OH,FRANKLIN COUNTY,1,2,0.2 - 0.35,0.1 - 0.2
43215,OH,FRANKLIN COUNTY,1,2,0.2 - 0.35,0.1 - 0.2
43216,OH,FRANKLIN COUNTY,1,2,0.2 - 0.35,0.1 - 0.2
43217,OH,FRANKLIN COUNTY,1,2,0.2 - 0.35,0.1 - 0.2
43218,OH,FRANKLIN COUNTY,1,2,0.2 - 0.35,0.1 - 0.2
43219,OH,FRANKLIN COUNTY,1,4,0.2 - 0.35,0.1 - 0.2
43220,OH,FRANKLIN COUNTY,1,2,0.2 - 0.35,0.1 - 0.2
43221,OH,FRANKLIN COUNTY,1,3,0.2 - 0.35,0.1 - 0.2
43222,OH,FRANKLIN COUNTY,1,5,0.2 - 0.35,0.1 - 0.2
43223,OH,FRANKLIN COUNTY,1,2,0.2 - 0.35,0.1 - 0.2
43224,OH,FRANKLIN COUNTY,1,3,0.2 - 0.35,0.1 - 0.2
43226,OH,FRANKLIN COUNTY,1,3,0.2 - 0.35,0.1 - 0.2
43227,OH,FRANKLIN COUNTY,1,6,0.2 - 0.35,0.1 - 0.2
43228,OH,FRANKLIN COUNTY,1,3,0.2 - 0.35,0.1 - 0.2
43229,OH,FRANKLIN COUNTY,1,5,0.2 - 0.35,0.1 - 0.2
43230,OH,FRANKLIN COUNTY,1,2,0.2 - 0.35,0.1 - 0.2
43231,OH,FRANKLIN COUNTY,1,2,0.2 - 0.35,0.1 - 0.2
43232,OH,FRANKLIN COUNTY,1,2,0.2 - 0.35,0.1 - 0.2
43234,OH,FRANKLIN COUNTY,1,2,0.2 - 0.35,0.1 - 0.2
43235,OH,FRANKLIN COUNTY,1,3,0.2 - 0.35,0.1 - 0.2
43236,OH,FRANKLIN COUNTY,1,2,0.2 - 0.35,0.1 - 0.2
43240,OH,DELAWARE COUNTY,1,5,0.2 - 0.35,0.1 - 0.2
43251,OH,FRANKLIN COUNTY,1,2,0.2 - 0.35,0.1 - 0.2
43253,OH,FRANKLIN COUNTY,1,4,0.2 - 0.35,0.1 - 0.2
43260,OH,FRANKLIN COUNTY,1,2,0.2 - 0.35,0.1 - 0.2
43265,OH,FRANKLIN COUNTY,1,2,0.2 - 0.35,0.1 - 0.2
43266,OH,FRANKLIN COUNTY,1,2,0.2 - 0.35,0.1 - 0.2
43267,OH,FRANKLIN COUNTY,1,2,0.2 - 0.35,0.1 - 0.2
43268,OH,FRANKLIN COUNTY,1,4,0.2 - 0.35,0.1 - 0.2
43269,OH,FRANKLIN COUNTY,1,2,0.2 - 0.35,0.1 - 0.2
43270,OH,FRANKLIN COUNTY,1,2,0.2 - 0.35,0.1 - 0.2
43271,OH,FRANKLIN COUNTY,1,3,0.2 - 0.35,0.1 - 0.2
43272,OH,FRANKLIN COUNTY,1,2,0.2 - 0.35,0.1 - 0.2
43279,OH,FRANKLIN COUNTY,1,3,0.2 - 0.35,0.1 - 0.2
43284,OH,FRANKLIN COUNTY,1,2,0.2 - 0.35,0.1 - 0.2
43285,OH,FRANKLIN COUNTY,1,2,0.2 - 0.35,0.1 - 0.2
43286,OH,FRANKLIN COUNTY,1,2,0.2 - 0.35,0.1 - 0.2
43287,OH,FRANKLIN COUNTY,1,2,0.2 - 0.35,0.1 - 0.2
43291,OH,FRANKLIN COUNTY,1,5,0.2 - 0.35,0.1 - 0.2
43299,OH,FRANKLIN COUNTY,1,2,0.2 - 0.35,0.1 - 0.2
43301,OH,MARION COUNTY,1,4,0.2 - 0.35,0.1 - 0.2
43302,OH,MARION COUNTY,1,2,0.2 - 0.35,0.1 - 0.2
43305,OH,MARION COUNTY,1,4,0.2 - 0.35,0.1 - 0.2
43306,OH,MARION COUNTY,1,2,0.2 - 0.35,0.1 - 0.2
43307,OH,MARION COUNTY,1,2,0.2 - 0.35,0.1 - 0.2
43310,OH,LOGAN COUNTY,1,1,0.2 - 0.35,0.1 - 0.2
43311,OH,LOGAN COUNTY,1,2,0.2 - 0.35,0.1 - 0.2
43314,OH,MARION COUNTY,1,2,0.2 - 0.35,0.1 - 0.2
43315,OH,MORROW COUNTY,1,3,0.2 - 0.35,0.1 - 0.2
43316,OH,WYANDOT COUNTY,1,2,0.2 - 0.35,0.1 - 0.2
43317,OH,MORROW COUNTY,1,2,0.2 - 0.35,0.1 - 0.2
43318,OH,LOGAN COUNTY,1,2,0.2 - 0.35,0.1 - 0.2
43319,OH,LOGAN COUNTY,1,3,0.2 - 0.35,0.1 - 0.2
43320,OH,MORROW COUNTY,1,4,0.2 - 0.35,0.1 - 0.2
43321,OH,MORROW COUNTY,1,4,0.2 - 0.35,0.1 - 0.2
43322,OH,MARION COUNTY,1,2,0.2 - 0.35,0.1 - 0.2
43323,OH,WYANDOT COUNTY,1,5,0.2 - 0.35,0.1 - 0.2
43324,OH,LOGAN COUNTY,1,2,0.2 - 0.35,0.1 - 0.2
43325,OH,MORROW COUNTY,1,2,0.2 - 0.35,0.1 - 0.2
43326,OH,HARDIN COUNTY,1,2,0.2 - 0.35,0.1 - 0.2
43330,OH,WYANDOT COUNTY,1,3,0.2 - 0.35,0.1 - 0.2
43331,OH,LOGAN COUNTY,1,4,0.2 - 0.35,0.1 - 0.2
43332,OH,MARION COUNTY,1,2,0.2 - 0.35,0.1 - 0.2
43333,OH,LOGAN COUNTY,1,5,0.2 - 0.35,0.1 - 0.2
43334,OH,MORROW COUNTY,1,2,0.2 - 0.35,0.1 - 0.2
43335,OH,MARION COUNTY,1,2,0.2 - 0.35,0.1 - 0.2
43336,OH,LOGAN COUNTY,1,1,0.2 - 0.35,0.1 - 0.2
43337,OH,MARION COUNTY,1,1,0.2 - 0.35,0.1 - 0.2
43338,OH,MORROW COUNTY,1,6,0.2 - 0.35,0.1 - 0.2
43340,OH,HARDIN COUNTY,1,3,0.2 - 0.35,0.1 - 0.2
43341,OH,MARION COUNTY,1,3,0.2 - 0.35,0.1 - 0.2
43342,OH,MARION COUNTY,1,6,0.2 - 0.35,0.1 - 0.2
43343,OH,LOGAN COUNTY,1,2,0.2 - 0.35,0.1 - 0.2
43344,OH,UNION COUNTY,1,2,0.2 - 0.35,0.1 - 0.2
43345,OH,LOGAN COUNTY,1,5,0.2 - 0.35,0.1 - 0.2
43346,OH,HARDIN COUNTY,1,5,0.2 - 0.35,0.1 - 0.2
43347,OH,LOGAN COUNTY,1,2,0.2 - 0.35,0.1 - 0.2
43348,OH,LOGAN COUNTY,1,4,0.2 - 0.35,0.1 - 0.2
43349,OH,MORROW COUNTY,1,1,0.2 - 0.35,0.1 - 0.2
43350,OH,MORROW COUNTY,1,1,0.2 - 0.35,0.1 - 0.2
43351,OH,WYANDOT COUNTY,1,2,0.2 - 0.35,0.1 - 0.2
43356,OH,MARION COUNTY,1,2,0.2 - 0.35,0.1 - 0.2
43357,OH,LOGAN COUNTY,1,4,0.2 - 0.35,0.1 - 0.2
43358,OH,LOGAN COUNTY,1,1,0.2 - 0.35,0.1 - 0.2
43359,OH,WYANDOT COUNTY,1,2,0.2 - 0.35,0.1 - 0.2
43360,OH,LOGAN COUNTY,1,4,0.2 - 0.35,0.1 - 0.2
43402,OH,WOOD COUNTY,1,4,0.35 - 0.5,0.1 - 0.2
43403,OH,WOOD COUNTY,1,4,0.35 - 0.5,0.1 - 0.2
43406,OH,WOOD COUNTY,1,2,0.2 - 0.35,0.1 - 0.2
43407,OH,SANDUSKY COUNTY,1,2,0.2 - 0.35,0.1 - 0.2
43408,OH,OTTAWA COUNTY,1,2,0.2 - 0.35,0.1 - 0.2
43410,OH,SANDUSKY COUNTY,1,3,0.2 - 0.35,0.1 - 0.2
43412,OH,LUCAS COUNTY,1,5,0.35 - 0.5,0.1 - 0.2
43413,OH,WOOD COUNTY,1,4,0.35 - 0.5,0.1 - 0.2
43414,OH,WOOD COUNTY,1,4,0.35 - 0.5,0.1 - 0.2
43416,OH,OTTAWA COUNTY,1,2,0.2 - 0.35,0.1 - 0.2
43420,OH,SANDUSKY COUNTY,1,8,0.2 - 0.35,0.1 - 0.2
43430,OH,OTTAWA COUNTY,1,3,0.2 - 0.35,0.1 - 0.2
43431,OH,SANDUSKY COUNTY,1,3,0.2 - 0.35,0.1 - 0.2
43432,OH,OTTAWA COUNTY,1,4,0.2 - 0.35,0.1 - 0.2
43433,OH,OTTAWA COUNTY,1,4,0.2 - 0.35,0.1 - 0.2
43434,OH,LUCAS COUNTY,1,2,0.35 - 0.5,0.1 - 0.2
43435,OH,SANDUSKY COUNTY,1,5,0.2 - 0.35,0.1 - 0.2
43436,OH,OTTAWA COUNTY,1,2,0.2 - 0.35,0.1 - 0.2
43437,OH,WOOD COUNTY,1,2,0.35 - 0.5,0.1 - 0.2
43438,OH,ERIE COUNTY,1,2,0.2 - 0.35,0.1 - 0.2
43439,OH,OTTAWA COUNTY,1,4,0.2 - 0.35,0.1 - 0.2
43440,OH,OTTAWA COUNTY,1,2,0.2 - 0.35,0.1 - 0.2
43441,OH,WOOD COUNTY,1,3,0.35 - 0.5,0.1 - 0.2
43442,OH,SANDUSKY COUNTY,1,2,0.2 - 0.35,0.1 - 0.2
43443,OH,WOOD COUNTY,1,1,0.35 - 0.5,0.1 - 0.2
43445,OH,OTTAWA COUNTY,1,2,0.2 - 0.35,0.1 - 0.2
43446,OH,OTTAWA COUNTY,1,2,0.2 - 0.35,0.1 - 0.2
43447,OH,WOOD COUNTY,1,2,0.2 - 0.35,0.1 - 0.2
43449,OH,OTTAWA COUNTY,1,2,0.2 - 0.35,0.1 - 0.2
43450,OH,WOOD COUNTY,1,2,0.35 - 0.5,0.1 - 0.2
43451,OH,WOOD COUNTY,1,4,0.35 - 0.5,0.1 - 0.2
43452,OH,OTTAWA COUNTY,1,3,0.2 - 0.35,0.1 - 0.2
43456,OH,OTTAWA COUNTY,1,1,0.2 - 0.35,0.1 - 0.2
43457,OH,SANDUSKY COUNTY,1,3,0.2 - 0.35,0.1 - 0.2
43458,OH,OTTAWA COUNTY,1,3,0.2 - 0.35,0.1 - 0.2
43460,OH,WOOD COUNTY,1,1,0.35 - 0.5,0.1 - 0.2
43462,OH,WOOD COUNTY,1,3,0.35 - 0.5,0.1 - 0.2
43463,OH,WOOD COUNTY,1,5,0.35 - 0.5,0.1 - 0.2
43464,OH,SANDUSKY COUNTY,1,5,0.2 - 0.35,0.1 - 0.2
43465,OH,WOOD COUNTY,1,6,0.35 - 0.5,0.1 - 0.2
43466,OH,WOOD COUNTY,1,5,0.2 - 0.35,0.1 - 0.2
43467,OH,WOOD COUNTY,1,2,0.2 - 0.35,0.1 - 0.2
43468,OH,OTTAWA COUNTY,1,3,0.35 - 0.5,0.1 - 0.2
43469,OH,SANDUSKY COUNTY,1,4,0.2 - 0.35,0.1 - 0.2
43501,OH,WILLIAMS COUNTY,1,2,0.35 - 0.5,0.1 - 0.2
43502,OH,FULTON COUNTY,1,2,0.35 - 0.5,0.1 - 0.2
43504,OH,LUCAS COUNTY,1,4,0.35 - 0.5,0.1 - 0.2
43505,OH,WILLIAMS COUNTY,1,2,0.35 - 0.5,0.1 - 0.2
43506,OH,WILLIAMS COUNTY,1,1,0.35 - 0.5,0.1 - 0.2
43510,OH,HENRY COUNTY,1,2,0.35 - 0.5,0.1 - 0.2
43511,OH,WOOD COUNTY,1,3,0.35 - 0.5,0.1 - 0.2
43512,OH,DEFIANCE COUNTY,1,2,0.35 - 0.5,0.1 - 0.2
43515,OH,FULTON COUNTY,1,4,0.35 - 0.5,0.1 - 0.2
43516,OH,HENRY COUNTY,1,2,0.35 - 0.5,0.1 - 0.2
43517,OH,WILLIAMS COUNTY,1,2,0.35 - 0.5,0.1 - 0.2
