StateCounty,FL Buildings,FL Contents,FL BI
MEKennebec County,0.000258,0.000258,0.000258
MEKnox County,0.000258,0.000258,0.000258
MELincoln County,0.000258,0.000258,0.000258
MEOxford County,0.000258,0.000258,0.000258
MEPenobscot County,0.000258,0.000258,0.000258
MEPiscataquis County,0.000258,0.000258,0.000258
MESagadahoc County,0.000258,0.000258,0.000258
MESomerset County,0.000258,0.000258,0.000258
MEWaldo County,0.000258,0.000258,0.000258
MEWashington County,0.000258,0.000258,0.000258
MEYork County,0.000258,0.000258,0.000258
MIAlcona County,0.00025,0.00025,0.00025
MIAlger County,0.00025,0.00025,0.00025
MIAllegan County,0.00025,0.00025,0.00025
MIAlpena County,0.00025,0.00025,0.00025
MIAntrim County,0.00025,0.00025,0.00025
MIArenac County,0.00025,0.00025,0.00025
MIBaraga County,0.00025,0.00025,0.00025
MIBarry County,0.00025,0.00025,0.00025
MIBay County,0.00025,0.00025,0.00025
MIBenzie County,0.00025,0.00025,0.00025
MIBerrien County,0.00025,0.00025,0.00025
MIBranch County,0.00025,0.00025,0.00025
MICalhoun County,0.00025,0.00025,0.00025
MICass County,0.00025,0.00025,0.00025
MICharlevoix County,0.00025,0.00025,0.00025
MICheboygan County,0.00025,0.00025,0.00025
MIChippewa County,0.00025,0.00025,0.00025
MIClare County,0.00025,0.00025,0.00025
MIClinton County,0.00025,0.00025,0.00025
MICrawford County,0.00025,0.00025,0.00025
MIDelta County,0.00025,0.00025,0.00025
MIDickinson County,0.00025,0.00025,0.00025
MIEaton County,0.00025,0.00025,0.00025
MIEmmet County,0.00025,0.00025,0.00025
MIGenesee County,0.00025,0.00025,0.00025
MIGladwin County,0.00025,0.00025,0.00025
MIGogebic County,0.00025,0.00025,0.00025
MIGrand Traverse County,0.00025,0.00025,0.00025
MIGratiot County,0.00025,0.00025,0.00025
MIHillsdale County,0.00025,0.00025,0.00025
MIHoughton County,0.00025,0.00025,0.00025
MIHuron County,0.00025,0.00025,0.00025
MIIngham County,0.00025,0.00025,0.00025
MIIonia County,0.00025,0.00025,0.00025
MIIosco County,0.00025,0.00025,0.00025
MIIron County,0.00025,0.00025,0.00025
MIIsabella County,0.00025,0.00025,0.00025
MIJackson County,0.00025,0.00025,0.00025
MIKalamazoo County,0.00025,0.00025,0.00025
MIKalkaska County,0.00025,0.00025,0.00025
MIKent County,0.00025,0.00025,0.00025
MIKeweenaw County,0.00025,0.00025,0.00025
MILake County,0.00025,0.00025,0.00025
MILapeer County,0.00025,0.00025,0.00025
MILeelanau County,0.00025,0.00025,0.00025
MILenawee County,0.00025,0.00025,0.00025
MILivingston County,0.00025,0.00025,0.00025
MILuce County,0.00025,0.00025,0.00025
MIMackinac County,0.00025,0.00025,0.00025
MIMacomb County,0.00025,0.00025,0.00025
MIManistee County,0.00025,0.00025,0.00025
MIMarquette County,0.00025,0.00025,0.00025
MIMason County,0.00025,0.00025,0.00025
MIMecosta County,0.00025,0.00025,0.00025
MIMenominee County,0.00025,0.00025,0.00025
MIMidland County,0.00025,0.00025,0.00025
MIMissaukee County,0.00025,0.00025,0.00025
MIMonroe County,0.00025,0.00025,0.00025
MIMontcalm County,0.00025,0.00025,0.00025
MIMontmorency County,0.00025,0.00025,0.00025
MIMuskegon County,0.00025,0.00025,0.00025
MINewaygo County,0.00025,0.00025,0.00025
MIOakland County,0.00025,0.00025,0.00025
MIOceana County,0.00025,0.00025,0.00025
MIOgemaw County,0.00025,0.00025,0.00025
MIOntonagon County,0.00025,0.00025,0.00025
MIOsceola County,0.00025,0.00025,0.00025
MIOscoda County,0.00025,0.00025,0.00025
MIOtsego County,0.00025,0.00025,0.00025
MIOttawa County,0.00025,0.00025,0.00025
MIPresque Isle County,0.00025,0.00025,0.00025
MIRoscommon County,0.00025,0.00025,0.00025
MISaginaw County,0.00025,0.00025,0.00025
MISanilac County,0.00025,0.00025,0.00025
MISchoolcraft County,0.00025,0.00025,0.00025
MIShiawassee County,0.00025,0.00025,0.00025
MISt. Clair County,0.00025,0.00025,0.00025
MISt. Joseph County,0.00025,0.00025,0.00025
MITuscola County,0.00025,0.00025,0.00025
MIVan Buren County,0.00025,0.00025,0.00025
MIWashtenaw County,0.00025,0.00025,0.00025
MIWayne County,0.00025,0.00025,0.00025
MIWexford County,0.00025,0.00025,0.00025
MNAitkin County,0.00025,0.00025,0.00025
MNAnoka County,0.00025,0.00025,0.00025
MNBecker County,0.00025,0.00025,0.00025
MNBeltrami County,0.00025,0.00025,0.00025
MNBenton County,0.00025,0.00025,0.00025
MNBig Stone County,0.00025,0.00025,0.00025
MNBlue Earth County,0.00025,0.00025,0.00025
MNBrown County,0.00025,0.00025,0.00025
MNCarlton County,0.00025,0.00025,0.00025
MNCarver County,0.00025,0.00025,0.00025
MNCass County,0.00025,0.00025,0.00025
MNChippewa County,0.00025,0.00025,0.00025
MNChisago County,0.00025,0.00025,0.00025
MNClay County,0.00025,0.00025,0.00025
MNClearwater County,0.00025,0.00025,0.00025
MNCook County,0.00025,0.00025,0.00025
MNCottonwood County,0.00025,0.00025,0.00025
MNCrow Wing County,0.00025,0.00025,0.00025
MNDakota County,0.00025,0.00025,0.00025
MNDodge County,0.00025,0.00025,0.00025
MNDouglas County,0.00025,0.00025,0.00025
MNFaribault County,0.00025,0.00025,0.00025
MNFillmore County,0.00025,0.00025,0.00025
MNFreeborn County,0.00025,0.00025,0.00025
MNGoodhue County,0.00025,0.00025,0.00025
MNGrant County,0.00025,0.00025,0.00025
MNHennepin County,0.00025,0.00025,0.00025
MNHouston County,0.00025,0.00025,0.00025
MNHubbard County,0.00025,0.00025,0.00025
MNIsanti County,0.00025,0.00025,0.00025
MNItasca County,0.00025,0.00025,0.00025
MNJackson County,0.00025,0.00025,0.00025
MNKanabec County,0.00025,0.00025,0.00025
MNKandiyohi County,0.00025,0.00025,0.00025
MNKittson County,0.00025,0.00025,0.00025
MNKoochiching County,0.00025,0.00025,0.00025
MNLac Qui Parle County,0.00025,0.00025,0.00025
MNLake County,0.00025,0.00025,0.00025
MNLake Of The Woods County,0.00025,0.00025,0.00025
MNLe Sueur County,0.00025,0.00025,0.00025
MNLincoln County,0.00025,0.00025,0.00025
MNLyon County,0.00025,0.00025,0.00025
MNMahnomen County,0.00025,0.00025,0.00025
MNMarshall County,0.00025,0.00025,0.00025
MNMartin County,0.00025,0.00025,0.00025
MNMcleod County,0.00025,0.00025,0.00025
MNMeeker County,0.00025,0.00025,0.00025
MNMille Lacs County,0.00025,0.00025,0.00025
MNMorrison County,0.00025,0.00025,0.00025
MNMower County,0.00025,0.00025,0.00025
MNMurray County,0.00025,0.00025,0.00025
MNNicollet County,0.00025,0.00025,0.00025
MNNobles County,0.00025,0.00025,0.00025
MNNorman County,0.00025,0.00025,0.00025
MNOlmsted County,0.00025,0.00025,0.00025
MNOtter Tail County,0.00025,0.00025,0.00025
MNPennington County,0.00025,0.00025,0.00025
MNPine County,0.00025,0.00025,0.00025
MNPipestone County,0.00025,0.00025,0.00025
MNPolk County,0.00025,0.00025,0.00025
MNPope County,0.00025,0.00025,0.00025
MNRamsey County,0.00025,0.00025,0.00025
MNRed Lake County,0.00025,0.00025,0.00025
MNRedwood County,0.00025,0.00025,0.00025
MNRenville County,0.00025,0.00025,0.00025
MNRice County,0.00025,0.00025,0.00025
MNRock County,0.00025,0.00025,0.00025
MNRoseau County,0.00025,0.00025,0.00025
MNScott County,0.00025,0.00025,0.00025
MNSherburne County,0.00025,0.00025,0.00025
MNSibley County,0.00025,0.00025,0.00025
MNSt. Louis County,0.00025,0.00025,0.00025
MNStearns County,0.00025,0.00025,0.00025
MNSteele County,0.00025,0.00025,0.00025
MNStevens County,0.00025,0.00025,0.00025
MNSwift County,0.00025,0.00025,0.00025
MNTodd County,0.00025,0.00025,0.00025
MNTraverse County,0.00025,0.00025,0.00025
MNWabasha County,0.00025,0.00025,0.00025
MNWadena County,0.00025,0.00025,0.00025
MNWaseca County,0.00025,0.00025,0.00025
MNWashington County,0.00025,0.00025,0.00025
MNWatonwan County,0.00025,0.00025,0.00025
MNWilkin County,0.00025,0.00025,0.00025
MNWinona County,0.00025,0.00025,0.00025
MNWright County,0.00025,0.00025,0.00025
MNYellow Medicine County,0.00025,0.00025,0.00025
MOAdair County,0.00025,0.00025,0.00025
MOAndrew County,0.00025,0.00025,0.00025
MOAtchison County,0.00025,0.00025,0.00025
MOAudrain County,0.00025,0.00025,0.00025
MOBarry County,0.00025,0.00025,0.00025
MOBarton County,0.00025,0.00025,0.00025
MOBates County,0.00025,0.00025,0.00025
MOBenton County,0.00025,0.00025,0.00025
MOBollinger County,0.00025,0.00025,0.00025
MOBoone County,0.00025,0.00025,0.00025
MOBuchanan County,0.00025,0.00025,0.00025
MOButler County,0.00025,0.00025,0.00025
MOCaldwell County,0.00025,0.00025,0.00025
MOCallaway County,0.00025,0.00025,0.00025
MOCamden County,0.00025,0.00025,0.00025
MOCape Girardeau County,0.00025,0.00025,0.00025
MOCarroll County,0.00025,0.00025,0.00025
MOCarter County,0.00025,0.00025,0.00025
MOCass County,0.00025,0.00025,0.00025
MOCedar County,0.00025,0.00025,0.00025
MOChariton County,0.00025,0.00025,0.00025
MOChristian County,0.00025,0.00025,0.00025
MOClark County,0.00025,0.00025,0.00025
MOClay County,0.00025,0.00025,0.00025
MOClinton County,0.00025,0.00025,0.00025
MOCole County,0.00025,0.00025,0.00025
MOCooper County,0.00025,0.00025,0.00025
MOCrawford County,0.00025,0.00025,0.00025
MODade County,0.00025,0.00025,0.00025
MODallas County,0.00025,0.00025,0.00025
MODaviess County,0.00025,0.00025,0.00025
MODekalb County,0.00025,0.00025,0.00025
MODent County,0.00025,0.00025,0.00025
MODouglas County,0.00025,0.00025,0.00025
MODunklin County,0.00025,0.00025,0.00025
MOFranklin County,0.00025,0.00025,0.00025
MOGasconade County,0.00025,0.00025,0.00025
MOGentry County,0.00025,0.00025,0.00025
MOGreene County,0.00025,0.00025,0.00025
MOGrundy County,0.00025,0.00025,0.00025
MOHarrison County,0.00025,0.00025,0.00025
MOHenry County,0.00025,0.00025,0.00025
MOHickory County,0.00025,0.00025,0.00025
MOHolt County,0.00025,0.00025,0.00025
MOHoward County,0.00025,0.00025,0.00025
MOHowell County,0.00025,0.00025,0.00025
MOIron County,0.00025,0.00025,0.00025
MOJackson County,0.00025,0.00025,0.00025
MOJasper County,0.00025,0.00025,0.00025
MOJefferson County,0.00025,0.00025,0.00025
MOJohnson County,0.00025,0.00025,0.00025
MOKnox County,0.00025,0.00025,0.00025
MOLaclede County,0.00025,0.00025,0.00025
MOLafayette County,0.00025,0.00025,0.00025
MOLawrence County,0.00025,0.00025,0.00025
MOLewis County,0.00025,0.00025,0.00025
MOLincoln County,0.00025,0.00025,0.00025
MOLinn County,0.00025,0.00025,0.00025
MOLivingston County,0.00025,0.00025,0.00025
MOMacon County,0.00025,0.00025,0.00025
MOMadison County,0.00025,0.00025,0.00025
MOMaries County,0.00025,0.00025,0.00025
MOMarion County,0.00025,0.00025,0.00025
MOMcdonald County,0.00025,0.00025,0.00025
MOMercer County,0.00025,0.00025,0.00025
MOMiller County,0.00025,0.00025,0.00025
MOMississippi County,0.00025,0.00025,0.00025
MOMoniteau County,0.00025,0.00025,0.00025
MOMonroe County,0.00025,0.00025,0.00025
MOMontgomery County,0.00025,0.00025,0.00025
MOMorgan County,0.00025,0.00025,0.00025
MONew Madrid County,0.00025,0.00025,0.00025
MONewton County,0.00025,0.00025,0.00025
MONodaway County,0.00025,0.00025,0.00025
MOOregon County,0.00025,0.00025,0.00025
MOOsage County,0.00025,0.00025,0.00025
MOOzark County,0.00025,0.00025,0.00025
MOPemiscot County,0.00025,0.00025,0.00025
MOPerry County,0.00025,0.00025,0.00025
MOPettis County,0.00025,0.00025,0.00025
MOPhelps County,0.00025,0.00025,0.00025
MOPike County,0.00025,0.00025,0.00025
MOPlatte County,0.00025,0.00025,0.00025
MOPolk County,0.00025,0.00025,0.00025
MOPulaski County,0.00025,0.00025,0.00025
MOPutnam County,0.00025,0.00025,0.00025
MORalls County,0.00025,0.00025,0.00025
MORandolph County,0.00025,0.00025,0.00025
MORay County,0.00025,0.00025,0.00025
MOReynolds County,0.00025,0.00025,0.00025
MORipley County,0.00025,0.00025,0.00025
MOSaline County,0.00025,0.00025,0.00025
MOSchuyler County,0.00025,0.00025,0.00025
MOScotland County,0.00025,0.00025,0.00025
MOScott County,0.00025,0.00025,0.00025
MOShannon County,0.00025,0.00025,0.00025
MOShelby County,0.00025,0.00025,0.00025
MOSt. Charles County,0.00025,0.00025,0.00025
MOSt. Clair County,0.00025,0.00025,0.00025
MOSt. Francois County,0.00025,0.00025,0.00025
MOSt. Louis City,0.00025,0.00025,0.00025
MOSt. Louis County,0.00025,0.00025,0.00025
MOSte. Genevieve County,0.00025,0.00025,0.00025
MOStoddard County,0.00025,0.00025,0.00025
MOStone County,0.00025,0.00025,0.00025
MOSullivan County,0.00025,0.00025,0.00025
MOTaney County,0.00025,0.00025,0.00025
MOTexas County,0.00025,0.00025,0.00025
MOVernon County,0.00025,0.00025,0.00025
MOWarren County,0.00025,0.00025,0.00025
MOWashington County,0.00025,0.00025,0.00025
MOWayne County,0.00025,0.00025,0.00025
MOWebster County,0.00025,0.00025,0.00025
MOWorth County,0.00025,0.00025,0.00025
MOWright County,0.00025,0.00025,0.00025
MSAdams County,0.000273,0.000273,0.000273
MSAlcorn County,0.000273,0.000273,0.000273
MSAmite County,0.000273,0.000273,0.000273
MSAttala County,0.000273,0.000273,0.000273
MSBenton County,0.000273,0.000273,0.000273
MSBolivar County,0.000273,0.000273,0.000273
MSCalhoun County,0.000273,0.000273,0.000273
MSCarroll County,0.000273,0.000273,0.000273
MSChickasaw County,0.000273,0.000273,0.000273
MSChoctaw County,0.000273,0.000273,0.000273
MSClaiborne County,0.000273,0.000273,0.000273
MSClarke County,0.000273,0.000273,0.000273
MSClay County,0.000273,0.000273,0.000273
MSCoahoma County,0.000273,0.000273,0.000273
MSCopiah County,0.000273,0.000273,0.000273
MSCovington County,0.000273,0.000273,0.000273
MSDesoto County,0.000273,0.000273,0.000273
MSForrest County,0.000273,0.000273,0.000273
MSFranklin County,0.000273,0.000273,0.000273
MSGeorge County,0.000273,0.000273,0.000273
MSGreene County,0.000273,0.000273,0.000273
MSGrenada County,0.000273,0.000273,0.000273
MSHancock County,0.000273,0.000273,0.000273
MSHarrison County,0.000273,0.000273,0.000273
MSHinds County,0.000273,0.000273,0.000273
MSHolmes County,0.000273,0.000273,0.000273
MSHumphreys County,0.000273,0.000273,0.000273
MSIssaquena County,0.000273,0.000273,0.000273
MSItawamba County,0.000273,0.000273,0.000273
MSJackson County,0.000273,0.000273,0.000273
MSJasper County,0.000273,0.000273,0.000273
MSJefferson County,0.000273,0.000273,0.000273
MSJefferson Davis County,0.000273,0.000273,0.000273
MSJones County,0.000273,0.000273,0.000273
MSKemper County,0.000273,0.000273,0.000273
MSLafayette County,0.000273,0.000273,0.000273
MSLamar County,0.000273,0.000273,0.000273
MSLauderdale County,0.000273,0.000273,0.000273
MSLawrence County,0.000273,0.000273,0.000273
MSLeake County,0.000273,0.000273,0.000273
MSLee County,0.000273,0.000273,0.000273
MSLeflore County,0.000273,0.000273,0.000273
MSLincoln County,0.000273,0.000273,0.000273
MSLowndes County,0.000273,0.000273,0.000273
MSMadison County,0.000273,0.000273,0.000273
MSMarion County,0.000273,0.000273,0.000273
MSMarshall County,0.000273,0.000273,0.000273
MSMonroe County,0.000273,0.000273,0.000273
MSMontgomery County,0.000273,0.000273,0.000273
MSNeshoba County,0.000273,0.000273,0.000273
MSNewton County,0.000273,0.000273,0.000273
MSNoxubee County,0.000273,0.000273,0.000273
MSOktibbeha County,0.000273,0.000273,0.000273
MSPanola County,0.000273,0.000273,0.000273
MSPearl River County,0.000273,0.000273,0.000273
MSPerry County,0.000273,0.000273,0.000273
MSPike County,0.000273,0.000273,0.000273
MSPontotoc County,0.000273,0.000273,0.000273
MSPrentiss County,0.000273,0.000273,0.000273
MSQuitman County,0.000273,0.000273,0.000273
MSRankin County,0.000273,0.000273,0.000273
MSScott County,0.000273,0.000273,0.000273
MSSharkey County,0.000273,0.000273,0.000273
MSSimpson County,0.000273,0.000273,0.000273
MSSmith County,0.000273,0.000273,0.000273
MSStone County,0.000273,0.000273,0.000273
MSSunflower County,0.000273,0.000273,0.000273
MSTallahatchie County,0.000273,0.000273,0.000273
MSTate County,0.000273,0.000273,0.000273
MSTippah County,0.000273,0.000273,0.000273
MSTishomingo County,0.000273,0.000273,0.000273
MSTunica County,0.000273,0.000273,0.000273
MSUnion County,0.000273,0.000273,0.000273
MSWalthall County,0.000273,0.000273,0.000273
MSWarren County,0.000273,0.000273,0.000273
MSWashington County,0.000273,0.000273,0.000273
MSWayne County,0.000273,0.000273,0.000273
MSWebster County,0.000273,0.000273,0.000273
MSWilkinson County,0.000273,0.000273,0.000273
MSWinston County,0.000273,0.000273,0.000273
MSYalobusha County,0.000273,0.000273,0.000273
MSYazoo County,0.000273,0.000273,0.000273
MTBeaverhead County,0.000257,0.000257,0.000257
MTBig Horn County,0.000257,0.000257,0.000257
MTBlaine County,0.000257,0.000257,0.000257
MTBroadwater County,0.000257,0.000257,0.000257
MTCarbon County,0.000257,0.000257,0.000257
MTCarter County,0.000257,0.000257,0.000257
MTCascade County,0.000257,0.000257,0.000257
MTChouteau County,0.000257,0.000257,0.000257
MTCuster County,0.000257,0.000257,0.000257
MTDaniels County,0.000257,0.000257,0.000257
MTDawson County,0.000257,0.000257,0.000257
MTDeer Lodge County,0.000257,0.000257,0.000257
MTFallon County,0.000257,0.000257,0.000257
MTFergus County,0.000257,0.000257,0.000257
MTFlathead County,0.000257,0.000257,0.000257
MTGallatin County,0.000257,0.000257,0.000257
MTGarfield County,0.000257,0.000257,0.000257
MTGlacier County,0.000257,0.000257,0.000257
MTGolden Valley County,0.000257,0.000257,0.000257
MTGranite County,0.000257,0.000257,0.000257
MTHill County,0.000257,0.000257,0.000257
MTJefferson County,0.000257,0.000257,0.000257
MTJudith Basin County,0.000257,0.000257,0.000257
MTLake County,0.000257,0.000257,0.000257
MTLewis And Clark County,0.000257,0.000257,0.000257
MTLiberty County,0.000257,0.000257,0.000257
MTLincoln County,0.000257,0.000257,0.000257
MTMadison County,0.000257,0.000257,0.000257
MTMccone County,0.000257,0.000257,0.000257
MTMeagher County,0.000257,0.000257,0.000257
MTMineral County,0.000257,0.000257,0.000257
MTMissoula County,0.000257,0.000257,0.000257
MTMusselshell County,0.000257,0.000257,0.000257
MTPark County,0.000257,0.000257,0.000257
MTPetroleum County,0.000257,0.000257,0.000257
MTPhillips County,0.000257,0.000257,0.000257
MTPondera County,0.000257,0.000257,0.000257
MTPowder River County,0.000257,0.000257,0.000257
MTPowell County,0.000257,0.000257,0.000257
MTPrairie County,0.000257,0.000257,0.000257
MTRavalli County,0.000257,0.000257,0.000257
MTRichland County,0.000257,0.000257,0.000257
MTRoosevelt County,0.000257,0.000257,0.000257
MTRosebud County,0.000257,0.000257,0.000257
MTSanders County,0.000257,0.000257,0.000257
MTSheridan County,0.000257,0.000257,0.000257
MTSilver Bow County,0.000257,0.000257,0.000257
MTStillwater County,0.000257,0.000257,0.000257
MTSweet Grass County,0.000257,0.000257,0.000257
MTTeton County,0.000257,0.000257,0.000257
MTToole County,0.000257,0.000257,0.000257
MTTreasure County,0.000257,0.000257,0.000257
MTValley County,0.000257,0.000257,0.000257
MTWheatland County,0.000257,0.000257,0.000257
MTWibaux County,0.000257,0.000257,0.000257
MTYellowstone County,0.000257,0.000257,0.000257
NCAlamance County,0.000275,0.000275,0.000275
NCAlexander County,0.000275,0.000275,0.000275
NCAlleghany County,0.000275,0.000275,0.000275
NCAnson County,0.000275,0.000275,0.000275
NCAshe County,0.000275,0.000275,0.000275
NCAvery County,0.000275,0.000275,0.000275
NCBeaufort County,0.000275,0.000275,0.000275
NCBertie County,0.000275,0.000275,0.000275
NCBladen County,0.000275,0.000275,0.000275
NCBrunswick County,0.000275,0.000275,0.000275
NCBuncombe County,0.000275,0.000275,0.000275
NCBurke County,0.000275,0.000275,0.000275
NCCabarrus County,0.000275,0.000275,0.000275
NCCaldwell County,0.000275,0.000275,0.000275
NCCamden County,0.000275,0.000275,0.000275
NCCarteret County,0.000275,0.000275,0.000275
NCCaswell County,0.000275,0.000275,0.000275
NCCatawba County,0.000275,0.000275,0.000275
NCChatham County,0.000275,0.000275,0.000275
NCCherokee County,0.000275,0.000275,0.000275
NCChowan County,0.000275,0.000275,0.000275
NCClay County,0.000275,0.000275,0.000275
NCCleveland County,0.000275,0.000275,0.000275
NCColumbus County,0.000275,0.000275,0.000275
NCCraven County,0.000275,0.000275,0.000275
NCCumberland County,0.000275,0.000275,0.000275
NCCurrituck County,0.000275,0.000275,0.000275
NCDare County,0.000275,0.000275,0.000275
NCDavidson County,0.000275,0.000275,0.000275
NCDavie County,0.000275,0.000275,0.000275
NCDuplin County,0.000275,0.000275,0.000275
NCDurham County,0.000275,0.000275,0.000275
NCEdgecombe County,0.000275,0.000275,0.000275
NCForsyth County,0.000275,0.000275,0.000275
NCFranklin County,0.000275,0.000275,0.000275
NCGaston County,0.000275,0.000275,0.000275
NCGates County,0.000275,0.000275,0.000275
NCGraham County,0.000275,0.000275,0.000275
NCGranville County,0.000275,0.000275,0.000275
NCGreene County,0.000275,0.000275,0.000275
NCGuilford County,0.000275,0.000275,0.000275
NCHalifax County,0.000275,0.000275,0.000275
NCHarnett County,0.000275,0.000275,0.000275
NCHaywood County,0.000275,0.000275,0.000275
NCHenderson County,0.000275,0.000275,0.000275
NCHertford County,0.000275,0.000275,0.000275
NCHoke County,0.000275,0.000275,0.000275
NCHyde County,0.000275,0.000275,0.000275
NCIredell County,0.000275,0.000275,0.000275
NCJackson County,0.000275,0.000275,0.000275
NCJohnston County,0.000275,0.000275,0.000275
NCJones County,0.000275,0.000275,0.000275
NCLee County,0.000275,0.000275,0.000275
NCLenoir County,0.000275,0.000275,0.000275
NCLincoln County,0.000275,0.000275,0.000275
NCMacon County,0.000275,0.000275,0.000275
NCMadison County,0.000275,0.000275,0.000275
NCMartin County,0.000275,0.000275,0.000275
NCMcdowell County,0.000275,0.000275,0.000275
NCMecklenburg County,0.000275,0.000275,0.000275
NCMitchell County,0.000275,0.000275,0.000275
NCMontgomery County,0.000275,0.000275,0.000275
NCMoore County,0.000275,0.000275,0.000275
NCNash County,0.000275,0.000275,0.000275
NCNew Hanover County,0.000275,0.000275,0.000275
NCNorthampton County,0.000275,0.000275,0.000275
NCOnslow County,0.000275,0.000275,0.000275
NCOrange County,0.000275,0.000275,0.000275
NCPamlico County,0.000275,0.000275,0.000275
NCPasquotank County,0.000275,0.000275,0.000275
NCPender County,0.000275,0.000275,0.000275
NCPerquimans County,0.000275,0.000275,0.000275
NCPerson County,0.000275,0.000275,0.000275
NCPitt County,0.000275,0.000275,0.000275
NCPolk County,0.000275,0.000275,0.000275
NCRandolph County,0.000275,0.000275,0.000275
NCRichmond County,0.000275,0.000275,0.000275
NCRobeson County,0.000275,0.000275,0.000275
NCRockingham County,0.000275,0.000275,0.000275
NCRowan County,0.000275,0.000275,0.000275
NCRutherford County,0.000275,0.000275,0.000275
NCSampson County,0.000275,0.000275,0.000275
NCScotland County,0.000275,0.000275,0.000275
NCStanly County,0.000275,0.000275,0.000275
NCStokes County,0.000275,0.000275,0.000275
NCSurry County,0.000275,0.000275,0.000275
NCSwain County,0.000275,0.000275,0.000275
NCTransylvania County,0.000275,0.000275,0.000275
NCTyrrell County,0.000275,0.000275,0.000275
NCUnion County,0.000275,0.000275,0.000275
NCVance County,0.000275,0.000275,0.000275
NCWake County,0.000275,0.000275,0.000275
NCWarren County,0.000275,0.000275,0.000275
NCWashington County,0.000275,0.000275,0.000275
NCWatauga County,0.000275,0.000275,0.000275
NCWayne County,0.000275,0.000275,0.000275
NCWilkes County,0.000275,0.000275,0.000275
NCWilson County,0.000275,0.000275,0.000275
NCYadkin County,0.000275,0.000275,0.000275
NCYancey County,0.000275,0.000275,0.000275
NDAdams County,0.000253,0.000253,0.000253
NDBarnes County,0.000253,0.000253,0.000253
NDBenson County,0.000253,0.000253,0.000253
NDBillings County,0.000253,0.000253,0.000253
NDBottineau County,0.000253,0.000253,0.000253
NDBowman County,0.000253,0.000253,0.000253
NDBurke County,0.000253,0.000253,0.000253
NDBurleigh County,0.000253,0.000253,0.000253
NDCass County,0.000253,0.000253,0.000253
NDCavalier County,0.000253,0.000253,0.000253
NDDickey County,0.000253,0.000253,0.000253
NDDivide County,0.000253,0.000253,0.000253
NDDunn County,0.000253,0.000253,0.000253
NDEddy County,0.000253,0.000253,0.000253
NDEmmons County,0.000253,0.000253,0.000253
NDFoster County,0.000253,0.000253,0.000253
NDGolden Valley County,0.000253,0.000253,0.000253
NDGrand Forks County,0.000253,0.000253,0.000253
NDGrant County,0.000253,0.000253,0.000253
NDGriggs County,0.000253,0.000253,0.000253
NDHettinger County,0.000253,0.000253,0.000253
NDKidder County,0.000253,0.000253,0.000253
NDLamoure County,0.000253,0.000253,0.000253
NDLogan County,0.000253,0.000253,0.000253
NDMchenry County,0.000253,0.000253,0.000253
NDMcintosh County,0.000253,0.000253,0.000253
NDMckenzie County,0.000253,0.000253,0.000253
NDMclean County,0.000253,0.000253,0.000253
NDMercer County,0.000253,0.000253,0.000253
NDMorton County,0.000253,0.000253,0.000253
NDMountrail County,0.000253,0.000253,0.000253
NDNelson County,0.000253,0.000253,0.000253
NDOliver County,0.000253,0.000253,0.000253
NDPembina County,0.000253,0.000253,0.000253
NDPierce County,0.000253,0.000253,0.000253
NDRamsey County,0.000253,0.000253,0.000253
NDRansom County,0.000253,0.000253,0.000253
NDRenville County,0.000253,0.000253,0.000253
NDRichland County,0.000253,0.000253,0.000253
NDRolette County,0.000253,0.000253,0.000253
NDSargent County,0.000253,0.000253,0.000253
NDSheridan County,0.000253,0.000253,0.000253
NDSioux County,0.000253,0.000253,0.000253
NDSlope County,0.000253,0.000253,0.000253
NDStark County,0.000253,0.000253,0.000253
NDSteele County,0.000253,0.000253,0.000253
NDStutsman County,0.000253,0.000253,0.000253
NDTowner County,0.000253,0.000253,0.000253
NDTraill County,0.000253,0.000253,0.000253
NDWalsh County,0.000253,0.000253,0.000253
NDWard County,0.000253,0.000253,0.000253
NDWells County,0.000253,0.000253,0.000253
NDWilliams County,0.000253,0.000253,0.000253
NEAdams County,0.00025,0.00025,0.00025
NEAntelope County,0.00025,0.00025,0.00025
NEArthur County,0.00025,0.00025,0.00025
NEBanner County,0.00025,0.00025,0.00025
NEBlaine County,0.00025,0.00025,0.00025
NEBoone County,0.00025,0.00025,0.00025
NEBox Butte County,0.00025,0.00025,0.00025
NEBoyd County,0.00025,0.00025,0.00025
NEBrown County,0.00025,0.00025,0.00025
NEBuffalo County,0.00025,0.00025,0.00025
NEBurt County,0.00025,0.00025,0.00025
NEButler County,0.00025,0.00025,0.00025
NECass County,0.00025,0.00025,0.00025
NECedar County,0.00025,0.00025,0.00025
NEChase County,0.00025,0.00025,0.00025
NECherry County,0.00025,0.00025,0.00025
NECheyenne County,0.00025,0.00025,0.00025
NEClay County,0.00025,0.00025,0.00025
NEColfax County,0.00025,0.00025,0.00025
NECuming County,0.00025,0.00025,0.00025
NECuster County,0.00025,0.00025,0.00025
NEDakota County,0.00025,0.00025,0.00025
NEDawes County,0.00025,0.00025,0.00025
NEDawson County,0.00025,0.00025,0.00025
NEDeuel County,0.00025,0.00025,0.00025
NEDixon County,0.00025,0.00025,0.00025
NEDodge County,0.00025,0.00025,0.00025
NEDouglas County,0.00025,0.00025,0.00025
NEDundy County,0.00025,0.00025,0.00025
NEFillmore County,0.00025,0.00025,0.00025
