StateCounty,FL Buildings,FL Contents,FL BI
TNGrainger County,0.000314,0.000314,0.000314
TNGreene County,0.000314,0.000314,0.000314
TNGrundy County,0.000314,0.000314,0.000314
TNHamblen County,0.000314,0.000314,0.000314
TNHamilton County,0.000314,0.000314,0.000314
TNHancock County,0.000314,0.000314,0.000314
TNHardeman County,0.000314,0.000314,0.000314
TNHardin County,0.000314,0.000314,0.000314
TNHawkins County,0.000314,0.000314,0.000314
TNHaywood County,0.000314,0.000314,0.000314
TNHenderson County,0.000314,0.000314,0.000314
TNHenry County,0.000314,0.000314,0.000314
TNHickman County,0.000314,0.000314,0.000314
TNHouston County,0.000314,0.000314,0.000314
TNHumphreys County,0.000314,0.000314,0.000314
TNJackson County,0.000314,0.000314,0.000314
TNJefferson County,0.000314,0.000314,0.000314
TNJohnson County,0.000314,0.000314,0.000314
TNKnox County,0.000314,0.000314,0.000314
TNLake County,0.000314,0.000314,0.000314
TNLauderdale County,0.000314,0.000314,0.000314
TNLawrence County,0.000314,0.000314,0.000314
TNLewis County,0.000314,0.000314,0.000314
TNLincoln County,0.000314,0.000314,0.000314
TNLoudon County,0.000314,0.000314,0.000314
TNMacon County,0.000314,0.000314,0.000314
TNMadison County,0.000314,0.000314,0.000314
TNMarion County,0.000314,0.000314,0.000314
TNMarshall County,0.000314,0.000314,0.000314
TNMaury County,0.000314,0.000314,0.000314
TNMcminn County,0.000314,0.000314,0.000314
TNMcnairy County,0.000314,0.000314,0.000314
TNMeigs County,0.000314,0.000314,0.000314
TNMonroe County,0.000314,0.000314,0.000314
TNMontgomery County,0.000314,0.000314,0.000314
TNMoore County,0.000314,0.000314,0.000314
TNMorgan County,0.000314,0.000314,0.000314
TNObion County,0.000314,0.000314,0.000314
TNOverton County,0.000314,0.000314,0.000314
TNPerry County,0.000314,0.000314,0.000314
TNPickett County,0.000314,0.000314,0.000314
TNPolk County,0.000314,0.000314,0.000314
TNPutnam County,0.000314,0.000314,0.000314
TNRhea County,0.000314,0.000314,0.000314
TNRoane County,0.000314,0.000314,0.000314
TNRobertson County,0.000314,0.000314,0.000314
TNRutherford County,0.000314,0.000314,0.000314
TNScott County,0.000314,0.000314,0.000314
TNSequatchie County,0.000314,0.000314,0.000314
TNSevier County,0.000314,0.000314,0.000314
TNShelby County,0.000314,0.000314,0.000314
TNSmith County,0.000314,0.000314,0.000314
TNStewart County,0.000314,0.000314,0.000314
TNSullivan County,0.000314,0.000314,0.000314
TNSumner County,0.000314,0.000314,0.000314
TNTipton County,0.000314,0.000314,0.000314
TNTrousdale County,0.000314,0.000314,0.000314
TNUnicoi County,0.000314,0.000314,0.000314
TNUnion County,0.000314,0.000314,0.000314
TNVan Buren County,0.000314,0.000314,0.000314
TNWarren County,0.000314,0.000314,0.000314
TNWashington County,0.000314,0.000314,0.000314
TNWayne County,0.000314,0.000314,0.000314
TNWeakley County,0.000314,0.000314,0.000314
TNWhite County,0.000314,0.000314,0.000314
TNWilliamson County,0.000314,0.000314,0.000314
TNWilson County,0.000314,0.000314,0.000314
TXAnderson County,0.000427,0.000427,0.000427
TXAndrews County,0.000427,0.000427,0.000427
TXAngelina County,0.000427,0.000427,0.000427
TXAransas County,0.000427,0.000427,0.000427
TXArcher County,0.000427,0.000427,0.000427
TXArmstrong County,0.000427,0.000427,0.000427
TXAtascosa County,0.000427,0.000427,0.000427
TXAustin County,0.000427,0.000427,0.000427
TXBailey County,0.000427,0.000427,0.000427
TXBandera County,0.000427,0.000427,0.000427
TXBastrop County,0.000427,0.000427,0.000427
TXBaylor County,0.000427,0.000427,0.000427
TXBee County,0.000427,0.000427,0.000427
TXBell County,0.000427,0.000427,0.000427
TXBexar County,0.000427,0.000427,0.000427
TXBlanco County,0.000427,0.000427,0.000427
TXBorden County,0.000427,0.000427,0.000427
TXBosque County,0.000427,0.000427,0.000427
TXBowie County,0.000427,0.000427,0.000427
TXBrazoria County,0.000427,0.000427,0.000427
TXBrazos County,0.000427,0.000427,0.000427
TXBrewster County,0.000427,0.000427,0.000427
TXBriscoe County,0.000427,0.000427,0.000427
TXBrooks County,0.000427,0.000427,0.000427
TXBrown County,0.000427,0.000427,0.000427
TXBurleson County,0.000427,0.000427,0.000427
TXBurnet County,0.000427,0.000427,0.000427
TXCaldwell County,0.000427,0.000427,0.000427
TXCalhoun County,0.000427,0.000427,0.000427
TXCallahan County,0.000427,0.000427,0.000427
TXCameron County,0.000427,0.000427,0.000427
TXCamp County,0.000427,0.000427,0.000427
TXCarson County,0.000427,0.000427,0.000427
TXCass County,0.000427,0.000427,0.000427
TXCastro County,0.000427,0.000427,0.000427
TXChambers County,0.000427,0.000427,0.000427
TXCherokee County,0.000427,0.000427,0.000427
TXChildress County,0.000427,0.000427,0.000427
TXClay County,0.000427,0.000427,0.000427
TXCochran County,0.000427,0.000427,0.000427
TXCoke County,0.000427,0.000427,0.000427
TXColeman County,0.000427,0.000427,0.000427
TXCollin County,0.000427,0.000427,0.000427
TXCollingsworth County,0.000427,0.000427,0.000427
TXColorado County,0.000427,0.000427,0.000427
TXComal County,0.000427,0.000427,0.000427
TXComanche County,0.000427,0.000427,0.000427
TXConcho County,0.000427,0.000427,0.000427
TXCooke County,0.000427,0.000427,0.000427
TXCoryell County,0.000427,0.000427,0.000427
TXCottle County,0.000427,0.000427,0.000427
TXCrane County,0.000427,0.000427,0.000427
TXCrockett County,0.000427,0.000427,0.000427
TXCrosby County,0.000427,0.000427,0.000427
TXCulberson County,0.000427,0.000427,0.000427
TXDallam County,0.000427,0.000427,0.000427
TXDallas County,0.000427,0.000427,0.000427
TXDawson County,0.000427,0.000427,0.000427
TXDeaf Smith County,0.000427,0.000427,0.000427
TXDelta County,0.000427,0.000427,0.000427
TXDenton County,0.000427,0.000427,0.000427
TXDewitt County,0.000427,0.000427,0.000427
TXDickens County,0.000427,0.000427,0.000427
TXDimmit County,0.000427,0.000427,0.000427
TXDonley County,0.000427,0.000427,0.000427
TXDuval County,0.000427,0.000427,0.000427
TXEastland County,0.000427,0.000427,0.000427
TXEctor County,0.000427,0.000427,0.000427
TXEdwards County,0.000427,0.000427,0.000427
TXEl Paso County,0.000427,0.000427,0.000427
TXEllis County,0.000427,0.000427,0.000427
TXErath County,0.000427,0.000427,0.000427
TXFalls County,0.000427,0.000427,0.000427
TXFannin County,0.000427,0.000427,0.000427
TXFayette County,0.000427,0.000427,0.000427
TXFisher County,0.000427,0.000427,0.000427
TXFloyd County,0.000427,0.000427,0.000427
TXFoard County,0.000427,0.000427,0.000427
TXFort Bend County,0.000427,0.000427,0.000427
TXFranklin County,0.000427,0.000427,0.000427
TXFreestone County,0.000427,0.000427,0.000427
TXFrio County,0.000427,0.000427,0.000427
TXGaines County,0.000427,0.000427,0.000427
TXGalveston County,0.000427,0.000427,0.000427
TXGarza County,0.000427,0.000427,0.000427
TXGillespie County,0.000427,0.000427,0.000427
TXGlasscock County,0.000427,0.000427,0.000427
TXGoliad County,0.000427,0.000427,0.000427
TXGonzales County,0.000427,0.000427,0.000427
TXGray County,0.000427,0.000427,0.000427
TXGrayson County,0.000427,0.000427,0.000427
TXGregg County,0.000427,0.000427,0.000427
TXGrimes County,0.000427,0.000427,0.000427
TXGuadalupe County,0.000427,0.000427,0.000427
TXHale County,0.000427,0.000427,0.000427
TXHall County,0.000427,0.000427,0.000427
TXHamilton County,0.000427,0.000427,0.000427
TXHansford County,0.000427,0.000427,0.000427
TXHardeman County,0.000427,0.000427,0.000427
TXHardin County,0.000427,0.000427,0.000427
TXHarris County,0.000427,0.000427,0.000427
TXHarrison County,0.000427,0.000427,0.000427
TXHartley County,0.000427,0.000427,0.000427
TXHaskell County,0.000427,0.000427,0.000427
TXHays County,0.000427,0.000427,0.000427
TXHemphill County,0.000427,0.000427,0.000427
TXHenderson County,0.000427,0.000427,0.000427
TXHidalgo County,0.000427,0.000427,0.000427
TXHill County,0.000427,0.000427,0.000427
TXHockley County,0.000427,0.000427,0.000427
TXHood County,0.000427,0.000427,0.000427
TXHopkins County,0.000427,0.000427,0.000427
TXHouston County,0.000427,0.000427,0.000427
TXHoward County,0.000427,0.000427,0.000427
TXHudspeth County,0.000427,0.000427,0.000427
TXHunt County,0.000427,0.000427,0.000427
TXHutchinson County,0.000427,0.000427,0.000427
TXIrion County,0.000427,0.000427,0.000427
TXJack County,0.000427,0.000427,0.000427
TXJackson County,0.000427,0.000427,0.000427
TXJasper County,0.000427,0.000427,0.000427
TXJeff Davis County,0.000427,0.000427,0.000427
TXJefferson County,0.000427,0.000427,0.000427
TXJim Hogg County,0.000427,0.000427,0.000427
TXJim Wells County,0.000427,0.000427,0.000427
TXJohnson County,0.000427,0.000427,0.000427
TXJones County,0.000427,0.000427,0.000427
TXKarnes County,0.000427,0.000427,0.000427
TXKaufman County,0.000427,0.000427,0.000427
TXKendall County,0.000427,0.000427,0.000427
TXKenedy County,0.000427,0.000427,0.000427
TXKent County,0.000427,0.000427,0.000427
TXKerr County,0.000427,0.000427,0.000427
TXKimble County,0.000427,0.000427,0.000427
TXKing County,0.000427,0.000427,0.000427
TXKinney County,0.000427,0.000427,0.000427
TXKleberg County,0.000427,0.000427,0.000427
TXKnox County,0.000427,0.000427,0.000427
TXLa Salle County,0.000427,0.000427,0.000427
TXLamar County,0.000427,0.000427,0.000427
TXLamb County,0.000427,0.000427,0.000427
TXLampasas County,0.000427,0.000427,0.000427
TXLavaca County,0.000427,0.000427,0.000427
TXLee County,0.000427,0.000427,0.000427
TXLeon County,0.000427,0.000427,0.000427
TXLiberty County,0.000427,0.000427,0.000427
TXLimestone County,0.000427,0.000427,0.000427
TXLipscomb County,0.000427,0.000427,0.000427
TXLive Oak County,0.000427,0.000427,0.000427
TXLlano County,0.000427,0.000427,0.000427
TXLoving County,0.000427,0.000427,0.000427
TXLubbock County,0.000427,0.000427,0.000427
TXLynn County,0.000427,0.000427,0.000427
TXMadison County,0.000427,0.000427,0.000427
TXMarion County,0.000427,0.000427,0.000427
TXMartin County,0.000427,0.000427,0.000427
TXMason County,0.000427,0.000427,0.000427
TXMatagorda County,0.000427,0.000427,0.000427
TXMaverick County,0.000427,0.000427,0.000427
TXMcculloch County,0.000427,0.000427,0.000427
TXMclennan County,0.000427,0.000427,0.000427
TXMcmullen County,0.000427,0.000427,0.000427
TXMedina County,0.000427,0.000427,0.000427
TXMenard County,0.000427,0.000427,0.000427
TXMidland County,0.000427,0.000427,0.000427
TXMilam County,0.000427,0.000427,0.000427
TXMills County,0.000427,0.000427,0.000427
TXMitchell County,0.000427,0.000427,0.000427
TXMontague County,0.000427,0.000427,0.000427
TXMontgomery County,0.000427,0.000427,0.000427
TXMoore County,0.000427,0.000427,0.000427
TXMorris County,0.000427,0.000427,0.000427
TXMotley County,0.000427,0.000427,0.000427
TXNacogdoches County,0.000427,0.000427,0.000427
TXNavarro County,0.000427,0.000427,0.000427
TXNewton County,0.000427,0.000427,0.000427
TXNolan County,0.000427,0.000427,0.000427
TXNueces County,0.000427,0.000427,0.000427
TXOchiltree County,0.000427,0.000427,0.000427
TXOldham County,0.000427,0.000427,0.000427
TXOrange County,0.000427,0.000427,0.000427
TXPalo Pinto County,0.000427,0.000427,0.000427
TXPanola County,0.000427,0.000427,0.000427
TXParker County,0.000427,0.000427,0.000427
TXParmer County,0.000427,0.000427,0.000427
TXPecos County,0.000427,0.000427,0.000427
TXPolk County,0.000427,0.000427,0.000427
TXPotter County,0.000427,0.000427,0.000427
TXPresidio County,0.000427,0.000427,0.000427
TXRains County,0.000427,0.000427,0.000427
TXRandall County,0.000427,0.000427,0.000427
TXReagan County,0.000427,0.000427,0.000427
TXReal County,0.000427,0.000427,0.000427
TXRed River County,0.000427,0.000427,0.000427
TXReeves County,0.000427,0.000427,0.000427
TXRefugio County,0.000427,0.000427,0.000427
TXRoberts County,0.000427,0.000427,0.000427
TXRobertson County,0.000427,0.000427,0.000427
TXRockwall County,0.000427,0.000427,0.000427
TXRunnels County,0.000427,0.000427,0.000427
TXRusk County,0.000427,0.000427,0.000427
TXSabine County,0.000427,0.000427,0.000427
TXSan Augustine County,0.000427,0.000427,0.000427
TXSan Jacinto County,0.000427,0.000427,0.000427
TXSan Patricio County,0.000427,0.000427,0.000427
TXSan Saba County,0.000427,0.000427,0.000427
TXSchleicher County,0.000427,0.000427,0.000427
TXScurry County,0.000427,0.000427,0.000427
TXShackelford County,0.000427,0.000427,0.000427
TXShelby County,0.000427,0.000427,0.000427
TXSherman County,0.000427,0.000427,0.000427
TXSmith County,0.000427,0.000427,0.000427
TXSomervell County,0.000427,0.000427,0.000427
TXStarr County,0.000427,0.000427,0.000427
TXStephens County,0.000427,0.000427,0.000427
TXSterling County,0.000427,0.000427,0.000427
TXStonewall County,0.000427,0.000427,0.000427
TXSutton County,0.000427,0.000427,0.000427
TXSwisher County,0.000427,0.000427,0.000427
TXTarrant County,0.000427,0.000427,0.000427
TXTaylor County,0.000427,0.000427,0.000427
TXTerrell County,0.000427,0.000427,0.000427
TXTerry County,0.000427,0.000427,0.000427
TXThrockmorton County,0.000427,0.000427,0.000427
TXTitus County,0.000427,0.000427,0.000427
TXTom Green County,0.000427,0.000427,0.000427
TXTravis County,0.000427,0.000427,0.000427
TXTrinity County,0.000427,0.000427,0.000427
TXTyler County,0.000427,0.000427,0.000427
TXUpshur County,0.000427,0.000427,0.000427
TXUpton County,0.000427,0.000427,0.000427
TXUvalde County,0.000427,0.000427,0.000427
TXVal Verde County,0.000427,0.000427,0.000427
TXVan Zandt County,0.000427,0.000427,0.000427
TXVictoria County,0.000427,0.000427,0.000427
TXWalker County,0.000427,0.000427,0.000427
TXWaller County,0.000427,0.000427,0.000427
TXWard County,0.000427,0.000427,0.000427
TXWashington County,0.000427,0.000427,0.000427
TXWebb County,0.000427,0.000427,0.000427
TXWharton County,0.000427,0.000427,0.000427
TXWheeler County,0.000427,0.000427,0.000427
TXWichita County,0.000427,0.000427,0.000427
TXWilbarger County,0.000427,0.000427,0.000427
TXWillacy County,0.000427,0.000427,0.000427
TXWilliamson County,0.000427,0.000427,0.000427
TXWilson County,0.000427,0.000427,0.000427
TXWinkler County,0.000427,0.000427,0.000427
TXWise County,0.000427,0.000427,0.000427
TXWood County,0.000427,0.000427,0.000427
TXYoakum County,0.000427,0.000427,0.000427
TXYoung County,0.000427,0.000427,0.000427
TXZapata County,0.000427,0.000427,0.000427
TXZavala County,0.000427,0.000427,0.000427
UTBeaver County,0.000254,0.000254,0.000254
UTBox Elder County,0.000254,0.000254,0.000254
UTCache County,0.000254,0.000254,0.000254
UTCarbon County,0.000254,0.000254,0.000254
UTDaggett County,0.000254,0.000254,0.000254
UTDavis County,0.000254,0.000254,0.000254
UTDuchesne County,0.000254,0.000254,0.000254
UTEmery County,0.000254,0.000254,0.000254
UTGarfield County,0.000254,0.000254,0.000254
UTGrand County,0.000254,0.000254,0.000254
UTIron County,0.000254,0.000254,0.000254
UTJuab County,0.000254,0.000254,0.000254
UTKane County,0.000254,0.000254,0.000254
UTMillard County,0.000254,0.000254,0.000254
UTMorgan County,0.000254,0.000254,0.000254
UTPiute County,0.000254,0.000254,0.000254
UTRich County,0.000254,0.000254,0.000254
UTSalt Lake County,0.000254,0.000254,0.000254
UTSan Juan County,0.000254,0.000254,0.000254
UTSanpete County,0.000254,0.000254,0.000254
UTSevier County,0.000254,0.000254,0.000254
UTSummit County,0.000254,0.000254,0.000254
UTTooele County,0.000254,0.000254,0.000254
UTUintah County,0.000254,0.000254,0.000254
UTUtah County,0.000254,0.000254,0.000254
UTWasatch County,0.000254,0.000254,0.000254
UTWashington County,0.000254,0.000254,0.000254
UTWayne County,0.000254,0.000254,0.000254
UTWeber County,0.000254,0.000254,0.000254
VAAccomack County,0.000263,0.000263,0.000263
VAAlbemarle County,0.000263,0.000263,0.000263
VAAlexandria City,0.000263,0.000263,0.000263
VAAlleghany County,0.000263,0.000263,0.000263
VAAmelia County,0.000263,0.000263,0.000263
VAAmherst County,0.000263,0.000263,0.000263
VAAppomattox County,0.000263,0.000263,0.000263
VAArlington County,0.000263,0.000263,0.000263
VAAugusta County,0.000263,0.000263,0.000263
VABath County,0.000263,0.000263,0.000263
VABedford County,0.000263,0.000263,0.000263
VABland County,0.000263,0.000263,0.000263
VABotetourt County,0.000263,0.000263,0.000263
VABristol City,0.000263,0.000263,0.000263
VABrunswick County,0.000263,0.000263,0.000263
VABuchanan County,0.000263,0.000263,0.000263
VABuckingham County,0.000263,0.000263,0.000263
VABuena Vista City,0.000263,0.000263,0.000263
VACampbell County,0.000263,0.000263,0.000263
VACaroline County,0.000263,0.000263,0.000263
VACarroll County,0.000263,0.000263,0.000263
VACharles City County,0.000263,0.000263,0.000263
VACharlotte County,0.000263,0.000263,0.000263
VACharlottesville City,0.000263,0.000263,0.000263
VAChesapeake City,0.000263,0.000263,0.000263
VAChesterfield County,0.000263,0.000263,0.000263
VAClarke County,0.000263,0.000263,0.000263
VAColonial Heights City,0.000263,0.000263,0.000263
VACovington City,0.000263,0.000263,0.000263
VACraig County,0.000263,0.000263,0.000263
VACulpeper County,0.000263,0.000263,0.000263
VACumberland County,0.000263,0.000263,0.000263
VADanville City,0.000263,0.000263,0.000263
VADickenson County,0.000263,0.000263,0.000263
VADinwiddie County,0.000263,0.000263,0.000263
VAEssex County,0.000263,0.000263,0.000263
VAFairfax City,0.000263,0.000263,0.000263
VAFairfax County,0.000263,0.000263,0.000263
VAFalls Church City,0.000263,0.000263,0.000263
VAFauquier County,0.000263,0.000263,0.000263
VAFloyd County,0.000263,0.000263,0.000263
VAFluvanna County,0.000263,0.000263,0.000263
VAFranklin City,0.000263,0.000263,0.000263
VAFranklin County,0.000263,0.000263,0.000263
VAFrederick County,0.000263,0.000263,0.000263
VAFredericksburg City,0.000263,0.000263,0.000263
VAGalax City,0.000263,0.000263,0.000263
VAGiles County,0.000263,0.000263,0.000263
VAGloucester County,0.000263,0.000263,0.000263
VAGoochland County,0.000263,0.000263,0.000263
VAGrayson County,0.000263,0.000263,0.000263
VAGreene County,0.000263,0.000263,0.000263
VAGreensville County,0.000263,0.000263,0.000263
VAHalifax County,0.000263,0.000263,0.000263
VAHampton City,0.000263,0.000263,0.000263
VAHanover County,0.000263,0.000263,0.000263
VAHarrisonburg City,0.000263,0.000263,0.000263
VAHenrico County,0.000263,0.000263,0.000263
VAHenry County,0.000263,0.000263,0.000263
VAHighland County,0.000263,0.000263,0.000263
VAHopewell City,0.000263,0.000263,0.000263
VAIsle Of Wight County,0.000263,0.000263,0.000263
VAJames City County,0.000263,0.000263,0.000263
VAKing And Queen County,0.000263,0.000263,0.000263
VAKing George County,0.000263,0.000263,0.000263
VAKing William County,0.000263,0.000263,0.000263
VALancaster County,0.000263,0.000263,0.000263
VALee County,0.000263,0.000263,0.000263
VALoudoun County,0.000263,0.000263,0.000263
VALouisa County,0.000263,0.000263,0.000263
VALunenburg County,0.000263,0.000263,0.000263
VALynchburg City,0.000263,0.000263,0.000263
VAMadison County,0.000263,0.000263,0.000263
VAManassas City,0.000263,0.000263,0.000263
VAManassas Park City,0.000263,0.000263,0.000263
VAMartinsville City,0.000263,0.000263,0.000263
VAMathews County,0.000263,0.000263,0.000263
VAMecklenburg County,0.000263,0.000263,0.000263
VAMiddlesex County,0.000263,0.000263,0.000263
VAMontgomery County,0.000263,0.000263,0.000263
VANelson County,0.000263,0.000263,0.000263
VANew Kent County,0.000263,0.000263,0.000263
VANewport News City,0.000263,0.000263,0.000263
VANorfolk City,0.000263,0.000263,0.000263
VANorthampton County,0.000263,0.000263,0.000263
VANorthumberland County,0.000263,0.000263,0.000263
VANorton City,0.000263,0.000263,0.000263
VANottoway County,0.000263,0.000263,0.000263
VAOrange County,0.000263,0.000263,0.000263
VAPage County,0.000263,0.000263,0.000263
VAPatrick County,0.000263,0.000263,0.000263
VAPetersburg City,0.000263,0.000263,0.000263
VAPittsylvania County,0.000263,0.000263,0.000263
VAPoquoson City,0.000263,0.000263,0.000263
VAPortsmouth City,0.000263,0.000263,0.000263
VAPowhatan County,0.000263,0.000263,0.000263
VAPrince Edward County,0.000263,0.000263,0.000263
VAPrince George County,0.000263,0.000263,0.000263
VAPrince William County,0.000263,0.000263,0.000263
VAPulaski County,0.000263,0.000263,0.000263
VARadford City,0.000263,0.000263,0.000263
VARappahannock County,0.000263,0.000263,0.000263
VARichmond City,0.000263,0.000263,0.000263
VARichmond County,0.000263,0.000263,0.000263
VARoanoke City,0.000263,0.000263,0.000263
VARoanoke County,0.000263,0.000263,0.000263
VARockbridge County,0.000263,0.000263,0.000263
VARockingham County,0.000263,0.000263,0.000263
VARussell County,0.000263,0.000263,0.000263
VASalem City,0.000263,0.000263,0.000263
VAScott County,0.000263,0.000263,0.000263
VAShenandoah County,0.000263,0.000263,0.000263
VASmyth County,0.000263,0.000263,0.000263
VASouthampton County,0.000263,0.000263,0.000263
VASpotsylvania County,0.000263,0.000263,0.000263
VAStafford County,0.000263,0.000263,0.000263
VAStaunton City,0.000263,0.000263,0.000263
VASuffolk City,0.000263,0.000263,0.000263
VASurry County,0.000263,0.000263,0.000263
VASussex County,0.000263,0.000263,0.000263
VATazewell County,0.000263,0.000263,0.000263
VAVirginia Beach City,0.000263,0.000263,0.000263
VAWarren County,0.000263,0.000263,0.000263
VAWashington County,0.000263,0.000263,0.000263
VAWaynesboro City,0.000263,0.000263,0.000263
VAWestmoreland County,0.000263,0.000263,0.000263
VAWilliamsburg City,0.000263,0.000263,0.000263
VAWinchester City,0.000263,0.000263,0.000263
VAWise County,0.000263,0.000263,0.000263
VAWythe County,0.000263,0.000263,0.000263
VAYork County,0.000263,0.000263,0.000263
VTAddison County,0.000254,0.000254,0.000254
VTBennington County,0.000254,0.000254,0.000254
VTCaledonia County,0.000254,0.000254,0.000254
VTChittenden County,0.000254,0.000254,0.000254
VTEssex County,0.000254,0.000254,0.000254
VTFranklin County,0.000254,0.000254,0.000254
VTGrand Isle County,0.000254,0.000254,0.000254
VTLamoille County,0.000254,0.000254,0.000254
VTOrange County,0.000254,0.000254,0.000254
VTOrleans County,0.000254,0.000254,0.000254
VTRutland County,0.000254,0.000254,0.000254
VTWashington County,0.000254,0.000254,0.000254
VTWindham County,0.000254,0.000254,0.000254
VTWindsor County,0.000254,0.000254,0.000254
WAAdams County,0.000256,0.000256,0.000256
WAAsotin County,0.000256,0.000256,0.000256
WABenton County,0.000256,0.000256,0.000256
WAChelan County,0.000256,0.000256,0.000256
WAClallam County,0.000256,0.000256,0.000256
WAClark County,0.000256,0.000256,0.000256
WAColumbia County,0.000256,0.000256,0.000256
WACowlitz County,0.000256,0.000256,0.000256
WADouglas County,0.000256,0.000256,0.000256
WAFerry County,0.000256,0.000256,0.000256
WAFranklin County,0.000256,0.000256,0.000256
WAGarfield County,0.000256,0.000256,0.000256
WAGrant County,0.000256,0.000256,0.000256
WAGrays Harbor County,0.000256,0.000256,0.000256
WAIsland County,0.000256,0.000256,0.000256
WAJefferson County,0.000256,0.000256,0.000256
WAKing County,0.000256,0.000256,0.000256
WAKitsap County,0.000256,0.000256,0.000256
WAKittitas County,0.000256,0.000256,0.000256
WAKlickitat County,0.000256,0.000256,0.000256
WALewis County,0.000256,0.000256,0.000256
WALincoln County,0.000256,0.000256,0.000256
WAMason County,0.000256,0.000256,0.000256
WAOkanogan County,0.000256,0.000256,0.000256
WAPacific County,0.000256,0.000256,0.000256
WAPend Oreille County,0.000256,0.000256,0.000256
WAPierce County,0.000256,0.000256,0.000256
WASan Juan County,0.000256,0.000256,0.000256
WASkagit County,0.000256,0.000256,0.000256
WASkamania County,0.000256,0.000256,0.000256
WASnohomish County,0.000256,0.000256,0.000256
WASpokane County,0.000256,0.000256,0.000256
WAStevens County,0.000256,0.000256,0.000256
WAThurston County,0.000256,0.000256,0.000256
WAWahkiakum County,0.000256,0.000256,0.000256
WAWalla Walla County,0.000256,0.000256,0.000256
WAWhatcom County,0.000256,0.000256,0.000256
WAWhitman County,0.000256,0.000256,0.000256
WAYakima County,0.000256,0.000256,0.000256
WIAdams County,0.00025,0.00025,0.00025
WIAshland County,0.00025,0.00025,0.00025
WIBarron County,0.00025,0.00025,0.00025
WIBayfield County,0.00025,0.00025,0.00025
WIBrown County,0.00025,0.00025,0.00025
WIBuffalo County,0.00025,0.00025,0.00025
WIBurnett County,0.00025,0.00025,0.00025
WICalumet County,0.00025,0.00025,0.00025
WIChippewa County,0.00025,0.00025,0.00025
WIClark County,0.00025,0.00025,0.00025
WIColumbia County,0.00025,0.00025,0.00025
WICrawford County,0.00025,0.00025,0.00025
WIDane County,0.00025,0.00025,0.00025
WIDodge County,0.00025,0.00025,0.00025
WIDoor County,0.00025,0.00025,0.00025
WIDouglas County,0.00025,0.00025,0.00025
WIDunn County,0.00025,0.00025,0.00025
WIEau Claire County,0.00025,0.00025,0.00025
WIFlorence County,0.00025,0.00025,0.00025
WIFond Du Lac County,0.00025,0.00025,0.00025
WIForest County,0.00025,0.00025,0.00025
WIGrant County,0.00025,0.00025,0.00025
WIGreen County,0.00025,0.00025,0.00025
WIGreen Lake County,0.00025,0.00025,0.00025
WIIowa County,0.00025,0.00025,0.00025
WIIron County,0.00025,0.00025,0.00025
WIJackson County,0.00025,0.00025,0.00025
WIJefferson County,0.00025,0.00025,0.00025
WIJuneau County,0.00025,0.00025,0.00025
WIKenosha County,0.00025,0.00025,0.00025
WIKewaunee County,0.00025,0.00025,0.00025
WILa Crosse County,0.00025,0.00025,0.00025
WILafayette County,0.00025,0.00025,0.00025
WILanglade County,0.00025,0.00025,0.00025
WILincoln County,0.00025,0.00025,0.00025
WIManitowoc County,0.00025,0.00025,0.00025
WIMarathon County,0.00025,0.00025,0.00025
WIMarinette County,0.00025,0.00025,0.00025
WIMarquette County,0.00025,0.00025,0.00025
WIMenominee County,0.00025,0.00025,0.00025
WIMilwaukee County,0.00025,0.00025,0.00025
WIMonroe County,0.00025,0.00025,0.00025
WIOconto County,0.00025,0.00025,0.00025
WIOneida County,0.00025,0.00025,0.00025
WIOutagamie County,0.00025,0.00025,0.00025
WIOzaukee County,0.00025,0.00025,0.00025
WIPepin County,0.00025,0.00025,0.00025
WIPierce County,0.00025,0.00025,0.00025
WIPolk County,0.00025,0.00025,0.00025
WIPortage County,0.00025,0.00025,0.00025
WIPrice County,0.00025,0.00025,0.00025
WIRacine County,0.00025,0.00025,0.00025
WIRichland County,0.00025,0.00025,0.00025
WIRock County,0.00025,0.00025,0.00025
WIRusk County,0.00025,0.00025,0.00025
WISauk County,0.00025,0.00025,0.00025
WISawyer County,0.00025,0.00025,0.00025
WIShawano County,0.00025,0.00025,0.00025
WISheboygan County,0.00025,0.00025,0.00025
WISt. Croix County,0.00025,0.00025,0.00025
WITaylor County,0.00025,0.00025,0.00025
WITrempealeau County,0.00025,0.00025,0.00025
WIVernon County,0.00025,0.00025,0.00025
WIVilas County,0.00025,0.00025,0.00025
WIWalworth County,0.00025,0.00025,0.00025
WIWashburn County,0.00025,0.00025,0.00025
WIWashington County,0.00025,0.00025,0.00025
WIWaukesha County,0.00025,0.00025,0.00025
WIWaupaca County,0.00025,0.00025,0.00025
WIWaushara County,0.00025,0.00025,0.00025
WIWinnebago County,0.00025,0.00025,0.00025
WIWood County,0.00025,0.00025,0.00025
WVBarbour County,0.000251,0.000251,0.000251
WVBerkeley County,0.000251,0.000251,0.000251
WVBoone County,0.000251,0.000251,0.000251
WVBraxton County,0.000251,0.000251,0.000251
WVBrooke County,0.000251,0.000251,0.000251
WVCabell County,0.000251,0.000251,0.000251
WVCalhoun County,0.000251,0.000251,0.000251
WVClay County,0.000251,0.000251,0.000251
WVDoddridge County,0.000251,0.000251,0.000251
WVFayette County,0.000251,0.000251,0.000251
WVGilmer County,0.000251,0.000251,0.000251
