Country,Statecode,County,StateCounty,HA Buildings,HA Contents,HA BI
US,TN,Lauderdale County,TNLauderdale County,4.23795E-05,4.23795E-07,1.10187E-05
US,TN,Lawrence County,TNLawrence County,3.00304E-05,3.00304E-07,7.80791E-06
US,TN,Lewis County,TNLewis County,2.79948E-05,2.79948E-07,7.27864E-06
US,TN,Lincoln County,TNLincoln County,3.3206E-05,3.3206E-07,8.63355E-06
US,TN,Loudon County,TNLoudon County,3.25832E-05,3.25832E-07,8.47162E-06
US,TN,Macon County,TNMacon County,4.07188E-05,4.07188E-07,1.05869E-05
US,TN,Madison County,TNMadison County,5.06507E-05,5.06507E-07,1.31692E-05
US,TN,Marion County,TNMarion County,3.39244E-05,3.39244E-07,8.82035E-06
US,TN,Marshall County,TNMarshall County,3.15736E-05,3.15736E-07,8.20913E-06
US,TN,Maury County,TNMaury County,2.80683E-05,2.80683E-07,7.29775E-06
US,TN,Mcminn County,TNMcminn County,3.48289E-05,3.48289E-07,9.05551E-06
US,TN,Mcnairy County,TNMcnairy County,4.79669E-05,4.79669E-07,1.24714E-05
US,TN,Meigs County,TNMeigs County,3.32038E-05,3.32038E-07,8.63298E-06
US,TN,Monroe County,TNMonroe County,3.58531E-05,3.58531E-07,9.32182E-06
US,TN,Montgomery County,TNMontgomery County,3.78803E-05,3.78803E-07,9.84888E-06
US,TN,Moore County,TNMoore County,3.06935E-05,3.06935E-07,7.9803E-06
US,TN,Morgan County,TNMorgan County,3.76233E-05,3.76233E-07,9.78207E-06
US,TN,Obion County,TNObion County,5.93714E-05,5.93714E-07,1.54366E-05
US,TN,Overton County,TNOverton County,3.51182E-05,3.51182E-07,9.13074E-06
US,TN,Perry County,TNPerry County,3.24584E-05,3.24584E-07,8.43919E-06
US,TN,Pickett County,TNPickett County,4.43817E-05,4.43817E-07,1.15392E-05
US,TN,Polk County,TNPolk County,3.94199E-05,3.94199E-07,1.02492E-05
US,TN,Putnam County,TNPutnam County,3.31592E-05,3.31592E-07,8.62139E-06
US,TN,Rhea County,TNRhea County,3.26048E-05,3.26048E-07,8.47725E-06
US,TN,Roane County,TNRoane County,3.35657E-05,3.35657E-07,8.72707E-06
US,TN,Robertson County,TNRobertson County,4.08015E-05,4.08015E-07,1.06084E-05
US,TN,Rutherford County,TNRutherford County,3.08928E-05,3.08928E-07,8.03212E-06
US,TN,Scott County,TNScott County,4.48654E-05,4.48654E-07,1.1665E-05
US,TN,Sequatchie County,TNSequatchie County,3.08901E-05,3.08901E-07,8.03143E-06
US,TN,Sevier County,TNSevier County,3.1863E-05,3.1863E-07,8.28439E-06
US,TN,Shelby County,TNShelby County,4.39342E-05,4.39342E-07,1.14229E-05
US,TN,Smith County,TNSmith County,3.43553E-05,3.43553E-07,8.93237E-06
US,TN,Stewart County,TNStewart County,4.07891E-05,4.07891E-07,1.06052E-05
US,TN,Sullivan County,TNSullivan County,2.86987E-05,2.86987E-07,7.46165E-06
US,TN,Sumner County,TNSumner County,4.6672E-05,4.6672E-07,1.21347E-05
US,TN,Tipton County,TNTipton County,4.33978E-05,4.33978E-07,1.12834E-05
US,TN,Trousdale County,TNTrousdale County,4.38183E-05,4.38183E-07,1.13928E-05
US,TN,Unicoi County,TNUnicoi County,2.88543E-05,2.88543E-07,7.50211E-06
US,TN,Union County,TNUnion County,3.32142E-05,3.32142E-07,8.6357E-06
US,TN,Van Buren County,TNVan Buren County,3.14635E-05,3.14635E-07,8.1805E-06
US,TN,Warren County,TNWarren County,3.04135E-05,3.04135E-07,7.90751E-06
US,TN,Washington County,TNWashington County,2.87631E-05,2.87631E-07,7.4784E-06
US,TN,Wayne County,TNWayne County,3.43178E-05,3.43178E-07,8.92263E-06
US,TN,Weakley County,TNWeakley County,8.13365E-05,8.13365E-07,2.11475E-05
US,TN,White County,TNWhite County,3.13108E-05,3.13108E-07,8.1408E-06
US,TN,Williamson County,TNWilliamson County,2.88185E-05,2.88185E-07,7.4928E-06
US,TN,Wilson County,TNWilson County,3.44522E-05,3.44522E-07,8.95756E-06
US,TX,Anderson County,TXAnderson County,7.23171E-05,7.23171E-07,1.88025E-05
US,TX,Andrews County,TXAndrews County,0.00115165,1.15165E-05,0.000299429
US,TX,Angelina County,TXAngelina County,5.75535E-05,5.75535E-07,1.49639E-05
US,TX,Aransas County,TXAransas County,8.29167E-05,8.29167E-07,2.15583E-05
US,TX,Archer County,TXArcher County,0.000197391,1.97391E-06,5.13215E-05
US,TX,Armstrong County,TXArmstrong County,0.00064772,6.4772E-06,0.000168407
US,TX,Atascosa County,TXAtascosa County,9.03196E-05,9.03196E-07,2.34831E-05
US,TX,Austin County,TXAustin County,0.000105039,1.05039E-06,2.73101E-05
US,TX,Bailey County,TXBailey County,0.002974468,2.97447E-05,0.000773362
US,TX,Bandera County,TXBandera County,0.000125727,1.25727E-06,3.26891E-05
US,TX,Bastrop County,TXBastrop County,0.000100503,1.00503E-06,2.61307E-05
US,TX,Baylor County,TXBaylor County,0.000243294,2.43294E-06,6.32565E-05
US,TX,Bee County,TXBee County,9.62704E-05,9.62704E-07,2.50303E-05
US,TX,Bell County,TXBell County,0.000138481,1.38481E-06,3.60052E-05
US,TX,Bexar County,TXBexar County,8.64009E-05,8.64009E-07,2.24642E-05
US,TX,Blanco County,TXBlanco County,0.000133778,1.33778E-06,3.47823E-05
US,TX,Borden County,TXBorden County,0.001557796,1.5578E-05,0.000405027
US,TX,Bosque County,TXBosque County,0.000148875,1.48875E-06,3.87075E-05
US,TX,Bowie County,TXBowie County,0.000113808,1.13808E-06,2.959E-05
US,TX,Brazoria County,TXBrazoria County,8.32037E-05,8.32037E-07,2.1633E-05
US,TX,Brazos County,TXBrazos County,7.91771E-05,7.91771E-07,2.05861E-05
US,TX,Brewster County,TXBrewster County,0.000138268,1.38268E-06,3.59496E-05
US,TX,Briscoe County,TXBriscoe County,0.001311994,1.31199E-05,0.000341118
US,TX,Brooks County,TXBrooks County,0.000114535,1.14535E-06,2.97792E-05
US,TX,Brown County,TXBrown County,0.000350993,3.50993E-06,9.12583E-05
US,TX,Burleson County,TXBurleson County,8.19932E-05,8.19932E-07,2.13182E-05
US,TX,Burnet County,TXBurnet County,0.000190914,1.90914E-06,4.96377E-05
US,TX,Caldwell County,TXCaldwell County,0.000100709,1.00709E-06,2.61844E-05
US,TX,Calhoun County,TXCalhoun County,9.47751E-05,9.47751E-07,2.46415E-05
US,TX,Callahan County,TXCallahan County,0.000459401,4.59401E-06,0.000119444
US,TX,Cameron County,TXCameron County,0.000111366,1.11366E-06,2.89553E-05
US,TX,Camp County,TXCamp County,0.000112439,1.12439E-06,2.92342E-05
US,TX,Carson County,TXCarson County,0.000233323,2.33323E-06,6.06641E-05
US,TX,Cass County,TXCass County,0.000105355,1.05355E-06,2.73924E-05
US,TX,Castro County,TXCastro County,0.002702894,2.70289E-05,0.000702752
US,TX,Chambers County,TXChambers County,5.56484E-05,5.56484E-07,1.44686E-05
US,TX,Cherokee County,TXCherokee County,7.22655E-05,7.22655E-07,1.8789E-05
US,TX,Childress County,TXChildress County,0.000234227,2.34227E-06,6.08991E-05
US,TX,Clay County,TXClay County,9.5447E-05,9.5447E-07,2.48162E-05
US,TX,Cochran County,TXCochran County,0.004562241,4.56224E-05,0.001186183
US,TX,Coke County,TXCoke County,0.000413526,4.13526E-06,0.000107517
US,TX,Coleman County,TXColeman County,0.000465178,4.65178E-06,0.000120946
US,TX,Collin County,TXCollin County,0.000157178,1.57178E-06,4.08662E-05
US,TX,Collingsworth County,TXCollingsworth County,0.000182656,1.82656E-06,4.74906E-05
US,TX,Colorado County,TXColorado County,9.86335E-05,9.86335E-07,2.56447E-05
US,TX,Comal County,TXComal County,0.000112449,1.12449E-06,2.92367E-05
US,TX,Comanche County,TXComanche County,0.000352394,3.52394E-06,9.16224E-05
US,TX,Concho County,TXConcho County,0.000291415,2.91415E-06,7.57678E-05
US,TX,Cooke County,TXCooke County,0.000125791,1.25791E-06,3.27058E-05
US,TX,Coryell County,TXCoryell County,0.00014235,1.4235E-06,3.70111E-05
US,TX,Cottle County,TXCottle County,0.000596457,5.96457E-06,0.000155079
US,TX,Crane County,TXCrane County,0.000326688,3.26688E-06,8.49388E-05
US,TX,Crockett County,TXCrockett County,0.000263374,2.63374E-06,6.84773E-05
US,TX,Crosby County,TXCrosby County,0.003158328,3.15833E-05,0.000821165
US,TX,Culberson County,TXCulberson County,0.000287292,2.87292E-06,7.46959E-05
US,TX,Dallam County,TXDallam County,0.000130524,1.30524E-06,3.39363E-05
US,TX,Dallas County,TXDallas County,0.00073923,7.3923E-06,0.0001922
US,TX,Dawson County,TXDawson County,0.003286819,3.28682E-05,0.000854573
US,TX,Deaf Smith County,TXDeaf Smith County,0.000630619,6.30619E-06,0.000163961
US,TX,Delta County,TXDelta County,9.88065E-05,9.88065E-07,2.56897E-05
US,TX,Denton County,TXDenton County,0.00029739,2.9739E-06,7.73213E-05
US,TX,Dewitt County,TXDewitt County,8.93021E-05,8.93021E-07,2.32186E-05
US,TX,Dickens County,TXDickens County,0.001568524,1.56852E-05,0.000407816
US,TX,Dimmit County,TXDimmit County,0.000110328,1.10328E-06,2.86853E-05
US,TX,Donley County,TXDonley County,0.000292175,2.92175E-06,7.59656E-05
US,TX,Duval County,TXDuval County,0.000102126,1.02126E-06,2.65528E-05
US,TX,Eastland County,TXEastland County,0.000432475,4.32475E-06,0.000112444
US,TX,Ector County,TXEctor County,0.000655162,6.55162E-06,0.000170342
US,TX,Edwards County,TXEdwards County,0.000168898,1.68898E-06,4.39135E-05
US,TX,El Paso County,TXEl Paso County,0.000194473,1.94473E-06,5.05629E-05
US,TX,Ellis County,TXEllis County,0.000224003,2.24003E-06,5.82409E-05
US,TX,Erath County,TXErath County,0.000260965,2.60965E-06,6.7851E-05
US,TX,Falls County,TXFalls County,0.000101028,1.01028E-06,2.62674E-05
US,TX,Fannin County,TXFannin County,0.000102403,1.02403E-06,2.66249E-05
US,TX,Fayette County,TXFayette County,9.6436E-05,9.6436E-07,2.50734E-05
US,TX,Fisher County,TXFisher County,0.000536025,5.36025E-06,0.000139366
US,TX,Floyd County,TXFloyd County,0.002371522,2.37152E-05,0.000616596
US,TX,Foard County,TXFoard County,0.000364669,3.64669E-06,9.4814E-05
US,TX,Fort Bend County,TXFort Bend County,8.94557E-05,8.94557E-07,2.32585E-05
US,TX,Franklin County,TXFranklin County,9.26452E-05,9.26452E-07,2.40878E-05
US,TX,Freestone County,TXFreestone County,6.60077E-05,6.60077E-07,1.7162E-05
US,TX,Frio County,TXFrio County,9.17558E-05,9.17558E-07,2.38565E-05
US,TX,Gaines County,TXGaines County,0.003509326,3.50933E-05,0.000912425
US,TX,Galveston County,TXGalveston County,6.32509E-05,6.32509E-07,1.64452E-05
US,TX,Garza County,TXGarza County,0.002932632,2.93263E-05,0.000762484
US,TX,Gillespie County,TXGillespie County,0.000118425,1.18425E-06,3.07904E-05
US,TX,Glasscock County,TXGlasscock County,0.000432875,4.32875E-06,0.000112547
US,TX,Goliad County,TXGoliad County,8.19081E-05,8.19081E-07,2.12961E-05
US,TX,Gonzales County,TXGonzales County,9.65328E-05,9.65328E-07,2.50985E-05
US,TX,Gray County,TXGray County,0.000161448,1.61448E-06,4.19766E-05
US,TX,Grayson County,TXGrayson County,0.00012066,1.2066E-06,3.13716E-05
US,TX,Gregg County,TXGregg County,8.43327E-05,8.43327E-07,2.19265E-05
US,TX,Grimes County,TXGrimes County,9.26084E-05,9.26084E-07,2.40782E-05
US,TX,Guadalupe County,TXGuadalupe County,0.000106274,1.06274E-06,2.76314E-05
US,TX,Hale County,TXHale County,0.003648547,3.64855E-05,0.000948622
US,TX,Hall County,TXHall County,0.000683521,6.83521E-06,0.000177715
US,TX,Hamilton County,TXHamilton County,0.000264563,2.64563E-06,6.87864E-05
US,TX,Hansford County,TXHansford County,0.000147837,1.47837E-06,3.84376E-05
US,TX,Hardeman County,TXHardeman County,0.000210551,2.10551E-06,5.47434E-05
US,TX,Hardin County,TXHardin County,5.62189E-05,5.62189E-07,1.46169E-05
US,TX,Harris County,TXHarris County,9.00968E-05,9.00968E-07,2.34252E-05
US,TX,Harrison County,TXHarrison County,9.08704E-05,9.08704E-07,2.36263E-05
US,TX,Hartley County,TXHartley County,0.00019917,1.9917E-06,5.17843E-05
US,TX,Haskell County,TXHaskell County,0.000569109,5.69109E-06,0.000147968
US,TX,Hays County,TXHays County,0.000105553,1.05553E-06,2.74438E-05
US,TX,Hemphill County,TXHemphill County,0.000106278,1.06278E-06,2.76322E-05
US,TX,Henderson County,TXHenderson County,9.42403E-05,9.42403E-07,2.45025E-05
US,TX,Hidalgo County,TXHidalgo County,0.00010946,1.0946E-06,2.84596E-05
US,TX,Hill County,TXHill County,0.000126118,1.26118E-06,3.27907E-05
US,TX,Hockley County,TXHockley County,0.005029354,5.02935E-05,0.001307632
US,TX,Hood County,TXHood County,0.000308388,3.08388E-06,8.01808E-05
US,TX,Hopkins County,TXHopkins County,9.39305E-05,9.39305E-07,2.44219E-05
US,TX,Houston County,TXHouston County,6.43512E-05,6.43512E-07,1.67313E-05
US,TX,Howard County,TXHoward County,0.000751862,7.51862E-06,0.000195484
US,TX,Hudspeth County,TXHudspeth County,0.000195889,1.95889E-06,5.09312E-05
US,TX,Hunt County,TXHunt County,0.000166162,1.66162E-06,4.32021E-05
US,TX,Hutchinson County,TXHutchinson County,0.000142815,1.42815E-06,3.71318E-05
US,TX,Irion County,TXIrion County,0.000267675,2.67675E-06,6.95956E-05
US,TX,Jack County,TXJack County,0.000355424,3.55424E-06,9.24102E-05
US,TX,Jackson County,TXJackson County,8.23858E-05,8.23858E-07,2.14203E-05
US,TX,Jasper County,TXJasper County,5.12739E-05,5.12739E-07,1.33312E-05
US,TX,Jeff Davis County,TXJeff Davis County,0.000212958,2.12958E-06,5.5369E-05
US,TX,Jefferson County,TXJefferson County,5.4256E-05,5.4256E-07,1.41066E-05
US,TX,Jim Hogg County,TXJim Hogg County,8.95016E-05,8.95016E-07,2.32704E-05
US,TX,Jim Wells County,TXJim Wells County,0.000106428,1.06428E-06,2.76713E-05
US,TX,Johnson County,TXJohnson County,0.000351403,3.51403E-06,9.13648E-05
US,TX,Jones County,TXJones County,0.000615634,6.15634E-06,0.000160065
US,TX,Karnes County,TXKarnes County,9.53083E-05,9.53083E-07,2.47801E-05
US,TX,Kaufman County,TXKaufman County,0.000202515,2.02515E-06,5.26539E-05
US,TX,Kendall County,TXKendall County,0.000128734,1.28734E-06,3.3471E-05
US,TX,Kenedy County,TXKenedy County,0.000120856,1.20856E-06,3.14226E-05
US,TX,Kent County,TXKent County,0.001074306,1.07431E-05,0.00027932
US,TX,Kerr County,TXKerr County,0.000111202,1.11202E-06,2.89125E-05
US,TX,Kimble County,TXKimble County,0.000122358,1.22358E-06,3.1813E-05
US,TX,King County,TXKing County,0.000999998,9.99998E-06,0.00026
US,TX,Kinney County,TXKinney County,9.73592E-05,9.73592E-07,2.53134E-05
US,TX,Kleberg County,TXKleberg County,0.000114432,1.14432E-06,2.97524E-05
US,TX,Knox County,TXKnox County,0.000525009,5.25009E-06,0.000136502
US,TX,La Salle County,TXLa Salle County,0.000116593,1.16593E-06,3.03142E-05
US,TX,Lamar County,TXLamar County,7.66037E-05,7.66037E-07,1.9917E-05
US,TX,Lamb County,TXLamb County,0.004283322,4.28332E-05,0.001113664
US,TX,Lampasas County,TXLampasas County,0.000195121,1.95121E-06,5.07314E-05
US,TX,Lavaca County,TXLavaca County,7.95871E-05,7.95871E-07,2.06927E-05
US,TX,Lee County,TXLee County,9.18751E-05,9.18751E-07,2.38875E-05
US,TX,Leon County,TXLeon County,6.8123E-05,6.8123E-07,1.7712E-05
US,TX,Liberty County,TXLiberty County,6.2966E-05,6.2966E-07,1.63712E-05
US,TX,Limestone County,TXLimestone County,7.39402E-05,7.39402E-07,1.92244E-05
US,TX,Lipscomb County,TXLipscomb County,0.00010311,1.0311E-06,2.68087E-05
US,TX,Live Oak County,TXLive Oak County,0.00011557,1.1557E-06,3.00482E-05
US,TX,Llano County,TXLlano County,0.000149109,1.49109E-06,3.87684E-05
US,TX,Loving County,TXLoving County,0.000471982,4.71982E-06,0.000122715
US,TX,Lubbock County,TXLubbock County,0.004034344,4.03434E-05,0.001048929
US,TX,Lynn County,TXLynn County,0.004280061,4.28006E-05,0.001112816
US,TX,Madison County,TXMadison County,7.33472E-05,7.33472E-07,1.90703E-05
US,TX,Marion County,TXMarion County,0.000104697,1.04697E-06,2.72211E-05
US,TX,Martin County,TXMartin County,0.001562415,1.56242E-05,0.000406228
US,TX,Mason County,TXMason County,0.000115874,1.15874E-06,3.01272E-05
US,TX,Matagorda County,TXMatagorda County,8.5749E-05,8.5749E-07,2.22947E-05
US,TX,Maverick County,TXMaverick County,9.64208E-05,9.64208E-07,2.50694E-05
US,TX,Mcculloch County,TXMcculloch County,0.000312146,3.12146E-06,8.1158E-05
US,TX,Mclennan County,TXMclennan County,0.000108344,1.08344E-06,2.81694E-05
US,TX,Mcmullen County,TXMcmullen County,0.000118138,1.18138E-06,3.0716E-05
US,TX,Medina County,TXMedina County,9.68316E-05,9.68316E-07,2.51762E-05
US,TX,Menard County,TXMenard County,0.000161368,1.61368E-06,4.19557E-05
US,TX,Midland County,TXMidland County,0.000684315,6.84315E-06,0.000177922
US,TX,Milam County,TXMilam County,9.1319E-05,9.1319E-07,2.37429E-05
US,TX,Mills County,TXMills County,0.000250924,2.50924E-06,6.52403E-05
US,TX,Mitchell County,TXMitchell County,0.000619406,6.19406E-06,0.000161046
US,TX,Montague County,TXMontague County,0.000101704,1.01704E-06,2.64431E-05
US,TX,Montgomery County,TXMontgomery County,8.951E-05,8.951E-07,2.32726E-05
US,TX,Moore County,TXMoore County,0.000162985,1.62985E-06,4.23761E-05
US,TX,Morris County,TXMorris County,0.000129258,1.29258E-06,3.3607E-05
US,TX,Motley County,TXMotley County,0.001245111,1.24511E-05,0.000323729
US,TX,Nacogdoches County,TXNacogdoches County,5.83887E-05,5.83887E-07,1.51811E-05
US,TX,Navarro County,TXNavarro County,0.00010709,1.0709E-06,2.78434E-05
US,TX,Newton County,TXNewton County,4.85219E-05,4.85219E-07,1.26157E-05
US,TX,Nolan County,TXNolan County,0.000545511,5.45511E-06,0.000141833
US,TX,Nueces County,TXNueces County,8.03097E-05,8.03097E-07,2.08805E-05
US,TX,Ochiltree County,TXOchiltree County,0.000121519,1.21519E-06,3.15949E-05
US,TX,Oldham County,TXOldham County,0.000319634,3.19634E-06,8.31047E-05
US,TX,Orange County,TXOrange County,5.12489E-05,5.12489E-07,1.33247E-05
US,TX,Palo Pinto County,TXPalo Pinto County,0.000298075,2.98075E-06,7.74994E-05
US,TX,Panola County,TXPanola County,6.36265E-05,6.36265E-07,1.65429E-05
US,TX,Parker County,TXParker County,0.000324256,3.24256E-06,8.43066E-05
US,TX,Parmer County,TXParmer County,0.001894621,1.89462E-05,0.000492601
US,TX,Pecos County,TXPecos County,0.000207893,2.07893E-06,5.40521E-05
US,TX,Polk County,TXPolk County,5.9377E-05,5.9377E-07,1.5438E-05
US,TX,Potter County,TXPotter County,0.000210271,2.10271E-06,5.46706E-05
US,TX,Presidio County,TXPresidio County,0.000172453,1.72453E-06,4.48378E-05
US,TX,Rains County,TXRains County,0.000122398,1.22398E-06,3.18235E-05
US,TX,Randall County,TXRandall County,0.000786303,7.86303E-06,0.000204439
US,TX,Reagan County,TXReagan County,0.00036758,3.6758E-06,9.55707E-05
US,TX,Real County,TXReal County,0.000148123,1.48123E-06,3.85119E-05
US,TX,Red River County,TXRed River County,9.33732E-05,9.33732E-07,2.4277E-05
US,TX,Reeves County,TXReeves County,0.000299143,2.99143E-06,7.77772E-05
US,TX,Refugio County,TXRefugio County,8.45452E-05,8.45452E-07,2.19818E-05
US,TX,Roberts County,TXRoberts County,0.000130427,1.30427E-06,3.39109E-05
US,TX,Robertson County,TXRobertson County,6.98968E-05,6.98968E-07,1.81732E-05
US,TX,Rockwall County,TXRockwall County,0.00028838,2.8838E-06,7.49789E-05
US,TX,Runnels County,TXRunnels County,0.000415293,4.15293E-06,0.000107976
US,TX,Rusk County,TXRusk County,6.88446E-05,6.88446E-07,1.78996E-05
US,TX,Sabine County,TXSabine County,5.19294E-05,5.19294E-07,1.35016E-05
US,TX,San Augustine County,TXSan Augustine County,5.50557E-05,5.50557E-07,1.43145E-05
US,TX,San Jacinto County,TXSan Jacinto County,7.03164E-05,7.03164E-07,1.82823E-05
US,TX,San Patricio County,TXSan Patricio County,9.93347E-05,9.93347E-07,2.5827E-05
US,TX,San Saba County,TXSan Saba County,0.000220579,2.20579E-06,5.73506E-05
US,TX,Schleicher County,TXSchleicher County,0.00015842,1.5842E-06,4.11891E-05
US,TX,Scurry County,TXScurry County,0.000837351,8.37351E-06,0.000217711
US,TX,Shackelford County,TXShackelford County,0.00060313,6.0313E-06,0.000156814
US,TX,Shelby County,TXShelby County,5.81486E-05,5.81486E-07,1.51186E-05
US,TX,Sherman County,TXSherman County,0.000146855,1.46855E-06,3.81824E-05
US,TX,Smith County,TXSmith County,8.82396E-05,8.82396E-07,2.29423E-05
US,TX,Somervell County,TXSomervell County,0.000231891,2.31891E-06,6.02916E-05
US,TX,Starr County,TXStarr County,9.06113E-05,9.06113E-07,2.35589E-05
US,TX,Stephens County,TXStephens County,0.000400846,4.00846E-06,0.00010422
US,TX,Sterling County,TXSterling County,0.000442258,4.42258E-06,0.000114987
US,TX,Stonewall County,TXStonewall County,0.000894004,8.94004E-06,0.000232441
US,TX,Sutton County,TXSutton County,0.000134798,1.34798E-06,3.50474E-05
US,TX,Swisher County,TXSwisher County,0.002336777,2.33678E-05,0.000607562
US,TX,Tarrant County,TXTarrant County,0.000913464,9.13464E-06,0.000237501
US,TX,Taylor County,TXTaylor County,0.000520746,5.20746E-06,0.000135394
US,TX,Terrell County,TXTerrell County,0.000259594,2.59594E-06,6.74943E-05
US,TX,Terry County,TXTerry County,0.00383314,3.83314E-05,0.000996616
US,TX,Throckmorton County,TXThrockmorton County,0.000414895,4.14895E-06,0.000107873
US,TX,Titus County,TXTitus County,0.000105036,1.05036E-06,2.73094E-05
US,TX,Tom Green County,TXTom Green County,0.000287729,2.87729E-06,7.48095E-05
US,TX,Travis County,TXTravis County,0.000120657,1.20657E-06,3.13708E-05
US,TX,Trinity County,TXTrinity County,6.47701E-05,6.47701E-07,1.68402E-05
US,TX,Tyler County,TXTyler County,5.45282E-05,5.45282E-07,1.41773E-05
US,TX,Upshur County,TXUpshur County,0.000103381,1.03381E-06,2.6879E-05
US,TX,Upton County,TXUpton County,0.000373079,3.73079E-06,9.70006E-05
US,TX,Uvalde County,TXUvalde County,9.46225E-05,9.46225E-07,2.46018E-05
US,TX,Val Verde County,TXVal Verde County,0.000170744,1.70744E-06,4.43935E-05
US,TX,Van Zandt County,TXVan Zandt County,0.000123544,1.23544E-06,3.21215E-05
US,TX,Victoria County,TXVictoria County,8.17967E-05,8.17967E-07,2.12671E-05
US,TX,Walker County,TXWalker County,8.51093E-05,8.51093E-07,2.21284E-05
US,TX,Waller County,TXWaller County,0.00011602,1.1602E-06,3.01653E-05
US,TX,Ward County,TXWard County,0.000408967,4.08967E-06,0.000106331
US,TX,Washington County,TXWashington County,9.62355E-05,9.62355E-07,2.50212E-05
US,TX,Webb County,TXWebb County,0.000102893,1.02893E-06,2.67521E-05
US,TX,Wharton County,TXWharton County,8.04367E-05,8.04367E-07,2.09135E-05
US,TX,Wheeler County,TXWheeler County,0.000147483,1.47483E-06,3.83455E-05
US,TX,Wichita County,TXWichita County,0.000117397,1.17397E-06,3.05233E-05
US,TX,Wilbarger County,TXWilbarger County,0.000198061,1.98061E-06,5.14959E-05
US,TX,Willacy County,TXWillacy County,0.000115877,1.15877E-06,3.0128E-05
US,TX,Williamson County,TXWilliamson County,0.000134538,1.34538E-06,3.49798E-05
US,TX,Wilson County,TXWilson County,0.000107561,1.07561E-06,2.79657E-05
US,TX,Winkler County,TXWinkler County,0.000655099,6.55099E-06,0.000170326
US,TX,Wise County,TXWise County,0.000359401,3.59401E-06,9.34444E-05
US,TX,Wood County,TXWood County,9.01095E-05,9.01095E-07,2.34285E-05
US,TX,Yoakum County,TXYoakum County,0.005124429,5.12443E-05,0.001332352
US,TX,Young County,TXYoung County,0.000326174,3.26174E-06,8.48053E-05
US,TX,Zapata County,TXZapata County,9.18338E-05,9.18338E-07,2.38768E-05
US,TX,Zavala County,TXZavala County,0.000100199,1.00199E-06,2.60518E-05
US,UT,Beaver County,UTBeaver County,1.90339E-05,1.90339E-07,4.9488E-06
US,UT,Box Elder County,UTBox Elder County,2.57542E-05,2.57542E-07,6.69609E-06
US,UT,Cache County,UTCache County,2.52083E-05,2.52083E-07,6.55417E-06
US,UT,Carbon County,UTCarbon County,2.13755E-05,2.13755E-07,5.55763E-06
US,UT,Daggett County,UTDaggett County,3.20583E-05,3.20583E-07,8.33517E-06
US,UT,Davis County,UTDavis County,1.94425E-05,1.94425E-07,5.05505E-06
US,UT,Duchesne County,UTDuchesne County,2.2378E-05,2.2378E-07,5.81828E-06
US,UT,Emery County,UTEmery County,2.21736E-05,2.21736E-07,5.76513E-06
US,UT,Garfield County,UTGarfield County,2.18713E-05,2.18713E-07,5.68655E-06
US,UT,Grand County,UTGrand County,3.22324E-05,3.22324E-07,8.38042E-06
US,UT,Iron County,UTIron County,2.06666E-05,2.06666E-07,5.37333E-06
US,UT,Juab County,UTJuab County,1.88362E-05,1.88362E-07,4.8974E-06
US,UT,Kane County,UTKane County,2.29951E-05,2.29951E-07,5.97874E-06
US,UT,Millard County,UTMillard County,1.88101E-05,1.88101E-07,4.89062E-06
US,UT,Morgan County,UTMorgan County,2.02397E-05,2.02397E-07,5.26232E-06
US,UT,Piute County,UTPiute County,1.80813E-05,1.80813E-07,4.70113E-06
US,UT,Rich County,UTRich County,2.50155E-05,2.50155E-07,6.50402E-06
US,UT,Salt Lake County,UTSalt Lake County,1.88456E-05,1.88456E-07,4.89986E-06
US,UT,San Juan County,UTSan Juan County,3.1156E-05,3.1156E-07,8.10057E-06
US,UT,Sanpete County,UTSanpete County,1.81712E-05,1.81712E-07,4.72452E-06
US,UT,Sevier County,UTSevier County,1.78073E-05,1.78073E-07,4.62991E-06
US,UT,Summit County,UTSummit County,2.17609E-05,2.17609E-07,5.65784E-06
US,UT,Tooele County,UTTooele County,2.07863E-05,2.07863E-07,5.40443E-06
US,UT,Uintah County,UTUintah County,3.34928E-05,3.34928E-07,8.70812E-06
US,UT,Utah County,UTUtah County,1.84259E-05,1.84259E-07,4.79073E-06
US,UT,Wasatch County,UTWasatch County,1.906E-05,1.906E-07,4.9556E-06
US,UT,Washington County,UTWashington County,2.17383E-05,2.17383E-07,5.65197E-06
US,UT,Wayne County,UTWayne County,2.28738E-05,2.28738E-07,5.9472E-06
US,UT,Weber County,UTWeber County,2.11261E-05,2.11261E-07,5.4928E-06
US,VA,Accomack County,VAAccomack County,2.48119E-05,2.48119E-07,6.4511E-06
US,VA,Albemarle County,VAAlbemarle County,2.54755E-05,2.54755E-07,6.62363E-06
US,VA,Alexandria City,VAAlexandria City,1.77134E-05,1.77134E-07,4.60548E-06
US,VA,Alleghany County,VAAlleghany County,2.39203E-05,2.39203E-07,6.21928E-06
US,VA,Amelia County,VAAmelia County,2.3806E-05,2.3806E-07,6.18956E-06
US,VA,Amherst County,VAAmherst County,2.44781E-05,2.44781E-07,6.36429E-06
US,VA,Appomattox County,VAAppomattox County,2.60193E-05,2.60193E-07,6.76501E-06
US,VA,Arlington County,VAArlington County,2.2942E-05,2.2942E-07,5.96492E-06
US,VA,Augusta County,VAAugusta County,2.42982E-05,2.42982E-07,6.31752E-06
