Zip Code,Index,WS Gate,EQ Gate,Country,State Code,County,Cresta Zone,WS Base Rate,EQ Base Rate,TRIA Rate
99832,116,0,151,US,AK,Hoonah-Angoon Census Area,N/A,0,5.82604E-05,0.05
99841,117,0,151,US,AK,Hoonah-Angoon Census Area,N/A,0,7.42923E-06,0.05
99801,118,0,151,US,AK,Juneau Borough,N/A,0,2.77671E-05,0.05
99802,119,0,151,US,AK,Juneau Borough,N/A,0,2.34633E-05,0.05
99803,120,0,151,US,AK,Juneau Borough,N/A,0,2.78162E-05,0.05
99811,121,0,151,US,AK,Juneau Borough,N/A,0,2.34644E-05,0.05
99812,122,0,151,US,AK,Juneau Borough,N/A,0,2.33703E-05,0.05
99821,123,0,151,US,AK,Juneau Borough,N/A,0,2.84493E-05,0.05
99824,124,0,151,US,AK,Juneau Borough,N/A,0,5.64584E-06,0.05
99850,125,0,151,US,AK,Juneau Borough,N/A,0,2.78156E-05,0.05
00004,126,0,151,US,AK,Kenai Peninsula Borough,N/A,0,0.00015095,0.05
00011,127,0,151,US,AK,Kenai Peninsula Borough,N/A,0,0.000952895,0.05
99556,128,0,151,US,AK,Kenai Peninsula Borough,N/A,0,0.000810996,0.05
99568,129,0,151,US,AK,Kenai Peninsula Borough,N/A,0,0.000777771,0.05
99572,130,0,151,US,AK,Kenai Peninsula Borough,N/A,0,0.000933764,0.05
99603,131,0,151,US,AK,Kenai Peninsula Borough,N/A,0,0.000945147,0.05
99605,132,0,151,US,AK,Kenai Peninsula Borough,N/A,0,0.000847161,0.05
99610,133,0,151,US,AK,Kenai Peninsula Borough,N/A,0,0.001378167,0.05
99611,134,0,151,US,AK,Kenai Peninsula Borough,N/A,0,0.000825093,0.05
99631,135,0,151,US,AK,Kenai Peninsula Borough,N/A,0,0.0005498,0.05
99635,136,0,151,US,AK,Kenai Peninsula Borough,N/A,0,0.000740907,0.05
99639,137,0,151,US,AK,Kenai Peninsula Borough,N/A,0,0.000814501,0.05
99663,138,0,151,US,AK,Kenai Peninsula Borough,N/A,0,0.000909432,0.05
99664,139,0,151,US,AK,Kenai Peninsula Borough,N/A,0,0.001107817,0.05
99669,140,0,151,US,AK,Kenai Peninsula Borough,N/A,0,0.001249187,0.05
99672,141,0,151,US,AK,Kenai Peninsula Borough,N/A,0,0.000928743,0.05
99682,142,0,151,US,AK,Kenai Peninsula Borough,N/A,0,0.000913013,0.05
99901,143,0,151,US,AK,Ketchikan Gateway Borough,N/A,0,1.77267E-06,0.05
99928,144,0,151,US,AK,Ketchikan Gateway Borough,N/A,0,2.14732E-06,0.05
99550,145,0,151,US,AK,Kodiak Island Borough,N/A,0,0.000587472,0.05
99608,146,0,151,US,AK,Kodiak Island Borough,N/A,0,0.000536917,0.05
99615,147,0,151,US,AK,Kodiak Island Borough,N/A,0,0.000568338,0.05
99619,148,0,151,US,AK,Kodiak Island Borough,N/A,0,0.000537691,0.05
99624,149,0,151,US,AK,Kodiak Island Borough,N/A,0,0.000815558,0.05
99643,150,0,151,US,AK,Kodiak Island Borough,N/A,0,0.000939168,0.05
99644,151,0,151,US,AK,Kodiak Island Borough,N/A,0,0.000526508,0.05
99697,152,0,151,US,AK,Kodiak Island Borough,N/A,0,0.000536918,0.05
00010,153,0,151,US,AK,Kusilvak,N/A,0,1.16957E-08,0.05
99554,154,0,151,US,AK,Kusilvak,N/A,0,2.99517E-07,0.05
99563,155,0,151,US,AK,Kusilvak,N/A,0,9.20092E-09,0.05
99581,156,0,151,US,AK,Kusilvak,N/A,0,8.98057E-07,0.05
99585,157,0,151,US,AK,Kusilvak,N/A,0,1.65418E-07,0.05
99604,158,0,151,US,AK,Kusilvak,N/A,0,4.89076E-08,0.05
99620,159,0,151,US,AK,Kusilvak,N/A,0,1.40258E-06,0.05
99632,160,0,151,US,AK,Kusilvak,N/A,0,1.45596E-09,0.05
99650,161,0,151,US,AK,Kusilvak,N/A,0,2.35174E-07,0.05
99657,162,0,151,US,AK,Kusilvak,N/A,0,7.99244E-06,0.05
99658,163,0,151,US,AK,Kusilvak,N/A,0,1.23856E-10,0.05
99662,164,0,151,US,AK,Kusilvak,N/A,0,5.67159E-08,0.05
99666,165,0,151,US,AK,Kusilvak,N/A,0,7.08245E-07,0.05
00006,166,0,151,US,AK,Matanuska-Susitna Borough,N/A,0,0.000659535,0.05
99623,167,0,151,US,AK,Matanuska-Susitna Borough,N/A,0,0.002139569,0.05
99629,168,0,151,US,AK,Matanuska-Susitna Borough,N/A,0,0.002095712,0.05
99645,169,0,151,US,AK,Matanuska-Susitna Borough,N/A,0,0.001633069,0.05
99652,170,0,151,US,AK,Matanuska-Susitna Borough,N/A,0,0.001934252,0.05
99654,171,0,151,US,AK,Matanuska-Susitna Borough,N/A,0,0.002156797,0.05
99667,172,0,151,US,AK,Matanuska-Susitna Borough,N/A,0,0.000128419,0.05
99674,173,0,151,US,AK,Matanuska-Susitna Borough,N/A,0,0.001530937,0.05
99676,174,0,151,US,AK,Matanuska-Susitna Borough,N/A,0,0.001695909,0.05
99683,175,0,151,US,AK,Matanuska-Susitna Borough,N/A,0,0.00075189,0.05
99687,176,0,151,US,AK,Matanuska-Susitna Borough,N/A,0,0.002094495,0.05
99688,177,0,151,US,AK,Matanuska-Susitna Borough,N/A,0,0.001235975,0.05
99694,178,0,151,US,AK,Matanuska-Susitna Borough,N/A,0,0.001902684,0.05
99659,179,0,151,US,AK,Nome Census Area,N/A,0,7.35615E-07,0.05
99671,180,0,151,US,AK,Nome Census Area,N/A,0,1.27516E-05,0.05
99684,181,0,151,US,AK,Nome Census Area,N/A,0,2.79378E-05,0.05
99739,182,0,151,US,AK,Nome Census Area,N/A,0,5.04021E-05,0.05
99742,183,0,151,US,AK,Nome Census Area,N/A,0,3.76618E-06,0.05
99753,184,0,151,US,AK,Nome Census Area,N/A,0,0.000170964,0.05
99762,185,0,151,US,AK,Nome Census Area,N/A,0,0.000165812,0.05
99769,186,0,151,US,AK,Nome Census Area,N/A,0,2.57916E-06,0.05
99771,187,0,151,US,AK,Nome Census Area,N/A,0,2.57454E-05,0.05
99772,188,0,151,US,AK,Nome Census Area,N/A,0,6.19204E-05,0.05
99778,189,0,151,US,AK,Nome Census Area,N/A,0,6.69119E-05,0.05
99783,190,0,151,US,AK,Nome Census Area,N/A,0,7.92411E-05,0.05
99784,191,0,151,US,AK,Nome Census Area,N/A,0,0.00018025,0.05
99785,192,0,151,US,AK,Nome Census Area,N/A,0,0.00057766,0.05
00007,193,0,151,US,AK,North Slope Borough,N/A,0,5.68489E-07,0.05
99721,194,0,151,US,AK,North Slope Borough,N/A,0,8.9295E-06,0.05
99723,195,0,151,US,AK,North Slope Borough,N/A,0,1.44321E-08,0.05
99734,196,0,151,US,AK,North Slope Borough,N/A,0,1.60601E-05,0.05
99747,197,0,151,US,AK,North Slope Borough,N/A,0,0.000234988,0.05
99759,198,0,151,US,AK,North Slope Borough,N/A,0,1.39883E-08,0.05
99766,199,0,151,US,AK,North Slope Borough,N/A,0,0.000156657,0.05
99782,200,0,151,US,AK,North Slope Borough,N/A,0,3.89328E-10,0.05
99789,201,0,151,US,AK,North Slope Borough,N/A,0,2.42354E-06,0.05
99791,202,0,151,US,AK,North Slope Borough,N/A,0,5.44223E-09,0.05
99727,203,0,151,US,AK,Northwest Arctic Borough,N/A,0,0.000145395,0.05
99736,204,0,151,US,AK,Northwest Arctic Borough,N/A,0,9.38762E-05,0.05
99749,205,0,151,US,AK,Northwest Arctic Borough,N/A,0,0.00017987,0.05
99750,206,0,151,US,AK,Northwest Arctic Borough,N/A,0,0.000122668,0.05
99751,207,0,151,US,AK,Northwest Arctic Borough,N/A,0,0.000137685,0.05
99752,208,0,151,US,AK,Northwest Arctic Borough,N/A,0,2.30378E-05,0.05
99761,209,0,151,US,AK,Northwest Arctic Borough,N/A,0,4.15659E-05,0.05
99763,210,0,151,US,AK,Northwest Arctic Borough,N/A,0,7.81219E-05,0.05
99770,211,0,151,US,AK,Northwest Arctic Borough,N/A,0,9.7662E-06,0.05
99773,212,0,151,US,AK,Northwest Arctic Borough,N/A,0,9.93095E-05,0.05
99786,213,0,151,US,AK,Northwest Arctic Borough,N/A,0,7.09708E-05,0.05
00003,214,0,151,US,AK,Peninsula And Lake Borough,N/A,0,0.000508705,0.05
00005,215,0,151,US,AK,Peninsula And Lake Borough,N/A,0,5.83072E-05,0.05
99548,216,0,151,US,AK,Peninsula And Lake Borough,N/A,0,0.000996378,0.05
99549,217,0,151,US,AK,Peninsula And Lake Borough,N/A,0,0.00044613,0.05
99564,218,0,151,US,AK,Peninsula And Lake Borough,N/A,0,0.000977042,0.05
99565,219,0,151,US,AK,Peninsula And Lake Borough,N/A,0,0.001909683,0.05
99579,220,0,151,US,AK,Peninsula And Lake Borough,N/A,0,0.000229066,0.05
99606,221,0,151,US,AK,Peninsula And Lake Borough,N/A,0,0.000114174,0.05
99625,222,0,151,US,AK,Peninsula And Lake Borough,N/A,0,0.000186785,0.05
99640,223,0,151,US,AK,Peninsula And Lake Borough,N/A,0,0.000178323,0.05
99647,224,0,151,US,AK,Peninsula And Lake Borough,N/A,0,7.36659E-05,0.05
99648,225,0,151,US,AK,Peninsula And Lake Borough,N/A,0,0.001576306,0.05
99649,226,0,151,US,AK,Peninsula And Lake Borough,N/A,0,0.000629974,0.05
99653,227,0,151,US,AK,Peninsula And Lake Borough,N/A,0,3.4569E-05,0.05
99830,228,0,151,US,AK,Petersburg Census Area,N/A,0,3.54602E-07,0.05
99833,229,0,151,US,AK,Petersburg Census Area,N/A,0,2.88563E-07,0.05
99836,230,0,151,US,AK,Petersburg Census Area,N/A,0,2.74366E-05,0.05
99918,231,0,151,US,AK,Prince Of Wales-Hyder Census Area,N/A,0,5.97263E-07,0.05
99919,232,0,151,US,AK,Prince Of Wales-Hyder Census Area,N/A,0,1.59793E-06,0.05
99921,233,0,151,US,AK,Prince Of Wales-Hyder Census Area,N/A,0,5.05243E-06,0.05
99922,234,0,151,US,AK,Prince Of Wales-Hyder Census Area,N/A,0,1.3713E-05,0.05
99923,235,0,151,US,AK,Prince Of Wales-Hyder Census Area,N/A,0,2.25116E-07,0.05
99925,236,0,151,US,AK,Prince Of Wales-Hyder Census Area,N/A,0,1.44426E-05,0.05
99926,237,0,151,US,AK,Prince Of Wales-Hyder Census Area,N/A,0,2.32135E-06,0.05
99927,238,0,151,US,AK,Prince Of Wales-Hyder Census Area,N/A,0,3.08597E-06,0.05
99950,239,0,151,US,AK,Prince Of Wales-Hyder Census Area,N/A,0,2.58938E-06,0.05
99835,240,0,151,US,AK,Sitka Borough,N/A,0,2.54763E-05,0.05
99840,241,0,151,US,AK,Skagway Municipality,N/A,0,0.000124202,0.05
99731,242,0,151,US,AK,Southeast Fairbanks Census Area,N/A,0,6.41793E-05,0.05
99732,243,0,151,US,AK,Southeast Fairbanks Census Area,N/A,0,2.30803E-07,0.05
99737,244,0,151,US,AK,Southeast Fairbanks Census Area,N/A,0,5.69146E-05,0.05
99738,245,0,151,US,AK,Southeast Fairbanks Census Area,N/A,0,3.15612E-06,0.05
99764,246,0,151,US,AK,Southeast Fairbanks Census Area,N/A,0,5.57238E-06,0.05
99776,247,0,151,US,AK,Southeast Fairbanks Census Area,N/A,0,2.99424E-05,0.05
99779,248,0,151,US,AK,Southeast Fairbanks Census Area,N/A,0,1.39518E-05,0.05
99780,249,0,151,US,AK,Southeast Fairbanks Census Area,N/A,0,2.02018E-07,0.05
99566,250,0,151,US,AK,Valdez-Cordova Census Area,N/A,0,0.000128133,0.05
99573,251,0,151,US,AK,Valdez-Cordova Census Area,N/A,0,6.86355E-05,0.05
99574,252,0,151,US,AK,Valdez-Cordova Census Area,N/A,0,0.000567432,0.05
99586,253,0,151,US,AK,Valdez-Cordova Census Area,N/A,0,4.06463E-05,0.05
99588,254,0,151,US,AK,Valdez-Cordova Census Area,N/A,0,0.000880528,0.05
99677,255,0,151,US,AK,Valdez-Cordova Census Area,N/A,0,0.00099303,0.05
99686,256,0,151,US,AK,Valdez-Cordova Census Area,N/A,0,0.001198876,0.05
99693,257,0,151,US,AK,Valdez-Cordova Census Area,N/A,0,0.000984001,0.05
99903,258,0,151,US,AK,Wrangell City And Borough,N/A,0,1.14755E-06,0.05
99929,259,0,151,US,AK,Wrangell City And Borough,N/A,0,4.20392E-07,0.05
99689,260,0,151,US,AK,Yakutat Borough,N/A,0,0.00015309,0.05
00002,261,0,151,US,AK,Yukon-Koyukuk Census Area,N/A,0,0.000182076,0.05
99558,262,0,151,US,AK,Yukon-Koyukuk Census Area,N/A,0,4.82632E-07,0.05
99584,263,0,151,US,AK,Yukon-Koyukuk Census Area,N/A,0,2.67485E-05,0.05
99590,264,0,151,US,AK,Yukon-Koyukuk Census Area,N/A,0,4.78426E-07,0.05
99602,265,0,151,US,AK,Yukon-Koyukuk Census Area,N/A,0,2.10463E-06,0.05
99627,266,0,151,US,AK,Yukon-Koyukuk Census Area,N/A,0,1.71689E-05,0.05
99665,267,0,151,US,AK,Yukon-Koyukuk Census Area,N/A,0,4.61946E-06,0.05
99675,268,0,151,US,AK,Yukon-Koyukuk Census Area,N/A,0,2.47657E-05,0.05
99691,269,0,151,US,AK,Yukon-Koyukuk Census Area,N/A,0,4.86366E-05,0.05
99720,270,0,151,US,AK,Yukon-Koyukuk Census Area,N/A,0,3.34652E-05,0.05
99722,271,0,151,US,AK,Yukon-Koyukuk Census Area,N/A,0,0.000129147,0.05
99724,272,0,151,US,AK,Yukon-Koyukuk Census Area,N/A,0,0.000351203,0.05
99726,273,0,151,US,AK,Yukon-Koyukuk Census Area,N/A,0,5.23244E-05,0.05
99730,274,0,151,US,AK,Yukon-Koyukuk Census Area,N/A,0,2.15807E-05,0.05
99733,275,0,151,US,AK,Yukon-Koyukuk Census Area,N/A,0,1.64016E-05,0.05
99740,276,0,151,US,AK,Yukon-Koyukuk Census Area,N/A,0,6.27265E-05,0.05
99741,277,0,151,US,AK,Yukon-Koyukuk Census Area,N/A,0,8.26383E-05,0.05
99745,278,0,151,US,AK,Yukon-Koyukuk Census Area,N/A,0,5.48664E-05,0.05
99746,279,0,151,US,AK,Yukon-Koyukuk Census Area,N/A,0,0.00050563,0.05
99748,280,0,151,US,AK,Yukon-Koyukuk Census Area,N/A,0,6.32623E-05,0.05
99754,281,0,151,US,AK,Yukon-Koyukuk Census Area,N/A,0,3.56199E-05,0.05
99756,282,0,151,US,AK,Yukon-Koyukuk Census Area,N/A,0,0.000118533,0.05
99757,283,0,151,US,AK,Yukon-Koyukuk Census Area,N/A,0,7.85352E-05,0.05
99758,284,0,151,US,AK,Yukon-Koyukuk Census Area,N/A,0,9.00039E-05,0.05
99760,285,0,151,US,AK,Yukon-Koyukuk Census Area,N/A,0,0.000471715,0.05
99765,286,0,151,US,AK,Yukon-Koyukuk Census Area,N/A,0,4.53717E-05,0.05
99767,287,0,151,US,AK,Yukon-Koyukuk Census Area,N/A,0,0.000352989,0.05
99768,288,0,151,US,AK,Yukon-Koyukuk Census Area,N/A,0,1.00658E-05,0.05
99774,289,0,151,US,AK,Yukon-Koyukuk Census Area,N/A,0,0.000403314,0.05
99777,290,0,151,US,AK,Yukon-Koyukuk Census Area,N/A,0,0.000160482,0.05
99781,291,0,151,US,AK,Yukon-Koyukuk Census Area,N/A,0,8.95526E-05,0.05
99788,292,0,151,US,AK,Yukon-Koyukuk Census Area,N/A,0,0.000103538,0.05
36003,293,0,161,US,AL,Autauga County,South East,0.000148978,1.80413E-05,0.05
36006,294,0,161,US,AL,Autauga County,South East,0.000111434,2.67024E-05,0.05
36008,295,0,161,US,AL,Autauga County,South East,0.000141868,1.70823E-05,0.05
36051,296,0,161,US,AL,Autauga County,South East,0.000100431,1.65434E-05,0.05
36066,297,0,161,US,AL,Autauga County,South East,0.00015583,1.25399E-05,0.05
36067,298,0,161,US,AL,Autauga County,South East,0.000142696,1.83501E-05,0.05
36068,299,0,161,US,AL,Autauga County,South East,0.000156749,1.7079E-05,0.05
36749,300,0,161,US,AL,Autauga County,South East,0.000115995,2.1203E-05,0.05
36507,301,7.1,161,US,AL,Baldwin County,South East,0.001061967,1.28646E-05,0.05
36511,302,7.1,161,US,AL,Baldwin County,South East,0.004594448,1.03249E-05,0.05
36526,303,7.1,161,US,AL,Baldwin County,South East,0.002420994,1.00034E-05,0.05
36527,304,7.1,161,US,AL,Baldwin County,South East,0.002295686,1.03428E-05,0.05
36530,305,7.1,161,US,AL,Baldwin County,South East,0.003364169,1.04415E-05,0.05
36532,306,7.1,161,US,AL,Baldwin County,South East,0.002986459,1.01748E-05,0.05
36533,307,7.1,161,US,AL,Baldwin County,South East,0.002182049,1.00838E-05,0.05
36535,308,7.1,161,US,AL,Baldwin County,South East,0.002906537,1.07902E-05,0.05
36536,309,7.1,161,US,AL,Baldwin County,South East,0.002703269,1.08972E-05,0.05
36542,310,7.1,161,US,AL,Baldwin County,South East,0.005663517,1.03999E-05,0.05
36547,311,7.1,161,US,AL,Baldwin County,South East,0.004066059,1.05381E-05,0.05
36549,312,7.1,161,US,AL,Baldwin County,South East,0.003024401,9.70358E-06,0.05
36550,313,7.1,161,US,AL,Baldwin County,South East,0.000534978,1.43489E-05,0.05
36551,314,7.1,161,US,AL,Baldwin County,South East,0.001808645,1.14309E-05,0.05
36555,315,7.1,161,US,AL,Baldwin County,South East,0.002869481,1.0857E-05,0.05
36559,316,7.1,161,US,AL,Baldwin County,South East,0.003301981,9.57522E-06,0.05
36561,317,7.1,161,US,AL,Baldwin County,South East,0.005878179,9.28332E-06,0.05
36562,318,7.1,161,US,AL,Baldwin County,South East,0.000886225,1.53758E-05,0.05
36564,319,7.1,161,US,AL,Baldwin County,South East,0.004540827,1.00838E-05,0.05
36567,320,7.1,161,US,AL,Baldwin County,South East,0.002155972,1.16585E-05,0.05
36574,321,7.1,161,US,AL,Baldwin County,South East,0.001560666,1.09421E-05,0.05
36576,322,7.1,161,US,AL,Baldwin County,South East,0.002353948,1.15746E-05,0.05
36577,323,7.1,161,US,AL,Baldwin County,South East,0.002657577,9.57522E-06,0.05
36578,324,7.1,161,US,AL,Baldwin County,South East,0.001261124,1.30406E-05,0.05
36579,325,7.1,161,US,AL,Baldwin County,South East,0.00065588,1.37085E-05,0.05
