Industry,Occupancy,Key,LiveIndicator,Buildings,MB,Contents,BI,BaseTIV,BaseConstruction,BaseSprinkler,BasePCCode,ATC Occupancy Group,ATC Code,Wildfire Load,Waiting Period Base (Days) - NACP,Waiting Period Base (Days) - OM,EB Code,Bpro risk class,OccupancyDescription
Transportation,Underground Rail Terminal,TransportationUnderground Rail Terminal,Live,0.000508028,0.000508028,0.000508028,0.000635035,50000000,4,No,0,Railroad,27,-0.25,3,2,B,Unknown,Placeholder - Description to follow
Unknown,Unknown,UnknownUnknown,Live,0.000881138,0.000881138,0.000881138,0.001101423,5000000,4,No,0,Unknown,0,-0.25,3,2,D,Unknown,Placeholder - Description to follow
Utilities,Construction Contractors,UtilitiesConstruction Contractors,Old,0.003337853,0.003337853,0.003337853,0.004172317,25000000,2,No,4,Construction,18,-0.25,3,30,D,Unknown,Placeholder - Description to follow
Utilities,Dam,UtilitiesDam,Live,0.000199966,0.000199966,0.000199966,0.000249957,100000000,6,Partial,0,Water,31,-0.25,3,30,D,Unknown,Placeholder - Description to follow
Utilities,Desalination,UtilitiesDesalination,Live,0.000958056,0.001916113,0.000958056,0.00119757,100000000,6,Partial,0,General Industrial,38,-0.25,3,30,D,Unknown,Placeholder - Description to follow
Utilities,Electric Power Distribution,UtilitiesElectric Power Distribution,Old,0.000958056,0.000958056,0.000958056,0.00119757,100000000,6,Partial,0,Electrical,30,-0.25,3,30,D,Unknown,Placeholder - Description to follow
Utilities,Substations,UtilitiesSubstations,Live,0.000718543,0.000718543,0.000718543,0.000898178,100000000,6,Partial,0,Electrical,30,-0.25,3,30,D,Unknown,Placeholder - Description to follow
Utilities,T&D,UtilitiesT&D,Live,0.000958056,0.000958056,0.000958056,0.00119757,100000000,6,Partial,0,Electrical,30,-0.25,3,30,D,Unknown,Placeholder - Description to follow
Utilities,Co-Generation,UtilitiesCo-Generation,Live,0.000479028,0.001437084,0.000479028,0.000598785,100000000,6,Partial,0,General Industrial,38,-0.25,3,30,D,Unknown,Placeholder - Description to follow
Utilities,Gas Fired Power Stations,UtilitiesGas Fired Power Stations,Live,0.000479028,0.001437084,0.000479028,0.000598785,100000000,6,Partial,0,General Industrial,38,-0.25,3,30,D,Unknown,Placeholder - Description to follow
Utilities,Nuclear Power Plant,UtilitiesNuclear Power Plant,Live,0.000479028,0.000958056,0.000479028,0.000598785,100000000,6,Partial,0,General Industrial,38,-0.25,3,30,D,Unknown,Placeholder - Description to follow
Utilities,"Highway, Street, and Bridge Construction","UtilitiesHighway, Street, and Bridge Construction",Old,0.002974372,0.002974372,0.002974372,0.003717965,60000000,3,No,0,Highway,26,-0.25,3,30,B,Unknown,Placeholder - Description to follow
Utilities,Hydro Electric Power,UtilitiesHydro Electric Power,Live,0.000718543,0.001724502,0.000718543,0.000898178,100000000,6,Partial,0,General Industrial,38,-0.25,3,30,D,Unknown,Placeholder - Description to follow
Utilities,Miscellaneous Waste Management,UtilitiesMiscellaneous Waste Management,Old,0.002575257,0.002575257,0.002575257,0.003219071,100000000,6,Partial,0,Sanitary Sewer,32,1,3,30,C,Low,Placeholder - Description to follow
Utilities,Natural Gas Distribution,UtilitiesNatural Gas Distribution,Live,0.000479028,0.000479028,0.000479028,0.000598785,100000000,6,Partial,0,Natural Gas,33,-0.25,3,30,D,Surch Fire,Placeholder - Description to follow
Utilities,Other Electric Power Generation,UtilitiesOther Electric Power Generation,Live,0.000479028,0.001437084,0.000479028,0.000598785,100000000,6,Partial,0,General Industrial,38,-0.25,3,30,D,Unknown,Placeholder - Description to follow
Utilities,Parking Garages,UtilitiesParking Garages,Old,0.002370288,0.002370288,0.002370288,0.00296286,14000000,6,No,0,Parking,11,-0.25,3,30,A,Medium,Placeholder - Description to follow
Utilities,Recycling - All Other,UtilitiesRecycling - All Other,Old,0.002436053,0.002436053,0.002436053,0.003045067,25000000,6,Partial,0,Light Fabrication and Assembly,13,1,3,30,D,Surch Fire,Placeholder - Description to follow
Utilities,Recycling - Metal,UtilitiesRecycling - Metal,Old,0.002784062,0.002784062,0.002784062,0.003480076,25000000,6,Partial,0,Light Fabrication and Assembly,13,1,3,30,D,Medium-High,Placeholder - Description to follow
Utilities,Recycling - Paper or Plastic,UtilitiesRecycling - Paper or Plastic,Old,0.002436053,0.002436053,0.002436053,0.003045067,25000000,6,Partial,0,Light Fabrication and Assembly,13,1,3,30,D,Surch Fire,Placeholder - Description to follow
Utilities,Services - All Other,UtilitiesServices - All Other,Old,0.000479028,0.000479028,0.000479028,0.000598785,100000000,6,Partial,0,Parking,11,-0.25,3,30,A,Medium,Placeholder - Description to follow
Utilities,Sewage Treatment Facilities,UtilitiesSewage Treatment Facilities,Old,0.000598785,0.000598785,0.000598785,0.000748481,100000000,6,Partial,0,Sanitary Sewer,32,-0.25,3,30,C,Low,Placeholder - Description to follow
Utilities,Solar Power Concentration,UtilitiesSolar Power Concentration,Live,0.002399588,0.002399588,0.002399588,0.002989486,100000000,6,Partial,0,Electrical,30,-0.25,3,30,D,Unknown,Placeholder - Description to follow
Utilities,Solar Power Generation,UtilitiesSolar Power Generation,Old,0.001520291,0.001520291,0.001520291,0.001900364,100000000,6,Partial,0,Electrical,30,-0.25,3,30,D,Unknown,Placeholder - Description to follow
Utilities,Solar Power PV,UtilitiesSolar Power PV,Live,0.00046594,0.00046594,0.00046594,0.000582425,100000000,6,Partial,0,Electrical,30,-0.25,3,30,D,Unknown,Placeholder - Description to follow
Utilities,Battery Energy Storage (BESS),UtilitiesBattery Energy Storage (BESS),Live,0.001018165,0.001018165,0.001018165,0.001272706,100000000,6,Partial,0,Electrical,30,-0.25,3,30,D,Unknown,Placeholder - Description to follow
Utilities,Thermal Power Generation,UtilitiesThermal Power Generation,Live,0.000479028,0.001437084,0.000479028,0.000598785,100000000,6,Partial,0,General Industrial,38,-0.25,3,30,D,Unknown,Placeholder - Description to follow
Utilities,Water & Sewage Treatment Facilities,UtilitiesWater & Sewage Treatment Facilities,Live,0.000598785,0.000598785,0.000598785,0.000748481,100000000,6,Partial,0,Sanitary Sewer,32,-0.25,3,30,C,Low,Placeholder - Description to follow
Utilities,Water and Sewer Line and Related Structures Construction,UtilitiesWater and Sewer Line and Related Structures Construction,Old,0.000479028,0.000479028,0.000479028,0.000598785,100000000,6,Partial,0,Water,31,-0.25,3,30,C,Low,Placeholder - Description to follow
Utilities,Water Supply and Irrigation Systems,UtilitiesWater Supply and Irrigation Systems,Live,0.000479028,0.000479028,0.000479028,0.000598785,100000000,6,Partial,0,Water,31,-0.25,3,30,C,Low,Placeholder - Description to follow
Utilities,Water Works,UtilitiesWater Works,Old,0.000479028,0.000479028,0.000479028,0.000598785,100000000,6,Partial,0,Water,31,-0.25,3,30,C,Low,Placeholder - Description to follow
Utilities,Wind Power Generation,UtilitiesWind Power Generation,Live,0.000327884,0.000327884,0.000327884,0.000409855,100000000,6,Partial,0,General Industrial,38,-0.25,3,30,D,Unknown,Placeholder - Description to follow
