Location and Nationality,Sex,Age Attained,q(Natural only),q(Non-natural only),"Pure risk rate",Code
Finland,F,32,0.089463629,0.053582051,0.14304568,FinlandF32
Finland,F,33,0.09782395,0.054844916,0.152668866,FinlandF33
Finland,F,34,0.106853077,0.056086362,0.162939438,FinlandF34
Finland,F,35,0.116599716,0.057301232,0.173900948,FinlandF35
Finland,F,36,0.127115871,0.058484006,0.185599877,FinlandF36
Finland,F,37,0.138457046,0.059628788,0.198085835,FinlandF37
Finland,F,38,0.155595062,0.062709213,0.218304275,FinlandF38
Finland,F,39,0.174713599,0.065872795,0.240586394,FinlandF39
Finland,F,40,0.196030698,0.06911213,0.265142828,FinlandF40
Finland,F,41,0.219787496,0.072418219,0.292205715,FinlandF41
Finland,F,42,0.246250578,0.075780308,0.322030886,FinlandF42
Finland,F,43,0.279383722,0.080239491,0.359623213,FinlandF43
Finland,F,44,0.316770689,0.084833199,0.401603888,FinlandF44
Finland,F,45,0.358938389,0.089546794,0.448485183,FinlandF45
Finland,F,46,0.406477066,0.094362107,0.500839173,FinlandF46
Finland,F,47,0.460047704,0.099257011,0.559304715,FinlandF47
Finland,F,48,0.520641604,0.1042553,0.624896904,FinlandF48
Finland,F,49,0.588901337,0.109280049,0.698181385,FinlandF49
Finland,F,50,0.665765838,0.114294431,0.780060269,FinlandF50
Finland,F,51,0.752285826,0.119255632,0.871541458,FinlandF51
Finland,F,52,0.849636749,0.12411431,0.973751059,FinlandF52
Finland,F,53,0.961243403,0.129097447,1.09034085,FinlandF53
Finland,F,54,1.087012304,0.133877941,1.220890244,FinlandF54
Finland,F,55,1.228688935,0.138381728,1.367070663,FinlandF55
Finland,F,56,1.388228239,0.142525411,1.53075365,FinlandF56
Finland,F,57,1.567819092,0.146215741,1.714034834,FinlandF57
Finland,F,58,1.759287616,0.148452722,1.907740338,FinlandF58
Finland,F,59,1.973342143,0.149994633,2.123336777,FinlandF59
Finland,F,60,2.212566923,0.150731151,2.363298074,FinlandF60
Finland,F,61,2.479833328,0.150544409,2.630377737,FinlandF61
Finland,F,62,2.778330788,0.149309663,2.927640451,FinlandF62
Finland,F,63,3.067227167,0.16483518,3.232062347,FinlandF63
Finland,F,64,3.386163568,0.181975071,3.568138639,FinlandF64
Finland,F,65,3.738263613,0.200897202,3.939160814,FinlandF65
Finland,F,66,4.126975723,0.221786893,4.348762616,FinlandF66
Finland,F,67,4.556106893,0.244848737,4.80095563,FinlandF67
Finland,F,68,5.065739703,0.272236802,5.337976505,FinlandF68
Finland,F,69,5.63237855,0.302688415,5.935066966,FinlandF69
Finland,F,70,6.262399964,0.336546257,6.598946221,FinlandF70
Finland,F,71,6.962893733,0.374191339,7.337085072,FinlandF71
Finland,F,72,7.741742689,0.416047289,8.157789978,FinlandF72
Finland,F,73,8.642248761,0.464441187,9.106689949,FinlandF73
Finland,F,74,9.647500137,0.51846418,10.16596432,FinlandF74
Finland,F,75,10.76968061,0.578771034,11.34845164,FinlandF75
France,F,17,0.036309323,0.0652112,0.101520523,FranceF17
France,F,18,0.038826885,0.063970238,0.102797123,FranceF18
France,F,19,0.041369337,0.06272044,0.104089776,FranceF19
France,F,20,0.043936495,0.061462189,0.105398684,FranceF20
France,F,21,0.046528164,0.060195887,0.106724051,FranceF21
France,F,22,0.049144133,0.058921952,0.108066085,FranceF22
France,F,23,0.052658269,0.058613771,0.11127204,FranceF23
France,F,24,0.056301682,0.058271423,0.114573105,FranceF24
France,F,25,0.060077883,0.057894219,0.117972102,FranceF25
France,F,26,0.063990444,0.057481492,0.121471936,FranceF26
France,F,27,0.068043001,0.057032596,0.125075597,FranceF27
France,F,28,0.073439449,0.057486397,0.130925846,FranceF28
France,F,29,0.079148824,0.057900908,0.137049732,FranceF29
France,F,30,0.085186581,0.058273475,0.143460056,FranceF30
France,F,31,0.091568841,0.058601373,0.150170214,FranceF31
France,F,32,0.098312416,0.058881815,0.15719423,FranceF32
France,F,33,0.107182008,0.060091504,0.167273512,FranceF33
France,F,34,0.116728946,0.06127013,0.177999076,FranceF34
France,F,35,0.127000042,0.062412321,0.189412363,FranceF35
France,F,36,0.138045098,0.063512371,0.201557469,FranceF36
France,F,37,0.149917079,0.064564239,0.214481318,FranceF37
France,F,38,0.167681945,0.067580569,0.235262514,FranceF38
France,F,39,0.187400888,0.070656322,0.25805721,FranceF39
France,F,40,0.209277946,0.073782548,0.283060494,FranceF40
France,F,41,0.233537593,0.076948766,0.310486359,FranceF41
France,F,42,0.260426707,0.080142821,0.340569528,FranceF42
France,F,43,0.293613415,0.084326284,0.377939699,FranceF43
France,F,44,0.330815857,0.088594584,0.419410441,FranceF44
France,F,45,0.372501283,0.092930421,0.465431704,FranceF45
France,F,46,0.419189548,0.097313261,0.516502809,FranceF46
France,F,47,0.471458858,0.10171901,0.573177868,FranceF47
France,F,48,0.530654422,0.106260305,0.636914727,FranceF48
France,F,49,0.59696304,0.110776026,0.707739067,FranceF49
France,F,50,0.671209965,0.115229044,0.786439009,FranceF50
France,F,51,0.75431328,0.119577033,0.873890313,FranceF51
France,F,52,0.847294035,0.123772088,0.971066123,FranceF52
France,F,53,0.954602618,0.128205573,1.08280819,FranceF53
France,F,54,1.075008992,0.132399596,1.207408588,FranceF54
France,F,55,1.210062974,0.136283969,1.346346944,FranceF55
France,F,56,1.361492609,0.13978054,1.50127315,FranceF56
France,F,57,1.531224082,0.142802869,1.674026951,FranceF57
France,F,58,1.714635507,0.144684875,1.859320382,FranceF58
France,F,59,1.919241047,0.145882384,2.065123431,FranceF59
France,F,60,2.147413669,0.146292585,2.293706254,FranceF60
France,F,61,2.401784044,0.145806234,2.547590279,FranceF61
France,F,62,2.685267649,0.144308377,2.829576027,FranceF62
France,F,63,2.95050301,0.158562332,3.109065342,FranceF63
France,F,64,3.2419368,0.174224212,3.416161011,FranceF64
France,F,65,3.562156751,0.191433081,3.753589832,FranceF65
France,F,66,3.914006195,0.210341745,4.12434794,FranceF66
France,F,67,4.300609312,0.231118098,4.531727409,FranceF67
France,F,68,4.769877123,0.256336916,5.026214039,FranceF68
France,F,69,5.290349837,0.284307525,5.574657362,FranceF69
France,F,70,5.867614757,0.315330192,6.182944949,FranceF70
France,F,71,6.507868855,0.349737947,6.857606801,FranceF71
France,F,72,7.217985295,0.387900158,7.605885453,FranceF72
France,F,73,8.032360531,0.431665318,8.46402585,FranceF73
France,F,74,8.938618336,0.480368319,9.418986656,FranceF74
France,F,75,9.947125437,0.534566277,10.48169171,FranceF75
Germany,F,17,0.034711214,0.062341012,0.097052226,GermanyF17
Germany,F,18,0.037439588,0.061684562,0.09912415,GermanyF18
Germany,F,19,0.040236846,0.061003461,0.101240307,GermanyF19
Germany,F,20,0.043104008,0.060297633,0.103401641,GermanyF20
Germany,F,21,0.04604209,0.059567027,0.105609116,GermanyF21
Germany,F,22,0.049052104,0.058811613,0.107863718,GermanyF22
Germany,F,23,0.05267919,0.058637058,0.111316248,GermanyF23
Germany,F,24,0.056452142,0.058427147,0.114879288,GermanyF24
Germany,F,25,0.060375427,0.058180948,0.118556375,GermanyF25
Germany,F,26,0.064453612,0.057897547,0.122351159,GermanyF26
Germany,F,27,0.068691364,0.057576044,0.126267408,GermanyF27
Germany,F,28,0.074250379,0.05812117,0.132371549,GermanyF28
Germany,F,29,0.080142763,0.058628019,0.138770782,GermanyF29
Germany,F,30,0.086385652,0.059093721,0.145479373,GermanyF30
Germany,F,31,0.092996954,0.059515324,0.152512277,GermanyF31
Germany,F,32,0.099995385,0.059889788,0.159885173,GermanyF32
Germany,F,33,0.109161324,0.061201205,0.170362529,GermanyF33
Germany,F,34,0.119042155,0.062484316,0.181526471,GermanyF34
Germany,F,35,0.129688478,0.063733513,0.193421992,GermanyF35
Germany,F,36,0.141154208,0.064942824,0.206097032,GermanyF36
Germany,F,37,0.153496779,0.066105895,0.219602674,GermanyF37
Germany,F,38,0.171954446,0.069302507,0.241256953,GermanyF38
Germany,F,39,0.192476495,0.072569994,0.265046488,GermanyF39
Germany,F,40,0.215282374,0.075899456,0.291181829,GermanyF40
Germany,F,41,0.240613927,0.079280361,0.319894288,GermanyF41
Germany,F,42,0.268737599,0.082700387,0.351437986,GermanyF42
Germany,F,43,0.303769621,0.087243164,0.391012785,GermanyF43
Germany,F,44,0.34314707,0.091896961,0.43504403,GermanyF44
Germany,F,45,0.387388995,0.09664456,0.484033555,GermanyF45
Germany,F,46,0.437074514,0.101465188,0.538539702,GermanyF46
Germany,F,47,0.492849555,0.106334133,0.599183689,GermanyF47
Germany,F,48,0.555938547,0.111323297,0.667261844,GermanyF48
Germany,F,49,0.626768086,0.116306829,0.743074915,GermanyF49
Germany,F,50,0.706256175,0.121245553,0.827501728,GermanyF50
Germany,F,51,0.795426484,0.126094478,0.921520961,GermanyF51
Germany,F,52,0.89542017,0.130802318,1.026222488,GermanyF52
Germany,F,53,1.010308015,0.13568695,1.145994965,GermanyF53
Germany,F,54,1.139414463,0.140331863,1.279746327,GermanyF54
Germany,F,55,1.284446612,0.144661465,1.429108077,GermanyF55
Germany,F,56,1.44731088,0.148591256,1.595902136,GermanyF56
Germany,F,57,1.630135643,0.15202742,1.782163063,GermanyF57
Germany,F,58,1.826502412,0.154124461,1.980626873,GermanyF58
Germany,F,59,2.045697457,0.155494393,2.20119185,GermanyF59
Germany,F,60,2.290292968,0.156026239,2.446319207,GermanyF60
Germany,F,61,2.563142351,0.155601889,2.71874424,GermanyF61
Germany,F,62,2.867410001,0.154096849,3.02150685,GermanyF62
Germany,F,63,3.158421584,0.169736039,3.328157622,GermanyF63
Germany,F,64,3.478967743,0.186962439,3.665930183,GermanyF64
Germany,F,65,3.832045925,0.205937136,4.037983061,GermanyF65
Germany,F,66,4.220957783,0.226837563,4.447795346,GermanyF66
Germany,F,67,4.649340053,0.24985916,4.899199213,GermanyF67
Germany,F,68,5.161951446,0.277407296,5.439358742,GermanyF68
Germany,F,69,5.731080632,0.307992742,6.039073375,GermanyF69
Germany,F,70,6.362958962,0.341950376,6.704909338,GermanyF70
Germany,F,71,7.06450482,0.379651998,7.444156817,GermanyF71
Germany,F,72,7.843399375,0.421510398,8.264909774,GermanyF72
Germany,F,73,8.738342017,0.469605314,9.207947331,GermanyF73
Germany,F,74,9.735398843,0.523187925,10.25858677,GermanyF74
Germany,F,75,10.84622122,0.582884386,11.42910561,GermanyF75
Gibraltar,F,17,0.032429508,0.05824309,0.090672598,GibraltarF17
Gibraltar,F,18,0.033840625,0.055754997,0.089595621,GibraltarF18
Gibraltar,F,19,0.035185846,0.053345591,0.088531437,GibraltarF19
Gibraltar,F,20,0.036466868,0.051013024,0.087479892,GibraltarF20
Gibraltar,F,21,0.037685353,0.048755485,0.086440837,GibraltarF21
Gibraltar,F,22,0.038842927,0.046571197,0.085414124,GibraltarF22
Gibraltar,F,23,0.041437072,0.046123488,0.087560559,GibraltarF23
Gibraltar,F,24,0.044108882,0.045652052,0.089760934,GibraltarF24
Gibraltar,F,25,0.046859915,0.045156688,0.092016603,GibraltarF25
Gibraltar,F,26,0.04969174,0.044637217,0.094328957,GibraltarF26
Gibraltar,F,27,0.052605935,0.044093485,0.09669942,GibraltarF27
Gibraltar,F,28,0.05668646,0.044372614,0.101059073,GibraltarF28
Gibraltar,F,29,0.060994831,0.044620449,0.10561528,GibraltarF29
Gibraltar,F,30,0.065541804,0.044835097,0.110376901,GibraltarF30
Gibraltar,F,31,0.070338574,0.045014625,0.115353198,GibraltarF31
Gibraltar,F,32,0.075396789,0.045157061,0.12055385,GibraltarF32
Gibraltar,F,33,0.082132572,0.046047558,0.12818013,GibraltarF33
Gibraltar,F,34,0.089376048,0.046912803,0.136288851,GibraltarF34
Gibraltar,F,35,0.097161788,0.047748745,0.144910533,GibraltarF35
Gibraltar,F,36,0.105526533,0.048551093,0.154077626,GibraltarF36
Gibraltar,F,37,0.114509322,0.04931531,0.163824632,GibraltarF37
Gibraltar,F,38,0.128261644,0.051693072,0.179954716,GibraltarF38
Gibraltar,F,39,0.143549906,0.054123054,0.19767296,GibraltarF39
Gibraltar,F,40,0.160537132,0.0565986,0.217135732,GibraltarF40
Gibraltar,F,41,0.17940296,0.059111838,0.238514798,GibraltarF41
Gibraltar,F,42,0.200345269,0.061653566,0.261998835,GibraltarF42
Gibraltar,F,43,0.225554975,0.064779781,0.290334757,GibraltarF43
Gibraltar,F,44,0.253773213,0.067962075,0.321735289,GibraltarF44
Gibraltar,F,45,0.285344941,0.071186937,0.356531878,GibraltarF45
Gibraltar,F,46,0.320653359,0.074438459,0.395091818,GibraltarF46
Gibraltar,F,47,0.360124022,0.077698103,0.437822125,GibraltarF47
Gibraltar,F,48,0.40490718,0.081080189,0.485987369,GibraltarF48
Gibraltar,F,49,0.455015858,0.08443546,0.539451318,GibraltarF49
Gibraltar,F,50,0.511061169,0.08773572,0.598796889,GibraltarF50
Gibraltar,F,51,0.573722181,0.090948944,0.664671125,GibraltarF51
Gibraltar,F,52,0.643753251,0.094039,0.737792251,GibraltarF52
Gibraltar,F,53,0.725282312,0.097407269,0.822689582,GibraltarF53
Gibraltar,F,54,0.81676241,0.100593589,0.917356,GibraltarF54
Gibraltar,F,55,0.919370993,0.103544634,1.022915628,GibraltarF55
Gibraltar,F,56,1.034420914,0.106201028,1.140621942,GibraltarF56
Gibraltar,F,57,1.163375557,0.108497097,1.271872654,GibraltarF57
Gibraltar,F,58,1.303201473,0.109967128,1.413168601,GibraltarF58
Gibraltar,F,59,1.459243736,0.11091778,1.570161515,GibraltarF59
Gibraltar,F,60,1.633324936,0.111270283,1.744595219,GibraltarF60
Gibraltar,F,61,1.827466396,0.110940863,1.938407259,GibraltarF61
Gibraltar,F,62,2.043909157,0.109841272,2.153750429,GibraltarF62
Gibraltar,F,63,2.235514647,0.1201383,2.355652947,GibraltarF63
Gibraltar,F,64,2.445082121,0.13140062,2.57648274,GibraltarF64
Gibraltar,F,65,2.674295418,0.143718721,2.818014139,GibraltarF65
Gibraltar,F,66,2.924996229,0.157191578,3.082187807,GibraltarF66
Gibraltar,F,67,3.199198893,0.171927443,3.371126336,GibraltarF67
Gibraltar,F,68,3.542606433,0.190382432,3.732988865,GibraltarF68
Gibraltar,F,69,3.922875932,0.210818412,4.133694344,GibraltarF69
Gibraltar,F,70,4.343964217,0.233448024,4.577412242,GibraltarF70
Gibraltar,F,71,4.810252847,0.258506739,5.068759585,GibraltarF71
Gibraltar,F,72,5.326593703,0.286255299,5.612849003,GibraltarF72
Gibraltar,F,73,5.918091037,0.318042827,6.236133864,GibraltarF73
Gibraltar,F,74,6.575271828,0.353360235,6.928632063,GibraltarF74
Gibraltar,F,75,7.305429968,0.392599503,7.698029471,GibraltarF75
Iceland,F,17,0.025371473,0.045566926,0.0709384,IcelandF17
Iceland,F,18,0.027262456,0.044916965,0.072179421,IcelandF18
Iceland,F,19,0.029188776,0.044253378,0.073442154,IcelandF19
Iceland,F,20,0.031150688,0.043576289,0.074726977,IcelandF20
Iceland,F,21,0.033148436,0.042885841,0.076034277,IcelandF21
Iceland,F,22,0.035182256,0.042182191,0.077364447,IcelandF22
Iceland,F,23,0.037786861,0.042060449,0.07984731,IcelandF23
Iceland,F,24,0.040496533,0.041913323,0.082409856,IcelandF24
Iceland,F,25,0.043314501,0.04174014,0.085054641,IcelandF25
Iceland,F,26,0.04624407,0.041540236,0.087784306,IcelandF26
Iceland,F,27,0.049288616,0.041312959,0.090601575,IcelandF27
Iceland,F,28,0.053340571,0.041753543,0.095094114,IcelandF28
Iceland,F,29,0.057641836,0.042167583,0.09980942,IcelandF29
Iceland,F,30,0.062205619,0.042552918,0.104758537,IcelandF30
Iceland,F,31,0.067045747,0.042907312,0.109953059,IcelandF31
Iceland,F,32,0.072176692,0.043228463,0.115405155,IcelandF32
Iceland,F,33,0.078942114,0.04425883,0.123200944,IcelandF33
Iceland,F,34,0.086250908,0.045272441,0.13152335,IcelandF34
Iceland,F,35,0.094142826,0.046265121,0.140407947,IcelandF35
Iceland,F,36,0.102660319,0.047232392,0.149892711,IcelandF36
Iceland,F,37,0.111848711,0.048169474,0.160018186,IcelandF37
Iceland,F,38,0.126014981,0.050787603,0.176802584,IcelandF38
Iceland,F,39,0.141861165,0.053486343,0.195347508,IcelandF39
Iceland,F,40,0.159577386,0.056260234,0.21583762,IcelandF40
Iceland,F,41,0.179374492,0.059102458,0.23847695,IcelandF41
Iceland,F,42,0.201486247,0.062004686,0.263490934,IcelandF42
Iceland,F,43,0.22902949,0.065777668,0.294807158,IcelandF43
Iceland,F,44,0.260170141,0.069675213,0.329845354,IcelandF44
Iceland,F,45,0.295361938,0.073685946,0.369047884,IcelandF45
Iceland,F,46,0.335114195,0.077795488,0.412909683,IcelandF46
Iceland,F,47,0.37999843,0.081986081,0.461984511,IcelandF47
Iceland,F,48,0.430814436,0.086267958,0.517082394,IcelandF48
Iceland,F,49,0.488164688,0.090586755,0.578751443,IcelandF49
Iceland,F,50,0.552863312,0.094912045,0.647775357,IcelandF50
Iceland,F,51,0.625823096,0.099208208,0.725031304,IcelandF51
Iceland,F,52,0.708067139,0.103433926,0.811501065,IcelandF52
Iceland,F,53,0.802628357,0.107795041,0.910423397,IcelandF53
Iceland,F,54,0.909401284,0.112003121,1.021404405,IcelandF54
Iceland,F,55,1.029918897,0.115995149,1.145914046,IcelandF55
Iceland,F,56,1.165901685,0.119699781,1.285601467,IcelandF56
Iceland,F,57,1.319280006,0.123036838,1.442316844,IcelandF57
Iceland,F,58,1.482321339,0.125081673,1.607403012,IcelandF58
Iceland,F,59,1.664839568,0.126545212,1.79138478,IcelandF59
Iceland,F,60,1.869092939,0.127331981,1.99642492,IcelandF60
Iceland,F,61,2.09759412,0.127339634,2.224933753,IcelandF61
Iceland,F,62,2.353138011,0.126459472,2.479597483,IcelandF62
Iceland,F,63,2.597087229,0.139569493,2.736656722,IcelandF63
Iceland,F,64,2.8663266,0.154038627,3.020365227,IcelandF64
Iceland,F,65,3.163477948,0.170007772,3.33348572,IcelandF65
Iceland,F,66,3.491434901,0.187632434,3.679067335,IcelandF66
Iceland,F,67,3.853391067,0.207084241,4.060475308,IcelandF67
Iceland,F,68,4.286939442,0.230383468,4.51732291,IcelandF68
Iceland,F,69,4.76926672,0.256304112,5.025570833,IcelandF69
Iceland,F,70,5.30586106,0.285141111,5.591002171,IcelandF70
Iceland,F,71,5.902828095,0.317222585,6.220050679,IcelandF71
Iceland,F,72,6.566960409,0.352913573,6.919873982,IcelandF72
Iceland,F,73,7.341162975,0.394519823,7.735682798,IcelandF73
Iceland,F,74,8.206639066,0.441031183,8.647670248,IcelandF74
Iceland,F,75,9.174149243,0.493025934,9.667175177,IcelandF75
Ireland,F,17,0.035278775,0.063360347,0.098639123,IrelandF17
Ireland,F,18,0.037785292,0.062254136,0.100039428,IrelandF18
Ireland,F,19,0.040324007,0.061135605,0.101459612,IrelandF19
Ireland,F,20,0.042894876,0.060005081,0.102899957,IrelandF20
Ireland,F,21,0.045497843,0.058862907,0.10436075,IrelandF21
Ireland,F,22,0.048132835,0.057709445,0.10584228,IrelandF22
Ireland,F,23,0.05159771,0.057433265,0.109030975,IrelandF23
Ireland,F,24,0.055192401,0.057123333,0.112315735,IrelandF24
Ireland,F,25,0.058920526,0.056778929,0.115699454,IrelandF25
Ireland,F,26,0.062785765,0.05639935,0.119185115,IrelandF26
Ireland,F,27,0.06679187,0.055983917,0.122775787,IrelandF27
Ireland,F,28,0.072115304,0.056449892,0.128565196,IrelandF28
Ireland,F,29,0.077749997,0.056877603,0.134627601,IrelandF29
Ireland,F,30,0.083711474,0.0572644,0.140975874,IrelandF30
Ireland,F,31,0.090015936,0.05760756,0.147623496,IrelandF31
Ireland,F,32,0.096680289,0.057904293,0.154584582,IrelandF32
Ireland,F,33,0.10544275,0.05911639,0.164559141,IrelandF33
Ireland,F,34,0.114878475,0.060298832,0.175177307,IrelandF34
Ireland,F,35,0.125034316,0.061446293,0.186480609,IrelandF35
Ireland,F,36,0.135960141,0.062553115,0.198513256,IrelandF36
Ireland,F,37,0.147709011,0.063613298,0.211322309,IrelandF37
Ireland,F,38,0.165327483,0.066631654,0.231959136,IrelandF38
Ireland,F,39,0.184898448,0.06971282,0.254611268,IrelandF39
Ireland,F,40,0.206627423,0.072848086,0.279475509,IrelandF40
Ireland,F,41,0.23074068,0.076027205,0.306767885,IrelandF41
Ireland,F,42,0.257487269,0.079238249,0.336725517,IrelandF42
Ireland,F,43,0.290563792,0.083450426,0.374014218,IrelandF43
Ireland,F,44,0.327677995,0.087754244,0.415432239,IrelandF44
Ireland,F,45,0.369304067,0.09213279,0.461436857,IrelandF45
Ireland,F,46,0.415970107,0.09656588,0.512535987,IrelandF46
Ireland,F,47,0.468264069,0.101029723,0.569293792,IrelandF47
Ireland,F,48,0.527465958,0.105621835,0.633087793,IrelandF48
Ireland,F,49,0.593834884,0.110195547,0.704030431,IrelandF49
Ireland,F,50,0.668208924,0.114713844,0.782922768,IrelandF50
Ireland,F,51,0.751521212,0.119134422,0.870655634,IrelandF51
Ireland,F,52,0.844810401,0.123409281,0.968219682,IrelandF52
Ireland,F,53,0.952366204,0.127905216,1.080271421,IrelandF53
Ireland,F,54,1.073123494,0.132167376,1.205290869,IrelandF54
Ireland,F,55,1.208653545,0.136125232,1.344778777,IrelandF55
Ireland,F,56,1.360709439,0.139700135,1.500409574,IrelandF56
Ireland,F,57,1.531246509,0.142804961,1.67405147,IrelandF57
Ireland,F,58,1.715149452,0.144728243,1.859877694,IrelandF58
Ireland,F,59,1.920363639,0.145967713,2.066331352,IrelandF59
Ireland,F,60,2.149282285,0.146419884,2.295702169,IrelandF60
Ireland,F,61,2.404559324,0.145974715,2.550534039,IrelandF61
Ireland,F,62,2.689136922,0.144516315,2.833653237,IrelandF62
Ireland,F,63,2.956671409,0.158893827,3.115565236,IrelandF63
Ireland,F,64,3.250822132,0.174701716,3.425523848,IrelandF64
Ireland,F,65,3.574237063,0.192082287,3.766319349,IrelandF65
Ireland,F,66,3.929827613,0.211192,4.141019614,IrelandF66
Ireland,F,67,4.320794844,0.232202884,4.552997728,IrelandF67
Ireland,F,68,4.793928079,0.257629433,5.051557512,IrelandF68
Ireland,F,69,5.318870083,0.285840226,5.604710308,IrelandF69
Ireland,F,70,5.901293989,0.317140141,6.218434129,IrelandF70
Ireland,F,71,6.547494148,0.351867441,6.899361589,IrelandF71
Ireland,F,72,7.264454152,0.390397431,7.654851583,IrelandF72
Ireland,F,73,8.087902772,0.434650202,8.522552974,IrelandF73
Ireland,F,74,9.00469187,0.483919163,9.488611033,IrelandF74
Ireland,F,75,10.02540188,0.538772915,10.5641748,IrelandF75
Isle of Man,F,17,0.037439614,0.067241192,0.104680806,Isle of ManF17
Isle of Man,F,18,0.040449827,0.066644159,0.107093985,Isle of ManF18
Isle of Man,F,19,0.043544528,0.066018267,0.109562795,Isle of ManF19
Isle of Man,F,20,0.04672522,0.065363298,0.112088518,Isle of ManF20
Isle of Man,F,21,0.049993411,0.064679055,0.114672465,Isle of ManF21
Isle of Man,F,22,0.053350615,0.063965365,0.11731598,Isle of ManF22
Isle of Man,F,23,0.057304514,0.063785493,0.121090007,Isle of ManF23
Isle of Man,F,24,0.061418347,0.063567097,0.124985444,Isle of ManF24
Isle of Man,F,25,0.06569705,0.063309146,0.129006196,Isle of ManF25
Isle of Man,F,26,0.070145671,0.063010624,0.133156295,Isle of ManF26
Isle of Man,F,27,0.074769368,0.062670533,0.137439901,Isle of ManF27
Isle of Man,F,28,0.080804397,0.063251477,0.144055874,Isle of ManF28
Isle of Man,F,29,0.087199779,0.063790542,0.15099032,Isle of ManF29
Isle of Man,F,30,0.09397394,0.064284632,0.158258572,Isle of ManF30
Isle of Man,F,31,0.101146136,0.064730561,0.165876697,Isle of ManF31
Isle of Man,F,32,0.108736483,0.065125055,0.173861537,Isle of ManF32
Isle of Man,F,33,0.118656311,0.066524562,0.185180872,Isle of ManF33
Isle of Man,F,34,0.129344972,0.067892186,0.197237158,Isle of ManF34
Isle of Man,F,35,0.140856499,0.069221874,0.210078373,Isle of ManF35
Isle of Man,F,36,0.153248436,0.070507187,0.223755622,Isle of ManF36
Isle of Man,F,37,0.166582053,0.071741282,0.238323334,Isle of ManF37
Isle of Man,F,38,0.186352307,0.075105253,0.26145756,Isle of ManF38
Isle of Man,F,39,0.208301063,0.078536378,0.286837442,Isle of ManF39
Isle of Man,F,40,0.232656227,0.082024741,0.314680968,Isle of ManF40
Isle of Man,F,41,0.259668572,0.085558714,0.345227286,Isle of ManF41
Isle of Man,F,42,0.289613954,0.089124805,0.378738758,Isle of ManF42
Isle of Man,F,43,0.326942913,0.093898573,0.420841486,Isle of ManF43
Isle of Man,F,44,0.368845442,0.098779148,0.46762459,Isle of ManF44
Isle of Man,F,45,0.415860762,0.103747605,0.519608367,Isle of ManF45
Isle of Man,F,46,0.468589646,0.108781306,0.577370952,Isle of ManF46
Isle of Man,F,47,0.527701237,0.113853514,0.641554751,Isle of ManF47
Isle of Man,F,48,0.594559195,0.119056846,0.713616041,Isle of ManF48
Isle of Man,F,49,0.66952956,0.124241903,0.793771463,Isle of ManF49
Isle of Man,F,50,0.753563246,0.129366929,0.882930175,Isle of ManF50
Isle of Man,F,51,0.84771929,0.134384162,0.982103452,Isle of ManF51
Isle of Man,F,52,0.953176795,0.139239364,1.092416159,Isle of ManF52
Isle of Man,F,53,1.074301894,0.144281491,1.218583385,Isle of ManF53
Isle of Man,F,54,1.210264308,0.149057828,1.359322136,Isle of ManF54
Isle of Man,F,55,1.362826312,0.153489019,1.516315331,Isle of ManF55
Isle of Man,F,56,1.533953638,0.157486619,1.691440257,Isle of ManF56
Isle of Man,F,57,1.725838309,0.160952708,1.886791016,Isle of ManF57
Isle of Man,F,58,1.932450257,0.163064583,2.09551484,Isle of ManF58
Isle of Man,F,59,2.162923658,0.16440481,2.327328468,Isle of ManF59
Isle of Man,F,60,2.419928517,0.164857663,2.58478618,Isle of ManF60
Isle of Man,F,61,2.706424625,0.164300194,2.870724819,Isle of ManF61
Isle of Man,F,62,3.025692004,0.162603048,3.188295051,Isle of ManF62
Isle of Man,F,63,3.331550457,0.179040119,3.510590576,Isle of ManF63
Isle of Man,F,64,3.668327257,0.197138767,3.865466024,Isle of ManF64
Isle of Man,F,65,4.039147849,0.217066955,4.256214804,Isle of ManF65
Isle of Man,F,66,4.447453623,0.239009626,4.686463249,Isle of ManF66
Isle of Man,F,67,4.897033847,0.263170417,5.160204264,Isle of ManF67
Isle of Man,F,68,5.434194873,0.29203787,5.726232743,Isle of ManF68
Isle of Man,F,69,6.030277682,0.324071825,6.354349507,Isle of ManF69
Isle of Man,F,70,6.691745471,0.35961962,7.05136509,Isle of ManF70
Isle of Man,F,71,7.425770388,0.399066691,7.824837079,Isle of ManF71
Isle of Man,F,72,8.240311305,0.442840755,8.68315206,Isle of ManF72
Isle of Man,F,73,9.172415204,0.492932745,9.665347949,Isle of ManF73
Isle of Man,F,74,10.20995416,0.548690898,10.75864506,Isle of ManF74
Isle of Man,F,75,11.36485447,0.610756141,11.97561061,Isle of ManF75
Italy,F,17,0.031754707,0.057031153,0.088785859,ItalyF17
Italy,F,18,0.033709683,0.055539261,0.089248944,ItalyF18
Italy,F,19,0.035656019,0.054058425,0.089714444,ItalyF19
Italy,F,20,0.037593424,0.052588949,0.090182373,ItalyF20
Italy,F,21,0.039521604,0.051131138,0.090652741,ItalyF21
Italy,F,22,0.041440261,0.049685302,0.091125564,ItalyF22
Italy,F,23,0.044345207,0.049360525,0.093705733,ItalyF23
Italy,F,24,0.047351177,0.04900778,0.096358957,ItalyF24
Italy,F,25,0.050460707,0.0486266,0.099087307,ItalyF25
Italy,F,26,0.053676369,0.048216539,0.101892908,ItalyF26
