Location and Nationality,Sex,Age Attained,q(Natural only),q(Non-natural only),"Pure risk rate",Code
France,M,65,6.391942854,0.343507993,6.735450847,FranceM65
France,M,66,7.140797489,0.383752025,7.524549514,FranceM66
France,M,67,7.977384958,0.428710888,8.406095847,FranceM67
France,M,68,8.820326705,0.474011235,9.29433794,FranceM68
France,M,69,9.752339093,0.524098307,10.2764374,FranceM69
France,M,70,10.7828339,0.579477902,11.3623118,FranceM70
France,M,71,11.9222174,0.64070926,12.56292666,FranceM71
France,M,72,13.18199549,0.708410717,13.89040621,FranceM72
France,M,73,14.63206454,0.786338558,15.4184031,FranceM73
France,M,74,16.24164663,0.872838755,17.11448539,FranceM74
France,M,75,18.0282888,0.968854298,18.9971431,FranceM75
Germany,M,17,0.053857801,0.096728101,0.150585902,GermanyM17
Germany,M,18,0.060330958,0.09939983,0.159730788,GermanyM18
Germany,M,19,0.067338499,0.102092531,0.169431031,GermanyM19
Germany,M,20,0.074918228,0.104802129,0.179720357,GermanyM20
Germany,M,21,0.083110369,0.107524172,0.19063454,GermanyM21
Germany,M,22,0.091957714,0.110253813,0.202211528,GermanyM22
Germany,M,23,0.098660891,0.10981916,0.208480052,GermanyM23
Germany,M,24,0.1056238,0.109319099,0.214942899,GermanyM24
Germany,M,25,0.112854011,0.108752082,0.221606093,GermanyM25
Germany,M,26,0.120359247,0.108116598,0.228475845,GermanyM26
Germany,M,27,0.128147389,0.107411169,0.235558559,GermanyM27
Germany,M,28,0.137764685,0.107838436,0.245603121,GermanyM28
Germany,M,29,0.147888754,0.108187244,0.256075998,GermanyM29
Germany,M,30,0.158541901,0.108453554,0.266995454,GermanyM30
Germany,M,31,0.169747262,0.10863327,0.278380532,GermanyM31
Germany,M,32,0.181528834,0.108722252,0.290251086,GermanyM32
Germany,M,33,0.197326843,0.11063113,0.307957974,GermanyM33
Germany,M,34,0.214274194,0.112470884,0.326745078,GermanyM34
Germany,M,35,0.232446064,0.114232232,0.346678296,GermanyM35
Germany,M,36,0.251922146,0.115905403,0.367827549,GermanyM36
Germany,M,37,0.272786891,0.11748013,0.390267021,GermanyM37
Germany,M,38,0.301212404,0.121397122,0.422609526,GermanyM38
Germany,M,39,0.33233215,0.125300193,0.457632343,GermanyM39
Germany,M,40,0.366385555,0.129172044,0.495557598,GermanyM40
Germany,M,41,0.403632236,0.132993588,0.536625824,GermanyM41
Germany,M,42,0.444353626,0.136743861,0.581097487,GermanyM42
Germany,M,43,0.493876717,0.141842252,0.635718969,GermanyM43
Germany,M,44,0.548565417,0.146909297,0.695474713,GermanyM44
Germany,M,45,0.608932744,0.151914581,0.760847325,GermanyM45
Germany,M,46,0.67554059,0.156824182,0.832364772,GermanyM46
Germany,M,47,0.749004198,0.161600455,0.910604653,GermanyM47
Germany,M,48,0.846502839,0.169507021,1.01600986,GermanyM48
Germany,M,49,0.956181319,0.177434715,1.133616034,GermanyM49
Germany,M,50,1.07951178,0.185323694,1.264835474,GermanyM50
Germany,M,51,1.218139212,0.193104744,1.411243956,GermanyM51
Germany,M,52,1.373901184,0.200698472,1.574599657,GermanyM52
Germany,M,53,1.545035315,0.207502194,1.752537508,GermanyM53
Germany,M,54,1.736690094,0.213893157,1.950583251,GermanyM54
Germany,M,55,1.951248777,0.219760404,2.171009181,GermanyM55
Germany,M,56,2.191363382,0.224980992,2.416344374,GermanyM56
Germany,M,57,2.45998412,0.229419583,2.689403703,GermanyM57
Germany,M,58,2.754754519,0.232452502,2.987207021,GermanyM58
Germany,M,59,3.083600824,0.2343859,3.317986724,GermanyM59
Germany,M,60,3.450339907,0.235054452,3.685394359,GermanyM60
Germany,M,61,3.859203339,0.234282473,4.093485812,GermanyM61
Germany,M,62,4.314881018,0.231885071,4.546766089,GermanyM62
Germany,M,63,4.827437689,0.259430266,5.086867955,GermanyM63
Germany,M,64,5.400880012,0.290247503,5.691127515,GermanyM64
Germany,M,65,6.042440479,0.324725463,6.367165942,GermanyM65
Germany,M,66,6.760210718,0.363298995,7.123509714,GermanyM66
Germany,M,67,7.563243546,0.406454606,7.969698151,GermanyM67
Germany,M,68,8.37583098,0.450123688,8.825954669,GermanyM68
Germany,M,69,9.275722009,0.498484534,9.774206543,GermanyM69
Germany,M,70,10.27229644,0.552041221,10.82433766,GermanyM70
Germany,M,71,11.37594185,0.611351986,11.98729384,GermanyM71
Germany,M,72,12.59816184,0.677035041,13.27519688,GermanyM72
Germany,M,73,14.01478919,0.753165699,14.76795489,GermanyM73
Germany,M,74,15.59071224,0.837857033,16.42856927,GermanyM74
Germany,M,75,17.34384334,0.932071665,18.27591501,GermanyM75
Gibraltar,M,17,0.0509265,0.091463512,0.142390012,GibraltarM17
Gibraltar,M,18,0.056343301,0.092829864,0.149173165,GibraltarM18
Gibraltar,M,19,0.062111549,0.094167903,0.156279453,GibraltarM19
Gibraltar,M,20,0.068250099,0.09547417,0.163724268,GibraltarM20
Gibraltar,M,21,0.07477869,0.096745049,0.171523739,GibraltarM21
Gibraltar,M,22,0.081717989,0.097976771,0.17969476,GibraltarM22
Gibraltar,M,23,0.087302243,0.097175882,0.184478125,GibraltarM23
Gibraltar,M,24,0.093066424,0.096322397,0.189388821,GibraltarM24
Gibraltar,M,25,0.09901457,0.095415666,0.194430236,GibraltarM25
Gibraltar,M,26,0.105150765,0.094455085,0.19960585,GibraltarM26
Gibraltar,M,27,0.111479139,0.093440098,0.204919237,GibraltarM27
Gibraltar,M,28,0.119501809,0.093542755,0.213044564,GibraltarM28
Gibraltar,M,29,0.127915879,0.093576192,0.221492071,GibraltarM29
Gibraltar,M,30,0.136737018,0.093537515,0.230274533,GibraltarM30
Gibraltar,M,31,0.14598141,0.093423822,0.239405232,GibraltarM31
Gibraltar,M,32,0.155665772,0.093232204,0.248897975,GibraltarM32
Gibraltar,M,33,0.168836936,0.094658288,0.263495224,GibraltarM33
Gibraltar,M,34,0.182930006,0.09601856,0.278948566,GibraltarM34
Gibraltar,M,35,0.198002677,0.097305531,0.295308208,GibraltarM35
Gibraltar,M,36,0.214115938,0.098511364,0.312627302,GibraltarM36
Gibraltar,M,37,0.231334246,0.099627872,0.330962118,GibraltarM37
Gibraltar,M,38,0.255176788,0.102843466,0.358020254,GibraltarM38
Gibraltar,M,39,0.281250014,0.106040541,0.387290556,GibraltarM39
Gibraltar,M,40,0.309749361,0.109204518,0.418953879,GibraltarM40
Gibraltar,M,41,0.340886499,0.11231937,0.45320587,GibraltarM41
Gibraltar,M,42,0.374890614,0.115367551,0.490258165,GibraltarM42
Gibraltar,M,43,0.415818581,0.11942382,0.535242401,GibraltarM43
Gibraltar,M,44,0.460917572,0.123436648,0.58435422,GibraltarM44
Gibraltar,M,45,0.510591603,0.12738075,0.637972353,GibraltarM45
Gibraltar,M,46,0.565282175,0.13122811,0.696510284,GibraltarM46
Gibraltar,M,47,0.625471599,0.134947835,0.760419434,GibraltarM47
Gibraltar,M,48,0.705880397,0.141348236,0.847228634,GibraltarM48
Gibraltar,M,49,0.796200264,0.147747675,0.943947939,GibraltarM49
Gibraltar,M,50,0.897612328,0.154096356,1.051708684,GibraltarM50
Gibraltar,M,51,1.011434366,0.16033699,1.171771356,GibraltarM51
Gibraltar,M,52,1.139136166,0.166404171,1.305540337,GibraltarM52
Gibraltar,M,53,1.280752643,0.172008355,1.452760998,GibraltarM53
Gibraltar,M,54,1.439315112,0.177268042,1.616583154,GibraltarM54
Gibraltar,M,55,1.616787377,0.182091516,1.798878893,GibraltarM55
Gibraltar,M,56,1.815354198,0.186377208,2.001731406,GibraltarM56
Gibraltar,M,57,2.037445428,0.190013373,2.227458801,GibraltarM57
Gibraltar,M,58,2.283380037,0.192676842,2.476056879,GibraltarM58
Gibraltar,M,59,2.557967739,0.19443229,2.752400029,GibraltarM59
Gibraltar,M,60,2.864444455,0.195140317,3.059584771,GibraltarM60
Gibraltar,M,61,3.206400738,0.194652479,3.401053217,GibraltarM61
Gibraltar,M,62,3.587819424,0.192812214,3.780631637,GibraltarM62
Gibraltar,M,63,4.007678044,0.215375743,4.223053787,GibraltarM63
Gibraltar,M,64,4.476669923,0.240579732,4.717249656,GibraltarM64
Gibraltar,M,65,5.000544799,0.268733177,5.269277976,GibraltarM65
Gibraltar,M,66,5.585725265,0.300181231,5.885906496,GibraltarM66
Gibraltar,M,67,6.239385504,0.335309442,6.574694946,GibraltarM67
Gibraltar,M,68,6.919356137,0.371851594,7.291207732,GibraltarM68
Gibraltar,M,69,7.673430233,0.412376124,8.085806357,GibraltarM69
Gibraltar,M,70,8.509683613,0.457317033,8.967000646,GibraltarM70
Gibraltar,M,71,9.437072209,0.507155619,9.944227828,GibraltarM71
Gibraltar,M,72,10.46552797,0.562425634,11.0279536,GibraltarM72
Gibraltar,M,73,11.67714796,0.627539037,12.304687,GibraltarM73
Gibraltar,M,74,13.02904018,0.700190779,13.72923096,GibraltarM74
Gibraltar,M,75,14.5374443,0.781253593,15.31869789,GibraltarM75
Iceland,M,17,0.039030288,0.070098029,0.109128317,IcelandM17
Iceland,M,18,0.042796071,0.070509774,0.113305845,IcelandM18
Iceland,M,19,0.046756032,0.07088726,0.117643292,IcelandM19
Iceland,M,20,0.050918107,0.071228674,0.122146781,IcelandM20
Iceland,M,21,0.055290498,0.07153217,0.126822667,IcelandM21
Iceland,M,22,0.059881683,0.071795868,0.131677551,IcelandM22
Iceland,M,23,0.063880776,0.071105512,0.134986288,IcelandM23
Iceland,M,24,0.067999584,0.070378582,0.138378166,IcelandM24
Iceland,M,25,0.072240508,0.069614766,0.141855274,IcelandM25
Iceland,M,26,0.076605963,0.068813791,0.145419753,IcelandM26
Iceland,M,27,0.081098383,0.067975416,0.149073799,IcelandM27
Iceland,M,28,0.086932243,0.068048188,0.154980431,IcelandM28
Iceland,M,29,0.093050495,0.068070602,0.161121097,IcelandM29
Iceland,M,30,0.099464511,0.068040559,0.16750507,IcelandM30
Iceland,M,31,0.106186039,0.067955951,0.17414199,IcelandM31
Iceland,M,32,0.113227212,0.067814667,0.181041879,IcelandM32
Iceland,M,33,0.122902893,0.068905405,0.191808298,IcelandM33
Iceland,M,34,0.133265137,0.06994985,0.203214987,IcelandM34
Iceland,M,35,0.144357589,0.070942434,0.215300023,IcelandM35
Iceland,M,36,0.156226431,0.071877315,0.228103747,IcelandM36
Iceland,M,37,0.168920518,0.07274838,0.241668898,IcelandM37
Iceland,M,38,0.187125949,0.075417052,0.262543001,IcelandM38
Iceland,M,39,0.207126552,0.078093549,0.285220101,IcelandM39
Iceland,M,40,0.229088884,0.080767047,0.309855931,IcelandM40
Iceland,M,41,0.253194212,0.083425464,0.336619676,IcelandM41
Iceland,M,42,0.279639755,0.086055379,0.365695134,IcelandM42
Iceland,M,43,0.31133122,0.089414868,0.400746088,IcelandM43
Iceland,M,44,0.346390906,0.092765681,0.439156587,IcelandM44
Iceland,M,45,0.385160127,0.096088509,0.481248636,IcelandM45
Iceland,M,46,0.428013413,0.099361688,0.527375101,IcelandM46
Iceland,M,47,0.475361624,0.102561047,0.577922671,IcelandM47
Iceland,M,48,0.538413393,0.107813992,0.646227384,IcelandM48
Iceland,M,49,0.609502173,0.113102863,0.722605036,IcelandM49
Iceland,M,50,0.689620176,0.118389591,0.808009767,IcelandM50
Iceland,M,51,0.77987871,0.123629777,0.903508487,IcelandM51
Iceland,M,52,0.881522107,0.1287721,1.010294207,IcelandM52
Iceland,M,53,0.994889634,0.133616222,1.128505856,IcelandM53
Iceland,M,54,1.122322341,0.138226774,1.260549115,IcelandM54
Iceland,M,55,1.265513289,0.14252909,1.408042379,IcelandM55
Iceland,M,56,1.426353761,0.146439649,1.57279341,IcelandM56
Iceland,M,57,1.606955833,0.149865657,1.75682149,IcelandM57
Iceland,M,58,1.805900441,0.152386019,1.95828646,IcelandM58
Iceland,M,59,2.028655562,0.154199031,2.182854593,IcelandM59
Iceland,M,60,2.277987347,0.155187918,2.433175265,IcelandM60
Iceland,M,61,2.55697423,0.155227438,2.712201668,IcelandM61
Iceland,M,62,2.869041148,0.154184509,3.023225657,IcelandM62
Iceland,M,63,3.208409385,0.172422422,3.380831807,IcelandM63
Iceland,M,64,3.587920231,0.192817631,3.780737862,IcelandM64
Iceland,M,65,4.012322008,0.215625313,4.227947322,IcelandM65
Iceland,M,66,4.486924697,0.241130832,4.728055529,IcelandM66
Iceland,M,67,5.017666378,0.269653304,5.287319682,IcelandM67
Iceland,M,68,5.579478037,0.2998455,5.879323537,IcelandM68
Iceland,M,69,6.204193906,0.333418218,6.537612124,IcelandM69
Iceland,M,70,6.898857164,0.370749963,7.269607127,IcelandM70
Iceland,M,71,7.671299589,0.412261622,8.083561211,IcelandM71
Iceland,M,72,8.530229861,0.458421204,8.988651066,IcelandM72
Iceland,M,73,9.56136246,0.513835074,10.07519753,IcelandM73
Iceland,M,74,10.71713818,0.575947362,11.29308554,IcelandM74
Iceland,M,75,12.01262384,0.645567772,12.65819162,IcelandM75
Ireland,M,17,0.05563429,0.09991866,0.15555295,IrelandM17
Ireland,M,18,0.061235817,0.100890656,0.162126473,IrelandM18
Ireland,M,19,0.067158362,0.101819424,0.168977786,IrelandM19
Ireland,M,20,0.073416812,0.102701818,0.17611863,IrelandM20
Ireland,M,21,0.080026642,0.103534596,0.183561239,IrelandM21
Ireland,M,22,0.08700394,0.104314425,0.191318365,IrelandM22
Ireland,M,23,0.09273793,0.103226329,0.195964259,IrelandM23
Ireland,M,24,0.098636071,0.1020869,0.200722971,IrelandM24
Ireland,M,25,0.104701424,0.100895819,0.205597243,IrelandM25
Ireland,M,26,0.110937063,0.099652815,0.210589879,IrelandM26
Ireland,M,27,0.117346077,0.098357676,0.215703754,IrelandM27
Ireland,M,28,0.125547559,0.098275203,0.223822762,IrelandM28
Ireland,M,29,0.134127267,0.0981201,0.232247367,IrelandM29
Ireland,M,30,0.14309931,0.09788976,0.24098907,IrelandM30
Ireland,M,31,0.152478219,0.097581589,0.250059808,IrelandM31
Ireland,M,32,0.162278957,0.097193009,0.259471966,IrelandM32
Ireland,M,33,0.175678625,0.098494075,0.2741727,IrelandM33
Ireland,M,34,0.189984772,0.099721552,0.289706324,IrelandM34
Ireland,M,35,0.205251947,0.100868079,0.306120027,IrelandM35
Ireland,M,36,0.22153768,0.10192599,0.32346367,IrelandM36
Ireland,M,37,0.238902624,0.102887317,0.341789941,IrelandM37
Ireland,M,38,0.262790029,0.105911818,0.368701847,IrelandM38
Ireland,M,39,0.288833123,0.108899624,0.397732747,IrelandM39
Ireland,M,40,0.317213447,0.111836039,0.429049486,IrelandM40
Ireland,M,41,0.348126993,0.114705055,0.462832047,IrelandM41
Ireland,M,42,0.38178529,0.117489295,0.499274585,IrelandM42
Ireland,M,43,0.42202491,0.121206288,0.543231198,IrelandM43
Ireland,M,44,0.46620511,0.124852684,0.591057794,IrelandM44
Ireland,M,45,0.514691508,0.128403581,0.643095089,IrelandM45
Ireland,M,46,0.567882121,0.131831677,0.699713798,IrelandM46
Ireland,M,47,0.626210102,0.13510717,0.761317272,IrelandM47
Ireland,M,48,0.704681813,0.141108227,0.84579004,IrelandM48
Ireland,M,49,0.792562875,0.1470727,0.939635575,IrelandM49
Ireland,M,50,0.890942515,0.152951325,1.04389384,IrelandM50
Ireland,M,51,1.001032199,0.158687993,1.159720192,IrelandM51
Ireland,M,52,1.124178948,0.164219232,1.28839818,IrelandM52
Ireland,M,53,1.261275443,0.169392517,1.43066796,IrelandM53
Ireland,M,54,1.414442951,0.174204753,1.588647704,IrelandM54
Ireland,M,55,1.585503962,0.178568205,1.764072167,IrelandM55
Ireland,M,56,1.776481409,0.18238625,1.958867659,IrelandM56
Ireland,M,57,1.989620053,0.18555315,2.175173203,IrelandM57
Ireland,M,58,2.22776536,0.187983948,2.415749308,IrelandM58
Ireland,M,59,2.49340825,0.189525094,2.682933345,IrelandM59
Ireland,M,60,2.789624939,0.190043236,2.979668175,IrelandM60
Ireland,M,61,3.119825433,0.189396711,3.309222144,IrelandM61
Ireland,M,62,3.487788597,0.187436479,3.675225076,IrelandM62
Ireland,M,63,3.887708084,0.208928464,4.096636548,IrelandM63
Ireland,M,64,4.333483446,0.23288478,4.566368226,IrelandM64
Ireland,M,65,4.830372644,0.259587992,5.089960636,IrelandM65
Ireland,M,66,5.384236531,0.28935307,5.673589601,IrelandM66
Ireland,M,67,6.001607984,0.322531093,6.324139076,IrelandM67
Ireland,M,68,6.650175795,0.357385633,7.007561428,IrelandM68
Ireland,M,69,7.368831523,0.396006752,7.764838276,IrelandM69
Ireland,M,70,8.165149268,0.438801489,8.603950756,IrelandM70
Ireland,M,71,9.047521626,0.486220867,9.533742493,IrelandM71
Ireland,M,72,10.02524815,0.538764653,10.5640128,IrelandM72
Ireland,M,73,11.17701526,0.600661516,11.77767678,IrelandM73
Ireland,M,74,12.46110503,0.669669501,13.13077453,IrelandM74
Ireland,M,75,13.89271956,0.746605582,14.63932515,IrelandM75
Isle of Man,M,17,0.056429474,0.101346803,0.157776277,Isle of ManM17
Isle of Man,M,18,0.062520873,0.103007883,0.165528756,Isle of ManM18
Isle of Man,M,19,0.069020116,0.104642045,0.173662161,Isle of ManM19
Isle of Man,M,20,0.075949894,0.106245313,0.182195207,Isle of ManM20
Isle of Man,M,21,0.083334016,0.107813516,0.191147533,Isle of ManM21
Isle of Man,M,22,0.091197452,0.109342287,0.200539739,Isle of ManM22
Isle of Man,M,23,0.097409625,0.10842638,0.205836005,Isle of ManM23
Isle of Man,M,24,0.103819978,0.107452169,0.211272146,Isle of ManM24
Isle of Man,M,25,0.110432892,0.106418964,0.216851856,Isle of ManM25
Isle of Man,M,26,0.117252798,0.105326129,0.222578927,Isle of ManM26
Isle of Man,M,27,0.12428417,0.104173079,0.228457249,Isle of ManM27
Isle of Man,M,28,0.133156647,0.104231389,0.237388036,Isle of ManM28
Isle of Man,M,29,0.142455424,0.104212519,0.246667943,Isle of ManM29
Isle of Man,M,30,0.152197245,0.104113373,0.256310618,Isle of ManM30
Isle of Man,M,31,0.162399392,0.103930849,0.266330241,Isle of ManM31
Isle of Man,M,32,0.1730797,0.103661849,0.276741549,Isle of ManM32
Isle of Man,M,33,0.187580728,0.105166979,0.292747708,Isle of ManM33
Isle of Man,M,34,0.203082946,0.106596683,0.309679629,Isle of ManM34
Isle of Man,M,35,0.219648033,0.107942826,0.327590858,Isle of ManM35
Isle of Man,M,36,0.237341129,0.109196907,0.346538036,Isle of ManM36
Isle of Man,M,37,0.25623101,0.110350069,0.366581079,Isle of ManM37
Isle of Man,M,38,0.282057543,0.113677171,0.395734714,Isle of ManM38
Isle of Man,M,39,0.310237218,0.116969675,0.427206893,Isle of ManM39
Isle of Man,M,40,0.340970305,0.120211702,0.461182006,Isle of ManM40
Isle of Man,M,41,0.374473192,0.123385917,0.497859109,Isle of ManM41
Isle of Man,M,42,0.410979625,0.12647346,0.537453086,Isle of ManM42
Isle of Man,M,43,0.454901409,0.130648476,0.585549885,Isle of ManM43
Isle of Man,M,44,0.503192686,0.134758192,0.637950877,Isle of ManM44
Isle of Man,M,45,0.556265836,0.138775411,0.695041247,Isle of ManM45
Isle of Man,M,46,0.614570451,0.142670196,0.757240647,Isle of ManM46
Isle of Man,M,47,0.678596544,0.14640974,0.825006285,Isle of ManM47
Isle of Man,M,48,0.764378228,0.153062069,0.917440297,Isle of ManM48
Isle of Man,M,49,0.860543129,0.159687522,1.02023065,Isle of ManM49
Isle of Man,M,50,0.968305214,0.16623246,1.134537674,Isle of ManM50
Isle of Man,M,51,1.089016112,0.172635587,1.261651698,Isle of ManM51
Isle of Man,M,52,1.224180274,0.178827352,1.403007626,Isle of ManM52
Isle of Man,M,53,1.373947507,0.184524663,1.558472171,Isle of ManM53
Isle of Man,M,54,1.541330981,0.189832458,1.731163439,Isle of ManM54
Isle of Man,M,55,1.728335598,0.194654692,1.92299029,Isle of ManM55
Isle of Man,M,56,1.937187607,0.198885494,2.136073102,Isle of ManM56
Isle of Man,M,57,2.170358298,0.202408906,2.372767205,Isle of ManM57
Isle of Man,M,58,2.429594729,0.205014773,2.634609502,Isle of ManM58
Isle of Man,M,59,2.718697486,0.206649432,2.925346918,Isle of ManM59
Isle of Man,M,60,3.040999956,0.207168163,3.248168118,Isle of ManM60
Isle of Man,M,61,3.400196331,0.206417319,3.60661365,Isle of ManM61
Isle of Man,M,62,3.800379416,0.204235353,4.004614769,Isle of ManM62
Isle of Man,M,63,4.240943772,0.227911625,4.468855398,Isle of ManM63
Isle of Man,M,64,4.732581175,0.254332603,4.986913777,Isle of ManM64
Isle of Man,M,65,5.281212338,0.283816469,5.565028807,Isle of ManM65
Isle of Man,M,66,5.893444344,0.316718295,6.210162639,Isle of ManM66
Isle of Man,M,67,6.576650212,0.353434311,6.930084522,Isle of ManM67
Isle of Man,M,68,7.284955648,0.391499197,7.676454845,Isle of ManM68
Isle of Man,M,69,8.069545601,0.433663673,8.503209274,Isle of ManM69
Isle of Man,M,70,8.938635918,0.480369264,9.419005182,Isle of ManM70
Isle of Man,M,71,9.901327289,0.532105049,10.43343234,Isle of ManM71
Isle of Man,M,72,10.96770055,0.58941278,11.55711333,Isle of ManM72
Isle of Man,M,73,12.21644821,0.656521453,12.87296966,Isle of ManM73
Isle of Man,M,74,13.60737432,0.731270907,14.33864523,Isle of ManM74
Isle of Man,M,75,15.15666688,0.814531097,15.97119798,Isle of ManM75
Italy,M,17,0.049364908,0.088658908,0.138023816,ItalyM17
Italy,M,18,0.054241829,0.089367529,0.143609358,ItalyM18
Italy,M,19,0.059385708,0.090035229,0.149420937,ItalyM19
Italy,M,20,0.064808265,0.090659433,0.155467698,ItalyM20
Italy,M,21,0.070521655,0.091237504,0.161759159,ItalyM21
Italy,M,22,0.076538483,0.09176674,0.168305223,ItalyM22
Italy,M,23,0.081597251,0.09082567,0.172422921,ItalyM23
Italy,M,24,0.086802272,0.08983909,0.176641362,ItalyM24
