Sex and Country,Age,SCA,Value
MFrench Polynesia,40,MFrench Polynesia40,0.711360952
MFrench Southern Territories,40,MFrench Southern Territories40,0.547281558
MGabon,40,MGabon40,0.688690106
MGambia,40,MGambia40,0.65957727
MGeorgia,40,MGeorgia40,1.527746508
MGermany,40,MGermany40,1.348589337
MGhana,40,MGhana40,0.651205954
MGibraltar,40,MGibraltar40,1.059469297
MGreece,40,MGreece40,1.013873145
MGreenland,40,MGreenland40,0.954758647
MGrenada,40,MGrenada40,0.743387674
MGuadeloupe,40,MGuadeloupe40,0.799471829
MGuam,40,MGuam40,0.561510339
MGuatemala,40,MGuatemala40,0.47153954
MGuernsey,40,MGuernsey40,1
MGuinea,40,MGuinea40,0.648767114
MGuinea-Bissau,40,MGuinea-Bissau40,0.655450233
MGuyana,40,MGuyana40,0.733034763
MHaiti,40,MHaiti40,0.631348826
MHeard and McDonald Islands,40,MHeard and McDonald Islands40,0.40126023
MHoly See (Vatican City State),40,MHoly See (Vatican City State)40,1.122974803
MHonduras,40,MHonduras40,0.535905855
MHong Kong,40,MHong Kong40,0.859708544
MHungary,40,MHungary40,1.231587618
MIceland,40,MIceland40,0.891409986
MIndia,40,MIndia40,0.640592454
MIndonesia,40,MIndonesia40,0.749404352
MIran (Islamic Republic Of),40,MIran (Islamic Republic Of)40,0.724789393
MIraq,40,MIraq40,0.679899439
MIreland,40,MIreland40,0.997042359
MIsle of Man,40,MIsle of Man40,1
MIsrael,40,MIsrael40,0.8430806
MItaly,40,MItaly40,1.122974803
MJamaica,40,MJamaica40,0.421089319
MJapan,40,MJapan40,0.708046175
MJersey,40,MJersey40,1
MJordan,40,MJordan40,0.414714424
MKazakhstan,40,MKazakhstan40,0.919780228
MKenya,40,MKenya40,0.886420175
MKiribati,40,MKiribati40,0.561510339
"MKorea, Democratic People's Republic Of",40,"MKorea, Democratic People's Republic Of40",1.14882494
"MKorea, Republic of",40,"MKorea, Republic of40",1.022037587
MKuwait,40,MKuwait40,0.258650666
MKyrgyzstan,40,MKyrgyzstan40,0.740871703
MLao People's Democratic Republic,40,MLao People's Democratic Republic40,0.74747576
MLatvia,40,MLatvia40,1.314092769
MLebanon,40,MLebanon40,0.771397903
MLesotho,40,MLesotho40,0.410543935
MLiberia,40,MLiberia40,0.641457758
MLibyan Arab Jamahiriya,40,MLibyan Arab Jamahiriya40,0.482613649
MLiechtenstein,40,MLiechtenstein40,1.084435882
MLithuania,40,MLithuania40,1.363939635
MLuxembourg,40,MLuxembourg40,1.013772067
MMacao,40,MMacao40,0.859708544
"MMacedonia, the Former Yugoslav Republic Of",40,"MMacedonia, the Former Yugoslav Republic Of40",1.065858585
MMadagascar,40,MMadagascar40,0.895112524
MMalawi,40,MMalawi40,2.563994518
MMalaysia,40,MMalaysia40,0.559092043
MMaldives,40,MMaldives40,0.560229606
MMali,40,MMali40,0.638968217
MMalta,40,MMalta40,0.921611641
MMarshall Islands,40,MMarshall Islands40,0.637766818
MMartinique,40,MMartinique40,0.799471829
MMauritania,40,MMauritania40,0.661901644
MMauritius,40,MMauritius40,1.069881257
MMayotte,40,MMayotte40,0.885944479
MMexico,40,MMexico40,0.511576359
"MMicronesia, Federated States Of",40,"MMicronesia, Federated States Of40",0.563732911
MMoldova,40,MMoldova40,1.433487738
MMonaco,40,MMonaco40,0.977442756
MMongolia,40,MMongolia40,0.84614025
MMontenegro,40,MMontenegro40,1.212540998
MMontserrat,40,MMontserrat40,0.799471829
MMorocco,40,MMorocco40,0.72235027
MMozambique,40,MMozambique40,0.885944479
MMyanmar,40,MMyanmar40,0.77617941
MNamibia,40,MNamibia40,0.387202563
MNauru,40,MNauru40,0.581729592
MNepal,40,MNepal40,0.565339399
MNetherlands,40,MNetherlands40,0.909468657
MNetherlands Antilles,40,MNetherlands Antilles40,0.799471829
MNew Caledonia,40,MNew Caledonia40,0.581729592
MNew Zealand,40,MNew Zealand40,1.13220387
MNicaragua,40,MNicaragua40,0.511240988
MNiger,40,MNiger40,0.632334188
MNigeria,40,MNigeria40,0.654770522
MNiue,40,MNiue40,0.581729592
MNorfolk Island,40,MNorfolk Island40,1.213445516
MNorthern Mariana Islands,40,MNorthern Mariana Islands40,0.561510339
MNorway,40,MNorway40,1.038850331
MOman,40,MOman40,0.403955005
MPakistan,40,MPakistan40,0.577417717
MPalau,40,MPalau40,0.685089975
"MPalestinian Territory, Occupied",40,"MPalestinian Territory, Occupied40",0.724789393
MPanama,40,MPanama40,0.515502907
MPapua New Guinea,40,MPapua New Guinea40,0.581729592
MParaguay,40,MParaguay40,0.792460069
MPeru,40,MPeru40,0.667683334
MPhilippines,40,MPhilippines40,0.676878889
MPitcairn,40,MPitcairn40,0.711360952
MPoland,40,MPoland40,0.90749404
MPortugal,40,MPortugal40,1.309586811
MPuerto Rico,40,MPuerto Rico40,0.799471829
MQatar,40,MQatar40,0.686181049
MRomania,40,MRomania40,0.996213836
MRussian Federation,40,MRussian Federation40,1.343882341
MRwanda,40,MRwanda40,0.884822848
MRéunion,40,MRéunion40,0.895112524
MSaint Barthélemy,40,MSaint Barthélemy40,0.799471829
MSaint Helena,40,MSaint Helena40,0.6924492
MSaint Kitts And Nevis,40,MSaint Kitts And Nevis40,0.799471829
MSaint Lucia,40,MSaint Lucia40,0.657708405
MSaint Martin,40,MSaint Martin40,0.799471829
MSaint Pierre And Miquelon,40,MSaint Pierre And Miquelon40,0.944976673
MSaint Vincent And The Grenadines,40,MSaint Vincent And The Grenadines40,0.7144314
MSamoa,40,MSamoa40,0.574344882
MSan Marino,40,MSan Marino40,1.122974803
MSao Tome and Principe,40,MSao Tome and Principe40,0.65185571
MSaudi Arabia,40,MSaudi Arabia40,0.412960028
MSenegal,40,MSenegal40,0.633261039
MSerbia,40,MSerbia40,1.212540998
MSeychelles,40,MSeychelles40,0.921979689
MSierra Leone,40,MSierra Leone40,0.662815604
MSingapore,40,MSingapore40,0.73887997
MSlovakia,40,MSlovakia40,1.261581992
MSlovenia,40,MSlovenia40,1.100542214
MSolomon Islands,40,MSolomon Islands40,0.544245411
MSomalia,40,MSomalia40,0.928466602
MSouth Africa,40,MSouth Africa40,0.40126023
MSouth Georgia and the South Sandwich Islands,40,MSouth Georgia and the South Sandwich Islands40,0.445271071
MSpain,40,MSpain40,1.059469297
MSri Lanka,40,MSri Lanka40,0.55276063
MSudan,40,MSudan40,0.703260018
MSuriname,40,MSuriname40,0.715927611
MSvalbard And Jan Mayen,40,MSvalbard And Jan Mayen40,1.038850331
MSwaziland,40,MSwaziland40,0.385284072
MSweden,40,MSweden40,0.934140856
MSwitzerland,40,MSwitzerland40,1.037271468
MSyrian Arab Republic,40,MSyrian Arab Republic40,0.642185567
"MTaiwan, Province Of China",40,"MTaiwan, Province Of China40",0.859708544
MTajikistan,40,MTajikistan40,0.961405214
"MTanzania, United Republic of",40,"MTanzania, United Republic of40",0.882398482
MThailand,40,MThailand40,0.644661035
MTimor-Leste,40,MTimor-Leste40,0.726519529
MTogo,40,MTogo40,0.651765402
MTokelau,40,MTokelau40,0.581729592
MTonga,40,MTonga40,0.57652651
MTrinidad and Tobago,40,MTrinidad and Tobago40,0.83138203
MTunisia,40,MTunisia40,0.664330877
MTurkey,40,MTurkey40,1.002798799
MTurkmenistan,40,MTurkmenistan40,0.783977421
MTurks and Caicos Islands,40,MTurks and Caicos Islands40,0.799471829
MTuvalu,40,MTuvalu40,0.581729592
MUganda,40,MUganda40,0.882498022
MUkraine,40,MUkraine40,1.785916601
MUnited Arab Emirates,40,MUnited Arab Emirates40,0.422087958
MUnited Kingdom,40,MUnited Kingdom40,1
MUnited States,40,MUnited States40,1.212897194
MUnited States Minor Outlying Islands,40,MUnited States Minor Outlying Islands40,1.212897194
MUruguay,40,MUruguay40,0.898269088
MUzbekistan,40,MUzbekistan40,0.7445935
MVanuatu,40,MVanuatu40,0.561838925
MVenezuela,40,MVenezuela40,0.685532539
Mvietnam,40,Mvietnam40,0.721389026
"MVirgin Islands, British",40,"MVirgin Islands, British40",0.799471829
"MVirgin Islands, U.S.",40,"MVirgin Islands, U.S.40",0.799471829
MWallis and Futuna,40,MWallis and Futuna40,0.581729592
MWestern Sahara,40,MWestern Sahara40,0.661901644
MYemen,40,MYemen40,0.433647594
MZambia,40,MZambia40,0.879814665
MZimbabwe,40,MZimbabwe40,1.269886789
MÅland Islands,40,MÅland Islands40,0.934140856
FAfghanistan,40,FAfghanistan40,0.707314795
FAlbania,40,FAlbania40,1.176440737
FAlgeria,40,FAlgeria40,0.658673407
FAmerican Samoa,40,FAmerican Samoa40,0.742685153
FAndorra,40,FAndorra40,1.043220271
FAngola,40,FAngola40,0.721001772
FAnguilla,40,FAnguilla40,0.915975663
FAntarctica,40,FAntarctica40,0.722038174
FAntigua and Barbuda,40,FAntigua and Barbuda40,0.915975663
FArgentina,40,FArgentina40,1.071281791
FArmenia,40,FArmenia40,0.858545993
FAruba,40,FAruba40,0.915975663
FAustralia,40,FAustralia40,1.17643976
FAustria,40,FAustria40,0.949539086
FAzerbaijan,40,FAzerbaijan40,0.858545993
FBahamas,40,FBahamas40,0.915975663
FBahrain,40,FBahrain40,0.724529965
FBangladesh,40,FBangladesh40,0.603424543
FBarbados,40,FBarbados40,0.915975663
FBelarus,40,FBelarus40,0.955887612
FBelgium,40,FBelgium40,1.366754983
FBelize,40,FBelize40,0.73897395
FBenin,40,FBenin40,0.721001772
FBermuda,40,FBermuda40,1.221382903
FBhutan,40,FBhutan40,0.603424543
FBolivia,40,FBolivia40,0.892504365
FBosnia and Herzegovina,40,FBosnia and Herzegovina40,1.176440737
FBotswana,40,FBotswana40,0.327220004
FBouvet Island,40,FBouvet Island40,1.071281791
FBrazil,40,FBrazil40,1.102587808
FBritish Indian Ocean Territory,40,FBritish Indian Ocean Territory40,1.397827817
FBrunei Darussalam,40,FBrunei Darussalam40,0.922551512
FBulgaria,40,FBulgaria40,1.112463809
FBurkina Faso,40,FBurkina Faso40,0.721001772
FBurundi,40,FBurundi40,1.397827817
FCambodia,40,FCambodia40,0.922551512
FCameroon,40,FCameroon40,0.721001772
FCanada,40,FCanada40,1.100810248
FCape Verde,40,FCape Verde40,0.721001772
FCayman Islands,40,FCayman Islands40,0.915975663
FCentral African Republic,40,FCentral African Republic40,0.721001772
FChad,40,FChad40,0.721001772
FChile,40,FChile40,0.722038174
FChina,40,FChina40,0.808039378
FChristmas Island,40,FChristmas Island40,0.922551512
FCocos (Keeling) Islands,40,FCocos (Keeling) Islands40,0.922551512
FColombia,40,FColombia40,0.81996493
FComoros,40,FComoros40,1.397827817
FCongo,40,FCongo40,0.721001772
"FCongo, The Democratic Republic Of The",40,"FCongo, The Democratic Republic Of The40",0.721001772
FCook Islands,40,FCook Islands40,0.742685153
FCosta Rica,40,FCosta Rica40,0.73897395
FCroatia,40,FCroatia40,0.990640717
FCuba,40,FCuba40,0.669407758
FCyprus,40,FCyprus40,1.040633578
FCzech Republic,40,FCzech Republic40,0.96975075
FCôte D'Ivoire,40,FCôte D'Ivoire40,0.721001772
FDenmark,40,FDenmark40,1.107183939
FDjibouti,40,FDjibouti40,1.397827817
FDominica,40,FDominica40,0.915975663
FDominican Republic,40,FDominican Republic40,0.915975663
FEcuador,40,FEcuador40,0.892504365
FEgypt,40,FEgypt40,0.721001772
FEl Salvador,40,FEl Salvador40,0.73897395
FEquatorial Guinea,40,FEquatorial Guinea40,0.721001772
FEritrea,40,FEritrea40,1.397827817
FEstonia,40,FEstonia40,0.96652956
FEthiopia,40,FEthiopia40,1.397827817
FFalkland Islands (Malvinas),40,FFalkland Islands (Malvinas)40,1.071281791
FFaroe Islands,40,FFaroe Islands40,1
FFiji,40,FFiji40,0.742685153
FFinland,40,FFinland40,0.89187646
FFrance,40,FFrance40,1.21269402
FFrench Guiana,40,FFrench Guiana40,0.81996493
FFrench Polynesia,40,FFrench Polynesia40,0.742685153
FFrench Southern Territories,40,FFrench Southern Territories40,0.327220004
FGabon,40,FGabon40,0.721001772
FGambia,40,FGambia40,0.721001772
FGeorgia,40,FGeorgia40,0.858545993
FGermany,40,FGermany40,1.043220271
FGhana,40,FGhana40,0.721001772
FGibraltar,40,FGibraltar40,1.05754571
FGreece,40,FGreece40,0.858545993
FGreenland,40,FGreenland40,1.100810248
FGrenada,40,FGrenada40,0.915975663
FGuadeloupe,40,FGuadeloupe40,0.915975663
FGuam,40,FGuam40,0.742685153
FGuatemala,40,FGuatemala40,0.73897395
FGuernsey,40,FGuernsey40,1
FGuinea,40,FGuinea40,0.721001772
FGuinea-Bissau,40,FGuinea-Bissau40,0.721001772
FGuyana,40,FGuyana40,0.81996493
FHaiti,40,FHaiti40,0.915975663
FHeard and McDonald Islands,40,FHeard and McDonald Islands40,0.327220004
FHoly See (Vatican City State),40,FHoly See (Vatican City State)40,1.266362131
FHonduras,40,FHonduras40,0.73897395
FHong Kong,40,FHong Kong40,0.808039378
FHungary,40,FHungary40,0.96975075
FIceland,40,FIceland40,1.205885965
FIndia,40,FIndia40,0.603424543
FIndonesia,40,FIndonesia40,0.922551512
FIran (Islamic Republic Of),40,FIran (Islamic Republic Of)40,0.707314795
FIraq,40,FIraq40,0.707314795
FIreland,40,FIreland40,1.077626426
FIsle of Man,40,FIsle of Man40,1
FIsrael,40,FIsrael40,1.089414013
FItaly,40,FItaly40,1.266362131
FJamaica,40,FJamaica40,0.705037821
FJapan,40,FJapan40,0.896889585
FJersey,40,FJersey40,1
FJordan,40,FJordan40,0.546459918
FKazakhstan,40,FKazakhstan40,0.603424543
FKenya,40,FKenya40,1.397827817
FKiribati,40,FKiribati40,0.742685153
"FKorea, Democratic People's Republic Of",40,"FKorea, Democratic People's Republic Of40",1.276275385
"FKorea, Republic of",40,"FKorea, Republic of40",1.276275385
FKuwait,40,FKuwait40,0.456791227
FKyrgyzstan,40,FKyrgyzstan40,0.603424543
FLao People's Democratic Republic,40,FLao People's Democratic Republic40,0.922551512
FLatvia,40,FLatvia40,0.916893448
FLebanon,40,FLebanon40,0.707314795
FLesotho,40,FLesotho40,0.327220004
FLiberia,40,FLiberia40,0.721001772
FLibyan Arab Jamahiriya,40,FLibyan Arab Jamahiriya40,0.615372201
FLiechtenstein,40,FLiechtenstein40,1.043220271
FLithuania,40,FLithuania40,1.043205875
FLuxembourg,40,FLuxembourg40,1.043220271
FMacao,40,FMacao40,0.808039378
"FMacedonia, the Former Yugoslav Republic Of",40,"FMacedonia, the Former Yugoslav Republic Of40",1.176440737
FMadagascar,40,FMadagascar40,1.397827817
FMalawi,40,FMalawi40,2.035037851
FMalaysia,40,FMalaysia40,0.742685153
FMaldives,40,FMaldives40,0.603424543
FMali,40,FMali40,0.721001772
FMalta,40,FMalta40,1.000964642
FMarshall Islands,40,FMarshall Islands40,0.742685153
FMartinique,40,FMartinique40,0.915975663
FMauritania,40,FMauritania40,0.721001772
FMauritius,40,FMauritius40,1.397827817
FMayotte,40,FMayotte40,1.397827817
FMexico,40,FMexico40,0.73897395
"FMicronesia, Federated States Of",40,"FMicronesia, Federated States Of40",0.742685153
FMoldova,40,FMoldova40,0.96975075
FMonaco,40,FMonaco40,1.043220271
FMongolia,40,FMongolia40,0.808039378
FMontenegro,40,FMontenegro40,1.176440737
FMontserrat,40,FMontserrat40,0.915975663
FMorocco,40,FMorocco40,0.721001772
FMozambique,40,FMozambique40,1.397827817
FMyanmar,40,FMyanmar40,0.922551512
FNamibia,40,FNamibia40,0.327220004
FNauru,40,FNauru40,0.742685153
FNepal,40,FNepal40,0.603424543
FNetherlands,40,FNetherlands40,1.201273226
FNetherlands Antilles,40,FNetherlands Antilles40,0.915975663
FNew Caledonia,40,FNew Caledonia40,0.742685153
FNew Zealand,40,FNew Zealand40,1.199059596
FNicaragua,40,FNicaragua40,0.73897395
FNiger,40,FNiger40,0.721001772
FNigeria,40,FNigeria40,0.721001772
FNiue,40,FNiue40,0.742685153
FNorfolk Island,40,FNorfolk Island40,1.17643976
FNorthern Mariana Islands,40,FNorthern Mariana Islands40,0.742685153
FNorway,40,FNorway40,1.053259774
FOman,40,FOman40,0.546459918
FPakistan,40,FPakistan40,0.603424543
FPalau,40,FPalau40,0.922551512
"FPalestinian Territory, Occupied",40,"FPalestinian Territory, Occupied40",0.707314795
FPanama,40,FPanama40,0.73897395
FPapua New Guinea,40,FPapua New Guinea40,0.742685153
FParaguay,40,FParaguay40,1.037693096
FPeru,40,FPeru40,0.892504365
FPhilippines,40,FPhilippines40,1.01067139
FPitcairn,40,FPitcairn40,0.742685153
FPoland,40,FPoland40,0.75983566
FPortugal,40,FPortugal40,0.962228756
FPuerto Rico,40,FPuerto Rico40,0.915975663
FQatar,40,FQatar40,0.750205046
FRomania,40,FRomania40,0.96975075
FRussian Federation,40,FRussian Federation40,0.819947269
FRwanda,40,FRwanda40,1.397827817
FRéunion,40,FRéunion40,1.397827817
FSaint Barthélemy,40,FSaint Barthélemy40,0.915975663
FSaint Helena,40,FSaint Helena40,0.721001772
FSaint Kitts And Nevis,40,FSaint Kitts And Nevis40,0.915975663
FSaint Lucia,40,FSaint Lucia40,0.915975663
FSaint Martin,40,FSaint Martin40,0.915975663
FSaint Pierre And Miquelon,40,FSaint Pierre And Miquelon40,1.100810248
FSaint Vincent And The Grenadines,40,FSaint Vincent And The Grenadines40,0.915975663
FSamoa,40,FSamoa40,0.742685153
FSan Marino,40,FSan Marino40,1.266362131
FSao Tome and Principe,40,FSao Tome and Principe40,0.721001772
FSaudi Arabia,40,FSaudi Arabia40,0.546459918
FSenegal,40,FSenegal40,0.721001772
FSerbia,40,FSerbia40,1.176440737
FSeychelles,40,FSeychelles40,1.397827817
FSierra Leone,40,FSierra Leone40,0.721001772
FSingapore,40,FSingapore40,0.922551512
FSlovakia,40,FSlovakia40,0.945118028
FSlovenia,40,FSlovenia40,1.053440806
FSolomon Islands,40,FSolomon Islands40,0.742685153
FSomalia,40,FSomalia40,1.397827817
FSouth Africa,40,FSouth Africa40,0.327220004
FSouth Georgia and the South Sandwich Islands,40,FSouth Georgia and the South Sandwich Islands40,0.327220004
FSpain,40,FSpain40,1.05754571
FSri Lanka,40,FSri Lanka40,0.603424543
FSudan,40,FSudan40,0.721001772
FSuriname,40,FSuriname40,0.81996493
FSvalbard And Jan Mayen,40,FSvalbard And Jan Mayen40,1.053259774
FSwaziland,40,FSwaziland40,0.327220004
FSweden,40,FSweden40,1.008159283
FSwitzerland,40,FSwitzerland40,1.018176927
FSyrian Arab Republic,40,FSyrian Arab Republic40,0.707314795
"FTaiwan, Province Of China",40,"FTaiwan, Province Of China40",0.808039378
FTajikistan,40,FTajikistan40,0.603424543
"FTanzania, United Republic of",40,"FTanzania, United Republic of40",1.397827817
FThailand,40,FThailand40,0.699272108
FTimor-Leste,40,FTimor-Leste40,0.922551512
FTogo,40,FTogo40,0.721001772
FTokelau,40,FTokelau40,0.742685153
FTonga,40,FTonga40,0.742685153
FTrinidad and Tobago,40,FTrinidad and Tobago40,0.915975663
FTunisia,40,FTunisia40,0.612722361
FTurkey,40,FTurkey40,0.858545993
FTurkmenistan,40,FTurkmenistan40,0.603424543
FTurks and Caicos Islands,40,FTurks and Caicos Islands40,0.915975663
FTuvalu,40,FTuvalu40,0.742685153
FUganda,40,FUganda40,1.397827817
FUkraine,40,FUkraine40,0.919090882
FUnited Arab Emirates,40,FUnited Arab Emirates40,0.546459918
FUnited Kingdom,40,FUnited Kingdom40,1
FUnited States,40,FUnited States40,1.221382903
FUnited States Minor Outlying Islands,40,FUnited States Minor Outlying Islands40,1.221382903
FUruguay,40,FUruguay40,1.037693096
FUzbekistan,40,FUzbekistan40,0.603424543
FVanuatu,40,FVanuatu40,0.742685153
FVenezuela,40,FVenezuela40,0.81996493
Fvietnam,40,Fvietnam40,0.922551512
"FVirgin Islands, British",40,"FVirgin Islands, British40",0.915975663
"FVirgin Islands, U.S.",40,"FVirgin Islands, U.S.40",0.915975663
FWallis and Futuna,40,FWallis and Futuna40,0.742685153
FWestern Sahara,40,FWestern Sahara40,0.721001772
FYemen,40,FYemen40,0.546459918
FZambia,40,FZambia40,1.397827817
FZimbabwe,40,FZimbabwe40,1.357354093
FÅland Islands,40,FÅland Islands40,1.008159283
MAfghanistan,45,MAfghanistan45,0.756056072
MAlbania,45,MAlbania45,1.196812824
MAlgeria,45,MAlgeria45,0.391072278
MAmerican Samoa,45,MAmerican Samoa45,0.597824695
MAndorra,45,MAndorra45,1.101232731
MAngola,45,MAngola45,0.630571798
MAnguilla,45,MAnguilla45,0.981229695
MAntarctica,45,MAntarctica45,0.632232443
MAntigua and Barbuda,45,MAntigua and Barbuda45,0.873663135
MArgentina,45,MArgentina45,0.790473541
MArmenia,45,MArmenia45,1.328039078
MAruba,45,MAruba45,0.981229695
MAustralia,45,MAustralia45,1.264657771
MAustria,45,MAustria45,1.232667032
MAzerbaijan,45,MAzerbaijan45,1.315711338
MBahamas,45,MBahamas45,0.841972159
MBahrain,45,MBahrain45,0.456625496
MBangladesh,45,MBangladesh45,0.545486071
MBarbados,45,MBarbados45,0.925248017
MBelarus,45,MBelarus45,1.856448349
MBelgium,45,MBelgium45,1.258088967
MBelize,45,MBelize45,0.507639511
MBenin,45,MBenin45,0.618698668
MBermuda,45,MBermuda45,1.267086752
MBhutan,45,MBhutan45,0.591955302
MBolivia,45,MBolivia45,0.508997106
MBosnia and Herzegovina,45,MBosnia and Herzegovina45,1.209286845
MBotswana,45,MBotswana45,0.41580449
MBouvet Island,45,MBouvet Island45,0.790473541
MBrazil,45,MBrazil45,1.016592733
MBritish Indian Ocean Territory,45,MBritish Indian Ocean Territory45,0.900624001
MBrunei Darussalam,45,MBrunei Darussalam45,0.599055939
MBulgaria,45,MBulgaria45,1.422200106
MBurkina Faso,45,MBurkina Faso45,0.619506257
MBurundi,45,MBurundi45,0.83512774
MCambodia,45,MCambodia45,0.641692386
MCameroon,45,MCameroon45,0.63932673
MCanada,45,MCanada45,1.056831358
MCape Verde,45,MCape Verde45,0.616476469
MCayman Islands,45,MCayman Islands45,0.981229695
MCentral African Republic,45,MCentral African Republic45,0.647805357
MChad,45,MChad45,0.628288343
MChile,45,MChile45,0.584946763
MChina,45,MChina45,0.898596884
MChristmas Island,45,MChristmas Island45,0.699101286
MCocos (Keeling) Islands,45,MCocos (Keeling) Islands45,0.699101286
MColombia,45,MColombia45,0.633617551
MComoros,45,MComoros45,0.821951582
MCongo,45,MCongo45,0.614880207
"MCongo, The Democratic Republic Of The",45,"MCongo, The Democratic Republic Of The45",0.620599681
MCook Islands,45,MCook Islands45,0.727456056
MCosta Rica,45,MCosta Rica45,0.523492683
MCroatia,45,MCroatia45,1.497164301
MCuba,45,MCuba45,0.862435227
MCyprus,45,MCyprus45,0.890965476
MCzech Republic,45,MCzech Republic45,1.324393986
MCôte D'Ivoire,45,MCôte D'Ivoire45,0.634225464
MDenmark,45,MDenmark45,1.126468696
MDjibouti,45,MDjibouti45,0.920683601
MDominica,45,MDominica45,0.888791142
MDominican Republic,45,MDominican Republic45,0.888791142
MEcuador,45,MEcuador45,0.508720821
MEgypt,45,MEgypt45,0.76756543
MEl Salvador,45,MEl Salvador45,0.540129847
MEquatorial Guinea,45,MEquatorial Guinea45,0.646732399
MEritrea,45,MEritrea45,0.815297062
MEstonia,45,MEstonia45,1.474588949
MEthiopia,45,MEthiopia45,0.835688796
MFalkland Islands (Malvinas),45,MFalkland Islands (Malvinas)45,0.790473541
MFaroe Islands,45,MFaroe Islands45,0.913103115
MFiji,45,MFiji45,0.631233152
MFinland,45,MFinland45,0.989741812
MFrance,45,MFrance45,1.236267449
MFrench Guiana,45,MFrench Guiana45,0.663039882
MFrench Polynesia,45,MFrench Polynesia45,0.727456056
MFrench Southern Territories,45,MFrench Southern Territories45,0.592661309
MGabon,45,MGabon45,0.66374781
MGambia,45,MGambia45,0.634634973
MGeorgia,45,MGeorgia45,1.659888877
MGermany,45,MGermany45,1.442942711
MGhana,45,MGhana45,0.626263658
MGibraltar,45,MGibraltar45,1.244261651
MGreece,45,MGreece45,1.146015513
MGreenland,45,MGreenland45,1.066613332
MGrenada,45,MGrenada45,0.92514554
MGuadeloupe,45,MGuadeloupe45,0.981229695
MGuam,45,MGuam45,0.577605443
MGuatemala,45,MGuatemala45,0.452174694
MGuernsey,45,MGuernsey45,1
MGuinea,45,MGuinea45,0.623824817
MGuinea-Bissau,45,MGuinea-Bissau45,0.630507937
MGuyana,45,MGuyana45,0.680147034
MHaiti,45,MHaiti45,0.813106692
MHeard and McDonald Islands,45,MHeard and McDonald Islands45,0.446639981
MHoly See (Vatican City State),45,MHoly See (Vatican City State)45,1.151788747
MHonduras,45,MHonduras45,0.516541009
MHong Kong,45,MHong Kong45,0.898596884
MHungary,45,MHungary45,1.389873265
MIceland,45,MIceland45,0.963946719
MIndia,45,MIndia45,0.627113713
MIndonesia,45,MIndonesia45,0.709625667
MIran (Islamic Republic Of),45,MIran (Islamic Republic Of)45,0.720533373
MIraq,45,MIraq45,0.675643418
MIreland,45,MIreland45,0.998147494
MIsle of Man,45,MIsle of Man45,1
MIsrael,45,MIsrael45,0.9522599
MItaly,45,MItaly45,1.151788747
MJamaica,45,MJamaica45,0.490404833
MJapan,45,MJapan45,0.821554093
MJersey,45,MJersey45,1
MJordan,45,MJordan45,0.439783271
MKazakhstan,45,MKazakhstan45,0.906301488
MKenya,45,MKenya45,0.830129237
MKiribati,45,MKiribati45,0.577605443
"MKorea, Democratic People's Republic Of",45,"MKorea, Democratic People's Republic Of45",1.226877888
"MKorea, Republic of",45,"MKorea, Republic of45",1.100090535
MKuwait,45,MKuwait45,0.237575698
MKyrgyzstan,45,MKyrgyzstan45,0.727392963
MLao People's Democratic Republic,45,MLao People's Democratic Republic45,0.707697076
MLatvia,45,MLatvia45,1.427684588
MLebanon,45,MLebanon45,0.767141883
MLesotho,45,MLesotho45,0.455923687
MLiberia,45,MLiberia45,0.616515461
MLibyan Arab Jamahiriya,45,MLibyan Arab Jamahiriya45,0.538218068
MLiechtenstein,45,MLiechtenstein45,1.178789256
MLithuania,45,MLithuania45,1.610725891
MLuxembourg,45,MLuxembourg45,1.108125441
MMacao,45,MMacao45,0.898596884
"MMacedonia, the Former Yugoslav Republic Of",45,"MMacedonia, the Former Yugoslav Republic Of45",1.19290561
MMadagascar,45,MMadagascar45,0.838821587
MMalawi,45,MMalawi45,0.964658425
MMalaysia,45,MMalaysia45,0.575187146
MMaldives,45,MMaldives45,0.546750865
MMali,45,MMali45,0.61402592
MMalta,45,MMalta45,0.859537264
MMarshall Islands,45,MMarshall Islands45,0.653861921
MMartinique,45,MMartinique45,0.981229695
MMauritania,45,MMauritania45,0.636959348
MMauritius,45,MMauritius45,1.01359032
MMayotte,45,MMayotte45,0.829653542
MMexico,45,MMexico45,0.492211514
"MMicronesia, Federated States Of",45,"MMicronesia, Federated States Of45",0.579828014
MMoldova,45,MMoldova45,1.591773385
MMonaco,45,MMonaco45,1.071796131
MMongolia,45,MMongolia45,0.88502859
MMontenegro,45,MMontenegro45,1.339588023
MMontserrat,45,MMontserrat45,0.981229695
MMorocco,45,MMorocco45,0.697407974
MMozambique,45,MMozambique45,0.829653542
MMyanmar,45,MMyanmar45,0.736400726
MNamibia,45,MNamibia45,0.432582314
MNauru,45,MNauru45,0.597824695
MNepal,45,MNepal45,0.551860659
MNetherlands,45,MNetherlands45,0.925389327
MNetherlands Antilles,45,MNetherlands Antilles45,0.981229695
MNew Caledonia,45,MNew Caledonia45,0.597824695
MNew Zealand,45,MNew Zealand45,1.163917071
MNicaragua,45,MNicaragua45,0.491876142
MNiger,45,MNiger45,0.607391892
MNigeria,45,MNigeria45,0.629828226
MNiue,45,MNiue45,0.597824695
MNorfolk Island,45,MNorfolk Island45,1.264657771
