Sex and Country,Age,SCA,Value
MNorthern Mariana Islands,45,MNorthern Mariana Islands45,0.577605443
MNorway,45,MNorway45,1.065314388
MOman,45,MOman45,0.429023852
MPakistan,45,MPakistan45,0.563938976
MPalau,45,MPalau45,0.645311291
"MPalestinian Territory, Occupied",45,"MPalestinian Territory, Occupied45",0.720533373
MPanama,45,MPanama45,0.496138061
MPapua New Guinea,45,MPapua New Guinea45,0.597824695
MParaguay,45,MParaguay45,0.909148737
MPeru,45,MPeru45,0.664937992
MPhilippines,45,MPhilippines45,0.66751434
MPitcairn,45,MPitcairn45,0.727456056
MPoland,45,MPoland45,1.057080299
MPortugal,45,MPortugal45,1.38452273
MPuerto Rico,45,MPuerto Rico45,0.981229695
MQatar,45,MQatar45,0.456164816
MRomania,45,MRomania45,1.154499483
MRussian Federation,45,MRussian Federation45,1.465569852
MRwanda,45,MRwanda45,0.828531911
MRéunion,45,MRéunion45,0.838821587
MSaint Barthélemy,45,MSaint Barthélemy45,0.981229695
MSaint Helena,45,MSaint Helena45,0.667506904
MSaint Kitts And Nevis,45,MSaint Kitts And Nevis45,0.981229695
MSaint Lucia,45,MSaint Lucia45,0.839466271
MSaint Martin,45,MSaint Martin45,0.981229695
MSaint Pierre And Miquelon,45,MSaint Pierre And Miquelon45,1.056831358
MSaint Vincent And The Grenadines,45,MSaint Vincent And The Grenadines45,0.896189265
MSamoa,45,MSamoa45,0.590439985
MSan Marino,45,MSan Marino45,1.151788747
MSao Tome and Principe,45,MSao Tome and Principe45,0.626913414
MSaudi Arabia,45,MSaudi Arabia45,0.438028875
MSenegal,45,MSenegal45,0.608318743
MSerbia,45,MSerbia45,1.339588023
MSeychelles,45,MSeychelles45,0.865688752
MSierra Leone,45,MSierra Leone45,0.637873308
MSingapore,45,MSingapore45,0.699101286
MSlovakia,45,MSlovakia45,1.501652327
MSlovenia,45,MSlovenia45,1.235239927
MSolomon Islands,45,MSolomon Islands45,0.560340515
MSomalia,45,MSomalia45,0.872175664
MSouth Africa,45,MSouth Africa45,0.446639981
MSouth Georgia and the South Sandwich Islands,45,MSouth Georgia and the South Sandwich Islands45,0.490650822
MSpain,45,MSpain45,1.244261651
MSri Lanka,45,MSri Lanka45,0.53928189
MSudan,45,MSudan45,0.678317721
MSuriname,45,MSuriname45,0.663039882
MSvalbard And Jan Mayen,45,MSvalbard And Jan Mayen45,1.065314388
MSwaziland,45,MSwaziland45,0.430663823
MSweden,45,MSweden45,0.946235861
MSwitzerland,45,MSwitzerland45,1.060712878
MSyrian Arab Republic,45,MSyrian Arab Republic45,0.637929546
"MTaiwan, Province Of China",45,"MTaiwan, Province Of China45",0.898596884
MTajikistan,45,MTajikistan45,0.947926473
"MTanzania, United Republic of",45,"MTanzania, United Republic of45",0.826107545
MThailand,45,MThailand45,0.687523571
MTimor-Leste,45,MTimor-Leste45,0.686740845
MTogo,45,MTogo45,0.626823105
MTokelau,45,MTokelau45,0.597824695
MTonga,45,MTonga45,0.592621613
MTrinidad and Tobago,45,MTrinidad and Tobago45,1.013139896
MTunisia,45,MTunisia45,0.680318184
MTurkey,45,MTurkey45,1.134941168
MTurkmenistan,45,MTurkmenistan45,0.77049868
MTurks and Caicos Islands,45,MTurks and Caicos Islands45,0.981229695
MTuvalu,45,MTuvalu45,0.597824695
MUganda,45,MUganda45,0.826207084
MUkraine,45,MUkraine45,1.937930009
MUnited Arab Emirates,45,MUnited Arab Emirates45,0.447156805
MUnited Kingdom,45,MUnited Kingdom45,1
MUnited States,45,MUnited States45,1.314672537
MUnited States Minor Outlying Islands,45,MUnited States Minor Outlying Islands45,1.314672537
MUruguay,45,MUruguay45,1.014957756
MUzbekistan,45,MUzbekistan45,0.73111476
MVanuatu,45,MVanuatu45,0.577934028
MVenezuela,45,MVenezuela45,0.63264481
Mvietnam,45,Mvietnam45,0.681610342
"MVirgin Islands, British",45,"MVirgin Islands, British45",0.981229695
"MVirgin Islands, U.S.",45,"MVirgin Islands, U.S.45",0.981229695
MWallis and Futuna,45,MWallis and Futuna45,0.597824695
MWestern Sahara,45,MWestern Sahara45,0.636959348
MYemen,45,MYemen45,0.458716441
MZambia,45,MZambia45,0.823523727
MZimbabwe,45,MZimbabwe45,0.767558295
MÅland Islands,45,MÅland Islands45,0.946235861
FAfghanistan,45,FAfghanistan45,0.661631149
FAlbania,45,FAlbania45,1.133838756
FAlgeria,45,FAlgeria45,0.713438415
FAmerican Samoa,45,FAmerican Samoa45,0.773763259
FAndorra,45,FAndorra45,1.045951769
FAngola,45,FAngola45,0.590967474
FAnguilla,45,FAnguilla45,0.788850859
FAntarctica,45,FAntarctica45,0.729507754
FAntigua and Barbuda,45,FAntigua and Barbuda45,0.788850859
FArgentina,45,FArgentina45,1.011342065
FArmenia,45,FArmenia45,0.786926249
FAruba,45,FAruba45,0.788850859
FAustralia,45,FAustralia45,1.158971437
FAustria,45,FAustria45,0.997724058
FAzerbaijan,45,FAzerbaijan45,0.786926249
FBahamas,45,FBahamas45,0.788850859
FBahrain,45,FBahrain45,0.804973358
FBangladesh,45,FBangladesh45,0.563825556
FBarbados,45,FBarbados45,0.788850859
FBelarus,45,FBelarus45,0.925304031
FBelgium,45,FBelgium45,1.452144475
FBelize,45,FBelize45,0.73065919
FBenin,45,FBenin45,0.590967474
FBermuda,45,FBermuda45,1.193703583
FBhutan,45,FBhutan45,0.563825556
FBolivia,45,FBolivia45,0.827208183
FBosnia and Herzegovina,45,FBosnia and Herzegovina45,1.133838756
FBotswana,45,FBotswana45,0.319052912
FBouvet Island,45,FBouvet Island45,1.011342065
FBrazil,45,FBrazil45,1.066307891
FBritish Indian Ocean Territory,45,FBritish Indian Ocean Territory45,0.96544097
FBrunei Darussalam,45,FBrunei Darussalam45,0.90364917
FBulgaria,45,FBulgaria45,1.035694761
FBurkina Faso,45,FBurkina Faso45,0.590967474
FBurundi,45,FBurundi45,0.96544097
FCambodia,45,FCambodia45,0.90364917
FCameroon,45,FCameroon45,0.590967474
FCanada,45,FCanada45,1.104455103
FCape Verde,45,FCape Verde45,0.590967474
FCayman Islands,45,FCayman Islands45,0.788850859
FCentral African Republic,45,FCentral African Republic45,0.590967474
FChad,45,FChad45,0.590967474
FChile,45,FChile45,0.729507754
FChina,45,FChina45,0.803624912
FChristmas Island,45,FChristmas Island45,0.90364917
FCocos (Keeling) Islands,45,FCocos (Keeling) Islands45,0.90364917
FColombia,45,FColombia45,0.799103662
FComoros,45,FComoros45,0.96544097
FCongo,45,FCongo45,0.590967474
"FCongo, The Democratic Republic Of The",45,"FCongo, The Democratic Republic Of The45",0.590967474
FCook Islands,45,FCook Islands45,0.773763259
FCosta Rica,45,FCosta Rica45,0.73065919
FCroatia,45,FCroatia45,1.050741457
FCuba,45,FCuba45,0.72208619
FCyprus,45,FCyprus45,1.008727938
FCzech Republic,45,FCzech Republic45,1.050067801
FCôte D'Ivoire,45,FCôte D'Ivoire45,0.590967474
FDenmark,45,FDenmark45,1.150944337
FDjibouti,45,FDjibouti45,0.96544097
FDominica,45,FDominica45,0.788850859
FDominican Republic,45,FDominican Republic45,0.788850859
FEcuador,45,FEcuador45,0.827208183
FEgypt,45,FEgypt45,0.590967474
FEl Salvador,45,FEl Salvador45,0.73065919
FEquatorial Guinea,45,FEquatorial Guinea45,0.590967474
FEritrea,45,FEritrea45,0.96544097
FEstonia,45,FEstonia45,0.941250081
FEthiopia,45,FEthiopia45,0.96544097
FFalkland Islands (Malvinas),45,FFalkland Islands (Malvinas)45,1.011342065
FFaroe Islands,45,FFaroe Islands45,1
FFiji,45,FFiji45,0.773763259
FFinland,45,FFinland45,1.036755193
FFrance,45,FFrance45,1.218889277
FFrench Guiana,45,FFrench Guiana45,0.799103662
FFrench Polynesia,45,FFrench Polynesia45,0.773763259
FFrench Southern Territories,45,FFrench Southern Territories45,0.319052912
FGabon,45,FGabon45,0.590967474
FGambia,45,FGambia45,0.590967474
FGeorgia,45,FGeorgia45,0.786926249
FGermany,45,FGermany45,1.045951769
FGhana,45,FGhana45,0.590967474
FGibraltar,45,FGibraltar45,1.043911634
FGreece,45,FGreece45,0.786926249
FGreenland,45,FGreenland45,1.104455103
FGrenada,45,FGrenada45,0.788850859
FGuadeloupe,45,FGuadeloupe45,0.788850859
FGuam,45,FGuam45,0.773763259
FGuatemala,45,FGuatemala45,0.73065919
FGuernsey,45,FGuernsey45,1
FGuinea,45,FGuinea45,0.590967474
FGuinea-Bissau,45,FGuinea-Bissau45,0.590967474
FGuyana,45,FGuyana45,0.799103662
FHaiti,45,FHaiti45,0.788850859
FHeard and McDonald Islands,45,FHeard and McDonald Islands45,0.319052912
FHoly See (Vatican City State),45,FHoly See (Vatican City State)45,1.234645659
FHonduras,45,FHonduras45,0.73065919
FHong Kong,45,FHong Kong45,0.803624912
FHungary,45,FHungary45,1.050067801
FIceland,45,FIceland45,1.093541223
FIndia,45,FIndia45,0.563825556
FIndonesia,45,FIndonesia45,0.90364917
FIran (Islamic Republic Of),45,FIran (Islamic Republic Of)45,0.661631149
FIraq,45,FIraq45,0.661631149
FIreland,45,FIreland45,1.091172185
FIsle of Man,45,FIsle of Man45,1
FIsrael,45,FIsrael45,1.095581678
FItaly,45,FItaly45,1.234645659
FJamaica,45,FJamaica45,0.597890811
FJapan,45,FJapan45,0.897590845
FJersey,45,FJersey45,1
FJordan,45,FJordan45,0.476893972
FKazakhstan,45,FKazakhstan45,0.563825556
FKenya,45,FKenya45,0.96544097
FKiribati,45,FKiribati45,0.773763259
"FKorea, Democratic People's Republic Of",45,"FKorea, Democratic People's Republic Of45",1.137783578
"FKorea, Republic of",45,"FKorea, Republic of45",1.137783578
FKuwait,45,FKuwait45,0.520471211
FKyrgyzstan,45,FKyrgyzstan45,0.563825556
FLao People's Democratic Republic,45,FLao People's Democratic Republic45,0.90364917
FLatvia,45,FLatvia45,0.888895889
FLebanon,45,FLebanon45,0.661631149
FLesotho,45,FLesotho45,0.319052912
FLiberia,45,FLiberia45,0.590967474
FLibyan Arab Jamahiriya,45,FLibyan Arab Jamahiriya45,0.498358806
FLiechtenstein,45,FLiechtenstein45,1.045951769
FLithuania,45,FLithuania45,1.0483668
FLuxembourg,45,FLuxembourg45,1.045951769
FMacao,45,FMacao45,0.803624912
"FMacedonia, the Former Yugoslav Republic Of",45,"FMacedonia, the Former Yugoslav Republic Of45",1.133838756
FMadagascar,45,FMadagascar45,0.96544097
FMalawi,45,FMalawi45,0.768121722
FMalaysia,45,FMalaysia45,0.773763259
FMaldives,45,FMaldives45,0.563825556
FMali,45,FMali45,0.590967474
FMalta,45,FMalta45,0.81578149
FMarshall Islands,45,FMarshall Islands45,0.773763259
FMartinique,45,FMartinique45,0.788850859
FMauritania,45,FMauritania45,0.590967474
FMauritius,45,FMauritius45,0.96544097
FMayotte,45,FMayotte45,0.96544097
FMexico,45,FMexico45,0.73065919
"FMicronesia, Federated States Of",45,"FMicronesia, Federated States Of45",0.773763259
FMoldova,45,FMoldova45,1.050067801
FMonaco,45,FMonaco45,1.045951769
FMongolia,45,FMongolia45,0.803624912
FMontenegro,45,FMontenegro45,1.133838756
FMontserrat,45,FMontserrat45,0.788850859
FMorocco,45,FMorocco45,0.590967474
FMozambique,45,FMozambique45,0.96544097
FMyanmar,45,FMyanmar45,0.90364917
FNamibia,45,FNamibia45,0.319052912
FNauru,45,FNauru45,0.773763259
FNepal,45,FNepal45,0.563825556
FNetherlands,45,FNetherlands45,1.255367814
FNetherlands Antilles,45,FNetherlands Antilles45,0.788850859
FNew Caledonia,45,FNew Caledonia45,0.773763259
FNew Zealand,45,FNew Zealand45,1.259406699
FNicaragua,45,FNicaragua45,0.73065919
FNiger,45,FNiger45,0.590967474
FNigeria,45,FNigeria45,0.590967474
FNiue,45,FNiue45,0.773763259
FNorfolk Island,45,FNorfolk Island45,1.158971437
FNorthern Mariana Islands,45,FNorthern Mariana Islands45,0.773763259
FNorway,45,FNorway45,1.116077045
FOman,45,FOman45,0.476893972
FPakistan,45,FPakistan45,0.563825556
FPalau,45,FPalau45,0.90364917
"FPalestinian Territory, Occupied",45,"FPalestinian Territory, Occupied45",0.661631149
FPanama,45,FPanama45,0.73065919
FPapua New Guinea,45,FPapua New Guinea45,0.773763259
FParaguay,45,FParaguay45,1.019520829
FPeru,45,FPeru45,0.827208183
FPhilippines,45,FPhilippines45,0.965667071
FPitcairn,45,FPitcairn45,0.773763259
FPoland,45,FPoland45,0.847748334
FPortugal,45,FPortugal45,1.020126385
FPuerto Rico,45,FPuerto Rico45,0.788850859
FQatar,45,FQatar45,1.015873589
FRomania,45,FRomania45,1.050067801
FRussian Federation,45,FRussian Federation45,0.849096475
FRwanda,45,FRwanda45,0.96544097
FRéunion,45,FRéunion45,0.96544097
FSaint Barthélemy,45,FSaint Barthélemy45,0.788850859
FSaint Helena,45,FSaint Helena45,0.590967474
FSaint Kitts And Nevis,45,FSaint Kitts And Nevis45,0.788850859
FSaint Lucia,45,FSaint Lucia45,0.788850859
FSaint Martin,45,FSaint Martin45,0.788850859
FSaint Pierre And Miquelon,45,FSaint Pierre And Miquelon45,1.104455103
FSaint Vincent And The Grenadines,45,FSaint Vincent And The Grenadines45,0.788850859
FSamoa,45,FSamoa45,0.773763259
FSan Marino,45,FSan Marino45,1.234645659
FSao Tome and Principe,45,FSao Tome and Principe45,0.590967474
FSaudi Arabia,45,FSaudi Arabia45,0.476893972
FSenegal,45,FSenegal45,0.590967474
FSerbia,45,FSerbia45,1.133838756
FSeychelles,45,FSeychelles45,0.96544097
FSierra Leone,45,FSierra Leone45,0.590967474
FSingapore,45,FSingapore45,0.90364917
FSlovakia,45,FSlovakia45,1.03809923
FSlovenia,45,FSlovenia45,1.096462338
FSolomon Islands,45,FSolomon Islands45,0.773763259
FSomalia,45,FSomalia45,0.96544097
FSouth Africa,45,FSouth Africa45,0.319052912
FSouth Georgia and the South Sandwich Islands,45,FSouth Georgia and the South Sandwich Islands45,0.319052912
FSpain,45,FSpain45,1.043911634
FSri Lanka,45,FSri Lanka45,0.563825556
FSudan,45,FSudan45,0.590967474
FSuriname,45,FSuriname45,0.799103662
FSvalbard And Jan Mayen,45,FSvalbard And Jan Mayen45,1.116077045
FSwaziland,45,FSwaziland45,0.319052912
FSweden,45,FSweden45,1.068880807
FSwitzerland,45,FSwitzerland45,1.071910707
FSyrian Arab Republic,45,FSyrian Arab Republic45,0.661631149
"FTaiwan, Province Of China",45,"FTaiwan, Province Of China45",0.803624912
FTajikistan,45,FTajikistan45,0.563825556
"FTanzania, United Republic of",45,"FTanzania, United Republic of45",0.96544097
FThailand,45,FThailand45,0.686631136
FTimor-Leste,45,FTimor-Leste45,0.90364917
FTogo,45,FTogo45,0.590967474
FTokelau,45,FTokelau45,0.773763259
FTonga,45,FTonga45,0.773763259
FTrinidad and Tobago,45,FTrinidad and Tobago45,0.788850859
FTunisia,45,FTunisia45,0.500139798
FTurkey,45,FTurkey45,0.786926249
FTurkmenistan,45,FTurkmenistan45,0.563825556
FTurks and Caicos Islands,45,FTurks and Caicos Islands45,0.788850859
FTuvalu,45,FTuvalu45,0.773763259
FUganda,45,FUganda45,0.96544097
FUkraine,45,FUkraine45,0.916492636
FUnited Arab Emirates,45,FUnited Arab Emirates45,0.476893972
FUnited Kingdom,45,FUnited Kingdom45,1
FUnited States,45,FUnited States45,1.193703583
FUnited States Minor Outlying Islands,45,FUnited States Minor Outlying Islands45,1.193703583
FUruguay,45,FUruguay45,1.019520829
FUzbekistan,45,FUzbekistan45,0.563825556
FVanuatu,45,FVanuatu45,0.773763259
FVenezuela,45,FVenezuela45,0.799103662
Fvietnam,45,Fvietnam45,0.90364917
"FVirgin Islands, British",45,"FVirgin Islands, British45",0.788850859
"FVirgin Islands, U.S.",45,"FVirgin Islands, U.S.45",0.788850859
FWallis and Futuna,45,FWallis and Futuna45,0.773763259
FWestern Sahara,45,FWestern Sahara45,0.590967474
FYemen,45,FYemen45,0.476893972
FZambia,45,FZambia45,0.96544097
FZimbabwe,45,FZimbabwe45,1.157112753
FÅland Islands,45,FÅland Islands45,1.068880807
MAfghanistan,50,MAfghanistan50,0.783871383
MAlbania,50,MAlbania50,1.182542115
MAlgeria,50,MAlgeria50,0.579032992
MAmerican Samoa,50,MAmerican Samoa50,0.546252596
MAndorra,50,MAndorra50,1.090513617
MAngola,50,MAngola50,0.637900915
MAnguilla,50,MAnguilla50,0.961047221
MAntarctica,50,MAntarctica50,0.595184426
MAntigua and Barbuda,50,MAntigua and Barbuda50,0.85348066
MArgentina,50,MArgentina50,0.782505479
MArmenia,50,MArmenia50,1.259172863
MAruba,50,MAruba50,0.961047221
MAustralia,50,MAustralia50,1.235995698
MAustria,50,MAustria50,1.270361832
MAzerbaijan,50,MAzerbaijan50,1.246845123
MBahamas,50,MBahamas50,0.821789685
MBahrain,50,MBahrain50,0.501975597
MBangladesh,50,MBangladesh50,0.521850134
MBarbados,50,MBarbados50,0.905065543
MBelarus,50,MBelarus50,1.895651743
MBelgium,50,MBelgium50,1.360538575
MBelize,50,MBelize50,0.519452495
MBenin,50,MBenin50,0.626027785
MBermuda,50,MBermuda50,1.318816809
MBhutan,50,MBhutan50,0.568319365
MBolivia,50,MBolivia50,0.469561212
MBosnia and Herzegovina,50,MBosnia and Herzegovina50,1.195016136
MBotswana,50,MBotswana50,0.349715179
MBouvet Island,50,MBouvet Island50,0.782505479
MBrazil,50,MBrazil50,1.006241971
MBritish Indian Ocean Territory,50,MBritish Indian Ocean Territory50,0.731757121
MBrunei Darussalam,50,MBrunei Darussalam50,0.601119411
MBulgaria,50,MBulgaria50,1.425334176
MBurkina Faso,50,MBurkina Faso50,0.626835374
MBurundi,50,MBurundi50,0.666260861
MCambodia,50,MCambodia50,0.643755858
MCameroon,50,MCameroon50,0.646655847
MCanada,50,MCanada50,1.096716721
MCape Verde,50,MCape Verde50,0.623805586
MCayman Islands,50,MCayman Islands50,0.961047221
MCentral African Republic,50,MCentral African Republic50,0.655134474
MChad,50,MChad50,0.63561746
MChile,50,MChile50,0.547898746
MChina,50,MChina50,0.76021834
MChristmas Island,50,MChristmas Island50,0.701164758
MCocos (Keeling) Islands,50,MCocos (Keeling) Islands50,0.701164758
MColombia,50,MColombia50,0.621320281
MComoros,50,MComoros50,0.653084703
MCongo,50,MCongo50,0.622209324
"MCongo, The Democratic Republic Of The",50,"MCongo, The Democratic Republic Of The50",0.627928798
MCook Islands,50,MCook Islands50,0.675883957
MCosta Rica,50,MCosta Rica50,0.535305667
MCroatia,50,MCroatia50,1.465496772
MCuba,50,MCuba50,0.754412828
MCyprus,50,MCyprus50,0.760437605
MCzech Republic,50,MCzech Republic50,1.367408633
MCôte D'Ivoire,50,MCôte D'Ivoire50,0.641554581
MDenmark,50,MDenmark50,1.102721435
MDjibouti,50,MDjibouti50,0.751816721
MDominica,50,MDominica50,0.868608668
MDominican Republic,50,MDominican Republic50,0.868608668
MEcuador,50,MEcuador50,0.469284927
MEgypt,50,MEgypt50,0.774894547
MEl Salvador,50,MEl Salvador50,0.551942831
MEquatorial Guinea,50,MEquatorial Guinea50,0.654061516
MEritrea,50,MEritrea50,0.646430183
MEstonia,50,MEstonia50,1.594047659
MEthiopia,50,MEthiopia50,0.666821917
MFalkland Islands (Malvinas),50,MFalkland Islands (Malvinas)50,0.782505479
MFaroe Islands,50,MFaroe Islands50,0.913103115
MFiji,50,MFiji50,0.579661053
MFinland,50,MFinland50,1.042402306
MFrance,50,MFrance50,1.332115938
MFrench Guiana,50,MFrench Guiana50,0.650742612
MFrench Polynesia,50,MFrench Polynesia50,0.675883957
MFrench Southern Territories,50,MFrench Southern Territories50,0.526571999
MGabon,50,MGabon50,0.671076927
MGambia,50,MGambia50,0.64196409
MGeorgia,50,MGeorgia50,1.591022662
MGermany,50,MGermany50,1.432223597
MGhana,50,MGhana50,0.633592774
MGibraltar,50,MGibraltar50,1.248420573
MGreece,50,MGreece50,1.077149298
MGreenland,50,MGreenland50,1.106498695
MGrenada,50,MGrenada50,0.904963066
MGuadeloupe,50,MGuadeloupe50,0.961047221
MGuam,50,MGuam50,0.526033344
MGuatemala,50,MGuatemala50,0.463987678
MGuernsey,50,MGuernsey50,1
MGuinea,50,MGuinea50,0.631153934
MGuinea-Bissau,50,MGuinea-Bissau50,0.637837054
MGuyana,50,MGuyana50,0.667849764
MHaiti,50,MHaiti50,0.792924218
MHeard and McDonald Islands,50,MHeard and McDonald Islands50,0.38055067
MHoly See (Vatican City State),50,MHoly See (Vatican City State)50,1.178313996
MHonduras,50,MHonduras50,0.528353994
MHong Kong,50,MHong Kong50,0.76021834
MHungary,50,MHungary50,1.432887912
MIceland,50,MIceland50,0.860898198
MIndia,50,MIndia50,0.603477777
MIndonesia,50,MIndonesia50,0.71168914
MIran (Islamic Republic Of),50,MIran (Islamic Republic Of)50,0.748348684
MIraq,50,MIraq50,0.70345873
MIreland,50,MIreland50,1.057363221
MIsle of Man,50,MIsle of Man50,1
MIsrael,50,MIsrael50,0.891711236
MItaly,50,MItaly50,1.178313996
MJamaica,50,MJamaica50,0.593521308
MJapan,50,MJapan50,0.863685189
MJersey,50,MJersey50,1
MJordan,50,MJordan50,0.374933113
MKazakhstan,50,MKazakhstan50,0.882665551
MKenya,50,MKenya50,0.661262358
MKiribati,50,MKiribati50,0.526033344
"MKorea, Democratic People's Republic Of",50,"MKorea, Democratic People's Republic Of50",1.158210703
"MKorea, Republic of",50,"MKorea, Republic of50",1.03142335
MKuwait,50,MKuwait50,0.249135773
MKyrgyzstan,50,MKyrgyzstan50,0.703757026
MLao People's Democratic Republic,50,MLao People's Democratic Republic50,0.709760548
MLatvia,50,MLatvia50,1.495314701
MLebanon,50,MLebanon50,0.794957194
MLesotho,50,MLesotho50,0.389834376
MLiberia,50,MLiberia50,0.623844578
MLibyan Arab Jamahiriya,50,MLibyan Arab Jamahiriya50,0.616248387
MLiechtenstein,50,MLiechtenstein50,1.168070142
MLithuania,50,MLithuania50,1.838390246
MLuxembourg,50,MLuxembourg50,1.097406327
MMacao,50,MMacao50,0.76021834
"MMacedonia, the Former Yugoslav Republic Of",50,"MMacedonia, the Former Yugoslav Republic Of50",1.178634901
MMadagascar,50,MMadagascar50,0.669954708
MMalawi,50,MMalawi50,1.087492297
MMalaysia,50,MMalaysia50,0.523615047
MMaldives,50,MMaldives50,0.523114929
MMali,50,MMali50,0.621355037
MMalta,50,MMalta50,0.892382533
MMarshall Islands,50,MMarshall Islands50,0.602289823
MMartinique,50,MMartinique50,0.961047221
MMauritania,50,MMauritania50,0.644288464
MMauritius,50,MMauritius50,0.84472344
MMayotte,50,MMayotte50,0.660786663
MMexico,50,MMexico50,0.504024498
"MMicronesia, Federated States Of",50,"MMicronesia, Federated States Of50",0.528255915
MMoldova,50,MMoldova50,1.634788032
MMonaco,50,MMonaco50,1.061077016
MMongolia,50,MMongolia50,0.746650045
