policy_id,model_version_id,datafix,status,time,error_step,error_message,error_detail,time_taken,policy_id_new
1292838,5673,yes,,,,,,,
1292839,5673,yes,,,,,,,
1292840,5673,yes,,,,,,,
1292841,5673,yes,,,,,,,
1292842,5673,yes,,,,,,,
1292843,5673,yes,,,,,,,
1292844,5673,yes,,,,,,,
1292845,5673,yes,,,,,,,
1292846,5673,yes,,,,,,,
1292847,5673,yes,,,,,,,
1292848,5673,yes,,,,,,,
1292849,5673,yes,,,,,,,
1292850,5673,yes,,,,,,,
1292851,5673,yes,,,,,,,
1292852,5673,yes,,,,,,,
1292853,5673,yes,,,,,,,
1292854,5673,yes,,,,,,,
1292855,5673,yes,,,,,,,
1292856,5673,yes,,,,,,,
1292857,5673,yes,,,,,,,
1292858,5673,yes,,,,,,,
1292859,5673,yes,,,,,,,
1292860,5673,yes,,,,,,,
1292861,5673,yes,,,,,,,
1292862,5673,yes,,,,,,,
1292863,5673,yes,,,,,,,
1292864,5673,yes,,,,,,,
1292865,5673,yes,,,,,,,
1292866,5673,yes,,,,,,,
1292867,5673,yes,,,,,,,
1292868,5673,yes,,,,,,,
1292869,5673,yes,,,,,,,
1292870,5673,yes,,,,,,,
1292871,5673,yes,,,,,,,
1292872,5673,yes,,,,,,,
1292873,5673,yes,,,,,,,
1292874,5673,yes,,,,,,,
1292875,5673,yes,,,,,,,
1292876,5673,yes,,,,,,,
1292877,5673,yes,,,,,,,
1292878,5673,yes,,,,,,,
1292879,5673,yes,,,,,,,
1292880,5673,yes,,,,,,,
1292881,5673,yes,,,,,,,
1292882,5673,yes,,,,,,,
1292883,5673,yes,,,,,,,
1292884,5673,yes,,,,,,,
1292885,5673,yes,,,,,,,
1292886,5673,yes,,,,,,,
1292887,5673,yes,,,,,,,
1292889,5673,yes,,,,,,,
1292888,5673,yes,,,,,,,
1292890,5673,yes,,,,,,,
1292891,5673,yes,,,,,,,
1292892,5673,yes,,,,,,,
1292893,5673,yes,,,,,,,
1292894,5673,yes,,,,,,,
1292895,5673,yes,,,,,,,
1292896,5673,yes,,,,,,,
1292897,5673,yes,,,,,,,
1292898,5673,yes,,,,,,,
1292899,5673,yes,,,,,,,
1292900,5673,yes,,,,,,,
1292901,5673,yes,,,,,,,
1292903,5673,yes,,,,,,,
1292904,5673,yes,,,,,,,
1292905,5673,yes,,,,,,,
1292906,5673,yes,,,,,,,
1292907,5673,yes,,,,,,,
1292908,5673,yes,,,,,,,
1292909,5673,yes,,,,,,,
1292910,5673,yes,,,,,,,
1292911,5673,yes,,,,,,,
1292913,5673,yes,,,,,,,
1292914,5673,yes,,,,,,,
1292915,5673,yes,,,,,,,
1292916,5673,yes,,,,,,,
1292917,5673,yes,,,,,,,
1292918,5673,yes,,,,,,,
1292919,5673,yes,,,,,,,
1292920,5673,yes,,,,,,,
1292921,5673,yes,,,,,,,
1292922,5673,yes,,,,,,,
1292923,5673,yes,,,,,,,
1292924,5673,yes,,,,,,,
1292925,5673,yes,,,,,,,
1292926,5673,yes,,,,,,,
1292928,5673,yes,,,,,,,
1292927,5673,yes,,,,,,,
1292929,5673,yes,,,,,,,
1292930,5673,yes,,,,,,,
1292931,5673,yes,,,,,,,
1292932,5673,yes,,,,,,,
1292933,5673,yes,,,,,,,
1292934,5673,yes,,,,,,,
1292935,5673,yes,,,,,,,
1292936,5673,yes,,,,,,,
1292937,5673,yes,,,,,,,
1292938,5673,yes,,,,,,,
1292939,5673,yes,,,,,,,
1292940,5673,yes,,,,,,,
1292941,5673,yes,,,,,,,
1292942,5673,yes,,,,,,,
1292943,5673,yes,,,,,,,
1292944,5673,yes,,,,,,,
1292945,5673,yes,,,,,,,
1292946,5673,yes,,,,,,,
1292947,5673,yes,,,,,,,
1292948,5673,yes,,,,,,,
1292949,5673,yes,,,,,,,
1292950,5673,yes,,,,,,,
1292950,5673,yes,,,,,,,
1292950,5673,yes,,,,,,,
1292951,5673,yes,,,,,,,
1292952,5673,yes,,,,,,,
1292953,5673,yes,,,,,,,
1292954,5673,yes,,,,,,,
1292955,5673,yes,,,,,,,
1292956,5673,yes,,,,,,,
1292957,5673,yes,,,,,,,
1292958,5673,yes,,,,,,,
1292959,5673,yes,,,,,,,
1292960,5673,yes,,,,,,,
1292961,5673,yes,,,,,,,
1292962,5673,yes,,,,,,,
1292963,5673,yes,,,,,,,
1292964,5673,yes,,,,,,,
1292965,5673,yes,,,,,,,
1292966,5673,yes,,,,,,,
1292967,5673,yes,,,,,,,
1292968,5673,yes,,,,,,,
1292969,5673,yes,,,,,,,
1292970,5673,yes,,,,,,,
1292971,5673,yes,,,,,,,
1292972,5673,yes,,,,,,,
1292973,5673,yes,,,,,,,
1292974,5673,yes,,,,,,,
1292975,5673,yes,,,,,,,
1292976,5673,yes,,,,,,,
1292977,5673,yes,,,,,,,
1292978,5673,yes,,,,,,,
1292979,5673,yes,,,,,,,
1292980,5673,yes,,,,,,,
1292981,5673,yes,,,,,,,
1292982,5673,yes,,,,,,,
1292983,5673,yes,,,,,,,
1292984,5673,yes,,,,,,,
1292985,5673,yes,,,,,,,
1292986,5673,yes,,,,,,,
1292987,5673,yes,,,,,,,
1292988,5673,yes,,,,,,,
1292989,5673,yes,,,,,,,
1292990,5673,yes,,,,,,,
1292991,5673,yes,,,,,,,
1292992,5673,yes,,,,,,,
1292993,5673,yes,,,,,,,
1292994,5673,yes,,,,,,,
1292995,5673,yes,,,,,,,
1292996,5673,yes,,,,,,,
1292997,5673,yes,,,,,,,
1292998,5673,yes,,,,,,,
1292999,5673,yes,,,,,,,
1293000,5673,yes,,,,,,,
1293001,5673,yes,,,,,,,
1293002,5673,yes,,,,,,,
1293003,5673,yes,,,,,,,
1293004,5673,yes,,,,,,,
1293005,5673,yes,,,,,,,
1293006,5673,yes,,,,,,,
1293007,5673,yes,,,,,,,
1293008,5673,yes,,,,,,,
1293009,5673,yes,,,,,,,
1293010,5673,yes,,,,,,,
1293011,5673,yes,,,,,,,
1293012,5673,yes,,,,,,,
1293013,5673,yes,,,,,,,
1293014,5673,yes,,,,,,,
1293015,5673,yes,,,,,,,
1293016,5673,yes,,,,,,,
1293017,5673,yes,,,,,,,
1293018,5673,yes,,,,,,,
1293019,5673,yes,,,,,,,
1293020,5673,yes,,,,,,,
1293021,5673,yes,,,,,,,
1293022,5673,yes,,,,,,,
1293023,5673,yes,,,,,,,
1293024,5673,yes,,,,,,,
1293025,5673,yes,,,,,,,
1293026,5673,yes,,,,,,,
1293027,5673,yes,,,,,,,
1293028,5673,yes,,,,,,,
1293029,5673,yes,,,,,,,
1293030,5673,yes,,,,,,,
1293031,5673,yes,,,,,,,
1293032,5673,yes,,,,,,,
1293034,5673,yes,,,,,,,
1293033,5673,yes,,,,,,,
1293035,5673,yes,,,,,,,
1293036,5673,yes,,,,,,,
1293037,5673,yes,,,,,,,
1293038,5673,yes,,,,,,,
1293039,5673,yes,,,,,,,
1293040,5673,yes,,,,,,,
1293041,5673,yes,,,,,,,
1293042,5673,yes,,,,,,,
1293043,5673,yes,,,,,,,
1293044,5673,yes,,,,,,,
1293045,5673,yes,,,,,,,
1293046,5673,yes,,,,,,,
1293047,5673,yes,,,,,,,
1293048,5673,yes,,,,,,,
1293049,5673,yes,,,,,,,
1293050,5673,yes,,,,,,,
1293051,5673,yes,,,,,,,
1293052,5673,yes,,,,,,,
1293053,5673,yes,,,,,,,
1293054,5673,yes,,,,,,,
1293055,5673,yes,,,,,,,
1293056,5673,yes,,,,,,,
1293057,5673,yes,,,,,,,
1293058,5673,yes,,,,,,,
1293059,5673,yes,,,,,,,
1293060,5673,yes,,,,,,,
1293061,5673,yes,,,,,,,
1293062,5673,yes,,,,,,,
1293063,5673,yes,,,,,,,
1293064,5673,yes,,,,,,,
1293065,5673,yes,,,,,,,
1293066,5673,yes,,,,,,,
1293067,5673,yes,,,,,,,
1293068,5673,yes,,,,,,,
1293069,5673,yes,,,,,,,
1293070,5673,yes,,,,,,,
1293071,5673,yes,,,,,,,
1293072,5673,yes,,,,,,,
1293073,5673,yes,,,,,,,
1293074,5673,yes,,,,,,,
1293075,5673,yes,,,,,,,
1293076,5673,yes,,,,,,,
1293077,5673,yes,,,,,,,
1293078,5673,yes,,,,,,,
1293079,5673,yes,,,,,,,
1293080,5673,yes,,,,,,,
1293081,5673,yes,,,,,,,
1293082,5673,yes,,,,,,,
1293083,5673,yes,,,,,,,
1293084,5673,yes,,,,,,,
1293085,5673,yes,,,,,,,
1293086,5673,yes,,,,,,,
1293087,5673,yes,,,,,,,
1293088,5673,yes,,,,,,,
1293089,5673,yes,,,,,,,
1293090,5673,yes,,,,,,,
1293091,5673,yes,,,,,,,
1293092,5673,yes,,,,,,,
1293093,5673,yes,,,,,,,
1293094,5673,yes,,,,,,,
1293095,5673,yes,,,,,,,
1293096,5673,yes,,,,,,,
1293097,5673,yes,,,,,,,
1293098,5673,yes,,,,,,,
1293099,5673,yes,,,,,,,
1293100,5673,yes,,,,,,,
1293101,5673,yes,,,,,,,
1293102,5673,yes,,,,,,,
1293103,5673,yes,,,,,,,
1293104,5673,yes,,,,,,,
1293105,5673,yes,,,,,,,
1293106,5673,yes,,,,,,,
1293107,5673,yes,,,,,,,
1293108,5673,yes,,,,,,,
1293110,5673,yes,,,,,,,
1293109,5673,yes,,,,,,,
1293111,5673,yes,,,,,,,
1293112,5673,yes,,,,,,,
1293113,5673,yes,,,,,,,
1293114,5673,yes,,,,,,,
1293115,5673,yes,,,,,,,
1293116,5673,yes,,,,,,,
1293117,5673,yes,,,,,,,
1293118,5673,yes,,,,,,,
1293119,5673,yes,,,,,,,
1293120,5673,yes,,,,,,,
1293121,5673,yes,,,,,,,
1293122,5673,yes,,,,,,,
1293123,5673,yes,,,,,,,
1293124,5673,yes,,,,,,,
1293125,5673,yes,,,,,,,
1293126,5673,yes,,,,,,,
1293127,5673,yes,,,,,,,
1293128,5673,yes,,,,,,,
1293129,5673,yes,,,,,,,
1293130,5673,yes,,,,,,,
1293131,5673,yes,,,,,,,
1293132,5673,yes,,,,,,,
1293133,5673,yes,,,,,,,
1293134,5673,yes,,,,,,,
1293135,5673,yes,,,,,,,
1293136,5673,yes,,,,,,,
1293137,5673,yes,,,,,,,
1293138,5673,yes,,,,,,,
1293139,5673,yes,,,,,,,
1293140,5673,yes,,,,,,,
1293141,5673,yes,,,,,,,
1293142,5673,yes,,,,,,,
1293143,5673,yes,,,,,,,
1293144,5673,yes,,,,,,,
1293145,5673,yes,,,,,,,
1293146,5673,yes,,,,,,,
1293147,5673,yes,,,,,,,
1293148,5673,yes,,,,,,,
1293149,5673,yes,,,,,,,
1293150,5673,yes,,,,,,,
1293151,5673,yes,,,,,,,
1293152,5673,yes,,,,,,,
1293153,5673,yes,,,,,,,
1293154,5673,yes,,,,,,,
1293155,5673,yes,,,,,,,
1293156,5673,yes,,,,,,,
1293157,5673,yes,,,,,,,
1293158,5673,yes,,,,,,,
1293159,5673,yes,,,,,,,
1293160,5673,yes,,,,,,,
1293161,5673,yes,,,,,,,
1293162,5673,yes,,,,,,,
1293162,5673,yes,,,,,,,
1293163,5673,yes,,,,,,,
1293164,5673,yes,,,,,,,
1293165,5673,yes,,,,,,,
1293166,5673,yes,,,,,,,
1293167,5673,yes,,,,,,,
1293168,5673,yes,,,,,,,
1293169,5673,yes,,,,,,,
1293170,5673,yes,,,,,,,
1293171,5673,yes,,,,,,,
1293172,5673,yes,,,,,,,
1293173,5673,yes,,,,,,,
1293174,5673,yes,,,,,,,
1293175,5673,yes,,,,,,,
1293176,5673,yes,,,,,,,
1293177,5673,yes,,,,,,,
1293178,5673,yes,,,,,,,
1293179,5673,yes,,,,,,,
1293179,5673,yes,,,,,,,
1293180,5673,yes,,,,,,,
1293181,5673,yes,,,,,,,
1293182,5673,yes,,,,,,,
1293183,5673,yes,,,,,,,
1293184,5673,yes,,,,,,,
1293185,5673,yes,,,,,,,
1293186,5673,yes,,,,,,,
1293187,5673,yes,,,,,,,
1293188,5673,yes,,,,,,,
1293189,5673,yes,,,,,,,
1293190,5673,yes,,,,,,,
1293191,5673,yes,,,,,,,
1293192,5673,yes,,,,,,,
1293193,5673,yes,,,,,,,
1293194,5673,yes,,,,,,,
1293195,5673,yes,,,,,,,
1293196,5673,yes,,,,,,,
1293197,5673,yes,,,,,,,
1293198,5673,yes,,,,,,,
1293199,5673,yes,,,,,,,
1293200,5673,yes,,,,,,,
1293201,5673,yes,,,,,,,
1293202,5673,yes,,,,,,,
1293203,5673,yes,,,,,,,
1293204,5673,yes,,,,,,,
1293205,5673,yes,,,,,,,
1293206,5673,yes,,,,,,,
1293207,5673,yes,,,,,,,
1293208,5673,yes,,,,,,,
1293209,5673,yes,,,,,,,
1293210,5673,yes,,,,,,,
1293211,5673,yes,,,,,,,
1293212,5673,yes,,,,,,,
1293213,5673,yes,,,,,,,
1293214,5673,yes,,,,,,,
1293215,5673,yes,,,,,,,
1293216,5673,yes,,,,,,,
1293217,5673,yes,,,,,,,
1293218,5673,yes,,,,,,,
1293219,5673,yes,,,,,,,
1293220,5673,yes,,,,,,,
1293221,5673,yes,,,,,,,
1293222,5673,yes,,,,,,,
1293223,5673,yes,,,,,,,
1293225,5673,yes,,,,,,,
1293224,5673,yes,,,,,,,
1293226,5673,yes,,,,,,,
1293227,5673,yes,,,,,,,
1293228,5673,yes,,,,,,,
1293229,5673,yes,,,,,,,
1293230,5673,yes,,,,,,,
1293231,5673,yes,,,,,,,
1293232,5673,yes,,,,,,,
1293233,5673,yes,,,,,,,
1293234,5673,yes,,,,,,,
1293235,5673,yes,,,,,,,
1293236,5673,yes,,,,,,,
1293237,5673,yes,,,,,,,
1293238,5673,yes,,,,,,,
1293239,5673,yes,,,,,,,
1293240,5673,yes,,,,,,,
1293241,5673,yes,,,,,,,
1293242,5673,yes,,,,,,,
1293243,5673,yes,,,,,,,
1293244,5673,yes,,,,,,,
1297576,5673,yes,,,,,,,
1298948,5673,yes,,,,,,,
1298967,5673,yes,,,,,,,
1299873,5673,yes,,,,,,,
1300538,5673,yes,,,,,,,
1301176,5673,yes,,,,,,,
1303245,5673,yes,,,,,,,
1306616,5673,yes,,,,,,,
1310329,5673,yes,,,,,,,
1311245,5673,yes,,,,,,,
1315948,5673,yes,,,,,,,
1317611,5673,yes,,,,,,,
1293235,5673,yes,,,,,,,
1318449,5673,yes,,,,,,,
1318552,5673,yes,,,,,,,
1319015,5673,yes,,,,,,,
1319028,5673,yes,,,,,,,
1319058,5673,yes,,,,,,,
1319581,5673,yes,,,,,,,
1319677,5673,yes,,,,,,,
1320322,5673,yes,,,,,,,
