Index,OccupancyGroup,BUILDING,CONTENTS
ABMERCANTILE - LOW,0.0,0.05000,0.04550
ABINDUST-PROC - HIGH,0.0,0.05000,0.06550
ABBUILDINGS,0.0,0.03233,0.00000
ABSERVICE - HIGH,0.0,0.05000,0.05500
ABINDUST-PROC - LOW,0.0,0.05000,0.04900
ABINSTITUTIONAL - HIGH,0.0,0.05000,0.03300
ABRES APTS AND CONDOS,0.0,0.05250,0.12548
ABOFFICES,0.0,0.02046,0.02046
ABMOTELS AND HOTELS,0.0,0.05000,0.03450
ABUNKNOWN,0.0,0.05000,0.05569
ABMERCANTILE - MEDIUM,0.0,0.05000,0.05900
NLMERCANTILE - LOW,0.0,0.11200,0.18650
NLINDUST-PROC - HIGH,0.0,0.11200,0.30100
NLBUILDINGS,0.0,0.08950,0.00000
NLSERVICE - HIGH,0.0,0.11200,0.23200
NLINDUST-PROC - LOW,0.0,0.11200,0.20950
NLINSTITUTIONAL - HIGH,0.0,0.11200,0.09800
NLRES APTS AND CONDOS,0.0,0.11760,0.16590
NLOFFICES,0.0,0.04583,0.06546
NLMOTELS AND HOTELS,0.0,0.11200,0.13150
NLUNKNOWN,0.0,0.11200,0.19065
NLMERCANTILE - MEDIUM,0.0,0.11200,0.25250
YTMERCANTILE - LOW,0.0,0.18900,0.15750
YTINDUST-PROC - HIGH,0.0,0.18900,0.21450
YTBUILDINGS,0.0,0.04650,0.00000
YTSERVICE - HIGH,0.0,0.18900,0.18450
YTINDUST-PROC - LOW,0.0,0.18900,0.15750
YTINSTITUTIONAL - HIGH,0.0,0.18900,0.11550
YTRES APTS AND CONDOS,0.0,0.19845,0.32288
YTOFFICES,0.0,0.07733,0.07794
YTMOTELS AND HOTELS,0.0,0.18900,0.12000
YTUNKNOWN,0.0,0.18900,0.18300
YTMERCANTILE - MEDIUM,0.0,0.18900,0.21450
NTMERCANTILE - LOW,0.0,0.12600,0.10500
NTINDUST-PROC - HIGH,0.0,0.12600,0.14300
NTBUILDINGS,0.0,0.03100,0.00000
NTSERVICE - HIGH,0.0,0.12600,0.12300
NTINDUST-PROC - LOW,0.0,0.12600,0.10500
NTINSTITUTIONAL - HIGH,0.0,0.12600,0.07700
NTRES APTS AND CONDOS,0.0,0.13230,0.21525
NTOFFICES,0.0,0.05155,0.05196
NTMOTELS AND HOTELS,0.0,0.12600,0.08000
NTUNKNOWN,0.0,0.12600,0.12200
NTMERCANTILE - MEDIUM,0.0,0.12600,0.14300
NUMERCANTILE - LOW,0.0,0.16380,0.13650
NUINDUST-PROC - HIGH,0.0,0.16380,0.18590
NUBUILDINGS,0.0,0.04030,0.00000
NUSERVICE - HIGH,0.0,0.16380,0.15990
NUINDUST-PROC - LOW,0.0,0.16380,0.13650
NUINSTITUTIONAL - HIGH,0.0,0.16380,0.10010
NURES APTS AND CONDOS,0.0,0.17199,0.27983
NUOFFICES,0.0,0.06702,0.06755
NUMOTELS AND HOTELS,0.0,0.16380,0.10400
NUUNKNOWN,0.0,0.16380,0.15860
NUMERCANTILE - MEDIUM,0.0,0.16380,0.18590
AUSTRALIAN CAPITAL TERRITORYBUILDINGS,0.0,0.00000,0.00000
AUSTRALIAN CAPITAL TERRITORYCONTRACTORS,0.0,0.00000,0.00000
AUSTRALIAN CAPITAL TERRITORYINDUST-PROC - HIGH,0.0,0.00000,0.00000
AUSTRALIAN CAPITAL TERRITORYINDUST-PROC - LOW,0.0,0.00000,0.00000
AUSTRALIAN CAPITAL TERRITORYINSTITUTIONAL - HIGH,0.0,0.00000,0.00000
AUSTRALIAN CAPITAL TERRITORYINSTITUTIONAL - LOW,0.0,0.00000,0.00000
AUSTRALIAN CAPITAL TERRITORYMERCANTILE - HIGH,0.0,0.00000,0.00000
AUSTRALIAN CAPITAL TERRITORYMERCANTILE - LOW,0.0,0.00000,0.00000
AUSTRALIAN CAPITAL TERRITORYMERCANTILE - MEDIUM,0.0,0.00000,0.00000
AUSTRALIAN CAPITAL TERRITORYMOTELS AND HOTELS,0.0,0.00000,0.00000
AUSTRALIAN CAPITAL TERRITORYOFFICES,0.0,0.00000,0.00000
AUSTRALIAN CAPITAL TERRITORYRES APTS AND CONDOS,0.0,0.00000,0.00000
AUSTRALIAN CAPITAL TERRITORYSERVICE - HIGH,0.0,0.00000,0.00000
NEW SOUTH WALESSERVICE - LOW,0.0,0.00000,0.00000
NEW SOUTH WALESBUILDINGS,0.0,0.00000,0.00000
NEW SOUTH WALESCONTRACTORS,0.0,0.00000,0.00000
NEW SOUTH WALESINDUST-PROC - HIGH,0.0,0.00000,0.00000
NEW SOUTH WALESINDUST-PROC - LOW,0.0,0.00000,0.00000
NEW SOUTH WALESINSTITUTIONAL - HIGH,0.0,0.00000,0.00000
NEW SOUTH WALESINSTITUTIONAL - LOW,0.0,0.00000,0.00000
NEW SOUTH WALESMERCANTILE - HIGH,0.0,0.00000,0.00000
NEW SOUTH WALESMERCANTILE - LOW,0.0,0.00000,0.00000
NEW SOUTH WALESMERCANTILE - MEDIUM,0.0,0.00000,0.00000
NEW SOUTH WALESMOTELS AND HOTELS,0.0,0.00000,0.00000
NEW SOUTH WALESOFFICES,0.0,0.00000,0.00000
NEW SOUTH WALESRES APTS AND CONDOS,0.0,0.00000,0.00000
NORTHERN TERRITORYSERVICE - HIGH,0.0,0.00000,0.00000
NORTHERN TERRITORYSERVICE - LOW,0.0,0.00000,0.00000
NORTHERN TERRITORYBUILDINGS,0.0,0.00000,0.00000
NORTHERN TERRITORYCONTRACTORS,0.0,0.00000,0.00000
NORTHERN TERRITORYINDUST-PROC - HIGH,0.0,0.00000,0.00000
NORTHERN TERRITORYINDUST-PROC - LOW,0.0,0.00000,0.00000
NORTHERN TERRITORYINSTITUTIONAL - HIGH,0.0,0.00000,0.00000
NORTHERN TERRITORYINSTITUTIONAL - LOW,0.0,0.00000,0.00000
NORTHERN TERRITORYMERCANTILE - HIGH,0.0,0.00000,0.00000
NORTHERN TERRITORYMERCANTILE - LOW,0.0,0.00000,0.00000
NORTHERN TERRITORYMERCANTILE - MEDIUM,0.0,0.00000,0.00000
NORTHERN TERRITORYMOTELS AND HOTELS,0.0,0.00000,0.00000
NORTHERN TERRITORYOFFICES,0.0,0.00000,0.00000
QUEENSLANDRES APTS AND CONDOS,0.0,0.00000,0.00000
QUEENSLANDSERVICE - HIGH,0.0,0.00000,0.00000
QUEENSLANDSERVICE - LOW,0.0,0.00000,0.00000
QUEENSLANDBUILDINGS,0.0,0.00000,0.00000
QUEENSLANDCONTRACTORS,0.0,0.00000,0.00000
QUEENSLANDINDUST-PROC - HIGH,0.0,0.00000,0.00000
QUEENSLANDINDUST-PROC - LOW,0.0,0.00000,0.00000
QUEENSLANDINSTITUTIONAL - HIGH,0.0,0.00000,0.00000
QUEENSLANDINSTITUTIONAL - LOW,0.0,0.00000,0.00000
QUEENSLANDMERCANTILE - HIGH,0.0,0.00000,0.00000
QUEENSLANDMERCANTILE - LOW,0.0,0.00000,0.00000
QUEENSLANDMERCANTILE - MEDIUM,0.0,0.00000,0.00000
QUEENSLANDMOTELS AND HOTELS,0.0,0.00000,0.00000
SOUTH AUSTRALIAOFFICES,0.0,0.00000,0.00000
SOUTH AUSTRALIARES APTS AND CONDOS,0.0,0.00000,0.00000
SOUTH AUSTRALIASERVICE - HIGH,0.0,0.00000,0.00000
SOUTH AUSTRALIASERVICE - LOW,0.0,0.00000,0.00000
SOUTH AUSTRALIABUILDINGS,0.0,0.00000,0.00000
SOUTH AUSTRALIACONTRACTORS,0.0,0.00000,0.00000
SOUTH AUSTRALIAINDUST-PROC - HIGH,0.0,0.00000,0.00000
SOUTH AUSTRALIAINDUST-PROC - LOW,0.0,0.00000,0.00000
SOUTH AUSTRALIAINSTITUTIONAL - HIGH,0.0,0.00000,0.00000
SOUTH AUSTRALIAINSTITUTIONAL - LOW,0.0,0.00000,0.00000
SOUTH AUSTRALIAMERCANTILE - HIGH,0.0,0.00000,0.00000
SOUTH AUSTRALIAMERCANTILE - LOW,0.0,0.00000,0.00000
SOUTH AUSTRALIAMERCANTILE - MEDIUM,0.0,0.00000,0.00000
TASMANIAMOTELS AND HOTELS,0.0,0.00000,0.00000
TASMANIAOFFICES,0.0,0.00000,0.00000
TASMANIARES APTS AND CONDOS,0.0,0.00000,0.00000
TASMANIASERVICE - HIGH,0.0,0.00000,0.00000
TASMANIASERVICE - LOW,0.0,0.00000,0.00000
TASMANIABUILDINGS,0.0,0.00000,0.00000
TASMANIACONTRACTORS,0.0,0.00000,0.00000
TASMANIAINDUST-PROC - HIGH,0.0,0.00000,0.00000
TASMANIAINDUST-PROC - LOW,0.0,0.00000,0.00000
TASMANIAINSTITUTIONAL - HIGH,0.0,0.00000,0.00000
TASMANIAINSTITUTIONAL - LOW,0.0,0.00000,0.00000
TASMANIAMERCANTILE - HIGH,0.0,0.00000,0.00000
TASMANIAMERCANTILE - LOW,0.0,0.00000,0.00000
VICTORIAMERCANTILE - MEDIUM,0.0,0.00000,0.00000
VICTORIAMOTELS AND HOTELS,0.0,0.00000,0.00000
VICTORIAOFFICES,0.0,0.00000,0.00000
VICTORIARES APTS AND CONDOS,0.0,0.00000,0.00000
VICTORIASERVICE - HIGH,0.0,0.00000,0.00000
VICTORIASERVICE - LOW,0.0,0.00000,0.00000
VICTORIABUILDINGS,0.0,0.00000,0.00000
VICTORIACONTRACTORS,0.0,0.00000,0.00000
VICTORIAINDUST-PROC - HIGH,0.0,0.00000,0.00000
VICTORIAINDUST-PROC - LOW,0.0,0.00000,0.00000
VICTORIAINSTITUTIONAL - HIGH,0.0,0.00000,0.00000
VICTORIAINSTITUTIONAL - LOW,0.0,0.00000,0.00000
VICTORIAMERCANTILE - HIGH,0.0,0.00000,0.00000
WESTERN AUSTRALIAMERCANTILE - LOW,0.0,0.00000,0.00000
WESTERN AUSTRALIAMERCANTILE - MEDIUM,0.0,0.00000,0.00000
WESTERN AUSTRALIAMOTELS AND HOTELS,0.0,0.00000,0.00000
WESTERN AUSTRALIAOFFICES,0.0,0.00000,0.00000
WESTERN AUSTRALIARES APTS AND CONDOS,0.0,0.00000,0.00000
WESTERN AUSTRALIASERVICE - HIGH,0.0,0.00000,0.00000
WESTERN AUSTRALIASERVICE - LOW,0.0,0.00000,0.00000
WESTERN AUSTRALIABUILDINGS,0.0,0.00000,0.00000
WESTERN AUSTRALIACONTRACTORS,0.0,0.00000,0.00000
WESTERN AUSTRALIAINDUST-PROC - HIGH,0.0,0.00000,0.00000
WESTERN AUSTRALIAINDUST-PROC - LOW,0.0,0.00000,0.00000
WESTERN AUSTRALIAINSTITUTIONAL - HIGH,0.0,0.00000,0.00000
WESTERN AUSTRALIAINSTITUTIONAL - LOW,0.0,0.00000,0.00000
LONDONMERCANTILE - HIGH,0.0,0.00000,0.00000
LONDONMERCANTILE - LOW,0.0,0.00000,0.00000
LONDONMERCANTILE - MEDIUM,0.0,0.00000,0.00000
LONDONMOTELS AND HOTELS,0.0,0.00000,0.00000
LONDONOFFICES,0.0,0.00000,0.00000
LONDONRES APTS AND CONDOS,0.0,0.00000,0.00000
LONDONSERVICE - HIGH,0.0,0.00000,0.00000
LONDONSERVICE - LOW,0.0,0.00000,0.00000
LONDONBUILDINGS,0.0,0.00000,0.00000
LONDONCONTRACTORS,0.0,0.00000,0.00000
LONDONINDUST-PROC - HIGH,0.0,0.00000,0.00000
LONDONINDUST-PROC - LOW,0.0,0.00000,0.00000
LONDONINSTITUTIONAL - HIGH,0.0,0.00000,0.00000
SOUTH WESTINSTITUTIONAL - LOW,0.0,0.00000,0.00000
SOUTH WESTMERCANTILE - HIGH,0.0,0.00000,0.00000
SOUTH WESTMERCANTILE - LOW,0.0,0.00000,0.00000
SOUTH WESTMERCANTILE - MEDIUM,0.0,0.00000,0.00000
SOUTH WESTMOTELS AND HOTELS,0.0,0.00000,0.00000
SOUTH WESTOFFICES,0.0,0.00000,0.00000
SOUTH WESTRES APTS AND CONDOS,0.0,0.00000,0.00000
SOUTH WESTSERVICE - HIGH,0.0,0.00000,0.00000
SOUTH WESTSERVICE - LOW,0.0,0.00000,0.00000
SOUTH WESTBUILDINGS,0.0,0.00000,0.00000
SOUTH WESTCONTRACTORS,0.0,0.00000,0.00000
SOUTH WESTINDUST-PROC - HIGH,0.0,0.00000,0.00000
SOUTH WESTINDUST-PROC - LOW,0.0,0.00000,0.00000
SOUTH EASTINSTITUTIONAL - HIGH,0.0,0.00000,0.00000
SOUTH EASTINSTITUTIONAL - LOW,0.0,0.00000,0.00000
SOUTH EASTMERCANTILE - HIGH,0.0,0.00000,0.00000
SOUTH EASTMERCANTILE - LOW,0.0,0.00000,0.00000
SOUTH EASTMERCANTILE - MEDIUM,0.0,0.00000,0.00000
SOUTH EASTMOTELS AND HOTELS,0.0,0.00000,0.00000
SOUTH EASTOFFICES,0.0,0.00000,0.00000
SOUTH EASTRES APTS AND CONDOS,0.0,0.00000,0.00000
SOUTH EASTSERVICE - HIGH,0.0,0.00000,0.00000
SOUTH EASTSERVICE - LOW,0.0,0.00000,0.00000
SOUTH EASTBUILDINGS,0.0,0.00000,0.00000
SOUTH EASTCONTRACTORS,0.0,0.00000,0.00000
SOUTH EASTINDUST-PROC - HIGH,0.0,0.00000,0.00000
WEST MIDLANDSINDUST-PROC - LOW,0.0,0.00000,0.00000
WEST MIDLANDSINSTITUTIONAL - HIGH,0.0,0.00000,0.00000
WEST MIDLANDSINSTITUTIONAL - LOW,0.0,0.00000,0.00000
WEST MIDLANDSMERCANTILE - HIGH,0.0,0.00000,0.00000
WEST MIDLANDSMERCANTILE - LOW,0.0,0.00000,0.00000
WEST MIDLANDSMERCANTILE - MEDIUM,0.0,0.00000,0.00000
WEST MIDLANDSMOTELS AND HOTELS,0.0,0.00000,0.00000
WEST MIDLANDSOFFICES,0.0,0.00000,0.00000
WEST MIDLANDSRES APTS AND CONDOS,0.0,0.00000,0.00000
WEST MIDLANDSSERVICE - HIGH,0.0,0.00000,0.00000
WEST MIDLANDSSERVICE - LOW,0.0,0.00000,0.00000
WEST MIDLANDSBUILDINGS,0.0,0.00000,0.00000
WEST MIDLANDSCONTRACTORS,0.0,0.00000,0.00000
EAST MIDLANDSINDUST-PROC - HIGH,0.0,0.00000,0.00000
EAST MIDLANDSINDUST-PROC - LOW,0.0,0.00000,0.00000
EAST MIDLANDSINSTITUTIONAL - HIGH,0.0,0.00000,0.00000
EAST MIDLANDSINSTITUTIONAL - LOW,0.0,0.00000,0.00000
EAST MIDLANDSMERCANTILE - HIGH,0.0,0.00000,0.00000
EAST MIDLANDSMERCANTILE - LOW,0.0,0.00000,0.00000
EAST MIDLANDSMERCANTILE - MEDIUM,0.0,0.00000,0.00000
EAST MIDLANDSMOTELS AND HOTELS,0.0,0.00000,0.00000
EAST MIDLANDSOFFICES,0.0,0.00000,0.00000
EAST MIDLANDSRES APTS AND CONDOS,0.0,0.00000,0.00000
EAST MIDLANDSSERVICE - HIGH,0.0,0.00000,0.00000
EAST MIDLANDSSERVICE - LOW,0.0,0.00000,0.00000
EAST MIDLANDSBUILDINGS,0.0,0.00000,0.00000
EAST ANGLIACONTRACTORS,0.0,0.00000,0.00000
EAST ANGLIAINDUST-PROC - HIGH,0.0,0.00000,0.00000
EAST ANGLIAINDUST-PROC - LOW,0.0,0.00000,0.00000
EAST ANGLIAINSTITUTIONAL - HIGH,0.0,0.00000,0.00000
EAST ANGLIAINSTITUTIONAL - LOW,0.0,0.00000,0.00000
EAST ANGLIAMERCANTILE - HIGH,0.0,0.00000,0.00000
EAST ANGLIAMERCANTILE - LOW,0.0,0.00000,0.00000
EAST ANGLIAMERCANTILE - MEDIUM,0.0,0.00000,0.00000
EAST ANGLIAMOTELS AND HOTELS,0.0,0.00000,0.00000
EAST ANGLIAOFFICES,0.0,0.00000,0.00000
EAST ANGLIARES APTS AND CONDOS,0.0,0.00000,0.00000
EAST ANGLIASERVICE - HIGH,0.0,0.00000,0.00000
EAST ANGLIASERVICE - LOW,0.0,0.00000,0.00000
NORTH WESTBUILDINGS,0.0,0.00000,0.00000
NORTH WESTCONTRACTORS,0.0,0.00000,0.00000
NORTH WESTINDUST-PROC - HIGH,0.0,0.00000,0.00000
NORTH WESTINDUST-PROC - LOW,0.0,0.00000,0.00000
NORTH WESTINSTITUTIONAL - HIGH,0.0,0.00000,0.00000
NORTH WESTINSTITUTIONAL - LOW,0.0,0.00000,0.00000
NORTH WESTMERCANTILE - HIGH,0.0,0.00000,0.00000
NORTH WESTMERCANTILE - LOW,0.0,0.00000,0.00000
NORTH WESTMERCANTILE - MEDIUM,0.0,0.00000,0.00000
NORTH WESTMOTELS AND HOTELS,0.0,0.00000,0.00000
NORTH WESTOFFICES,0.0,0.00000,0.00000
NORTH WESTRES APTS AND CONDOS,0.0,0.00000,0.00000
NORTH WESTSERVICE - HIGH,0.0,0.00000,0.00000
NORTH EASTSERVICE - LOW,0.0,0.00000,0.00000
NORTH EASTBUILDINGS,0.0,0.00000,0.00000
NORTH EASTCONTRACTORS,0.0,0.00000,0.00000
NORTH EASTINDUST-PROC - HIGH,0.0,0.00000,0.00000
NORTH EASTINDUST-PROC - LOW,0.0,0.00000,0.00000
NORTH EASTINSTITUTIONAL - HIGH,0.0,0.00000,0.00000
NORTH EASTINSTITUTIONAL - LOW,0.0,0.00000,0.00000
NORTH EASTMERCANTILE - HIGH,0.0,0.00000,0.00000
NORTH EASTMERCANTILE - LOW,0.0,0.00000,0.00000
NORTH EASTMERCANTILE - MEDIUM,0.0,0.00000,0.00000
NORTH EASTMOTELS AND HOTELS,0.0,0.00000,0.00000
NORTH EASTOFFICES,0.0,0.00000,0.00000
NORTH EASTRES APTS AND CONDOS,0.0,0.00000,0.00000
YORKSHIRE AND HUMBERSIDESERVICE - HIGH,0.0,0.00000,0.00000
YORKSHIRE AND HUMBERSIDESERVICE - LOW,0.0,0.00000,0.00000
YORKSHIRE AND HUMBERSIDEBUILDINGS,0.0,0.00000,0.00000
YORKSHIRE AND HUMBERSIDECONTRACTORS,0.0,0.00000,0.00000
YORKSHIRE AND HUMBERSIDEINDUST-PROC - HIGH,0.0,0.00000,0.00000
YORKSHIRE AND HUMBERSIDEINDUST-PROC - LOW,0.0,0.00000,0.00000
YORKSHIRE AND HUMBERSIDEINSTITUTIONAL - HIGH,0.0,0.00000,0.00000
YORKSHIRE AND HUMBERSIDEINSTITUTIONAL - LOW,0.0,0.00000,0.00000
YORKSHIRE AND HUMBERSIDEMERCANTILE - HIGH,0.0,0.00000,0.00000
YORKSHIRE AND HUMBERSIDEMERCANTILE - LOW,0.0,0.00000,0.00000
YORKSHIRE AND HUMBERSIDEMERCANTILE - MEDIUM,0.0,0.00000,0.00000
YORKSHIRE AND HUMBERSIDEMOTELS AND HOTELS,0.0,0.00000,0.00000
YORKSHIRE AND HUMBERSIDEOFFICES,0.0,0.00000,0.00000
SCOTLANDRES APTS AND CONDOS,0.0,0.00000,0.00000
SCOTLANDSERVICE - HIGH,0.0,0.00000,0.00000
SCOTLANDSERVICE - LOW,0.0,0.00000,0.00000
SCOTLANDBUILDINGS,0.0,0.00000,0.00000
SCOTLANDCONTRACTORS,0.0,0.00000,0.00000
SCOTLANDINDUST-PROC - HIGH,0.0,0.00000,0.00000
SCOTLANDINDUST-PROC - LOW,0.0,0.00000,0.00000
SCOTLANDINSTITUTIONAL - HIGH,0.0,0.00000,0.00000
SCOTLANDINSTITUTIONAL - LOW,0.0,0.00000,0.00000
SCOTLANDMERCANTILE - HIGH,0.0,0.00000,0.00000
SCOTLANDMERCANTILE - LOW,0.0,0.00000,0.00000
SCOTLANDMERCANTILE - MEDIUM,0.0,0.00000,0.00000
SCOTLANDMOTELS AND HOTELS,0.0,0.00000,0.00000
WALESOFFICES,0.0,0.00000,0.00000
WALESRES APTS AND CONDOS,0.0,0.00000,0.00000
WALESSERVICE - HIGH,0.0,0.00000,0.00000
WALESSERVICE - LOW,0.0,0.00000,0.00000
WALESBUILDINGS,0.0,0.00000,0.00000
WALESCONTRACTORS,0.0,0.00000,0.00000
WALESINDUST-PROC - HIGH,0.0,0.00000,0.00000
WALESINDUST-PROC - LOW,0.0,0.00000,0.00000
WALESINSTITUTIONAL - HIGH,0.0,0.00000,0.00000
WALESINSTITUTIONAL - LOW,0.0,0.00000,0.00000
WALESMERCANTILE - HIGH,0.0,0.00000,0.00000
WALESMERCANTILE - LOW,0.0,0.00000,0.00000
WALESMERCANTILE - MEDIUM,0.0,0.00000,0.00000
AUCKLANDMOTELS AND HOTELS,0.0,0.00000,0.00000
AUCKLANDOFFICES,0.0,0.00000,0.00000
AUCKLANDRES APTS AND CONDOS,0.0,0.00000,0.00000
AUCKLANDSERVICE - HIGH,0.0,0.00000,0.00000
AUCKLANDSERVICE - LOW,0.0,0.00000,0.00000
AUCKLANDBUILDINGS,0.0,0.00000,0.00000
AUCKLANDCONTRACTORS,0.0,0.00000,0.00000
AUCKLANDINDUST-PROC - HIGH,0.0,0.00000,0.00000
AUCKLANDINDUST-PROC - LOW,0.0,0.00000,0.00000
AUCKLANDINSTITUTIONAL - HIGH,0.0,0.00000,0.00000
AUCKLANDINSTITUTIONAL - LOW,0.0,0.00000,0.00000
AUCKLANDMERCANTILE - HIGH,0.0,0.00000,0.00000
AUCKLANDMERCANTILE - LOW,0.0,0.00000,0.00000
TARANAKIMERCANTILE - MEDIUM,0.0,0.00000,0.00000
TARANAKIMOTELS AND HOTELS,0.0,0.00000,0.00000
TARANAKIOFFICES,0.0,0.00000,0.00000
TARANAKIRES APTS AND CONDOS,0.0,0.00000,0.00000
TARANAKISERVICE - HIGH,0.0,0.00000,0.00000
TARANAKISERVICE - LOW,0.0,0.00000,0.00000
TARANAKIBUILDINGS,0.0,0.00000,0.00000
TARANAKICONTRACTORS,0.0,0.00000,0.00000
TARANAKIINDUST-PROC - HIGH,0.0,0.00000,0.00000
TARANAKIINDUST-PROC - LOW,0.0,0.00000,0.00000
TARANAKIINSTITUTIONAL - HIGH,0.0,0.00000,0.00000
TARANAKIINSTITUTIONAL - LOW,0.0,0.00000,0.00000
TARANAKIMERCANTILE - HIGH,0.0,0.00000,0.00000
HAWKE'S BAYMERCANTILE - LOW,0.0,0.00000,0.00000
HAWKE'S BAYMERCANTILE - MEDIUM,0.0,0.00000,0.00000
HAWKE'S BAYMOTELS AND HOTELS,0.0,0.00000,0.00000
HAWKE'S BAYOFFICES,0.0,0.00000,0.00000
HAWKE'S BAYRES APTS AND CONDOS,0.0,0.00000,0.00000
HAWKE'S BAYSERVICE - HIGH,0.0,0.00000,0.00000
HAWKE'S BAYSERVICE - LOW,0.0,0.00000,0.00000
HAWKE'S BAYBUILDINGS,0.0,0.00000,0.00000
HAWKE'S BAYCONTRACTORS,0.0,0.00000,0.00000
HAWKE'S BAYINDUST-PROC - HIGH,0.0,0.00000,0.00000
HAWKE'S BAYINDUST-PROC - LOW,0.0,0.00000,0.00000
HAWKE'S BAYINSTITUTIONAL - HIGH,0.0,0.00000,0.00000
HAWKE'S BAYINSTITUTIONAL - LOW,0.0,0.00000,0.00000
WELLINGTONMERCANTILE - HIGH,0.0,0.00000,0.00000
WELLINGTONMERCANTILE - LOW,0.0,0.00000,0.00000
WELLINGTONMERCANTILE - MEDIUM,0.0,0.00000,0.00000
WELLINGTONMOTELS AND HOTELS,0.0,0.00000,0.00000
WELLINGTONOFFICES,0.0,0.00000,0.00000
WELLINGTONRES APTS AND CONDOS,0.0,0.00000,0.00000
WELLINGTONSERVICE - HIGH,0.0,0.00000,0.00000
WELLINGTONSERVICE - LOW,0.0,0.00000,0.00000
WELLINGTONBUILDINGS,0.0,0.00000,0.00000
WELLINGTONCONTRACTORS,0.0,0.00000,0.00000
WELLINGTONINDUST-PROC - HIGH,0.0,0.00000,0.00000
WELLINGTONINDUST-PROC - LOW,0.0,0.00000,0.00000
WELLINGTONINSTITUTIONAL - HIGH,0.0,0.00000,0.00000
NELSONINSTITUTIONAL - LOW,0.0,0.00000,0.00000
NELSONMERCANTILE - HIGH,0.0,0.00000,0.00000
NELSONMERCANTILE - LOW,0.0,0.00000,0.00000
NELSONMERCANTILE - MEDIUM,0.0,0.00000,0.00000
NELSONMOTELS AND HOTELS,0.0,0.00000,0.00000
NELSONOFFICES,0.0,0.00000,0.00000
NELSONRES APTS AND CONDOS,0.0,0.00000,0.00000
NELSONSERVICE - HIGH,0.0,0.00000,0.00000
NELSONSERVICE - LOW,0.0,0.00000,0.00000
NELSONBUILDINGS,0.0,0.00000,0.00000
NELSONCONTRACTORS,0.0,0.00000,0.00000
NELSONINDUST-PROC - HIGH,0.0,0.00000,0.00000
NELSONINDUST-PROC - LOW,0.0,0.00000,0.00000
CANTERBURYINSTITUTIONAL - HIGH,0.0,0.00000,0.00000
CANTERBURYINSTITUTIONAL - LOW,0.0,0.00000,0.00000
CANTERBURYMERCANTILE - HIGH,0.0,0.00000,0.00000
CANTERBURYMERCANTILE - LOW,0.0,0.00000,0.00000
CANTERBURYMERCANTILE - MEDIUM,0.0,0.00000,0.00000
CANTERBURYMOTELS AND HOTELS,0.0,0.00000,0.00000
CANTERBURYOFFICES,0.0,0.00000,0.00000
CANTERBURYRES APTS AND CONDOS,0.0,0.00000,0.00000
CANTERBURYSERVICE - HIGH,0.0,0.00000,0.00000
CANTERBURYSERVICE - LOW,0.0,0.00000,0.00000
CANTERBURYBUILDINGS,0.0,0.00000,0.00000
CANTERBURYCONTRACTORS,0.0,0.00000,0.00000
CANTERBURYINDUST-PROC - HIGH,0.0,0.00000,0.00000
OTAGOINDUST-PROC - LOW,0.0,0.00000,0.00000
OTAGOINSTITUTIONAL - HIGH,0.0,0.00000,0.00000
OTAGOINSTITUTIONAL - LOW,0.0,0.00000,0.00000
OTAGOMERCANTILE - HIGH,0.0,0.00000,0.00000
OTAGOMERCANTILE - LOW,0.0,0.00000,0.00000
OTAGOMERCANTILE - MEDIUM,0.0,0.00000,0.00000
OTAGOMOTELS AND HOTELS,0.0,0.00000,0.00000
OTAGOOFFICES,0.0,0.00000,0.00000
OTAGORES APTS AND CONDOS,0.0,0.00000,0.00000
OTAGOSERVICE - HIGH,0.0,0.00000,0.00000
OTAGOSERVICE - LOW,0.0,0.00000,0.00000
OTAGOBUILDINGS,0.0,0.00000,0.00000
OTAGOCONTRACTORS,0.0,0.00000,0.00000
NORTHLAND REGIONINDUST-PROC - HIGH,0.0,0.00000,0.00000
NORTHLAND REGIONINDUST-PROC - LOW,0.0,0.00000,0.00000
NORTHLAND REGIONINSTITUTIONAL - HIGH,0.0,0.00000,0.00000
NORTHLAND REGIONINSTITUTIONAL - LOW,0.0,0.00000,0.00000
NORTHLAND REGIONMERCANTILE - HIGH,0.0,0.00000,0.00000
NORTHLAND REGIONMERCANTILE - LOW,0.0,0.00000,0.00000
NORTHLAND REGIONMERCANTILE - MEDIUM,0.0,0.00000,0.00000
NORTHLAND REGIONMOTELS AND HOTELS,0.0,0.00000,0.00000
NORTHLAND REGIONOFFICES,0.0,0.00000,0.00000
NORTHLAND REGIONRES APTS AND CONDOS,0.0,0.00000,0.00000
NORTHLAND REGIONSERVICE - HIGH,0.0,0.00000,0.00000
NORTHLAND REGIONSERVICE - LOW,0.0,0.00000,0.00000
NORTHLAND REGIONBUILDINGS,0.0,0.00000,0.00000
WAIKATOCONTRACTORS,0.0,0.00000,0.00000
WAIKATOINDUST-PROC - HIGH,0.0,0.00000,0.00000
WAIKATOINDUST-PROC - LOW,0.0,0.00000,0.00000
WAIKATOINSTITUTIONAL - HIGH,0.0,0.00000,0.00000
WAIKATOINSTITUTIONAL - LOW,0.0,0.00000,0.00000
WAIKATOMERCANTILE - HIGH,0.0,0.00000,0.00000
WAIKATOMERCANTILE - LOW,0.0,0.00000,0.00000
