Version,Benchmark Class,Year,Value
13,BBR Services MM,2017,0.02
13,BBR Services MM,2018,0.02
13,BBR Services MM,2019,0.02
13,BBR Services MM,2020,0.02
13,BBR Services MM,2021,0.04
13,BBR Services MM,2022,0.04
13,BBR Services MM,2023,0.04
13,BBR Services MM,2024,0.026
13,BBR Services MM,2025,0.026
13,BBR Services MM,2026,0.026
13,BBR Services MM,2027,0.026
13,BBR Services MM,2028,0.026
13,BBR Services MM,2029,0.026
13,BBR Services MM,2030,0.026
13,BICI A&H PA,2000,0.02
13,BICI A&H PA,2001,0.02
13,BICI A&H PA,2002,0.02
13,BICI A&H PA,2003,0.02
13,BICI A&H PA,2004,0.02
13,BICI A&H PA,2005,0.02
13,BICI A&H PA,2006,0.02
13,BICI A&H PA,2007,0.02
13,BICI A&H PA,2008,0.02
13,BICI A&H PA,2009,0.02
13,BICI A&H PA,2010,0.02
13,BICI A&H PA,2011,0.02
13,BICI A&H PA,2012,0.02
13,BICI A&H PA,2013,0.02
13,BICI A&H PA,2014,0.02
13,BICI A&H PA,2015,0.02
13,BICI A&H PA,2016,0.02
13,BICI A&H PA,2017,0.02
13,BICI A&H PA,2018,0.02
13,BICI A&H PA,2019,0.02
13,BICI A&H PA,2020,0.02
13,BICI A&H PA,2021,0.02
13,BICI A&H PA,2022,0.02
13,BICI A&H PA,2023,0.045
13,BICI A&H PA,2024,0.026
13,BICI A&H PA,2025,0.026
13,BICI A&H PA,2026,0.026
13,BICI A&H PA,2027,0.026
13,BICI A&H PA,2028,0.026
13,BICI A&H PA,2029,0.026
13,BICI A&H PA,2030,0.026
13,BPS,2000,0.02
13,BPS,2001,0.02
13,BPS,2002,0.02
13,BPS,2003,0.02
13,BPS,2004,0.02
13,BPS,2005,0.02
13,BPS,2006,0.02
13,BPS,2007,0.02
13,BPS,2008,0.02
13,BPS,2009,0.02
13,BPS,2010,0.02
13,BPS,2011,0.02
13,BPS,2012,0.02
13,BPS,2013,0.02
13,BPS,2014,0.02
13,BPS,2015,0.02
13,BPS,2016,0.02
13,BPS,2017,0.02
13,BPS,2018,0.02
13,BPS,2019,0.02
13,BPS,2020,0.02
13,BPS,2021,0.02
13,BPS,2022,0.02
13,BPS,2023,0.04
13,BPS,2024,0.026
13,BPS,2025,0.026
13,BPS,2026,0.026
13,BPS,2027,0.026
13,BPS,2028,0.026
13,BPS,2029,0.026
13,BPS,2030,0.026
13,BPS - BBR,2000,0.02
13,BPS - BBR,2001,0.02
13,BPS - BBR,2002,0.02
13,BPS - BBR,2003,0.02
13,BPS - BBR,2004,0.02
13,BPS - BBR,2005,0.02
13,BPS - BBR,2006,0.02
13,BPS - BBR,2007,0.02
13,BPS - BBR,2008,0.02
13,BPS - BBR,2009,0.02
13,BPS - BBR,2010,0.02
13,BPS - BBR,2011,0.02
13,BPS - BBR,2012,0.02
13,BPS - BBR,2013,0.02
13,BPS - BBR,2014,0.02
13,BPS - BBR,2015,0.02
13,BPS - BBR,2016,0.02
13,BPS - BBR,2017,0.02
13,BPS - BBR,2018,0.02
13,BPS - BBR,2019,0.02
13,BPS - BBR,2020,0.02
13,BPS - BBR,2021,0.02
13,BPS - BBR,2022,0.02
13,BPS - BBR,2023,0.04
13,BPS - BBR,2024,0.026
13,BPS - BBR,2025,0.026
13,BPS - BBR,2026,0.026
13,BPS - BBR,2027,0.026
13,BPS - BBR,2028,0.026
13,BPS - BBR,2029,0.026
13,BPS - BBR,2030,0.026
13,Cargo,2000,0.03
13,Cargo,2001,0.03
13,Cargo,2002,0.03
13,Cargo,2003,0.03
13,Cargo,2004,0.03
13,Cargo,2005,0.03
13,Cargo,2006,0.03
13,Cargo,2007,0.03
13,Cargo,2008,0.03
13,Cargo,2009,0.03
13,Cargo,2010,0.03
13,Cargo,2011,0.03
13,Cargo,2012,0.03
13,Cargo,2013,0.03
13,Cargo,2014,0.03
13,Cargo,2015,0.03
13,Cargo,2016,0.03
13,Cargo,2017,0.03
13,Cargo,2018,0.03
13,Cargo,2019,0.03
13,Cargo,2020,0.03
13,Cargo,2021,0.03
13,Cargo,2022,0.0777
13,Cargo,2023,0.05
13,Cargo,2024,0.036
13,Cargo,2025,0.036
13,Cargo,2026,0.036
13,Cargo,2027,0.036
13,Cargo,2028,0.036
13,Cargo,2029,0.036
13,Cargo,2030,0.036
13,Commercial Crime,2000,0.04
13,Commercial Crime,2001,0.04
13,Commercial Crime,2002,0.04
13,Commercial Crime,2003,0.04
13,Commercial Crime,2004,0.04
13,Commercial Crime,2005,0.04
13,Commercial Crime,2006,0.04
13,Commercial Crime,2007,0.04
13,Commercial Crime,2008,0.04
13,Commercial Crime,2009,0.04
13,Commercial Crime,2010,0.04
13,Commercial Crime,2011,0.04
13,Commercial Crime,2012,0.04
13,Commercial Crime,2013,0.04
13,Commercial Crime,2014,0.04
13,Commercial Crime,2015,0.04
13,Commercial Crime,2016,0.04
13,Commercial Crime,2017,0.04
13,Commercial Crime,2018,0.04
13,Commercial Crime,2019,0.04
13,Commercial Crime,2020,0.04
13,Commercial Crime,2021,0.04
13,Commercial Crime,2022,0.04
13,Commercial Crime,2023,0.09
13,Commercial Crime,2024,0.046
13,Commercial Crime,2025,0.046
13,Commercial Crime,2026,0.046
13,Commercial Crime,2027,0.046
13,Commercial Crime,2028,0.046
13,Commercial Crime,2029,0.046
13,Commercial Crime,2030,0.046
13,Contingency,2000,0.02
13,Contingency,2001,0.02
13,Contingency,2002,0.02
13,Contingency,2003,0.02
13,Contingency,2004,0.02
13,Contingency,2005,0.02
13,Contingency,2006,0.02
13,Contingency,2007,0.02
13,Contingency,2008,0.02
13,Contingency,2009,0.02
13,Contingency,2010,0.02
13,Contingency,2011,0.02
13,Contingency,2012,0.02
13,Contingency,2013,0.02
13,Contingency,2014,0.02
13,Contingency,2015,0.02
13,Contingency,2016,0.02
13,Contingency,2017,0.02
13,Contingency,2018,0.02
13,Contingency,2019,0.02
13,Contingency,2020,0.02
13,Contingency,2021,0.02
13,Contingency,2022,0.02
13,Contingency,2023,0.045
13,Contingency,2024,0.026
13,Contingency,2025,0.026
13,Contingency,2026,0.026
13,Contingency,2027,0.026
13,Contingency,2028,0.026
13,Contingency,2029,0.026
13,Contingency,2030,0.026
13,Covers,2000,0.03
13,Covers,2001,0.03
13,Covers,2002,0.03
13,Covers,2003,0.03
13,Covers,2004,0.03
13,Covers,2005,0.03
13,Covers,2006,0.03
13,Covers,2007,0.03
13,Covers,2008,0.03
13,Covers,2009,0.03
13,Covers,2010,0.03
13,Covers,2011,0.03
13,Covers,2012,0.03
13,Covers,2013,0.03
13,Covers,2014,0.03
13,Covers,2015,0.03
13,Covers,2016,0.03
13,Covers,2017,0.03
13,Covers,2018,0.03
13,Covers,2019,0.03
13,Covers,2020,0.03
13,Covers,2021,0.095
13,Covers,2022,0.08
13,Covers,2023,0.05
13,Covers,2024,0.03
13,Covers,2025,0.03
13,Covers,2026,0.03
13,Covers,2027,0.03
13,Covers,2028,0.03
13,Covers,2029,0.03
13,Covers,2030,0.03
13,Covers International,2000,0.03
13,Covers International,2001,0.03
13,Covers International,2002,0.03
13,Covers International,2003,0.03
13,Covers International,2004,0.03
13,Covers International,2005,0.03
13,Covers International,2006,0.03
13,Covers International,2007,0.03
13,Covers International,2008,0.03
13,Covers International,2009,0.03
13,Covers International,2010,0.03
13,Covers International,2011,0.03
13,Covers International,2012,0.03
13,Covers International,2013,0.03
13,Covers International,2014,0.03
13,Covers International,2015,0.03
13,Covers International,2016,0.03
13,Covers International,2017,0.03
13,Covers International,2018,0.03
13,Covers International,2019,0.03
13,Covers International,2020,0.03
13,Covers International,2021,0.095
13,Covers International,2022,0.08
13,Covers International,2023,0.05
13,Covers International,2024,0.03
13,Covers International,2025,0.03
13,Covers International,2026,0.03
13,Covers International,2027,0.03
13,Covers International,2028,0.03
13,Covers International,2029,0.03
13,Covers International,2030,0.03
13,D&O,2000,0.02
13,D&O,2001,0.02
13,D&O,2002,0.02
13,D&O,2003,0.02
13,D&O,2004,0.02
13,D&O,2005,0.02
13,D&O,2006,0.02
13,D&O,2007,0.02
13,D&O,2008,0.02
13,D&O,2009,0.02
13,D&O,2010,0.02
13,D&O,2011,0.02
13,D&O,2012,0.02
13,D&O,2013,0.02
13,D&O,2014,0.02
13,D&O,2015,0.02
13,D&O,2016,0.02
13,D&O,2017,0.02
13,D&O,2018,0.02
13,D&O,2019,0.02
13,D&O,2020,0.02
13,D&O,2021,0.02
13,D&O,2022,0.02
13,D&O,2023,0.07
13,D&O,2024,0.026
13,D&O,2025,0.026
13,D&O,2026,0.026
13,D&O,2027,0.026
13,D&O,2028,0.026
13,D&O,2029,0.026
13,D&O,2030,0.026
13,D&O MM,2000,0.02
13,D&O MM,2001,0.02
13,D&O MM,2002,0.02
13,D&O MM,2003,0.02
13,D&O MM,2004,0.02
13,D&O MM,2005,0.02
13,D&O MM,2006,0.02
13,D&O MM,2007,0.02
13,D&O MM,2008,0.02
13,D&O MM,2009,0.02
13,D&O MM,2010,0.02
13,D&O MM,2011,0.02
13,D&O MM,2012,0.02
13,D&O MM,2013,0.02
13,D&O MM,2014,0.02
13,D&O MM,2015,0.02
13,D&O MM,2016,0.02
13,D&O MM,2017,0.02
13,D&O MM,2018,0.02
13,D&O MM,2019,0.02
13,D&O MM,2020,0.02
13,D&O MM,2021,0.02
13,D&O MM,2022,0.02
13,D&O MM,2023,0.07
13,D&O MM,2024,0.026
13,D&O MM,2025,0.026
13,D&O MM,2026,0.026
13,D&O MM,2027,0.026
13,D&O MM,2028,0.026
13,D&O MM,2029,0.026
13,D&O MM,2030,0.026
13,Digital Int Package,2000,0.02
13,Digital Int Package,2001,0.02
13,Digital Int Package,2002,0.02
13,Digital Int Package,2003,0.02
13,Digital Int Package,2004,0.02
13,Digital Int Package,2005,0.02
13,Digital Int Package,2006,0.02
13,Digital Int Package,2007,0.02
13,Digital Int Package,2008,0.02
13,Digital Int Package,2009,0.02
13,Digital Int Package,2010,0.02
13,Digital Int Package,2011,0.02
13,Digital Int Package,2012,0.02
13,Digital Int Package,2013,0.02
13,Digital Int Package,2014,0.02
13,Digital Int Package,2015,0.02
13,Digital Int Package,2016,0.02
13,Digital Int Package,2017,0.02
13,Digital Int Package,2018,0.02
13,Digital Int Package,2019,0.02
13,Digital Int Package,2020,0.02
13,Digital Int Package,2021,0.02
13,Digital Int Package,2022,0.02
13,Digital Int Package,2023,0.02
13,Digital Int Package,2024,0.026
13,Digital Int Package,2025,0.026
13,Digital Int Package,2026,0.026
13,Digital Int Package,2027,0.026
13,Digital Int Package,2028,0.026
13,Digital Int Package,2029,0.026
13,Digital Int Package,2030,0.026
13,Digital US Cyber,2000,0.02
13,Digital US Cyber,2001,0.02
13,Digital US Cyber,2002,0.02
13,Digital US Cyber,2003,0.02
13,Digital US Cyber,2004,0.02
13,Digital US Cyber,2005,0.02
13,Digital US Cyber,2006,0.02
13,Digital US Cyber,2007,0.02
13,Digital US Cyber,2008,0.02
13,Digital US Cyber,2009,0.02
13,Digital US Cyber,2010,0.02
13,Digital US Cyber,2011,0.02
13,Digital US Cyber,2012,0.02
13,Digital US Cyber,2013,0.02
13,Digital US Cyber,2014,0.02
13,Digital US Cyber,2015,0.02
13,Digital US Cyber,2016,0.02
13,Digital US Cyber,2017,0.02
13,Digital US Cyber,2018,0.02
13,Digital US Cyber,2019,0.02
13,Digital US Cyber,2020,0.02
13,Digital US Cyber,2021,0.04
13,Digital US Cyber,2022,0.04
13,Digital US Cyber,2023,0.04
13,Digital US Cyber,2024,0.026
13,Digital US Cyber,2025,0.026
13,Digital US Cyber,2026,0.026
13,Digital US Cyber,2027,0.026
13,Digital US Cyber,2028,0.026
13,Digital US Cyber,2029,0.026
13,Digital US Cyber,2030,0.026
13,Digital US Tech,2000,0.02
13,Digital US Tech,2001,0.02
13,Digital US Tech,2002,0.02
13,Digital US Tech,2003,0.02
13,Digital US Tech,2004,0.02
13,Digital US Tech,2005,0.02
13,Digital US Tech,2006,0.02
13,Digital US Tech,2007,0.02
13,Digital US Tech,2008,0.02
13,Digital US Tech,2009,0.02
13,Digital US Tech,2010,0.02
13,Digital US Tech,2011,0.02
13,Digital US Tech,2012,0.02
13,Digital US Tech,2013,0.02
13,Digital US Tech,2014,0.02
13,Digital US Tech,2015,0.02
13,Digital US Tech,2016,0.02
13,Digital US Tech,2017,0.02
13,Digital US Tech,2018,0.02
13,Digital US Tech,2019,0.02
13,Digital US Tech,2020,0.02
13,Digital US Tech,2021,0.04
13,Digital US Tech,2022,0.04
13,Digital US Tech,2023,0.04
13,Digital US Tech,2024,0.026
13,Digital US Tech,2025,0.026
13,Digital US Tech,2026,0.026
13,Digital US Tech,2027,0.026
13,Digital US Tech,2028,0.026
13,Digital US Tech,2029,0.026
13,Digital US Tech,2030,0.026
13,DIN US Lawyers,2000,0.03
13,DIN US Lawyers,2001,0.03
13,DIN US Lawyers,2002,0.03
13,DIN US Lawyers,2003,0.03
13,DIN US Lawyers,2004,0.03
13,DIN US Lawyers,2005,0.03
13,DIN US Lawyers,2006,0.03
13,DIN US Lawyers,2007,0.03
13,DIN US Lawyers,2008,0.03
13,DIN US Lawyers,2009,0.03
13,DIN US Lawyers,2010,0.03
13,DIN US Lawyers,2011,0.03
13,DIN US Lawyers,2012,0.03
13,DIN US Lawyers,2013,0.03
13,DIN US Lawyers,2014,0.03
13,DIN US Lawyers,2015,0.03
13,DIN US Lawyers,2016,0.03
13,DIN US Lawyers,2017,0.03
13,DIN US Lawyers,2018,0.03
13,DIN US Lawyers,2019,0.03
13,DIN US Lawyers,2020,0.03
13,DIN US Lawyers,2021,0.03
13,DIN US Lawyers,2022,0.03
13,DIN US Lawyers,2023,0.055
13,DIN US Lawyers,2024,0.036
13,DIN US Lawyers,2025,0.036
13,DIN US Lawyers,2026,0.036
13,DIN US Lawyers,2027,0.036
13,DIN US Lawyers,2028,0.036
13,DIN US Lawyers,2029,0.036
13,DIN US Lawyers,2030,0.036
13,Downhole,2000,0.03
13,Downhole,2001,0.03
13,Downhole,2002,0.03
13,Downhole,2003,0.03
13,Downhole,2004,0.03
13,Downhole,2005,0.03
13,Downhole,2006,0.03
13,Downhole,2007,0.03
13,Downhole,2008,0.03
13,Downhole,2009,0.03
13,Downhole,2010,0.03
13,Downhole,2011,0.03
13,Downhole,2012,0.03
13,Downhole,2013,0.03
13,Downhole,2014,0.03
13,Downhole,2015,0.03
13,Downhole,2016,0.03
13,Downhole,2017,0.03
13,Downhole,2018,0.03
13,Downhole,2019,0.03
13,Downhole,2020,0.03
13,Downhole,2021,0.03
13,Downhole,2022,0.09435
13,Downhole,2023,0.05
13,Downhole,2024,0.036
13,Downhole,2025,0.036
13,Downhole,2026,0.036
13,Downhole,2027,0.036
13,Downhole,2028,0.036
13,Downhole,2029,0.036
13,Downhole,2030,0.036
13,E&S Homeowners,2000,0.03
13,E&S Homeowners,2001,0.03
13,E&S Homeowners,2002,0.03
13,E&S Homeowners,2003,0.03
13,E&S Homeowners,2004,0.03
13,E&S Homeowners,2005,0.03
13,E&S Homeowners,2006,0.03
13,E&S Homeowners,2007,0.03
13,E&S Homeowners,2008,0.03
13,E&S Homeowners,2009,0.03
13,E&S Homeowners,2010,0.03
13,E&S Homeowners,2011,0.03
13,E&S Homeowners,2012,0.03
13,E&S Homeowners,2013,0.03
13,E&S Homeowners,2014,0.03
13,E&S Homeowners,2015,0.03
13,E&S Homeowners,2016,0.03
13,E&S Homeowners,2017,0.03
13,E&S Homeowners,2018,0.03
13,E&S Homeowners,2019,0.03
13,E&S Homeowners,2020,0.03
13,E&S Homeowners,2021,0.08
13,E&S Homeowners,2022,0.05
13,E&S Homeowners,2023,0.05
13,E&S Homeowners,2024,0.03
13,E&S Homeowners,2025,0.03
13,E&S Homeowners,2026,0.03
13,E&S Homeowners,2027,0.03
13,E&S Homeowners,2028,0.03
13,E&S Homeowners,2029,0.03
13,E&S Homeowners,2030,0.03
13,E&S Property,2000,0.03
13,E&S Property,2001,0.03
13,E&S Property,2002,0.03
13,E&S Property,2003,0.03
13,E&S Property,2004,0.03
13,E&S Property,2005,0.03
13,E&S Property,2006,0.03
13,E&S Property,2007,0.03
13,E&S Property,2008,0.03
13,E&S Property,2009,0.03
13,E&S Property,2010,0.03
13,E&S Property,2011,0.03
13,E&S Property,2012,0.03
13,E&S Property,2013,0.03
13,E&S Property,2014,0.03
13,E&S Property,2015,0.03
13,E&S Property,2016,0.03
13,E&S Property,2017,0.03
13,E&S Property,2018,0.03
13,E&S Property,2019,0.03
13,E&S Property,2020,0.03
13,E&S Property,2021,0.095
13,E&S Property,2022,0.08
13,E&S Property,2023,0.05
13,E&S Property,2024,0.03
13,E&S Property,2025,0.03
13,E&S Property,2026,0.03
13,E&S Property,2027,0.03
13,E&S Property,2028,0.03
13,E&S Property,2029,0.03
13,E&S Property,2030,0.03
13,Energy Liab and Cas,2000,0.04
13,Energy Liab and Cas,2001,0.04
13,Energy Liab and Cas,2002,0.04
13,Energy Liab and Cas,2003,0.04
13,Energy Liab and Cas,2004,0.04
13,Energy Liab and Cas,2005,0.04
13,Energy Liab and Cas,2006,0.04
13,Energy Liab and Cas,2007,0.04
13,Energy Liab and Cas,2008,0.04
13,Energy Liab and Cas,2009,0.04
13,Energy Liab and Cas,2010,0.04
13,Energy Liab and Cas,2011,0.04
13,Energy Liab and Cas,2012,0.04
13,Energy Liab and Cas,2013,0.04
13,Energy Liab and Cas,2014,0.04
13,Energy Liab and Cas,2015,0.04
13,Energy Liab and Cas,2016,0.04
13,Energy Liab and Cas,2017,0.04
13,Energy Liab and Cas,2018,0.04
13,Energy Liab and Cas,2019,0.04
13,Energy Liab and Cas,2020,0.04
13,Energy Liab and Cas,2021,0.04
13,Energy Liab and Cas,2022,0.06395
13,Energy Liab and Cas,2023,0.06395
13,Energy Liab and Cas,2024,0.046
13,Energy Liab and Cas,2025,0.046
13,Energy Liab and Cas,2026,0.046
13,Energy Liab and Cas,2027,0.046
13,Energy Liab and Cas,2028,0.046
13,Energy Liab and Cas,2029,0.046
13,Energy Liab and Cas,2030,0.046
13,Energy PD,2000,0.03
13,Energy PD,2001,0.03
13,Energy PD,2002,0.03
13,Energy PD,2003,0.03
13,Energy PD,2004,0.03
13,Energy PD,2005,0.03
13,Energy PD,2006,0.03
13,Energy PD,2007,0.03
13,Energy PD,2008,0.03
13,Energy PD,2009,0.03
13,Energy PD,2010,0.03
13,Energy PD,2011,0.03
13,Energy PD,2012,0.03
13,Energy PD,2013,0.03
13,Energy PD,2014,0.03
13,Energy PD,2015,0.03
13,Energy PD,2016,0.03
13,Energy PD,2017,0.03
13,Energy PD,2018,0.03
13,Energy PD,2019,0.03
13,Energy PD,2020,0.03
13,Energy PD,2021,0.03
13,Energy PD,2022,0.0777
13,Energy PD,2023,0.05
13,Energy PD,2024,0.036
13,Energy PD,2025,0.036
13,Energy PD,2026,0.036
13,Energy PD,2027,0.036
13,Energy PD,2028,0.036
13,Energy PD,2029,0.036
13,Energy PD,2030,0.036
13,Environmental,2000,0.02
13,Environmental,2001,0.02
13,Environmental,2002,0.02
13,Environmental,2003,0.02
13,Environmental,2004,0.02
13,Environmental,2005,0.02
13,Environmental,2006,0.02
13,Environmental,2007,0.02
13,Environmental,2008,0.02
13,Environmental,2009,0.02
13,Environmental,2010,0.02
13,Environmental,2011,0.02
13,Environmental,2012,0.02
13,Environmental,2013,0.02
13,Environmental,2014,0.02
13,Environmental,2015,0.02
13,Environmental,2016,0.02
13,Environmental,2017,0.02
13,Environmental,2018,0.02
13,Environmental,2019,0.02
13,Environmental,2020,0.02
13,Environmental,2021,0.02
13,Environmental,2022,0.02
13,Environmental,2023,0.02
13,Environmental,2024,0.026
13,Environmental,2025,0.026
13,Environmental,2026,0.026
13,Environmental,2027,0.026
13,Environmental,2028,0.026
13,Environmental,2029,0.026
13,Environmental,2030,0.026
13,EPL,2000,0.04
13,EPL,2001,0.04
13,EPL,2002,0.04
13,EPL,2003,0.04
13,EPL,2004,0.04
13,EPL,2005,0.04
13,EPL,2006,0.04
13,EPL,2007,0.04
13,EPL,2008,0.04
13,EPL,2009,0.04
13,EPL,2010,0.04
13,EPL,2011,0.04
13,EPL,2012,0.04
13,EPL,2013,0.04
13,EPL,2014,0.04
13,EPL,2015,0.04
13,EPL,2016,0.04
13,EPL,2017,0.04
13,EPL,2018,0.04
13,EPL,2019,0.04
13,EPL,2020,0.04
13,EPL,2021,0.11
13,EPL,2022,0.11
13,EPL,2023,0.09
13,EPL,2024,0.095
13,EPL,2025,0.095
13,EPL,2026,0.095
13,EPL,2027,0.095
13,EPL,2028,0.095
13,EPL,2029,0.095
13,EPL,2030,0.095
13,EPL MM,2000,0.04
13,EPL MM,2001,0.04
13,EPL MM,2002,0.04
13,EPL MM,2003,0.04
13,EPL MM,2004,0.04
13,EPL MM,2005,0.04
13,EPL MM,2006,0.04
13,EPL MM,2007,0.04
13,EPL MM,2008,0.04
13,EPL MM,2009,0.04
13,EPL MM,2010,0.04
13,EPL MM,2011,0.04
13,EPL MM,2012,0.04
13,EPL MM,2013,0.04
13,EPL MM,2014,0.04
13,EPL MM,2015,0.04
13,EPL MM,2016,0.04
13,EPL MM,2017,0.04
13,EPL MM,2018,0.04
13,EPL MM,2019,0.04
13,EPL MM,2020,0.04
13,EPL MM,2021,0.11
13,EPL MM,2022,0.11
13,EPL MM,2023,0.09
13,EPL MM,2024,0.095
13,EPL MM,2025,0.095
13,EPL MM,2026,0.095
13,EPL MM,2027,0.095
13,EPL MM,2028,0.095
13,EPL MM,2029,0.095
13,EPL MM,2030,0.095
13,eTrading,2000,0.02
13,eTrading,2001,0.02
13,eTrading,2002,0.02
13,eTrading,2003,0.02
13,eTrading,2004,0.02
13,eTrading,2005,0.02
13,eTrading,2006,0.02
13,eTrading,2007,0.02
13,eTrading,2008,0.02
13,eTrading,2009,0.02
13,eTrading,2010,0.02
13,eTrading,2011,0.02
13,eTrading,2012,0.02
13,eTrading,2013,0.02
13,eTrading,2014,0.02
13,eTrading,2015,0.02
13,eTrading,2016,0.02
13,eTrading,2017,0.02
13,eTrading,2018,0.02
13,eTrading,2019,0.02
13,eTrading,2020,0.02
13,eTrading,2021,0.02
13,eTrading,2022,0.02
13,eTrading,2023,0.02
13,eTrading,2024,0.06
13,eTrading,2025,0.06
13,eTrading,2026,0.06
13,eTrading,2027,0.06
13,eTrading,2028,0.06
13,eTrading,2029,0.06
13,eTrading,2030,0.06
13,eTrading BBR,2000,0.02
13,eTrading BBR,2001,0.02
13,eTrading BBR,2002,0.02
13,eTrading BBR,2003,0.02
13,eTrading BBR,2004,0.02
13,eTrading BBR,2005,0.02
13,eTrading BBR,2006,0.02
13,eTrading BBR,2007,0.02
13,eTrading BBR,2008,0.02
13,eTrading BBR,2009,0.02
13,eTrading BBR,2010,0.02
13,eTrading BBR,2011,0.02
13,eTrading BBR,2012,0.02
13,eTrading BBR,2013,0.02
13,eTrading BBR,2014,0.02
13,eTrading BBR,2015,0.02
13,eTrading BBR,2016,0.02
13,eTrading BBR,2017,0.02
13,eTrading BBR,2018,0.02
13,eTrading BBR,2019,0.02
13,eTrading BBR,2020,0.02
13,eTrading BBR,2021,0.02
13,eTrading BBR,2022,0.02
13,eTrading BBR,2023,0.02
13,eTrading BBR,2024,0.06
13,eTrading BBR,2025,0.06
13,eTrading BBR,2026,0.06
13,eTrading BBR,2027,0.06
13,eTrading BBR,2028,0.06
13,eTrading BBR,2029,0.06
13,eTrading BBR,2030,0.06
13,Financial Crime,2000,0.04
13,Financial Crime,2001,0.04
13,Financial Crime,2002,0.04
13,Financial Crime,2003,0.04
13,Financial Crime,2004,0.04
13,Financial Crime,2005,0.04
13,Financial Crime,2006,0.04
13,Financial Crime,2007,0.04
13,Financial Crime,2008,0.04
13,Financial Crime,2009,0.04
13,Financial Crime,2010,0.04
13,Financial Crime,2011,0.04
13,Financial Crime,2012,0.04
13,Financial Crime,2013,0.04
13,Financial Crime,2014,0.04
13,Financial Crime,2015,0.04
13,Financial Crime,2016,0.04
13,Financial Crime,2017,0.04
13,Financial Crime,2018,0.04
13,Financial Crime,2019,0.04
13,Financial Crime,2020,0.04
13,Financial Crime,2021,0.04
13,Financial Crime,2022,0.04
13,Financial Crime,2023,0.09
13,Financial Crime,2024,0.046
13,Financial Crime,2025,0.046
13,Financial Crime,2026,0.046
13,Financial Crime,2027,0.046
13,Financial Crime,2028,0.046
13,Financial Crime,2029,0.046
13,Financial Crime,2030,0.046
13,Financial Institutions,2000,0.02
13,Financial Institutions,2001,0.02
13,Financial Institutions,2002,0.02
13,Financial Institutions,2003,0.02
13,Financial Institutions,2004,0.02
13,Financial Institutions,2005,0.02
13,Financial Institutions,2006,0.02
13,Financial Institutions,2007,0.02
13,Financial Institutions,2008,0.02
13,Financial Institutions,2009,0.02
13,Financial Institutions,2010,0.02
13,Financial Institutions,2011,0.02
13,Financial Institutions,2012,0.02
13,Financial Institutions,2013,0.02
13,Financial Institutions,2014,0.02
13,Financial Institutions,2015,0.02
13,Financial Institutions,2016,0.02
13,Financial Institutions,2017,0.02
