StateCounty,TN Buildings,TN Contents,TN BI,HA Buildings,HA Contents,HA BI,WTS Buildings,WTS Contents,WTS BI,FL Buildings,FL Contents,FL BI,WF Buildings,WF Contents,WF BI
MSPanola County,0.000269169,0.000228941,0.000257067,2.37154E-05,2.37154E-07,6.166E-06,5.63682E-05,5.63682E-05,5.63682E-05,6.3689E-05,6.3689E-05,6.3689E-05,6.13766E-06,6.13766E-06,6.13766E-06
MSPearl River County,6.94454E-05,5.86731E-05,6.5711E-05,1.10104E-05,1.10104E-07,2.86271E-06,3.72059E-05,3.72059E-05,3.72059E-05,6.3689E-05,6.3689E-05,6.3689E-05,6.13766E-06,6.13766E-06,6.13766E-06
MSPerry County,0.00013779,0.000117876,0.000132176,1.57419E-05,1.57419E-07,4.09289E-06,4.67008E-05,4.67008E-05,4.67008E-05,6.3689E-05,6.3689E-05,6.3689E-05,6.13766E-06,6.13766E-06,6.13766E-06
MSPike County,0.000187144,0.000159577,0.000179557,4.69788E-05,4.69788E-07,1.22145E-05,4.45128E-05,4.45128E-05,4.45128E-05,6.3689E-05,6.3689E-05,6.3689E-05,6.13766E-06,6.13766E-06,6.13766E-06
MSPontotoc County,0.000236627,0.00020176,0.000227113,2.42802E-05,2.42802E-07,6.31286E-06,6.94737E-05,6.94737E-05,6.94737E-05,6.3689E-05,6.3689E-05,6.3689E-05,6.13766E-06,6.13766E-06,6.13766E-06
MSPrentiss County,0.000274717,0.000231956,0.000260861,1.88439E-05,1.88439E-07,4.89941E-06,6.62961E-05,6.62961E-05,6.62961E-05,6.3689E-05,6.3689E-05,6.3689E-05,6.13766E-06,6.13766E-06,6.13766E-06
MSQuitman County,0.000289704,0.000244411,0.000273726,3.21271E-05,3.21271E-07,8.35303E-06,5.31881E-05,5.31881E-05,5.31881E-05,6.3689E-05,6.3689E-05,6.3689E-05,6.13766E-06,6.13766E-06,6.13766E-06
MSRankin County,0.000576844,0.000500866,0.000558129,0.000258439,2.58439E-06,6.71942E-05,5.3737E-05,5.3737E-05,5.3737E-05,6.3689E-05,6.3689E-05,6.3689E-05,6.13766E-06,6.13766E-06,6.13766E-06
MSScott County,0.000688105,0.000592751,0.000661962,0.000196903,1.96903E-06,5.11947E-05,5.2587E-05,5.2587E-05,5.2587E-05,6.3689E-05,6.3689E-05,6.3689E-05,6.13766E-06,6.13766E-06,6.13766E-06
MSSharkey County,0.000495821,0.000422752,0.000475106,0.000370433,3.70433E-06,9.63125E-05,4.45615E-05,4.45615E-05,4.45615E-05,6.3689E-05,6.3689E-05,6.3689E-05,6.13766E-06,6.13766E-06,6.13766E-06
MSSimpson County,0.000537191,0.000455163,0.000507794,0.000202689,2.02689E-06,5.26991E-05,5.79586E-05,5.79586E-05,5.79586E-05,6.3689E-05,6.3689E-05,6.3689E-05,6.13766E-06,6.13766E-06,6.13766E-06
MSSmith County,0.000578712,0.000496035,0.000554348,0.000196951,1.96951E-06,5.12072E-05,6.6257E-05,6.6257E-05,6.6257E-05,6.3689E-05,6.3689E-05,6.3689E-05,6.13766E-06,6.13766E-06,6.13766E-06
MSStone County,7.17187E-05,6.12315E-05,6.86502E-05,8.71445E-06,8.71445E-08,2.26576E-06,4.01208E-05,4.01208E-05,4.01208E-05,6.3689E-05,6.3689E-05,6.3689E-05,6.13766E-06,6.13766E-06,6.13766E-06
MSSunflower County,0.000358493,0.000306514,0.000344134,0.00011538,1.1538E-06,2.99987E-05,5.11481E-05,5.11481E-05,5.11481E-05,6.3689E-05,6.3689E-05,6.3689E-05,6.13766E-06,6.13766E-06,6.13766E-06
MSTallahatchie County,0.000312045,0.000267535,0.000298834,5.38277E-05,5.38277E-07,1.39952E-05,6.23012E-05,6.23012E-05,6.23012E-05,6.3689E-05,6.3689E-05,6.3689E-05,6.13766E-06,6.13766E-06,6.13766E-06
MSTate County,0.00027114,0.000227003,0.000257276,1.17735E-05,1.17735E-07,3.0611E-06,5.14719E-05,5.14719E-05,5.14719E-05,6.3689E-05,6.3689E-05,6.3689E-05,6.13766E-06,6.13766E-06,6.13766E-06
MSTippah County,0.000214294,0.000180479,0.000203339,1.58176E-05,1.58176E-07,4.11257E-06,6.64795E-05,6.64795E-05,6.64795E-05,6.3689E-05,6.3689E-05,6.3689E-05,6.13766E-06,6.13766E-06,6.13766E-06
MSTishomingo County,0.000227932,0.000190966,0.000214479,1.87945E-05,1.87945E-07,4.88658E-06,5.89018E-05,5.89018E-05,5.89018E-05,6.3689E-05,6.3689E-05,6.3689E-05,6.13766E-06,6.13766E-06,6.13766E-06
MSTunica County,0.000359412,0.000300919,0.000339289,1.15945E-05,1.15945E-07,3.01457E-06,5.03712E-05,5.03712E-05,5.03712E-05,6.3689E-05,6.3689E-05,6.3689E-05,6.13766E-06,6.13766E-06,6.13766E-06
MSUnion County,0.000177311,0.000151628,0.000170697,1.60983E-05,1.60983E-07,4.18555E-06,6.16831E-05,6.16831E-05,6.16831E-05,6.3689E-05,6.3689E-05,6.3689E-05,6.13766E-06,6.13766E-06,6.13766E-06
MSWalthall County,0.000232742,0.000198459,0.000223307,4.53833E-05,4.53833E-07,1.17997E-05,4.39499E-05,4.39499E-05,4.39499E-05,6.3689E-05,6.3689E-05,6.3689E-05,6.13766E-06,6.13766E-06,6.13766E-06
MSWarren County,0.000453999,0.000388207,0.000437549,0.000250281,2.50281E-06,6.5073E-05,5.98562E-05,5.98562E-05,5.98562E-05,6.3689E-05,6.3689E-05,6.3689E-05,6.13766E-06,6.13766E-06,6.13766E-06
MSWashington County,0.000416235,0.000351085,0.0003954,0.000207575,2.07575E-06,5.39696E-05,4.79355E-05,4.79355E-05,4.79355E-05,6.3689E-05,6.3689E-05,6.3689E-05,6.13766E-06,6.13766E-06,6.13766E-06
MSWayne County,0.000240188,0.000204567,0.000229739,3.54201E-05,3.54201E-07,9.20924E-06,5.02101E-05,5.02101E-05,5.02101E-05,6.3689E-05,6.3689E-05,6.3689E-05,6.13766E-06,6.13766E-06,6.13766E-06
MSWebster County,0.000417552,0.000364394,0.000408214,5.48744E-05,5.48744E-07,1.42674E-05,7.37916E-05,7.37916E-05,7.37916E-05,6.3689E-05,6.3689E-05,6.3689E-05,6.13766E-06,6.13766E-06,6.13766E-06
MSWilkinson County,9.57325E-05,7.98568E-05,8.98328E-05,1.544E-05,1.544E-07,4.0144E-06,4.32456E-05,4.32456E-05,4.32456E-05,6.3689E-05,6.3689E-05,6.3689E-05,6.13766E-06,6.13766E-06,6.13766E-06
MSWinston County,0.000513995,0.000444343,0.000497214,7.35036E-05,7.35036E-07,1.91109E-05,7.41357E-05,7.41357E-05,7.41357E-05,6.3689E-05,6.3689E-05,6.3689E-05,6.13766E-06,6.13766E-06,6.13766E-06
MSYalobusha County,0.000359396,0.000309779,0.000346863,4.3812E-05,4.3812E-07,1.13911E-05,7.56721E-05,7.56721E-05,7.56721E-05,6.3689E-05,6.3689E-05,6.3689E-05,6.13766E-06,6.13766E-06,6.13766E-06
MSYazoo County,0.000426854,0.000363513,0.000406212,0.000319893,3.19893E-06,8.31722E-05,6.13032E-05,6.13032E-05,6.13032E-05,6.3689E-05,6.3689E-05,6.3689E-05,6.13766E-06,6.13766E-06,6.13766E-06
MTBeaverhead County,4.55277E-06,1.1208E-06,1.51655E-06,2.78805E-06,2.78805E-08,7.24894E-07,3.49345E-05,3.49345E-05,3.49345E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
MTBig Horn County,2.39042E-05,6.05782E-06,7.14902E-06,2.00327E-05,2.00327E-07,5.20849E-06,0.000116368,0.000116368,0.000116368,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
MTBlaine County,1.35249E-05,3.1848E-06,4.09056E-06,6.69243E-06,6.69243E-08,1.74003E-06,0.000133033,0.000133033,0.000133033,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
MTBroadwater County,8.80289E-06,1.89597E-06,2.68719E-06,2.14871E-06,2.14871E-08,5.58665E-07,8.08988E-05,8.08988E-05,8.08988E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
MTCarbon County,7.18469E-06,1.54436E-06,2.10985E-06,6.9409E-06,6.9409E-08,1.80463E-06,8.8997E-05,8.8997E-05,8.8997E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
MTCarter County,4.68334E-05,1.63111E-05,1.60995E-05,0.000145237,1.45237E-06,3.77616E-05,0.000206215,0.000206215,0.000206215,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
MTCascade County,1.05619E-05,1.8997E-06,3.09924E-06,2.26996E-06,2.26996E-08,5.90189E-07,0.000136887,0.000136887,0.000136887,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
MTChouteau County,1.14617E-05,2.39735E-06,3.36536E-06,2.60244E-06,2.60244E-08,6.76634E-07,0.000143798,0.000143798,0.000143798,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
MTCuster County,3.8184E-05,1.13231E-05,1.09329E-05,0.000101951,1.01951E-06,2.65072E-05,7.22518E-05,7.22518E-05,7.22518E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
MTDaniels County,3.82541E-05,1.01463E-05,1.13638E-05,6.50509E-05,6.50509E-07,1.69132E-05,8.17524E-05,8.17524E-05,8.17524E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
MTDawson County,5.65895E-05,1.44192E-05,1.77415E-05,0.000106501,1.06501E-06,2.76903E-05,8.37063E-05,8.37063E-05,8.37063E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
MTDeer Lodge County,4.99831E-06,1.02664E-06,1.70986E-06,1.76717E-06,1.76717E-08,4.59464E-07,6.02009E-05,6.02009E-05,6.02009E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
MTFallon County,5.71126E-05,1.64018E-05,1.94509E-05,0.000142554,1.42554E-06,3.7064E-05,0.000188675,0.000188675,0.000188675,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
MTFergus County,1.04013E-05,2.45199E-06,3.02068E-06,5.09567E-06,5.09567E-08,1.32487E-06,0.000408832,0.000408832,0.000408832,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
MTFlathead County,1.16181E-05,1.89394E-06,3.8113E-06,1.40846E-06,1.40846E-08,3.66201E-07,0.000197921,0.000197921,0.000197921,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
MTGallatin County,6.70904E-06,1.46965E-06,2.10316E-06,2.66108E-06,2.66108E-08,6.91881E-07,8.0043E-05,8.0043E-05,8.0043E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
MTGarfield County,2.4174E-05,5.84873E-06,7.50105E-06,2.61879E-05,2.61879E-07,6.80885E-06,0.00010511,0.00010511,0.00010511,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
MTGlacier County,1.29355E-05,2.31654E-06,4.15843E-06,1.96095E-06,1.96095E-08,5.09847E-07,0.000121929,0.000121929,0.000121929,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
MTGolden Valley County,9.13755E-06,2.00311E-06,2.58491E-06,3.26078E-06,3.26078E-08,8.47803E-07,0.00016456,0.00016456,0.00016456,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
MTGranite County,9.51592E-06,2.76833E-06,3.3511E-06,2.15655E-06,2.15655E-08,5.60703E-07,9.70956E-05,9.70956E-05,9.70956E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
MTHill County,1.23219E-05,2.52767E-06,3.69781E-06,2.89818E-06,2.89818E-08,7.53527E-07,8.92629E-05,8.92629E-05,8.92629E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
MTJefferson County,7.04048E-06,1.53567E-06,2.41969E-06,1.78945E-06,1.78945E-08,4.65258E-07,8.17384E-05,8.17384E-05,8.17384E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
MTJudith Basin County,9.5645E-06,1.83554E-06,2.85186E-06,2.59144E-06,2.59144E-08,6.73774E-07,9.02175E-05,9.02175E-05,9.02175E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
MTLake County,1.35968E-05,2.8646E-06,4.08405E-06,1.62953E-06,1.62953E-08,4.23679E-07,0.000143781,0.000143781,0.000143781,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
MTLewis And Clark County,1.0716E-05,2.79225E-06,4.11987E-06,2.29656E-06,2.29656E-08,5.97105E-07,7.27636E-05,7.27636E-05,7.27636E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
MTLiberty County,1.13877E-05,2.15779E-06,3.7516E-06,2.54246E-06,2.54246E-08,6.61039E-07,0.000185662,0.000185662,0.000185662,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
MTLincoln County,1.05618E-05,2.02834E-06,3.89369E-06,7.97139E-07,7.97139E-09,2.07256E-07,9.22425E-05,9.22425E-05,9.22425E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
MTMadison County,4.96114E-06,1.23394E-06,1.4278E-06,2.43529E-06,2.43529E-08,6.33176E-07,6.2425E-05,6.2425E-05,6.2425E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
MTMccone County,3.91593E-05,9.80118E-06,1.18213E-05,7.60775E-05,7.60775E-07,1.97801E-05,6.77107E-05,6.77107E-05,6.77107E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
MTMeagher County,8.71442E-06,1.64131E-06,2.64609E-06,2.5428E-06,2.5428E-08,6.61128E-07,9.90065E-05,9.90065E-05,9.90065E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
MTMineral County,9.25247E-06,2.26966E-06,3.67175E-06,9.12586E-07,9.12586E-09,2.37272E-07,0.000207799,0.000207799,0.000207799,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
MTMissoula County,1.31635E-05,5.14933E-06,3.72622E-06,1.66249E-06,1.66249E-08,4.32246E-07,0.000104904,0.000104904,0.000104904,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
MTMusselshell County,1.20237E-05,2.93228E-06,3.38222E-06,9.92627E-06,9.92627E-08,2.58083E-06,0.000199163,0.000199163,0.000199163,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
MTPark County,6.80408E-06,1.37033E-06,2.20995E-06,3.23916E-06,3.23916E-08,8.42182E-07,8.11963E-05,8.11963E-05,8.11963E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
MTPetroleum County,1.2946E-05,3.40417E-06,3.70504E-06,9.17116E-06,9.17116E-08,2.3845E-06,0.000243486,0.000243486,0.000243486,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
MTPhillips County,1.71407E-05,4.46429E-06,4.98937E-06,1.37838E-05,1.37838E-07,3.58379E-06,0.000146161,0.000146161,0.000146161,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
MTPondera County,9.67651E-06,2.68353E-06,3.84063E-06,2.46571E-06,2.46571E-08,6.41084E-07,0.000273232,0.000273232,0.000273232,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
MTPowder River County,3.14447E-05,9.71649E-06,9.81401E-06,8.27177E-05,8.27177E-07,2.15066E-05,0.000182262,0.000182262,0.000182262,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
MTPowell County,9.90882E-06,2.97812E-06,3.61589E-06,1.99248E-06,1.99248E-08,5.18045E-07,8.26571E-05,8.26571E-05,8.26571E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
MTPrairie County,5.55484E-05,1.45738E-05,1.72116E-05,8.4507E-05,8.4507E-07,2.19718E-05,7.17036E-05,7.17036E-05,7.17036E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
MTRavalli County,5.96836E-06,1.6897E-06,2.30261E-06,1.27217E-06,1.27217E-08,3.30765E-07,9.31379E-05,9.31379E-05,9.31379E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
MTRichland County,5.74336E-05,1.89045E-05,2.43015E-05,9.71675E-05,9.71675E-07,2.52635E-05,8.20084E-05,8.20084E-05,8.20084E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
MTRoosevelt County,4.05291E-05,1.19154E-05,1.4404E-05,8.86748E-05,8.86748E-07,2.30554E-05,8.27852E-05,8.27852E-05,8.27852E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
MTRosebud County,2.66761E-05,7.19525E-06,8.04147E-06,3.31728E-05,3.31728E-07,8.62493E-06,0.000142116,0.000142116,0.000142116,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
MTSanders County,8.49964E-06,2.0162E-06,2.97103E-06,1.08718E-06,1.08718E-08,2.82668E-07,0.000167486,0.000167486,0.000167486,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
MTSheridan County,5.99245E-05,1.44963E-05,1.98888E-05,7.42515E-05,7.42515E-07,1.93054E-05,7.60303E-05,7.60303E-05,7.60303E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
MTSilver Bow County,6.95098E-06,1.51587E-06,2.5204E-06,2.11133E-06,2.11133E-08,5.48945E-07,4.08021E-05,4.08021E-05,4.08021E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
MTStillwater County,8.38828E-06,1.74974E-06,2.46811E-06,3.83367E-06,3.83367E-08,9.96753E-07,0.000100408,0.000100408,0.000100408,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
MTSweet Grass County,7.41653E-06,1.5207E-06,2.22219E-06,3.11145E-06,3.11145E-08,8.08976E-07,8.93659E-05,8.93659E-05,8.93659E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
MTTeton County,9.72303E-06,2.2107E-06,3.22379E-06,2.51807E-06,2.51807E-08,6.54699E-07,0.000165138,0.000165138,0.000165138,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
MTToole County,9.89054E-06,1.82165E-06,3.18369E-06,2.3836E-06,2.3836E-08,6.19735E-07,0.000225285,0.000225285,0.000225285,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
MTTreasure County,2.34519E-05,5.51301E-06,6.97234E-06,2.53911E-05,2.53911E-07,6.60169E-06,9.00129E-05,9.00129E-05,9.00129E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
MTValley County,2.59521E-05,6.53039E-06,8.10628E-06,3.09572E-05,3.09572E-07,8.04887E-06,7.21218E-05,7.21218E-05,7.21218E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
MTWheatland County,9.49056E-06,2.01862E-06,2.71222E-06,3.15752E-06,3.15752E-08,8.20955E-07,6.5705E-05,6.5705E-05,6.5705E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
MTWibaux County,6.40968E-05,1.9878E-05,2.40683E-05,0.000107332,1.07332E-06,2.79063E-05,0.000139788,0.000139788,0.000139788,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
MTYellowstone County,1.2432E-05,2.83273E-06,3.5026E-06,1.20304E-05,1.20304E-07,3.1279E-06,9.14906E-05,9.14906E-05,9.14906E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
NCAlamance County,4.14458E-05,3.50129E-05,3.93955E-05,1.05409E-05,1.05409E-07,2.74063E-06,7.49496E-05,7.49496E-05,7.49496E-05,6.3689E-05,6.3689E-05,6.3689E-05,1.22753E-05,1.22753E-05,1.22753E-05
NCAlexander County,2.41874E-05,2.0282E-05,2.30415E-05,1.53179E-05,1.53179E-07,3.98266E-06,4.81284E-05,4.81284E-05,4.81284E-05,6.3689E-05,6.3689E-05,6.3689E-05,1.22753E-05,1.22753E-05,1.22753E-05
NCAlleghany County,1.27766E-05,1.02347E-05,1.16673E-05,9.47508E-06,9.47508E-08,2.46352E-06,5.68976E-05,5.68976E-05,5.68976E-05,6.3689E-05,6.3689E-05,6.3689E-05,1.22753E-05,1.22753E-05,1.22753E-05
NCAnson County,4.9873E-05,4.22096E-05,4.79925E-05,3.58642E-05,3.58642E-07,9.3247E-06,9.312E-05,9.312E-05,9.312E-05,6.3689E-05,6.3689E-05,6.3689E-05,1.22753E-05,1.22753E-05,1.22753E-05
NCAshe County,1.07089E-05,8.93074E-06,1.01101E-05,6.13685E-06,6.13685E-08,1.59558E-06,5.13735E-05,5.13735E-05,5.13735E-05,6.3689E-05,6.3689E-05,6.3689E-05,1.22753E-05,1.22753E-05,1.22753E-05
NCAvery County,1.55204E-05,1.32354E-05,1.49052E-05,3.87695E-06,3.87695E-08,1.00801E-06,7.28376E-05,7.28376E-05,7.28376E-05,6.3689E-05,6.3689E-05,6.3689E-05,1.22753E-05,1.22753E-05,1.22753E-05
NCBeaufort County,5.73538E-05,4.77529E-05,5.39516E-05,2.49171E-05,2.49171E-07,6.47846E-06,3.74514E-05,3.74514E-05,3.74514E-05,6.3689E-05,6.3689E-05,6.3689E-05,1.22753E-05,1.22753E-05,1.22753E-05
NCBertie County,4.01689E-05,3.35937E-05,3.82357E-05,5.94166E-06,5.94166E-08,1.54483E-06,4.06095E-05,4.06095E-05,4.06095E-05,6.3689E-05,6.3689E-05,6.3689E-05,1.22753E-05,1.22753E-05,1.22753E-05
NCBladen County,8.59297E-05,7.18169E-05,8.15309E-05,2.71706E-05,2.71706E-07,7.06435E-06,7.19869E-05,7.19869E-05,7.19869E-05,6.3689E-05,6.3689E-05,6.3689E-05,1.22753E-05,1.22753E-05,1.22753E-05
NCBrunswick County,5.99721E-05,4.82632E-05,5.47267E-05,1.85928E-05,1.85928E-07,4.83413E-06,9.08747E-05,9.08747E-05,9.08747E-05,6.3689E-05,6.3689E-05,6.3689E-05,1.22753E-05,1.22753E-05,1.22753E-05
NCBuncombe County,1.61328E-05,1.38779E-05,1.55089E-05,7.513E-06,7.513E-08,1.95338E-06,6.32211E-05,6.32211E-05,6.32211E-05,6.3689E-05,6.3689E-05,6.3689E-05,1.22753E-05,1.22753E-05,1.22753E-05
NCBurke County,2.36735E-05,2.02379E-05,2.26929E-05,1.17207E-05,1.17207E-07,3.04739E-06,6.06565E-05,6.06565E-05,6.06565E-05,6.3689E-05,6.3689E-05,6.3689E-05,1.22753E-05,1.22753E-05,1.22753E-05
NCCabarrus County,3.77109E-05,3.15741E-05,3.56982E-05,3.49521E-05,3.49521E-07,9.08755E-06,7.10561E-05,7.10561E-05,7.10561E-05,6.3689E-05,6.3689E-05,6.3689E-05,1.22753E-05,1.22753E-05,1.22753E-05
NCCaldwell County,2.27162E-05,1.93417E-05,2.17469E-05,1.01426E-05,1.01426E-07,2.63707E-06,5.65521E-05,5.65521E-05,5.65521E-05,6.3689E-05,6.3689E-05,6.3689E-05,1.22753E-05,1.22753E-05,1.22753E-05
NCCamden County,1.44711E-05,1.16645E-05,1.32516E-05,3.54894E-06,3.54894E-08,9.22724E-07,2.27315E-05,2.27315E-05,2.27315E-05,6.3689E-05,6.3689E-05,6.3689E-05,1.22753E-05,1.22753E-05,1.22753E-05
NCCarteret County,6.72541E-05,5.17983E-05,5.85604E-05,2.88693E-05,2.88693E-07,7.50602E-06,4.21203E-05,4.21203E-05,4.21203E-05,6.3689E-05,6.3689E-05,6.3689E-05,1.22753E-05,1.22753E-05,1.22753E-05
NCCaswell County,3.40141E-05,2.77674E-05,3.14359E-05,8.23039E-06,8.23039E-08,2.1399E-06,5.83477E-05,5.83477E-05,5.83477E-05,6.3689E-05,6.3689E-05,6.3689E-05,1.22753E-05,1.22753E-05,1.22753E-05
NCCatawba County,3.09119E-05,2.58563E-05,2.93688E-05,1.76188E-05,1.76188E-07,4.58089E-06,4.61695E-05,4.61695E-05,4.61695E-05,6.3689E-05,6.3689E-05,6.3689E-05,1.22753E-05,1.22753E-05,1.22753E-05
NCChatham County,4.53147E-05,3.84435E-05,4.33964E-05,1.84226E-05,1.84226E-07,4.78988E-06,8.77305E-05,8.77305E-05,8.77305E-05,6.3689E-05,6.3689E-05,6.3689E-05,1.22753E-05,1.22753E-05,1.22753E-05
NCCherokee County,3.41308E-05,2.98972E-05,3.3417E-05,1.09722E-05,1.09722E-07,2.85276E-06,6.77031E-05,6.77031E-05,6.77031E-05,6.3689E-05,6.3689E-05,6.3689E-05,1.22753E-05,1.22753E-05,1.22753E-05
NCChowan County,1.68135E-05,1.40529E-05,1.5931E-05,3.75889E-06,3.75889E-08,9.77311E-07,1.49107E-05,1.49107E-05,1.49107E-05,6.3689E-05,6.3689E-05,6.3689E-05,1.22753E-05,1.22753E-05,1.22753E-05
NCClay County,2.42924E-05,2.12506E-05,2.37276E-05,1.68449E-05,1.68449E-07,4.37966E-06,9.92687E-05,9.92687E-05,9.92687E-05,6.3689E-05,6.3689E-05,6.3689E-05,1.22753E-05,1.22753E-05,1.22753E-05
NCCleveland County,4.17137E-05,3.44348E-05,3.89114E-05,2.27954E-05,2.27954E-07,5.9268E-06,4.80144E-05,4.80144E-05,4.80144E-05,6.3689E-05,6.3689E-05,6.3689E-05,1.22753E-05,1.22753E-05,1.22753E-05
NCColumbus County,6.53528E-05,5.47425E-05,6.17984E-05,1.69126E-05,1.69126E-07,4.39728E-06,6.56652E-05,6.56652E-05,6.56652E-05,6.3689E-05,6.3689E-05,6.3689E-05,1.22753E-05,1.22753E-05,1.22753E-05
NCCraven County,8.69404E-05,7.22865E-05,8.20107E-05,2.97613E-05,2.97613E-07,7.73795E-06,3.66393E-05,3.66393E-05,3.66393E-05,6.3689E-05,6.3689E-05,6.3689E-05,1.22753E-05,1.22753E-05,1.22753E-05
NCCumberland County,0.000105193,8.76007E-05,0.00010023,4.62118E-05,4.62118E-07,1.20151E-05,0.000101086,0.000101086,0.000101086,6.3689E-05,6.3689E-05,6.3689E-05,1.22753E-05,1.22753E-05,1.22753E-05
