StateCounty,FL,WF,TN,HA
ARJackson County,2.16296296296296,2.00000000000000,1.00000000000000,1.00000000000000
ARJefferson County,5.58666666666667,2.00000000000000,1.00000000000000,1.00000000000000
ARJohnson County,0.65000000000000,11.25000000000000,1.00000000000000,1.00000000000000
ARLafayette County,0.80000000000000,13.25000000000000,1.00000000000000,1.00000000000000
ARLawrence County,5.18461538461539,2.00000000000000,1.00000000000000,1.00000000000000
ARLee County,4.88888888888889,2.00000000000000,1.00000000000000,1.00000000000000
ARLincoln County,9.75000000000000,2.00000000000000,1.00000000000000,1.00000000000000
ARLittle River County,1.96666666666667,10.12500000000000,1.00000000000000,1.00000000000000
ARLogan County,2.16296296296296,5.63888888888889,1.00000000000000,1.00000000000000
ARLonoke County,3.72000000000000,1.70000000000000,1.00000000000000,1.00000000000000
ARMadison County,3.13333333333333,5.50000000000000,1.00000000000000,1.00000000000000
ARMarion County,0.73333333333333,2.16666666666667,1.00000000000000,1.00000000000000
ARMiller County,2.03333333333333,15.75000000000000,1.00000000000000,1.00000000000000
ARMississippi County,4.22222222222222,2.00000000000000,1.00000000000000,1.00000000000000
ARMonroe County,2.86666666666667,2.00000000000000,1.00000000000000,1.00000000000000
ARMontgomery County,3.71666666666667,19.34375000000000,1.00000000000000,1.00000000000000
ARNevada County,3.16190476190476,1.00000000000000,1.00000000000000,1.00000000000000
ARNewton County,2.26666666666667,11.70454545454550,1.00000000000000,1.00000000000000
AROuachita County,3.58888888888889,1.00000000000000,1.00000000000000,1.00000000000000
ARPerry County,3.97777777777778,17.00000000000000,1.00000000000000,1.00000000000000
ARPhillips County,7.22051282051282,2.00000000000000,1.00000000000000,1.00000000000000
ARPike County,2.16190476190476,5.85714285714286,1.00000000000000,1.00000000000000
ARPoinsett County,4.06666666666667,2.00000000000000,1.00000000000000,1.00000000000000
ARPolk County,2.79166666666667,4.31250000000000,1.00000000000000,1.00000000000000
ARPope County,4.30000000000000,11.20833333333330,1.00000000000000,1.00000000000000
ARPrairie County,2.10000000000000,2.00000000000000,1.00000000000000,1.00000000000000
ARPulaski County,3.79305555555555,1.97916666666667,1.00000000000000,1.00000000000000
ARRandolph County,3.71666666666667,2.00000000000000,1.00000000000000,1.00000000000000
ARSaline County,3.23333333333333,1.66666666666667,1.00000000000000,1.00000000000000
ARScott County,6.44000000000000,18.50000000000000,1.00000000000000,1.00000000000000
ARSearcy County,2.77142857142857,10.03571428571430,1.00000000000000,1.00000000000000
ARSebastian County,2.01269841269841,14.09523809523810,1.00000000000000,1.00000000000000
ARSevier County,0.84000000000000,4.80000000000000,1.00000000000000,1.00000000000000
ARSharp County,0.64444444444444,1.66666666666667,1.00000000000000,1.00000000000000
ARSt. Francis County,2.19444444444444,2.00000000000000,1.00000000000000,1.00000000000000
ARStone County,0.91111111111111,1.33333333333333,1.00000000000000,1.00000000000000
ARUnion County,2.51515151515152,1.09090909090909,1.00000000000000,1.00000000000000
ARVan Buren County,2.16190476190476,1.28571428571429,1.00000000000000,1.00000000000000
ARWashington County,1.90277777777778,1.04166666666667,1.00000000000000,1.00000000000000
