Version,Benchmark Class,qtr,value
13,Energy Liab and Cas,3,0.393948
13,Energy Liab and Cas,4,0.54626
13,Energy Liab and Cas,5,0.656487
13,Energy Liab and Cas,6,0.734357
13,Energy Liab and Cas,7,0.789942
13,Energy Liab and Cas,8,0.830461
13,Energy Liab and Cas,9,0.860682
13,Energy Liab and Cas,10,0.883723
13,Energy Liab and Cas,11,0.901643
13,Energy Liab and Cas,12,0.915832
13,Energy Liab and Cas,13,0.927246
13,Energy Liab and Cas,14,0.936557
13,Energy Liab and Cas,15,0.944249
13,Energy Liab and Cas,16,0.950674
13,Energy Liab and Cas,17,0.956096
13,Energy Liab and Cas,18,0.960712
13,Energy Liab and Cas,19,0.964674
13,Energy Liab and Cas,20,0.9681
13,Energy Liab and Cas,21,0.971083
13,Energy Liab and Cas,22,0.973695
13,Energy Liab and Cas,23,0.975996
13,Energy Liab and Cas,24,0.978034
13,Energy Liab and Cas,25,0.979847
13,Energy Liab and Cas,26,0.981467
13,Energy Liab and Cas,27,0.982921
13,Energy Liab and Cas,28,0.98423
13,Energy Liab and Cas,29,0.985414
13,Energy Liab and Cas,30,0.986487
13,Energy Liab and Cas,31,0.987464
13,Energy Liab and Cas,32,0.988356
13,Energy Liab and Cas,33,0.989172
13,Energy Liab and Cas,34,0.98992
13,Energy Liab and Cas,35,0.990608
13,Energy Liab and Cas,36,0.991585
13,Energy Liab and Cas,37,0.992452
13,Energy Liab and Cas,38,0.993223
13,Energy Liab and Cas,39,0.99391
13,Energy Liab and Cas,40,0.994521
13,Energy Liab and Cas,41,0.995067
13,Energy Liab and Cas,42,0.995555
13,Energy Liab and Cas,43,0.995991
13,Energy Liab and Cas,44,0.996382
13,Energy Liab and Cas,45,0.996731
13,Energy Liab and Cas,46,0.997045
13,Energy Liab and Cas,47,0.997326
13,Energy Liab and Cas,48,0.997579
13,Energy Liab and Cas,49,0.997807
13,Energy Liab and Cas,50,0.998011
13,Energy Liab and Cas,51,0.998195
13,Energy Liab and Cas,52,0.998362
13,Energy Liab and Cas,53,0.998511
13,Energy Liab and Cas,54,0.998647
13,Energy Liab and Cas,55,0.998769
13,Energy Liab and Cas,56,0.998879
13,Energy Liab and Cas,57,0.998979
13,Energy Liab and Cas,58,0.99907
13,Energy Liab and Cas,59,0.999152
13,Energy Liab and Cas,60,0.999226
13,Energy Liab and Cas,61,1
13,Energy Liab and Cas,62,1
13,Energy Liab and Cas,63,1
13,Energy Liab and Cas,64,1
13,Energy Liab and Cas,65,1
13,Energy Liab and Cas,66,1
13,Energy Liab and Cas,67,1
13,Energy Liab and Cas,68,1
13,Energy Liab and Cas,69,1
13,Energy Liab and Cas,70,1
13,Energy Liab and Cas,71,1
13,Energy Liab and Cas,72,1
13,Energy Liab and Cas,73,1
13,Energy Liab and Cas,74,1
13,Energy Liab and Cas,75,1
13,Energy Liab and Cas,76,1
13,Energy Liab and Cas,77,1
13,Energy Liab and Cas,78,1
13,Energy Liab and Cas,79,1
13,Energy Liab and Cas,80,1
13,Energy PD,1,0.001145
13,Energy PD,2,0.011364
13,Energy PD,3,0.075509
13,Energy PD,4,0.154804
13,Energy PD,5,0.296977
13,Energy PD,6,0.40985
13,Energy PD,7,0.697399
13,Energy PD,8,0.783304
13,Energy PD,9,0.841772
13,Energy PD,10,0.886337
13,Energy PD,11,0.920727
13,Energy PD,12,0.947628
13,Energy PD,13,0.968956
13,Energy PD,14,0.986082
13,Energy PD,15,1
13,Energy PD,16,1
13,Energy PD,17,1
13,Energy PD,18,1
13,Energy PD,19,1
13,Energy PD,20,1
13,Energy PD,21,1
13,Energy PD,22,1
13,Energy PD,23,1
13,Energy PD,24,1
13,Energy PD,25,1
13,Energy PD,26,1
13,Energy PD,27,1
13,Energy PD,28,1
13,Energy PD,29,1
13,Energy PD,30,1
13,Energy PD,31,1
13,Energy PD,32,1
13,Energy PD,33,1
13,Energy PD,34,1
13,Energy PD,35,1
13,Energy PD,36,1
13,Energy PD,37,1
13,Energy PD,38,1
13,Energy PD,39,1
13,Energy PD,40,1
13,Energy PD,41,1
13,Energy PD,42,1
13,Energy PD,43,1
13,Energy PD,44,1
13,Energy PD,45,1
13,Energy PD,46,1
13,Energy PD,47,1
13,Energy PD,48,1
13,Energy PD,49,1
13,Energy PD,50,1
13,Energy PD,51,1
13,Energy PD,52,1
13,Energy PD,53,1
13,Energy PD,54,1
13,Energy PD,55,1
13,Energy PD,56,1
13,Energy PD,57,1
13,Energy PD,58,1
13,Energy PD,59,1
13,Energy PD,60,1
13,Energy PD,61,1
13,Energy PD,62,1
13,Energy PD,63,1
13,Energy PD,64,1
13,Energy PD,65,1
13,Energy PD,66,1
13,Energy PD,67,1
13,Energy PD,68,1
13,Energy PD,69,1
13,Energy PD,70,1
13,Energy PD,71,1
13,Energy PD,72,1
13,Energy PD,73,1
13,Energy PD,74,1
13,Energy PD,75,1
13,Energy PD,76,1
13,Energy PD,77,1
13,Energy PD,78,1
13,Energy PD,79,1
13,Energy PD,80,1
13,Hull,1,0.014674
13,Hull,2,0.025245
13,Hull,3,0.080435
13,Hull,4,0.263058
13,Hull,5,0.469184
13,Hull,6,0.613411
13,Hull,7,0.726191
13,Hull,8,0.807452
13,Hull,9,0.867393
13,Hull,10,0.899999
13,Hull,11,0.922069
13,Hull,12,0.938405
13,Hull,13,0.950689
13,Hull,14,0.960066
13,Hull,15,0.967325
13,Hull,16,0.980909
13,Hull,17,0.991597
13,Hull,18,1
13,Hull,19,1
13,Hull,20,1
13,Hull,21,1
13,Hull,22,1
13,Hull,23,1
13,Hull,24,1
13,Hull,25,1
13,Hull,26,1
13,Hull,27,1
13,Hull,28,1
13,Hull,29,1
13,Hull,30,1
13,Hull,31,1
13,Hull,32,1
13,Hull,33,1
13,Hull,34,1
13,Hull,35,1
13,Hull,36,1
13,Hull,37,1
13,Hull,38,1
13,Hull,39,1
13,Hull,40,1
13,Hull,41,1
13,Hull,42,1
13,Hull,43,1
13,Hull,44,1
13,Hull,45,1
13,Hull,46,1
13,Hull,47,1
13,Hull,48,1
13,Hull,49,1
13,Hull,50,1
13,Hull,51,1
13,Hull,52,1
13,Hull,53,1
13,Hull,54,1
13,Hull,55,1
13,Hull,56,1
13,Hull,57,1
13,Hull,58,1
13,Hull,59,1
13,Hull,60,1
13,Hull,61,1
13,Hull,62,1
13,Hull,63,1
13,Hull,64,1
13,Hull,65,1
13,Hull,66,1
13,Hull,67,1
13,Hull,68,1
13,Hull,69,1
13,Hull,70,1
13,Hull,71,1
13,Hull,72,1
13,Hull,73,1
13,Hull,74,1
13,Hull,75,1
13,Hull,76,1
13,Hull,77,1
13,Hull,78,1
13,Hull,79,1
13,Hull,80,1
13,Marine Libs,1,0.014013
13,Marine Libs,2,0.040108
13,Marine Libs,3,0.077619
13,Marine Libs,4,0.116758
13,Marine Libs,5,0.20792
13,Marine Libs,6,0.276852
13,Marine Libs,7,0.382623
13,Marine Libs,8,0.491825
13,Marine Libs,9,0.544849
13,Marine Libs,10,0.61417
13,Marine Libs,11,0.679359
13,Marine Libs,12,0.74004
13,Marine Libs,13,0.796069
13,Marine Libs,14,0.847474
13,Marine Libs,15,0.87698
13,Marine Libs,16,0.902496
13,Marine Libs,17,0.924634
13,Marine Libs,18,0.943907
13,Marine Libs,19,0.960747
13,Marine Libs,20,0.975516
13,Marine Libs,21,0.988516
13,Marine Libs,22,1
13,Marine Libs,23,1
13,Marine Libs,24,1
13,Marine Libs,25,1
13,Marine Libs,26,1
13,Marine Libs,27,1
13,Marine Libs,28,1
13,Marine Libs,29,1
13,Marine Libs,30,1
13,Marine Libs,31,1
13,Marine Libs,32,1
13,Marine Libs,33,1
13,Marine Libs,34,1
13,Marine Libs,35,1
13,Marine Libs,36,1
13,Marine Libs,37,1
13,Marine Libs,38,1
13,Marine Libs,39,1
13,Marine Libs,40,1
13,Marine Libs,41,1
13,Marine Libs,42,1
13,Marine Libs,43,1
13,Marine Libs,44,1
13,Marine Libs,45,1
13,Marine Libs,46,1
13,Marine Libs,47,1
13,Marine Libs,48,1
13,Marine Libs,49,1
13,Marine Libs,50,1
13,Marine Libs,51,1
13,Marine Libs,52,1
13,Marine Libs,53,1
13,Marine Libs,54,1
13,Marine Libs,55,1
13,Marine Libs,56,1
13,Marine Libs,57,1
13,Marine Libs,58,1
13,Marine Libs,59,1
13,Marine Libs,60,1
13,Marine Libs,61,1
13,Marine Libs,62,1
13,Marine Libs,63,1
13,Marine Libs,64,1
13,Marine Libs,65,1
13,Marine Libs,66,1
13,Marine Libs,67,1
13,Marine Libs,68,1
13,Marine Libs,69,1
13,Marine Libs,70,1
13,Marine Libs,71,1
13,Marine Libs,72,1
13,Marine Libs,73,1
13,Marine Libs,74,1
13,Marine Libs,75,1
13,Marine Libs,76,1
13,Marine Libs,77,1
13,Marine Libs,78,1
13,Marine Libs,79,1
13,Marine Libs,80,1
13,Marine Misc,1,0.037802
13,Marine Misc,2,0.130426
13,Marine Misc,3,0.278211
13,Marine Misc,4,0.439833
13,Marine Misc,5,0.581572
13,Marine Misc,6,0.692202
13,Marine Misc,7,0.773938
13,Marine Misc,8,0.83307
13,Marine Misc,9,0.875716
13,Marine Misc,10,0.906657
13,Marine Misc,11,0.92934
13,Marine Misc,12,0.946175
13,Marine Misc,13,0.95883
13,Marine Misc,14,0.968465
13,Marine Misc,15,0.975891
13,Marine Misc,16,0.981679
13,Marine Misc,17,0.986241
13,Marine Misc,18,0.989872
13,Marine Misc,19,0.99279
13,Marine Misc,20,0.995156
13,Marine Misc,21,0.997089
13,Marine Misc,22,0.99868
13,Marine Misc,23,1
13,Marine Misc,24,1
13,Marine Misc,25,1
13,Marine Misc,26,1
13,Marine Misc,27,1
13,Marine Misc,28,1
13,Marine Misc,29,1
13,Marine Misc,30,1
13,Marine Misc,31,1
13,Marine Misc,32,1
13,Marine Misc,33,1
13,Marine Misc,34,1
13,Marine Misc,35,1
13,Marine Misc,36,1
13,Marine Misc,37,1
13,Marine Misc,38,1
13,Marine Misc,39,1
13,Marine Misc,40,1
13,Marine Misc,41,1
13,Marine Misc,42,1
13,Marine Misc,43,1
13,Marine Misc,44,1
13,Marine Misc,45,1
13,Marine Misc,46,1
13,Marine Misc,47,1
13,Marine Misc,48,1
13,Marine Misc,49,1
13,Marine Misc,50,1
13,Marine Misc,51,1
13,Marine Misc,52,1
13,Marine Misc,53,1
13,Marine Misc,54,1
13,Marine Misc,55,1
13,Marine Misc,56,1
13,Marine Misc,57,1
13,Marine Misc,58,1
13,Marine Misc,59,1
13,Marine Misc,60,1
13,Marine Misc,61,1
13,Marine Misc,62,1
13,Marine Misc,63,1
13,Marine Misc,64,1
13,Marine Misc,65,1
13,Marine Misc,66,1
13,Marine Misc,67,1
13,Marine Misc,68,1
13,Marine Misc,69,1
13,Marine Misc,70,1
13,Marine Misc,71,1
13,Marine Misc,72,1
13,Marine Misc,73,1
13,Marine Misc,74,1
13,Marine Misc,75,1
13,Marine Misc,76,1
13,Marine Misc,77,1
13,Marine Misc,78,1
13,Marine Misc,79,1
13,Marine Misc,80,1
13,Satellite,1,0.00062
13,Satellite,2,0.01439
13,Satellite,3,0.12926
13,Satellite,4,0.235676
13,Satellite,5,0.396145
13,Satellite,6,0.568518
13,Satellite,7,0.717091
13,Satellite,8,0.829141
13,Satellite,9,0.895526
13,Satellite,10,0.918519
13,Satellite,11,0.944673
13,Satellite,12,0.964247
13,Satellite,13,0.979194
13,Satellite,14,0.990816
13,Satellite,15,1
13,Satellite,16,1
13,Satellite,17,1
13,Satellite,18,1
13,Satellite,19,1
13,Satellite,20,1
13,Satellite,21,1
13,Satellite,22,1
13,Satellite,23,1
13,Satellite,24,1
13,Satellite,25,1
13,Satellite,26,1
13,Satellite,27,1
13,Satellite,28,1
13,Satellite,29,1
13,Satellite,30,1
13,Satellite,31,1
13,Satellite,32,1
13,Satellite,33,1
13,Satellite,34,1
13,Satellite,35,1
13,Satellite,36,1
13,Satellite,37,1
13,Satellite,38,1
13,Satellite,39,1
13,Satellite,40,1
13,Satellite,41,1
13,Satellite,42,1
13,Satellite,43,1
13,Satellite,44,1
13,Satellite,45,1
13,Satellite,46,1
13,Satellite,47,1
13,Satellite,48,1
13,Satellite,49,1
13,Satellite,50,1
13,Satellite,51,1
13,Satellite,52,1
13,Satellite,53,1
13,Satellite,54,1
13,Satellite,55,1
13,Satellite,56,1
13,Satellite,57,1
13,Satellite,58,1
13,Satellite,59,1
13,Satellite,60,1
13,Satellite,61,1
13,Satellite,62,1
13,Satellite,63,1
13,Satellite,64,1
13,Satellite,65,1
13,Satellite,66,1
13,Satellite,67,1
13,Satellite,68,1
13,Satellite,69,1
13,Satellite,70,1
13,Satellite,71,1
13,Satellite,72,1
13,Satellite,73,1
13,Satellite,74,1
13,Satellite,75,1
13,Satellite,76,1
13,Satellite,77,1
13,Satellite,78,1
13,Satellite,79,1
13,Satellite,80,1
13,War,1,0.096138
13,War,2,0.109642
13,War,3,0.284605
13,War,4,0.411047
13,War,5,0.49648
13,War,6,0.59619
13,War,7,0.715428
13,War,8,0.782163
13,War,9,0.839831
13,War,10,0.889467
13,War,11,0.93209
13,War,12,0.968651
13,War,13,1
13,War,14,1
13,War,15,1
13,War,16,1
13,War,17,1
13,War,18,1
13,War,19,1
13,War,20,1
13,War,21,1
13,War,22,1
13,War,23,1
13,War,24,1
13,War,25,1
13,War,26,1
13,War,27,1
13,War,28,1
13,War,29,1
13,War,30,1
13,War,31,1
13,War,32,1
13,War,33,1
13,War,34,1
13,War,35,1
13,War,36,1
13,War,37,1
13,War,38,1
13,War,39,1
13,War,40,1
13,War,41,1
13,War,42,1
13,War,43,1
13,War,44,1
13,War,45,1
13,War,46,1
13,War,47,1
13,War,48,1
13,War,49,1
13,War,50,1
13,War,51,1
13,War,52,1
13,War,53,1
13,War,54,1
13,War,55,1
13,War,56,1
13,War,57,1
13,War,58,1
13,War,59,1
13,War,60,1
13,War,61,1
13,War,62,1
13,War,63,1
13,War,64,1
13,War,65,1
13,War,66,1
13,War,67,1
13,War,68,1
13,War,69,1
13,War,70,1
13,War,71,1
13,War,72,1
13,War,73,1
13,War,74,1
13,War,75,1
13,War,76,1
13,War,77,1
13,War,78,1
13,War,79,1
13,War,80,1
13,Contingency,1,0.025716
13,Contingency,2,0.047291
13,Contingency,3,0.223086
13,Contingency,4,0.490633
13,Contingency,5,0.687041
13,Contingency,6,0.804467
13,Contingency,7,0.873061
13,Contingency,8,0.914412
13,Contingency,9,0.940438
13,Contingency,10,0.957517
13,Contingency,11,0.969153
13,Contingency,12,0.97734
13,Contingency,13,0.983265
13,Contingency,14,0.987658
13,Contingency,15,0.990983
13,Contingency,16,0.993548
13,Contingency,17,0.995559
13,Contingency,18,0.997157
13,Contingency,19,0.998445
13,Contingency,20,0.99913
13,Contingency,21,0.999519
13,Contingency,22,0.999737
13,Contingency,23,0.999858
13,Contingency,24,0.999924
13,Contingency,25,0.99996
13,Contingency,26,0.999979
13,Contingency,27,0.999989
13,Contingency,28,0.999995
13,Contingency,29,0.999997
13,Contingency,30,0.999999
13,Contingency,31,0.999999
13,Contingency,32,1
13,Contingency,33,1
13,Contingency,34,1
13,Contingency,35,1
13,Contingency,36,1
13,Contingency,37,1
13,Contingency,38,1
13,Contingency,39,1
13,Contingency,40,1
13,Contingency,41,1
13,Contingency,42,1
13,Contingency,43,1
13,Contingency,44,1
13,Contingency,45,1
13,Contingency,46,1
13,Contingency,47,1
13,Contingency,48,1
13,Contingency,49,1
13,Contingency,50,1
13,Contingency,51,1
13,Contingency,52,1
13,Contingency,53,1
13,Contingency,54,1
13,Contingency,55,1
13,Contingency,56,1
13,Contingency,57,1
13,Contingency,58,1
13,Contingency,59,1
13,Contingency,60,1
13,Contingency,61,1
13,Contingency,62,1
13,Contingency,63,1
13,Contingency,64,1
13,Contingency,65,1
13,Contingency,66,1
13,Contingency,67,1
13,Contingency,68,1
13,Contingency,69,1
13,Contingency,70,1
13,Contingency,71,1
13,Contingency,72,1
13,Contingency,73,1
13,Contingency,74,1
13,Contingency,75,1
13,Contingency,76,1
13,Contingency,77,1
13,Contingency,78,1
13,Contingency,79,1
13,Contingency,80,1
13,Political,1,0.000006
13,Political,2,0.000061
13,Political,3,0.00061
13,Political,4,0.006098
13,Political,5,0.030491
13,Political,6,0.152455
13,Political,7,0.232799
13,Political,8,0.318172
13,Political,9,0.401761
13,Political,10,0.479267
13,Political,11,0.548623
13,Political,12,0.609295
13,Political,13,0.661634
13,Political,14,0.706423
13,Political,15,0.744597
13,Political,16,0.777091
13,Political,17,0.804764
13,Political,18,0.828373
13,Political,19,0.848564
13,Political,20,0.865887
13,Political,21,0.880798
13,Political,22,0.893679
13,Political,23,0.904846
13,Political,24,0.914563
13,Political,25,0.923049
13,Political,26,0.930484
13,Political,27,0.937023
13,Political,28,0.942791
13,Political,29,0.947896
13,Political,30,0.952429
13,Political,31,0.956465
13,Political,32,0.960069
13,Political,33,0.963297
13,Political,34,0.966194
13,Political,35,0.968803
13,Political,36,0.971156
13,Political,37,0.973285
13,Political,38,0.975214
13,Political,39,0.976967
13,Political,40,0.978562
13,Political,41,0.980017
13,Political,42,0.981347
13,Political,43,0.982564
13,Political,44,0.983681
13,Political,45,0.984707
13,Political,46,0.985651
13,Political,47,0.986521
13,Political,48,0.987324
13,Political,49,0.988066
13,Political,50,0.988753
13,Political,51,0.98939
13,Political,52,0.989982
13,Political,53,0.990532
13,Political,54,0.991043
13,Political,55,0.99152
13,Political,56,0.991964
13,Political,57,0.99238
13,Political,58,0.992768
13,Political,59,0.993131
13,Political,60,0.993471
13,Political,61,1
13,Political,62,1
13,Political,63,1
13,Political,64,1
13,Political,65,1
