Lookup,State Code,County,RI Name,AOP,Excess FL,Equipment breakdown,PAF,Liability,WS,EQ,Wildfire
IAWapello County,IA,Wapello County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.503225286,1.503225286,1.107732433
IAWarren County,IA,Warren County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.503225286,1.503225286,1.107732433
IAWashington County,IA,Washington County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.503225286,1.503225286,1.107732433
IAWayne County,IA,Wayne County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.503225286,1.503225286,1.107732433
IAWebster County,IA,Webster County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.503225286,1.503225286,1.107732433
IAWinnebago County,IA,Winnebago County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.503225286,1.503225286,1.107732433
IAWinneshiek County,IA,Winneshiek County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.503225286,1.503225286,1.107732433
IAWoodbury County,IA,Woodbury County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.502952867,1.502952867,1.107732433
IAWorth County,IA,Worth County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.503225286,1.503225286,1.107732433
IAWright County,IA,Wright County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.503225286,1.503225286,1.107732433
IDAda County,ID,Ada County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
IDAdams County,ID,Adams County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
IDBannock County,ID,Bannock County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
IDBear Lake County,ID,Bear Lake County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
IDBenewah County,ID,Benewah County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
IDBingham County,ID,Bingham County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
IDBlaine County,ID,Blaine County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
IDBoise County,ID,Boise County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
IDBonner County,ID,Bonner County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
IDBonneville County,ID,Bonneville County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
IDBoundary County,ID,Boundary County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
IDButte County,ID,Butte County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
IDCamas County,ID,Camas County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
IDCanyon County,ID,Canyon County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
IDCaribou County,ID,Caribou County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
IDCassia County,ID,Cassia County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
IDClark County,ID,Clark County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
IDClearwater County,ID,Clearwater County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
IDCuster County,ID,Custer County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
IDElmore County,ID,Elmore County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
IDFranklin County,ID,Franklin County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
IDFremont County,ID,Fremont County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
IDGem County,ID,Gem County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
IDGooding County,ID,Gooding County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
IDIdaho County,ID,Idaho County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
IDJefferson County,ID,Jefferson County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
IDJerome County,ID,Jerome County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
IDKootenai County,ID,Kootenai County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
IDLatah County,ID,Latah County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
IDLemhi County,ID,Lemhi County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
IDLewis County,ID,Lewis County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
IDLincoln County,ID,Lincoln County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
IDMadison County,ID,Madison County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
IDMinidoka County,ID,Minidoka County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
IDNez Perce County,ID,Nez Perce County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
IDOneida County,ID,Oneida County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
IDOwyhee County,ID,Owyhee County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
IDPayette County,ID,Payette County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
IDPower County,ID,Power County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
IDShoshone County,ID,Shoshone County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
IDTeton County,ID,Teton County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
IDTwin Falls County,ID,Twin Falls County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
IDValley County,ID,Valley County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
IDWashington County,ID,Washington County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
ILAdams County,IL,Adams County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
ILAlexander County,IL,Alexander County,New Madrid EQ,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.64001974,1.64001974,1.107732433
ILBond County,IL,Bond County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
ILBoone County,IL,Boone County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
ILBrown County,IL,Brown County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
ILBureau County,IL,Bureau County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
ILCalhoun County,IL,Calhoun County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
ILCarroll County,IL,Carroll County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
ILCass County,IL,Cass County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
ILChampaign County,IL,Champaign County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
ILChristian County,IL,Christian County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
ILClark County,IL,Clark County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
ILClay County,IL,Clay County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
ILClinton County,IL,Clinton County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
ILColes County,IL,Coles County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
ILCook County,IL,Cook County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
ILCrawford County,IL,Crawford County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
ILCumberland County,IL,Cumberland County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
ILDe Witt County,IL,De Witt County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
ILDeKalb County,IL,DeKalb County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
ILDouglas County,IL,Douglas County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
ILDupage County,IL,Dupage County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
ILEdgar County,IL,Edgar County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
ILEdwards County,IL,Edwards County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
ILEffingham County,IL,Effingham County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
ILFayette County,IL,Fayette County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
ILFord County,IL,Ford County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
ILFranklin County,IL,Franklin County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
ILFulton County,IL,Fulton County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
ILGallatin County,IL,Gallatin County,New Madrid EQ,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.64001974,1.64001974,1.107732433
ILGreene County,IL,Greene County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
ILGrundy County,IL,Grundy County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
ILHamilton County,IL,Hamilton County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
ILHancock County,IL,Hancock County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
ILHardin County,IL,Hardin County,New Madrid EQ,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.64001974,1.64001974,1.107732433
ILHenderson County,IL,Henderson County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
ILHenry County,IL,Henry County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
ILIroquois County,IL,Iroquois County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
ILJackson County,IL,Jackson County,New Madrid EQ,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.64001974,1.64001974,1.107732433
ILJasper County,IL,Jasper County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
ILJefferson County,IL,Jefferson County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
ILJersey County,IL,Jersey County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
ILJo Daviess County,IL,Jo Daviess County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
ILJohnson County,IL,Johnson County,New Madrid EQ,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.64001974,1.64001974,1.107732433
ILKane County,IL,Kane County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
ILKankakee County,IL,Kankakee County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
ILKendall County,IL,Kendall County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
ILKnox County,IL,Knox County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
ILLake County,IL,Lake County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
ILLaSalle County,IL,LaSalle County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
ILLawrence County,IL,Lawrence County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
ILLee County,IL,Lee County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
ILLivingston County,IL,Livingston County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
ILLogan County,IL,Logan County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
ILMacon County,IL,Macon County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
ILMacoupin County,IL,Macoupin County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
ILMadison County,IL,Madison County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
ILMarion County,IL,Marion County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
ILMarshall County,IL,Marshall County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
ILMason County,IL,Mason County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
ILMassac County,IL,Massac County,New Madrid EQ,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.64001974,1.64001974,1.107732433
ILMcDonough County,IL,McDonough County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
ILMcHenry County,IL,McHenry County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
ILMcLean County,IL,McLean County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
ILMenard County,IL,Menard County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
ILMercer County,IL,Mercer County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
ILMonroe County,IL,Monroe County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
ILMontgomery County,IL,Montgomery County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
ILMorgan County,IL,Morgan County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
ILMoultrie County,IL,Moultrie County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
ILOgle County,IL,Ogle County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
ILPeoria County,IL,Peoria County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
ILPerry County,IL,Perry County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
ILPiatt County,IL,Piatt County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
