Lookup,State Code,County,RI Name,AOP,Excess FL,Equipment breakdown,PAF,Liability,WS,EQ,Wildfire
ARLogan County,AR,Logan County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
ARLonoke County,AR,Lonoke County,New Madrid EQ,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.64001974,1.64001974,1.107732433
ARMadison County,AR,Madison County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
ARMarion County,AR,Marion County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
ARMiller County,AR,Miller County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
ARMississippi County,AR,Mississippi County,New Madrid EQ,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.64001974,1.64001974,1.107732433
ARMonroe County,AR,Monroe County,New Madrid EQ,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.64001974,1.64001974,1.107732433
ARMontgomery County,AR,Montgomery County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
ARNevada County,AR,Nevada County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
ARNewton County,AR,Newton County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
AROuachita County,AR,Ouachita County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
ARPerry County,AR,Perry County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
ARPhillips County,AR,Phillips County,New Madrid EQ,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.64001974,1.64001974,1.107732433
ARPike County,AR,Pike County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
ARPoinsett County,AR,Poinsett County,New Madrid EQ,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.64001974,1.64001974,1.107732433
ARPolk County,AR,Polk County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
ARPope County,AR,Pope County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
ARPrairie County,AR,Prairie County,New Madrid EQ,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.64001974,1.64001974,1.107732433
ARPulaski County,AR,Pulaski County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
ARRandolph County,AR,Randolph County,New Madrid EQ,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.64001974,1.64001974,1.107732433
ARSaline County,AR,Saline County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
ARScott County,AR,Scott County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
ARSearcy County,AR,Searcy County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
ARSebastian County,AR,Sebastian County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
ARSevier County,AR,Sevier County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
ARSharp County,AR,Sharp County,New Madrid EQ,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.64001974,1.64001974,1.107732433
ARSt. Francis County,AR,St. Francis County,New Madrid EQ,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.64001974,1.64001974,1.107732433
ARStone County,AR,Stone County,New Madrid EQ,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.64001974,1.64001974,1.107732433
ARUnion County,AR,Union County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
ARVan Buren County,AR,Van Buren County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
ARWashington County,AR,Washington County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
ARWhite County,AR,White County,New Madrid EQ,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.64001974,1.64001974,1.107732433
ARWoodruff County,AR,Woodruff County,New Madrid EQ,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.64001974,1.64001974,1.107732433
ARYell County,AR,Yell County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
AZApache County,AZ,Apache County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
AZCochise County,AZ,Cochise County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
AZCoconino County,AZ,Coconino County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
AZGila County,AZ,Gila County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
AZGraham County,AZ,Graham County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
AZGreenlee County,AZ,Greenlee County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
AZLa Paz County,AZ,La Paz County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
AZMaricopa County,AZ,Maricopa County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
AZMohave County,AZ,Mohave County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
AZNavajo County,AZ,Navajo County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
AZPima County,AZ,Pima County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
AZPinal County,AZ,Pinal County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
AZSanta Cruz County,AZ,Santa Cruz County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
AZYavapai County,AZ,Yavapai County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
AZYuma County,AZ,Yuma County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
CAAlameda County,CA,Alameda County,California SF EQ,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.968023689,1.968023689,1.107732433
CAAlpine County,CA,Alpine County,California LA EQ,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.968023689,1.968023689,1.107732433
CAAmador County,CA,Amador County,California SF EQ,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.968023689,1.968023689,1.107732433
CAButte County,CA,Butte County,California SF EQ,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.968023689,1.968023689,1.107732433
CACalaveras County,CA,Calaveras County,California SF EQ,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.968023689,1.968023689,1.107732433
CAColusa County,CA,Colusa County,California SF EQ,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.968023689,1.968023689,1.107732433
CAContra Costa County,CA,Contra Costa County,California SF EQ,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.968023689,1.968023689,1.107732433
CADel Norte County,CA,Del Norte County,California SF EQ,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.968023689,1.968023689,1.107732433
CAEl Dorado County,CA,El Dorado County,California SF EQ,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.968023689,1.968023689,1.107732433
CAFresno County,CA,Fresno County,California LA EQ,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.968023689,1.968023689,1.107732433
CAGlenn County,CA,Glenn County,California SF EQ,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.968023689,1.968023689,1.107732433
CAHumboldt County,CA,Humboldt County,California SF EQ,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.968023689,1.968023689,1.107732433
CAImperial County,CA,Imperial County,California LA EQ,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.968023689,1.968023689,1.107732433
CAInyo County,CA,Inyo County,California LA EQ,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.968023689,1.968023689,1.107732433
CAKern County,CA,Kern County,California LA EQ,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.968023689,1.968023689,1.107732433
CAKings County,CA,Kings County,California LA EQ,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.968023689,1.968023689,1.107732433
CALake County,CA,Lake County,California SF EQ,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.968023689,1.968023689,1.107732433
CALassen County,CA,Lassen County,California SF EQ,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.968023689,1.968023689,1.107732433
CALos Angeles County,CA,Los Angeles County,California LA EQ,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.968023689,1.968023689,1.107732433
CAMadera County,CA,Madera County,California LA EQ,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.968023689,1.968023689,1.107732433
CAMarin County,CA,Marin County,California SF EQ,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.968023689,1.968023689,1.107732433
CAMariposa County,CA,Mariposa County,California LA EQ,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.968023689,1.968023689,1.107732433
CAMendocino County,CA,Mendocino County,California SF EQ,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.968023689,1.968023689,1.107732433
CAMerced County,CA,Merced County,California LA EQ,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.968023689,1.968023689,1.107732433
CAModoc County,CA,Modoc County,California SF EQ,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.968023689,1.968023689,1.107732433
CAMono County,CA,Mono County,California LA EQ,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.968023689,1.968023689,1.107732433
CAMonterey County,CA,Monterey County,California SF EQ,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.968023689,1.968023689,1.107732433
CANapa County,CA,Napa County,California SF EQ,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.968023689,1.968023689,1.107732433
CANevada County,CA,Nevada County,California SF EQ,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.968023689,1.968023689,1.107732433
CAOrange County,CA,Orange County,California LA EQ,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.968023689,1.968023689,1.107732433
CAPlacer County,CA,Placer County,California SF EQ,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.968023689,1.968023689,1.107732433
CAPlumas County,CA,Plumas County,California SF EQ,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.968023689,1.968023689,1.107732433
CARiverside County,CA,Riverside County,California LA EQ,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.968023689,1.968023689,1.107732433
CASacramento County,CA,Sacramento County,California SF EQ,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.968023689,1.968023689,1.107732433
CASan Benito County,CA,San Benito County,California SF EQ,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.968023689,1.968023689,1.107732433
CASan Bernardino County,CA,San Bernardino County,California LA EQ,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.968023689,1.968023689,1.107732433
CASan Diego County,CA,San Diego County,California LA EQ,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.968023689,1.968023689,1.107732433
"CASan Francisco, City and County of",CA,"San Francisco, City and County of",,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.968023689,1.968023689,1.107732433
CASan Joaquin County,CA,San Joaquin County,California SF EQ,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.968023689,1.968023689,1.107732433
CASan Luis Obispo County,CA,San Luis Obispo County,California LA EQ,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.968023689,1.968023689,1.107732433
CASan Mateo County,CA,San Mateo County,California SF EQ,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.968023689,1.968023689,1.107732433
CASanta Barbara County,CA,Santa Barbara County,California LA EQ,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.968023689,1.968023689,1.107732433
CASanta Clara County,CA,Santa Clara County,California SF EQ,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.968023689,1.968023689,1.107732433
CASanta Cruz County,CA,Santa Cruz County,California SF EQ,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.968023689,1.968023689,1.107732433
CAShasta County,CA,Shasta County,California SF EQ,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.968023689,1.968023689,1.107732433
CASierra County,CA,Sierra County,California SF EQ,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.968023689,1.968023689,1.107732433
CASiskiyou County,CA,Siskiyou County,California SF EQ,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.968023689,1.968023689,1.107732433
CASolano County,CA,Solano County,California SF EQ,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.968023689,1.968023689,1.107732433
CASonoma County,CA,Sonoma County,California SF EQ,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.968023689,1.968023689,1.107732433
CAStanislaus County,CA,Stanislaus County,California SF EQ,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.968023689,1.968023689,1.107732433
CASutter County,CA,Sutter County,California SF EQ,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.968023689,1.968023689,1.107732433
CATehama County,CA,Tehama County,California SF EQ,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.968023689,1.968023689,1.107732433
CATrinity County,CA,Trinity County,California SF EQ,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.968023689,1.968023689,1.107732433
CATulare County,CA,Tulare County,California LA EQ,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.968023689,1.968023689,1.107732433
CATuolumne County,CA,Tuolumne County,California SF EQ,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.968023689,1.968023689,1.107732433
CAVentura County,CA,Ventura County,California LA EQ,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.968023689,1.968023689,1.107732433
CAYolo County,CA,Yolo County,California SF EQ,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.968023689,1.968023689,1.107732433
CAYuba County,CA,Yuba County,California SF EQ,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.968023689,1.968023689,1.107732433
CTFairfield County,CT,Fairfield County,NE WS,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.560279896,1.560279896,1.107732433
CTHartford County,CT,Hartford County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.544951713,1.544951713,1.107732433
CTLitchfield County,CT,Litchfield County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.548651809,1.548651809,1.107732433
CTMiddlesex County,CT,Middlesex County,NE WS,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.588514103,1.588514103,1.107732433
CTNew Haven County,CT,New Haven County,NE WS,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.576259386,1.576259386,1.107732433
CTNew London County,CT,New London County,NE WS,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.588914333,1.588914333,1.107732433
CTTolland County,CT,Tolland County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.5618987,1.5618987,1.107732433
CTWindham County,CT,Windham County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.550049773,1.550049773,1.107732433
DCDistrict of Columbia,DC,District of Columbia,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.48266853,1.48266853,1.107732433
IAAdair County,IA,Adair County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.503225286,1.503225286,1.107732433
IAAdams County,IA,Adams County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.503225286,1.503225286,1.107732433
IAAllamakee County,IA,Allamakee County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.503225286,1.503225286,1.107732433
IAAppanoose County,IA,Appanoose County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.503225286,1.503225286,1.107732433
IAAudubon County,IA,Audubon County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.503225286,1.503225286,1.107732433
IABenton County,IA,Benton County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.503225286,1.503225286,1.107732433
IABlack Hawk County,IA,Black Hawk County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.503225286,1.503225286,1.107732433
IABoone County,IA,Boone County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.503225286,1.503225286,1.107732433
IABremer County,IA,Bremer County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.503225286,1.503225286,1.107732433
IABuchanan County,IA,Buchanan County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.503225286,1.503225286,1.107732433
IABuena Vista County,IA,Buena Vista County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.503225286,1.503225286,1.107732433
IAButler County,IA,Butler County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.503225286,1.503225286,1.107732433
IACalhoun County,IA,Calhoun County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.503225286,1.503225286,1.107732433
IACarroll County,IA,Carroll County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.503225286,1.503225286,1.107732433
IACass County,IA,Cass County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.503225286,1.503225286,1.107732433
IACedar County,IA,Cedar County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.503225286,1.503225286,1.107732433
IACerro Gordo County,IA,Cerro Gordo County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.503225286,1.503225286,1.107732433
IACherokee County,IA,Cherokee County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.503225286,1.503225286,1.107732433
IAChickasaw County,IA,Chickasaw County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.503225286,1.503225286,1.107732433
IAClarke County,IA,Clarke County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.503225286,1.503225286,1.107732433
IAClay County,IA,Clay County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.503225286,1.503225286,1.107732433
IAClayton County,IA,Clayton County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.503225286,1.503225286,1.107732433
IAClinton County,IA,Clinton County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.503225286,1.503225286,1.107732433
IACrawford County,IA,Crawford County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.503225286,1.503225286,1.107732433
IADallas County,IA,Dallas County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.503225286,1.503225286,1.107732433
IADavis County,IA,Davis County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.503225286,1.503225286,1.107732433
IADecatur County,IA,Decatur County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.503225286,1.503225286,1.107732433
IADelaware County,IA,Delaware County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.503225286,1.503225286,1.107732433
IADes Moines County,IA,Des Moines County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.503225286,1.503225286,1.107732433
IADickinson County,IA,Dickinson County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.504770137,1.504770137,1.107732433
IADubuque County,IA,Dubuque County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.503225286,1.503225286,1.107732433
IAEmmet County,IA,Emmet County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.503225286,1.503225286,1.107732433
IAFayette County,IA,Fayette County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.503225286,1.503225286,1.107732433
IAFloyd County,IA,Floyd County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.502983111,1.502983111,1.107732433
IAFranklin County,IA,Franklin County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.503225286,1.503225286,1.107732433
IAFremont County,IA,Fremont County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.503225286,1.503225286,1.107732433
IAGreene County,IA,Greene County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.503225286,1.503225286,1.107732433
IAGrundy County,IA,Grundy County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.503225286,1.503225286,1.107732433
IAGuthrie County,IA,Guthrie County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.503225286,1.503225286,1.107732433
IAHamilton County,IA,Hamilton County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.503225286,1.503225286,1.107732433
IAHancock County,IA,Hancock County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.503225286,1.503225286,1.107732433
IAHardin County,IA,Hardin County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.503225286,1.503225286,1.107732433
IAHarrison County,IA,Harrison County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.503225286,1.503225286,1.107732433
IAHenry County,IA,Henry County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.503225286,1.503225286,1.107732433
IAHoward County,IA,Howard County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.503225286,1.503225286,1.107732433
IAHumboldt County,IA,Humboldt County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.503225286,1.503225286,1.107732433
IAIda County,IA,Ida County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.503225286,1.503225286,1.107732433
IAIowa County,IA,Iowa County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.503225286,1.503225286,1.107732433
IAJackson County,IA,Jackson County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.503225286,1.503225286,1.107732433
IAJasper County,IA,Jasper County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.503225286,1.503225286,1.107732433
IAJefferson County,IA,Jefferson County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.503225286,1.503225286,1.107732433
IAJohnson County,IA,Johnson County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.503225286,1.503225286,1.107732433
IAJones County,IA,Jones County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.503225286,1.503225286,1.107732433
IAKeokuk County,IA,Keokuk County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.503225286,1.503225286,1.107732433
IAKossuth County,IA,Kossuth County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.503225286,1.503225286,1.107732433
IALee County,IA,Lee County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.502775699,1.502775699,1.107732433
IALinn County,IA,Linn County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.503225286,1.503225286,1.107732433
IALouisa County,IA,Louisa County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.503225286,1.503225286,1.107732433
IALucas County,IA,Lucas County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.503225286,1.503225286,1.107732433
IALyon County,IA,Lyon County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.503225286,1.503225286,1.107732433
IAMadison County,IA,Madison County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.503225286,1.503225286,1.107732433
IAMahaska County,IA,Mahaska County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.503225286,1.503225286,1.107732433
IAMarion County,IA,Marion County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.503225286,1.503225286,1.107732433
IAMarshall County,IA,Marshall County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.503225286,1.503225286,1.107732433
IAMills County,IA,Mills County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.503225286,1.503225286,1.107732433
IAMitchell County,IA,Mitchell County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.503225286,1.503225286,1.107732433
IAMonona County,IA,Monona County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.503225286,1.503225286,1.107732433
IAMonroe County,IA,Monroe County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.503225286,1.503225286,1.107732433
IAMontgomery County,IA,Montgomery County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.503225286,1.503225286,1.107732433
IAMuscatine County,IA,Muscatine County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.503225286,1.503225286,1.107732433
IAOBrien County,IA,OBrien County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.503225286,1.503225286,1.107732433
IAOsceola County,IA,Osceola County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.503225286,1.503225286,1.107732433
IAPage County,IA,Page County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.503225286,1.503225286,1.107732433
IAPalo Alto County,IA,Palo Alto County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.503225286,1.503225286,1.107732433
IAPlymouth County,IA,Plymouth County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.503864887,1.503864887,1.107732433
IAPocahontas County,IA,Pocahontas County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.503225286,1.503225286,1.107732433
IAPolk County,IA,Polk County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.503225286,1.503225286,1.107732433
IAPottawattamie County,IA,Pottawattamie County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.503225286,1.503225286,1.107732433
IAPoweshiek County,IA,Poweshiek County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.503225286,1.503225286,1.107732433
IARinggold County,IA,Ringgold County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.503225286,1.503225286,1.107732433
IASac County,IA,Sac County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.503225286,1.503225286,1.107732433
IAScott County,IA,Scott County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.503225286,1.503225286,1.107732433
IAShelby County,IA,Shelby County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.503109731,1.503109731,1.107732433
IASioux County,IA,Sioux County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.503225286,1.503225286,1.107732433
IAStory County,IA,Story County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.503225286,1.503225286,1.107732433
IATama County,IA,Tama County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.503225286,1.503225286,1.107732433
IATaylor County,IA,Taylor County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.503225286,1.503225286,1.107732433
IAUnion County,IA,Union County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.503225286,1.503225286,1.107732433
IAVan Buren County,IA,Van Buren County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.503225286,1.503225286,1.107732433
