Lookup code,Values,AOP,WS,EQ,Excess FL,Equipment breakdown,PAF,Wildfire
0.494,-999,0.14100000000000001,0.010299999999999976,0.3661,0.14100000000000001,-999,-999,0.14100000000000001
0.495,-999,0.14059999999999995,0.010299999999999976,0.36539999999999995,0.14059999999999995,-999,-999,0.14059999999999995
0.496,-999,0.1402,0.010199999999999987,0.3647,0.1402,-999,-999,0.1402
0.497,-999,0.13980000000000004,0.010199999999999987,0.3639,0.13980000000000004,-999,-999,0.13980000000000004
0.498,-999,0.13939999999999997,0.010099999999999998,0.36319999999999997,0.13939999999999997,-999,-999,0.13939999999999997
0.499,-999,0.139,0.010099999999999998,0.36250000000000004,0.139,-999,-999,0.139
0.5,-999,0.13859999999999995,0.010000000000000009,0.3618,0.13859999999999995,-999,-999,0.13859999999999995
0.501,-999,0.1382,0.010000000000000009,0.361,0.1382,-999,-999,0.1382
0.502,-999,0.13780000000000003,0.00990000000000002,0.36029999999999995,0.13780000000000003,-999,-999,0.13780000000000003
0.503,-999,0.13739999999999997,0.00990000000000002,0.35960000000000003,0.13739999999999997,-999,-999,0.13739999999999997
0.504,-999,0.137,0.00990000000000002,0.3589,0.137,-999,-999,0.137
0.505,-999,0.13660000000000005,0.00990000000000002,0.3581,0.13660000000000005,-999,-999,0.13660000000000005
0.506,-999,0.1362,0.009800000000000031,0.35740000000000005,0.1362,-999,-999,0.1362
0.507,-999,0.13580000000000003,0.009800000000000031,0.3567,0.13580000000000003,-999,-999,0.13580000000000003
0.508,-999,0.13549999999999995,0.009800000000000031,0.356,0.13549999999999995,-999,-999,0.13549999999999995
0.509,-999,0.1351,0.009800000000000031,0.35519999999999996,0.1351,-999,-999,0.1351
0.51,-999,0.13470000000000004,0.009700000000000042,0.35450000000000004,0.13470000000000004,-999,-999,0.13470000000000004
0.511,-999,0.13429999999999997,0.009700000000000042,0.3538,0.13429999999999997,-999,-999,0.13429999999999997
0.512,-999,0.13390000000000002,0.009700000000000042,0.35309999999999997,0.13390000000000002,-999,-999,0.13390000000000002
0.513,-999,0.13349999999999995,0.009700000000000042,0.35229999999999995,0.13349999999999995,-999,-999,0.13349999999999995
0.514,-999,0.1331,0.009600000000000053,0.3516,0.1331,-999,-999,0.1331
0.515,-999,0.13280000000000003,0.009600000000000053,0.3509,0.13280000000000003,-999,-999,0.13280000000000003
0.516,-999,0.13239999999999996,0.009600000000000053,0.35019999999999996,0.13239999999999996,-999,-999,0.13239999999999996
0.517,-999,0.132,0.009600000000000053,0.34940000000000004,0.132,-999,-999,0.132
0.518,-999,0.13160000000000005,0.009600000000000053,0.3487,0.13160000000000005,-999,-999,0.13160000000000005
0.519,-999,0.13119999999999998,0.009499999999999953,0.348,0.13119999999999998,-999,-999,0.13119999999999998
0.52,-999,0.13080000000000003,0.009499999999999953,0.34730000000000005,0.13080000000000003,-999,-999,0.13080000000000003
0.521,-999,0.13049999999999995,0.009499999999999953,0.3466,0.13049999999999995,-999,-999,0.13049999999999995
0.522,-999,0.1301,0.009499999999999953,0.3458,0.1301,-999,-999,0.1301
0.523,-999,0.12970000000000004,0.009399999999999964,0.34509999999999996,0.12970000000000004,-999,-999,0.12970000000000004
0.524,-999,0.12929999999999997,0.009399999999999964,0.34440000000000004,0.12929999999999997,-999,-999,0.12929999999999997
0.525,-999,0.129,0.009399999999999964,0.3437,0.129,-999,-999,0.129
0.526,-999,0.12860000000000005,0.009299999999999975,0.3429,0.12860000000000005,-999,-999,0.12860000000000005
0.527,-999,0.12819999999999998,0.009299999999999975,0.34219999999999995,0.12819999999999998,-999,-999,0.12819999999999998
0.528,-999,0.12780000000000002,0.009299999999999975,0.3415,0.12780000000000002,-999,-999,0.12780000000000002
0.529,-999,0.12749999999999995,0.009299999999999975,0.3408,0.12749999999999995,-999,-999,0.12749999999999995
0.53,-999,0.1271,0.009199999999999986,0.33999999999999997,0.1271,-999,-999,0.1271
0.531,-999,0.12670000000000003,0.009199999999999986,0.33930000000000005,0.12670000000000003,-999,-999,0.12670000000000003
0.532,-999,0.12629999999999997,0.009199999999999986,0.3386,0.12629999999999997,-999,-999,0.12629999999999997
0.533,-999,0.126,0.009199999999999986,0.3379,0.126,-999,-999,0.126
0.534,-999,0.12560000000000004,0.009199999999999986,0.33709999999999996,0.12560000000000004,-999,-999,0.12560000000000004
0.535,-999,0.12519999999999998,0.009099999999999997,0.33640000000000003,0.12519999999999998,-999,-999,0.12519999999999998
0.536,-999,0.12490000000000001,0.009099999999999997,0.3357,0.12490000000000001,-999,-999,0.12490000000000001
0.537,-999,0.12450000000000006,0.009099999999999997,0.33499999999999996,0.12450000000000006,-999,-999,0.12450000000000006
0.538,-999,0.12409999999999999,0.009099999999999997,0.33420000000000005,0.12409999999999999,-999,-999,0.12409999999999999
0.539,-999,0.12380000000000002,0.009000000000000008,0.3335,0.12380000000000002,-999,-999,0.12380000000000002
0.54,-999,0.12339999999999995,0.009000000000000008,0.3328,0.12339999999999995,-999,-999,0.12339999999999995
0.541,-999,0.123,0.009000000000000008,0.33209999999999995,0.123,-999,-999,0.123
0.542,-999,0.12270000000000003,0.009000000000000008,0.33130000000000004,0.12270000000000003,-999,-999,0.12270000000000003
0.543,-999,0.12229999999999996,0.008900000000000019,0.3306,0.12229999999999996,-999,-999,0.12229999999999996
0.544,-999,0.12190000000000001,0.008900000000000019,0.32989999999999997,0.12190000000000001,-999,-999,0.12190000000000001
0.545,-999,0.12160000000000004,0.008900000000000019,0.32920000000000005,0.12160000000000004,-999,-999,0.12160000000000004
0.546,-999,0.12119999999999997,0.008900000000000019,0.3284,0.12119999999999997,-999,-999,0.12119999999999997
0.547,-999,0.12080000000000002,0.00880000000000003,0.3277,0.12080000000000002,-999,-999,0.12080000000000002
0.548,-999,0.12050000000000005,0.00880000000000003,0.32699999999999996,0.12050000000000005,-999,-999,0.12050000000000005
0.549,-999,0.12009999999999998,0.00880000000000003,0.32630000000000003,0.12009999999999998,-999,-999,0.12009999999999998
0.55,-999,0.11980000000000002,0.00880000000000003,0.3256,0.11980000000000002,-999,-999,0.11980000000000002
0.551,-999,0.11939999999999995,0.008700000000000041,0.3248,0.11939999999999995,-999,-999,0.11939999999999995
0.552,-999,0.119,0.008700000000000041,0.32410000000000005,0.119,-999,-999,0.119
0.553,-999,0.11870000000000003,0.008700000000000041,0.3234,0.11870000000000003,-999,-999,0.11870000000000003
0.554,-999,0.11829999999999996,0.008600000000000052,0.3227,0.11829999999999996,-999,-999,0.11829999999999996
0.555,-999,0.118,0.008600000000000052,0.32189999999999996,0.118,-999,-999,0.118
0.556,-999,0.11760000000000004,0.008600000000000052,0.32120000000000004,0.11760000000000004,-999,-999,0.11760000000000004
0.557,-999,0.11729999999999996,0.008600000000000052,0.3205,0.11729999999999996,-999,-999,0.11729999999999996
0.558,-999,0.1169,0.008499999999999952,0.3198,0.1169,-999,-999,0.1169
0.559,-999,0.11660000000000004,0.008499999999999952,0.31899999999999995,0.11660000000000004,-999,-999,0.11660000000000004
0.56,-999,0.11619999999999997,0.008499999999999952,0.3183,0.11619999999999997,-999,-999,0.11619999999999997
0.561,-999,0.11580000000000001,0.008499999999999952,0.3176,0.11580000000000001,-999,-999,0.11580000000000001
0.562,-999,0.11550000000000005,0.008399999999999963,0.31689999999999996,0.11550000000000005,-999,-999,0.11550000000000005
0.563,-999,0.11509999999999998,0.008399999999999963,0.31610000000000005,0.11509999999999998,-999,-999,0.11509999999999998
0.564,-999,0.11480000000000001,0.008399999999999963,0.3154,0.11480000000000001,-999,-999,0.11480000000000001
0.565,-999,0.11439999999999995,0.008399999999999963,0.3147,0.11439999999999995,-999,-999,0.11439999999999995
0.566,-999,0.11409999999999998,0.008299999999999974,0.31399999999999995,0.11409999999999998,-999,-999,0.11409999999999998
0.567,-999,0.11370000000000002,0.008299999999999974,0.31320000000000003,0.11370000000000002,-999,-999,0.11370000000000002
0.568,-999,0.11339999999999995,0.008299999999999974,0.3125,0.11339999999999995,-999,-999,0.11339999999999995
0.569,-999,0.11299999999999999,0.008299999999999974,0.31179999999999997,0.11299999999999999,-999,-999,0.11299999999999999
0.57,-999,0.11270000000000002,0.008299999999999974,0.31110000000000004,0.11270000000000002,-999,-999,0.11270000000000002
0.571,-999,0.11240000000000006,0.008199999999999985,0.3103,0.11240000000000006,-999,-999,0.11240000000000006
0.572,-999,0.11199999999999999,0.008199999999999985,0.3096,0.11199999999999999,-999,-999,0.11199999999999999
0.573,-999,0.11170000000000002,0.008199999999999985,0.30889999999999995,0.11170000000000002,-999,-999,0.11170000000000002
0.574,-999,0.11129999999999995,0.008199999999999985,0.30820000000000003,0.11129999999999995,-999,-999,0.11129999999999995
0.575,-999,0.11099999999999999,0.008099999999999996,0.3074,0.11099999999999999,-999,-999,0.11099999999999999
0.576,-999,0.11060000000000003,0.008099999999999996,0.3067,0.11060000000000003,-999,-999,0.11060000000000003
0.577,-999,0.11029999999999995,0.008099999999999996,0.30600000000000005,0.11029999999999995,-999,-999,0.11029999999999995
0.578,-999,0.1099,0.008000000000000007,0.3053,0.1099,-999,-999,0.1099
0.579,-999,0.10960000000000003,0.008000000000000007,0.3045,0.10960000000000003,-999,-999,0.10960000000000003
0.58,-999,0.10929999999999995,0.008000000000000007,0.30379999999999996,0.10929999999999995,-999,-999,0.10929999999999995
0.581,-999,0.1089,0.008000000000000007,0.30310000000000004,0.1089,-999,-999,0.1089
0.582,-999,0.10860000000000003,0.007900000000000018,0.3024,0.10860000000000003,-999,-999,0.10860000000000003
0.583,-999,0.10819999999999996,0.007900000000000018,0.30169999999999997,0.10819999999999996,-999,-999,0.10819999999999996
0.584,-999,0.1079,0.007900000000000018,0.30089999999999995,0.1079,-999,-999,0.1079
0.585,-999,0.10760000000000003,0.007900000000000018,0.3002,0.10760000000000003,-999,-999,0.10760000000000003
0.586,-999,0.10719999999999996,0.007800000000000029,0.2995,0.10719999999999996,-999,-999,0.10719999999999996
0.587,-999,0.1069,0.007800000000000029,0.29879999999999995,0.1069,-999,-999,0.1069
0.588,-999,0.10650000000000004,0.007800000000000029,0.29800000000000004,0.10650000000000004,-999,-999,0.10650000000000004
0.589,-999,0.10619999999999996,0.007800000000000029,0.2973,0.10619999999999996,-999,-999,0.10619999999999996
0.59,-999,0.1059,0.00770000000000004,0.2966,0.1059,-999,-999,0.1059
0.591,-999,0.10550000000000004,0.00770000000000004,0.29590000000000005,0.10550000000000004,-999,-999,0.10550000000000004
0.592,-999,0.10519999999999996,0.00770000000000004,0.29510000000000003,0.10519999999999996,-999,-999,0.10519999999999996
0.593,-999,0.1049,0.00770000000000004,0.2944,0.1049,-999,-999,0.1049
0.594,-999,0.10450000000000004,0.007600000000000051,0.29369999999999996,0.10450000000000004,-999,-999,0.10450000000000004
0.595,-999,0.10419999999999996,0.007600000000000051,0.29300000000000004,0.10419999999999996,-999,-999,0.10419999999999996
0.596,-999,0.10389999999999999,0.007600000000000051,0.2922,0.10389999999999999,-999,-999,0.10389999999999999
0.597,-999,0.10350000000000004,0.007600000000000051,0.2915,0.10350000000000004,-999,-999,0.10350000000000004
0.598,-999,0.10319999999999996,0.007499999999999951,0.29079999999999995,0.10319999999999996,-999,-999,0.10319999999999996
0.599,-999,0.10289999999999999,0.007499999999999951,0.2901,0.10289999999999999,-999,-999,0.10289999999999999
0.6,-999,0.10250000000000004,0.007499999999999951,0.2893,0.10250000000000004,-999,-999,0.10250000000000004
0.601,-999,0.10219999999999996,0.007499999999999951,0.28859999999999997,0.10219999999999996,-999,-999,0.10219999999999996
0.602,-999,0.10189999999999999,0.007399999999999962,0.28790000000000004,0.10189999999999999,-999,-999,0.10189999999999999
0.603,-999,0.10150000000000003,0.007399999999999962,0.2872,0.10150000000000003,-999,-999,0.10150000000000003
0.604,-999,0.10119999999999996,0.007399999999999962,0.2864,0.10119999999999996,-999,-999,0.10119999999999996
0.605,-999,0.10089999999999999,0.007399999999999962,0.28569999999999995,0.10089999999999999,-999,-999,0.10089999999999999
0.606,-999,0.10060000000000002,0.007299999999999973,0.28500000000000003,0.10060000000000002,-999,-999,0.10060000000000002
0.607,-999,0.10019999999999996,0.007299999999999973,0.2843,0.10019999999999996,-999,-999,0.10019999999999996
0.608,-999,0.09989999999999999,0.007299999999999973,0.2835,0.09989999999999999,-999,-999,0.09989999999999999
0.609,-999,0.09960000000000002,0.007299999999999973,0.28280000000000005,0.09960000000000002,-999,-999,0.09960000000000002
0.61,-999,0.09919999999999995,0.007199999999999984,0.2821,0.09919999999999995,-999,-999,0.09919999999999995
0.611,-999,0.09889999999999999,0.007199999999999984,0.2814,0.09889999999999999,-999,-999,0.09889999999999999
0.612,-999,0.09860000000000002,0.007199999999999984,0.28059999999999996,0.09860000000000002,-999,-999,0.09860000000000002
0.613,-999,0.09830000000000005,0.007199999999999984,0.27990000000000004,0.09830000000000005,-999,-999,0.09830000000000005
0.614,-999,0.09789999999999999,0.007099999999999995,0.2792,0.09789999999999999,-999,-999,0.09789999999999999
0.615,-999,0.09760000000000002,0.007099999999999995,0.27849999999999997,0.09760000000000002,-999,-999,0.09760000000000002
0.616,-999,0.09730000000000005,0.007099999999999995,0.27780000000000005,0.09730000000000005,-999,-999,0.09730000000000005
0.617,-999,0.09699999999999998,0.007099999999999995,0.277,0.09699999999999998,-999,-999,0.09699999999999998
0.618,-999,0.09670000000000001,0.007099999999999995,0.2763,0.09670000000000001,-999,-999,0.09670000000000001
0.619,-999,0.09630000000000005,0.007000000000000006,0.27559999999999996,0.09630000000000005,-999,-999,0.09630000000000005
0.62,-999,0.09599999999999997,0.007000000000000006,0.27490000000000003,0.09599999999999997,-999,-999,0.09599999999999997
0.621,-999,0.09570000000000001,0.007000000000000006,0.2741,0.09570000000000001,-999,-999,0.09570000000000001
0.622,-999,0.09540000000000004,0.007000000000000006,0.2734,0.09540000000000004,-999,-999,0.09540000000000004
0.623,-999,0.09509999999999996,0.006900000000000017,0.27270000000000005,0.09509999999999996,-999,-999,0.09509999999999996
0.624,-999,0.0947,0.006900000000000017,0.272,0.0947,-999,-999,0.0947
0.625,-999,0.09440000000000004,0.006900000000000017,0.2712,0.09440000000000004,-999,-999,0.09440000000000004
0.626,-999,0.09409999999999996,0.006800000000000028,0.27049999999999996,0.09409999999999996,-999,-999,0.09409999999999996
0.627,-999,0.0938,0.006800000000000028,0.26980000000000004,0.0938,-999,-999,0.0938
0.628,-999,0.09350000000000003,0.006800000000000028,0.2691,0.09350000000000003,-999,-999,0.09350000000000003
0.629,-999,0.09319999999999995,0.006800000000000028,0.2683,0.09319999999999995,-999,-999,0.09319999999999995
0.63,-999,0.0928,0.006700000000000039,0.26759999999999995,0.0928,-999,-999,0.0928
0.631,-999,0.09250000000000003,0.006700000000000039,0.2669,0.09250000000000003,-999,-999,0.09250000000000003
0.632,-999,0.09219999999999995,0.006700000000000039,0.2662,0.09219999999999995,-999,-999,0.09219999999999995
0.633,-999,0.09189999999999998,0.006700000000000039,0.26539999999999997,0.09189999999999998,-999,-999,0.09189999999999998
0.634,-999,0.09160000000000001,0.006700000000000039,0.26470000000000005,0.09160000000000001,-999,-999,0.09160000000000001
0.635,-999,0.09130000000000005,0.00660000000000005,0.264,0.09130000000000005,-999,-999,0.09130000000000005
0.636,-999,0.09099999999999997,0.00660000000000005,0.2633,0.09099999999999997,-999,-999,0.09099999999999997
0.637,-999,0.09060000000000001,0.00660000000000005,0.26249999999999996,0.09060000000000001,-999,-999,0.09060000000000001
0.638,-999,0.09030000000000005,0.00660000000000005,0.26180000000000003,0.09030000000000005,-999,-999,0.09030000000000005
0.639,-999,0.08999999999999997,0.00649999999999995,0.2611,0.08999999999999997,-999,-999,0.08999999999999997
0.64,-999,0.0897,0.00649999999999995,0.26039999999999996,0.0897,-999,-999,0.0897
0.641,-999,0.08940000000000003,0.00649999999999995,0.25960000000000005,0.08940000000000003,-999,-999,0.08940000000000003
0.642,-999,0.08909999999999996,0.00649999999999995,0.2589,0.08909999999999996,-999,-999,0.08909999999999996
0.643,-999,0.08879999999999999,0.006399999999999961,0.2582,0.08879999999999999,-999,-999,0.08879999999999999
0.644,-999,0.08850000000000002,0.006399999999999961,0.25749999999999995,0.08850000000000002,-999,-999,0.08850000000000002
0.645,-999,0.08819999999999995,0.006399999999999961,0.25670000000000004,0.08819999999999995,-999,-999,0.08819999999999995
0.646,-999,0.08779999999999999,0.006399999999999961,0.256,0.08779999999999999,-999,-999,0.08779999999999999
0.647,-999,0.08750000000000002,0.006299999999999972,0.25529999999999997,0.08750000000000002,-999,-999,0.08750000000000002
0.648,-999,0.08720000000000006,0.006299999999999972,0.25460000000000005,0.08720000000000006,-999,-999,0.08720000000000006
0.649,-999,0.08689999999999998,0.006299999999999972,0.2539,0.08689999999999998,-999,-999,0.08689999999999998
0.65,-999,0.08660000000000001,0.006299999999999972,0.2531,0.08660000000000001,-999,-999,0.08660000000000001
0.651,-999,0.08630000000000004,0.006199999999999983,0.25239999999999996,0.08630000000000004,-999,-999,0.08630000000000004
0.652,-999,0.08599999999999997,0.006199999999999983,0.25170000000000003,0.08599999999999997,-999,-999,0.08599999999999997
0.653,-999,0.0857,0.006199999999999983,0.251,0.0857,-999,-999,0.0857
0.654,-999,0.08540000000000003,0.006099999999999994,0.2502,0.08540000000000003,-999,-999,0.08540000000000003
0.655,-999,0.08509999999999995,0.006099999999999994,0.24950000000000006,0.08509999999999995,-999,-999,0.08509999999999995
0.656,-999,0.08479999999999999,0.006099999999999994,0.24880000000000002,0.08479999999999999,-999,-999,0.08479999999999999
0.657,-999,0.08450000000000002,0.006099999999999994,0.2481,0.08450000000000002,-999,-999,0.08450000000000002
0.658,-999,0.08420000000000005,0.006000000000000005,0.24729999999999996,0.08420000000000005,-999,-999,0.08420000000000005
0.659,-999,0.08389999999999997,0.006000000000000005,0.24660000000000004,0.08389999999999997,-999,-999,0.08389999999999997
0.66,-999,0.08360000000000001,0.006000000000000005,0.2459,0.08360000000000001,-999,-999,0.08360000000000001
0.661,-999,0.08330000000000004,0.006000000000000005,0.24519999999999997,0.08330000000000004,-999,-999,0.08330000000000004
0.662,-999,0.08299999999999996,0.005900000000000016,0.24439999999999995,0.08299999999999996,-999,-999,0.08299999999999996
0.663,-999,0.0827,0.005900000000000016,0.24370000000000003,0.0827,-999,-999,0.0827
0.664,-999,0.08240000000000003,0.005900000000000016,0.243,0.08240000000000003,-999,-999,0.08240000000000003
0.665,-999,0.08209999999999995,0.005900000000000016,0.24229999999999996,0.08209999999999995,-999,-999,0.08209999999999995
0.666,-999,0.08179999999999998,0.005800000000000027,0.24150000000000005,0.08179999999999998,-999,-999,0.08179999999999998
0.667,-999,0.08150000000000002,0.005800000000000027,0.24080000000000001,0.08150000000000002,-999,-999,0.08150000000000002
0.668,-999,0.08120000000000005,0.005800000000000027,0.24009999999999998,0.08120000000000005,-999,-999,0.08120000000000005
0.669,-999,0.08089999999999997,0.005800000000000027,0.23939999999999995,0.08089999999999997,-999,-999,0.08089999999999997
0.67,-999,0.0806,0.005800000000000027,0.23860000000000003,0.0806,-999,-999,0.0806
0.671,-999,0.08030000000000004,0.005700000000000038,0.2379,0.08030000000000004,-999,-999,0.08030000000000004
0.672,-999,0.07999999999999996,0.005700000000000038,0.23719999999999997,0.07999999999999996,-999,-999,0.07999999999999996
0.673,-999,0.0797,0.005700000000000038,0.23650000000000004,0.0797,-999,-999,0.0797
0.674,-999,0.07940000000000003,0.005700000000000038,0.23570000000000002,0.07940000000000003,-999,-999,0.07940000000000003
0.675,-999,0.07909999999999995,0.005600000000000049,0.235,0.07909999999999995,-999,-999,0.07909999999999995
0.676,-999,0.07879999999999998,0.005600000000000049,0.23429999999999995,0.07879999999999998,-999,-999,0.07879999999999998
0.677,-999,0.07850000000000001,0.005600000000000049,0.23360000000000003,0.07850000000000001,-999,-999,0.07850000000000001
0.678,-999,0.07820000000000005,0.005499999999999949,0.2329,0.07820000000000005,-999,-999,0.07820000000000005
0.679,-999,0.07789999999999997,0.005499999999999949,0.23209999999999997,0.07789999999999997,-999,-999,0.07789999999999997
0.68,-999,0.0776,0.005499999999999949,0.23140000000000005,0.0776,-999,-999,0.0776
0.681,-999,0.07730000000000004,0.005499999999999949,0.23070000000000002,0.07730000000000004,-999,-999,0.07730000000000004
0.682,-999,0.07699999999999996,0.00539999999999996,0.22999999999999998,0.07699999999999996,-999,-999,0.07699999999999996
0.683,-999,0.07669999999999999,0.00539999999999996,0.22919999999999996,0.07669999999999999,-999,-999,0.07669999999999999
0.684,-999,0.07650000000000001,0.00539999999999996,0.22850000000000004,0.07650000000000001,-999,-999,0.07650000000000001
0.685,-999,0.07620000000000005,0.00539999999999996,0.2278,0.07620000000000005,-999,-999,0.07620000000000005
0.686,-999,0.07589999999999997,0.005299999999999971,0.22709999999999997,0.07589999999999997,-999,-999,0.07589999999999997
0.687,-999,0.0756,0.005299999999999971,0.22629999999999995,0.0756,-999,-999,0.0756
0.688,-999,0.07530000000000003,0.005299999999999971,0.22560000000000002,0.07530000000000003,-999,-999,0.07530000000000003
0.689,-999,0.07499999999999996,0.005299999999999971,0.2249,0.07499999999999996,-999,-999,0.07499999999999996
0.69,-999,0.07469999999999999,0.005199999999999982,0.22419999999999995,0.07469999999999999,-999,-999,0.07469999999999999
0.691,-999,0.07440000000000002,0.005199999999999982,0.22340000000000004,0.07440000000000002,-999,-999,0.07440000000000002
0.692,-999,0.07410000000000005,0.005199999999999982,0.2227,0.07410000000000005,-999,-999,0.07410000000000005
0.693,-999,0.07379999999999998,0.005199999999999982,0.22199999999999998,0.07379999999999998,-999,-999,0.07379999999999998
0.694,-999,0.0736,0.005099999999999993,0.22130000000000005,0.0736,-999,-999,0.0736
0.695,-999,0.07330000000000003,0.005099999999999993,0.22050000000000003,0.07330000000000003,-999,-999,0.07330000000000003
0.696,-999,0.07299999999999995,0.005099999999999993,0.2198,0.07299999999999995,-999,-999,0.07299999999999995
0.697,-999,0.07269999999999999,0.005099999999999993,0.21909999999999996,0.07269999999999999,-999,-999,0.07269999999999999
0.698,-999,0.07240000000000002,0.0050000000000000044,0.21840000000000004,0.07240000000000002,-999,-999,0.07240000000000002
0.699,-999,0.07210000000000005,0.0050000000000000044,0.21760000000000002,0.07210000000000005,-999,-999,0.07210000000000005
0.7,-999,0.07179999999999997,0.0050000000000000044,0.21689999999999998,0.07179999999999997,-999,-999,0.07179999999999997
0.701,-999,0.0716,0.0050000000000000044,0.21619999999999995,0.0716,-999,-999,0.0716
0.702,-999,0.07130000000000003,0.0049000000000000155,0.21550000000000002,0.07130000000000003,-999,-999,0.07130000000000003
0.703,-999,0.07099999999999995,0.0049000000000000155,0.2147,0.07099999999999995,-999,-999,0.07099999999999995
0.704,-999,0.07069999999999999,0.0049000000000000155,0.21399999999999997,0.07069999999999999,-999,-999,0.07069999999999999
0.705,-999,0.07040000000000002,0.0049000000000000155,0.21330000000000005,0.07040000000000002,-999,-999,0.07040000000000002
0.706,-999,0.07010000000000005,0.0048000000000000265,0.2126,0.07010000000000005,-999,-999,0.07010000000000005
0.707,-999,0.06989999999999996,0.0048000000000000265,0.2118,0.06989999999999996,-999,-999,0.06989999999999996
0.708,-999,0.0696,0.0048000000000000265,0.21109999999999995,0.0696,-999,-999,0.0696
0.709,-999,0.06930000000000003,0.0048000000000000265,0.21040000000000003,0.06930000000000003,-999,-999,0.06930000000000003
0.71,-999,0.06899999999999995,0.0047000000000000375,0.2097,0.06899999999999995,-999,-999,0.06899999999999995
0.711,-999,0.06869999999999998,0.0047000000000000375,0.20899999999999996,0.06869999999999998,-999,-999,0.06869999999999998
0.712,-999,0.06840000000000002,0.0047000000000000375,0.20820000000000005,0.06840000000000002,-999,-999,0.06840000000000002
0.713,-999,0.06820000000000004,0.0047000000000000375,0.20750000000000002,0.06820000000000004,-999,-999,0.06820000000000004
0.714,-999,0.06789999999999996,0.0046000000000000485,0.20679999999999998,0.06789999999999996,-999,-999,0.06789999999999996
0.715,-999,0.0676,0.0046000000000000485,0.20609999999999995,0.0676,-999,-999,0.0676
0.716,-999,0.06730000000000003,0.0046000000000000485,0.20530000000000004,0.06730000000000003,-999,-999,0.06730000000000003
0.717,-999,0.06699999999999995,0.0046000000000000485,0.2046,0.06699999999999995,-999,-999,0.06699999999999995
0.718,-999,0.06679999999999997,0.0046000000000000485,0.20389999999999997,0.06679999999999997,-999,-999,0.06679999999999997
0.719,-999,0.0665,0.0044999999999999485,0.20320000000000005,0.0665,-999,-999,0.0665
0.72,-999,0.06620000000000004,0.0044999999999999485,0.20240000000000002,0.06620000000000004,-999,-999,0.06620000000000004
0.721,-999,0.06589999999999996,0.0044999999999999485,0.2017,0.06589999999999996,-999,-999,0.06589999999999996
0.722,-999,0.06569999999999998,0.0044999999999999485,0.20099999999999996,0.06569999999999998,-999,-999,0.06569999999999998
0.723,-999,0.06540000000000001,0.0043999999999999595,0.20030000000000003,0.06540000000000001,-999,-999,0.06540000000000001
0.724,-999,0.06510000000000005,0.0043999999999999595,0.1995,0.06510000000000005,-999,-999,0.06510000000000005
0.725,-999,0.06479999999999997,0.0043999999999999595,0.19879999999999998,0.06479999999999997,-999,-999,0.06479999999999997
0.726,-999,0.0645,0.0043999999999999595,0.19810000000000005,0.0645,-999,-999,0.0645
0.727,-999,0.06430000000000002,0.0042999999999999705,0.19740000000000002,0.06430000000000002,-999,-999,0.06430000000000002
0.728,-999,0.06399999999999995,0.0042999999999999705,0.1966,0.06399999999999995,-999,-999,0.06399999999999995
0.729,-999,0.06369999999999998,0.0042999999999999705,0.19589999999999996,0.06369999999999998,-999,-999,0.06369999999999998
0.73,-999,0.06340000000000001,0.0041999999999999815,0.19520000000000004,0.06340000000000001,-999,-999,0.06340000000000001
0.731,-999,0.06320000000000003,0.0041999999999999815,0.1945,0.06320000000000003,-999,-999,0.06320000000000003
0.732,-999,0.06289999999999996,0.0041999999999999815,0.19369999999999998,0.06289999999999996,-999,-999,0.06289999999999996
0.733,-999,0.06259999999999999,0.0041999999999999815,0.19299999999999995,0.06259999999999999,-999,-999,0.06259999999999999
0.734,-999,0.06240000000000001,0.0041999999999999815,0.19230000000000003,0.06240000000000001,-999,-999,0.06240000000000001
0.735,-999,0.062100000000000044,0.0040999999999999925,0.1916,0.062100000000000044,-999,-999,0.062100000000000044
0.736,-999,0.061799999999999966,0.0040999999999999925,0.19079999999999997,0.061799999999999966,-999,-999,0.061799999999999966
0.737,-999,0.0615,0.0040999999999999925,0.19010000000000005,0.0615,-999,-999,0.0615
0.738,-999,0.06130000000000002,0.0040999999999999925,0.1894,0.06130000000000002,-999,-999,0.06130000000000002
0.739,-999,0.061000000000000054,0.0040000000000000036,0.18869999999999998,0.061000000000000054,-999,-999,0.061000000000000054
0.74,-999,0.060699999999999976,0.0040000000000000036,0.18789999999999996,0.060699999999999976,-999,-999,0.060699999999999976
0.741,-999,0.0605,0.0040000000000000036,0.18720000000000003,0.0605,-999,-999,0.0605
0.742,-999,0.06020000000000003,0.0040000000000000036,0.1865,0.06020000000000003,-999,-999,0.06020000000000003
0.743,-999,0.05989999999999995,0.0039000000000000146,0.18579999999999997,0.05989999999999995,-999,-999,0.05989999999999995
0.744,-999,0.059599999999999986,0.0039000000000000146,0.18510000000000004,0.059599999999999986,-999,-999,0.059599999999999986
0.745,-999,0.05940000000000001,0.0039000000000000146,0.18430000000000002,0.05940000000000001,-999,-999,0.05940000000000001
0.746,-999,0.05910000000000004,0.0039000000000000146,0.18359999999999999,0.05910000000000004,-999,-999,0.05910000000000004
0.747,-999,0.05879999999999996,0.0038000000000000256,0.18289999999999995,0.05879999999999996,-999,-999,0.05879999999999996
0.748,-999,0.058599999999999985,0.0038000000000000256,0.18220000000000003,0.058599999999999985,-999,-999,0.058599999999999985
