State Code,County,State x County,Selected Attr (per 100 TIV),Selected Cat (per 100 TIV)
FL,Alachua County,FLAlachua County,0.3237,0.1017
FL,Baker County,FLBaker County,0.5307,0.2072
FL,Bay County,FLBay County,0.7518,0.3323
FL,Bradford County,FLBradford County,0.5307,0.1036
FL,Brevard County,FLBrevard County,0.3107,0.5475
FL,Broward County,FLBroward County,0.5249,0.8440
FL,Calhoun County,FLCalhoun County,0.5307,0.1554
FL,Charlotte County,FLCharlotte County,0.5307,0.5782
FL,Citrus County,FLCitrus County,0.5307,0.4497
FL,Clay County,FLClay County,0.5307,0.2072
FL,Collier County,FLCollier County,0.7435,0.7810
FL,Columbia County,FLColumbia County,0.5307,0.0900
FL,DeSoto County,FLDeSoto County,0.5307,0.5179
FL,Dixie County,FLDixie County,0.5307,0.2775
FL,Duval County,FLDuval County,0.3696,0.1680
FL,Escambia County,FLEscambia County,0.3822,0.5702
FL,Flagler County,FLFlagler County,0.5307,0.1610
FL,Franklin County,FLFranklin County,0.4184,0.3108
FL,Gadsden County,FLGadsden County,0.5307,0.1554
FL,Gilchrist County,FLGilchrist County,0.5307,0.1523
FL,Glades County,FLGlades County,0.5307,0.5179
FL,Gulf County,FLGulf County,0.6221,0.3202
FL,Hamilton County,FLHamilton County,0.5307,0.5179
FL,Hardee County,FLHardee County,0.5307,0.5179
FL,Hendry County,FLHendry County,0.5307,0.6964
FL,Hernando County,FLHernando County,0.3230,0.4628
FL,Highlands County,FLHighlands County,0.5307,0.5179
FL,Hillsborough County,FLHillsborough County,0.3197,0.3997
FL,Holmes County,FLHolmes County,0.5307,0.1554
FL,Indian River County,FLIndian River County,0.4544,0.5304
FL,Jackson County,FLJackson County,0.5307,0.1184
FL,Jefferson County,FLJefferson County,0.5307,0.0672
FL,Lafayette County,FLLafayette County,0.5307,0.1554
FL,Lake County,FLLake County,0.3663,0.2218
FL,Lee County,FLLee County,0.8790,0.9161
FL,Leon County,FLLeon County,0.3952,0.0635
FL,Levy County,FLLevy County,0.5307,0.5179
FL,Liberty County,FLLiberty County,0.5307,0.1554
FL,Madison County,FLMadison County,0.5307,0.1554
FL,Manatee County,FLManatee County,0.6932,0.7396
FL,Marion County,FLMarion County,0.3495,0.1846
FL,Martin County,FLMartin County,0.2942,0.7305
FL,Miami-Dade County,FLMiami-Dade County,0.6484,1.3078
FL,Monroe County,FLMonroe County,0.5307,1.3673
FL,Nassau County,FLNassau County,0.4288,0.2267
FL,Okaloosa County,FLOkaloosa County,0.4941,0.4235
FL,Okeechobee County,FLOkeechobee County,0.5307,0.5179
FL,Orange County,FLOrange County,0.3155,0.2236
FL,Osceola County,FLOsceola County,0.3295,0.2036
FL,Palm Beach County,FLPalm Beach County,0.6047,0.7043
FL,Pasco County,FLPasco County,0.5307,0.5179
FL,Pinellas County,FLPinellas County,0.5878,0.5814
FL,Polk County,FLPolk County,0.4082,0.2284
FL,Putnam County,FLPutnam County,0.5307,0.1332
FL,Santa Rosa County,FLSanta Rosa County,0.2772,0.4709
FL,Sarasota County,FLSarasota County,0.7172,0.6898
FL,Seminole County,FLSeminole County,0.3760,0.1569
FL,St. Johns County,FLSt. Johns County,0.3678,0.3697
FL,St. Lucie County,FLSt. Lucie County,0.5686,0.5375
FL,Sumter County,FLSumter County,0.5307,0.1687
FL,Suwannee County,FLSuwannee County,0.5307,0.1554
FL,Taylor County,FLTaylor County,0.5307,0.1554
FL,Union County,FLUnion County,0.5307,0.1036
FL,Volusia County,FLVolusia County,0.6591,0.4244
FL,Wakulla County,FLWakulla County,0.5307,0.1554
FL,Walton County,FLWalton County,0.4535,0.0519
FL,Washington County,FLWashington County,0.5307,0.1554
TX,Anderson County,TXAnderson County,0.2404,0.0169
TX,Andrews County,TXAndrews County,0.3785,0.0313
TX,Angelina County,TXAngelina County,0.2404,0.0433
TX,Aransas County,TXAransas County,0.2816,0.3128
TX,Archer County,TXArcher County,0.3785,0.0313
TX,Armstrong County,TXArmstrong County,0.3785,0.0313
TX,Atascosa County,TXAtascosa County,0.2100,0.0313
TX,Austin County,TXAustin County,0.2100,0.1108
TX,Bailey County,TXBailey County,0.3785,0.0313
TX,Bandera County,TXBandera County,0.2404,0.0313
TX,Bastrop County,TXBastrop County,0.2801,0.0516
TX,Baylor County,TXBaylor County,0.3785,0.0313
TX,Bee County,TXBee County,0.2100,0.0313
TX,Bell County,TXBell County,0.2801,0.0313
TX,Bexar County,TXBexar County,0.2317,0.0266
TX,Blanco County,TXBlanco County,0.2801,0.0313
TX,Borden County,TXBorden County,0.3785,0.0313
TX,Bosque County,TXBosque County,0.2801,0.0145
TX,Bowie County,TXBowie County,0.2801,0.0043
TX,Brazoria County,TXBrazoria County,0.2592,0.3128
TX,Brazos County,TXBrazos County,0.2404,0.0629
TX,Brewster County,TXBrewster County,0.2404,0.0313
TX,Briscoe County,TXBriscoe County,0.3785,0.0313
TX,Brooks County,TXBrooks County,0.2100,0.0313
TX,Brown County,TXBrown County,0.2801,0.0313
TX,Burleson County,TXBurleson County,0.2404,0.0313
TX,Burnet County,TXBurnet County,0.2552,0.0181
TX,Caldwell County,TXCaldwell County,0.2801,0.0313
TX,Calhoun County,TXCalhoun County,0.2816,0.3128
TX,Callahan County,TXCallahan County,0.2801,0.0313
TX,Cameron County,TXCameron County,0.2816,0.3128
TX,Camp County,TXCamp County,0.2801,0.0313
TX,Carson County,TXCarson County,0.3785,0.0313
TX,Cass County,TXCass County,0.2404,0.0313
TX,Castro County,TXCastro County,0.3785,0.0313
TX,Chambers County,TXChambers County,0.2816,0.3128
TX,Cherokee County,TXCherokee County,0.2404,0.0313
TX,Childress County,TXChildress County,0.3785,0.0313
TX,Clay County,TXClay County,0.2801,0.0313
TX,Cochran County,TXCochran County,0.3785,0.0313
TX,Coke County,TXCoke County,0.3785,0.0313
TX,Coleman County,TXColeman County,0.2801,0.0313
TX,Collin County,TXCollin County,0.2425,0.0043
TX,Collingsworth County,TXCollingsworth County,0.3785,0.0313
TX,Colorado County,TXColorado County,0.2100,0.1360
TX,Comal County,TXComal County,0.2618,0.0318
TX,Comanche County,TXComanche County,0.2801,0.0313
TX,Concho County,TXConcho County,0.2801,0.0313
TX,Cooke County,TXCooke County,0.2801,0.0038
TX,Coryell County,TXCoryell County,0.2801,0.0313
TX,Cottle County,TXCottle County,0.3785,0.0313
TX,Crane County,TXCrane County,0.2404,0.0313
TX,Crockett County,TXCrockett County,0.2404,0.0313
TX,Crosby County,TXCrosby County,0.3785,0.0313
TX,Culberson County,TXCulberson County,0.2404,0.0313
TX,Dallam County,TXDallam County,0.3785,0.0313
TX,Dallas County,TXDallas County,0.2321,0.0044
TX,Dawson County,TXDawson County,0.3785,0.0313
TX,Deaf Smith County,TXDeaf Smith County,0.3785,0.0313
TX,Delta County,TXDelta County,0.2801,0.0313
TX,Denton County,TXDenton County,0.2431,0.0048
TX,DeWitt County,TXDeWitt County,0.2100,0.1642
TX,Dickens County,TXDickens County,0.3785,0.0313
TX,Dimmit County,TXDimmit County,0.2404,0.0313
TX,Donley County,TXDonley County,0.3785,0.0313
TX,Duval County,TXDuval County,0.2404,0.0313
TX,Eastland County,TXEastland County,0.2801,0.0313
TX,Ector County,TXEctor County,0.3785,0.0006
TX,Edwards County,TXEdwards County,0.2404,0.0313
TX,Ellis County,TXEllis County,0.2801,0.0110
TX,El Paso County,TXEl Paso County,0.2300,0.0000
TX,Erath County,TXErath County,0.2801,0.0313
TX,Falls County,TXFalls County,0.2801,0.0313
TX,Fannin County,TXFannin County,0.2801,0.0313
TX,Fayette County,TXFayette County,0.2404,0.0919
TX,Fisher County,TXFisher County,0.3785,0.0313
TX,Floyd County,TXFloyd County,0.3785,0.0313
TX,Foard County,TXFoard County,0.3785,0.0313
TX,Fort Bend County,TXFort Bend County,0.2256,0.2879
TX,Franklin County,TXFranklin County,0.2801,0.0313
TX,Freestone County,TXFreestone County,0.2801,0.0313
TX,Frio County,TXFrio County,0.2404,0.0313
TX,Gaines County,TXGaines County,0.3785,0.0313
TX,Galveston County,TXGalveston County,0.2592,0.3039
TX,Garza County,TXGarza County,0.3785,0.0313
TX,Gillespie County,TXGillespie County,0.2801,0.0184
TX,Glasscock County,TXGlasscock County,0.3785,0.0313
TX,Goliad County,TXGoliad County,0.2100,0.0313
TX,Gonzales County,TXGonzales County,0.2404,0.0313
TX,Gray County,TXGray County,0.3785,0.0313
TX,Grayson County,TXGrayson County,0.2538,0.0035
TX,Gregg County,TXGregg County,0.2404,0.0097
TX,Grimes County,TXGrimes County,0.2404,0.1026
TX,Guadalupe County,TXGuadalupe County,0.2801,0.0313
TX,Hale County,TXHale County,0.3785,0.0313
TX,Hall County,TXHall County,0.3785,0.0313
TX,Hamilton County,TXHamilton County,0.2801,0.0313
TX,Hansford County,TXHansford County,0.3785,0.0313
TX,Hardeman County,TXHardeman County,0.3785,0.0313
TX,Hardin County,TXHardin County,0.2100,0.2085
TX,Harris County,TXHarris County,0.2107,0.2438
TX,Harrison County,TXHarrison County,0.2404,0.0098
TX,Hartley County,TXHartley County,0.3785,0.0313
TX,Haskell County,TXHaskell County,0.3785,0.0313
TX,Hays County,TXHays County,0.2801,0.0387
TX,Hemphill County,TXHemphill County,0.3785,0.0313
TX,Henderson County,TXHenderson County,0.3246,0.0167
TX,Hidalgo County,TXHidalgo County,0.2138,0.1163
TX,Hill County,TXHill County,0.2801,0.0144
TX,Hockley County,TXHockley County,0.3785,0.0313
TX,Hood County,TXHood County,0.2116,0.0072
TX,Hopkins County,TXHopkins County,0.2801,0.0313
TX,Houston County,TXHouston County,0.2404,0.0313
TX,Howard County,TXHoward County,0.3785,0.0313
TX,Hudspeth County,TXHudspeth County,0.2404,0.0313
TX,Hunt County,TXHunt County,0.2801,0.0079
TX,Hutchinson County,TXHutchinson County,0.3785,0.0313
TX,Irion County,TXIrion County,0.2404,0.0313
TX,Jack County,TXJack County,0.2801,0.0313
TX,Jackson County,TXJackson County,0.2100,0.3128
TX,Jasper County,TXJasper County,0.2100,0.0813
TX,Jeff Davis County,TXJeff Davis County,0.2404,0.0313
TX,Jefferson County,TXJefferson County,0.2816,0.3128
TX,Jim Hogg County,TXJim Hogg County,0.2404,0.0313
TX,Jim Wells County,TXJim Wells County,0.2100,0.0313
TX,Johnson County,TXJohnson County,0.2801,0.0313
TX,Jones County,TXJones County,0.3785,0.0313
TX,Karnes County,TXKarnes County,0.2404,0.1044
TX,Kaufman County,TXKaufman County,0.2801,0.0113
TX,Kendall County,TXKendall County,0.2801,0.0224
TX,Kenedy County,TXKenedy County,0.2816,0.3128
TX,Kent County,TXKent County,0.3785,0.0313
TX,Kerr County,TXKerr County,0.2404,0.0086
TX,Kimble County,TXKimble County,0.2404,0.0313
TX,King County,TXKing County,0.3785,0.0313
TX,Kinney County,TXKinney County,0.2404,0.0313
TX,Kleberg County,TXKleberg County,0.2816,0.3128
TX,Knox County,TXKnox County,0.3785,0.0313
TX,Lamar County,TXLamar County,0.2801,0.0044
TX,Lamb County,TXLamb County,0.3785,0.0313
TX,Lampasas County,TXLampasas County,0.2801,0.0313
TX,La Salle County,TXLa Salle County,0.2404,0.0313
TX,Lavaca County,TXLavaca County,0.2100,0.0313
TX,Lee County,TXLee County,0.2404,0.0313
TX,Leon County,TXLeon County,0.2404,0.0313
TX,Liberty County,TXLiberty County,0.2100,0.2085
TX,Limestone County,TXLimestone County,0.2801,0.0313
TX,Lipscomb County,TXLipscomb County,0.3785,0.0313
TX,Live Oak County,TXLive Oak County,0.2100,0.0313
TX,Llano County,TXLlano County,0.3104,0.0182
TX,Loving County,TXLoving County,0.2404,0.0313
TX,Lubbock County,TXLubbock County,0.2228,0.0002
TX,Lynn County,TXLynn County,0.3785,0.0313
TX,McCulloch County,TXMcCulloch County,0.2801,0.0313
TX,McLennan County,TXMcLennan County,0.2801,0.0197
TX,McMullen County,TXMcMullen County,0.2100,0.0313
TX,Madison County,TXMadison County,0.2404,0.0313
TX,Marion County,TXMarion County,0.2404,0.0313
TX,Martin County,TXMartin County,0.3785,0.0313
TX,Mason County,TXMason County,0.2801,0.0313
TX,Matagorda County,TXMatagorda County,0.2816,0.3128
TX,Maverick County,TXMaverick County,0.2404,0.0313
TX,Medina County,TXMedina County,0.2404,0.0313
TX,Menard County,TXMenard County,0.2801,0.0313
TX,Midland County,TXMidland County,0.1906,0.0007
TX,Milam County,TXMilam County,0.2801,0.0313
TX,Mills County,TXMills County,0.2801,0.0313
TX,Mitchell County,TXMitchell County,0.3785,0.0313
TX,Montague County,TXMontague County,0.2801,0.0026
TX,Montgomery County,TXMontgomery County,0.2150,0.1180
TX,Moore County,TXMoore County,0.3785,0.0313
TX,Morris County,TXMorris County,0.2801,0.0313
TX,Motley County,TXMotley County,0.3785,0.0313
TX,Nacogdoches County,TXNacogdoches County,0.2404,0.0314
TX,Navarro County,TXNavarro County,0.2801,0.0313
TX,Newton County,TXNewton County,0.2100,0.0313
TX,Nolan County,TXNolan County,0.3785,0.0313
TX,Nueces County,TXNueces County,0.2816,0.3232
TX,Ochiltree County,TXOchiltree County,0.3785,0.0313
TX,Oldham County,TXOldham County,0.3785,0.0313
TX,Orange County,TXOrange County,0.2100,0.3392
TX,Palo Pinto County,TXPalo Pinto County,0.2380,0.0031
TX,Panola County,TXPanola County,0.2404,0.0313
TX,Parker County,TXParker County,0.3586,0.0054
TX,Parmer County,TXParmer County,0.3785,0.0313
TX,Pecos County,TXPecos County,0.2404,0.0313
TX,Polk County,TXPolk County,0.2100,0.0822
TX,Potter County,TXPotter County,0.3785,0.0000
TX,Presidio County,TXPresidio County,0.2404,0.0313
TX,Rains County,TXRains County,0.2801,0.0313
TX,Randall County,TXRandall County,0.3785,0.0313
TX,Reagan County,TXReagan County,0.2404,0.0313
TX,Real County,TXReal County,0.2404,0.0313
TX,Red River County,TXRed River County,0.2801,0.0313
TX,Reeves County,TXReeves County,0.2404,0.0313
TX,Refugio County,TXRefugio County,0.2816,0.3128
TX,Roberts County,TXRoberts County,0.3785,0.0313
TX,Robertson County,TXRobertson County,0.2404,0.0313
TX,Rockwall County,TXRockwall County,0.3407,0.0084
TX,Runnels County,TXRunnels County,0.2801,0.0313
TX,Rusk County,TXRusk County,0.2404,0.0313
TX,Sabine County,TXSabine County,0.2404,0.0313
TX,San Augustine County,TXSan Augustine County,0.2404,0.0313
TX,San Jacinto County,TXSan Jacinto County,0.2100,0.1415
TX,San Patricio County,TXSan Patricio County,0.2816,0.3128
TX,San Saba County,TXSan Saba County,0.2801,0.0313
TX,Schleicher County,TXSchleicher County,0.2404,0.0313
TX,Scurry County,TXScurry County,0.3785,0.0313
TX,Shackelford County,TXShackelford County,0.2801,0.0313
TX,Shelby County,TXShelby County,0.2404,0.0313
TX,Sherman County,TXSherman County,0.3785,0.0313
TX,Smith County,TXSmith County,0.3316,0.0117
TX,Somervell County,TXSomervell County,0.2801,0.0313
TX,Starr County,TXStarr County,0.2100,0.0313
TX,Stephens County,TXStephens County,0.2801,0.0313
TX,Sterling County,TXSterling County,0.3785,0.0313
TX,Stonewall County,TXStonewall County,0.3785,0.0313
TX,Sutton County,TXSutton County,0.2404,0.0313
TX,Swisher County,TXSwisher County,0.3785,0.0313
TX,Tarrant County,TXTarrant County,0.2376,0.0048
TX,Taylor County,TXTaylor County,0.2801,0.0021
TX,Terrell County,TXTerrell County,0.2404,0.0313
TX,Terry County,TXTerry County,0.3785,0.0313
TX,Throckmorton County,TXThrockmorton County,0.3785,0.0313
TX,Titus County,TXTitus County,0.2801,0.0313
TX,Tom Green County,TXTom Green County,0.2716,0.0021
TX,Travis County,TXTravis County,0.2286,0.0265
TX,Trinity County,TXTrinity County,0.2404,0.0313
TX,Tyler County,TXTyler County,0.2100,0.0313
TX,Upshur County,TXUpshur County,0.2801,0.0313
TX,Upton County,TXUpton County,0.2404,0.0313
TX,Uvalde County,TXUvalde County,0.2404,0.0313
TX,Val Verde County,TXVal Verde County,0.2404,0.0057
TX,Van Zandt County,TXVan Zandt County,0.2801,0.0313
TX,Victoria County,TXVictoria County,0.2100,0.2588
TX,Walker County,TXWalker County,0.2404,0.0313
TX,Waller County,TXWaller County,0.2100,0.0313
TX,Ward County,TXWard County,0.2404,0.0313
TX,Washington County,TXWashington County,0.2404,0.1110
TX,Webb County,TXWebb County,0.2404,0.0348
TX,Wharton County,TXWharton County,0.2100,0.3408
TX,Wheeler County,TXWheeler County,0.3785,0.0313
TX,Wichita County,TXWichita County,0.3785,0.0313
TX,Wilbarger County,TXWilbarger County,0.3785,0.0313
TX,Willacy County,TXWillacy County,0.2816,0.3128
TX,Williamson County,TXWilliamson County,0.2801,0.0262
TX,Wilson County,TXWilson County,0.2801,0.0313
TX,Winkler County,TXWinkler County,0.3785,0.0313
TX,Wise County,TXWise County,0.2801,0.0313
TX,Wood County,TXWood County,0.2801,0.0313
TX,Yoakum County,TXYoakum County,0.3785,0.0313
TX,Young County,TXYoung County,0.2801,0.0030
TX,Zapata County,TXZapata County,0.2404,0.0313
TX,Zavala County,TXZavala County,0.2404,0.0313
VA,Accomack County,VAAccomack County,0.1708,0.1611
VA,Albemarle County,VAAlbemarle County,0.1817,0.0095
VA,Alleghany County,VAAlleghany County,0.1817,0.0215
VA,Amelia County,VAAmelia County,0.1817,0.0215
VA,Amherst County,VAAmherst County,0.1817,0.0215
VA,Appomattox County,VAAppomattox County,0.1817,0.0215
VA,Arlington County,VAArlington County,0.1817,0.0116
VA,Augusta County,VAAugusta County,0.1817,0.0215
VA,Bath County,VABath County,0.1817,0.0215
VA,Bedford County,VABedford County,0.1817,0.0101
VA,Bland County,VABland County,0.1817,0.0215
VA,Botetourt County,VABotetourt County,0.1817,0.0215
VA,Brunswick County,VABrunswick County,0.1817,0.0215
VA,Buchanan County,VABuchanan County,0.1817,0.0215
VA,Buckingham County,VABuckingham County,0.1817,0.0215
VA,Campbell County,VACampbell County,0.1817,0.0215
VA,Caroline County,VACaroline County,0.1817,0.0215
VA,Carroll County,VACarroll County,0.1817,0.0215
VA,Charles City County,VACharles City County,0.1796,0.0215
VA,Charlotte County,VACharlotte County,0.1817,0.0215
VA,Chesterfield County,VAChesterfield County,0.1817,0.0306
VA,Clarke County,VAClarke County,0.1817,0.0086
VA,Craig County,VACraig County,0.1817,0.0215
VA,Culpeper County,VACulpeper County,0.1817,0.0215
VA,Cumberland County,VACumberland County,0.1817,0.0215
VA,Dickenson County,VADickenson County,0.1817,0.0215
VA,Dinwiddie County,VADinwiddie County,0.1817,0.0215
VA,Essex County,VAEssex County,0.1796,0.0215
VA,Fairfax County,VAFairfax County,0.1441,0.0089
VA,Fauquier County,VAFauquier County,0.1817,0.0215
VA,Floyd County,VAFloyd County,0.1817,0.0215
VA,Fluvanna County,VAFluvanna County,0.1817,0.0215
VA,Franklin County,VAFranklin County,0.1817,0.0215
VA,Frederick County,VAFrederick County,0.1817,0.0215
VA,Giles County,VAGiles County,0.1817,0.0215
VA,Gloucester County,VAGloucester County,0.1708,0.0479
VA,Goochland County,VAGoochland County,0.1817,0.0192
VA,Grayson County,VAGrayson County,0.1817,0.0215
VA,Greene County,VAGreene County,0.1817,0.0215
VA,Greensville County,VAGreensville County,0.1817,0.0215
VA,Halifax County,VAHalifax County,0.1817,0.0215
VA,Hanover County,VAHanover County,0.1817,0.0192
VA,Henrico County,VAHenrico County,0.1817,0.0181
VA,Henry County,VAHenry County,0.1817,0.0215
VA,Highland County,VAHighland County,0.1817,0.0215
VA,Isle of Wight County,VAIsle of Wight County,0.1708,0.0215
VA,James City County,VAJames City County,0.1708,0.0215
VA,King and Queen County,VAKing and Queen County,0.1796,0.0215
VA,King George County,VAKing George County,0.1817,0.0215
VA,King William County,VAKing William County,0.1796,0.0215
VA,Lancaster County,VALancaster County,0.1817,0.0646
VA,Lee County,VALee County,0.1817,0.0215
VA,Loudoun County,VALoudoun County,0.1776,0.0094
VA,Louisa County,VALouisa County,0.1817,0.0215
VA,Lunenburg County,VALunenburg County,0.1817,0.0215
VA,Madison County,VAMadison County,0.1817,0.0215
VA,Mathews County,VAMathews County,0.1796,0.0752
VA,Mecklenburg County,VAMecklenburg County,0.1817,0.0215
VA,Middlesex County,VAMiddlesex County,0.1708,0.0669
VA,Montgomery County,VAMontgomery County,0.1817,0.0215
VA,Nelson County,VANelson County,0.1817,0.0215
VA,New Kent County,VANew Kent County,0.1796,0.0215
VA,Northampton County,VANorthampton County,0.1708,0.1684
VA,Northumberland County,VANorthumberland County,0.1796,0.0859
VA,Nottoway County,VANottoway County,0.1817,0.0215
VA,Orange County,VAOrange County,0.1817,0.0215
VA,Page County,VAPage County,0.1817,0.0215
VA,Patrick County,VAPatrick County,0.1817,0.0215
VA,Pittsylvania County,VAPittsylvania County,0.1817,0.0215
VA,Powhatan County,VAPowhatan County,0.1817,0.0215
VA,Prince Edward County,VAPrince Edward County,0.1817,0.0215
VA,Prince George County,VAPrince George County,0.1796,0.0215
VA,Prince William County,VAPrince William County,0.1817,0.0215
VA,Pulaski County,VAPulaski County,0.1817,0.0215
VA,Rappahannock County,VARappahannock County,0.1817,0.0215
VA,Richmond County,VARichmond County,0.1708,0.0349
VA,Roanoke County,VARoanoke County,0.1817,0.0215
VA,Rockbridge County,VARockbridge County,0.1817,0.0215
VA,Rockingham County,VARockingham County,0.1817,0.0215
VA,Russell County,VARussell County,0.1817,0.0215
VA,Scott County,VAScott County,0.1817,0.0215
VA,Shenandoah County,VAShenandoah County,0.1817,0.0215
VA,Smyth County,VASmyth County,0.1817,0.0215
VA,Southampton County,VASouthampton County,0.1796,0.0215
VA,Spotsylvania County,VASpotsylvania County,0.1817,0.0127
VA,Stafford County,VAStafford County,0.1817,0.0215
VA,Surry County,VASurry County,0.1796,0.0215
VA,Sussex County,VASussex County,0.1817,0.0215
VA,Tazewell County,VATazewell County,0.1817,0.0215
VA,Warren County,VAWarren County,0.1817,0.0215
VA,Washington County,VAWashington County,0.1817,0.0041
VA,Westmoreland County,VAWestmoreland County,0.1796,0.0215
VA,Wise County,VAWise County,0.1817,0.0215
VA,Wythe County,VAWythe County,0.1817,0.0215
VA,York County,VAYork County,0.1708,0.0694
VA,Alexandria City,VAAlexandria City,0.1817,0.0135
VA,Bedford City,VABedford City,0.1817,0.0215
VA,Bristol City,VABristol City,0.1817,0.0215
VA,Buena Vista City,VABuena Vista City,0.1817,0.0215
VA,Charlottesville City,VACharlottesville City,0.1817,0.0215
VA,Chesapeake City,VAChesapeake City,0.1708,0.1074
VA,Colonial Heights City,VAColonial Heights City,0.1817,0.0215
VA,Covington City,VACovington City,0.1817,0.0215
VA,Danville City,VADanville City,0.1817,0.0215
VA,Emporia City,VAEmporia City,0.1817,0.0215
VA,Fairfax City,VAFairfax City,0.1817,0.0215
VA,Falls Church City,VAFalls Church City,0.1817,0.0215
VA,Franklin City,VAFranklin City,0.1817,0.0215
VA,Fredericksburg City,VAFredericksburg City,0.1817,0.0215
VA,Galax City,VAGalax City,0.1817,0.0215
VA,Hampton City,VAHampton City,0.1708,0.1074
VA,Harrisonburg City,VAHarrisonburg City,0.1817,0.0215
VA,Hopewell City,VAHopewell City,0.1817,0.0215
VA,Lexington City,VALexington City,0.1817,0.0215
VA,Lynchburg City,VALynchburg City,0.1817,0.0215
VA,Manassas City,VAManassas City,0.1817,0.0215
VA,Manassas Park City,VAManassas Park City,0.1817,0.0215
VA,Martinsville City,VAMartinsville City,0.1817,0.0215
VA,Newport News City,VANewport News City,0.1708,0.0215
VA,Norfolk City,VANorfolk City,0.2784,0.1376
VA,Norton City,VANorton City,0.1817,0.0215
VA,Petersburg City,VAPetersburg City,0.1817,0.0215
VA,Poquoson City,VAPoquoson City,0.1708,0.1074
VA,Portsmouth City,VAPortsmouth City,0.1708,0.0752
VA,Radford City,VARadford City,0.1817,0.0215
VA,Richmond City,VARichmond City,0.1817,0.0218
VA,Roanoke City,VARoanoke City,0.1817,0.0215
VA,Salem City,VASalem City,0.1817,0.0215
VA,Staunton City,VAStaunton City,0.1817,0.0215
VA,Suffolk City,VASuffolk City,0.1708,0.0910
VA,Virginia Beach City,VAVirginia Beach City,0.1881,0.1640
VA,Waynesboro City,VAWaynesboro City,0.1817,0.0215
VA,Williamsburg City,VAWilliamsburg City,0.1708,0.0215
VA,Winchester City,VAWinchester City,0.1817,0.0215
SC,Abbeville County,SCAbbeville County,0.2330,0.0351
SC,Aiken County,SCAiken County,0.2330,0.0484
SC,Allendale County,SCAllendale County,0.2330,0.1083
SC,Anderson County,SCAnderson County,0.2330,0.0135
SC,Bamberg County,SCBamberg County,0.2244,0.0351
SC,Barnwell County,SCBarnwell County,0.2330,0.0351
SC,Beaufort County,SCBeaufort County,0.2587,0.5202
SC,Berkeley County,SCBerkeley County,0.2669,0.2191
SC,Calhoun County,SCCalhoun County,0.2330,0.0351
SC,Charleston County,SCCharleston County,0.2168,0.5847
SC,Cherokee County,SCCherokee County,0.2330,0.0351
SC,Chester County,SCChester County,0.2330,0.0351
SC,Chesterfield County,SCChesterfield County,0.2330,0.0351
SC,Clarendon County,SCClarendon County,0.2244,0.0351
SC,Colleton County,SCColleton County,0.2451,0.3508
SC,Darlington County,SCDarlington County,0.2330,0.0351
SC,Dillon County,SCDillon County,0.2244,0.0351
SC,Dorchester County,SCDorchester County,0.2669,0.1169
SC,Edgefield County,SCEdgefield County,0.2330,0.0351
SC,Fairfield County,SCFairfield County,0.2330,0.0351
SC,Florence County,SCFlorence County,0.2244,0.0351
SC,Georgetown County,SCGeorgetown County,0.2135,0.5186
SC,Greenville County,SCGreenville County,0.1692,0.0125
SC,Greenwood County,SCGreenwood County,0.2330,0.0176
SC,Hampton County,SCHampton County,0.2244,0.1169
SC,Horry County,SCHorry County,0.2085,0.5759
SC,Jasper County,SCJasper County,0.2669,0.1579
SC,Kershaw County,SCKershaw County,0.2330,0.0351
SC,Lancaster County,SCLancaster County,0.2330,0.0351
SC,Laurens County,SCLaurens County,0.2330,0.0351
SC,Lee County,SCLee County,0.2330,0.0351
SC,Lexington County,SCLexington County,0.2065,0.0400
SC,McCormick County,SCMcCormick County,0.2330,0.0351
SC,Marion County,SCMarion County,0.2669,0.1169
SC,Marlboro County,SCMarlboro County,0.2330,0.0351
SC,Newberry County,SCNewberry County,0.2330,0.0351
SC,Oconee County,SCOconee County,0.2632,0.0147
SC,Orangeburg County,SCOrangeburg County,0.2669,0.0351
SC,Pickens County,SCPickens County,0.2292,0.0117
SC,Richland County,SCRichland County,0.2811,0.0478
SC,Saluda County,SCSaluda County,0.2330,0.0351
SC,Spartanburg County,SCSpartanburg County,0.2065,0.0143
SC,Sumter County,SCSumter County,0.2330,0.0351
SC,Union County,SCUnion County,0.2330,0.0210
SC,Williamsburg County,SCWilliamsburg County,0.2669,0.1169
SC,York County,SCYork County,0.2330,0.0351
NC,Alamance County,NCAlamance County,0.1705,0.0299
NC,Alexander County,NCAlexander County,0.1705,0.0299
NC,Alleghany County,NCAlleghany County,0.1705,0.0065
NC,Anson County,NCAnson County,0.1705,0.0299
NC,Ashe County,NCAshe County,0.1705,0.0051
NC,Avery County,NCAvery County,0.2028,0.0033
NC,Beaufort County,NCBeaufort County,0.1705,0.2871
NC,Bertie County,NCBertie County,0.1705,0.0299
NC,Bladen County,NCBladen County,0.1705,0.0299
NC,Brunswick County,NCBrunswick County,0.1743,0.4153
NC,Buncombe County,NCBuncombe County,0.2449,0.0045
NC,Burke County,NCBurke County,0.1705,0.0299
NC,Cabarrus County,NCCabarrus County,0.1705,0.0299
NC,Caldwell County,NCCaldwell County,0.1705,0.0299
NC,Camden County,NCCamden County,0.1705,0.2987
NC,Carteret County,NCCarteret County,0.1940,0.5547
NC,Caswell County,NCCaswell County,0.1705,0.0163
NC,Catawba County,NCCatawba County,0.1705,0.0271
