State Code,County,State x County,Selected Attr (per 100 TIV),Selected Cat (per 100 TIV)
LA,St. Martin Parish,LASt. Martin Parish,0.3390,0.2989
LA,St. Mary Parish,LASt. Mary Parish,0.3390,0.4981
LA,St. Tammany Parish,LASt. Tammany Parish,0.2608,0.3462
LA,Tangipahoa Parish,LATangipahoa Parish,0.3390,0.2559
LA,Tensas Parish,LATensas Parish,0.3390,0.0498
LA,Terrebonne Parish,LATerrebonne Parish,0.3390,0.4981
LA,Union Parish,LAUnion Parish,0.3390,0.0498
LA,Vermilion Parish,LAVermilion Parish,0.3390,0.4981
LA,Vernon Parish,LAVernon Parish,0.3390,0.0498
LA,Washington Parish,LAWashington Parish,0.3390,0.2622
LA,Webster Parish,LAWebster Parish,0.3390,0.0498
LA,West Baton Rouge Parish,LAWest Baton Rouge Parish,0.3390,0.2989
LA,West Carroll Parish,LAWest Carroll Parish,0.3390,0.0498
LA,West Feliciana Parish,LAWest Feliciana Parish,0.3390,0.0498
LA,Winn Parish,LAWinn Parish,0.3390,0.0498
AL,Autauga County,ALAutauga County,0.1471,0.0535
AL,Baldwin County,ALBaldwin County,0.1737,0.5352
AL,Barbour County,ALBarbour County,0.1471,0.0583
AL,Bibb County,ALBibb County,0.1471,0.0535
AL,Blount County,ALBlount County,0.1471,0.0535
AL,Bullock County,ALBullock County,0.1471,0.0387
AL,Butler County,ALButler County,0.1471,0.0535
AL,Calhoun County,ALCalhoun County,0.1528,0.0082
AL,Chambers County,ALChambers County,0.1471,0.0535
AL,Cherokee County,ALCherokee County,0.1528,0.0535
AL,Chilton County,ALChilton County,0.1471,0.0535
AL,Choctaw County,ALChoctaw County,0.1471,0.0535
AL,Clarke County,ALClarke County,0.1560,0.1038
AL,Clay County,ALClay County,0.1471,0.0535
AL,Cleburne County,ALCleburne County,0.1471,0.0535
AL,Coffee County,ALCoffee County,0.1560,0.0535
AL,Colbert County,ALColbert County,0.1471,0.0535
AL,Conecuh County,ALConecuh County,0.1560,0.0535
AL,Coosa County,ALCoosa County,0.1471,0.0535
AL,Covington County,ALCovington County,0.1560,0.0535
AL,Crenshaw County,ALCrenshaw County,0.1560,0.0535
AL,Cullman County,ALCullman County,0.1528,0.0099
AL,Dale County,ALDale County,0.1560,0.0535
AL,Dallas County,ALDallas County,0.1471,0.0535
AL,DeKalb County,ALDeKalb County,0.1528,0.0535
AL,Elmore County,ALElmore County,0.1471,0.0260
AL,Escambia County,ALEscambia County,0.1560,0.0535
AL,Etowah County,ALEtowah County,0.1528,0.0535
AL,Fayette County,ALFayette County,0.1471,0.0535
AL,Franklin County,ALFranklin County,0.1471,0.0535
AL,Geneva County,ALGeneva County,0.1560,0.0535
AL,Greene County,ALGreene County,0.1471,0.0535
AL,Hale County,ALHale County,0.1471,0.0535
AL,Henry County,ALHenry County,0.1560,0.0535
AL,Houston County,ALHouston County,0.1560,0.0820
AL,Jackson County,ALJackson County,0.1471,0.0535
AL,Jefferson County,ALJefferson County,0.1830,0.0111
AL,Lamar County,ALLamar County,0.1471,0.0535
AL,Lauderdale County,ALLauderdale County,0.1528,0.0535
AL,Lawrence County,ALLawrence County,0.1528,0.0535
AL,Lee County,ALLee County,0.1471,0.0198
AL,Limestone County,ALLimestone County,0.1528,0.0535
AL,Lowndes County,ALLowndes County,0.1471,0.0535
AL,Macon County,ALMacon County,0.1471,0.0535
AL,Madison County,ALMadison County,0.1506,0.0058
AL,Marengo County,ALMarengo County,0.1471,0.0406
AL,Marion County,ALMarion County,0.1471,0.0535
AL,Marshall County,ALMarshall County,0.1506,0.0535
AL,Mobile County,ALMobile County,0.1506,0.4951
AL,Monroe County,ALMonroe County,0.1560,0.0535
AL,Montgomery County,ALMontgomery County,0.1594,0.0347
AL,Morgan County,ALMorgan County,0.1528,0.0075
AL,Perry County,ALPerry County,0.1471,0.0535
AL,Pickens County,ALPickens County,0.1471,0.0535
AL,Pike County,ALPike County,0.1471,0.0535
AL,Randolph County,ALRandolph County,0.1471,0.0152
AL,Russell County,ALRussell County,0.1471,0.0535
AL,St. Clair County,ALSt. Clair County,0.1471,0.0535
AL,Shelby County,ALShelby County,0.1528,0.0151
AL,Sumter County,ALSumter County,0.1471,0.0535
AL,Talladega County,ALTalladega County,0.1471,0.0145
AL,Tallapoosa County,ALTallapoosa County,0.1471,0.0147
AL,Tuscaloosa County,ALTuscaloosa County,0.1528,0.0170
AL,Walker County,ALWalker County,0.1528,0.0085
AL,Washington County,ALWashington County,0.1560,0.0535
AL,Wilcox County,ALWilcox County,0.1471,0.0535
AL,Winston County,ALWinston County,0.1471,0.0535
GA,Appling County,GAAppling County,0.1773,0.0215
GA,Atkinson County,GAAtkinson County,0.1686,0.0215
GA,Bacon County,GABacon County,0.1536,0.0215
GA,Baker County,GABaker County,0.1686,0.0215
GA,Baldwin County,GABaldwin County,0.1686,0.0215
GA,Banks County,GABanks County,0.1536,0.0215
GA,Barrow County,GABarrow County,0.1536,0.0064
GA,Bartow County,GABartow County,0.1536,0.0053
GA,Ben Hill County,GABen Hill County,0.1686,0.0235
GA,Berrien County,GABerrien County,0.1686,0.0215
GA,Bibb County,GABibb County,0.1536,0.0105
GA,Bleckley County,GABleckley County,0.1686,0.0215
GA,Brantley County,GABrantley County,0.1579,0.1610
GA,Brooks County,GABrooks County,0.1686,0.0215
GA,Bryan County,GABryan County,0.1598,0.3221
GA,Bulloch County,GABulloch County,0.1579,0.1610
GA,Burke County,GABurke County,0.1686,0.0215
GA,Butts County,GAButts County,0.1536,0.0215
GA,Calhoun County,GACalhoun County,0.1686,0.0215
GA,Camden County,GACamden County,0.1598,0.4295
GA,Candler County,GACandler County,0.1773,0.0215
GA,Carroll County,GACarroll County,0.1536,0.0058
GA,Catoosa County,GACatoosa County,0.1536,0.0215
GA,Charlton County,GACharlton County,0.1579,0.1610
GA,Chatham County,GAChatham County,0.1839,0.3878
GA,Chattahoochee County,GAChattahoochee County,0.1686,0.0215
GA,Chattooga County,GAChattooga County,0.1536,0.0215
GA,Cherokee County,GACherokee County,0.1743,0.0045
GA,Clarke County,GAClarke County,0.1536,0.0215
GA,Clay County,GAClay County,0.1686,0.0215
GA,Clayton County,GAClayton County,0.1512,0.0060
GA,Clinch County,GAClinch County,0.1686,0.0215
GA,Cobb County,GACobb County,0.1725,0.0046
GA,Coffee County,GACoffee County,0.1686,0.0215
GA,Colquitt County,GAColquitt County,0.1686,0.0215
GA,Columbia County,GAColumbia County,0.1536,0.0215
GA,Cook County,GACook County,0.1686,0.0215
GA,Coweta County,GACoweta County,0.1536,0.0057
GA,Crawford County,GACrawford County,0.1686,0.0215
GA,Crisp County,GACrisp County,0.1686,0.0215
GA,Dade County,GADade County,0.1536,0.0215
GA,Dawson County,GADawson County,0.1536,0.0038
GA,Decatur County,GADecatur County,0.1686,0.0215
GA,DeKalb County,GADeKalb County,0.2036,0.0049
GA,Dodge County,GADodge County,0.1686,0.0215
GA,Dooly County,GADooly County,0.1686,0.0215
GA,Dougherty County,GADougherty County,0.1686,0.0236
GA,Douglas County,GADouglas County,0.1512,0.0057
GA,Early County,GAEarly County,0.1686,0.0215
GA,Echols County,GAEchols County,0.1686,0.0215
GA,Effingham County,GAEffingham County,0.1579,0.1610
GA,Elbert County,GAElbert County,0.1686,0.0215
GA,Emanuel County,GAEmanuel County,0.1686,0.0215
GA,Evans County,GAEvans County,0.1579,0.1610
GA,Fannin County,GAFannin County,0.2224,0.0023
GA,Fayette County,GAFayette County,0.1222,0.0062
GA,Floyd County,GAFloyd County,0.1536,0.0215
GA,Forsyth County,GAForsyth County,0.2311,0.0065
GA,Franklin County,GAFranklin County,0.1536,0.0215
GA,Fulton County,GAFulton County,0.1595,0.0049
GA,Gilmer County,GAGilmer County,0.1536,0.0215
GA,Glascock County,GAGlascock County,0.1686,0.0215
GA,Glynn County,GAGlynn County,0.1678,0.4466
GA,Gordon County,GAGordon County,0.1536,0.0037
GA,Grady County,GAGrady County,0.1686,0.0469
GA,Greene County,GAGreene County,0.2055,0.0098
GA,Gwinnett County,GAGwinnett County,0.1302,0.0060
GA,Habersham County,GAHabersham County,0.1536,0.0043
GA,Hall County,GAHall County,0.1646,0.0059
GA,Hancock County,GAHancock County,0.1686,0.0215
GA,Haralson County,GAHaralson County,0.1536,0.0215
GA,Harris County,GAHarris County,0.1536,0.0086
GA,Hart County,GAHart County,0.1536,0.0215
GA,Heard County,GAHeard County,0.1536,0.0215
GA,Henry County,GAHenry County,0.1511,0.0071
GA,Houston County,GAHouston County,0.1536,0.0215
GA,Irwin County,GAIrwin County,0.1686,0.0215
GA,Jackson County,GAJackson County,0.1536,0.0215
GA,Jasper County,GAJasper County,0.1686,0.0215
GA,Jeff Davis County,GAJeff Davis County,0.1686,0.0215
GA,Jefferson County,GAJefferson County,0.1686,0.0215
GA,Jenkins County,GAJenkins County,0.1686,0.0215
GA,Johnson County,GAJohnson County,0.1686,0.0215
GA,Jones County,GAJones County,0.1686,0.0090
GA,Lamar County,GALamar County,0.1536,0.0215
GA,Lanier County,GALanier County,0.1686,0.0215
GA,Laurens County,GALaurens County,0.1686,0.0170
GA,Lee County,GALee County,0.1686,0.0215
GA,Liberty County,GALiberty County,0.1598,0.4295
GA,Lincoln County,GALincoln County,0.1536,0.0215
GA,Long County,GALong County,0.1579,0.1610
GA,Lowndes County,GALowndes County,0.1760,0.0347
GA,Lumpkin County,GALumpkin County,0.1536,0.0215
GA,McDuffie County,GAMcDuffie County,0.1536,0.0215
GA,McIntosh County,GAMcIntosh County,0.1598,0.3975
GA,Macon County,GAMacon County,0.1686,0.0215
GA,Madison County,GAMadison County,0.1686,0.0215
GA,Marion County,GAMarion County,0.1686,0.0215
GA,Meriwether County,GAMeriwether County,0.1686,0.0215
GA,Miller County,GAMiller County,0.1686,0.0215
GA,Mitchell County,GAMitchell County,0.1686,0.0215
GA,Monroe County,GAMonroe County,0.1686,0.0094
GA,Montgomery County,GAMontgomery County,0.1686,0.0215
GA,Morgan County,GAMorgan County,0.1686,0.0215
GA,Murray County,GAMurray County,0.1536,0.0215
GA,Muscogee County,GAMuscogee County,0.1536,0.0110
GA,Newton County,GANewton County,0.1536,0.0215
GA,Oconee County,GAOconee County,0.1686,0.0215
GA,Oglethorpe County,GAOglethorpe County,0.1686,0.0215
GA,Paulding County,GAPaulding County,0.1536,0.0215
GA,Peach County,GAPeach County,0.1536,0.0215
GA,Pickens County,GAPickens County,0.1536,0.0032
GA,Pierce County,GAPierce County,0.1773,0.0215
GA,Pike County,GAPike County,0.1686,0.0215
GA,Polk County,GAPolk County,0.1536,0.0215
GA,Pulaski County,GAPulaski County,0.1686,0.0138
GA,Putnam County,GAPutnam County,0.1536,0.0215
GA,Quitman County,GAQuitman County,0.1686,0.0215
GA,Rabun County,GARabun County,0.1730,0.0030
GA,Randolph County,GARandolph County,0.1686,0.0215
GA,Richmond County,GARichmond County,0.1536,0.0215
GA,Rockdale County,GARockdale County,0.1536,0.0215
GA,Schley County,GASchley County,0.1686,0.0215
GA,Screven County,GAScreven County,0.1686,0.0215
GA,Seminole County,GASeminole County,0.1686,0.0215
GA,Spalding County,GASpalding County,0.1536,0.0215
GA,Stephens County,GAStephens County,0.1536,0.0215
GA,Stewart County,GAStewart County,0.1686,0.0215
GA,Sumter County,GASumter County,0.1686,0.0215
GA,Talbot County,GATalbot County,0.1686,0.0215
GA,Taliaferro County,GATaliaferro County,0.1686,0.0215
GA,Tattnall County,GATattnall County,0.1773,0.0215
GA,Taylor County,GATaylor County,0.1686,0.0215
GA,Telfair County,GATelfair County,0.1686,0.0215
GA,Terrell County,GATerrell County,0.1686,0.0215
GA,Thomas County,GAThomas County,0.1686,0.0215
GA,Tift County,GATift County,0.1536,0.0215
GA,Toombs County,GAToombs County,0.1686,0.0215
GA,Towns County,GATowns County,0.1536,0.0215
GA,Treutlen County,GATreutlen County,0.1686,0.0215
GA,Troup County,GATroup County,0.1536,0.0091
GA,Turner County,GATurner County,0.1686,0.0215
GA,Twiggs County,GATwiggs County,0.1686,0.0215
GA,Union County,GAUnion County,0.1536,0.0215
GA,Upson County,GAUpson County,0.1536,0.0215
GA,Walker County,GAWalker County,0.1536,0.0028
GA,Walton County,GAWalton County,0.1536,0.0215
GA,Ware County,GAWare County,0.1773,0.0215
GA,Warren County,GAWarren County,0.1686,0.0215
GA,Washington County,GAWashington County,0.1686,0.0215
GA,Wayne County,GAWayne County,0.1579,0.1610
GA,Webster County,GAWebster County,0.1686,0.0215
GA,Wheeler County,GAWheeler County,0.1686,0.0215
GA,White County,GAWhite County,0.1536,0.0215
GA,Whitfield County,GAWhitfield County,0.1536,0.0215
GA,Wilcox County,GAWilcox County,0.1686,0.0215
GA,Wilkes County,GAWilkes County,0.1686,0.0215
GA,Wilkinson County,GAWilkinson County,0.1686,0.0215
GA,Worth County,GAWorth County,0.1686,0.0215
DE,Kent County,DEKent County,0.2646,0.1263
DE,New Castle County,DENew Castle County,0.1612,0.0155
DE,Sussex County,DESussex County,0.2810,0.1368
MS,Adams County,MSAdams County,0.1968,0.0757
MS,Alcorn County,MSAlcorn County,0.1746,0.0416
MS,Amite County,MSAmite County,0.1968,0.0416
MS,Attala County,MSAttala County,0.1746,0.0416
MS,Benton County,MSBenton County,0.1968,0.0416
MS,Bolivar County,MSBolivar County,0.1746,0.0159
MS,Calhoun County,MSCalhoun County,0.1968,0.0416
MS,Carroll County,MSCarroll County,0.1968,0.0416
MS,Chickasaw County,MSChickasaw County,0.1968,0.0416
MS,Choctaw County,MSChoctaw County,0.1968,0.0416
MS,Claiborne County,MSClaiborne County,0.1968,0.0416
MS,Clarke County,MSClarke County,0.1968,0.0416
MS,Clay County,MSClay County,0.1968,0.0416
MS,Coahoma County,MSCoahoma County,0.1968,0.0416
MS,Copiah County,MSCopiah County,0.1746,0.0416
MS,Covington County,MSCovington County,0.1746,0.0416
MS,Desoto County,MSDesoto County,0.1746,0.0050
MS,Forrest County,MSForrest County,0.1921,0.1148
MS,Franklin County,MSFranklin County,0.1968,0.0416
MS,George County,MSGeorge County,0.2028,0.0416
MS,Greene County,MSGreene County,0.1968,0.0416
MS,Grenada County,MSGrenada County,0.1746,0.0416
MS,Hancock County,MSHancock County,0.2331,0.8736
MS,Harrison County,MSHarrison County,0.1895,0.6363
MS,Hinds County,MSHinds County,0.1444,0.0379
MS,Holmes County,MSHolmes County,0.1968,0.0416
MS,Humphreys County,MSHumphreys County,0.1968,0.0416
MS,Issaquena County,MSIssaquena County,0.1968,0.0416
MS,Itawamba County,MSItawamba County,0.1968,0.0416
MS,Jackson County,MSJackson County,0.2316,0.0000
MS,Jasper County,MSJasper County,0.1746,0.0416
MS,Jefferson County,MSJefferson County,0.1968,0.0554
MS,Jefferson Davis County,MSJefferson Davis County,0.1746,0.0416
MS,Jones County,MSJones County,0.1746,0.0416
MS,Kemper County,MSKemper County,0.1968,0.0416
MS,Lafayette County,MSLafayette County,0.1968,0.0063
MS,Lamar County,MSLamar County,0.2108,0.1133
MS,Lauderdale County,MSLauderdale County,0.1746,0.0416
MS,Lawrence County,MSLawrence County,0.1746,0.0416
MS,Leake County,MSLeake County,0.1746,0.0416
MS,Lee County,MSLee County,0.1921,0.0416
MS,Leflore County,MSLeflore County,0.1968,0.0416
MS,Lincoln County,MSLincoln County,0.1746,0.0416
MS,Lowndes County,MSLowndes County,0.1746,0.0152
MS,Madison County,MSMadison County,0.2388,0.0396
MS,Marion County,MSMarion County,0.1746,0.0416
MS,Marshall County,MSMarshall County,0.1968,0.0416
MS,Monroe County,MSMonroe County,0.1968,0.0416
MS,Montgomery County,MSMontgomery County,0.1746,0.0150
MS,Neshoba County,MSNeshoba County,0.1746,0.0416
MS,Newton County,MSNewton County,0.1746,0.0416
MS,Noxubee County,MSNoxubee County,0.1968,0.0416
MS,Oktibbeha County,MSOktibbeha County,0.1746,0.0416
MS,Panola County,MSPanola County,0.1968,0.0416
MS,Pearl River County,MSPearl River County,0.2028,0.2716
MS,Perry County,MSPerry County,0.1921,0.0416
MS,Pike County,MSPike County,0.1968,0.0416
MS,Pontotoc County,MSPontotoc County,0.1746,0.0416
MS,Prentiss County,MSPrentiss County,0.1968,0.0416
MS,Quitman County,MSQuitman County,0.1968,0.0416
MS,Rankin County,MSRankin County,0.1746,0.0416
MS,Scott County,MSScott County,0.1746,0.0416
MS,Sharkey County,MSSharkey County,0.1968,0.0416
MS,Simpson County,MSSimpson County,0.1746,0.0416
MS,Smith County,MSSmith County,0.1746,0.0416
MS,Stone County,MSStone County,0.2028,0.0416
MS,Sunflower County,MSSunflower County,0.1968,0.0416
MS,Tallahatchie County,MSTallahatchie County,0.1968,0.0416
MS,Tate County,MSTate County,0.1968,0.0416
MS,Tippah County,MSTippah County,0.1968,0.0057
MS,Tishomingo County,MSTishomingo County,0.1746,0.0040
MS,Tunica County,MSTunica County,0.1968,0.0062
MS,Union County,MSUnion County,0.1746,0.0416
MS,Walthall County,MSWalthall County,0.1968,0.1478
MS,Warren County,MSWarren County,0.1746,0.0339
MS,Washington County,MSWashington County,0.1746,0.0416
MS,Wayne County,MSWayne County,0.1968,0.0416
MS,Webster County,MSWebster County,0.1968,0.0416
MS,Wilkinson County,MSWilkinson County,0.1968,0.2392
MS,Winston County,MSWinston County,0.1968,0.0416
MS,Yalobusha County,MSYalobusha County,0.1968,0.0089
MS,Yazoo County,MSYazoo County,0.1968,0.0416
MD,Allegany County,MDAllegany County,0.1767,0.0204
MD,Anne Arundel County,MDAnne Arundel County,0.1724,0.0397
MD,Baltimore County,MDBaltimore County,0.1461,0.0160
MD,Calvert County,MDCalvert County,0.1602,0.0204
MD,Caroline County,MDCaroline County,0.1877,0.0204
MD,Carroll County,MDCarroll County,0.1826,0.0170
MD,Cecil County,MDCecil County,0.1826,0.0204
MD,Charles County,MDCharles County,0.1877,0.0204
MD,Dorchester County,MDDorchester County,0.1602,0.0204
MD,Frederick County,MDFrederick County,0.1826,0.0204
MD,Garrett County,MDGarrett County,0.3496,0.0038
MD,Harford County,MDHarford County,0.1826,0.0204
MD,Howard County,MDHoward County,0.1767,0.0190
MD,Kent County,MDKent County,0.1826,0.0204
MD,Montgomery County,MDMontgomery County,0.1170,0.0152
MD,Prince George's County,MDPrince George's County,0.1826,0.0216
MD,Queen Anne's County,MDQueen Anne's County,0.1877,0.0204
MD,St. Marys County,MDSt. Marys County,0.1602,0.0204
MD,Somerset County,MDSomerset County,0.1723,0.0204
MD,Talbot County,MDTalbot County,0.1933,0.0917
MD,Washington County,MDWashington County,0.1826,0.0204
MD,Wicomico County,MDWicomico County,0.1602,0.0204
MD,Worcester County,MDWorcester County,0.1928,0.1406
MD,Baltimore City,MDBaltimore City,0.1826,0.0155
HI,Hawaii County,HIHawaii County,0.2579,0.1532
HI,Honolulu County,HIHonolulu County,0.1311,0.2028
HI,Kalawao County,HIKalawao County,0.1809,0.1696
HI,Kauai County,HIKauai County,0.2097,0.1479
HI,Maui County,HIMaui County,0.2168,0.1765
AK,Aleutians East Borough,AKAleutians East Borough,0.9490,0.2373
AK,Aleutians West Census Area,AKAleutians West Census Area,0.9490,0.2373
AK,"Anchorage, Municipality of","AKAnchorage, Municipality of",0.9490,0.2373
AK,Bethel Census Area,AKBethel Census Area,0.9490,0.2373
AK,Bristol Bay Borough,AKBristol Bay Borough,0.9490,0.2373
AK,Denali Borough,AKDenali Borough,0.9490,0.2373
AK,Dillingham Census Area,AKDillingham Census Area,0.9490,0.2373
AK,Fairbanks North Star Borough,AKFairbanks North Star Borough,0.9490,0.2373
AK,Haines Borough,AKHaines Borough,0.9490,0.2373
AK,Hoonah-Angoon Census Area,AKHoonah-Angoon Census Area,0.9490,0.2373
AK,"Juneau, City and Borough","AKJuneau, City and Borough",0.9490,0.2373
AK,Kenai Peninsula Borough,AKKenai Peninsula Borough,0.9490,0.2373
AK,Ketchikan Gateway Borough,AKKetchikan Gateway Borough,0.9490,0.2373
AK,Kodiak Island Borough,AKKodiak Island Borough,0.9490,0.2373
AK,Lake and Peninsula Borough,AKLake and Peninsula Borough,0.9490,0.2373
AK,Matanuska-Susitna Borough,AKMatanuska-Susitna Borough,0.9490,0.2373
AK,Nome Census Area,AKNome Census Area,0.9490,0.2373
AK,North Slope Borough,AKNorth Slope Borough,0.9490,0.2373
AK,Northwest Arctic Borough,AKNorthwest Arctic Borough,0.9490,0.2373
AK,Petersburg Census Area,AKPetersburg Census Area,0.9490,0.2373
AK,Prince of Wales-Hyder Census Area,AKPrince of Wales-Hyder Census Area,0.9490,0.2373
AK,"Sitka, City and Borough of","AKSitka, City and Borough of",0.9490,0.2373
AK,"Skagway Borough, Municipality of","AKSkagway Borough, Municipality of",0.9490,0.2373
AK,Southeast Fairbanks Census Area,AKSoutheast Fairbanks Census Area,0.9490,0.2373
AK,Valdez-Cordova Census Area,AKValdez-Cordova Census Area,0.9490,0.2373
AK,Wade Hampton Census Area,AKWade Hampton Census Area,0.9490,0.2373
AK,"Wrangell, City and Borough of","AKWrangell, City and Borough of",0.9490,0.2373
AK,"Yakutat, City and Borough of","AKYakutat, City and Borough of",0.9490,0.2373
AK,Yukon-Koyukuk Census Area,AKYukon-Koyukuk Census Area,0.9490,0.2373
AR,Arkansas County,ARArkansas County,0.2499,0.0609
AR,Ashley County,ARAshley County,0.2499,0.0609
AR,Baxter County,ARBaxter County,0.2501,0.0609
AR,Benton County,ARBenton County,0.2240,0.0609
AR,Boone County,ARBoone County,0.2501,0.0609
AR,Bradley County,ARBradley County,0.2499,0.0609
AR,Calhoun County,ARCalhoun County,0.2499,0.0609
AR,Carroll County,ARCarroll County,0.2499,0.0609
AR,Chicot County,ARChicot County,0.2501,0.0609
AR,Clark County,ARClark County,0.2499,0.0609
AR,Clay County,ARClay County,0.2499,0.0609
AR,Cleburne County,ARCleburne County,0.2499,0.0609
AR,Cleveland County,ARCleveland County,0.2499,0.0609
AR,Columbia County,ARColumbia County,0.2499,0.0609
AR,Conway County,ARConway County,0.2501,0.0609
AR,Craighead County,ARCraighead County,0.2516,0.0609
AR,Crawford County,ARCrawford County,0.2501,0.0609
AR,Crittenden County,ARCrittenden County,0.2499,0.0609
AR,Cross County,ARCross County,0.2499,0.0609
AR,Dallas County,ARDallas County,0.2499,0.0609
AR,Desha County,ARDesha County,0.2499,0.0609
AR,Drew County,ARDrew County,0.2499,0.0609
AR,Faulkner County,ARFaulkner County,0.2499,0.0609
AR,Franklin County,ARFranklin County,0.2501,0.0609
AR,Fulton County,ARFulton County,0.2499,0.0609
AR,Garland County,ARGarland County,0.2365,0.0609
AR,Grant County,ARGrant County,0.2499,0.0609
AR,Greene County,ARGreene County,0.1999,0.0609
AR,Hempstead County,ARHempstead County,0.2499,0.0609
AR,Hot Spring County,ARHot Spring County,0.2501,0.0609
AR,Howard County,ARHoward County,0.2501,0.0609
AR,Independence County,ARIndependence County,0.2499,0.0609
AR,Izard County,ARIzard County,0.2501,0.0609
AR,Jackson County,ARJackson County,0.2499,0.0609
AR,Jefferson County,ARJefferson County,0.2499,0.0609
AR,Johnson County,ARJohnson County,0.2501,0.0609
AR,Lafayette County,ARLafayette County,0.2499,0.0609
AR,Lawrence County,ARLawrence County,0.2499,0.0609
AR,Lee County,ARLee County,0.2499,0.0609
AR,Lincoln County,ARLincoln County,0.2499,0.0609
AR,Little River County,ARLittle River County,0.2501,0.0609
AR,Logan County,ARLogan County,0.2499,0.0609
AR,Lonoke County,ARLonoke County,0.2499,0.0609
AR,Madison County,ARMadison County,0.2499,0.0609
AR,Marion County,ARMarion County,0.2499,0.0609
AR,Miller County,ARMiller County,0.2499,0.0609
AR,Mississippi County,ARMississippi County,0.2499,0.0609
AR,Monroe County,ARMonroe County,0.2499,0.0609
AR,Montgomery County,ARMontgomery County,0.2499,0.0609
AR,Nevada County,ARNevada County,0.2499,0.0609
AR,Newton County,ARNewton County,0.2499,0.0609
AR,Ouachita County,AROuachita County,0.2499,0.0609
AR,Perry County,ARPerry County,0.2499,0.0609
AR,Phillips County,ARPhillips County,0.2499,0.0609
AR,Pike County,ARPike County,0.2499,0.0609
AR,Poinsett County,ARPoinsett County,0.2499,0.0609
AR,Polk County,ARPolk County,0.2501,0.0609
AR,Pope County,ARPope County,0.2499,0.0609
AR,Prairie County,ARPrairie County,0.2499,0.0609
AR,Pulaski County,ARPulaski County,0.2411,0.0609
AR,Randolph County,ARRandolph County,0.2499,0.0609
AR,Saline County,ARSaline County,0.2605,0.0609
AR,Scott County,ARScott County,0.2499,0.0609
AR,Searcy County,ARSearcy County,0.2499,0.0609
AR,Sebastian County,ARSebastian County,0.2518,0.0609
AR,Sevier County,ARSevier County,0.2501,0.0609
AR,Sharp County,ARSharp County,0.2499,0.0609
AR,St. Francis County,ARSt. Francis County,0.2499,0.0609
AR,Stone County,ARStone County,0.2499,0.0609
AR,Union County,ARUnion County,0.2499,0.0609
AR,Van Buren County,ARVan Buren County,0.2499,0.0609
AR,Washington County,ARWashington County,0.2501,0.0609
AR,White County,ARWhite County,0.2499,0.0609
AR,Woodruff County,ARWoodruff County,0.2499,0.0609
AR,Yell County,ARYell County,0.2499,0.0609
AZ,Apache County,AZApache County,0.1653,0.0403
AZ,Cochise County,AZCochise County,0.1653,0.0403
AZ,Coconino County,AZCoconino County,0.3679,0.0403
AZ,Gila County,AZGila County,0.1653,0.0403
AZ,Graham County,AZGraham County,0.1653,0.0403
AZ,Greenlee County,AZGreenlee County,0.1653,0.0403
AZ,La Paz County,AZLa Paz County,0.1653,0.0403
AZ,Maricopa County,AZMaricopa County,0.1593,0.0403
AZ,Mohave County,AZMohave County,0.1653,0.0403
AZ,Navajo County,AZNavajo County,0.1653,0.0403
AZ,Pima County,AZPima County,0.1647,0.0403
AZ,Pinal County,AZPinal County,0.1653,0.0403
AZ,Santa Cruz County,AZSanta Cruz County,0.1653,0.0403
AZ,Yavapai County,AZYavapai County,0.1653,0.0403
AZ,Yuma County,AZYuma County,0.1653,0.0403
CA,Alameda County,CAAlameda County,0.9491,0.2373
CA,Alpine County,CAAlpine County,0.9491,0.2373
CA,Amador County,CAAmador County,0.9491,0.2373
CA,Butte County,CAButte County,0.9491,0.2373
CA,Calaveras County,CACalaveras County,0.9491,0.2373
CA,Colusa County,CAColusa County,0.9491,0.2373
CA,Contra Costa County,CAContra Costa County,0.9491,0.2373
CA,Del Norte County,CADel Norte County,0.9491,0.2373
CA,El Dorado County,CAEl Dorado County,0.9491,0.2373
CA,Fresno County,CAFresno County,0.9491,0.2373
CA,Glenn County,CAGlenn County,0.9491,0.2373
CA,Humboldt County,CAHumboldt County,0.9491,0.2373
CA,Imperial County,CAImperial County,0.9491,0.2373
CA,Inyo County,CAInyo County,0.9491,0.2373
CA,Kern County,CAKern County,0.9491,0.2373
CA,Kings County,CAKings County,0.9491,0.2373
CA,Lake County,CALake County,0.9491,0.2373
CA,Lassen County,CALassen County,0.9491,0.2373
CA,Los Angeles County,CALos Angeles County,0.9491,0.2373
CA,Madera County,CAMadera County,0.9491,0.2373
CA,Marin County,CAMarin County,0.9491,0.2373
CA,Mariposa County,CAMariposa County,0.9491,0.2373
CA,Mendocino County,CAMendocino County,0.9491,0.2373
CA,Merced County,CAMerced County,0.9491,0.2373
CA,Modoc County,CAModoc County,0.9491,0.2373
CA,Mono County,CAMono County,0.9491,0.2373
CA,Monterey County,CAMonterey County,0.9491,0.2373
CA,Napa County,CANapa County,0.9491,0.2373
CA,Nevada County,CANevada County,0.9491,0.2373
CA,Orange County,CAOrange County,0.9491,0.2373
CA,Placer County,CAPlacer County,0.9491,0.2373
CA,Plumas County,CAPlumas County,0.9491,0.2373
CA,Riverside County,CARiverside County,0.9491,0.2373
CA,Sacramento County,CASacramento County,0.9491,0.2373
CA,San Benito County,CASan Benito County,0.9491,0.2373
