PolicyReference,SectionReference,YOA,CoverageName,TriFocusName,Division,RateChangeDivisor,SettlementCurrency,WrittenOrEstimatPrem,TotalIncurred,RateChangeReformat,WEPOnLevel,Index,TotalWrittenIfNotSignedMultiplier,TotalWEP
JN590Q10,JN590Q10ANFJ,2010,Jewellers - Retail,Jewellers,Property Risks,1,GBP,1773.7931,0,1,1773.7931,JN590QANFJ,0.125,14190.3448
L0981K10,L0981K10GNFJ,2010,Jewellers - Retail,Jewellers,Property Risks,1,GBP,72947.2142,11165.1954,1,72947.2142,L0981KGNFJ,0.63500001,114877.5009
L0981K10,L0981K10HNFJ,2010,Jewellers - Retail,Jewellers,Property Risks,1,GBP,109414.5006,61354.8431,1,109414.5006,L0981KHNFJ,0.63500001,172306.2974
L0981K10,L0981K10INFJ,2010,Jewellers - Retail,Jewellers,Property Risks,1,EUR,308918.6401,66626.2612,1,308918.6401,L0981KINFJ,0.63500001,486486.0397
L0981K10,L0981K10ANFJ,2010,Jewellers - Retail,Jewellers,Property Risks,1,GBP,523942.7305,1181657.537,1,523942.7305,L0981KANFJ,0.63500001,825106.6492
L0981K10,L0981K10ANUJ,2010,Jewellers Block & Homeowners US Terrorism (TRIA),Jewellers,Property Risks,1,GBP,2872.9781,0,1,2872.9781,L0981KANUJ,0.63500001,4524.374889
ZX148F10,ZX148F10ANFD,2010,Art Dealers,Jewellers,Property Risks,1,GBP,6164.6844,0,1,6164.6844,ZX148FANFD,0.045,136992.9867
L0981K10,L0981K10BNFJ,2010,Jewellers - Retail,Jewellers,Property Risks,1.05,GBP,161681.0208,455063.6999,1.05,169765.0718,L0981KBNFJ,0.63500001,254615.7768
L0981K10,L0981K10BNUJ,2010,Jewellers Block & Homeowners US Terrorism (TRIA),Jewellers,Property Risks,1.05,GBP,119.9063,0,1.05,125.901615,L0981KBNUJ,0.63500001,188.8288159
L0981K10,L0981K10CNFJ,2010,Jewellers - Retail,Jewellers,Property Risks,1.05,EUR,851589.9512,487859.4282,1.05,894169.4488,L0981KCNFJ,0.63500001,1341086.516
L0981K10,L0981K10CNUJ,2010,Jewellers Block & Homeowners US Terrorism (TRIA),Jewellers,Property Risks,1.05,EUR,2455.5367,0,1.05,2578.313535,L0981KCNUJ,0.63500001,3866.986868
L0981K10,L0981K10DNFJ,2010,Jewellers - Retail,Jewellers,Property Risks,1,GBP,1906461.197,2148306.023,1,1906461.197,L0981KDNFJ,0.63500001,3002301.05
L0981K10,L0981K10ENFJ,2010,Jewellers - Retail,Jewellers,Property Risks,1,GBP,934976.8443,258090.1493,1,934976.8443,L0981KENFJ,0.63500001,1472404.456
L0981K10,L0981K10FNFJ,2010,Jewellers - Retail,Jewellers,Property Risks,1.05,GBP,341878.6562,140384.0502,1.05,358972.589,L0981KFNFJ,0.63500001,538391.5761
L0981K10,L0981K10FNXJ,2010,Jewellers Block & Homeowners Australian Terrorism,Jewellers,Property Risks,1.05,GBP,219.4955,0,1.05,230.470275,L0981KFNXJ,0.63500001,345.6621993
L3105J10,L3105J10ANFJ,2010,Jewellers - Retail,Jewellers,Property Risks,1,EUR,78696.575,0,1,78696.575,L3105JANFJ,1,78696.575
L3105J10,L3105J10ANUJ,2010,Jewellers Block & Homeowners US Terrorism (TRIA),Jewellers,Property Risks,1,EUR,3934.8288,0,1,3934.8288,L3105JANUJ,1,3934.8288
B6055G10,B6055G10ANFJ,2010,Jewellers - Retail,Jewellers,Property Risks,1,GBP,1260155.523,1387823.409,1,1260155.523,B6055GANFJ,0.65000002,1938700.744
B6055G10,B6055G10ANUJ,2010,Jewellers Block & Homeowners US Terrorism (TRIA),Jewellers,Property Risks,1,GBP,286.3388,0,1,286.3388,B6055GANUJ,0.65000002,440.5212172
L3133K10,L3133K10ANFJ,2010,Jewellers - Retail,Jewellers,Property Risks,1,GBP,110490,0,1,110490,L3133KANFJ,1,110490
L3133K10,L3133K10ANUJ,2010,Jewellers Block & Homeowners US Terrorism (TRIA),Jewellers,Property Risks,1,GBP,4603.75,0,1,4603.75,L3133KANUJ,1,4603.75
L0662H10,L0662H10ANUJ,2010,Jewellers Block & Homeowners US Terrorism (TRIA),Jewellers,Property Risks,1,GBP,3405.1875,0,1,3405.1875,L0662HANUJ,0.75,4540.25
L0662H10,L0662H10AAFJ,2010,Jewellers - Retail,Jewellers,Property Risks,1,GBP,3405.1875,0,1,3405.1875,L0662HAAFJ,0.75,4540.25
L0662H10,L0662H10ANFJ,2010,Jewellers - Retail,Jewellers,Property Risks,1,GBP,183133.7079,47174.8295,1,183133.7079,L0662HANFJ,0.75,244178.2772
JB155N10,JB155N10ANFJ,2010,Jewellers - Retail,Jewellers,Property Risks,1,EUR,17096.1264,1293.1032,1,17096.1264,JB155NANFJ,0.119318,143282.0396
B6118B11,B6118B11ANFR,2011,Fine Art,Fine Art and Specie,Property Risks,1,USD,252832.8774,62773.6261,1,252832.8774,B6118BANFR,0.084746,2983419.6
B2159X11,B2159X11ANFD,2011,Art Dealers,Jewellers,Property Risks,1,GBP,135153.781,19565.1628,1,135153.781,B2159XANFD,1,135153.781
B5980B11,B5980B11ANUJ,2011,Jewellers Block & Homeowners US Terrorism (TRIA),Jewellers,Property Risks,1,GBP,3463.6354,0,1,3463.6354,B5980BANUJ,0.68181799,5080.000016
B5980B11,B5980B11ANFJ,2011,Jewellers - Retail,Jewellers,Property Risks,1,GBP,727471.6703,522349.0254,1,727471.6703,B5980BANFJ,0.68181799,1066958.75
B6830X11,B6830X11ANUJ,2011,Fine Art & Specie TRIA,Fine Art and Specie,Property Risks,1,GBP,185.5521,404.2736,1,185.5521,B6830XANUJ,0.041744,4445.000479
JU930E11,JU930E11ANFJ,2011,Jewellers - Retail,Jewellers,Property Risks,0,GBP,7351.5973,0,1,7351.5973,JU930EANFJ,0.1191,61726.25777
L0983G11,L0983G11ANFJ,2011,Jewellers - Retail,Jewellers,Property Risks,1,GBP,327935.2725,0,1,327935.2725,L0983GANFJ,0.5,655870.545
K1687V11,K1687V11ANFJ,2011,Jewellers - Retail,Jewellers,Property Risks,1,GBP,29646.3413,0,1,29646.3413,K1687VANFJ,0.40000002,74115.84954
B6115V11,B6115V11ANUJ,2011,Fine Art & Specie TRIA,Fine Art and Specie,Property Risks,1,USD,211.5552,0,1,211.5552,B6115VANUJ,0.062683,3375.001196
B6115V11,B6115V11ANFR,2011,Fine Art,Fine Art and Specie,Property Risks,1,USD,33848.82,5723.9654,1,33848.82,B6115VANFR,0.062683,540000
B6950C11,B6950C11ANFR,2011,Fine Art,Fine Art and Specie,Property Risks,1,GBP,25336.5,869.2086,1,25336.5,B6950CANFR,0.1,253365
B6950C11,B6950C11ANUJ,2011,Fine Art & Specie TRIA,Fine Art and Specie,Property Risks,1,GBP,444.5,0,1,444.5,B6950CANUJ,0.1,4445
B0996C11,B0996C11ANFJ,2011,Jewellers - Retail,Jewellers,Property Risks,1.03,GBP,7784228.463,5820912.654,1.03,8017755.316,B0996CANFJ,0.70936,10973593.75
B6874Q11,B6874Q11ANFJ,2011,Jewellers - Retail,Jewellers,Property Risks,1.1,GBP,407246.885,214517.1478,1.1,447971.5735,B6874QANFJ,1,407246.885
B6118B11,B6118B11ANUJ,2011,Fine Art & Specie TRIA,Fine Art and Specie,Property Risks,1,USD,296.611,0,1,296.611,B6118BANUJ,0.084746,3500
J9999A11,J9999A11BFFJ,2011,Jewellers - Retail,Jewellers,Property Risks,1,USD,0.9,0,1,0.9,J9999ABFFJ,1,0.9
J1194J11,J1194J11ANFJ,2011,Jewellers - Retail,Jewellers,Property Risks,1,GBP,16453.1765,0,1,16453.1765,J1194JANFJ,0.3334,49349.65957
B7026V11,B7026V11ANFJ,2011,Jewellers - Retail,Jewellers,Property Risks,1,USD,308991.0557,453960.1621,1,308991.0557,B7026VANFJ,0.45000001,686646.7752
B7026V11,B7026V11ANUJ,2011,Jewellers Block & Homeowners US Terrorism (TRIA),Jewellers,Property Risks,1,USD,1631.25,0,1,1631.25,B7026VANUJ,0.45000001,3624.999919
B1575J11,B1575J11ANFJ,2011,Jewellers - Retail,Jewellers,Property Risks,1,GBP,164735.9864,31970.2815,1,164735.9864,B1575JANFJ,1,164735.9864
JU857B11,JU857B11ANFJ,2011,Jewellers - Retail,Jewellers,Property Risks,0.92,USD,3820.9825,7463.35,0.92,3515.3039,JU857BANFJ,0.1,38209.825
JX851H11,JX851H11ANFJ,2011,Jewellers - Retail,Jewellers,Property Risks,0.82,USD,7255.8,0,0.82,5949.756,JX851HANFJ,0.1251,58000
F8601Q11,F8601Q11ANUJ,2011,Jewellers Block & Homeowners US Terrorism (TRIA),Jewellers,Property Risks,1,EUR,38669.8697,0,1,38669.8697,F8601QANUJ,0.38000001,101762.8123
F8601Q11,F8601Q11ANFJ,2011,Jewellers - Retail,Jewellers,Property Risks,1,EUR,1081073.441,369468.6314,1,1081073.441,F8601QANFJ,0.38000001,2844930.033
F8601Q11,F8601Q11BNFJ,2011,Jewellers - Retail,Jewellers,Property Risks,1.01,EUR,121406.4786,0,1.01,122620.5434,F8601QBNFJ,0.312,389123.3288
B2026C11,B2026C11HFFJ,2011,Jewellers - Retail,Jewellers,Property Risks,1,GBP,243627.9035,0,1,243627.9035,B2026CHFFJ,0.3333,730956.8062
L0975X11,L0975X11ANFJ,2011,Jewellers - Retail,Jewellers,Property Risks,0.95,EUR,0,0,0.95,0,L0975XANFJ,0.5,0
L0663V11,L0663V11ANFJ,2011,Jewellers - Retail,Jewellers,Property Risks,1,GBP,142932.1682,23696.4182,1,142932.1682,L0663VANFJ,0.62093801,230187.5
L0663V11,L0663V11ANUJ,2011,Jewellers Block & Homeowners US Terrorism (TRIA),Jewellers,Property Risks,1,GBP,630.873,0,1,630.873,L0663VANUJ,0.62093801,1015.999971
JX753L11,JX753L11ANFJ,2011,Jewellers - Retail,Jewellers,Property Risks,0.84,USD,5254.5596,0,0.84,4413.830064,JX753LANFJ,0.1251,42002.8745
F8596S11,F8596S11ANFJ,2011,Jewellers - Retail,Jewellers,Property Risks,1.03,GBP,51074.6082,0,1.03,52606.84645,F8596SANFJ,0.35555599,143647.16
F8596S11,F8596S11ANUJ,2011,Jewellers Block & Homeowners US Terrorism (TRIA),Jewellers,Property Risks,1.03,GBP,451.5561,0,1.03,465.102783,F8596SANUJ,0.35555599,1269.999979
L0981K11,L0981K11RNFJ,2011,Jewellers - Retail,Jewellers,Property Risks,1,GBP,79809.975,30159.3579,1,79809.975,L0981KRNFJ,0.735,108585
JN590Q11,JN590Q11ANFJ,2011,Jewellers - Retail,Jewellers,Property Risks,1,GBP,1988.3439,0,1,1988.3439,JN590QANFJ,0.125,15906.7512
L3089V11,L3089V11BNFJ,2011,Jewellers - Retail,Jewellers,Property Risks,0,USD,15112.8791,36367.65,1,15112.8791,L3089VBNFJ,0.45000001,33584.17503
JC924J11,JC924J11ANFJ,2011,Jewellers - Retail,Jewellers,Property Risks,1,GBP,6156.9603,0,1,6156.9603,JC924JANFJ,0.20000001,30784.79996
J2960B11,J2960B11ANFJ,2011,Jewellers - Retail,Jewellers,Property Risks,1,GBP,5638.6222,0,1,5638.6222,J2960BANFJ,0.32666999,17260.91276
JE749Q11,JE749Q11ANFJ,2011,Jewellers - Retail,Jewellers,Property Risks,1,USD,5271.6563,0,1,5271.6563,JE749QANFJ,0.075,70288.75067
JM706X11,JM706X11ANFJ,2011,Jewellers - Retail,Jewellers,Property Risks,1,USD,5506.1575,616.918,1,5506.1575,JM706XANFJ,0.0865,63655
ZX148F11,ZX148F11ANFD,2011,Art Dealers,Jewellers,Property Risks,0.67,GBP,4552.5041,0,0.67,3050.177747,ZX148FANFD,0.025,182100.164
L3089V11,L3089V11ANFJ,2011,Jewellers - Retail,Jewellers,Property Risks,1,USD,212062.5047,4792.0545,1,212062.5047,L3089VANFJ,0.45000001,471250
L3089V11,L3089V11ANUJ,2011,Jewellers Block & Homeowners US Terrorism (TRIA),Jewellers,Property Risks,1,USD,1631.25,0,1,1631.25,L3089VANUJ,0.45000001,3624.999919
B6055G11,B6055G11ANFJ,2011,Jewellers - Retail,Jewellers,Property Risks,1,GBP,1111295.514,465054.5508,1,1111295.514,B6055GANFJ,0.65000002,1709685.354
B6055G11,B6055G11ANUJ,2011,Jewellers Block & Homeowners US Terrorism (TRIA),Jewellers,Property Risks,1,GBP,0,0,1,0,B6055GANUJ,0.65000002,0
JD217V11,JD217V11ANFJ,2011,Jewellers - Retail,Jewellers,Property Risks,0,USD,17474.4046,23643.3339,1,17474.4046,JD217VANFJ,0.07353,237650.0014
L0662H11,L0662H11ANFJ,2011,Jewellers - Retail,Jewellers,Property Risks,1,GBP,170259.375,18384.1741,1,170259.375,L0662HANFJ,0.75,227012.5
L3133K11,L3133K11ANUJ,2011,Jewellers Block & Homeowners US Terrorism (TRIA),Jewellers,Property Risks,1,GBP,0,0,1,0,L3133KANUJ,1,0
L0981K11,L0981K11KNFJ,2011,Jewellers - Retail,Jewellers,Property Risks,1,GBP,0,0,1,0,L0981KKNFJ,0.735,0
L0981K11,L0981K11BNFJ,2011,Jewellers - Retail,Jewellers,Property Risks,1,GBP,127639.4592,31002.1533,1,127639.4592,L0981KBNFJ,0.735,173659.1282
L0981K11,L0981K11BNUJ,2011,Jewellers Block & Homeowners US Terrorism (TRIA),Jewellers,Property Risks,1,GBP,0,0,1,0,L0981KBNUJ,0.735,0
L0981K11,L0981K11KNUJ,2011,Jewellers Block & Homeowners US Terrorism (TRIA),Jewellers,Property Risks,1,GBP,0,0,1,0,L0981KKNUJ,0.735,0
L3105J11,L3105J11ANUJ,2011,Jewellers Block & Homeowners US Terrorism (TRIA),Jewellers,Property Risks,1,EUR,0,0,1,0,L3105JANUJ,1,0
L3105J11,L3105J11ANFJ,2011,Jewellers - Retail,Jewellers,Property Risks,1,EUR,78696.575,0,1,78696.575,L3105JANFJ,1,78696.575
L3133K11,L3133K11ANFJ,2011,Jewellers - Retail,Jewellers,Property Risks,1,GBP,92075,0,1,92075,L3133KANFJ,1,92075
L0981K11,L0981K11DNFJ,2011,Jewellers - Retail,Jewellers,Property Risks,1,GBP,940796.6599,2519694.101,1,940796.6599,L0981KDNFJ,0.735,1279995.456
L0981K11,L0981K11ENFJ,2011,Jewellers - Retail,Jewellers,Property Risks,1,GBP,935618.9877,244062.9459,1,935618.9877,L0981KENFJ,0.735,1272951.004
L0981K11,L0981K11FNFJ,2011,Jewellers - Retail,Jewellers,Property Risks,1.05,GBP,290844.8411,49232.1228,1.05,305387.0832,L0981KFNFJ,0.735,395707.2668
L0981K11,L0981K11GNFJ,2011,Jewellers - Retail,Jewellers,Property Risks,1,GBP,340511.9187,185764.7379,1,340511.9187,L0981KGNFJ,0.735,463281.522
L0981K11,L0981K11HNFJ,2011,Jewellers - Retail,Jewellers,Property Risks,1,GBP,119714.9625,34570.5868,1,119714.9625,L0981KHNFJ,0.735,162877.5
L0981K11,L0981K11INFJ,2011,Jewellers - Retail,Jewellers,Property Risks,1,EUR,277532.0464,55171.6906,1,277532.0464,L0981KINFJ,0.73900001,375550.802
L0981K11,L0981K11ANUJ,2011,Jewellers Block & Homeowners US Terrorism (TRIA),Jewellers,Property Risks,1.05,GBP,0,0,1.05,0,L0981KANUJ,0.73900001,0
L0981K11,L0981K11ANFJ,2011,Jewellers - Retail,Jewellers,Property Risks,1.05,GBP,46555.8189,33987.8481,1.05,48883.60985,L0981KANFJ,0.735,63341.2502
L0981K11,L0981K11CNFJ,2011,Jewellers - Retail,Jewellers,Property Risks,1.03,EUR,937937.6666,1047022.101,1.03,966075.7966,L0981KCNFJ,0.735,1276105.669
L0981K11,L0981K11CNUJ,2011,Jewellers Block & Homeowners US Terrorism (TRIA),Jewellers,Property Risks,1.03,EUR,2842.2354,0,1.03,2927.502462,L0981KCNUJ,0.735,3866.986939
L0981K11,L0981K11FNXJ,2011,Jewellers Block & Homeowners Australian Terrorism,Jewellers,Property Risks,1.05,GBP,0,0,1.05,0,L0981KFNXJ,0.735,0
B7062G11,B7062G11ANUJ,2011,Jewellers Block & Homeowners US Terrorism (TRIA),Jewellers,Property Risks,1,USD,0,0,1,0,B7062GANUJ,0.15,0
B7062G11,B7062G11ANFJ,2011,Jewellers - Retail,Jewellers,Property Risks,1,USD,52500,93227.6281,1,52500,B7062GANFJ,0.15,350000
JB155N11,JB155N11ANFJ,2011,Jewellers - Retail,Jewellers,Property Risks,1,EUR,19462.9557,4328.2641,1,19462.9557,JB155NANFJ,0.119318,163118.3535
B6118B12,B6118B12ANUJ,2012,Fine Art & Specie TRIA,Fine Art and Specie,Property Risks,1,USD,280,0,1,280,B6118BANUJ,0.08,3500
B6118B12,B6118B12ANFR,2012,Fine Art,Fine Art and Specie,Property Risks,1,USD,226132.984,73604.4209,1,226132.984,B6118BANFR,0.08,2826662.3
B2159X12,B2159X12ANFD,2012,Art Dealers,Jewellers,Property Risks,1.03,GBP,116050.06,15746.73,1.03,119531.5618,B2159XANFD,1,116050.06
K1687V12,K1687V12ANFJ,2012,Jewellers - Retail,Jewellers,Property Risks,0.9,GBP,23338.8687,1317.7835,0.9,21004.98183,K1687VANFJ,0.3332,70044.62395
JU930E12,JU930E12ANFJ,2012,Jewellers - Retail,Jewellers,Property Risks,1,GBP,7818.7702,0,1,7818.7702,JU930EANFJ,0.14545,53755.72499
B5980B12,B5980B12ANFJ,2012,Jewellers - Retail,Jewellers,Property Risks,1,GBP,883919.9779,866601.7212,1,883919.9779,B5980BANFJ,0.79999998,1104900
B5980B12,B5980B12ANUJ,2012,Jewellers Block & Homeowners US Terrorism (TRIA),Jewellers,Property Risks,1,GBP,0,0,1,0,B5980BANUJ,0.79999998,0
B6950C12,B6950C12ANFR,2012,Fine Art,Fine Art and Specie,Property Risks,1,GBP,28892.5,950.1416,1,28892.5,B6950CANFR,0.1,288925
L0983G12,L0983G12ANFJ,2012,Jewellers - Retail,Jewellers,Property Risks,1.03,GBP,321847.3688,0,1.03,331502.7899,L0983GANFJ,0.5,643694.7376
B0996C12,B0996C12ANFJ,2012,Jewellers - Retail,Jewellers,Property Risks,1.03,GBP,7594618.915,5556838.528,1.03,7822457.482,B0996CANFJ,0.71496001,10622438.75
B6950C12,B6950C12ANUJ,2012,Fine Art & Specie TRIA,Fine Art and Specie,Property Risks,1,GBP,0,0,1,0,B6950CANUJ,0.095238,0
J9999A12,J9999A12BFFJ,2012,Jewellers - Retail,Jewellers,Property Risks,1,USD,0,0,1,0,J9999ABFFJ,1,0
B6115V12,B6115V12ANFR,2012,Fine Art,Fine Art and Specie,Property Risks,1,USD,42259.725,33536.1178,1,42259.725,B6115VANFR,0.062607,675000
B6115V12,B6115V12ANUJ,2012,Fine Art & Specie TRIA,Fine Art and Specie,Property Risks,1,USD,0,0,1,0,B6115VANUJ,0.06261,0
B7026V12,B7026V12ANUJ,2012,Jewellers Block & Homeowners US Terrorism (TRIA),Jewellers,Property Risks,1.03,USD,1591.375,0,1.03,1639.11625,B7026VANUJ,0.439,3625
B7026V12,B7026V12ANFJ,2012,Jewellers - Retail,Jewellers,Property Risks,1.03,USD,222139.0814,71512.3143,1.03,228803.2538,B7026VANFJ,0.439,506011.5749
J1194J12,J1194J12ANFJ,2012,Jewellers - Retail,Jewellers,Property Risks,0.85,GBP,9719.216,0,0.85,8261.3336,J1194JANFJ,0.25,38876.864
B1575J12,B1575J12ANFJ,2012,Jewellers - Retail,Jewellers,Property Risks,1,GBP,186549.4745,6464.4651,1,186549.4745,B1575JANFJ,1,186549.4745
JU857B12,JU857B12ANFJ,2012,Jewellers - Retail,Jewellers,Property Risks,1.35,USD,3327.75,0,1.35,4492.4625,JU857BANFJ,0.1,33277.5
JX851H12,JX851H12ANFJ,2012,Jewellers - Retail,Jewellers,Property Risks,1,USD,7250,0,1,7250,JX851HANFJ,0.125,58000
JG518A12,JG518A12ANFJ,2012,Jewellers - Retail,Jewellers,Property Risks,0,USD,5045.502,0,1,5045.502,JG518AANFJ,0.0938,53790
F8601Q12,F8601Q12ANUJ,2012,Jewellers Block & Homeowners US Terrorism (TRIA),Jewellers,Property Risks,1.097080002,EUR,37432.433,0,1.097080002,41066.37366,F8601QANUJ,0.38,98506.40263
F8601Q12,F8601Q12BNFJ,2012,Jewellers - Retail,Jewellers,Property Risks,1.176256027,EUR,284820.7186,0,1.176256027,335022.0869,F8601QBNFJ,0.39,730309.5349
F8601Q12,F8601Q12ANFJ,2012,Jewellers - Retail,Jewellers,Property Risks,1.097080002,EUR,820821.4833,0,1.097080002,900506.8344,F8601QANFJ,0.38,2160056.535
B2026C12,B2026C12HFFJ,2012,Jewellers - Retail,Jewellers,Property Risks,1,GBP,175440.0869,0,1,175440.0869,B2026CHFFJ,0.3333,526372.898
L4216S12,L4216S12ANFJ,2012,Jewellers - Retail,Jewellers,Property Risks,0,USD,84281.25,72022.1876,1,84281.25,L4216SANFJ,1,84281.25
L4216S12,L4216S12ANUJ,2012,Jewellers Block & Homeowners US Terrorism (TRIA),Jewellers,Property Risks,0,USD,0,0,1,0,L4216SANUJ,1,0
ZE483F12,ZE483F12ANFJ,2012,Jewellers - Retail,Jewellers,Property Risks,0,USD,0,0,1,0,ZE483FANFJ,0.125,0
JN590Q12,JN590Q12ANFJ,2012,Jewellers - Retail,Jewellers,Property Risks,1,GBP,1988.3438,0,1,1988.3438,JN590QANFJ,0.125,15906.7504
JJ545K12,JJ545K12ANFJ,2012,Jewellers - Retail,Jewellers,Property Risks,0,USD,4829.2976,0,1,4829.2976,JJ545KANFJ,0.09999995,48293.00015
JK542E12,JK542E12ANFJ,2012,Jewellers - Retail,Jewellers,Property Risks,0,USD,3223.6029,0,1,3223.6029,JK542EANFJ,0.075,42981.372
F8596S12,F8596S12ANFJ,2012,Jewellers - Retail,Jewellers,Property Risks,1,GBP,49774.128,0,1,49774.128,F8596SANFJ,0.355556,139989.56
F8596S12,F8596S12ANUJ,2012,Jewellers Block & Homeowners US Terrorism (TRIA),Jewellers,Property Risks,1,GBP,225.7781,0,1,225.7781,F8596SANUJ,0.355556,635.0001125
L0981K11,L0981K11JNFJ,2011,Jewellers - Retail,Jewellers,Property Risks,1.05,GBP,19952.4939,4694.3202,1.05,20950.1186,L0981KJNFJ,0.735,27146.2502
L0981K11,L0981K11SNFJ,2011,Jewellers - Retail,Jewellers,Property Risks,1,EUR,100525.3767,31911.374,1,100525.3767,L0981KSNFJ,0.735,136769.22
L0981K11,L0981K11JNUJ,2011,Jewellers Block & Homeowners US Terrorism (TRIA),Jewellers,Property Risks,1.05,GBP,0,0,1.05,0,L0981KJNUJ,0.735,0
L0981K11,L0981K11MNFJ,2011,Jewellers - Retail,Jewellers,Property Risks,1,GBP,494201.3224,665345.9978,1,494201.3224,L0981KMNFJ,0.735,672382.7516
L0981K11,L0981K11PNFJ,2011,Jewellers - Retail,Jewellers,Property Risks,1.05,GBP,57913.4432,59083.0819,1.05,60809.11536,L0981KPNFJ,0.735,78793.80027
L0981K11,L0981K11QNFJ,2011,Jewellers - Retail,Jewellers,Property Risks,1,GBP,158701.4701,825770.567,1,158701.4701,L0981KQNFJ,0.735,215920.3675
L0981K11,L0981K11NNFJ,2011,Jewellers - Retail,Jewellers,Property Risks,1,GBP,167643.5128,163586.3481,1,167643.5128,L0981KNNFJ,0.735,228086.412
L0981K11,L0981K11PNXJ,2011,Jewellers Block & Homeowners Australian Terrorism,Jewellers,Property Risks,1.05,GBP,0,0,1.05,0,L0981KPNXJ,0.735,0
L3089V11,L3089V11BNUJ,2011,Jewellers Block & Homeowners US Terrorism (TRIA),Jewellers,Property Risks,0,USD,0,0,1,0,L3089VBNUJ,0.45000001,0
L4237S12,L4237S12ANFJ,2012,Jewellers - Retail,Jewellers,Property Risks,0,USD,50286.5638,13443.0874,1,50286.5638,L4237SANFJ,0.04091,1229199.8
ZF622G12,ZF622G12ANFJ,2012,Jewellers - Retail,Jewellers,Property Risks,0,USD,0,0,1,0,ZF622GANFJ,0.05,0
ZG508K12,ZG508K12ANFJ,2012,Jewellers - Retail,Jewellers,Property Risks,0,USD,0,0,1,0,ZG508KANFJ,0.05,0
J2960B12,J2960B12ANFJ,2012,Jewellers - Retail,Jewellers,Property Risks,1,GBP,5687.0145,0,1,5687.0145,J2960BANFJ,0.33334,17060.70229
JM706X12,JM706X12ANFJ,2012,Jewellers - Retail,Jewellers,Property Risks,1,USD,5450.26,0,1,5450.26,JM706XANFJ,0.1,54502.6
ZG509Z12,ZG509Z12ANFJ,2012,Jewellers - Retail,Jewellers,Property Risks,0,USD,0,0,1,0,ZG509ZANFJ,0.05,0
JE749Q12,JE749Q12ANFJ,2012,Jewellers - Retail,Jewellers,Property Risks,1,USD,5241.4782,2742.1876,1,5241.4782,JE749QANFJ,0.075,69886.376
ZG511Z12,ZG511Z12ANFJ,2012,Jewellers - Retail,Jewellers,Property Risks,0,USD,0,0,1,0,ZG511ZANFJ,0.05,0
ZG512G12,ZG512G12ANFJ,2012,Jewellers - Retail,Jewellers,Property Risks,0,USD,0,0,1,0,ZG512GANFJ,0.05,0
JN371E12,JN371E12ANFJ,2012,Jewellers - Retail,Jewellers,Property Risks,0,USD,15200,0,1,15200,JN371EANFJ,0.2,76000
B6055G12,B6055G12ANFJ,2012,Jewellers - Retail,Jewellers,Property Risks,1,GBP,551450.3412,227552.7928,1,551450.3412,B6055GANFJ,0.33330001,1654516.426
B6055G12,B6055G12ANUJ,2012,Jewellers Block & Homeowners US Terrorism (TRIA),Jewellers,Property Risks,1,GBP,0,0,1,0,B6055GANUJ,0.33330001,0
B6055G12,B6055G12BNFJ,2012,Jewellers - Retail,Jewellers,Property Risks,1,GBP,14665.3743,0,1,14665.3743,B6055GBNFJ,0.25,58661.4972
L3089V12,L3089V12INUJ,2012,Jewellers Block & Homeowners US Terrorism (TRIA),Jewellers,Property Risks,1,USD,0,0,1,0,L3089VINUJ,0.45,0
L0663V12,L0663V12ANFJ,2012,Jewellers - Retail,Jewellers,Property Risks,1,GBP,57172.8672,1606.9912,1,57172.8672,L0663VANFJ,0.62093801,92074.99989
L0663V12,L0663V12ANUJ,2012,Jewellers Block & Homeowners US Terrorism (TRIA),Jewellers,Property Risks,1,GBP,578.0469,0,1,578.0469,L0663VANUJ,0.6278,920.7500796
L3089V12,L3089V12ANFJ,2012,Jewellers - Retail,Jewellers,Property Risks,1,USD,228375.0102,17100.864,1,228375.0102,L3089VANFJ,0.45000002,507500.0001
L3089V12,L3089V12ANUJ,2012,Jewellers Block & Homeowners US Terrorism (TRIA),Jewellers,Property Risks,1,USD,0,0,1,0,L3089VANUJ,0.45000002,0
L3089V12,L3089V12INFJ,2012,Jewellers - Retail,Jewellers,Property Risks,1,USD,0,6080.5,1,0,L3089VINFJ,0.5,0
JP389S12,JP389S12ANFJ,2012,Jewellers - Retail,Jewellers,Property Risks,0,USD,1724.3676,0,1,1724.3676,JP389SANFJ,0.5,3448.7352
ZH374L12,ZH374L12ANFJ,2012,Jewellers - Retail,Jewellers,Property Risks,0,USD,0,0,1,0,ZH374LANFJ,0.04091,0
ZH373D12,ZH373D12ANFJ,2012,Jewellers - Retail,Jewellers,Property Risks,0,USD,0,0,1,0,ZH373DANFJ,0.04091,0
JD217V12,JD217V12ANFJ,2012,Jewellers - Retail,Jewellers,Property Risks,1.09,USD,17292.2108,23331.5477,1.09,18848.50977,JD217VANFJ,0.070094,246700.2996
ZH335V12,ZH335V12ANFJ,2012,Jewellers - Retail,Jewellers,Property Risks,0,USD,0,0,1,0,ZH335VANFJ,0.04091,0
L0981K12,L0981K12BNUJ,2012,Jewellers Block & Homeowners US Terrorism (TRIA),Jewellers,Property Risks,1,GBP,0,0,1,0,L0981KBNUJ,0.735,0
