coverage_label,coverage_name,us_international,product,class,surcharge
Employee Benefits Liability,employee_benefits_liability,US,Misc Med,Locum Tenens/Physician Staffing,0.005
Punitive Damages,punitive_damages,US,Misc Med,Locum Tenens/Physician Staffing,0.1
Professional Liability/Medical Malpractice,professional_liability,International,Misc Med,Locum Tenens/Physician Staffing,1.0
General Liability/Public Liability,general_liability,International,Misc Med,Locum Tenens/Physician Staffing,0.05
Product Liability,product_liability,International,Misc Med,Locum Tenens/Physician Staffing,0.01
E&O/Professional Indemnity,eo,International,Misc Med,Locum Tenens/Physician Staffing,0.07
Employers Liability,employers_liability,International,Misc Med,Locum Tenens/Physician Staffing,0.05
Stop Gap,stop_gap,International,Misc Med,Locum Tenens/Physician Staffing,0.0
Sexual Abuse,sexual_abuse,International,Misc Med,Locum Tenens/Physician Staffing,0.05
TRIA,tria,International,Misc Med,Locum Tenens/Physician Staffing,0.0
Employee Benefits Liability,employee_benefits_liability,International,Misc Med,Locum Tenens/Physician Staffing,0.005
Punitive Damages,punitive_damages,International,Misc Med,Locum Tenens/Physician Staffing,0.1
Professional Liability,professional_liability,US,Misc Med,Long-term Care,1.0
General Liability,general_liability,US,Misc Med,Long-term Care,0.07
Product Liability,product_liability,US,Misc Med,Long-term Care,0.02
E&O,eo,US,Misc Med,Long-term Care,0.05
Employers Liability,employers_liability,US,Misc Med,Long-term Care,0.05
Stop Gap,stop_gap,US,Misc Med,Long-term Care,0.01
Sexual Abuse,sexual_abuse,US,Misc Med,Long-term Care,0.05
TRIA,tria,US,Misc Med,Long-term Care,0.02
Employee Benefits Liability,employee_benefits_liability,US,Misc Med,Long-term Care,0.005
Punitive Damages,punitive_damages,US,Misc Med,Long-term Care,0.1
Professional Liability/Medical Malpractice,professional_liability,International,Misc Med,Long-term Care,1.0
General Liability/Public Liability,general_liability,International,Misc Med,Long-term Care,0.07
Product Liability,product_liability,International,Misc Med,Long-term Care,0.02
E&O/Professional Indemnity,eo,International,Misc Med,Long-term Care,0.05
Employers Liability,employers_liability,International,Misc Med,Long-term Care,0.05
Stop Gap,stop_gap,International,Misc Med,Long-term Care,0.0
Sexual Abuse,sexual_abuse,International,Misc Med,Long-term Care,0.1
TRIA,tria,International,Misc Med,Long-term Care,0.0
Employee Benefits Liability,employee_benefits_liability,International,Misc Med,Long-term Care,0.005
Punitive Damages,punitive_damages,International,Misc Med,Long-term Care,0.1
Professional Liability,professional_liability,US,Misc Med,Medi Spas,1.0
General Liability,general_liability,US,Misc Med,Medi Spas,0.1
Product Liability,product_liability,US,Misc Med,Medi Spas,0.02
E&O,eo,US,Misc Med,Medi Spas,0.05
Employers Liability,employers_liability,US,Misc Med,Medi Spas,0.05
Stop Gap,stop_gap,US,Misc Med,Medi Spas,0.01
Sexual Abuse,sexual_abuse,US,Misc Med,Medi Spas,0.1
TRIA,tria,US,Misc Med,Medi Spas,0.02
Employee Benefits Liability,employee_benefits_liability,US,Misc Med,Medi Spas,0.005
Punitive Damages,punitive_damages,US,Misc Med,Medi Spas,0.1
Professional Liability/Medical Malpractice,professional_liability,International,Misc Med,Medi Spas,1.0
General Liability/Public Liability,general_liability,International,Misc Med,Medi Spas,0.1
Product Liability,product_liability,International,Misc Med,Medi Spas,0.02
E&O/Professional Indemnity,eo,International,Misc Med,Medi Spas,0.05
Employers Liability,employers_liability,International,Misc Med,Medi Spas,0.05
Stop Gap,stop_gap,International,Misc Med,Medi Spas,0.0
Sexual Abuse,sexual_abuse,International,Misc Med,Medi Spas,0.1
TRIA,tria,International,Misc Med,Medi Spas,0.0
Employee Benefits Liability,employee_benefits_liability,International,Misc Med,Medi Spas,0.005
Punitive Damages,punitive_damages,International,Misc Med,Medi Spas,0.1
Professional Liability,professional_liability,US,Misc Med,Medical Cannabis,1.0
General Liability,general_liability,US,Misc Med,Medical Cannabis,0.1
Product Liability,product_liability,US,Misc Med,Medical Cannabis,0.15
E&O,eo,US,Misc Med,Medical Cannabis,0.0
Sexual Abuse,sexual_abuse,US,Misc Med,Medical Cannabis,0.05
TRIA,tria,US,Misc Med,Medical Cannabis,0.02
Stop Gap,stop_gap,US,Misc Med,Medical Cannabis,0.01
Employers Liability,employers_liability,US,Misc Med,Medical Cannabis,0.05
Employee Benefits Liability,employee_benefits_liability,US,Misc Med,Medical Cannabis,0.005
Punitive Damages,punitive_damages,US,Misc Med,Medical Cannabis,0.1
Professional Liability/Medical Malpractice,professional_liability,International,Misc Med,Medical Cannabis,1.0
General Liability/Public Liability,general_liability,International,Misc Med,Medical Cannabis,0.1
Product Liability,product_liability,International,Misc Med,Medical Cannabis,0.15
E&O/Professional Indemnity,eo,International,Misc Med,Medical Cannabis,0.0
Sexual Abuse,sexual_abuse,International,Misc Med,Medical Cannabis,0.05
TRIA,tria,International,Misc Med,Medical Cannabis,0.0
Stop Gap,stop_gap,International,Misc Med,Medical Cannabis,0.0
Employers Liability,employers_liability,International,Misc Med,Medical Cannabis,0.05
Employee Benefits Liability,employee_benefits_liability,International,Misc Med,Medical Cannabis,0.005
Punitive Damages,punitive_damages,International,Misc Med,Medical Cannabis,0.1
Professional Liability,professional_liability,US,Misc Med,Military Medicine,1.0
General Liability,general_liability,US,Misc Med,Military Medicine,0.05
Product Liability,product_liability,US,Misc Med,Military Medicine,0.01
E&O,eo,US,Misc Med,Military Medicine,0.1
Employers Liability,employers_liability,US,Misc Med,Military Medicine,0.05
Stop Gap,stop_gap,US,Misc Med,Military Medicine,0.01
Sexual Abuse,sexual_abuse,US,Misc Med,Military Medicine,0.05
TRIA,tria,US,Misc Med,Military Medicine,0.02
Employee Benefits Liability,employee_benefits_liability,US,Misc Med,Military Medicine,0.005
Punitive Damages,punitive_damages,US,Misc Med,Military Medicine,0.1
Professional Liability/Medical Malpractice,professional_liability,International,Misc Med,Military Medicine,1.0
General Liability/Public Liability,general_liability,International,Misc Med,Military Medicine,0.05
Product Liability,product_liability,International,Misc Med,Military Medicine,0.01
E&O/Professional Indemnity,eo,International,Misc Med,Military Medicine,0.1
Employers Liability,employers_liability,International,Misc Med,Military Medicine,0.05
Stop Gap,stop_gap,International,Misc Med,Military Medicine,0.0
Sexual Abuse,sexual_abuse,International,Misc Med,Military Medicine,0.05
TRIA,tria,International,Misc Med,Military Medicine,0.0
Employee Benefits Liability,employee_benefits_liability,International,Misc Med,Military Medicine,0.005
Punitive Damages,punitive_damages,International,Misc Med,Military Medicine,0.1
Professional Liability,professional_liability,US,Virtual Care,Mobile Health (mHealth),1.0
General Liability,general_liability,US,Virtual Care,Mobile Health (mHealth),0.05
Product Liability,product_liability,US,Virtual Care,Mobile Health (mHealth),0.03
E&O,eo,US,Virtual Care,Mobile Health (mHealth),0.1
Sexual Abuse,sexual_abuse,US,Virtual Care,Mobile Health (mHealth),0.1
TRIA,tria,US,Virtual Care,Mobile Health (mHealth),0.02
Stop Gap,stop_gap,US,Virtual Care,Mobile Health (mHealth),0.01
Employers Liability,employers_liability,US,Virtual Care,Mobile Health (mHealth),0.0
Employee Benefits Liability,employee_benefits_liability,US,Virtual Care,Mobile Health (mHealth),0.005
Punitive Damages,punitive_damages,US,Virtual Care,Mobile Health (mHealth),0.0
Professional Liability/Medical Malpractice,professional_liability,International,Virtual Care,Mobile Health (mHealth),1.0
General Liability/Public Liability,general_liability,International,Virtual Care,Mobile Health (mHealth),0.05
Product Liability,product_liability,International,Virtual Care,Mobile Health (mHealth),0.03
E&O/Professional Indemnity,eo,International,Virtual Care,Mobile Health (mHealth),0.1
Sexual Abuse,sexual_abuse,International,Virtual Care,Mobile Health (mHealth),0.1
TRIA,tria,International,Virtual Care,Mobile Health (mHealth),0.0
Stop Gap,stop_gap,International,Virtual Care,Mobile Health (mHealth),0.0
Employers Liability,employers_liability,International,Virtual Care,Mobile Health (mHealth),0.05
Employee Benefits Liability,employee_benefits_liability,International,Virtual Care,Mobile Health (mHealth),0.005
Punitive Damages,punitive_damages,International,Virtual Care,Mobile Health (mHealth),0.0
Professional Liability,professional_liability,US,Misc Med,Occupational Healthcare,1.0
General Liability,general_liability,US,Misc Med,Occupational Healthcare,0.06
Product Liability,product_liability,US,Misc Med,Occupational Healthcare,0.01
E&O,eo,US,Misc Med,Occupational Healthcare,0.05
Employers Liability,employers_liability,US,Misc Med,Occupational Healthcare,0.05
Stop Gap,stop_gap,US,Misc Med,Occupational Healthcare,0.01
Sexual Abuse,sexual_abuse,US,Misc Med,Occupational Healthcare,0.05
TRIA,tria,US,Misc Med,Occupational Healthcare,0.02
Employee Benefits Liability,employee_benefits_liability,US,Misc Med,Occupational Healthcare,0.005
Punitive Damages,punitive_damages,US,Misc Med,Occupational Healthcare,0.1
Professional Liability/Medical Malpractice,professional_liability,International,Misc Med,Occupational Healthcare,1.0
General Liability/Public Liability,general_liability,International,Misc Med,Occupational Healthcare,0.06
Product Liability,product_liability,International,Misc Med,Occupational Healthcare,0.01
E&O/Professional Indemnity,eo,International,Misc Med,Occupational Healthcare,0.05
Employers Liability,employers_liability,International,Misc Med,Occupational Healthcare,0.05
Stop Gap,stop_gap,International,Misc Med,Occupational Healthcare,0.0
Sexual Abuse,sexual_abuse,International,Misc Med,Occupational Healthcare,0.05
TRIA,tria,International,Misc Med,Occupational Healthcare,0.0
Employee Benefits Liability,employee_benefits_liability,International,Misc Med,Occupational Healthcare,0.005
Punitive Damages,punitive_damages,International,Misc Med,Occupational Healthcare,0.1
Professional Liability,professional_liability,US,Misc Med,Outpatient - Alcohol & Drug Rehabilitation,1.0
General Liability,general_liability,US,Misc Med,Outpatient - Alcohol & Drug Rehabilitation,0.1
Product Liability,product_liability,US,Misc Med,Outpatient - Alcohol & Drug Rehabilitation,0.02
E&O,eo,US,Misc Med,Outpatient - Alcohol & Drug Rehabilitation,0.05
Employers Liability,employers_liability,US,Misc Med,Outpatient - Alcohol & Drug Rehabilitation,0.05
Stop Gap,stop_gap,US,Misc Med,Outpatient - Alcohol & Drug Rehabilitation,0.01
Sexual Abuse,sexual_abuse,US,Misc Med,Outpatient - Alcohol & Drug Rehabilitation,0.1
TRIA,tria,US,Misc Med,Outpatient - Alcohol & Drug Rehabilitation,0.02
Employee Benefits Liability,employee_benefits_liability,US,Misc Med,Outpatient - Alcohol & Drug Rehabilitation,0.005
Punitive Damages,punitive_damages,US,Misc Med,Outpatient - Alcohol & Drug Rehabilitation,0.1
Professional Liability/Medical Malpractice,professional_liability,International,Misc Med,Outpatient - Alcohol & Drug Rehabilitation,1.0
General Liability/Public Liability,general_liability,International,Misc Med,Outpatient - Alcohol & Drug Rehabilitation,0.1
Product Liability,product_liability,International,Misc Med,Outpatient - Alcohol & Drug Rehabilitation,0.02
E&O/Professional Indemnity,eo,International,Misc Med,Outpatient - Alcohol & Drug Rehabilitation,0.05
Employers Liability,employers_liability,International,Misc Med,Outpatient - Alcohol & Drug Rehabilitation,0.05
Stop Gap,stop_gap,International,Misc Med,Outpatient - Alcohol & Drug Rehabilitation,0.0
Sexual Abuse,sexual_abuse,International,Misc Med,Outpatient - Alcohol & Drug Rehabilitation,0.1
TRIA,tria,International,Misc Med,Outpatient - Alcohol & Drug Rehabilitation,0.0
Employee Benefits Liability,employee_benefits_liability,International,Misc Med,Outpatient - Alcohol & Drug Rehabilitation,0.005
Punitive Damages,punitive_damages,International,Misc Med,Outpatient - Alcohol & Drug Rehabilitation,0.1
Professional Liability,professional_liability,US,Misc Med,Outpatient - Mental Health,1.0
General Liability,general_liability,US,Misc Med,Outpatient - Mental Health,0.06
Product Liability,product_liability,US,Misc Med,Outpatient - Mental Health,0.01
E&O,eo,US,Misc Med,Outpatient - Mental Health,0.05
Employers Liability,employers_liability,US,Misc Med,Outpatient - Mental Health,0.05
Stop Gap,stop_gap,US,Misc Med,Outpatient - Mental Health,0.01
Sexual Abuse,sexual_abuse,US,Misc Med,Outpatient - Mental Health,0.1
TRIA,tria,US,Misc Med,Outpatient - Mental Health,0.02
Employee Benefits Liability,employee_benefits_liability,US,Misc Med,Outpatient - Mental Health,0.005
Punitive Damages,punitive_damages,US,Misc Med,Outpatient - Mental Health,0.1
Professional Liability/Medical Malpractice,professional_liability,International,Misc Med,Outpatient - Mental Health,1.0
General Liability/Public Liability,general_liability,International,Misc Med,Outpatient - Mental Health,0.06
Product Liability,product_liability,International,Misc Med,Outpatient - Mental Health,0.01
E&O/Professional Indemnity,eo,International,Misc Med,Outpatient - Mental Health,0.05
Employers Liability,employers_liability,International,Misc Med,Outpatient - Mental Health,0.05
Stop Gap,stop_gap,International,Misc Med,Outpatient - Mental Health,0.0
Sexual Abuse,sexual_abuse,International,Misc Med,Outpatient - Mental Health,0.1
TRIA,tria,International,Misc Med,Outpatient - Mental Health,0.0
Employee Benefits Liability,employee_benefits_liability,International,Misc Med,Outpatient - Mental Health,0.005
Punitive Damages,punitive_damages,International,Misc Med,Outpatient - Mental Health,0.1
Professional Liability,professional_liability,US,Misc Med,Outpatient - Troubled Youth,1.0
General Liability,general_liability,US,Misc Med,Outpatient - Troubled Youth,0.1
Product Liability,product_liability,US,Misc Med,Outpatient - Troubled Youth,0.01
E&O,eo,US,Misc Med,Outpatient - Troubled Youth,0.07
Sexual Abuse,sexual_abuse,US,Misc Med,Outpatient - Troubled Youth,0.1
TRIA,tria,US,Misc Med,Outpatient - Troubled Youth,0.02
Stop Gap,stop_gap,US,Misc Med,Outpatient - Troubled Youth,0.01
Employers Liability,employers_liability,US,Misc Med,Outpatient - Troubled Youth,0.05
Employee Benefits Liability,employee_benefits_liability,US,Misc Med,Outpatient - Troubled Youth,0.005
Punitive Damages,punitive_damages,US,Misc Med,Outpatient - Troubled Youth,0.1
Professional Liability/Medical Malpractice,professional_liability,International,Misc Med,Outpatient - Troubled Youth,1.0
General Liability/Public Liability,general_liability,International,Misc Med,Outpatient - Troubled Youth,0.1
Product Liability,product_liability,International,Misc Med,Outpatient - Troubled Youth,0.01
E&O/Professional Indemnity,eo,International,Misc Med,Outpatient - Troubled Youth,0.07
Sexual Abuse,sexual_abuse,International,Misc Med,Outpatient - Troubled Youth,0.1
TRIA,tria,International,Misc Med,Outpatient - Troubled Youth,0.0
Stop Gap,stop_gap,International,Misc Med,Outpatient - Troubled Youth,0.0
Employers Liability,employers_liability,International,Misc Med,Outpatient - Troubled Youth,0.05
Employee Benefits Liability,employee_benefits_liability,International,Misc Med,Outpatient - Troubled Youth,0.005
Punitive Damages,punitive_damages,International,Misc Med,Outpatient - Troubled Youth,0.1
Professional Liability,professional_liability,US,Misc Med,Pharmacy/Infusion Services,1.0
General Liability,general_liability,US,Misc Med,Pharmacy/Infusion Services,0.07
Product Liability,product_liability,US,Misc Med,Pharmacy/Infusion Services,0.05
E&O,eo,US,Misc Med,Pharmacy/Infusion Services,0.05
Employers Liability,employers_liability,US,Misc Med,Pharmacy/Infusion Services,0.05
Stop Gap,stop_gap,US,Misc Med,Pharmacy/Infusion Services,0.01
Sexual Abuse,sexual_abuse,US,Misc Med,Pharmacy/Infusion Services,0.05
TRIA,tria,US,Misc Med,Pharmacy/Infusion Services,0.02
Employee Benefits Liability,employee_benefits_liability,US,Misc Med,Pharmacy/Infusion Services,0.005
Punitive Damages,punitive_damages,US,Misc Med,Pharmacy/Infusion Services,0.1
Professional Liability/Medical Malpractice,professional_liability,International,Misc Med,Pharmacy/Infusion Services,1.0
General Liability/Public Liability,general_liability,International,Misc Med,Pharmacy/Infusion Services,0.07
Product Liability,product_liability,International,Misc Med,Pharmacy/Infusion Services,0.05
E&O/Professional Indemnity,eo,International,Misc Med,Pharmacy/Infusion Services,0.05
Employers Liability,employers_liability,International,Misc Med,Pharmacy/Infusion Services,0.05
Stop Gap,stop_gap,International,Misc Med,Pharmacy/Infusion Services,0.0
Sexual Abuse,sexual_abuse,International,Misc Med,Pharmacy/Infusion Services,0.05
TRIA,tria,International,Misc Med,Pharmacy/Infusion Services,0.0
Employee Benefits Liability,employee_benefits_liability,International,Misc Med,Pharmacy/Infusion Services,0.005
Punitive Damages,punitive_damages,International,Misc Med,Pharmacy/Infusion Services,0.1
Professional Liability,professional_liability,US,Misc Med,Post Mortem Services,1.0
General Liability,general_liability,US,Misc Med,Post Mortem Services,0.07
Product Liability,product_liability,US,Misc Med,Post Mortem Services,0.05
E&O,eo,US,Misc Med,Post Mortem Services,0.05
Employers Liability,employers_liability,US,Misc Med,Post Mortem Services,0.05
Stop Gap,stop_gap,US,Misc Med,Post Mortem Services,0.01
Sexual Abuse,sexual_abuse,US,Misc Med,Post Mortem Services,0.05
TRIA,tria,US,Misc Med,Post Mortem Services,0.02
Employee Benefits Liability,employee_benefits_liability,US,Misc Med,Post Mortem Services,0.005
Punitive Damages,punitive_damages,US,Misc Med,Post Mortem Services,0.1
Professional Liability/Medical Malpractice,professional_liability,International,Misc Med,Post Mortem Services,1.0
General Liability/Public Liability,general_liability,International,Misc Med,Post Mortem Services,0.07
Product Liability,product_liability,International,Misc Med,Post Mortem Services,0.05
E&O/Professional Indemnity,eo,International,Misc Med,Post Mortem Services,0.05
Employers Liability,employers_liability,International,Misc Med,Post Mortem Services,0.05
Stop Gap,stop_gap,International,Misc Med,Post Mortem Services,0.0
Sexual Abuse,sexual_abuse,International,Misc Med,Post Mortem Services,0.05
TRIA,tria,International,Misc Med,Post Mortem Services,0.0
Employee Benefits Liability,employee_benefits_liability,International,Misc Med,Post Mortem Services,0.005
Punitive Damages,punitive_damages,International,Misc Med,Post Mortem Services,0.1
Professional Liability,professional_liability,US,Misc Med,Product Sales/Manufacturers Representative,1.0
General Liability,general_liability,US,Misc Med,Product Sales/Manufacturers Representative,0.05
Product Liability,product_liability,US,Misc Med,Product Sales/Manufacturers Representative,0.1
E&O,eo,US,Misc Med,Product Sales/Manufacturers Representative,0.1
Employers Liability,employers_liability,US,Misc Med,Product Sales/Manufacturers Representative,0.05
Stop Gap,stop_gap,US,Misc Med,Product Sales/Manufacturers Representative,0.01
Sexual Abuse,sexual_abuse,US,Misc Med,Product Sales/Manufacturers Representative,0.05
TRIA,tria,US,Misc Med,Product Sales/Manufacturers Representative,0.02
Employee Benefits Liability,employee_benefits_liability,US,Misc Med,Product Sales/Manufacturers Representative,0.005
Punitive Damages,punitive_damages,US,Misc Med,Product Sales/Manufacturers Representative,0.1
Professional Liability/Medical Malpractice,professional_liability,International,Misc Med,Product Sales/Manufacturers Representative,1.0
General Liability/Public Liability,general_liability,International,Misc Med,Product Sales/Manufacturers Representative,0.05
Product Liability,product_liability,International,Misc Med,Product Sales/Manufacturers Representative,0.1
E&O/Professional Indemnity,eo,International,Misc Med,Product Sales/Manufacturers Representative,0.1
Employers Liability,employers_liability,International,Misc Med,Product Sales/Manufacturers Representative,0.05
Stop Gap,stop_gap,International,Misc Med,Product Sales/Manufacturers Representative,0.0
Sexual Abuse,sexual_abuse,International,Misc Med,Product Sales/Manufacturers Representative,0.05
TRIA,tria,International,Misc Med,Product Sales/Manufacturers Representative,0.0
Employee Benefits Liability,employee_benefits_liability,International,Misc Med,Product Sales/Manufacturers Representative,0.005
Punitive Damages,punitive_damages,International,Misc Med,Product Sales/Manufacturers Representative,0.1
Professional Liability,professional_liability,US,Misc Med,Prosthetics/Orthotics/Hearing Aids,1.0
General Liability,general_liability,US,Misc Med,Prosthetics/Orthotics/Hearing Aids,0.06
Product Liability,product_liability,US,Misc Med,Prosthetics/Orthotics/Hearing Aids,0.15
E&O,eo,US,Misc Med,Prosthetics/Orthotics/Hearing Aids,0.05
Employers Liability,employers_liability,US,Misc Med,Prosthetics/Orthotics/Hearing Aids,0.05
Stop Gap,stop_gap,US,Misc Med,Prosthetics/Orthotics/Hearing Aids,0.01
Sexual Abuse,sexual_abuse,US,Misc Med,Prosthetics/Orthotics/Hearing Aids,0.05
TRIA,tria,US,Misc Med,Prosthetics/Orthotics/Hearing Aids,0.02
Employee Benefits Liability,employee_benefits_liability,US,Misc Med,Prosthetics/Orthotics/Hearing Aids,0.005
Punitive Damages,punitive_damages,US,Misc Med,Prosthetics/Orthotics/Hearing Aids,0.1
Professional Liability/Medical Malpractice,professional_liability,International,Misc Med,Prosthetics/Orthotics/Hearing Aids,1.0
General Liability/Public Liability,general_liability,International,Misc Med,Prosthetics/Orthotics/Hearing Aids,0.06
Product Liability,product_liability,International,Misc Med,Prosthetics/Orthotics/Hearing Aids,0.15
E&O/Professional Indemnity,eo,International,Misc Med,Prosthetics/Orthotics/Hearing Aids,0.05
Employers Liability,employers_liability,International,Misc Med,Prosthetics/Orthotics/Hearing Aids,0.05
Stop Gap,stop_gap,International,Misc Med,Prosthetics/Orthotics/Hearing Aids,0.0
Sexual Abuse,sexual_abuse,International,Misc Med,Prosthetics/Orthotics/Hearing Aids,0.05
TRIA,tria,International,Misc Med,Prosthetics/Orthotics/Hearing Aids,0.0
Employee Benefits Liability,employee_benefits_liability,International,Misc Med,Prosthetics/Orthotics/Hearing Aids,0.005
Punitive Damages,punitive_damages,International,Misc Med,Prosthetics/Orthotics/Hearing Aids,0.1
Professional Liability,professional_liability,US,Virtual Care,Remote Patient Monitoring,1.0
General Liability,general_liability,US,Virtual Care,Remote Patient Monitoring,0.05
Product Liability,product_liability,US,Virtual Care,Remote Patient Monitoring,0.03
E&O,eo,US,Virtual Care,Remote Patient Monitoring,0.1
Sexual Abuse,sexual_abuse,US,Virtual Care,Remote Patient Monitoring,0.1
TRIA,tria,US,Virtual Care,Remote Patient Monitoring,0.02
Stop Gap,stop_gap,US,Virtual Care,Remote Patient Monitoring,0.01
Employers Liability,employers_liability,US,Virtual Care,Remote Patient Monitoring,0.0
Employee Benefits Liability,employee_benefits_liability,US,Virtual Care,Remote Patient Monitoring,0.005
Punitive Damages,punitive_damages,US,Virtual Care,Remote Patient Monitoring,0.0
Professional Liability/Medical Malpractice,professional_liability,International,Virtual Care,Remote Patient Monitoring,1.0
General Liability/Public Liability,general_liability,International,Virtual Care,Remote Patient Monitoring,0.05
Product Liability,product_liability,International,Virtual Care,Remote Patient Monitoring,0.03
E&O/Professional Indemnity,eo,International,Virtual Care,Remote Patient Monitoring,0.1
Sexual Abuse,sexual_abuse,International,Virtual Care,Remote Patient Monitoring,0.1
TRIA,tria,International,Virtual Care,Remote Patient Monitoring,0.0
Stop Gap,stop_gap,International,Virtual Care,Remote Patient Monitoring,0.0
Employers Liability,employers_liability,International,Virtual Care,Remote Patient Monitoring,0.05
Employee Benefits Liability,employee_benefits_liability,International,Virtual Care,Remote Patient Monitoring,0.005
Punitive Damages,punitive_damages,International,Virtual Care,Remote Patient Monitoring,0.0
Professional Liability,professional_liability,US,Misc Med,Research Foundations & Associations,1.0
General Liability,general_liability,US,Misc Med,Research Foundations & Associations,0.05
Product Liability,product_liability,US,Misc Med,Research Foundations & Associations,0.03
E&O,eo,US,Misc Med,Research Foundations & Associations,0.2
Employers Liability,employers_liability,US,Misc Med,Research Foundations & Associations,0.05
Stop Gap,stop_gap,US,Misc Med,Research Foundations & Associations,0.01
Sexual Abuse,sexual_abuse,US,Misc Med,Research Foundations & Associations,0.05
TRIA,tria,US,Misc Med,Research Foundations & Associations,0.02
Employee Benefits Liability,employee_benefits_liability,US,Misc Med,Research Foundations & Associations,0.005
Punitive Damages,punitive_damages,US,Misc Med,Research Foundations & Associations,0.1
Professional Liability/Medical Malpractice,professional_liability,International,Misc Med,Research Foundations & Associations,1.0
General Liability/Public Liability,general_liability,International,Misc Med,Research Foundations & Associations,0.05
Product Liability,product_liability,International,Misc Med,Research Foundations & Associations,0.03
E&O/Professional Indemnity,eo,International,Misc Med,Research Foundations & Associations,0.2
Employers Liability,employers_liability,International,Misc Med,Research Foundations & Associations,0.05
Stop Gap,stop_gap,International,Misc Med,Research Foundations & Associations,0.0
Sexual Abuse,sexual_abuse,International,Misc Med,Research Foundations & Associations,0.05
TRIA,tria,International,Misc Med,Research Foundations & Associations,0.0
Employee Benefits Liability,employee_benefits_liability,International,Misc Med,Research Foundations & Associations,0.005
Punitive Damages,punitive_damages,International,Misc Med,Research Foundations & Associations,0.1
Professional Liability,professional_liability,US,Misc Med,Residential - Developmentally Disabled/Group Home,1.0
General Liability,general_liability,US,Misc Med,Residential - Developmentally Disabled/Group Home,0.07
Product Liability,product_liability,US,Misc Med,Residential - Developmentally Disabled/Group Home,0.01
E&O,eo,US,Misc Med,Residential - Developmentally Disabled/Group Home,0.05
Employers Liability,employers_liability,US,Misc Med,Residential - Developmentally Disabled/Group Home,0.05
Stop Gap,stop_gap,US,Misc Med,Residential - Developmentally Disabled/Group Home,0.01
Sexual Abuse,sexual_abuse,US,Misc Med,Residential - Developmentally Disabled/Group Home,0.1
TRIA,tria,US,Misc Med,Residential - Developmentally Disabled/Group Home,0.02
Employee Benefits Liability,employee_benefits_liability,US,Misc Med,Residential - Developmentally Disabled/Group Home,0.005
Punitive Damages,punitive_damages,US,Misc Med,Residential - Developmentally Disabled/Group Home,0.1
Professional Liability/Medical Malpractice,professional_liability,International,Misc Med,Residential - Developmentally Disabled/Group Home,1.0
General Liability/Public Liability,general_liability,International,Misc Med,Residential - Developmentally Disabled/Group Home,0.07
Product Liability,product_liability,International,Misc Med,Residential - Developmentally Disabled/Group Home,0.01
E&O/Professional Indemnity,eo,International,Misc Med,Residential - Developmentally Disabled/Group Home,0.05
Employers Liability,employers_liability,International,Misc Med,Residential - Developmentally Disabled/Group Home,0.05
Stop Gap,stop_gap,International,Misc Med,Residential - Developmentally Disabled/Group Home,0.0
Sexual Abuse,sexual_abuse,International,Misc Med,Residential - Developmentally Disabled/Group Home,0.1
TRIA,tria,International,Misc Med,Residential - Developmentally Disabled/Group Home,0.0
Employee Benefits Liability,employee_benefits_liability,International,Misc Med,Residential - Developmentally Disabled/Group Home,0.005
Punitive Damages,punitive_damages,International,Misc Med,Residential - Developmentally Disabled/Group Home,0.1
Professional Liability,professional_liability,US,Misc Med,Residential - Shelters/Halfway House/Transitional Housing,1.0
General Liability,general_liability,US,Misc Med,Residential - Shelters/Halfway House/Transitional Housing,0.07
Product Liability,product_liability,US,Misc Med,Residential - Shelters/Halfway House/Transitional Housing,0.01
E&O,eo,US,Misc Med,Residential - Shelters/Halfway House/Transitional Housing,0.05
Employers Liability,employers_liability,US,Misc Med,Residential - Shelters/Halfway House/Transitional Housing,0.05
Stop Gap,stop_gap,US,Misc Med,Residential - Shelters/Halfway House/Transitional Housing,0.01
Sexual Abuse,sexual_abuse,US,Misc Med,Residential - Shelters/Halfway House/Transitional Housing,0.1
TRIA,tria,US,Misc Med,Residential - Shelters/Halfway House/Transitional Housing,0.02
Employee Benefits Liability,employee_benefits_liability,US,Misc Med,Residential - Shelters/Halfway House/Transitional Housing,0.005
Punitive Damages,punitive_damages,US,Misc Med,Residential - Shelters/Halfway House/Transitional Housing,0.1
Professional Liability/Medical Malpractice,professional_liability,International,Misc Med,Residential - Shelters/Halfway House/Transitional Housing,1.0
General Liability/Public Liability,general_liability,International,Misc Med,Residential - Shelters/Halfway House/Transitional Housing,0.07
Product Liability,product_liability,International,Misc Med,Residential - Shelters/Halfway House/Transitional Housing,0.01
E&O/Professional Indemnity,eo,International,Misc Med,Residential - Shelters/Halfway House/Transitional Housing,0.05
Employers Liability,employers_liability,International,Misc Med,Residential - Shelters/Halfway House/Transitional Housing,0.05
Stop Gap,stop_gap,International,Misc Med,Residential - Shelters/Halfway House/Transitional Housing,0.0
Sexual Abuse,sexual_abuse,International,Misc Med,Residential - Shelters/Halfway House/Transitional Housing,0.1
TRIA,tria,International,Misc Med,Residential - Shelters/Halfway House/Transitional Housing,0.0
Employee Benefits Liability,employee_benefits_liability,International,Misc Med,Residential - Shelters/Halfway House/Transitional Housing,0.005
Punitive Damages,punitive_damages,International,Misc Med,Residential - Shelters/Halfway House/Transitional Housing,0.1
Professional Liability,professional_liability,US,Misc Med,Schools - Allied Medical Training/Nursing/Mid-Level,1.0
