eventid,region_desc_id,remetrica_description,state
15412185,5,US EQ -South East,Other
15412186,5,US EQ -South East,Other
15412187,5,US EQ -South East,Other
15412188,5,US EQ -South East,Other
15412189,5,US EQ -South East,Other
15412190,5,US EQ -South East,Other
15412191,5,US EQ -South East,Other
15412192,5,US EQ -South East,Other
15412193,5,US EQ -South East,Other
15412194,5,US EQ -South East,Other
15412195,5,US EQ -South East,Other
15412196,5,US EQ -South East,Other
15412197,5,US EQ -South East,Other
15412198,5,US EQ -South East,Other
15412199,5,US EQ -South East,Other
15412200,5,US EQ -South East,Other
15412201,5,US EQ -South East,Other
15412202,5,US EQ -South East,Other
15412203,5,US EQ -South East,Other
15412204,5,US EQ -South East,Other
15412205,5,US EQ -South East,Other
15412206,5,US EQ -South East,Other
15412207,5,US EQ -South East,Other
15412208,5,US EQ -South East,Other
15412209,5,US EQ -South East,Other
15412210,5,US EQ -South East,Other
15412211,5,US EQ -South East,Other
15412212,5,US EQ -South East,Other
15412213,5,US EQ -South East,Other
15412214,5,US EQ -South East,Other
15412215,5,US EQ -South East,Other
15412216,5,US EQ -South East,Other
15412217,5,US EQ -South East,Other
15412218,5,US EQ -South East,Other
15412219,5,US EQ -South East,Other
15412220,5,US EQ -South East,Other
15412221,5,US EQ -South East,Other
15412222,5,US EQ -South East,Other
15412223,5,US EQ -South East,Other
15412224,5,US EQ -South East,Other
15412225,5,US EQ -South East,Other
15412226,5,US EQ -South East,Other
15412227,5,US EQ -South East,Other
15412228,5,US EQ -South East,Other
15412229,5,US EQ -South East,Other
15412230,5,US EQ -South East,Other
15412231,5,US EQ -South East,Other
15412232,5,US EQ -South East,Other
15412233,5,US EQ -South East,Other
15412234,5,US EQ -South East,Other
15412235,5,US EQ -South East,Other
15412236,5,US EQ -South East,Other
15412237,5,US EQ -South East,Other
15412238,5,US EQ -South East,Other
15412239,5,US EQ -South East,Other
15412240,5,US EQ -South East,Other
15412241,5,US EQ -South East,Other
15412242,5,US EQ -South East,Other
15412243,5,US EQ -South East,Other
15412244,5,US EQ -South East,Other
15412245,5,US EQ -South East,Other
15412246,5,US EQ -South East,Other
15412247,5,US EQ -South East,Other
15412248,5,US EQ -South East,Other
15412249,5,US EQ -South East,Other
15412250,5,US EQ -South East,Other
15412251,5,US EQ -South East,Other
15412252,5,US EQ -South East,Other
15412253,5,US EQ -South East,Other
15412254,5,US EQ -South East,Other
15412255,5,US EQ -South East,Other
15412256,5,US EQ -South East,Other
15412257,5,US EQ -South East,Other
15412258,5,US EQ -South East,Other
15412259,5,US EQ -South East,Other
15412260,5,US EQ -South East,Other
15412261,5,US EQ -South East,Other
15412262,5,US EQ -South East,Other
15412263,5,US EQ -South East,Other
15412264,5,US EQ -South East,Other
15412265,5,US EQ -South East,Other
15412266,5,US EQ -South East,Other
15412267,5,US EQ -South East,Other
15412268,5,US EQ -South East,Other
15412269,5,US EQ -South East,Other
15412270,5,US EQ -South East,Other
15412271,5,US EQ -South East,Other
15412272,5,US EQ -South East,Other
15412273,5,US EQ -South East,Other
15412274,5,US EQ -South East,Other
15412275,5,US EQ -South East,Other
15412276,5,US EQ -South East,Other
15412277,5,US EQ -South East,Other
15412278,5,US EQ -South East,Other
15412279,5,US EQ -South East,Other
15412280,5,US EQ -South East,Other
15412281,5,US EQ -South East,Other
15412282,5,US EQ -South East,Other
15412283,5,US EQ -South East,Other
15412284,5,US EQ -South East,Other
15412285,5,US EQ -South East,Other
15412286,5,US EQ -South East,Other
15412287,5,US EQ -South East,Other
15412288,5,US EQ -South East,Other
15412289,5,US EQ -South East,Other
15412290,5,US EQ -South East,Other
15412291,5,US EQ -South East,Other
15412292,5,US EQ -South East,Other
15412293,5,US EQ -South East,Other
15412294,5,US EQ -South East,Other
15412295,5,US EQ -South East,Other
15412296,5,US EQ -South East,Other
15412297,5,US EQ -South East,Other
15412298,5,US EQ -South East,Other
15412299,5,US EQ -South East,Other
15412300,5,US EQ -South East,Other
15412301,5,US EQ -South East,Other
15412302,5,US EQ -South East,Other
15412303,5,US EQ -South East,Other
15412304,5,US EQ -South East,Other
15412305,5,US EQ -South East,Other
15412306,5,US EQ -South East,Other
15412307,5,US EQ -South East,Other
15412308,5,US EQ -South East,Other
15412309,5,US EQ -South East,Other
15412310,5,US EQ -South East,Other
15412311,5,US EQ -South East,Other
15412312,5,US EQ -South East,Other
15412313,5,US EQ -South East,Other
15412314,5,US EQ -South East,Other
15412315,5,US EQ -South East,Other
15412316,5,US EQ -South East,Other
15412317,5,US EQ -South East,Other
15412318,5,US EQ -South East,Other
15412319,5,US EQ -South East,Other
15412320,5,US EQ -South East,Other
15412321,5,US EQ -South East,Other
15412322,5,US EQ -South East,Other
15412323,5,US EQ -South East,Other
15412324,5,US EQ -South East,Other
15412325,5,US EQ -South East,Other
15412326,5,US EQ -South East,Other
15412327,5,US EQ -South East,Other
15412328,5,US EQ -South East,Other
15412329,5,US EQ -South East,Other
15412330,5,US EQ -South East,Other
15412331,5,US EQ -South East,Other
15412332,5,US EQ -South East,Other
15412333,5,US EQ -South East,Other
15412334,5,US EQ -South East,Other
15412335,5,US EQ -South East,Other
15412336,5,US EQ -South East,Other
15412337,5,US EQ -South East,Other
15412338,5,US EQ -South East,Other
15412339,5,US EQ -South East,Other
15412340,5,US EQ -South East,Other
15412341,5,US EQ -South East,Other
15412342,5,US EQ -South East,Other
15412343,5,US EQ -South East,Other
15412344,5,US EQ -South East,Other
15412345,5,US EQ -South East,Other
15412346,5,US EQ -South East,Other
15412347,5,US EQ -South East,Other
15412348,5,US EQ -South East,Other
15412349,5,US EQ -South East,Other
15412350,5,US EQ -South East,Other
15412351,5,US EQ -South East,Other
15412352,5,US EQ -South East,Other
15412353,5,US EQ -South East,Other
15412354,5,US EQ -South East,Other
15412355,5,US EQ -South East,Other
15412356,5,US EQ -South East,Other
15412357,5,US EQ -South East,Other
15412358,5,US EQ -South East,Other
15412359,5,US EQ -South East,Other
15412360,5,US EQ -South East,Other
15412361,5,US EQ -South East,Other
15412362,5,US EQ -South East,Other
15412363,5,US EQ -South East,Other
15412364,5,US EQ -South East,Other
15412365,5,US EQ -South East,Other
15412366,5,US EQ -South East,Other
15412367,5,US EQ -South East,Other
15412368,5,US EQ -South East,Other
15412369,5,US EQ -South East,Other
15412370,5,US EQ -South East,Other
15412371,5,US EQ -South East,Other
15412372,5,US EQ -South East,Other
15412373,5,US EQ -South East,Other
15412374,5,US EQ -South East,Other
15412375,5,US EQ -South East,Other
15412376,5,US EQ -South East,Other
15412377,5,US EQ -South East,Other
15412378,5,US EQ -South East,Other
15412379,5,US EQ -South East,Other
15412380,5,US EQ -South East,Other
15412381,5,US EQ -South East,Other
15412382,5,US EQ -South East,Other
15412383,5,US EQ -South East,Other
15412384,5,US EQ -South East,Other
15412385,5,US EQ -South East,Other
15412386,5,US EQ -South East,Other
15412387,5,US EQ -South East,Other
15412388,5,US EQ -South East,Other
15412389,5,US EQ -South East,Other
15412390,5,US EQ -South East,Other
15412391,5,US EQ -South East,Other
15412392,5,US EQ -South East,Other
15412393,5,US EQ -South East,Other
15412394,5,US EQ -South East,Other
15412395,5,US EQ -South East,Other
15412396,5,US EQ -South East,Other
15412397,5,US EQ -South East,Other
15412398,5,US EQ -South East,Other
15412399,5,US EQ -South East,Other
15412400,5,US EQ -South East,Other
15412401,5,US EQ -South East,Other
15412402,5,US EQ -South East,Other
15412403,5,US EQ -South East,Other
15412404,5,US EQ -South East,Other
15412405,5,US EQ -South East,Other
15412406,5,US EQ -South East,Other
15412407,5,US EQ -South East,Other
15412408,5,US EQ -South East,Other
15412409,5,US EQ -South East,Other
15412410,5,US EQ -South East,Other
15412411,5,US EQ -South East,Other
15412412,5,US EQ -South East,Other
15412413,5,US EQ -South East,Other
15412414,5,US EQ -South East,Other
15412415,5,US EQ -South East,Other
15412416,5,US EQ -South East,Other
15412417,5,US EQ -South East,Other
15412418,5,US EQ -South East,Other
15412419,5,US EQ -South East,Other
15412420,5,US EQ -South East,Other
15412421,5,US EQ -South East,Other
15412422,5,US EQ -South East,Other
15412423,5,US EQ -South East,Other
15412424,5,US EQ -South East,Other
15412425,5,US EQ -South East,Other
15412426,5,US EQ -South East,Other
15412427,5,US EQ -South East,Other
15412428,5,US EQ -South East,Other
15412429,5,US EQ -South East,Other
15412430,5,US EQ -South East,Other
15412431,5,US EQ -South East,Other
15412432,5,US EQ -South East,Other
15412433,5,US EQ -South East,Other
15412434,5,US EQ -South East,Other
15412435,5,US EQ -South East,Other
15412436,5,US EQ -South East,Other
15412437,5,US EQ -South East,Other
15412438,5,US EQ -South East,Other
15412439,5,US EQ -South East,Other
15412440,5,US EQ -South East,Other
15412441,5,US EQ -South East,Other
15412442,5,US EQ -South East,Other
15412443,5,US EQ -South East,Other
15412444,5,US EQ -South East,Other
15412445,5,US EQ -South East,Other
15412446,5,US EQ -South East,Other
15412447,5,US EQ -South East,Other
15412448,5,US EQ -South East,Other
15412449,5,US EQ -South East,Other
15412450,5,US EQ -South East,Other
15412451,5,US EQ -South East,Other
15412452,5,US EQ -South East,Other
15412453,5,US EQ -South East,Other
15412454,5,US EQ -South East,Other
15412455,5,US EQ -South East,Other
15412456,5,US EQ -South East,Other
15412457,5,US EQ -South East,Other
15412458,5,US EQ -South East,Other
15412459,5,US EQ -South East,Other
15412460,5,US EQ -South East,Other
15412461,5,US EQ -South East,Other
15412462,5,US EQ -South East,Other
15412463,5,US EQ -South East,Other
15412464,5,US EQ -South East,Other
15412465,5,US EQ -South East,Other
15412466,5,US EQ -South East,Other
15412467,5,US EQ -South East,Other
15412468,5,US EQ -South East,Other
15412469,5,US EQ -South East,Other
15412470,5,US EQ -South East,Other
15412471,5,US EQ -South East,Other
15412472,5,US EQ -South East,Other
15412473,5,US EQ -South East,Other
15412474,5,US EQ -South East,Other
15412475,5,US EQ -South East,Other
15412476,5,US EQ -South East,Other
15412477,5,US EQ -South East,Other
15412478,5,US EQ -South East,Other
15412479,5,US EQ -South East,Other
15412480,5,US EQ -South East,Other
15412481,5,US EQ -South East,Other
15412482,5,US EQ -South East,Other
15412483,5,US EQ -South East,Other
15412484,5,US EQ -South East,Other
15412485,5,US EQ -South East,Other
15412486,5,US EQ -South East,Other
15412487,5,US EQ -South East,Other
15412488,5,US EQ -South East,Other
15412489,5,US EQ -South East,Other
15412490,5,US EQ -South East,Other
15412491,5,US EQ -South East,Other
15412492,5,US EQ -South East,Other
15412493,5,US EQ -South East,Other
15412494,5,US EQ -South East,Other
15412495,5,US EQ -South East,Other
15412496,5,US EQ -South East,Other
15412497,5,US EQ -South East,Other
15412498,5,US EQ -South East,Other
15412499,5,US EQ -South East,Other
15412500,5,US EQ -South East,Other
15412501,5,US EQ -South East,Other
15412502,5,US EQ -South East,Other
15412503,5,US EQ -South East,Other
15412504,5,US EQ -South East,Other
15412505,5,US EQ -South East,Other
15412506,5,US EQ -South East,Other
15412507,5,US EQ -South East,Other
15412508,5,US EQ -South East,Other
15412509,5,US EQ -South East,Other
15412510,5,US EQ -South East,Other
15412511,5,US EQ -South East,Other
15412512,5,US EQ -South East,Other
15412513,5,US EQ -South East,Other
15412514,5,US EQ -South East,Other
15412515,5,US EQ -South East,Other
15412516,5,US EQ -South East,Other
15412517,5,US EQ -South East,Other
15412518,5,US EQ -South East,Other
15412519,5,US EQ -South East,Other
15412520,5,US EQ -South East,Other
15412521,5,US EQ -South East,Other
15412522,5,US EQ -South East,Other
15412523,5,US EQ -South East,Other
15412524,5,US EQ -South East,Other
15412525,5,US EQ -South East,Other
15412526,5,US EQ -South East,Other
15412527,5,US EQ -South East,Other
15412528,5,US EQ -South East,Other
15412529,5,US EQ -South East,Other
15412530,5,US EQ -South East,Other
15412531,5,US EQ -South East,Other
15412532,5,US EQ -South East,Other
15412533,5,US EQ -South East,Other
15412534,5,US EQ -South East,Other
15412535,5,US EQ -South East,Other
15412536,5,US EQ -South East,Other
15412537,5,US EQ -South East,Other
15412538,5,US EQ -South East,Other
15412539,5,US EQ -South East,Other
15412540,5,US EQ -South East,Other
15412541,5,US EQ -South East,Other
15412542,5,US EQ -South East,Other
15412543,5,US EQ -South East,Other
15412544,5,US EQ -South East,Other
15412545,5,US EQ -South East,Other
15412546,5,US EQ -South East,Other
15412547,5,US EQ -South East,Other
15412548,5,US EQ -South East,Other
15412549,5,US EQ -South East,Other
15412550,5,US EQ -South East,Other
15412551,5,US EQ -South East,Other
15412552,5,US EQ -South East,Other
15412553,5,US EQ -South East,Other
15412554,5,US EQ -South East,Other
15412555,5,US EQ -South East,Other
15412556,5,US EQ -South East,Other
15412557,5,US EQ -South East,Other
15412558,5,US EQ -South East,Other
15412559,5,US EQ -South East,Other
15412560,5,US EQ -South East,Other
15412561,5,US EQ -South East,Other
15412562,5,US EQ -South East,Other
15412563,5,US EQ -South East,Other
15412564,5,US EQ -South East,Other
15412565,5,US EQ -South East,Other
15412566,5,US EQ -South East,Other
15412567,5,US EQ -South East,Other
15412568,5,US EQ -South East,Other
15412569,5,US EQ -South East,Other
15412570,5,US EQ -South East,Other
15412571,5,US EQ -South East,Other
15412572,5,US EQ -South East,Other
15412573,5,US EQ -South East,Other
15412574,5,US EQ -South East,Other
15412575,5,US EQ -South East,Other
15412576,5,US EQ -South East,Other
15412577,5,US EQ -South East,Other
15412578,5,US EQ -South East,Other
15412579,5,US EQ -South East,Other
15412580,5,US EQ -South East,Other
15412581,5,US EQ -South East,Other
15412582,5,US EQ -South East,Other
15412583,5,US EQ -South East,Other
15412584,5,US EQ -South East,Other
15412585,5,US EQ -South East,Other
15412586,5,US EQ -South East,Other
15412587,5,US EQ -South East,Other
15412588,5,US EQ -South East,Other
15412589,5,US EQ -South East,Other
15412590,5,US EQ -South East,Other
15412591,5,US EQ -South East,Other
15412592,5,US EQ -South East,Other
15412593,5,US EQ -South East,Other
15412594,5,US EQ -South East,Other
15412595,5,US EQ -South East,Other
15412596,5,US EQ -South East,Other
15412597,5,US EQ -South East,Other
15412598,5,US EQ -South East,Other
15412599,5,US EQ -South East,Other
15412600,5,US EQ -South East,Other
15412601,5,US EQ -South East,Other
15412602,5,US EQ -South East,Other
15412603,5,US EQ -South East,Other
15412604,5,US EQ -South East,Other
15412605,5,US EQ -South East,Other
15412606,5,US EQ -South East,Other
15412607,5,US EQ -South East,Other
15412608,5,US EQ -South East,Other
15412609,5,US EQ -South East,Other
15412610,5,US EQ -South East,Other
15412611,5,US EQ -South East,Other
15412612,5,US EQ -South East,Other
15412613,5,US EQ -South East,Other
15412614,5,US EQ -South East,Other
15412615,5,US EQ -South East,Other
15412616,5,US EQ -South East,Other
15412617,5,US EQ -South East,Other
15412618,5,US EQ -South East,Other
15412619,5,US EQ -South East,Other
15412620,5,US EQ -South East,Other
15412621,5,US EQ -South East,Other
15412622,5,US EQ -South East,Other
15412623,5,US EQ -South East,Other
15412624,5,US EQ -South East,Other
15412625,5,US EQ -South East,Other
15412626,5,US EQ -South East,Other
15412627,5,US EQ -South East,Other
15412628,5,US EQ -South East,Other
15412629,5,US EQ -South East,Other
15412630,5,US EQ -South East,Other
15412631,5,US EQ -South East,Other
15412632,5,US EQ -South East,Other
15412633,5,US EQ -South East,Other
15412634,5,US EQ -South East,Other
15412635,5,US EQ -South East,Other
15412636,5,US EQ -South East,Other
15412637,5,US EQ -South East,Other
15412638,5,US EQ -South East,Other
15412639,5,US EQ -South East,Other
15412640,5,US EQ -South East,Other
15412641,5,US EQ -South East,Other
15412642,5,US EQ -South East,Other
15412643,5,US EQ -South East,Other
15412644,5,US EQ -South East,Other
15412645,5,US EQ -South East,Other
15412646,5,US EQ -South East,Other
15412647,5,US EQ -South East,Other
15412648,5,US EQ -South East,Other
