eventid,region_desc_id,remetrica_description,state
15205488,2,US EQ -Southern Rockies,CO
15205489,2,US EQ -Southern Rockies,CO
15205490,2,US EQ -Southern Rockies,CO
15205491,2,US EQ -Southern Rockies,CO
15205492,2,US EQ -Southern Rockies,CO
15205493,2,US EQ -Southern Rockies,CO
15205494,2,US EQ -Southern Rockies,CO
15205495,2,US EQ -Southern Rockies,CO
15205496,2,US EQ -Southern Rockies,CO
15205497,2,US EQ -Southern Rockies,CO
15205498,2,US EQ -Southern Rockies,CO
15205499,2,US EQ -Southern Rockies,CO
15205500,2,US EQ -Southern Rockies,CO
15205501,2,US EQ -Southern Rockies,CO
15205502,2,US EQ -Southern Rockies,CO
15205503,2,US EQ -Southern Rockies,CO
15205504,2,US EQ -Southern Rockies,CO
15205505,2,US EQ -Southern Rockies,CO
15205506,2,US EQ -Southern Rockies,CO
15205507,2,US EQ -Southern Rockies,CO
15205508,2,US EQ -Southern Rockies,CO
15205509,2,US EQ -Southern Rockies,CO
15205510,2,US EQ -Southern Rockies,CO
15205511,2,US EQ -Southern Rockies,CO
15205512,2,US EQ -Southern Rockies,CO
15205513,2,US EQ -Southern Rockies,CO
15205514,2,US EQ -Southern Rockies,CO
15205515,2,US EQ -Southern Rockies,CO
15205516,2,US EQ -Southern Rockies,CO
15205517,2,US EQ -Southern Rockies,CO
15205518,2,US EQ -Southern Rockies,CO
15205519,2,US EQ -Southern Rockies,CO
15205520,2,US EQ -Southern Rockies,CO
15205521,2,US EQ -Southern Rockies,CO
15205522,2,US EQ -Southern Rockies,CO
15205523,2,US EQ -Southern Rockies,CO
15205524,2,US EQ -Southern Rockies,CO
15205525,2,US EQ -Southern Rockies,CO
15205526,2,US EQ -Southern Rockies,CO
15205527,2,US EQ -Southern Rockies,CO
15205528,2,US EQ -Southern Rockies,CO
15205529,2,US EQ -Southern Rockies,CO
15205530,2,US EQ -Southern Rockies,CO
15205531,2,US EQ -Southern Rockies,CO
15205532,2,US EQ -Southern Rockies,CO
15205533,2,US EQ -Southern Rockies,CO
15205534,2,US EQ -Southern Rockies,CO
15205535,2,US EQ -Southern Rockies,CO
15205536,2,US EQ -Southern Rockies,CO
15205537,2,US EQ -Southern Rockies,CO
15205538,2,US EQ -Southern Rockies,CO
15205539,2,US EQ -Southern Rockies,CO
15205540,2,US EQ -Southern Rockies,CO
15205541,2,US EQ -Southern Rockies,CO
15205542,2,US EQ -Southern Rockies,CO
15205543,2,US EQ -Southern Rockies,CO
15205544,2,US EQ -Southern Rockies,CO
15205545,2,US EQ -Southern Rockies,CO
15205546,2,US EQ -Southern Rockies,CO
15205547,2,US EQ -Southern Rockies,CO
15205548,2,US EQ -Southern Rockies,CO
15205549,2,US EQ -Southern Rockies,CO
15205550,2,US EQ -Southern Rockies,CO
15205551,2,US EQ -Southern Rockies,CO
15205552,2,US EQ -Southern Rockies,CO
15205553,2,US EQ -Southern Rockies,CO
15205554,2,US EQ -Southern Rockies,CO
15205555,2,US EQ -Southern Rockies,CO
15205556,2,US EQ -Southern Rockies,CO
15205557,2,US EQ -Southern Rockies,CO
15205558,2,US EQ -Southern Rockies,CO
15205559,2,US EQ -Southern Rockies,CO
15205560,2,US EQ -Southern Rockies,CO
15205561,2,US EQ -Southern Rockies,CO
15205562,2,US EQ -Southern Rockies,CO
15205563,2,US EQ -Southern Rockies,CO
15205564,2,US EQ -Southern Rockies,CO
15205565,2,US EQ -Southern Rockies,CO
15205566,2,US EQ -Southern Rockies,CO
15205567,2,US EQ -Southern Rockies,CO
15205568,2,US EQ -Southern Rockies,CO
15205569,2,US EQ -Southern Rockies,CO
15205570,2,US EQ -Southern Rockies,CO
15205571,2,US EQ -Southern Rockies,CO
15205572,2,US EQ -Southern Rockies,CO
15205573,2,US EQ -Southern Rockies,CO
15205574,2,US EQ -Southern Rockies,CO
15205575,2,US EQ -Southern Rockies,CO
15205576,2,US EQ -Southern Rockies,CO
15205577,2,US EQ -Southern Rockies,CO
15205578,2,US EQ -Southern Rockies,CO
15205579,2,US EQ -Southern Rockies,CO
15205580,2,US EQ -Southern Rockies,CO
15205581,2,US EQ -Southern Rockies,CO
15205582,2,US EQ -Southern Rockies,CO
15205583,2,US EQ -Southern Rockies,CO
15205584,2,US EQ -Southern Rockies,CO
15205585,2,US EQ -Southern Rockies,CO
15205586,2,US EQ -Southern Rockies,CO
15205587,2,US EQ -Southern Rockies,CO
15205588,2,US EQ -Southern Rockies,CO
15205589,2,US EQ -Southern Rockies,CO
15205590,2,US EQ -Southern Rockies,CO
15205591,2,US EQ -Southern Rockies,CO
15205592,2,US EQ -Southern Rockies,CO
15205593,2,US EQ -Southern Rockies,CO
15205594,2,US EQ -Southern Rockies,CO
15205595,2,US EQ -Southern Rockies,CO
15205596,2,US EQ -Southern Rockies,CO
15205597,2,US EQ -Southern Rockies,CO
15205598,2,US EQ -Southern Rockies,CO
15205599,2,US EQ -Southern Rockies,CO
15205600,2,US EQ -Southern Rockies,CO
15205601,2,US EQ -Southern Rockies,CO
15205602,2,US EQ -Southern Rockies,CO
15205603,2,US EQ -Southern Rockies,CO
15205604,2,US EQ -Southern Rockies,CO
15205605,2,US EQ -Southern Rockies,CO
15205606,2,US EQ -Southern Rockies,CO
15205607,2,US EQ -Southern Rockies,CO
15205608,2,US EQ -Southern Rockies,CO
15205609,2,US EQ -Southern Rockies,CO
15205610,2,US EQ -Southern Rockies,CO
15205611,2,US EQ -Southern Rockies,CO
15205612,2,US EQ -Southern Rockies,CO
15205613,2,US EQ -Southern Rockies,CO
15205614,2,US EQ -Southern Rockies,CO
15205615,2,US EQ -Southern Rockies,CO
15205616,2,US EQ -Southern Rockies,CO
15205617,2,US EQ -Southern Rockies,CO
15205618,2,US EQ -Southern Rockies,CO
15205619,2,US EQ -Southern Rockies,CO
15205620,2,US EQ -Southern Rockies,CO
15205621,2,US EQ -Southern Rockies,CO
15205622,2,US EQ -Southern Rockies,CO
15205623,2,US EQ -Southern Rockies,CO
15205624,2,US EQ -Southern Rockies,CO
15205625,2,US EQ -Southern Rockies,CO
15205626,2,US EQ -Southern Rockies,CO
15205627,2,US EQ -Southern Rockies,CO
15205628,2,US EQ -Southern Rockies,CO
15205629,2,US EQ -Southern Rockies,CO
15205630,2,US EQ -Southern Rockies,CO
15205631,2,US EQ -Southern Rockies,CO
15205632,2,US EQ -Southern Rockies,CO
15205633,2,US EQ -Southern Rockies,CO
15205634,2,US EQ -Southern Rockies,CO
15205635,2,US EQ -Southern Rockies,CO
15205636,2,US EQ -Southern Rockies,CO
15205637,2,US EQ -Southern Rockies,CO
15205638,2,US EQ -Southern Rockies,CO
15205639,2,US EQ -Southern Rockies,CO
15205640,2,US EQ -Southern Rockies,CO
15205641,2,US EQ -Southern Rockies,CO
15205642,2,US EQ -Southern Rockies,CO
15205643,2,US EQ -Southern Rockies,CO
15205644,2,US EQ -Southern Rockies,CO
15205645,2,US EQ -Southern Rockies,CO
15205646,2,US EQ -Southern Rockies,CO
15205647,2,US EQ -Southern Rockies,CO
15205648,2,US EQ -Southern Rockies,CO
15205649,2,US EQ -Southern Rockies,CO
15205650,2,US EQ -Southern Rockies,CO
15205651,2,US EQ -Southern Rockies,CO
15205652,2,US EQ -Southern Rockies,CO
15205653,2,US EQ -Southern Rockies,CO
15205654,2,US EQ -Southern Rockies,CO
15205655,2,US EQ -Southern Rockies,CO
15205656,2,US EQ -Southern Rockies,CO
15205657,2,US EQ -Southern Rockies,CO
15205658,2,US EQ -Southern Rockies,CO
15205659,2,US EQ -Southern Rockies,CO
15205660,2,US EQ -Southern Rockies,CO
15205661,2,US EQ -Southern Rockies,CO
15205662,2,US EQ -Southern Rockies,CO
15205663,2,US EQ -Southern Rockies,CO
15205664,2,US EQ -Southern Rockies,CO
15205665,2,US EQ -Southern Rockies,CO
15205666,2,US EQ -Southern Rockies,CO
15205667,2,US EQ -Southern Rockies,CO
15205668,2,US EQ -Southern Rockies,CO
15205669,2,US EQ -Southern Rockies,CO
15205670,2,US EQ -Southern Rockies,CO
15205671,2,US EQ -Southern Rockies,CO
15205672,2,US EQ -Southern Rockies,CO
15205673,2,US EQ -Southern Rockies,CO
15205674,2,US EQ -Southern Rockies,CO
15205675,2,US EQ -Southern Rockies,CO
15205676,2,US EQ -Southern Rockies,CO
15205677,2,US EQ -Southern Rockies,CO
15205678,2,US EQ -Southern Rockies,CO
15205679,2,US EQ -Southern Rockies,CO
15205680,2,US EQ -Southern Rockies,CO
15205681,2,US EQ -Southern Rockies,CO
15205682,2,US EQ -Southern Rockies,CO
15205683,2,US EQ -Southern Rockies,CO
15205684,2,US EQ -Southern Rockies,CO
15205685,2,US EQ -Southern Rockies,CO
15205686,2,US EQ -Southern Rockies,CO
15205687,2,US EQ -Southern Rockies,CO
15205688,2,US EQ -Southern Rockies,CO
15205689,2,US EQ -Southern Rockies,CO
15205690,2,US EQ -Southern Rockies,CO
15205691,2,US EQ -Southern Rockies,CO
15205692,2,US EQ -Southern Rockies,CO
15205693,2,US EQ -Southern Rockies,CO
15205694,2,US EQ -Southern Rockies,CO
15205695,2,US EQ -Southern Rockies,CO
15205696,2,US EQ -Southern Rockies,CO
15205697,2,US EQ -Southern Rockies,CO
15205698,2,US EQ -Southern Rockies,CO
15205699,2,US EQ -Southern Rockies,CO
15205700,2,US EQ -Southern Rockies,CO
15205701,2,US EQ -Southern Rockies,CO
15205702,2,US EQ -Southern Rockies,CO
15205703,2,US EQ -Southern Rockies,CO
15205704,2,US EQ -Southern Rockies,CO
15205705,2,US EQ -Southern Rockies,CO
15205706,2,US EQ -Southern Rockies,CO
15205707,2,US EQ -Southern Rockies,CO
15205708,2,US EQ -Southern Rockies,CO
15205709,2,US EQ -Southern Rockies,CO
15205710,2,US EQ -Southern Rockies,CO
15205711,2,US EQ -Southern Rockies,CO
15205712,2,US EQ -Southern Rockies,CO
15205713,2,US EQ -Southern Rockies,CO
15205714,2,US EQ -Southern Rockies,CO
15205715,2,US EQ -Southern Rockies,CO
15205716,2,US EQ -Southern Rockies,CO
15205717,2,US EQ -Southern Rockies,CO
15205718,2,US EQ -Southern Rockies,CO
15205719,2,US EQ -Southern Rockies,CO
15205720,2,US EQ -Southern Rockies,CO
15205721,2,US EQ -Southern Rockies,CO
15205722,2,US EQ -Southern Rockies,CO
15205723,2,US EQ -Southern Rockies,CO
15205724,2,US EQ -Southern Rockies,CO
15205725,2,US EQ -Southern Rockies,CO
15205726,2,US EQ -Southern Rockies,CO
15205727,2,US EQ -Southern Rockies,CO
15205728,2,US EQ -Southern Rockies,CO
15205729,2,US EQ -Southern Rockies,CO
15205730,2,US EQ -Southern Rockies,CO
15205731,2,US EQ -Southern Rockies,CO
15205732,2,US EQ -Southern Rockies,CO
15205733,2,US EQ -Southern Rockies,CO
15205734,2,US EQ -Southern Rockies,CO
15205735,2,US EQ -Southern Rockies,CO
15205736,2,US EQ -Southern Rockies,CO
15205737,2,US EQ -Southern Rockies,CO
15205738,2,US EQ -Southern Rockies,CO
15205739,2,US EQ -Southern Rockies,CO
15205740,2,US EQ -Southern Rockies,CO
15205741,2,US EQ -Southern Rockies,CO
15205742,2,US EQ -Southern Rockies,CO
15205743,2,US EQ -Southern Rockies,CO
15205744,2,US EQ -Southern Rockies,CO
15205745,2,US EQ -Southern Rockies,CO
15205746,2,US EQ -Southern Rockies,CO
15205747,2,US EQ -Southern Rockies,CO
15205748,2,US EQ -Southern Rockies,CO
15205749,2,US EQ -Southern Rockies,CO
15205750,2,US EQ -Southern Rockies,CO
15205751,2,US EQ -Southern Rockies,CO
15205752,2,US EQ -Southern Rockies,CO
15205753,2,US EQ -Southern Rockies,CO
15205754,2,US EQ -Southern Rockies,CO
15205755,2,US EQ -Southern Rockies,CO
15205756,2,US EQ -Southern Rockies,CO
15205757,2,US EQ -Southern Rockies,CO
15205758,2,US EQ -Southern Rockies,CO
15205759,2,US EQ -Southern Rockies,CO
15205760,2,US EQ -Southern Rockies,CO
15205761,2,US EQ -Southern Rockies,CO
15205762,2,US EQ -Southern Rockies,CO
15205763,2,US EQ -Southern Rockies,CO
15205764,2,US EQ -Southern Rockies,CO
15205765,2,US EQ -Southern Rockies,CO
15205766,2,US EQ -Southern Rockies,CO
15205767,2,US EQ -Southern Rockies,CO
15205768,2,US EQ -Southern Rockies,CO
15205769,2,US EQ -Southern Rockies,CO
15205770,2,US EQ -Southern Rockies,CO
15205771,2,US EQ -Southern Rockies,CO
15205772,2,US EQ -Southern Rockies,CO
15205773,2,US EQ -Southern Rockies,CO
15205774,2,US EQ -Southern Rockies,CO
15205775,2,US EQ -Southern Rockies,CO
15205776,2,US EQ -Southern Rockies,CO
15205777,2,US EQ -Southern Rockies,CO
15205778,2,US EQ -Southern Rockies,CO
15205779,2,US EQ -Southern Rockies,CO
15205780,2,US EQ -Southern Rockies,CO
15205781,2,US EQ -Southern Rockies,CO
15205782,2,US EQ -Southern Rockies,CO
15205783,2,US EQ -Southern Rockies,CO
15205784,2,US EQ -Southern Rockies,CO
15205785,2,US EQ -Southern Rockies,CO
15205786,2,US EQ -Southern Rockies,CO
15205787,2,US EQ -Southern Rockies,CO
15205788,2,US EQ -Southern Rockies,CO
15205789,2,US EQ -Southern Rockies,CO
15205790,2,US EQ -Southern Rockies,CO
15205791,2,US EQ -Southern Rockies,CO
15205792,2,US EQ -Southern Rockies,CO
15205793,2,US EQ -Southern Rockies,CO
15205794,2,US EQ -Southern Rockies,CO
15205795,2,US EQ -Southern Rockies,CO
15205796,2,US EQ -Southern Rockies,CO
15205797,2,US EQ -Southern Rockies,CO
15205798,2,US EQ -Southern Rockies,CO
15205799,2,US EQ -Southern Rockies,CO
15205800,2,US EQ -Southern Rockies,CO
15205801,2,US EQ -Southern Rockies,CO
15205802,2,US EQ -Southern Rockies,CO
15205803,2,US EQ -Southern Rockies,CO
15205804,2,US EQ -Southern Rockies,CO
15205805,2,US EQ -Southern Rockies,CO
15205806,2,US EQ -Southern Rockies,CO
15205807,2,US EQ -Southern Rockies,CO
15205808,2,US EQ -Southern Rockies,CO
15205809,2,US EQ -Southern Rockies,CO
15205810,2,US EQ -Southern Rockies,CO
15205811,2,US EQ -Southern Rockies,CO
15205812,2,US EQ -Southern Rockies,CO
15205813,2,US EQ -Southern Rockies,CO
15205814,2,US EQ -Southern Rockies,CO
15205815,2,US EQ -Southern Rockies,CO
15205816,2,US EQ -Southern Rockies,CO
15205817,2,US EQ -Southern Rockies,CO
15205818,2,US EQ -Southern Rockies,CO
15205819,2,US EQ -Southern Rockies,CO
15205820,2,US EQ -Southern Rockies,CO
15205821,2,US EQ -Southern Rockies,CO
15205822,2,US EQ -Southern Rockies,CO
15205823,2,US EQ -Southern Rockies,CO
15205824,2,US EQ -Southern Rockies,CO
15205825,2,US EQ -Southern Rockies,CO
15205826,2,US EQ -Southern Rockies,CO
15205827,2,US EQ -Southern Rockies,CO
15205828,2,US EQ -Southern Rockies,CO
15205829,2,US EQ -Southern Rockies,CO
15205830,2,US EQ -Southern Rockies,CO
15205831,2,US EQ -Southern Rockies,CO
15205832,2,US EQ -Southern Rockies,CO
15205833,2,US EQ -Southern Rockies,CO
15205834,2,US EQ -Southern Rockies,CO
15205835,2,US EQ -Southern Rockies,CO
15205836,2,US EQ -Southern Rockies,CO
15205837,2,US EQ -Southern Rockies,CO
15205838,2,US EQ -Southern Rockies,CO
15205839,2,US EQ -Southern Rockies,CO
15205840,2,US EQ -Southern Rockies,CO
15205841,2,US EQ -Southern Rockies,CO
15205842,2,US EQ -Southern Rockies,CO
15205843,2,US EQ -Southern Rockies,CO
15205844,2,US EQ -Southern Rockies,CO
15205845,2,US EQ -Southern Rockies,CO
15205846,2,US EQ -Southern Rockies,CO
15205847,2,US EQ -Southern Rockies,CO
15205848,2,US EQ -Southern Rockies,CO
15205849,2,US EQ -Southern Rockies,CO
15205850,2,US EQ -Southern Rockies,CO
15205851,2,US EQ -Southern Rockies,CO
15205852,2,US EQ -Southern Rockies,CO
15205853,2,US EQ -Southern Rockies,CO
15205854,2,US EQ -Southern Rockies,CO
15205855,2,US EQ -Southern Rockies,CO
15205856,2,US EQ -Southern Rockies,CO
15205857,2,US EQ -Southern Rockies,CO
15205858,2,US EQ -Southern Rockies,CO
15205859,2,US EQ -Southern Rockies,CO
15205860,2,US EQ -Southern Rockies,CO
15205861,2,US EQ -Southern Rockies,CO
15205862,2,US EQ -Southern Rockies,CO
15205863,2,US EQ -Southern Rockies,CO
15205864,2,US EQ -Southern Rockies,CO
15205865,2,US EQ -Southern Rockies,CO
15205866,2,US EQ -Southern Rockies,CO
15205867,2,US EQ -Southern Rockies,CO
15205868,2,US EQ -Southern Rockies,CO
15205869,2,US EQ -Southern Rockies,CO
15205870,2,US EQ -Southern Rockies,CO
15205871,2,US EQ -Southern Rockies,CO
15205872,2,US EQ -Southern Rockies,CO
15205873,2,US EQ -Southern Rockies,CO
15205874,2,US EQ -Southern Rockies,CO
15205875,2,US EQ -Southern Rockies,CO
15205876,2,US EQ -Southern Rockies,CO
15205877,2,US EQ -Southern Rockies,CO
15205878,2,US EQ -Southern Rockies,CO
15205879,2,US EQ -Southern Rockies,CO
15205880,2,US EQ -Southern Rockies,CO
15205881,2,US EQ -Southern Rockies,CO
15205882,2,US EQ -Southern Rockies,CO
15205883,2,US EQ -Southern Rockies,CO
15205884,2,US EQ -Southern Rockies,CO
15205885,2,US EQ -Southern Rockies,CO
15205886,2,US EQ -Southern Rockies,CO
15205887,2,US EQ -Southern Rockies,CO
15205888,2,US EQ -Southern Rockies,CO
15205889,2,US EQ -Southern Rockies,CO
15205890,2,US EQ -Southern Rockies,CO
15205891,2,US EQ -Southern Rockies,CO
15205892,2,US EQ -Southern Rockies,CO
15205893,2,US EQ -Southern Rockies,CO
15205894,2,US EQ -Southern Rockies,CO
15205895,2,US EQ -Southern Rockies,CO
15205896,2,US EQ -Southern Rockies,CO
15205897,2,US EQ -Southern Rockies,CO
15205898,2,US EQ -Southern Rockies,CO
15205899,2,US EQ -Southern Rockies,CO
15205900,2,US EQ -Southern Rockies,CO
15205901,2,US EQ -Southern Rockies,CO
15205902,2,US EQ -Southern Rockies,CO
15205903,2,US EQ -Southern Rockies,CO
15205904,2,US EQ -Southern Rockies,CO
15205905,2,US EQ -Southern Rockies,CO
15205906,2,US EQ -Southern Rockies,CO
15205907,2,US EQ -Southern Rockies,CO
15205908,2,US EQ -Southern Rockies,CO
15205909,2,US EQ -Southern Rockies,CO
15205910,2,US EQ -Southern Rockies,CO
15205911,2,US EQ -Southern Rockies,CO
15205912,2,US EQ -Southern Rockies,CO
15205913,2,US EQ -Southern Rockies,CO
15205914,2,US EQ -Southern Rockies,CO
15205915,2,US EQ -Southern Rockies,CO
15205916,2,US EQ -Southern Rockies,CO
15205917,2,US EQ -Southern Rockies,CO
15205918,2,US EQ -Southern Rockies,CO
15205919,2,US EQ -Southern Rockies,CO
15205920,2,US EQ -Southern Rockies,CO
15205921,2,US EQ -Southern Rockies,CO
15205922,2,US EQ -Southern Rockies,CO
15205923,2,US EQ -Southern Rockies,CO
15205924,2,US EQ -Southern Rockies,CO
15205925,2,US EQ -Southern Rockies,CO
15205926,2,US EQ -Southern Rockies,CO
15205927,2,US EQ -Southern Rockies,CO
15205928,2,US EQ -Southern Rockies,CO
15205929,2,US EQ -Southern Rockies,CO
15205930,2,US EQ -Southern Rockies,CO
15205931,2,US EQ -Southern Rockies,CO
15205932,2,US EQ -Southern Rockies,CO
15205933,2,US EQ -Southern Rockies,CO
15205934,2,US EQ -Southern Rockies,CO
15205935,2,US EQ -Southern Rockies,CO
15205936,2,US EQ -Southern Rockies,CO
15205937,2,US EQ -Southern Rockies,CO
15205938,2,US EQ -Southern Rockies,CO
15205939,2,US EQ -Southern Rockies,CO
15205940,2,US EQ -Southern Rockies,CO
15205941,2,US EQ -Southern Rockies,CO
15205942,2,US EQ -Southern Rockies,CO
15205943,2,US EQ -Southern Rockies,CO
15205944,2,US EQ -Southern Rockies,CO
15205945,2,US EQ -Southern Rockies,CO
15205946,2,US EQ -Southern Rockies,CO
15205947,2,US EQ -Southern Rockies,CO
15205948,2,US EQ -Southern Rockies,CO
15205949,2,US EQ -Southern Rockies,CO
15205950,2,US EQ -Southern Rockies,CO
15205951,2,US EQ -Southern Rockies,CO
15205952,2,US EQ -Southern Rockies,CO
15205953,2,US EQ -Southern Rockies,CO
15205954,2,US EQ -Southern Rockies,CO
15205955,2,US EQ -Southern Rockies,CO
15205956,2,US EQ -Southern Rockies,CO
15205957,2,US EQ -Southern Rockies,CO
15205958,2,US EQ -Southern Rockies,CO
15205959,2,US EQ -Southern Rockies,CO
15205960,2,US EQ -Southern Rockies,CO
15205961,2,US EQ -Southern Rockies,CO
15205962,2,US EQ -Southern Rockies,CO
15205963,2,US EQ -Southern Rockies,CO
15205964,2,US EQ -Southern Rockies,CO
15205965,2,US EQ -Southern Rockies,CO
15205966,2,US EQ -Southern Rockies,CO
15205967,2,US EQ -Southern Rockies,CO
15205968,2,US EQ -Southern Rockies,CO
15205969,2,US EQ -Southern Rockies,CO
15205970,2,US EQ -Southern Rockies,CO
15205971,2,US EQ -Southern Rockies,CO
15205972,2,US EQ -Southern Rockies,CO
15205973,2,US EQ -Southern Rockies,CO
15205974,2,US EQ -Southern Rockies,CO
15205975,2,US EQ -Southern Rockies,CO
15205976,2,US EQ -Southern Rockies,CO
15205977,2,US EQ -Southern Rockies,CO
15205978,2,US EQ -Southern Rockies,CO
15205979,2,US EQ -Southern Rockies,CO
15205980,2,US EQ -Southern Rockies,CO
15205981,2,US EQ -Southern Rockies,CO
15205982,2,US EQ -Southern Rockies,CO
15205983,2,US EQ -Southern Rockies,CO
15205984,2,US EQ -Southern Rockies,CO
15205985,2,US EQ -Southern Rockies,CO
15205986,2,US EQ -Southern Rockies,CO
15205987,2,US EQ -Southern Rockies,CO
15205988,2,US EQ -Southern Rockies,CO
15205989,2,US EQ -Southern Rockies,CO
15205990,2,US EQ -Southern Rockies,CO
15205991,2,US EQ -Southern Rockies,CO
15205992,2,US EQ -Southern Rockies,CO
15205993,2,US EQ -Southern Rockies,CO
15205994,2,US EQ -Southern Rockies,CO
15205995,2,US EQ -Southern Rockies,CO
15205996,2,US EQ -Southern Rockies,CO
15205997,2,US EQ -Southern Rockies,CO
15205998,2,US EQ -Southern Rockies,CO
15205999,2,US EQ -Southern Rockies,CO
15206000,2,US EQ -Southern Rockies,CO
15206001,2,US EQ -Southern Rockies,CO
15206002,2,US EQ -Southern Rockies,CO
15206003,2,US EQ -Southern Rockies,CO
15206004,2,US EQ -Southern Rockies,CO
15206005,2,US EQ -Southern Rockies,CO
15206006,2,US EQ -Southern Rockies,CO
15206007,2,US EQ -Southern Rockies,CO
15206008,2,US EQ -Southern Rockies,CO
15206009,2,US EQ -Southern Rockies,CO
15206010,2,US EQ -Southern Rockies,CO
15206011,2,US EQ -Southern Rockies,CO
15206012,2,US EQ -Southern Rockies,CO
15206013,2,US EQ -Southern Rockies,CO
15206014,2,US EQ -Southern Rockies,CO
15206015,2,US EQ -Southern Rockies,CO
15206016,2,US EQ -Southern Rockies,CO
15206017,2,US EQ -Southern Rockies,CO
15206018,2,US EQ -Southern Rockies,CO
15206019,2,US EQ -Southern Rockies,CO
15206020,2,US EQ -Southern Rockies,CO
15206021,2,US EQ -Southern Rockies,CO
15206022,2,US EQ -Southern Rockies,CO
15206023,2,US EQ -Southern Rockies,CO
15206024,2,US EQ -Southern Rockies,CO
15206025,2,US EQ -Southern Rockies,CO
15206026,2,US EQ -Southern Rockies,CO
15206027,2,US EQ -Southern Rockies,CO
15206028,2,US EQ -Southern Rockies,CO
15206029,2,US EQ -Southern Rockies,CO
15206030,2,US EQ -Southern Rockies,CO
15206031,2,US EQ -Southern Rockies,CO
15206032,2,US EQ -Southern Rockies,CO
15206033,2,US EQ -Southern Rockies,CO
15206034,2,US EQ -Southern Rockies,CO
15206035,2,US EQ -Southern Rockies,CO
15206036,2,US EQ -Southern Rockies,CO
15206037,2,US EQ -Southern Rockies,CO
15206038,2,US EQ -Southern Rockies,CO
15206039,2,US EQ -Southern Rockies,CO
15206040,2,US EQ -Southern Rockies,CO
15206041,2,US EQ -Southern Rockies,CO
15206042,2,US EQ -Southern Rockies,CO
15206043,2,US EQ -Southern Rockies,CO
15206044,2,US EQ -Southern Rockies,CO
15206045,2,US EQ -Southern Rockies,CO
15206046,2,US EQ -Southern Rockies,CO
15206047,2,US EQ -Southern Rockies,CO
15206048,2,US EQ -Southern Rockies,CO
15206049,2,US EQ -Southern Rockies,CO
15206050,2,US EQ -Southern Rockies,CO
15206051,2,US EQ -Southern Rockies,CO
15206052,2,US EQ -Southern Rockies,CO
15206053,2,US EQ -Southern Rockies,CO
15206054,2,US EQ -Southern Rockies,CO
15206055,2,US EQ -Southern Rockies,CO
15206056,2,US EQ -Southern Rockies,CO
15206057,2,US EQ -Southern Rockies,CO
15206058,2,US EQ -Southern Rockies,CO
15206059,2,US EQ -Southern Rockies,CO
15206060,2,US EQ -Southern Rockies,CO
15206061,2,US EQ -Southern Rockies,CO
15206062,2,US EQ -Southern Rockies,CO
15206063,2,US EQ -Southern Rockies,CO
15206064,2,US EQ -Southern Rockies,CO
15206065,2,US EQ -Southern Rockies,CO
15206066,2,US EQ -Southern Rockies,CO
15206067,2,US EQ -Southern Rockies,CO
15206068,2,US EQ -Southern Rockies,CO
15206069,2,US EQ -Southern Rockies,CO
15206070,2,US EQ -Southern Rockies,CO
15206071,2,US EQ -Southern Rockies,CO
15206072,2,US EQ -Southern Rockies,CO
15206073,2,US EQ -Southern Rockies,CO
15206074,2,US EQ -Southern Rockies,CO
15206075,2,US EQ -Southern Rockies,CO
15206076,2,US EQ -Southern Rockies,CO
15206077,2,US EQ -Southern Rockies,CO
15206078,2,US EQ -Southern Rockies,CO
15206079,2,US EQ -Southern Rockies,CO
15206080,2,US EQ -Southern Rockies,CO
15206081,2,US EQ -Southern Rockies,CO
15206082,2,US EQ -Southern Rockies,CO
15206083,2,US EQ -Southern Rockies,CO
15206084,2,US EQ -Southern Rockies,CO
15206085,2,US EQ -Southern Rockies,CO
15206086,2,US EQ -Southern Rockies,CO
15206087,2,US EQ -Southern Rockies,CO
15206088,2,US EQ -Southern Rockies,CO
15206089,2,US EQ -Southern Rockies,CO
15206090,2,US EQ -Southern Rockies,CO
15206091,2,US EQ -Southern Rockies,CO
15206092,2,US EQ -Southern Rockies,CO
15206093,2,US EQ -Southern Rockies,CO
15206094,2,US EQ -Southern Rockies,CO
15206095,2,US EQ -Southern Rockies,CO
15206096,2,US EQ -Southern Rockies,CO
15206097,2,US EQ -Southern Rockies,CO
15206098,2,US EQ -Southern Rockies,CO
15206099,2,US EQ -Southern Rockies,CO
15206100,2,US EQ -Southern Rockies,CO
15206101,2,US EQ -Southern Rockies,CO
15206102,2,US EQ -Southern Rockies,CO
15206103,2,US EQ -Southern Rockies,CO
15206104,2,US EQ -Southern Rockies,CO
15206105,2,US EQ -Southern Rockies,CO
15206106,2,US EQ -Southern Rockies,CO
15206107,2,US EQ -Southern Rockies,CO
15206108,2,US EQ -Southern Rockies,CO
15206109,2,US EQ -Southern Rockies,CO
15206110,2,US EQ -Southern Rockies,CO
15206111,2,US EQ -Southern Rockies,CO
15206112,2,US EQ -Southern Rockies,CO
15206113,2,US EQ -Southern Rockies,CO
15206114,2,US EQ -Southern Rockies,CO
15206115,2,US EQ -Southern Rockies,CO
15206116,2,US EQ -Southern Rockies,CO
15206117,2,US EQ -Southern Rockies,CO
15206118,2,US EQ -Southern Rockies,CO
15206119,2,US EQ -Southern Rockies,CO
15206120,2,US EQ -Southern Rockies,CO
15206121,2,US EQ -Southern Rockies,CO
15206122,2,US EQ -Southern Rockies,CO
