"Path","Name","Type","Mode","Label","Default Value"
"cds/rating_summary/summary_ratios/attritional/gg_pre_uw_adj/ulr_final","ulr_final","float","output","ULR: Final Selected","n/a"
"cds/rating_summary/summary_ratios/attritional/gg_pre_uw_adj","gg_pre_uw_adj","structure","n/a","n/a","n/a"
"cds/rating_summary/summary_ratios/attritional/gn_pre_uw_adj/ulr_initial_benchmark","ulr_initial_benchmark","float","output","ULR: Inital Benchmark","n/a"
"cds/rating_summary/summary_ratios/attritional/gn_pre_uw_adj/ulr_initial_experience","ulr_initial_experience","float","output","ULR: Initial Experience","n/a"
"cds/rating_summary/summary_ratios/attritional/gn_pre_uw_adj/ulr_initial_experience_weighting","ulr_initial_experience_weighting","float","output","ULR: Initial Experience Weighting","n/a"
"cds/rating_summary/summary_ratios/attritional/gn_pre_uw_adj/ulr_initial_selected","ulr_initial_selected","float","output","ULR: Initial Selected","n/a"
"cds/rating_summary/summary_ratios/attritional/gn_pre_uw_adj/ulr_previous_selected_inferred","ulr_previous_selected_inferred","float","output","ULR: Inferred Selected Previous","n/a"
"cds/rating_summary/summary_ratios/attritional/gn_pre_uw_adj/ulr_previous_override","ulr_previous_override","float","output","ULR: Override Previous","n/a"
"cds/rating_summary/summary_ratios/attritional/gn_pre_uw_adj/ulr_previous","ulr_previous","float","output","ULR: Previous","n/a"
"cds/rating_summary/summary_ratios/attritional/gn_pre_uw_adj/ulr_previous_suggested","ulr_previous_suggested","float","output","ULR: Suggested Previous","n/a"
"cds/rating_summary/summary_ratios/attritional/gn_pre_uw_adj/ulr_selected_ol_py_factors_data","ulr_selected_ol_py_factors_data","float","output","ULR: Previous, TY Method","n/a"
"cds/rating_summary/summary_ratios/attritional/gn_pre_uw_adj/ulr_selected_ol_py_factors","ulr_selected_ol_py_factors","float","output","ULR: TY Data, TY Method","n/a"
"cds/rating_summary/summary_ratios/attritional/gn_pre_uw_adj/ulr_selected_ol_py_ol_assump","ulr_selected_ol_py_ol_assump","float","output","ULR: TY Data, TY Method, TY % Dev","n/a"
"cds/rating_summary/summary_ratios/attritional/gn_pre_uw_adj/ulr_selected_ol_exc_scalant","ulr_selected_ol_exc_scalant","float","output","ULR: Suggested","n/a"
"cds/rating_summary/summary_ratios/attritional/gn_pre_uw_adj/ulr_selected_ol","ulr_selected_ol","float","output","ULR: Selected","n/a"
"cds/rating_summary/summary_ratios/attritional/gn_pre_uw_adj/ulr_uw_override","ulr_uw_override","float","output","ULR: Override","n/a"
"cds/rating_summary/summary_ratios/attritional/gn_pre_uw_adj/ulr_final_uw","ulr_final_uw","float","output","ULR: Final UW Selected","n/a"
"cds/rating_summary/summary_ratios/attritional/gn_pre_uw_adj/ulr_actuarial_override","ulr_actuarial_override","float","output","ULR: Actuarial Override","n/a"
"cds/rating_summary/summary_ratios/attritional/gn_pre_uw_adj/ulr_actuarial_override_output","ulr_actuarial_override_output","float","output","ULR: Actuarial Override","n/a"
"cds/rating_summary/summary_ratios/attritional/gn_pre_uw_adj/ulr_final","ulr_final","float","output","ULR: Final Selected","n/a"
"cds/rating_summary/summary_ratios/attritional/gn_pre_uw_adj","gn_pre_uw_adj","structure","n/a","n/a","n/a"
"cds/rating_summary/summary_ratios/attritional/gg_pst_uw_adj/ulr_selected_ol_exc_scalant","ulr_selected_ol_exc_scalant","float","output","ULR: Suggested","n/a"
"cds/rating_summary/summary_ratios/attritional/gg_pst_uw_adj/ulr_selected_ol","ulr_selected_ol","float","output","ULR: Selected","n/a"
"cds/rating_summary/summary_ratios/attritional/gg_pst_uw_adj/ulr_uw_override","ulr_uw_override","float","output","ULR: Override","n/a"
"cds/rating_summary/summary_ratios/attritional/gg_pst_uw_adj/ulr_final_uw","ulr_final_uw","float","output","ULR: Final UW Selected","n/a"
"cds/rating_summary/summary_ratios/attritional/gg_pst_uw_adj/ulr_actuarial_override","ulr_actuarial_override","float","output","ULR: Actuarial Override","n/a"
"cds/rating_summary/summary_ratios/attritional/gg_pst_uw_adj/ulr_actuarial_override_output","ulr_actuarial_override_output","float","output","ULR: Actuarial Override","n/a"
"cds/rating_summary/summary_ratios/attritional/gg_pst_uw_adj/ulr_final","ulr_final","float","output","ULR: Final Selected","n/a"
"cds/rating_summary/summary_ratios/attritional/gg_pst_uw_adj","gg_pst_uw_adj","structure","n/a","n/a","n/a"
"cds/rating_summary/summary_ratios/attritional/gn_pst_uw_adj/ulr_selected_ol_exc_scalant","ulr_selected_ol_exc_scalant","float","output","ULR: Suggested","n/a"
"cds/rating_summary/summary_ratios/attritional/gn_pst_uw_adj/ulr_selected_ol","ulr_selected_ol","float","output","ULR: Selected","n/a"
"cds/rating_summary/summary_ratios/attritional/gn_pst_uw_adj/ulr_uw_override","ulr_uw_override","float","output","ULR: Override","n/a"
"cds/rating_summary/summary_ratios/attritional/gn_pst_uw_adj/ulr_final_uw","ulr_final_uw","float","output","ULR: Final UW Selected","n/a"
"cds/rating_summary/summary_ratios/attritional/gn_pst_uw_adj/ulr_actuarial_override","ulr_actuarial_override","float","output","ULR: Actuarial Override","n/a"
"cds/rating_summary/summary_ratios/attritional/gn_pst_uw_adj/ulr_actuarial_override_output","ulr_actuarial_override_output","float","output","ULR: Actuarial Override","n/a"
"cds/rating_summary/summary_ratios/attritional/gn_pst_uw_adj/ulr_final","ulr_final","float","output","ULR: Final Selected","n/a"
"cds/rating_summary/summary_ratios/attritional/gn_pst_uw_adj","gn_pst_uw_adj","structure","n/a","n/a","n/a"
"cds/rating_summary/summary_ratios/attritional/uw_adjustment","uw_adjustment","float","input","UW Adj  (% load/discount) (-50% to +200%)","None"
"cds/rating_summary/summary_ratios/attritional/uw_rationale","uw_rationale","str","input","Rationale Required:","None"
"cds/rating_summary/summary_ratios/attritional","attritional","structure","n/a","n/a","n/a"
"cds/rating_summary/summary_ratios/large/gg_pre_uw_adj/ulr_previous","ulr_previous","float","output","ULR: Previous","n/a"
"cds/rating_summary/summary_ratios/large/gg_pre_uw_adj/ulr_benchmark","ulr_benchmark","float","output","ULR: Benchmark","n/a"
"cds/rating_summary/summary_ratios/large/gg_pre_uw_adj/ulr_experience","ulr_experience","float","output","ULR: Experience","n/a"
"cds/rating_summary/summary_ratios/large/gg_pre_uw_adj/ulr_experience_weighting","ulr_experience_weighting","float","output","ULR: Experience Weighting","n/a"
"cds/rating_summary/summary_ratios/large/gg_pre_uw_adj/ulr_selected_ol","ulr_selected_ol","float","output","ULR: Selected","n/a"
"cds/rating_summary/summary_ratios/large/gg_pre_uw_adj/ulr_uw_override","ulr_uw_override","float","output","ULR: Override","n/a"
"cds/rating_summary/summary_ratios/large/gg_pre_uw_adj/ulr_final_uw","ulr_final_uw","float","output","ULR: Final UW Selected","n/a"
"cds/rating_summary/summary_ratios/large/gg_pre_uw_adj/ulr_actuarial_override","ulr_actuarial_override","float","input","ULR: Actuarial Override","None"
"cds/rating_summary/summary_ratios/large/gg_pre_uw_adj/ulr_actuarial_override_output","ulr_actuarial_override_output","float","output","ULR: Actuarial Override","n/a"
"cds/rating_summary/summary_ratios/large/gg_pre_uw_adj/ulr_final","ulr_final","float","output","ULR: Final Selected","n/a"
"cds/rating_summary/summary_ratios/large/gg_pre_uw_adj","gg_pre_uw_adj","structure","n/a","n/a","n/a"
"cds/rating_summary/summary_ratios/large/gn_pre_uw_adj/ulr_previous","ulr_previous","float","output","ULR: Previous","n/a"
"cds/rating_summary/summary_ratios/large/gn_pre_uw_adj/ulr_benchmark","ulr_benchmark","float","output","ULR: Benchmark","n/a"
"cds/rating_summary/summary_ratios/large/gn_pre_uw_adj/ulr_experience","ulr_experience","float","output","ULR: Experience","n/a"
"cds/rating_summary/summary_ratios/large/gn_pre_uw_adj/ulr_experience_weighting","ulr_experience_weighting","float","output","ULR: Experience Weighting","n/a"
"cds/rating_summary/summary_ratios/large/gn_pre_uw_adj/ulr_selected_ol","ulr_selected_ol","float","output","ULR: Selected","n/a"
"cds/rating_summary/summary_ratios/large/gn_pre_uw_adj/ulr_uw_override","ulr_uw_override","float","output","ULR: Override","n/a"
"cds/rating_summary/summary_ratios/large/gn_pre_uw_adj/ulr_final_uw","ulr_final_uw","float","output","ULR: Final UW Selected","n/a"
"cds/rating_summary/summary_ratios/large/gn_pre_uw_adj/ulr_actuarial_override","ulr_actuarial_override","float","output","ULR: Actuarial Override","n/a"
"cds/rating_summary/summary_ratios/large/gn_pre_uw_adj/ulr_actuarial_override_output","ulr_actuarial_override_output","float","output","ULR: Actuarial Override","n/a"
"cds/rating_summary/summary_ratios/large/gn_pre_uw_adj/ulr_final","ulr_final","float","output","ULR: Final Selected","n/a"
"cds/rating_summary/summary_ratios/large/gn_pre_uw_adj","gn_pre_uw_adj","structure","n/a","n/a","n/a"
"cds/rating_summary/summary_ratios/large/gg_pst_uw_adj/ulr_selected_ol","ulr_selected_ol","float","output","ULR: Selected","n/a"
"cds/rating_summary/summary_ratios/large/gg_pst_uw_adj/ulr_uw_override","ulr_uw_override","float","output","ULR: Override","n/a"
"cds/rating_summary/summary_ratios/large/gg_pst_uw_adj/ulr_final_uw","ulr_final_uw","float","output","ULR: Final UW Selected","n/a"
"cds/rating_summary/summary_ratios/large/gg_pst_uw_adj/ulr_actuarial_override","ulr_actuarial_override","float","output","ULR: Actuarial Override","n/a"
"cds/rating_summary/summary_ratios/large/gg_pst_uw_adj/ulr_actuarial_override_output","ulr_actuarial_override_output","float","output","ULR: Actuarial Override","n/a"
"cds/rating_summary/summary_ratios/large/gg_pst_uw_adj/ulr_final","ulr_final","float","output","ULR: Final Selected","n/a"
"cds/rating_summary/summary_ratios/large/gg_pst_uw_adj","gg_pst_uw_adj","structure","n/a","n/a","n/a"
"cds/rating_summary/summary_ratios/large/gn_pst_uw_adj/ulr_selected_ol","ulr_selected_ol","float","output","ULR: Selected","n/a"
"cds/rating_summary/summary_ratios/large/gn_pst_uw_adj/ulr_uw_override","ulr_uw_override","float","output","ULR: Override","n/a"
"cds/rating_summary/summary_ratios/large/gn_pst_uw_adj/ulr_final_uw","ulr_final_uw","float","output","ULR: Final UW Selected","n/a"
"cds/rating_summary/summary_ratios/large/gn_pst_uw_adj/ulr_actuarial_override","ulr_actuarial_override","float","output","ULR: Actuarial Override","n/a"
"cds/rating_summary/summary_ratios/large/gn_pst_uw_adj/ulr_actuarial_override_output","ulr_actuarial_override_output","float","output","ULR: Actuarial Override","n/a"
"cds/rating_summary/summary_ratios/large/gn_pst_uw_adj/ulr_final","ulr_final","float","output","ULR: Final Selected","n/a"
"cds/rating_summary/summary_ratios/large/gn_pst_uw_adj","gn_pst_uw_adj","structure","n/a","n/a","n/a"
"cds/rating_summary/summary_ratios/large/uw_adjustment","uw_adjustment","float","input","UW Adj  (% load/discount) (-50% to +200%)","None"
"cds/rating_summary/summary_ratios/large/uw_override","uw_override","bool","input","Turn off Loading","False"
"cds/rating_summary/summary_ratios/large/uw_rationale","uw_rationale","str","input","Rationale Required:","None"
"cds/rating_summary/summary_ratios/large","large","structure","n/a","n/a","n/a"
"cds/rating_summary/summary_ratios/catastrophe/gg_pre_uw_adj/ulr_previous_exc_nml","ulr_previous_exc_nml","float","output","ULR: Previous exc NML","n/a"
"cds/rating_summary/summary_ratios/catastrophe/gg_pre_uw_adj/ulr_previous","ulr_previous","float","output","ULR: Previous","n/a"
"cds/rating_summary/summary_ratios/catastrophe/gg_pre_uw_adj/ulr_rms","ulr_rms","float","output","ULR: RMS","n/a"
"cds/rating_summary/summary_ratios/catastrophe/gg_pre_uw_adj/ulr_benchmark","ulr_benchmark","float","output","ULR: Benchmark","n/a"
"cds/rating_summary/summary_ratios/catastrophe/gg_pre_uw_adj/ulr_experience","ulr_experience","float","output","ULR: Experience","n/a"
"cds/rating_summary/summary_ratios/catastrophe/gg_pre_uw_adj/ulr_experience_weighting","ulr_experience_weighting","float","output","ULR: Experience Weighting","n/a"
"cds/rating_summary/summary_ratios/catastrophe/gg_pre_uw_adj/ulr_selected_ol_exc_nml","ulr_selected_ol_exc_nml","float","output","ULR: Selected exc NML & Climate","n/a"
"cds/rating_summary/summary_ratios/catastrophe/gg_pre_uw_adj/ulr_selected_ol_nml","ulr_selected_ol_nml","float","output","ULR: Selected NML & Climate Load","n/a"
"cds/rating_summary/summary_ratios/catastrophe/gg_pre_uw_adj/ulr_selected_ol","ulr_selected_ol","float","output","ULR: Selected inc NML & Climate","n/a"
"cds/rating_summary/summary_ratios/catastrophe/gg_pre_uw_adj/ulr_uw_override","ulr_uw_override","float","output","ULR: Override","n/a"
"cds/rating_summary/summary_ratios/catastrophe/gg_pre_uw_adj/ulr_final_uw","ulr_final_uw","float","output","ULR: Final UW Selected","n/a"
"cds/rating_summary/summary_ratios/catastrophe/gg_pre_uw_adj/ulr_actuarial_override","ulr_actuarial_override","float","input","ULR: Actuarial Override","None"
"cds/rating_summary/summary_ratios/catastrophe/gg_pre_uw_adj/ulr_actuarial_override_output","ulr_actuarial_override_output","float","output","ULR: Actuarial Override","n/a"
"cds/rating_summary/summary_ratios/catastrophe/gg_pre_uw_adj/ulr_final","ulr_final","float","output","ULR: Final Selected","n/a"
"cds/rating_summary/summary_ratios/catastrophe/gg_pre_uw_adj","gg_pre_uw_adj","structure","n/a","n/a","n/a"
"cds/rating_summary/summary_ratios/catastrophe/gn_pre_uw_adj/ulr_previous_exc_nml","ulr_previous_exc_nml","float","output","ULR: Previous exc NML","n/a"
"cds/rating_summary/summary_ratios/catastrophe/gn_pre_uw_adj/ulr_previous","ulr_previous","float","output","ULR: Previous","n/a"
"cds/rating_summary/summary_ratios/catastrophe/gn_pre_uw_adj/ulr_rms","ulr_rms","float","output","ULR: RMS","n/a"
"cds/rating_summary/summary_ratios/catastrophe/gn_pre_uw_adj/ulr_benchmark","ulr_benchmark","float","output","ULR: Benchmark","n/a"
"cds/rating_summary/summary_ratios/catastrophe/gn_pre_uw_adj/ulr_experience","ulr_experience","float","output","ULR: Experience","n/a"
"cds/rating_summary/summary_ratios/catastrophe/gn_pre_uw_adj/ulr_experience_weighting","ulr_experience_weighting","float","output","ULR: Experience Weighting","n/a"
"cds/rating_summary/summary_ratios/catastrophe/gn_pre_uw_adj/ulr_selected_ol_exc_nml","ulr_selected_ol_exc_nml","float","output","ULR: Selected exc NML & Climate","n/a"
"cds/rating_summary/summary_ratios/catastrophe/gn_pre_uw_adj/ulr_selected_ol_nml","ulr_selected_ol_nml","float","output","ULR: Selected NML & Climate Load","n/a"
"cds/rating_summary/summary_ratios/catastrophe/gn_pre_uw_adj/ulr_selected_ol","ulr_selected_ol","float","output","ULR: Selected inc NML & Climate","n/a"
"cds/rating_summary/summary_ratios/catastrophe/gn_pre_uw_adj/ulr_uw_override","ulr_uw_override","float","output","ULR: Override","n/a"
"cds/rating_summary/summary_ratios/catastrophe/gn_pre_uw_adj/ulr_final_uw","ulr_final_uw","float","output","ULR: Final UW Selected","n/a"
"cds/rating_summary/summary_ratios/catastrophe/gn_pre_uw_adj/ulr_actuarial_override","ulr_actuarial_override","float","output","ULR: Actuarial Override","n/a"
"cds/rating_summary/summary_ratios/catastrophe/gn_pre_uw_adj/ulr_actuarial_override_output","ulr_actuarial_override_output","float","output","ULR: Actuarial Override","n/a"
"cds/rating_summary/summary_ratios/catastrophe/gn_pre_uw_adj/ulr_final","ulr_final","float","output","ULR: Final Selected","n/a"
"cds/rating_summary/summary_ratios/catastrophe/gn_pre_uw_adj","gn_pre_uw_adj","structure","n/a","n/a","n/a"
"cds/rating_summary/summary_ratios/catastrophe/gg_pst_uw_adj/ulr_selected_ol_exc_nml","ulr_selected_ol_exc_nml","float","output","ULR: Selected exc NML & Climate","n/a"
"cds/rating_summary/summary_ratios/catastrophe/gg_pst_uw_adj/ulr_selected_ol_nml","ulr_selected_ol_nml","float","output","ULR: Selected NML & Climate Load","n/a"
"cds/rating_summary/summary_ratios/catastrophe/gg_pst_uw_adj/ulr_selected_ol","ulr_selected_ol","float","output","ULR: Selected inc NML & Climate","n/a"
"cds/rating_summary/summary_ratios/catastrophe/gg_pst_uw_adj/ulr_uw_override","ulr_uw_override","float","output","ULR: Override","n/a"
"cds/rating_summary/summary_ratios/catastrophe/gg_pst_uw_adj/ulr_final_uw","ulr_final_uw","float","output","ULR: Final UW Selected","n/a"
"cds/rating_summary/summary_ratios/catastrophe/gg_pst_uw_adj/ulr_actuarial_override","ulr_actuarial_override","float","output","ULR: Actuarial Override","n/a"
"cds/rating_summary/summary_ratios/catastrophe/gg_pst_uw_adj/ulr_actuarial_override_output","ulr_actuarial_override_output","float","output","ULR: Actuarial Override","n/a"
"cds/rating_summary/summary_ratios/catastrophe/gg_pst_uw_adj/ulr_final","ulr_final","float","output","ULR: Final Selected","n/a"
"cds/rating_summary/summary_ratios/catastrophe/gg_pst_uw_adj","gg_pst_uw_adj","structure","n/a","n/a","n/a"
"cds/rating_summary/summary_ratios/catastrophe/gn_pst_uw_adj/ulr_selected_ol_exc_nml","ulr_selected_ol_exc_nml","float","output","ULR: Selected exc NML & Climate","n/a"
"cds/rating_summary/summary_ratios/catastrophe/gn_pst_uw_adj/ulr_selected_ol_nml","ulr_selected_ol_nml","float","output","ULR: Selected NML & Climate Load","n/a"
"cds/rating_summary/summary_ratios/catastrophe/gn_pst_uw_adj/ulr_selected_ol","ulr_selected_ol","float","output","ULR: Selected inc NML & Climate","n/a"
"cds/rating_summary/summary_ratios/catastrophe/gn_pst_uw_adj/ulr_uw_override","ulr_uw_override","float","output","ULR: Override","n/a"
"cds/rating_summary/summary_ratios/catastrophe/gn_pst_uw_adj/ulr_final_uw","ulr_final_uw","float","output","ULR: Final UW Selected","n/a"
"cds/rating_summary/summary_ratios/catastrophe/gn_pst_uw_adj/ulr_actuarial_override","ulr_actuarial_override","float","output","ULR: Actuarial Override","n/a"
"cds/rating_summary/summary_ratios/catastrophe/gn_pst_uw_adj/ulr_actuarial_override_output","ulr_actuarial_override_output","float","output","ULR: Actuarial Override","n/a"
"cds/rating_summary/summary_ratios/catastrophe/gn_pst_uw_adj/ulr_final","ulr_final","float","output","ULR: Final Selected","n/a"
"cds/rating_summary/summary_ratios/catastrophe/gn_pst_uw_adj","gn_pst_uw_adj","structure","n/a","n/a","n/a"
"cds/rating_summary/summary_ratios/catastrophe/uw_adjustment","uw_adjustment","float","input","UW Adj  (% load/discount) (-50% to +200%)","None"
"cds/rating_summary/summary_ratios/catastrophe/uw_override","uw_override","bool","input","Turn off Loading","False"
"cds/rating_summary/summary_ratios/catastrophe/uw_rationale","uw_rationale","str","input","Rationale Required:","None"
"cds/rating_summary/summary_ratios/catastrophe","catastrophe","structure","n/a","n/a","n/a"
"cds/rating_summary/summary_ratios/total/gg_pre_uw_adj/ulr_priced_final","ulr_priced_final","float","output","ULR: Final Selected","n/a"
"cds/rating_summary/summary_ratios/total/gg_pre_uw_adj","gg_pre_uw_adj","structure","n/a","n/a","n/a"
"cds/rating_summary/summary_ratios/total/gn_pre_uw_adj/ulr_priced_final_exc_pc","ulr_priced_final_exc_pc","float","output","ULR: Final Selected (not Net of PC)","n/a"
"cds/rating_summary/summary_ratios/total/gn_pre_uw_adj/ulr_priced_final_inc_pc","ulr_priced_final_inc_pc","float","output","ULR: Final Selected (Net of PC)","n/a"
"cds/rating_summary/summary_ratios/total/gn_pre_uw_adj/ulr_bench","ulr_bench","float","output","ULR: Benchmark","n/a"
"cds/rating_summary/summary_ratios/total/gn_pre_uw_adj/ulr_plan","ulr_plan","float","output","ULR: Business Plan","n/a"
"cds/rating_summary/summary_ratios/total/gn_pre_uw_adj/ulr_prior","ulr_prior","float","output","ULR: Prior","n/a"
"cds/rating_summary/summary_ratios/total/gn_pre_uw_adj","gn_pre_uw_adj","structure","n/a","n/a","n/a"
"cds/rating_summary/summary_ratios/total/gg_pst_uw_adj/ulr_priced_final","ulr_priced_final","float","output","ULR: Final Selected","n/a"
"cds/rating_summary/summary_ratios/total/gg_pst_uw_adj","gg_pst_uw_adj","structure","n/a","n/a","n/a"
"cds/rating_summary/summary_ratios/total/gn_pst_uw_adj/ulr_priced_final_exc_pc","ulr_priced_final_exc_pc","float","output","ULR: Final Selected (not Net of PC)","n/a"
"cds/rating_summary/summary_ratios/total/gn_pst_uw_adj/ulr_priced_final_inc_pc","ulr_priced_final_inc_pc","float","output","ULR: Final Selected (Net of PC)","n/a"
"cds/rating_summary/summary_ratios/total/gn_pst_uw_adj/ulr_bench","ulr_bench","float","output","ULR: Benchmark","n/a"
"cds/rating_summary/summary_ratios/total/gn_pst_uw_adj/ulr_plan","ulr_plan","float","output","ULR: Business Plan","n/a"
"cds/rating_summary/summary_ratios/total/gn_pst_uw_adj/ulr_prior","ulr_prior","float","output","ULR: Prior","n/a"
"cds/rating_summary/summary_ratios/total/gn_pst_uw_adj","gn_pst_uw_adj","structure","n/a","n/a","n/a"
"cds/rating_summary/summary_ratios/total/uw_adjustment","uw_adjustment","float","output","Overall Implied UW Adj","n/a"
"cds/rating_summary/summary_ratios/total","total","structure","n/a","n/a","n/a"
"cds/rating_summary/summary_ratios","summary_ratios","structure","n/a","n/a","n/a"
"cds/rating_summary/technical/amts_pre_uw_adj/losses_att_afb","losses_att_afb","float","output","Losses - Attritional","n/a"
"cds/rating_summary/technical/amts_pre_uw_adj/losses_lrg_afb","losses_lrg_afb","float","output","Losses - Shock","n/a"
"cds/rating_summary/technical/amts_pre_uw_adj/losses_cat_afb","losses_cat_afb","float","output","Losses - Cat","n/a"
"cds/rating_summary/technical/amts_pre_uw_adj/losses_tot_afb","losses_tot_afb","float","output","Losses - Total","n/a"
"cds/rating_summary/technical/amts_pre_uw_adj/lae_afb","lae_afb","float","output","Costs - LAE","n/a"
"cds/rating_summary/technical/amts_pre_uw_adj/expense_afb","expense_afb","float","output","Costs - Expenses","n/a"
"cds/rating_summary/technical/amts_pre_uw_adj/reinsurance_afb","reinsurance_afb","float","output","Costs - Reinsurance","n/a"
"cds/rating_summary/technical/amts_pre_uw_adj/investment_afb","investment_afb","float","output","Investment Income","n/a"
"cds/rating_summary/technical/amts_pre_uw_adj/profit_req_afb","profit_req_afb","float","output","Profit Required","n/a"
"cds/rating_summary/technical/amts_pre_uw_adj/aqn_comm_afb","aqn_comm_afb","float","output","Acqn - Commission","n/a"
"cds/rating_summary/technical/amts_pre_uw_adj/aqn_brok_afb","aqn_brok_afb","float","output","Acqn - Brokerage","n/a"
"cds/rating_summary/technical/amts_pre_uw_adj/aqn_iptax_afb","aqn_iptax_afb","float","output","Acqn - IPT","n/a"
"cds/rating_summary/technical/amts_pre_uw_adj/aqn_total_exc_pc_afb","aqn_total_exc_pc_afb","float","output","Acqn - Total exc PC","n/a"
"cds/rating_summary/technical/amts_pre_uw_adj/aqn_pc_afb","aqn_pc_afb","float","output","Acqn - PC","n/a"
"cds/rating_summary/technical/amts_pre_uw_adj/aqn_total_inc_pc_afb","aqn_total_inc_pc_afb","float","output","Acqn - Total inc PC","n/a"
"cds/rating_summary/technical/amts_pre_uw_adj/gn_premium_tech_inc_pc_afb","gn_premium_tech_inc_pc_afb","float","output","Technical Premium - AFB - GN - net of PC","n/a"
"cds/rating_summary/technical/amts_pre_uw_adj/gn_premium_tech_exc_pc_afb","gn_premium_tech_exc_pc_afb","float","output","Technical Premium - AFB - GN - gross of PC","n/a"
"cds/rating_summary/technical/amts_pre_uw_adj/gg_premium_tech_afb","gg_premium_tech_afb","float","output","Technical Premium - AFB - GG","n/a"
"cds/rating_summary/technical/amts_pre_uw_adj/gn_premium_tech_inc_pc_100_pct","gn_premium_tech_inc_pc_100_pct","float","output","Technical Premium - 100% - GN - net of PC","n/a"
"cds/rating_summary/technical/amts_pre_uw_adj/gn_premium_tech_exc_pc_100_pct","gn_premium_tech_exc_pc_100_pct","float","output","Technical Premium - 100% - GN - gross of PC","n/a"
"cds/rating_summary/technical/amts_pre_uw_adj/gg_premium_tech_100_pct","gg_premium_tech_100_pct","float","output","Technical Premium - 100% - GG","n/a"
"cds/rating_summary/technical/amts_pre_uw_adj/gn_premium_bench_inc_pc_afb","gn_premium_bench_inc_pc_afb","float","output","Benchmark Premium - AFB - GN - net of PC","n/a"
"cds/rating_summary/technical/amts_pre_uw_adj/gn_premium_bench_exc_pc_afb","gn_premium_bench_exc_pc_afb","float","output","Benchmark Premium - AFB - GN - gross of PC","n/a"
"cds/rating_summary/technical/amts_pre_uw_adj/gg_premium_bench_afb","gg_premium_bench_afb","float","output","Benchmark Premium - AFB - GG","n/a"
"cds/rating_summary/technical/amts_pre_uw_adj/gn_premium_bench_inc_pc_100_pct","gn_premium_bench_inc_pc_100_pct","float","output","Benchmark Premium - 100% - GN - net of PC","n/a"
"cds/rating_summary/technical/amts_pre_uw_adj/gn_premium_bench_exc_pc_100_pct","gn_premium_bench_exc_pc_100_pct","float","output","Benchmark Premium - 100% - GN - gross of PC","n/a"
"cds/rating_summary/technical/amts_pre_uw_adj/gg_premium_bench_100_pct","gg_premium_bench_100_pct","float","output","Benchmark Premium - 100% - GG","n/a"
"cds/rating_summary/technical/amts_pre_uw_adj","amts_pre_uw_adj","structure","n/a","n/a","n/a"
"cds/rating_summary/technical/amts_pst_uw_adj/losses_att_afb","losses_att_afb","float","output","Losses - Attritional","n/a"
"cds/rating_summary/technical/amts_pst_uw_adj/losses_lrg_afb","losses_lrg_afb","float","output","Losses - Shock","n/a"
"cds/rating_summary/technical/amts_pst_uw_adj/losses_cat_afb","losses_cat_afb","float","output","Losses - Cat","n/a"
"cds/rating_summary/technical/amts_pst_uw_adj/losses_tot_afb","losses_tot_afb","float","output","Losses - Total","n/a"
"cds/rating_summary/technical/amts_pst_uw_adj/lae_afb","lae_afb","float","output","Costs - LAE","n/a"
"cds/rating_summary/technical/amts_pst_uw_adj/expense_afb","expense_afb","float","output","Costs - Expenses","n/a"
"cds/rating_summary/technical/amts_pst_uw_adj/reinsurance_afb","reinsurance_afb","float","output","Costs - Reinsurance","n/a"
"cds/rating_summary/technical/amts_pst_uw_adj/investment_afb","investment_afb","float","output","Investment Income","n/a"
"cds/rating_summary/technical/amts_pst_uw_adj/profit_req_afb","profit_req_afb","float","output","Profit Required (CoC)","n/a"
"cds/rating_summary/technical/amts_pst_uw_adj/aqn_comm_afb","aqn_comm_afb","float","output","Acqn - Commission","n/a"
"cds/rating_summary/technical/amts_pst_uw_adj/aqn_brok_afb","aqn_brok_afb","float","output","Acqn - Brokerage","n/a"
"cds/rating_summary/technical/amts_pst_uw_adj/aqn_iptax_afb","aqn_iptax_afb","float","output","Acqn - IPT","n/a"
"cds/rating_summary/technical/amts_pst_uw_adj/aqn_total_exc_pc_afb","aqn_total_exc_pc_afb","float","output","Acqn - Total exc PC","n/a"
"cds/rating_summary/technical/amts_pst_uw_adj/aqn_pc_afb","aqn_pc_afb","float","output","Acqn - PC","n/a"
"cds/rating_summary/technical/amts_pst_uw_adj/aqn_total_inc_pc_afb","aqn_total_inc_pc_afb","float","output","Acqn - Total inc PC","n/a"
"cds/rating_summary/technical/amts_pst_uw_adj/gn_premium_tech_inc_pc_afb","gn_premium_tech_inc_pc_afb","float","output","Technical Premium - AFB - GN - net of PC","n/a"
"cds/rating_summary/technical/amts_pst_uw_adj/gn_premium_tech_exc_pc_afb","gn_premium_tech_exc_pc_afb","float","output","Technical Premium - AFB - GN - gross of PC","n/a"
"cds/rating_summary/technical/amts_pst_uw_adj/gg_premium_tech_afb","gg_premium_tech_afb","float","output","Technical Premium - AFB - GG","n/a"
"cds/rating_summary/technical/amts_pst_uw_adj/gn_premium_tech_inc_pc_100_pct","gn_premium_tech_inc_pc_100_pct","float","output","Technical Premium - 100% - GN - net of PC","n/a"
"cds/rating_summary/technical/amts_pst_uw_adj/gn_premium_tech_exc_pc_100_pct","gn_premium_tech_exc_pc_100_pct","float","output","Technical Premium - 100% - GN - gross of PC","n/a"
