lloyds_risk_code,yoa,gpi,gnpi,acquisition_cost,latest_paid_position,latest_incurred_position,gn_ulr,incurred_development,paid_development,premium_development
TS,2008,95357339.49,74634087.09,0.217322049,35834275.35,35834327.51,0,1,0,1
TS,2009,78853548.02,64443748.78,0.182741292,19924096.48,19924097.44,0,1,0,1
TS,2010,65226125.62,51491513.86,0.21056918,10517628.04,10544836.45,0,1,0,0.999787572
TS,2011,76368860.21,60582000.96,0.20671854,30792583.34,30793209.78,0,1,0,0.999535167
TS,2012,60611588.13,48433564.53,0.200919065,7497585.073,7494875.08,0,1,0,0.998862361
TS,2013,69391350.59,54972310.1,0.207793052,21985590.96,22029096.91,0,1,0,0.99730704
TS,2014,102398683.7,80485168.2,0.214001926,380601456.7,381077010.1,0,1,0,0.995876011
TS,2015,57031654.61,44830644.27,0.213934006,66863591.1,67002188.34,0,1,0,0.996218051
TS,2016,76324548.94,57354337.32,0.248546659,113107171,113588863.7,0,1,0,0.994256928
TS,2017,75457166.78,58996180.81,0.218150067,24487118.92,27655649.05,0,1,0,0.998708473
TS,2018,55552105.16,42490666.62,0.235120496,19048129.78,21880654.49,0,0.993656899,0,0.997886298
TS,2019,69847535.69,55429182.22,0.206426087,30392213.43,31777492.99,0,0.961107796,0,0.993307195
TS,2020,58353351.9,46701385.97,0.199679462,5501044.73,6248690.8,0,0.943457714,0,0.981940799
TS,2021,58189662.49,45412606.3,0.219576049,15663819.84,18297361.62,0,0.909285734,0,0.969236552
TS,2022,44246669.7,36698249.53,0.170598606,43851887.91,45197106.54,0,0.800653794,0,0.931237059
TS,2023,62852737.28,50010892.21,0.204316401,3598991.035,12324924.93,0,0.608077049,0,0.864081685
TS,2024,55213263.35,43700822.19,0.208508617,798107.2237,3048588.017,0,0.326758384,0,0.683337317
TS,2025,42817276.18,38174166.82,0.108440092,32612.5851,40723.5851,0,0.063046587,0,0.282214578
TT,2005,0,0,0,0,0,0,1,0,1
TT,2006,0,0,0,0,0,0,1,0,1
TT,2007,0,0,0,0,0,0,1,0,1
TT,2008,0,0,0,0,0,0,1,0,1
TT,2009,0,0,0,0,0,0,1,0,1
TT,2010,0,0,0,0,0,0,1,0,1
TT,2011,0,0,0,0,0,0,1,0,1
TT,2012,0,0,0,0,0,0,1,0,1
TT,2013,0,0,0,0,0,0,1,0,1
TT,2014,0,0,0,0,0,0,1,0,1
TT,2015,0,0,0,0,0,0,1,0,1
TT,2016,13097307.36,9569092.624,0.26938474,1716467.93,2221703.93,0,1,0,1
TT,2017,20233546.5,12448487.62,0.384759977,5496867,5602328.33,0,1,0,1
TT,2018,18224633.73,12223532.72,0.329285137,1818574.854,1818574.854,0,1,0,1
TT,2019,0,0,0,0,0,0,1,0,1
TT,2020,0,0,0,0,0,0,0.905989905,0,1
TT,2021,0,0,0,0,0,0,0.821159923,0,1
TT,2022,14360172.54,12549372.2,0.126098787,8217544.27,8618288.882,0,0.709937045,0,1
TT,2023,0,0,0,0,0,0,0.559388429,0,0.995677348
TT,2024,0,0,0,0,0,0,0.348330739,0,0.90880746
TT,2025,19198762.63,12682484.84,0.339411342,1138184.8,1143029.8,0,0.071471036,0,0.416198429
TU,2005,0,0,0,0,0,0,1,0,1
TU,2006,18758053.63,16560460.95,0.117154622,0,0,0,1,0,1
TU,2007,24766019.1,21251414.66,0.141912369,0,0,0,1,0,1
TU,2008,26402209.38,22997721.75,0.128947073,366864.01,366864.01,0,1,0,1
TU,2009,34291386.44,29499405.18,0.139743001,0,0,0,1,0,1
TU,2010,37948305.75,32749927.88,0.13698577,293604.97,293604.97,0,1,0,1
TU,2011,47494185.91,39815129.66,0.161684133,0,0,0,1,0,1
TU,2012,47315631.36,40143733.24,0.151575661,371.5,371.5,0,1,0,1
TU,2013,58363405.91,48629136.98,0.166787198,324992.95,324992.95,0,1,0,0.999999546
TU,2014,59392851.74,49192970.46,0.17173584,117842.05,117842.05,0,1,0,0.999912769
TU,2015,77541534.37,62301686.37,0.19653787,2401134.89,2443580.89,0,1,0,0.999908189
TU,2016,61699113.01,48713260.99,0.210470644,4542964.77,4575926.88,0,0.999999941,0,0.999788276
TU,2017,76645301.01,59881917.27,0.218713783,1149200.468,1149198.728,0,0.99965445,0,0.999606462
TU,2018,96613891.78,74036301.21,0.233688864,4278277.07,4284327.07,0,1,0,0.999247881
TU,2019,107153385,79114804.36,0.261667708,4311596.136,4311596.136,0,1,0,0.999480552
TU,2020,119787783.2,88402743.41,0.262005348,17324.85,60524.85,0,1,0,0.997918009
TU,2021,127344400.4,93248407.66,0.267746305,10472.28,14820.28,0,1,0,0.996711323
TU,2022,146877939,107036618.6,0.271254626,257355.58,2105591.13,0,1,0,0.991326008
TU,2023,154010186.8,113686548.4,0.261824488,1735417.66,2141688.88,0,0.982964956,0,0.983002351
TU,2024,133045739.7,98676835.41,0.258323975,2414749.357,3042094.337,0,0.712360749,0,0.897036043
TU,2025,49548434.34,38232727.37,0.228376681,107429.0887,108729.3687,0,0.088909812,0,0.443082504
TW,2005,0,0,0,0,0,0,1,0,1
TW,2006,0,0,0,0,0,0,1,0,1
TW,2007,0,0,0,0,0,0,1,0,1
TW,2008,0,0,0,0,0,0,1,0,1
TW,2009,0,0,0,0,0,0,1,0,1
TW,2010,0,0,0,0,0,0,1,0,1
TW,2011,0,0,0,0,0,0,1,0,1
TW,2012,0,0,0,0,0,0,1,0,1
TW,2013,85657884.46,78231003.31,0.086703999,7487999.481,7488000.565,0,1,0,1
TW,2014,103855485,94881427.27,0.086409088,29994772.72,30496553.02,0,1,0,1
TW,2015,81491842.77,73156017.05,0.102290308,585731.4742,585731.4742,0,1,0,0.99992716
TW,2016,92321732.94,82386913.64,0.107610841,2699939.239,4612996.794,0,1,0,1
TW,2017,99927269,89618945.82,0.10315826,125154.2278,135032.1052,0,1,0,1
TW,2018,102628838.9,91991780.2,0.103645904,2848202.407,3354286.793,0,1,0,0.999611829
TW,2019,106549933.8,95445781.17,0.104215481,35800277.39,36362111.35,0,1,0,0.999654767
TW,2020,106487930.8,95057996.73,0.107335489,10155467.11,13628868.26,0,0.984021604,0,0.999197984
TW,2021,125522785,112498968,0.103756597,99205198.64,105047511.5,0,0.940262816,0,0.998589314
TW,2022,139792187.6,125372515.8,0.10315077,32671255.28,34359586.5,0,0.859846666,0,0.997367534
TW,2023,209582077.3,188007679.5,0.102940089,1046133.16,1745759.24,0,0.723632278,0,0.99217673
TW,2024,212556199.8,191695185.3,0.098143524,70404.98,634674.76,0,0.50024412,0,0.961595158
TW,2025,188020450.9,170551574.1,0.09290945,118620.75,306979.42,0,0.167514589,0,0.851065063
TX,2005,0,0,0,0,0,0,1,0,1
TX,2006,24446113.92,21370577.51,0.125808806,13741512.38,13820936.57,0,1,0,1
TX,2007,25326811.7,21855745.02,0.137051071,19078368.75,19186762.75,0,0.997143145,0,1
TX,2008,27505145.7,23786536.74,0.135196847,16018056.1,16018070.64,0,0.994052083,0,0.998336107
TX,2009,26839459.22,23651900.24,0.118763905,9472084.362,9524687.068,0,1,0,0.998335083
TX,2010,25884094.43,22657086.78,0.124671453,13453610.82,13453615.28,0,0.99933134,0,0.9978657
TX,2011,23917038.22,21120124.35,0.116942317,20480435.73,20619878.75,0,1,0,0.997951916
TX,2012,40801973.55,36351519.87,0.109074471,37365818.96,38431312.19,0,1,0,0.997933375
TX,2013,40522009.34,36081550.44,0.10958141,11881951.44,11936783.03,0,1,0,0.995451695
TX,2014,38126711.34,33317681.82,0.126132817,12099369.14,12184833.65,0,1,0,0.994754807
TX,2015,30202361.73,26983624.95,0.106572354,16682115.63,17081580.3,0,1,0,0.993591566
TX,2016,34650618.47,30662701.11,0.115089356,24953032.01,25325002.67,0,1,0,0.989307284
TX,2017,28705698.83,25302886.11,0.118541365,30423062.49,31201307.52,0,1,0,0.986192149
TX,2018,25482645.32,22388875.12,0.121406948,29820506.41,30561241.64,0,0.99472017,0,0.984646639
TX,2019,27033962.52,23736563.31,0.121972471,21711859.78,22485604.99,0,1,0,0.982903455
TX,2020,31206759.29,27409022.68,0.121695963,15097357.16,16432918.76,0,1,0,0.979541988
TX,2021,32077796.08,28304255.47,0.117637153,13890182.62,15930101.51,0,1,0,0.97634947
TX,2022,35203814.96,31279419.92,0.111476414,28126481.57,34329740.9,0,1,0,0.971105076
TX,2023,35042889.66,30805738.78,0.120913284,7790533.337,12450796.02,0,1,0,0.957043116
TX,2024,36497175.11,32023578.28,0.122573783,9992883.34,18083189.93,0,0.922467527,0,0.907421349
TX,2025,29668780.32,25880145.14,0.127697706,857811.48,4544150.879,0,0.432571975,0,0.736404558
UA,2005,0,0,0,0,0,0,1,0,1
UA,2006,239967354.5,183330571,0.236018702,145141453.5,145321895.3,0,1,0,1
UA,2007,248545517.5,191116005.2,0.231062354,193780838.3,196020637.9,0,0.999509626,0,1
UA,2008,248383001.1,189057211.7,0.238848025,162827278.8,163148543.7,0,1,0,1
UA,2009,259108453.6,200950974.4,0.224452265,186653086.6,191395095.9,0,0.994751047,0,1
UA,2010,273720438.4,201767872.3,0.262868811,242209206.4,246598313.5,0,0.994170811,0,1
UA,2011,258502806.8,196821358.8,0.238610361,176785735.2,179373367,0,0.977946942,0,1
UA,2012,288035726.5,212921751,0.260780065,226058893.5,234760969.8,0,0.976310265,0,1
UA,2013,336554826.2,254110937,0.244964216,304459259.9,322038875.7,0,0.972229417,0,1
UA,2014,466115869.7,354442162.5,0.239583577,393223621.3,436046623.8,0,0.946388494,0,1
UA,2015,583101421.3,444159545.8,0.238280804,573189539,640424174.8,0,0.90880842,0,1
UA,2016,615994850.8,476649397.3,0.226212043,747243512.4,825753123.8,0,0.870700333,0,1
UA,2017,760729981.2,590250402.7,0.224099987,855051799.3,1029705244,0,0.828389017,0,0.997362012
UA,2018,871817903.6,680103161.5,0.219902277,797987067.5,925562515,0,0.777416542,0,0.98023469
UA,2019,567125553.6,453391269.3,0.200545159,435322226.7,511500179.9,0,0.698765759,0,0.9640277
UA,2020,539272016.8,433557740.3,0.196031452,200891757.1,258424222.6,0,0.620767656,0,0.947909681
UA,2021,559301814.8,465497031.8,0.167717645,229884676.9,305460695.6,0,0.513005104,0,0.936825095
UA,2022,564993777.8,489639221.7,0.133372364,117179222.7,196241505.1,0,0.39022726,0,0.933002004
UA,2023,727446430.3,634225749.6,0.128147829,54868242.29,100215691.7,0,0.244207413,0,0.924905608
UA,2024,855593882.1,746927925.5,0.127006468,14158868.82,30769917.02,0,0.102907423,0,0.883379906
UA,2025,594130587.1,519589638,0.125462231,488290.6085,2852756.973,0,0.01219695,0,0.53933758
UC,2005,0,0,0,0,0,0,1,0,1
UC,2006,136226244.5,108515659.2,0.203415909,51761922.96,51908457.87,0,1,0,1
UC,2007,137593751.6,108850804.2,0.208897185,112508818.8,112589984.8,0,0.999047377,0,1
UC,2008,156964811.5,127664776.7,0.186666263,130765672.9,132421552.6,0,0.997931273,0,1
UC,2009,140827242.8,109805893.8,0.22027946,61557332.81,61733338.76,0,0.995863859,0,1
UC,2010,145586960.7,117061858.9,0.195931707,101181967,101431855,0,0.995435071,0,1
UC,2011,152711549.9,123995554.9,0.188040754,97720219.2,98759485.21,0,0.994289716,0,0.999993585
UC,2012,192378766.9,155248861,0.193004178,122984460.9,126688998.1,0,0.992698941,0,0.999992405
UC,2013,223781726.9,178990888.9,0.200154135,97889444.85,98054295.03,0,0.997106244,0,0.999990537
UC,2014,275735278.6,216706536.5,0.214077583,144475047.2,147302693,0,0.997265952,0,0.999982847
UC,2015,333178146.3,262610510.6,0.211801514,201650317.1,210544546.9,0,0.985754127,0,0.997963468
UC,2016,325330918.5,261164561.2,0.197234119,187502726.8,209276481.8,0,0.970643787,0,1
UC,2017,328120127,263077213.5,0.198228966,170502108.6,191566133.9,0,0.955501567,0,0.999319936
UC,2018,366977395.3,298552607.3,0.186455048,176976870,221343891.6,0,0.941206267,0,0.996996959
UC,2019,212929926.2,179662847.9,0.156234865,73650121.84,92398808.46,0,0.905670443,0,0.995825312
UC,2020,250702766.1,217047609.8,0.134243259,36016449.62,39192285.3,0,0.825125666,0,0.99241275
UC,2021,266234734.5,233752108.8,0.122007467,54452912.79,77035821.97,0,0.752778632,0,0.990181774
UC,2022,295279431,261641932.6,0.113917513,143874604.5,162745789.5,0,0.643636173,0,0.990004126
UC,2023,312748586.5,275438094.8,0.119298674,20182415.36,37381101.9,0,0.477114908,0,0.99198924
UC,2024,328193826,290671100.5,0.114330991,629860.8223,5586835.7,0,0.205985918,0,0.969646484
UC,2025,344067724.8,313029025.2,0.090211018,100486.5985,407361.3626,0,0.013172773,0,0.618203019
UR,2005,0,0,0,0,0,0,1,0,1
UR,2006,0,0,0,0,0,0,1,0,1
UR,2007,0,0,0,0,0,0,0.999509626,0,1
UR,2008,0,0,0,0,0,0,1,0,1
UR,2009,0,0,0,0,0,0,0.994751047,0,1
UR,2010,0,0,0,0,0,0,0.994170811,0,1
UR,2011,0,0,0,0,0,0,0.977946942,0,1
UR,2012,0,0,0,0,0,0,0.976310265,0,1
UR,2013,0,0,0,0,0,0,0.972229417,0,1
UR,2014,0,0,0,0,0,0,0.946388494,0,1
UR,2015,0,0,0,0,0,0,0.90880842,0,1
UR,2016,0,0,0,0,0,0,0.870700333,0,1
UR,2017,0,0,0,0,0,0,0.828389017,0,1
UR,2018,0,0,0,0,0,0,0.777416542,0,1
UR,2019,340362505.1,248139074.8,0.270956492,160131224.5,189344772.7,0,0.698765759,0,1
UR,2020,279219381.3,205688169.7,0.263345658,92705963.21,105736819.3,0,0.620767656,0,1
UR,2021,276740341.6,202002704.5,0.270064121,98674435.44,119386257.8,0,0.513005104,0,0.998076739
UR,2022,388474181,285014194.5,0.266323971,115505996.6,143758365.1,0,0.39022726,0,0.995564404
UR,2023,454674924.4,333116950.7,0.267351391,45566711.81,84952276.24,0,0.244207413,0,0.987577419
UR,2024,507545463.3,367539565.2,0.27584898,15321323.85,29083349.2,0,0.102907423,0,0.946900446
UR,2025,252107433.9,184741251.9,0.2672122,1527977.028,6206950.68,0,0.01219695,0,0.435429317
US,2005,0,0,0,0,0,0,1,0,1
US,2006,0,0,0,0,0,0,1,0,1
US,2007,0,0,0,0,0,0,0.999509626,0,1
US,2008,0,0,0,0,0,0,1,0,1
US,2009,0,0,0,0,0,0,0.994751047,0,1
US,2010,0,0,0,0,0,0,0.994170811,0,1
US,2011,0,0,0,0,0,0,0.977946942,0,1
US,2012,0,0,0,0,0,0,0.976310265,0,1
US,2013,0,0,0,0,0,0,0.972229417,0,1
US,2014,0,0,0,0,0,0,0.946388494,0,1
US,2015,0,0,0,0,0,0,0.90880842,0,1
US,2016,0,0,0,0,0,0,0.870700333,0,1
US,2017,0,0,0,0,0,0,0.828389017,0,1
US,2018,0,0,0,0,0,0,0.777416542,0,1
US,2019,75285470.45,54677463.33,0.273731531,23635189.06,29215069.68,0,0.698765759,0,1
US,2020,114916352.2,83234321.24,0.275696455,27928670.31,33042669.42,0,0.620767656,0,1
US,2021,138935876.2,103174750.5,0.257393027,31227049.3,36054076.91,0,0.513005104,0,0.997415807
US,2022,163961886.3,118603824.2,0.27663784,36358207.43,48109526.73,0,0.39022726,0,0.994501834
US,2023,186877800.5,136945140.8,0.267194175,18140743.64,22889870.69,0,0.244207413,0,1
US,2024,263969425.1,195848500.1,0.258063694,8339628.775,13706221.4,0,0.102907423,0,0.92717726
US,2025,60479143.46,43780264.76,0.276109709,544711.4126,906549.6748,0,0.01219695,0,0.320505565
V,2005,0,0,0,0,0,0,1,0,1
V,2006,597803052.5,456022425,0.237169461,215793732.7,217064523.3,0,1,0,1
V,2007,679737883.7,513420032.8,0.24467939,420846495.4,420932042.9,0,1,0,1
V,2008,624875284.7,477249927.5,0.236247713,325216496.2,325559675.3,0,1,0,1
V,2009,641305802.7,492830637.3,0.231520072,300425101.7,300975551.7,0,1,0,0.999967173
V,2010,720805571.5,555434157.4,0.229425827,391792954.4,394340324.7,0,1,0,0.999967003
V,2011,764285215.8,585712092,0.23364723,464522237.6,467825235.9,0,1,0,0.999893905
V,2012,829914179.6,638274729.4,0.23091478,506092913.4,506686211.2,0,1,0,0.999920185
V,2013,833713349.9,634845986.1,0.238532061,480154165.5,482381461.2,0,1,0,0.999124503
V,2014,871408693.7,665508110.4,0.236284748,819041682.5,820701737.1,0,1,0,0.9995744
V,2015,886795180.9,674813784.1,0.239042116,581044586,588667824.7,0,1,0,0.999351802
V,2016,935952859.3,711616006,0.239688197,687689518,693442448.8,0,1,0,0.999129517
V,2017,993790731.2,757757433,0.23750805,738572947.1,750283770.6,0,1,0,0.998106565
V,2018,942977524.1,720137010.2,0.236315827,627095598.5,647993465,0,1,0,0.997812358
V,2019,726441532.5,556916903.5,0.233363074,341820879.4,351523093.5,0,1,0,0.997843426
V,2020,892255717.8,694696960.4,0.221414953,402807575.5,419496571.1,0,1,0,0.997013395
V,2021,1060128295,827265582,0.219655219,503139453.8,539043369.7,0,1,0,0.996172743
V,2022,1188062809,932128293.5,0.215421705,310411492.5,334686175.5,0,1,0,0.993961526
V,2023,1309566029,1022577050,0.219148155,394443310.9,458118231.1,0,0.995520297,0,0.98247492
V,2024,1344630458,1051812998,0.217767981,210565360.3,335002719.8,0,0.811123126,0,0.882247362
V,2025,806217874.4,638625402.2,0.207874915,75676631.81,144445885,0,0.26346433,0,0.442010541
VL,2005,0,0,0,0,0,0,1,0,1
VL,2006,83930916.03,61758926.12,0.264169521,33851371.09,33924449.79,0,1,0,1
VL,2007,73956033.53,54683390.08,0.260595958,36725202.2,37158350.44,0,0.999434834,0,1
VL,2008,70041266.65,55096794.17,0.213366679,36175895.3,36187449.71,0,0.994208695,0,1
VL,2009,81791277.49,63383181.95,0.225061842,29669764.86,29665005.81,0,0.993939566,0,1
VL,2010,84388323.89,65515468.3,0.223642972,35490255.61,35848826.57,0,0.994307801,0,1
VL,2011,85775151.98,67764458.85,0.209975648,39620007.9,41865106.14,0,0.993819617,0,0.999908898
VL,2012,81231702.64,62121879.02,0.235250807,42356428.09,44338839.27,0,0.994268796,0,0.999976144
VL,2013,95184187.78,72697459.63,0.236244367,39784737.19,40004204.99,0,1,0,1
VL,2014,101132778.1,76669923.37,0.241888487,42086448.55,42498174.73,0,1,0,1
VL,2015,112564230.3,84336448.33,0.250770444,45771064.78,45900970.81,0,1,0,1
VL,2016,131372275.1,98012994.83,0.253929379,58349650.27,58480229.09,0,1,0,0.999243616
VL,2017,137249935.6,104268128.4,0.240304719,61219617.95,62799777.28,0,1,0,0.999648996
VL,2018,135963722.5,104544990.4,0.231081729,67804882.07,72533749.12,0,1,0,0.999024669
VL,2019,110583458,82360330.23,0.255220159,41464546.18,43850901.57,0,1,0,0.998805901
VL,2020,115394240.6,86460429.39,0.250738781,40121133.12,45076491.24,0,1,0,1
VL,2021,139242878.2,104103472.3,0.252360525,51560173.48,61802003.14,0,0.997367939,0,1
VL,2022,161027516.8,120407017,0.252258127,64845179.95,75327315.59,0,0.952346886,0,1
VL,2023,180980404.9,131713159.8,0.272224195,43042343.44,59815385.55,0,0.886958137,0,1
VL,2024,162747438.1,120577068.6,0.259115412,20326882.78,42283799.34,0,0.695007859,0,0.934225004
VL,2025,60480085.17,45264032.7,0.251587815,2377607.602,9270340.048,0,0.162581418,0,0.401915623
VX,2005,0,0,0,0,0,0,1,0,1
VX,2006,31818407.29,28032949.4,0.118970691,24392163,24392162.97,0,1,0,1
VX,2007,22611848.83,19794226.09,0.124608243,8351184.287,8353992.277,0,1,0,1
VX,2008,25139365.87,22294990.08,0.113144293,13427335.66,13427563.93,0,1,0,0.998406352
VX,2009,28495520.78,25296987.06,0.112246895,11574116.08,11574960.81,0,1,0,0.990433606
VX,2010,24744800.62,21892589.77,0.115265057,10072045.34,10074211.37,0,1,0,0.990627802
VX,2011,29682624.25,26446519.26,0.109023548,24474659.58,24503022.81,0,1,0,0.990862649
VX,2012,67835048.45,61377284.87,0.095198039,75144670.29,75322786.76,0,1,0,0.990044786
VX,2013,62653065.2,56382157.02,0.100089408,29489536.37,30786115.34,0,1,0,0.987717576
VX,2014,50802010.57,45604420.18,0.102310722,14632617.21,14780421.67,0,1,0,0.987473748
VX,2015,49943367.05,44755538.31,0.103874229,30586979.16,31218256.39,0,1,0,0.986620084
VX,2016,45282046.04,40509519.46,0.10539556,20839537.92,20958789.53,0,1,0,0.98572118
VX,2017,45640790.58,41756453.84,0.085106693,18685345.09,20730768.51,0,1,0,0.984622071
VX,2018,53584424.26,49048745.16,0.084645476,73659148.45,75758074.83,0,1,0,0.984586473
VX,2019,45014514.55,39829988.13,0.115174549,23390989,27325160,0,1,0,0.983073064
VX,2020,48429782.54,43175907.17,0.108484389,35195003.91,36190238.83,0,1,0,0.979424962
VX,2021,50459420.09,44819218.72,0.111776976,14227614.21,18026375.29,0,1,0,0.970802886
VX,2022,50984099.96,45315534.51,0.111183005,11858428.94,14067340.12,0,1,0,0.963154234
VX,2023,53073178.43,47130671.89,0.111968168,4264248.815,7046889.409,0,1,0,0.944133904
VX,2024,61511031.1,54836395.62,0.108511195,3008121.182,7582521.601,0,0.969955909,0,0.906805178
VX,2025,45754951.64,40624919.79,0.112119709,29165.2,2581281.788,0,0.453201716,0,0.77349022
W,2005,0,0,0,0,0,0,1,0,1
W,2006,103995714.6,75631190.56,0.272747047,8865425.594,8865425.609,0,1,0,1
W,2007,106524238.8,75080112.04,0.295182835,6866227.108,6866351.09,0,1,0,1
W,2008,127737288.8,89349771.22,0.300519276,25742002.71,25742002.74,0,1,0,1
W,2009,140334195.3,103884527.5,0.259734755,33368926.66,33413172.4,0,0.997820584,0,1
W,2010,139740003,98806389.14,0.292926957,85110100.14,85192273.52,0,0.997827784,0,1
W,2011,119921792.6,83518597.78,0.303557794,33226768.87,33309953.58,0,0.997800664,0,1
W,2012,109391107.5,74393865.15,0.319927672,15954615.77,15954617.76,0,0.997938954,0,1
W,2013,99157927.32,66088204.85,0.333505584,19599114.6,19720955.89,0,0.998200311,0,1
W,2014,100182754.2,66732546.34,0.333891877,35316055.96,35427183.87,0,1,0,1
W,2015,85554267.22,57860878.27,0.323693836,5397259.785,5406500.581,0,1,0,1
W,2016,73798890.09,49791854.16,0.325303482,41034134.89,41767491.36,0,1,0,1
W,2017,63595511.42,42706111.82,0.328472861,31621301.15,31640098.28,0,1,0,1
W,2018,70265925.36,45834304.1,0.347702263,29231100.7,30710231.05,0,0.977816451,0,1
W,2019,112113878.3,70898936.28,0.367616772,29827021.6,31121289.46,0,0.957128366,0,1
W,2020,95446854.84,61757314.26,0.352966482,18599146.14,18618928.97,0,0.926216229,0,1
W,2021,101451845,65043057.44,0.35887753,87848940.1,108677987.2,0,0.913977409,0,1
W,2022,113218850.3,75830860.63,0.330227604,86960999.44,122794755.5,0,0.8989607,0,1
W,2023,85531972.12,59550370.9,0.303764786,33148518.36,44810034.23,0,0.802719364,0,1
W,2024,74286039.62,50654706.43,0.318112708,104582730.6,135705742.4,0,0.559871435,0,0.857046225
W,2025,24842565.81,17170263.63,0.308836947,27934374.19,36968183.11,0,0.21379974,0,0.429008091
W3,2005,0,0,0,0,0,0,1,0,1
W3,2006,216519871.2,193102822.3,0.108151962,97065648.35,99607842.28,0,1,0,1
W3,2007,207929339.4,184839572.9,0.111046217,119633333.5,120711586,0,0.999891868,0,1
W3,2008,204338722,180829751.8,0.115049023,108818434.5,110230278.5,0,0.998139048,0,1
W3,2009,195167466.2,169480197.5,0.13161655,106326746.1,106836210.3,0,0.99706019,0,1
W3,2010,204288849.7,176258213.8,0.137210797,122095284.8,124313873.6,0,0.996590071,0,1
W3,2011,202626467.5,175128275.6,0.135708786,123588903.2,124361379.8,0,0.99659211,0,1
W3,2012,219864900.4,187797856.6,0.145848854,144866865.4,145653999.7,0,0.996911882,0,1
W3,2013,245324875.2,205537173.3,0.162183724,194234284,196289786.2,0,0.996918866,0,1
W3,2014,259876706.5,215963666.8,0.168976436,200255581.5,206543452.6,0,0.996775902,0,1
W3,2015,255177537.2,207082618.2,0.188476304,166991772.5,172978890.7,0,0.998080751,0,1
W3,2016,258965270.1,210758888.6,0.186149986,178662850.5,186947019,0,1,0,0.995593911
W3,2017,310566876,257454595.5,0.17101721,187750893.7,196812546.9,0,1,0,0.994267637
W3,2018,277251297,231837247.1,0.163801037,143107164,152318118.6,0,1,0,0.992006446
W3,2019,229687354.2,190526469,0.170496479,117830347,141100901.7,0,0.997598332,0,0.989972895
W3,2020,156975567.4,133126180.6,0.151930566,50117465.43,93850874.75,0,0.991800869,0,0.986924724
W3,2021,194649022.5,161128968.1,0.172207669,53444703.32,119149747.3,0,0.955748991,0,0.984377427
W3,2022,217670428.1,181454201,0.166381016,29665131.31,85949529.33,0,0.839064189,0,0.981014866
W3,2023,250089934.1,207874667.9,0.168800341,21045529.54,95575563.84,0,0.699522171,0,0.983838579
W3,2024,235449759.6,197427992,0.161485693,4662860.483,65352756.57,0,0.493609392,0,0.938688533
W3,2025,0,0,0,0,0,0,0.124759871,0,0.620048841
W4,2005,0,0,0,0,0,0,1,0,1
W4,2006,0,0,0,0,0,0,1,0,1
W4,2007,18646704.71,15718205.94,0.157051812,9657953.81,9658029.82,0,1,0,1
W4,2008,17664766.86,14335904.3,0.188446448,5239507.71,5417221.94,0,0.99991447,0,1
W4,2009,19361321.26,15989784.75,0.174137729,7698260.73,9857767.99,0,1,0,1
W4,2010,14196684.96,11506420.48,0.189499484,6652278.83,6652277.84,0,1,0,1
W4,2011,17484034.91,14264094.91,0.184164583,11621645.47,11615508.47,0,0.985114042,0,1
W4,2012,35842862.37,28450873.56,0.206233217,24606473.33,24869436.14,0,0.986997343,0,1
W4,2013,38381736.3,29706865.68,0.226015586,40983287.21,41868870.2,0,0.9996081,0,1
W4,2014,37150184.64,28790204.05,0.225032006,37705998.88,39917462.82,0,0.996348829,0,1
W4,2015,56401558.32,42926538.09,0.238912197,47309856.51,50969934.2,0,0.989802667,0,1
W4,2016,66130625.43,50695890.14,0.233397691,51205075.71,57409978.62,0,0.99377729,0,1
W4,2017,70177648.29,55297282.38,0.212038538,55113989.35,66337681.73,0,0.989807521,0,1
W4,2018,38872008.4,30868066.53,0.205905025,22174035.98,26627563.4,0,0.983092472,0,1
W4,2019,57263682.95,44880425.69,0.216249752,22765837.43,34230241.7,0,0.972452171,0,0.999121698
W4,2020,48856314.49,38897920.35,0.203830237,16040262.53,29158973.89,0,0.942141798,0,0.997401084
W4,2021,63380541.66,50846891.55,0.197752335,17026005.71,41671362.01,0,0.881792887,0,0.990459607
W4,2022,61307065.94,50481407.4,0.176580927,5357919.737,22151565.36,0,0.778294817,0,0.989172841
W4,2023,60131879.74,49263881.78,0.180736042,3641203.686,16289642.5,0,0.583164644,0,0.98071363
W4,2024,68779052.87,54130823.12,0.212975159,2100997.113,12929678.56,0,0.334264201,0,0.947802635
W4,2025,32182436.42,26768498.56,0.168226476,2104004.926,5593162.354,0,0.077325852,0,0.493249913
W5,2005,0,0,0,0,0,0,1,0,1
W5,2006,0,0,0,0,0,0,1,0,1
W5,2007,0,0,0,0,0,0,0.999993335,0,1
W5,2008,0,0,0,0,0,0,0.999986883,0,1
W5,2009,0,0,0,0,0,0,0.999974129,0,1
W5,2010,47139755.46,40658217.65,0.137496212,19717615.06,27683316.98,0,0.99994885,0,1
W5,2011,90708598.36,78744905.97,0.131891492,27524717.45,48793413.27,0,0.999898617,0,1
W5,2012,95253412.91,82368252.58,0.135272427,19869959.52,32034721.47,0,0.999798509,0,0.999169477
W5,2013,105276931.2,90563230.62,0.139761868,24736530.54,42861361.74,0,0.999598399,0,0.999042396
W5,2014,129363158.4,110940355.6,0.142411511,34494824.21,58903003.7,0,0.999197104,0,0.999148209
W5,2015,134632141.3,114999625.5,0.145823394,40650616.14,60061699.13,0,0.998389649,0,0.998291477
