Name,Mode,CDS level,Coverage,Relative path,Rater Defined?,Type,Default,Label hx
sector_message_2,Output,cds/key_industry,,/sector_message_2,Y,str,,Sector Message
sector_base_frequency_2,Output,cds/key_industry,,/sector_base_frequency_2,Y,float,,
sector_uw_override_2,Input,cds/key_industry,,/sector_uw_override_2,Y,float,,Underwriter Override 2
sector_uw_override_comment_2,Input,cds/key_industry,,/sector_uw_override_comment_2,Y,str,,Underwriter Override Comment 2
sector_unity_frequency_2,Output,cds/key_industry,,/sector_unity_frequency_2,Y,float,,Sector Base Frequency 2
sic_code_3,Output,cds/key_industry,,/sic_code_3,Y,str,,SIC Code 3
sic_description_3,Input,cds/key_industry,,/sic_description_3,Y,str,,SIC Description 3
sector_3,Input,cds/key_industry,,/sector_3,Y,str,,Sector 3
sic_percentage_3,Input,cds/key_industry,,/sic_percentage_3,Y,float,,SIC Percentage 3
sector_id_3,Output,cds/key_industry,,/sector_id_3,Y,float,,
sector_message_3,Output,cds/key_industry,,/sector_message_3,Y,str,,Sector Message
sector_base_frequency_3,Output,cds/key_industry,,/sector_base_frequency_3,Y,float,,
sector_uw_override_3,Input,cds/key_industry,,/sector_uw_override_3,Y,float,,Underwriter Override 3
sector_uw_override_comment_3,Input,cds/key_industry,,/sector_uw_override_comment_3,Y,str,,Underwriter Override Comment 3
sector_unity_frequency_3,Output,cds/key_industry,,/sector_unity_frequency_3,Y,float,,Sector Base Frequency 3
ebit,Input,cds/exposure/aggregate,,/ebit,Y,float,,EBIT
total_assets_output,Output,cds/exposure/aggregate,,/total_assets_output,Y,float,,Total Assets
period,Input,cds/exposure/aggregate,,/period,Y,float,,Period
source,Input,cds/exposure/aggregate,,/source,Y,str,,Source
net_sales,Input,cds/exposure/aggregate,,/net_sales,Y,float,,Net Sales
dic_loading_factor,Input,cds/exposure/aggregate,,/dic_loading_factor,Y,float,,DIC Loading Factor
market_value_of_equity,Input,cds/exposure/aggregate,,/market_value_of_equity,Y,float,,Market Capitalization
z_score,Output,cds/exposure/aggregate,,/z_score,Y,float,,Z-Score
total_liabilities,Input,cds/exposure/aggregate,,/total_liabilities,Y,float,,Total Liabilities
bankruptcy_score,Output,cds/exposure/aggregate,,/bankruptcy_score,Y,float,,Bankruptcy Score
current_assets,Input,cds/exposure/aggregate,,/current_assets,Y,float,,Current Assets
average_bankruptcy_score,Output,cds/exposure/aggregate,,/average_bankruptcy_score,Y,float,,Average Bankruptcy Score
current_liabilities,Input,cds/exposure/aggregate,,/current_liabilities,Y,float,,Current Liabilities
retained_earnings,Input,cds/exposure/aggregate,,/retained_earnings,Y,float,,Retained Earnings
sca_unity_freq,Output,cds,,/frequency/sca_unity_freq,Y,float,,SCA Unity Frequency
sca_sector_freq,Output,cds,,/frequency/sca_sector_freq,Y,float,,SCA Sector Frequency
sca_model_freq,Output,cds,,/frequency/sca_model_freq,Y,float,,SCA Model Frequency
sca_freq_override,Input,cds,,/frequency/sca_freq_override,Y,float,,SCA Frequency Override
sca_freq_override_comment,Input,cds,,/frequency/sca_freq_override_comment,Y,str,,Override Comment
sca_used_freq,Output,cds,,/frequency/sca_used_freq,Y,float,,SCA Used Frequency
s_unity_freq,Output,cds,,/frequency/s_unity_freq,Y,float,,S Unity Frequency
s_sector_freq,Output,cds,,/frequency/s_sector_freq,Y,float,,S Sector Frequency
s_model_freq,Output,cds,,/frequency/s_model_freq,Y,float,,S Model Frequency
s_used_freq,Output,cds,,/frequency/s_used_freq,Y,float,,S Used Frequency
sd_unity_freq,Output,cds,,/frequency/sd_unity_freq,Y,float,,SD Unity Frequency
sd_sector_freq,Output,cds,,/frequency/sd_sector_freq,Y,float,,SD Sector Frequency
sd_model_freq,Output,cds,,/frequency/sd_model_freq,Y,float,,SD Model Frequency
sd_used_freq,Output,cds,,/frequency/sd_used_freq,Y,float,,SD Used Frequency
d_unity_freq,Output,cds,,/frequency/d_unity_freq,Y,float,,Derivative Unity Frequency
d_sector_freq,Output,cds,,/frequency/d_sector_freq,Y,float,,Derivative Sector Frequency
d_model_freq,Output,cds,,/frequency/d_model_freq,Y,float,,Derivative Model Frequency
d_used_freq,Output,cds,,/frequency/d_used_freq,Y,float,,Derivative Frequency
ma_unity_freq,Output,cds,,/frequency/ma_unity_freq,Y,float,,M&A Unity Frequency
ma_sector_freq,Output,cds,,/frequency/ma_sector_freq,Y,float,,M&A Sector Frequency
ma_model_freq,Output,cds,,/frequency/ma_model_freq,Y,float,,M&A Model Frequency
ma_used_freq,Output,cds,,/frequency/ma_used_freq,Y,float,,M&A Frequency
total_freq,Output,cds,,/frequency/total_freq,Y,float,,Total Frequency
experian_sector_quartile,Output,cds,,/experian_sector_quartile,Y,float,,Experian Sector Quartile
lowest_adj_factor,Output,cds,,/lowest_adj_factor,Y,float,,Lowest Adj Factor Allowed
quoted_premium,Input,cds/layers/coverages/abc,,/quoted_premium,N,float,,ABC Quoted Premium
benchmark_premium,Output,cds/layers/coverages/abc,,/benchmark_premium,N,float,,Benchmark Premium
bpi,Output,cds/layers/coverages/abc,,/bpi,N,float,,BPI
technical_premium,Output,cds/layers/coverages/abc,,/technical_premium,N,float,,Technical Premium
tpi,Output,cds/layers/coverages/abc,,/tpi,N,float,,TPI
technical_premium_pre_uw_adj,Output,cds/layers/coverages/abc,,/technical_premium_pre_uw_adj,N,float,,Technical Premium (Pre-UW Adjustment)
tpi_pre_uw_adj,Output,cds/layers/coverages/abc,,/tpi_pre_uw_adj,N,float,,TPI (Pre-UW Adjustment)
written_line,Input,cds/layers/coverages/abc,,/written_line,N,float,1,Beazley Market Share
quoted_market_share,Output,cds/layers/coverages/abc,,/quoted_market_share,Y,float,,ABC Quoted Market Share
limit,Input,cds/layers/coverages/abc,,/limit,N,float,,Limit
excess,Input,cds/layers/coverages/abc,,/excess,N,float,,Excess
deductible,Input,cds/layers/coverages/abc,,/deductible,N,float,,Deductible
elr,Output,cds/layers/coverages/abc,,/elr,Y,float,,PFLR
roc,Output,cds/layers/coverages/abc,,/roc,N,float,,ROC
ma_retention,Input,cds/layers/coverages/abc,,/ma_retention,Y,float,,M&A Retention
bridge_countries,Input,cds/layers/coverages/abc,,/bridge_countries,Y,bool,,Bridge Countries?
at_cost_75,Output,cds/layers/coverages/abc,,/at_cost_75,Y,float,,75th at Cost
incl_dimissals_75,Output,cds/layers/coverages/abc,,/incl_dimissals_75,Y,float,,75th Incl Dismissals
quoted_premium,Input,cds/layers/coverages/side_a,,/quoted_premium,N,float,,Side A Quoted Premium
benchmark_premium,Output,cds/layers/coverages/side_a,,/benchmark_premium,N,float,,Side A Benchmark Premium
bpi,Output,cds/layers/coverages/side_a,,/bpi,N,float,,BPI
technical_premium,Output,cds/layers/coverages/side_a,,/technical_premium,N,float,,Technical Premium
tpi,Output,cds/layers/coverages/side_a,,/tpi,N,float,,TPI
technical_premium_pre_uw_adj,Output,cds/layers/coverages/side_a,,/technical_premium_pre_uw_adj,N,float,,Technical Premium (Pre-UW Adjustment)
tpi_pre_uw_adj,Output,cds/layers/coverages/side_a,,/tpi_pre_uw_adj,N,float,,TPI (Pre-UW Adjustment)
written_line,Input,cds/layers/coverages/side_a,,/written_line,N,float,1,Beazley Market Share
quoted_market_share,Output,cds/layers/coverages/side_a,,/quoted_market_share,Y,float,,Side A Quoted Market Share
limit,Input,cds/layers/coverages/side_a,,/limit,N,float,,Side A Limit
excess,Input,cds/layers/coverages/side_a,,/excess,N,float,,Side A Excess
deductible,Input,cds/layers/coverages/side_a,,/deductible,N,float,,ABC Deductible
tower,Input,cds/layers/coverages/side_a,,/tower,Y,float,,ABC Tower
non_rescindable_coverage,Input,cds/layers/coverages/side_a,,/non_rescindable_coverage,Y,bool,,Provides non-rescindable side A coverage
director_limit,Input,cds/layers/coverages/side_a,,/director_limit,Y,float,,Ind. Director Limit
elr,Output,cds/layers/coverages/side_a,,/elr,Y,float,,PFLR
roc,Output,cds/layers/coverages/side_a,,/roc,N,float,,ROC
at_cost_75,Output,cds/layers/coverages/side_a,,/at_cost_75,Y,float,,75th at Cost
incl_dimissals_75,Output,cds/layers/coverages/side_a,,/incl_dimissals_75,Y,float,,75th Incl Dismissals
ei_limit,Input,cds/layers,,/ei_limit,Y,float,,Underlying EI Limit
ei_price,Input,cds/layers,,/ei_price,Y,float,,Entity Investigation Price
ei_premium,Output,cds/layers,,/ei_premium,Y,float,,E/I Premium
bridge_premium,Override,cds,,/bridge_premium,Y,float,,Bridge Premium
bridge_comment,Input,cds,,/bridge_comment,Y,str,,Bridge Comment
base,Output,cds,,/historic_frequencies/base,Y,float,,Base
claims,Output,cds,,/historic_frequencies/claims,Y,float,,Claims
exposure,Output,cds,,/historic_frequencies/exposure,Y,float,,Exposure
mc_frequency,Output,cds,,/historic_frequencies/mc_frequency,Y,float,,Market Cap frequency
relative_year,Input,cds,,/historic_frequencies/relative_year,Y,float,,Relative Year
year,Output,cds,,/historic_frequencies/year,Y,float,,Year
esg_total_score,Input,cds,,/esg/esg_total_score,Y,float,,ESG Total Score
esg_environmental_score,Input,cds,,/esg/esg_environmental_score,Y,float,,ESG Environmental Score
esg_social_score,Input,cds,,/esg/esg_social_score,Y,float,,ESG Social Score
esg_governance_score,Input,cds,,/esg/esg_governance_score,Y,float,,ESG Governance Score
esg_industry_average_score,Input,cds,,/esg/esg_industry_average_score,Y,float,,ESG Industry Average Score
