"Path","Name","Type","Mode","Label","Default Value"
"cds/exposure/granular/mediatech_software_hardware_payroll_systems","mediatech_software_hardware_payroll_systems","structure","n/a","n/a","n/a"
"cds/exposure/granular/mediatech_edp_audits_feasibility_studies_needs_evaluation_implementation/input_pct","input_pct","float","input","Percentage of Revenue (%)","0"
"cds/exposure/granular/mediatech_edp_audits_feasibility_studies_needs_evaluation_implementation/revenue_amount","revenue_amount","float","output","Revenue","n/a"
"cds/exposure/granular/mediatech_edp_audits_feasibility_studies_needs_evaluation_implementation/class_name","class_name","float","output","Industry Class","n/a"
"cds/exposure/granular/mediatech_edp_audits_feasibility_studies_needs_evaluation_implementation","mediatech_edp_audits_feasibility_studies_needs_evaluation_implementation","structure","n/a","n/a","n/a"
"cds/exposure/granular/mediatech_software_hardware_computer_aided_design_non_structural/input_pct","input_pct","float","input","Percentage of Revenue (%)","0"
"cds/exposure/granular/mediatech_software_hardware_computer_aided_design_non_structural/revenue_amount","revenue_amount","float","output","Revenue","n/a"
"cds/exposure/granular/mediatech_software_hardware_computer_aided_design_non_structural/class_name","class_name","float","output","Industry Class","n/a"
"cds/exposure/granular/mediatech_software_hardware_computer_aided_design_non_structural","mediatech_software_hardware_computer_aided_design_non_structural","structure","n/a","n/a","n/a"
"cds/exposure/granular/mediatech_computer_security_consulting/input_pct","input_pct","float","input","Percentage of Revenue (%)","0"
"cds/exposure/granular/mediatech_computer_security_consulting/revenue_amount","revenue_amount","float","output","Revenue","n/a"
"cds/exposure/granular/mediatech_computer_security_consulting/class_name","class_name","float","output","Industry Class","n/a"
"cds/exposure/granular/mediatech_computer_security_consulting","mediatech_computer_security_consulting","structure","n/a","n/a","n/a"
"cds/exposure/granular/mediatech_telecommunication_consulting_services_high_exposure/input_pct","input_pct","float","input","Percentage of Revenue (%)","0"
"cds/exposure/granular/mediatech_telecommunication_consulting_services_high_exposure/revenue_amount","revenue_amount","float","output","Revenue","n/a"
"cds/exposure/granular/mediatech_telecommunication_consulting_services_high_exposure/class_name","class_name","float","output","Industry Class","n/a"
"cds/exposure/granular/mediatech_telecommunication_consulting_services_high_exposure","mediatech_telecommunication_consulting_services_high_exposure","structure","n/a","n/a","n/a"
"cds/exposure/granular/mediatech_custom_software_development_high_exposure/input_pct","input_pct","float","input","Percentage of Revenue (%)","0"
"cds/exposure/granular/mediatech_custom_software_development_high_exposure/revenue_amount","revenue_amount","float","output","Revenue","n/a"
"cds/exposure/granular/mediatech_custom_software_development_high_exposure/class_name","class_name","float","output","Industry Class","n/a"
"cds/exposure/granular/mediatech_custom_software_development_high_exposure","mediatech_custom_software_development_high_exposure","structure","n/a","n/a","n/a"
"cds/exposure/granular/mediatech_data_processing_high_exposure/input_pct","input_pct","float","input","Percentage of Revenue (%)","0"
"cds/exposure/granular/mediatech_data_processing_high_exposure/revenue_amount","revenue_amount","float","output","Revenue","n/a"
"cds/exposure/granular/mediatech_data_processing_high_exposure/class_name","class_name","float","output","Industry Class","n/a"
"cds/exposure/granular/mediatech_data_processing_high_exposure","mediatech_data_processing_high_exposure","structure","n/a","n/a","n/a"
"cds/exposure/granular/mediatech_advertising_media_consulting_high_exposure/input_pct","input_pct","float","input","Percentage of Revenue (%)","0"
"cds/exposure/granular/mediatech_advertising_media_consulting_high_exposure/revenue_amount","revenue_amount","float","output","Revenue","n/a"
"cds/exposure/granular/mediatech_advertising_media_consulting_high_exposure/class_name","class_name","float","output","Industry Class","n/a"
"cds/exposure/granular/mediatech_advertising_media_consulting_high_exposure","mediatech_advertising_media_consulting_high_exposure","structure","n/a","n/a","n/a"
"cds/exposure/granular/mediatech_internet_based_services_products_high_exposure/input_pct","input_pct","float","input","Percentage of Revenue (%)","0"
"cds/exposure/granular/mediatech_internet_based_services_products_high_exposure/revenue_amount","revenue_amount","float","output","Revenue","n/a"
"cds/exposure/granular/mediatech_internet_based_services_products_high_exposure/class_name","class_name","float","output","Industry Class","n/a"
"cds/exposure/granular/mediatech_internet_based_services_products_high_exposure","mediatech_internet_based_services_products_high_exposure","structure","n/a","n/a","n/a"
"cds/exposure/granular/mediatech_other_class_4/input_pct","input_pct","float","input","Percentage of Revenue (%)","0"
"cds/exposure/granular/mediatech_other_class_4/revenue_amount","revenue_amount","float","output","Revenue","n/a"
"cds/exposure/granular/mediatech_other_class_4/class_name","class_name","float","output","Industry Class","n/a"
"cds/exposure/granular/mediatech_other_class_4","mediatech_other_class_4","structure","n/a","n/a","n/a"
"cds/exposure/granular/mediatech_computer_security_products_services/input_pct","input_pct","float","input","Percentage of Revenue (%)","0"
"cds/exposure/granular/mediatech_computer_security_products_services/revenue_amount","revenue_amount","float","output","Revenue","n/a"
"cds/exposure/granular/mediatech_computer_security_products_services/class_name","class_name","float","output","Industry Class","n/a"
"cds/exposure/granular/mediatech_computer_security_products_services","mediatech_computer_security_products_services","structure","n/a","n/a","n/a"
"cds/exposure/granular/mediatech_software_hardware_medical_management_non_diagnostic/input_pct","input_pct","float","input","Percentage of Revenue (%)","0"
"cds/exposure/granular/mediatech_software_hardware_medical_management_non_diagnostic/revenue_amount","revenue_amount","float","output","Revenue","n/a"
"cds/exposure/granular/mediatech_software_hardware_medical_management_non_diagnostic/class_name","class_name","float","output","Industry Class","n/a"
"cds/exposure/granular/mediatech_software_hardware_medical_management_non_diagnostic","mediatech_software_hardware_medical_management_non_diagnostic","structure","n/a","n/a","n/a"
"cds/exposure/granular/mediatech_other_class_5/input_pct","input_pct","float","input","Percentage of Revenue (%)","0"
"cds/exposure/granular/mediatech_other_class_5/revenue_amount","revenue_amount","float","output","Revenue","n/a"
"cds/exposure/granular/mediatech_other_class_5/class_name","class_name","float","output","Industry Class","n/a"
"cds/exposure/granular/mediatech_other_class_5","mediatech_other_class_5","structure","n/a","n/a","n/a"
"cds/exposure/granular/mediatech_software_hardware_computer_aided_manufacturing_structural_design/input_pct","input_pct","float","input","Percentage of Revenue (%)","0"
"cds/exposure/granular/mediatech_software_hardware_computer_aided_manufacturing_structural_design/revenue_amount","revenue_amount","float","output","Revenue","n/a"
"cds/exposure/granular/mediatech_software_hardware_computer_aided_manufacturing_structural_design/class_name","class_name","float","output","Industry Class","n/a"
"cds/exposure/granular/mediatech_software_hardware_computer_aided_manufacturing_structural_design","mediatech_software_hardware_computer_aided_manufacturing_structural_design","structure","n/a","n/a","n/a"
"cds/exposure/granular/mediatech_software_hardware_medical_management_diagnostic/input_pct","input_pct","float","input","Percentage of Revenue (%)","0"
"cds/exposure/granular/mediatech_software_hardware_medical_management_diagnostic/revenue_amount","revenue_amount","float","output","Revenue","n/a"
"cds/exposure/granular/mediatech_software_hardware_medical_management_diagnostic/class_name","class_name","float","output","Industry Class","n/a"
"cds/exposure/granular/mediatech_software_hardware_medical_management_diagnostic","mediatech_software_hardware_medical_management_diagnostic","structure","n/a","n/a","n/a"
"cds/exposure/granular/mediatech_software_hardware_financial_fund_transfer/input_pct","input_pct","float","input","Percentage of Revenue (%)","0"
"cds/exposure/granular/mediatech_software_hardware_financial_fund_transfer/revenue_amount","revenue_amount","float","output","Revenue","n/a"
"cds/exposure/granular/mediatech_software_hardware_financial_fund_transfer/class_name","class_name","float","output","Industry Class","n/a"
"cds/exposure/granular/mediatech_software_hardware_financial_fund_transfer","mediatech_software_hardware_financial_fund_transfer","structure","n/a","n/a","n/a"
"cds/exposure/granular/mediatech_software_hardware_scientific_and_technical/input_pct","input_pct","float","input","Percentage of Revenue (%)","0"
"cds/exposure/granular/mediatech_software_hardware_scientific_and_technical/revenue_amount","revenue_amount","float","output","Revenue","n/a"
"cds/exposure/granular/mediatech_software_hardware_scientific_and_technical/class_name","class_name","float","output","Industry Class","n/a"
"cds/exposure/granular/mediatech_software_hardware_scientific_and_technical","mediatech_software_hardware_scientific_and_technical","structure","n/a","n/a","n/a"
"cds/exposure/granular/mediatech_system_integration_control_automation_systems/input_pct","input_pct","float","input","Percentage of Revenue (%)","0"
"cds/exposure/granular/mediatech_system_integration_control_automation_systems/revenue_amount","revenue_amount","float","output","Revenue","n/a"
"cds/exposure/granular/mediatech_system_integration_control_automation_systems/class_name","class_name","float","output","Industry Class","n/a"
"cds/exposure/granular/mediatech_system_integration_control_automation_systems","mediatech_system_integration_control_automation_systems","structure","n/a","n/a","n/a"
"cds/exposure/granular/mediatech_hosting/input_pct","input_pct","float","input","Percentage of Revenue (%)","0"
"cds/exposure/granular/mediatech_hosting/revenue_amount","revenue_amount","float","output","Revenue","n/a"
"cds/exposure/granular/mediatech_hosting/class_name","class_name","float","output","Industry Class","n/a"
"cds/exposure/granular/mediatech_hosting","mediatech_hosting","structure","n/a","n/a","n/a"
"cds/exposure/granular/mediatech_other_class_6/input_pct","input_pct","float","input","Percentage of Revenue (%)","0"
"cds/exposure/granular/mediatech_other_class_6/revenue_amount","revenue_amount","float","output","Revenue","n/a"
"cds/exposure/granular/mediatech_other_class_6/class_name","class_name","float","output","Industry Class","n/a"
"cds/exposure/granular/mediatech_other_class_6","mediatech_other_class_6","structure","n/a","n/a","n/a"
"cds/exposure/granular/gl_product","gl_product","str","output","Product Type","n/a"
"cds/exposure/granular/gl_exposure_info/product_type","product_type","str","output","Product Type","n/a"
"cds/exposure/granular/gl_exposure_info/occupation","occupation","str","input","Occupation","None"
"cds/exposure/granular/gl_exposure_info","gl_exposure_info","structure","n/a","n/a","n/a"
"cds/exposure/granular/gl_revenue/tier_input","tier_input","str","input","Tier","None"
"cds/exposure/granular/gl_revenue/revenue_input","revenue_input","float","input","Revenue in Source Currency","0"
"cds/exposure/granular/gl_revenue/revenue_input_usd","revenue_input_usd","float","output","Revenue Converted to $ USD","n/a"
"cds/exposure/granular/gl_revenue/revenue_base_rate","revenue_base_rate","float","output","Not set","n/a"
"cds/exposure/granular/gl_revenue/exposure_type","exposure_type","str","input","Type","None"
"cds/exposure/granular/gl_revenue/tier_relativity","tier_relativity","float","output","Not set","n/a"
"cds/exposure/granular/gl_revenue/type_relativity","type_relativity","float","output","Not set","n/a"
"cds/exposure/granular/gl_revenue/total_relativity","total_relativity","float","output","Not set","n/a"
"cds/exposure/granular/gl_revenue","gl_revenue","list","n/a","n/a","n/a"
"cds/exposure/granular","granular","structure","n/a","n/a","n/a"
"cds/exposure","exposure","structure","n/a","n/a","n/a"
"cds/standard_fields/insured_name","insured_name","str","input","Insured Name","None"
"cds/standard_fields/broker","broker","str","input","Broker Name","None"
"cds/standard_fields/expiry_date","expiry_date","date","output","Expiry Date","n/a"
"cds/standard_fields/inception_date","inception_date","date","output","Inception Date","n/a"
"cds/standard_fields/insured_country","insured_country","str","input","Insured Country","None"
"cds/standard_fields/insured_postal_code","insured_postal_code","str","input","Insured Postal Code","None"
"cds/standard_fields/insured_state_or_province","insured_state_or_province","str","input","Insured State or Province","None"
"cds/standard_fields/is_admitted_or_surplus","is_admitted_or_surplus","str","input","Is Admitted Or Surplus","None"
"cds/standard_fields/is_free_trade_zone","is_free_trade_zone","bool","input","Is Free-Trade Zone","False"
"cds/standard_fields/is_renewal","is_renewal","bool","input","Is Renewal","False"
"cds/standard_fields/underwriter","underwriter","str","input","Underwriter","None"
"cds/standard_fields/policy_reference","policy_reference","str","input","Policy Reference","None"
"cds/standard_fields/facility_reference","facility_reference","str","input","Facility Reference","None"
"cds/standard_fields/benchmark_class","benchmark_class","str","input","Benchmark Class","None"
"cds/standard_fields/uw_rationale","uw_rationale","str","input","Underwriter Rationale","None"
"cds/standard_fields/trifocus","trifocus","str","input","Trifocus","None"
"cds/standard_fields/rating_methodology","rating_methodology","str","input","Rater Priced or Case Priced?","Rater"
"cds/standard_fields/is_case_priced","is_case_priced","bool","output","Is Case Priced","n/a"
"cds/standard_fields/is_rater_priced","is_rater_priced","bool","output","Is Rater Priced","n/a"
"cds/standard_fields","standard_fields","structure","n/a","n/a","n/a"
"cds/layers/limit","limit","float","input","Each and Every Limit","0"
"cds/layers/excess","excess","float","input","Excess","None"
"cds/layers/deductible","deductible","float","input","Retention","0"
"cds/layers/aggregate_limit","aggregate_limit","float","input","Aggregate Limit","None"
"cds/layers/aggregate_excess","aggregate_excess","float","input","Aggregate Excess","None"
"cds/layers/aggregate_deductible","aggregate_deductible","float","input","Aggregate Deductible","None"
"cds/layers/currency","currency","str","input","Currency","None"
"cds/layers/section_reference","section_reference","str","input","Section Reference","None"
"cds/layers/brokerage","brokerage","float","input","Brokerage","0"
"cds/layers/written_line","written_line","float","input","Written Line","1"
"cds/layers/premium","premium","float","input","Gross Bound Premium","None"
"cds/layers/status","status","str","input","Status","None"
"cds/layers/is_primary_excess","is_primary_excess","str","input","Primary or Excess","None"
"cds/layers/benchmark_premium","benchmark_premium","float","output","Gross Benchmark Premium","n/a"
"cds/layers/bpi","bpi","float","output","BPI","n/a"
"cds/layers/bpi_pre_uw_adj","bpi_pre_uw_adj","float","output","BPI (Pre-UW Adjustment)","n/a"
"cds/layers/model_premium","model_premium","float","output","Gross Model Premium","n/a"
"cds/layers/unity_premium","unity_premium","float","output","Gross Unity Premium","n/a"
"cds/layers/quoted_premium","quoted_premium","float","output","Gross Quoted Premium","n/a"
"cds/layers/technical_premium","technical_premium","float","output","Gross Technical Premium","n/a"
"cds/layers/technical_premium_pre_uw_adj","technical_premium_pre_uw_adj","float","output","Gross Technical Premium (Pre-UW Adjustment)","n/a"
"cds/layers/technical_premium_net","technical_premium_net","float","output","Net Technical Premium","n/a"
"cds/layers/tpi","tpi","float","output","TPI","n/a"
"cds/layers/tpi_pre_uw_adj","tpi_pre_uw_adj","float","output","TPI (Pre-UW Adjustment)","n/a"
"cds/layers/pflr_att","pflr_att","float","output","Priced-for Loss Ratio (Att)","n/a"
"cds/layers/pflr_cat","pflr_cat","float","output","Priced-for Loss Ratio (Cat)","n/a"
"cds/layers/pflr","pflr","float","output","Priced-for Loss Ratio","n/a"
"cds/layers/roc","roc","float","output","Return on Capital","n/a"
"cds/layers/uw_adj_impact","uw_adj_impact","float","output","Impact of Underwriting Adjustments","n/a"
"cds/layers/trifocus","trifocus","str","input","Trifocus","None"
"cds/layers/expected_loss_cost","expected_loss_cost","float","output","Expected Loss Cost","n/a"
"cds/layers/expected_loss_cost_pre_uw_adj","expected_loss_cost_pre_uw_adj","float","output","Expected Loss Cost (Pre-UW Ajustment)","n/a"
"cds/layers/coverages/eo/limit","limit","float","input","Each and Every Limit","None"
"cds/layers/coverages/eo/excess","excess","float","input","Excess","None"
"cds/layers/coverages/eo/deductible","deductible","float","input","Retention","None"
"cds/layers/coverages/eo/aggregate_limit","aggregate_limit","float","input","Aggregate Limit","None"
"cds/layers/coverages/eo/aggregate_excess","aggregate_excess","float","input","Aggregate Excess","None"
"cds/layers/coverages/eo/aggregate_deductible","aggregate_deductible","float","input","Aggregate Deductible","None"
"cds/layers/coverages/eo/currency","currency","str","input","Currency","None"
"cds/layers/coverages/eo/section_reference","section_reference","str","input","Section Reference","None"
"cds/layers/coverages/eo/brokerage","brokerage","float","input","Brokerage","None"
"cds/layers/coverages/eo/written_line","written_line","float","input","Written Line","1"
"cds/layers/coverages/eo/premium","premium","float","input","Gross Bound Premium","None"
"cds/layers/coverages/eo/status","status","str","input","Status","None"
"cds/layers/coverages/eo/benchmark_premium","benchmark_premium","float","output","Gross Benchmark Premium After Minimum Premium","n/a"
"cds/layers/coverages/eo/bpi","bpi","float","output","BPI","n/a"
"cds/layers/coverages/eo/bpi_pre_uw_adj","bpi_pre_uw_adj","float","output","BPI (Pre-UW Adjustment)","n/a"
"cds/layers/coverages/eo/model_premium","model_premium","float","output","Gross Model Premium","n/a"
"cds/layers/coverages/eo/unity_premium","unity_premium","float","output","Gross Unity Premium","n/a"
"cds/layers/coverages/eo/quoted_premium","quoted_premium","float","input","Gross Quoted Premium","None"
"cds/layers/coverages/eo/technical_premium","technical_premium","float","output","Gross Technical Premium After Minimum Premium","n/a"
"cds/layers/coverages/eo/technical_premium_pre_uw_adj","technical_premium_pre_uw_adj","float","output","Gross Technical Premium (Pre-UW Adjustment)","n/a"
"cds/layers/coverages/eo/technical_premium_net","technical_premium_net","float","output","Net Technical Premium","n/a"
"cds/layers/coverages/eo/tpi","tpi","float","output","TPI","n/a"
"cds/layers/coverages/eo/tpi_pre_uw_adj","tpi_pre_uw_adj","float","output","TPI (Pre-UW Adjustment)","n/a"
"cds/layers/coverages/eo/pflr_att","pflr_att","float","output","Priced-for Loss Ratio (Att)","n/a"
"cds/layers/coverages/eo/pflr_cat","pflr_cat","float","output","Priced-for Loss Ratio (Cat)","n/a"
"cds/layers/coverages/eo/pflr","pflr","float","output","Priced-for Loss Ratio","n/a"
"cds/layers/coverages/eo/roc","roc","float","output","Return on Capital","n/a"
"cds/layers/coverages/eo/uw_adj_impact","uw_adj_impact","float","output","Impact of Underwriting Adjustments","n/a"
"cds/layers/coverages/eo/guideline_deductible","guideline_deductible","float","output","Guideline Retention","n/a"
"cds/layers/coverages/eo/expected_loss_cost_pre_uw_adj_usd","expected_loss_cost_pre_uw_adj_usd","float","output","Expected Claims Cost Before UW Adjustment (USD)","n/a"
"cds/layers/coverages/eo/expected_loss_cost_usd","expected_loss_cost_usd","float","output","Expected Claims Cost After UW Adjustment (USD) ","n/a"
"cds/layers/coverages/eo/expected_loss_cost_pre_uw_adj","expected_loss_cost_pre_uw_adj","float","output","Expected Claims Cost Before UW Adjustment","n/a"
"cds/layers/coverages/eo/expected_loss_cost","expected_loss_cost","float","output","Expected Claims Cost After UW Adjustment","n/a"
"cds/layers/coverages/eo/benchmark_premium_pre_uw_adj","benchmark_premium_pre_uw_adj","float","output","Gross Benchmark Premium (Pre-UW Adjustment)","n/a"
"cds/layers/coverages/eo/benchmark_premium_pre_uw_adj_usd","benchmark_premium_pre_uw_adj_usd","float","output","Gross Benchmark Premium (Pre-UW Adjustment) (USD)","n/a"
"cds/layers/coverages/eo/benchmark_premium_usd","benchmark_premium_usd","float","output","Gross Benchmark Premium (USD)","n/a"
"cds/layers/coverages/eo/technical_premium_usd","technical_premium_usd","float","output","Gross Technical Premium (USD)","n/a"
"cds/layers/coverages/eo/technical_premium_pre_uw_adj_usd","technical_premium_pre_uw_adj_usd","float","output","Gross Technical Premium (Pre-UW Adjustment) (USD)","n/a"
"cds/layers/coverages/eo/technical_premium_net_usd","technical_premium_net_usd","float","output","Net Technical Premium (USD)","n/a"
"cds/layers/coverages/eo/technical_premium_net_pre_uw_adj_usd","technical_premium_net_pre_uw_adj_usd","float","output","Net Technical Premium (Pre-UW Adjustment) (USD)","n/a"
"cds/layers/coverages/eo/technical_premium_net_pre_uw_adj","technical_premium_net_pre_uw_adj","float","output","Net Technical Premium (Pre-UW Adjustment)","n/a"
"cds/layers/coverages/eo/benchmark_premium_net_usd","benchmark_premium_net_usd","float","output","Net Benchmark Premium (USD)","n/a"
"cds/layers/coverages/eo/benchmark_premium_net","benchmark_premium_net","float","output","Net Benchmark Premium ","n/a"
"cds/layers/coverages/eo/benchmark_premium_net_pre_uw_adj_usd","benchmark_premium_net_pre_uw_adj_usd","float","output","Net Benchmark Premium (Pre-UW Adjustment) (USD)","n/a"
"cds/layers/coverages/eo/benchmark_premium_net_pre_uw_adj","benchmark_premium_net_pre_uw_adj","float","output","Net Benchmark Premium (Pre-UW Adjustment)","n/a"
"cds/layers/coverages/eo/limit_relativity","limit_relativity","float","output","Limit Relativity","n/a"
"cds/layers/coverages/eo/deductible_relativity","deductible_relativity","float","output","Deductible Relativity","n/a"
"cds/layers/coverages/eo/expected_loss_cost_before_minimum_premium_usd","expected_loss_cost_before_minimum_premium_usd","float","output","Expected Claims Cost After UW Adjustment and Before Minimum Premium (USD)","n/a"
"cds/layers/coverages/eo/expected_loss_cost_before_minimum_premium","expected_loss_cost_before_minimum_premium","float","output","Expected Claims Cost After UW Adjustment and Before Minimum Premium","n/a"
"cds/layers/coverages/eo/technical_premium_net_before_minimum_prem_usd","technical_premium_net_before_minimum_prem_usd","float","output","Net Technical Premium (USD) Before Minimum Premium","n/a"
"cds/layers/coverages/eo/technical_premium_before_minimum_prem_usd","technical_premium_before_minimum_prem_usd","float","output","Gross Technical Premium (USD) Before Minimum Premium","n/a"
"cds/layers/coverages/eo/technical_premium_net_before_minimum_prem","technical_premium_net_before_minimum_prem","float","output","Net Technical Premium Before Minimum Premium","n/a"
"cds/layers/coverages/eo/technical_premium_before_minimum_prem","technical_premium_before_minimum_prem","float","output","Gross Technical Premium Before Minimum Premium","n/a"
"cds/layers/coverages/eo","eo","structure","n/a","n/a","n/a"
"cds/layers/coverages/mediatech/limit","limit","float","input","Each and Every Limit","None"
"cds/layers/coverages/mediatech/excess","excess","float","input","Excess","None"
"cds/layers/coverages/mediatech/deductible","deductible","float","input","Retention","None"
"cds/layers/coverages/mediatech/aggregate_limit","aggregate_limit","float","input","Aggregate Limit","None"
"cds/layers/coverages/mediatech/aggregate_excess","aggregate_excess","float","input","Aggregate Excess","None"
"cds/layers/coverages/mediatech/aggregate_deductible","aggregate_deductible","float","input","Aggregate Deductible","None"
"cds/layers/coverages/mediatech/currency","currency","str","input","Currency","None"
"cds/layers/coverages/mediatech/section_reference","section_reference","str","input","Section Reference","None"
"cds/layers/coverages/mediatech/brokerage","brokerage","float","input","Brokerage","None"
"cds/layers/coverages/mediatech/written_line","written_line","float","input","Written Line","1"
"cds/layers/coverages/mediatech/premium","premium","float","input","Gross Bound Premium","None"
"cds/layers/coverages/mediatech/status","status","str","input","Status","None"
"cds/layers/coverages/mediatech/benchmark_premium","benchmark_premium","float","output","Gross Benchmark Premium After Minimum Premium","n/a"
"cds/layers/coverages/mediatech/bpi","bpi","float","output","BPI","n/a"
"cds/layers/coverages/mediatech/bpi_pre_uw_adj","bpi_pre_uw_adj","float","output","BPI (Pre-UW Adjustment)","n/a"
"cds/layers/coverages/mediatech/model_premium","model_premium","float","output","Gross Model Premium","n/a"
"cds/layers/coverages/mediatech/unity_premium","unity_premium","float","output","Gross Unity Premium","n/a"
"cds/layers/coverages/mediatech/quoted_premium","quoted_premium","float","input","Gross Quoted Premium","None"
"cds/layers/coverages/mediatech/technical_premium","technical_premium","float","output","Gross Technical  Premium After Minimum Premium","n/a"
"cds/layers/coverages/mediatech/technical_premium_pre_uw_adj","technical_premium_pre_uw_adj","float","output","Gross Technical Premium (Pre-UW Adjustment)","n/a"
"cds/layers/coverages/mediatech/technical_premium_net","technical_premium_net","float","output","Net Technical Premium","n/a"
"cds/layers/coverages/mediatech/tpi","tpi","float","output","TPI","n/a"
"cds/layers/coverages/mediatech/tpi_pre_uw_adj","tpi_pre_uw_adj","float","output","TPI (Pre-UW Adjustment)","n/a"
"cds/layers/coverages/mediatech/pflr_att","pflr_att","float","output","Priced-for Loss Ratio (Att)","n/a"
"cds/layers/coverages/mediatech/pflr_cat","pflr_cat","float","output","Priced-for Loss Ratio (Cat)","n/a"
"cds/layers/coverages/mediatech/pflr","pflr","float","output","Priced-for Loss Ratio","n/a"
"cds/layers/coverages/mediatech/roc","roc","float","output","Return on Capital","n/a"
"cds/layers/coverages/mediatech/uw_adj_impact","uw_adj_impact","float","output","Impact of Underwriting Adjustments","n/a"
"cds/layers/coverages/mediatech/guideline_deductible","guideline_deductible","float","output","Guideline Retention","n/a"
"cds/layers/coverages/mediatech/expected_loss_cost_pre_uw_adj_usd","expected_loss_cost_pre_uw_adj_usd","float","output","Expected Claims Cost Before UW Adjustment (USD)","n/a"
"cds/layers/coverages/mediatech/expected_loss_cost_usd","expected_loss_cost_usd","float","output","Expected Claims Cost After UW Adjustment (USD) ","n/a"
"cds/layers/coverages/mediatech/expected_loss_cost_pre_uw_adj","expected_loss_cost_pre_uw_adj","float","output","Expected Claims Cost Before UW Adjustment","n/a"
"cds/layers/coverages/mediatech/expected_loss_cost","expected_loss_cost","float","output","Expected Claims Cost After UW Adjustment","n/a"
"cds/layers/coverages/mediatech/benchmark_premium_pre_uw_adj","benchmark_premium_pre_uw_adj","float","output","Gross Benchmark Premium (Pre-UW Adjustment)","n/a"
"cds/layers/coverages/mediatech/benchmark_premium_pre_uw_adj_usd","benchmark_premium_pre_uw_adj_usd","float","output","Gross Benchmark Premium (Pre-UW Adjustment) (USD)","n/a"
"cds/layers/coverages/mediatech/benchmark_premium_usd","benchmark_premium_usd","float","output","Gross Benchmark Premium (USD)","n/a"
"cds/layers/coverages/mediatech/technical_premium_usd","technical_premium_usd","float","output","Gross Technical Premium (USD)","n/a"
"cds/layers/coverages/mediatech/technical_premium_pre_uw_adj_usd","technical_premium_pre_uw_adj_usd","float","output","Gross Technical Premium (Pre-UW Adjustment) (USD)","n/a"
"cds/layers/coverages/mediatech/technical_premium_net_usd","technical_premium_net_usd","float","output","Net Technical Premium (USD)","n/a"
"cds/layers/coverages/mediatech/technical_premium_net_pre_uw_adj_usd","technical_premium_net_pre_uw_adj_usd","float","output","Net Technical Premium (Pre-UW Adjustment) (USD)","n/a"
"cds/layers/coverages/mediatech/technical_premium_net_pre_uw_adj","technical_premium_net_pre_uw_adj","float","output","Net Technical Premium (Pre-UW Adjustment)","n/a"
"cds/layers/coverages/mediatech/benchmark_premium_net_usd","benchmark_premium_net_usd","float","output","Net Benchmark Premium (USD)","n/a"
"cds/layers/coverages/mediatech/benchmark_premium_net","benchmark_premium_net","float","output","Net Benchmark Premium ","n/a"
"cds/layers/coverages/mediatech/benchmark_premium_net_pre_uw_adj_usd","benchmark_premium_net_pre_uw_adj_usd","float","output","Net Benchmark Premium (Pre-UW Adjustment) (USD)","n/a"
"cds/layers/coverages/mediatech/benchmark_premium_net_pre_uw_adj","benchmark_premium_net_pre_uw_adj","float","output","Net Benchmark Premium (Pre-UW Adjustment)","n/a"
"cds/layers/coverages/mediatech/limit_relativity","limit_relativity","float","output","Limit Relativity","n/a"
"cds/layers/coverages/mediatech/deductible_relativity","deductible_relativity","float","output","Deductible Relativity","n/a"
"cds/layers/coverages/mediatech/expected_loss_cost_before_minimum_premium_usd","expected_loss_cost_before_minimum_premium_usd","float","output","Expected Claims Cost After UW Adjustment and Before Minimum Premium (USD)","n/a"
"cds/layers/coverages/mediatech/expected_loss_cost_before_minimum_premium","expected_loss_cost_before_minimum_premium","float","output","Expected Claims Cost After UW Adjustment and Before Minimum Premium","n/a"
"cds/layers/coverages/mediatech/technical_premium_net_before_minimum_prem_usd","technical_premium_net_before_minimum_prem_usd","float","output","Net Technical Premium (USD) Before Minimum Premium","n/a"
"cds/layers/coverages/mediatech/technical_premium_before_minimum_prem_usd","technical_premium_before_minimum_prem_usd","float","output","Gross Technical Premium (USD) Before Minimum Premium","n/a"
"cds/layers/coverages/mediatech/technical_premium_net_before_minimum_prem","technical_premium_net_before_minimum_prem","float","output","Net Technical Premium Before Minimum Premium","n/a"
"cds/layers/coverages/mediatech/technical_premium_before_minimum_prem","technical_premium_before_minimum_prem","float","output","Gross Technical Premium Before Minimum Premium","n/a"
"cds/layers/coverages/mediatech/additional_defense_limit","additional_defense_limit","float","input","Additional Defense Limit","None"
"cds/layers/coverages/mediatech","mediatech","structure","n/a","n/a","n/a"
"cds/layers/coverages/gl/limit","limit","float","input","Liability Limits EEC","None"
"cds/layers/coverages/gl/excess","excess","float","input","Excess","None"
"cds/layers/coverages/gl/deductible","deductible","float","input","Primary Deductible","None"
"cds/layers/coverages/gl/aggregate_limit","aggregate_limit","float","output","Product Liability Limits AGG","n/a"
"cds/layers/coverages/gl/aggregate_excess","aggregate_excess","float","input","Aggregate Excess","None"
"cds/layers/coverages/gl/aggregate_deductible","aggregate_deductible","float","input","Aggregate Deductible","None"
"cds/layers/coverages/gl/currency","currency","str","input","Currency","None"
"cds/layers/coverages/gl/section_reference","section_reference","str","input","Section Reference","None"
"cds/layers/coverages/gl/brokerage","brokerage","float","input","Brokerage","None"
"cds/layers/coverages/gl/written_line","written_line","float","input","Written Line","1"
