SIC,Sector_Desc,InternationalIndustry,SICClass,Directors & Officers (D&O),Any One Claim (AOC),Employer Practice Liability (EPL),Corporate Legal Liability (CLL),Crime,Pension Trustee Liability (PTL)
2429,MANUFACTURING (DURABLE),Paper & Forest Products,"SPECIAL PRODUCT SAWMILLS, N.E.C.",Within,Within (AOC CLL requires FGL refer),Within,Check Health and Safety,Outside,Within
2431,MANUFACTURING (DURABLE),Paper & Forest Products,MILLWORK,Within,Within (AOC CLL requires FGL refer),Within,Check Health and Safety,Outside,Within
2434,MANUFACTURING (DURABLE),Paper & Forest Products,WOOD KITCHEN CABINETS,Within,Within (AOC CLL requires FGL refer),Within,Within,Outside,Within
2435,MANUFACTURING (DURABLE),Paper & Forest Products,HARDWOOD VENEER AND PLYWOOD,Within,Within (AOC CLL requires FGL refer),Within,Within,Outside,Within
2436,MANUFACTURING (DURABLE),Paper & Forest Products,SOFTWOOD VENEER AND PLYWOOD,Within,Within (AOC CLL requires FGL refer),Within,Within,Outside,Within
2491,MANUFACTURING (DURABLE),Paper & Forest Products,WOOD PRESERVING,Within,Within (AOC CLL requires FGL refer),Within,Within,Outside,Within
2499,MANUFACTURING (DURABLE),Paper & Forest Products,"WOOD PRODUCTS, N.E.C.",Within,Within (AOC CLL requires FGL refer),Within,Within,Outside,Within
2511,MANUFACTURING (DURABLE),Paper & Forest Products,WOOD HOUSEHOLD FURNITURE,Within,Within (AOC CLL requires FGL refer),Within,Within,Outside,Within
2517,MANUFACTURING (DURABLE),Paper & Forest Products,WOOD TV AND RADIO CABINETS,Within,Within (AOC CLL requires FGL refer),Within,Within,Outside,Within
2521,MANUFACTURING (DURABLE),Paper & Forest Products,WOOD OFFICE FURNITURE,Within,Within (AOC CLL requires FGL refer),Within,Within,Outside,Within
2611,MANUFACTURING (NON DURABLE) EXC APPAREL,Paper & Forest Products,PULP MILLS,Within,Within (AOC CLL requires FGL refer),Within,Check Health and Safety,Outside,Within
2621,MANUFACTURING (NON DURABLE) EXC APPAREL,Paper & Forest Products,PAPER MILLS,Within,Within (AOC CLL requires FGL refer),Within,Check Health and Safety,Outside,Within
2631,MANUFACTURING (NON DURABLE) EXC APPAREL,Paper & Forest Products,PAPERBOARD MILLS,Within,Within (AOC CLL requires FGL refer),Within,Check Health and Safety,Outside,Within
2652,MANUFACTURING (NON DURABLE) EXC APPAREL,Paper & Forest Products,SETUP PAPERBOARD BOXES,Within,Within (AOC CLL requires FGL refer),Within,Within,Outside,Within
2653,MANUFACTURING (NON DURABLE) EXC APPAREL,Paper & Forest Products,CORRUGATED AND SOLID FIBER BOXES,Within,Within (AOC CLL requires FGL refer),Within,Within,Outside,Within
2657,MANUFACTURING (NON DURABLE) EXC APPAREL,Paper & Forest Products,FOLDING PAPERBOARD BOXES,Within,Within (AOC CLL requires FGL refer),Within,Within,Outside,Within
2675,MANUFACTURING (NON DURABLE) EXC APPAREL,Paper & Forest Products,DIE-CUT PAPER AND BOARD,Within,Within (AOC CLL requires FGL refer),Within,Within,Outside,Within
2676,MANUFACTURING (NON DURABLE) EXC APPAREL,Paper & Forest Products,SANITARY PAPER PRODUCTS,Within,Within (AOC CLL requires FGL refer),Within,Within,Outside,Within
2677,MANUFACTURING (NON DURABLE) EXC APPAREL,Paper & Forest Products,ENVELOPES,Within,Within (AOC CLL requires FGL refer),Within,Within,Outside,Within
2678,MANUFACTURING (NON DURABLE) EXC APPAREL,Paper & Forest Products,STATIONERY PRODUCTS,Within,Within (AOC CLL requires FGL refer),Within,Within,Outside,Within
2679,MANUFACTURING (NON DURABLE) EXC APPAREL,Paper & Forest Products,"CONVERTED PAPER PRODUCTS, N.E.C.",Within,Within (AOC CLL requires FGL refer),Within,Within,Outside,Within
2711,MANUFACTURING (NON DURABLE) EXC APPAREL,Paper & Forest Products,NEWSPAPERS,Within,Within (AOC CLL requires FGL refer),Within,Within,Outside,Within
2721,MANUFACTURING (NON DURABLE) EXC APPAREL,Paper & Forest Products,PERIODICALS,Within,Within (AOC CLL requires FGL refer),Within,Within,Outside,Within
2731,MANUFACTURING (NON DURABLE) EXC APPAREL,Paper & Forest Products,BOOK PUBLISHING,Within,Within (AOC CLL requires FGL refer),Within,Within,Outside,Within
2732,MANUFACTURING (NON DURABLE) EXC APPAREL,Paper & Forest Products,BOOK PRINTING,Within,Within (AOC CLL requires FGL refer),Within,Within,Outside,Within
2741,MANUFACTURING (NON DURABLE) EXC APPAREL,Paper & Forest Products,MISCELLANEOUS PUBLISHING,Within,Within (AOC CLL requires FGL refer),Within,Within,Outside,Within
2752,MANUFACTURING (NON DURABLE) EXC APPAREL,Paper & Forest Products,"COMMERCIAL PRINTING, LITHOGRAPHIC",Within,Within (AOC CLL requires FGL refer),Within,Within,Outside,Within
2754,MANUFACTURING (NON DURABLE) EXC APPAREL,Paper & Forest Products,"COMMERCIAL PRINTING, GRAVURE",Within,Within (AOC CLL requires FGL refer),Within,Within,Outside,Within
2759,MANUFACTURING (NON DURABLE) EXC APPAREL,Paper & Forest Products,"COMMERCIAL PRINTING, N.E.C.",Within,Within (AOC CLL requires FGL refer),Within,Within,Outside,Within
2761,MANUFACTURING (NON DURABLE) EXC APPAREL,Paper & Forest Products,MANIFOLD BUSINESS FORMS,Within,Within (AOC CLL requires FGL refer),Within,Within,Outside,Within
2771,MANUFACTURING (NON DURABLE) EXC APPAREL,Paper & Forest Products,GREETING CARDS,Within,Within (AOC CLL requires FGL refer),Within,Within,Outside,Within
2782,MANUFACTURING (NON DURABLE) EXC APPAREL,Paper & Forest Products,BLANKBOOKS AND LOOSELEAF BINDERS,Within,Within (AOC CLL requires FGL refer),Within,Within,Outside,Within
2789,MANUFACTURING (NON DURABLE) EXC APPAREL,Paper & Forest Products,BOOKBINDING AND RELATED WORK,Within,Within (AOC CLL requires FGL refer),Within,Within,Outside,Within
2791,MANUFACTURING (NON DURABLE) EXC APPAREL,Paper & Forest Products,TYPESETTING,Within,Within (AOC CLL requires FGL refer),Within,Within,Outside,Within
5031,WHOLESALE,Paper & Forest Products,"LUMBER, PLYWOOD, AND MILLWORK",Within,Within (AOC CLL requires FGL refer),Within,Check Health and Safety,Outside,Within
5111,WHOLESALE,Paper & Forest Products,PRINTING AND WRITING PAPER,Within,Within (AOC CLL requires FGL refer),Within,Within,Outside,Within
5112,WHOLESALE,Paper & Forest Products,STATIONERY AND OFFICE SUPPLIES,Within,Within (AOC CLL requires FGL refer),Within,Within,Outside,Within
5113,WHOLESALE,Paper & Forest Products,INDUSTRIAL & PERSONAL SERVICE PAPER,Within,Within (AOC CLL requires FGL refer),Within,Within,Outside,Within
5192,WHOLESALE,Paper & Forest Products,"BOOKS, PERIODICALS, & NEWSPAPERS",Within,Within (AOC CLL requires FGL refer),Within,Within,Outside,Within
2833,PHARMACEUTICAL PREPARATION AND DRUG MANUFACTURE,Pharmaceuticals,MEDICINALS AND BOTANICALS,Within,Outside,Within,Check for services exposures,Outside,Within
2834,PHARMACEUTICAL PREPARATION AND DRUG MANUFACTURE,Pharmaceuticals,PHARMACEUTICAL PREPARATIONS,Within,Outside,Within,Check for services exposures,Outside,Within
2835,PHARMACEUTICAL PREPARATION AND DRUG MANUFACTURE,Pharmaceuticals,DIAGNOSTIC SUBSTANCES,Within,Outside,Within,Check for services exposures,Outside,Within
2836,PHARMACEUTICAL PREPARATION AND DRUG MANUFACTURE,Pharmaceuticals,BIOLOGICAL PRODUCTS EXCEPT DIAGNOSTIC,Within,Outside,Within,Check for services exposures,Outside,Within
5122,WHOLESALE,Pharmaceuticals,"DRUGS, PROPRIETARIES, AND SUNDRIES",Within,Outside,Within,Check for services exposures,Outside,Within
7291,RETAIL SERVICES,Professional Services,TAX RETURN PREPARATION SERVICES,Within,Outside,Outside,Check for services exposures,Outside,Within
7322,RETAIL SERVICES,Professional Services,ADJUSTMENT & COLLECTION SERVICES,Within,Outside,Outside,Check for services exposures,Outside,Within
7323,RETAIL SERVICES,Professional Services,CREDIT REPORTING SERVICES,Within,Outside,Outside,Check for services exposures,Outside,Within
7338,RETAIL SERVICES,Professional Services,SECRETARIAL & COURT REPORTING,Within,Outside,Outside,Check for services exposures,Outside,Within
7361,RETAIL SERVICES,Professional Services,EMPLOYMENT AGENCIES,Within,Outside,Outside,Check for services exposures,Outside,Within
7363,RETAIL SERVICES,Professional Services,HELP SUPPLY SERVICES,Within,Outside,Outside,Check for services exposures,Outside,Within
8322,VARIOUS SERVICES,Professional Services,INDIVIDUAL AND FAMILY SERVICES,Within,Outside,Outside,Check for services exposures,Outside,Within
8331,VARIOUS SERVICES,Professional Services,JOB TRAINING AND RELATED SERVICES,Within,Outside,Outside,Check for services exposures,Outside,Within
8611,VARIOUS SERVICES,Professional Services,BUSINESS ASSOCIATIONS,Within,Outside,Outside,Within,Outside,Within
8621,VARIOUS SERVICES,Professional Services,PROFESSIONAL ORGANIZATIONS,Within,Outside,Outside,Within,Outside,Within
8711,VARIOUS SERVICES,Professional Services,ENGINEERING SERVICES,Within,Outside,Outside,Check for services exposures,Outside,Within
8712,VARIOUS SERVICES,Professional Services,ARCHITECTURAL SERVICES,Within,Outside,Outside,Check for services exposures,Outside,Within
8713,VARIOUS SERVICES,Professional Services,SURVEYING SERVICES,Within,Outside,Outside,Check for services exposures,Outside,Within
8741,VARIOUS SERVICES,Professional Services,MANAGEMENT SERVICES,Within,Outside,Outside,Check for services exposures,Outside,Within
8742,VARIOUS SERVICES,Professional Services,MANAGEMENT CONSULTING SERVICES,Within,Outside,Outside,Check for services exposures,Outside,Within
8743,VARIOUS SERVICES,Professional Services,PUBLIC RELATIONS SERVICES,Within,Outside,Outside,Check for services exposures,Outside,Within
8744,VARIOUS SERVICES,Professional Services,FACILITIES SUPPORT SERVICES,Within,Outside,Outside,Check for services exposures,Outside,Within
8748,VARIOUS SERVICES,Professional Services,"BUSINESS CONSULTING, N.E.C.",Within,Outside,Outside,Check for services exposures,Outside,Within
6799,REAL ESTATE,Real Estate Investment Trusts (REITs),"INVESTORS, N.E.C.",Outside,Outside,Outside,Outside,Outside,Outside
6798,REITS,Real Estate Investment Trusts (REITs),REAL ESTATE INVESTMENT TRUSTS,outside,Outside,outside,outside,outside,outside
6500,REAL ESTATE,Real Estate Management & Development,NONRESIDENTIAL BUILDING OPERATORS,Within,Within (AOC CLL requires FGL refer),Within,Within,Outside,Within
6510,REAL ESTATE,Real Estate Management & Development,NONRESIDENTIAL BUILDING OPERATORS,Within,Within (AOC CLL requires FGL refer),Within,Within,Outside,Within
6512,REAL ESTATE,Real Estate Management & Development,NONRESIDENTIAL BUILDING OPERATORS,Within,Within (AOC CLL requires FGL refer),Within,Within,Outside,Within
6513,REAL ESTATE,Real Estate Management & Development,APARTMENT BUILDING OPERATORS,Within,Within (AOC CLL requires FGL refer),Within,Within,Outside,Within
6514,REAL ESTATE,Real Estate Management & Development,"DWELLING OPERATORS, EXCEPT APARTMENTS",Within,Within (AOC CLL requires FGL refer),Within,Within,Outside,Within
6515,REAL ESTATE,Real Estate Management & Development,MOBILE HOME SITE OPERATORS,Within,Within (AOC CLL requires FGL refer),Within,Within,Outside,Within
6517,REAL ESTATE,Real Estate Management & Development,RAILROAD PROPERTY LESSORS,Within,Within (AOC CLL requires FGL refer),Within,Within,Outside,Within
6519,REAL ESTATE,Real Estate Management & Development,"REAL PROPERTY LESSORS, N.E.C.",Within,Within (AOC CLL requires FGL refer),Within,Within,Outside,Within
6531,REAL ESTATE,Real Estate Management & Development,REAL ESTATE AGENTS AND MANAGERS,Within,Within (AOC CLL requires FGL refer),Within,Within,Outside,Within
6532,REAL ESTATE,Real Estate Management & Development,NONRESIDENTIAL BUILDING OPERATORS,Within,Within (AOC CLL requires FGL refer),Within,Within,Outside,Within
6541,REAL ESTATE,Real Estate Management & Development,TITAL ABSTRACT OFFICES,Within,Within (AOC CLL requires FGL refer),Within,Within,Outside,Within
6552,REAL ESTATE,Real Estate Management & Development,"SUBDIVIDERS AND DEVELOPERS, N.E.C.",Within,Within (AOC CLL requires FGL refer),Within,Within,Outside,Within
6553,REAL ESTATE,Real Estate Management & Development,CEMETERY SUBDIVIDERS AND DEVELOPERS,Within,Within (AOC CLL requires FGL refer),Within,Within,Outside,Within
6712,FINANCE / FINANCE,Real Estate Management & Development,BANK HOLDING COMPANIES,Outside,Outside,Outside,Outside,Outside,Outside
6719,FINANCE / FINANCE,Real Estate Management & Development,"HOLDING COMPANIES, N.E.C.",Within,Within (AOC CLL requires FGL refer),Within,Within,Outside,Within
6722,FINANCE / FINANCE,Real Estate Management & Development,"MANAGEMENT INVESTMENT, OPEN-END",Outside,Outside,Outside,Outside,Outside,Outside
6726,FINANCE / FINANCE,Real Estate Management & Development,"INVESTMENT OFFICES, N.E.C.",Outside,Outside,Outside,Outside,Outside,Outside
6732,FINANCE / FINANCE,Real Estate Management & Development,"EDUCATIONAL, RELIGIOUS, ETC. TRUSTS",Outside,Outside,Outside,Outside,Outside,Outside
6733,FINANCE / FINANCE,Real Estate Management & Development,"TRUSTS, N.E.C.",Within,Within (AOC CLL requires FGL refer),Outside,Within,Outside,Within
6770,FINANCE / FINANCE,Real Estate Management & Development,NONRESIDENTIAL BUILDING OPERATORS,Within,Within (AOC CLL requires FGL refer),Within,Within,Outside,Within
6792,FINANCE / FINANCE,Real Estate Management & Development,OIL ROYALTY TRADERS,Within,Outside,Outside,Check for services exposures,Outside,Within
6794,FINANCE / FINANCE,Real Estate Management & Development,PATENT OWNERS AND LESSORS,Within,Within (AOC CLL requires FGL refer),Within,Within,Outside,Within
6795,FINANCE / FINANCE,Real Estate Management & Development,NONRESIDENTIAL BUILDING OPERATORS,Within,Within (AOC CLL requires FGL refer),Within,Within,Outside,Within
3581,MANUFACTURING (DURABLE),Retail - Food & Staples,AUTOMATIC VENDING MACHINES,Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Within,Outside,Check for Recession exposures
3021,MANUFACTURING (DURABLE),Retail - Multiline,RUBBER AND PLASTICS FOOTWEAR,Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Within,Outside,Check for Recession exposures
3050,MANUFACTURING (DURABLE),Retail - Multiline,RUBBER AND PLASTICS FOOTWEAR,Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Within,Outside,Check for Recession exposures
3052,MANUFACTURING (DURABLE),Retail - Multiline,RUBBER & PLASTICS HOSE & BELTING,Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Within,Outside,Check for Recession exposures
3053,MANUFACTURING (DURABLE),Retail - Multiline,"GASKETS, PACKING AND SEALING DEVICES",Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Within,Outside,Check for Recession exposures
3060,MANUFACTURING (DURABLE),Retail - Multiline,RUBBER AND PLASTICS FOOTWEAR,Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Within,Outside,Check for Recession exposures
3061,MANUFACTURING (DURABLE),Retail - Multiline,MECHANICAL RUBBER GOODS,Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Within,Outside,Check for Recession exposures
3069,MANUFACTURING (DURABLE),Retail - Multiline,"FABRICATED RUBBER PRODUCTS, N.E.C.",Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Within,Outside,Check for Recession exposures
3080,MANUFACTURING (DURABLE),Retail - Multiline,RUBBER AND PLASTICS FOOTWEAR,Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Within,Outside,Check for Recession exposures
3081,MANUFACTURING (DURABLE),Retail - Multiline,UNSUPPORTED PLASTICS FILM & SHEET,Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Within,Outside,Check for Recession exposures
3082,MANUFACTURING (DURABLE),Retail - Multiline,UNSUPPORTED PLASTICS PROFILE SHAPES,Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Within,Outside,Check for Recession exposures
3083,MANUFACTURING (DURABLE),Retail - Multiline,LAMINATED PLASTICS PLATE & SHEET,Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Within,Outside,Check for Recession exposures
3085,MANUFACTURING (DURABLE),Retail - Multiline,PLASTICS BOTTLES,Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Within,Outside,Check for Recession exposures
3086,MANUFACTURING (DURABLE),Retail - Multiline,PLASTICS FOAM PRODUCTS,Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Within,Outside,Check for Recession exposures
3087,MANUFACTURING (DURABLE),Retail - Multiline,CUSTOM COMPOUND PURCHASED RESINS,Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Within,Outside,Check for Recession exposures
3089,MANUFACTURING (DURABLE),Retail - Multiline,"PLASTICS PRODUCTS, N.E.C.",Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Within,Outside,Check for Recession exposures
3100,MANUFACTURING (DURABLE),Retail - Multiline,RUBBER AND PLASTICS FOOTWEAR,Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Within,Outside,Check for Recession exposures
3111,MANUFACTURING (DURABLE),Retail - Multiline,LEATHER TANNING AND FINSHING,Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Within,Outside,Check for Recession exposures
3131,MANUFACTURING (NON-DURABLE) / APPAREL,Retail - Multiline,FOOTWEAR CUT STOCK,Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Within,Outside,Check for Recession exposures
3140,MANUFACTURING (NON-DURABLE) / APPAREL,Retail - Multiline,RUBBER AND PLASTICS FOOTWEAR,Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Within,Outside,Check for Recession exposures
3142,MANUFACTURING (NON-DURABLE) / APPAREL,Retail - Multiline,HOUSE SLIPPERS,Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Within,Outside,Check for Recession exposures
3143,MANUFACTURING (NON-DURABLE) / APPAREL,Retail - Multiline,"MEN'S FOOTWEAR, EXCEPT ATHLETIC",Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Within,Outside,Check for Recession exposures
3144,MANUFACTURING (NON-DURABLE) / APPAREL,Retail - Multiline,"MEN'S FOOTWEAR, EXCEPT ATHLETIC",Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Within,Outside,Check for Recession exposures
3149,MANUFACTURING (NON-DURABLE) / APPAREL,Retail - Multiline,"FOOTWEAR, EXCEPT RUBBER, N.E.C.",Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Within,Outside,Check for Recession exposures
3151,MANUFACTURING (NON-DURABLE) / APPAREL,Retail - Multiline,LEATHER GLOVES AND MITTENS,Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Within,Outside,Check for Recession exposures
3161,MANUFACTURING (NON-DURABLE) / APPAREL,Retail - Multiline,LUGGAGE,Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Within,Outside,Check for Recession exposures
3171,MANUFACTURING (NON-DURABLE) / APPAREL,Retail - Multiline,WOMEN'S HANDBAGS AND PURSES,Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Within,Outside,Check for Recession exposures
