Sic Code,Sic Code2 (SIC first)
Metals & Mining - IRON ORES - 1011,4220 - Transportation - Road & Rail - TRANSPORTATION
Metals & Mining - IRON ORES - 1040,4221 - Transportation - Road & Rail - TRANSPORTATION
Metals & Mining - IRON ORES - 1090,4222 - Transportation - Road & Rail - TRANSPORTATION
Metals & Mining - IRON ORES - 1220,4225 - Transportation - Road & Rail - TRANSPORTATION
Metals & Mining - IRON ORES - 1400,4226 - Transportation - Road & Rail - TRANSPORTATION
Metals & Mining - KAOLIN AND BALL CLAY - 1455,4231 - Transportation - Road & Rail - TRANSPORTATION
Metals & Mining - LEAD AND ZINC ORES - 1031,4311 - Transportation - Road & Rail - TRANSPORTATION
Metals & Mining - MALLEABLE IRON FOUNDRIES - 3322,4400 - Transportation - Marine - TRANSPORTATION
"Metals & Mining - METAL BARRELS, DRUMS, AND PAILS - 3412",4412 - Transportation - Marine - TRANSPORTATION
Metals & Mining - METAL CANS - 3411,4424 - Transportation - Marine - TRANSPORTATION
Metals & Mining - METAL COATING AND ALLIED SERVICES - 3479,4432 - Transportation - Marine - TRANSPORTATION
"Metals & Mining - METAL DOORS, SASH, AND TRIM - 3442",4449 - Transportation - Marine - TRANSPORTATION
Metals & Mining - METAL FOIL AND LEAF - 3497,4481 - Transportation - Marine - TRANSPORTATION
Metals & Mining - METAL HEAT TREATING - 3398,4482 - Transportation - Marine - TRANSPORTATION
Metals & Mining - METAL MINING SERVICES - 1081,4489 - Transportation - Marine - TRANSPORTATION
"Metals & Mining - METAL ORES, N.E.C. - 1099",4491 - Transportation - Marine - TRANSPORTATION
Metals & Mining - METAL SANITARY WARE - 3431,4492 - Transportation - Marine - TRANSPORTATION
"Metals & Mining - METAL STAMPINGS, N.E.C. - 3469",4493 - Transportation - Marine - TRANSPORTATION
Metals & Mining - METALS SERVICE CENTERS AND OFFICES - 5051,4499 - Transportation - Marine - TRANSPORTATION
Metals & Mining - MISCELLANEOUS FABRICATED METAL PRODUCTS - 3496,4512 - Transportation - Airlines - TRANSPORTATION
Metals & Mining - MISCELLANEOUS METAL WORK - 3449,4513 - Transportation - Airfreight & Logistics - TRANSPORTATION
Metals & Mining - MISCELLANEOUS NONMETALLIC MINERALS - 1499,4522 - Transportation - Airlines - TRANSPORTATION
Metals & Mining - NATURAL GAS LIQUIDS - 1321,4581 - Transportation - Airfreight & Logistics - TRANSPORTATION
Metals & Mining - NONFERROUS DIE-CASTINGS EXCEPT ALUMINUM - 3364,4610 - Transportation - Airfreight & Logistics - TRANSPORTATION
Metals & Mining - NONFERROUS FORGINGS - 3463,4612 - Transportation - Infrastructure - TRANSPORTATION
"Metals & Mining - NONFERROUS FOUNDRIES, N.E.C. - 3369",4613 - Transportation - Infrastructure - TRANSPORTATION
"Metals & Mining - NONFERROUS ROLLING AND DRAWING, N.E.C. - 3356",4619 - Transportation - Infrastructure - TRANSPORTATION
Metals & Mining - NONFERROUS WIREDRAWING AND INSULATING - 3357,4700 - Transportation - Infrastructure - TRANSPORTATION
Metals & Mining - NONMETALLIC MINERALS SERVICES - 1481,4724 - Transportation - Airfreight & Logistics - TRANSPORTATION
Metals & Mining - OIL AND GAS EXPLORATION SERVICES - 1382,4725 - Transportation - Airfreight & Logistics - TRANSPORTATION
"Metals & Mining - OIL AND GAS FIELD SERVICES, N.E.C. - 1389",4729 - Transportation - Airfreight & Logistics - TRANSPORTATION
Metals & Mining - PHOSPHATE ROCK - 1475,4731 - Transportation - Airfreight & Logistics - TRANSPORTATION
Metals & Mining - PLATING AND POLISHING - 3471,4741 - Transportation - Airfreight & Logistics - TRANSPORTATION
"Metals & Mining - POTASH, SODA, AND BORATE MINERALS - 1474",4783 - Transportation - Airfreight & Logistics - TRANSPORTATION
Metals & Mining - PREFABRICATED METAL BUILDINGS - 3448,4785 - Transportation - Airfreight & Logistics - TRANSPORTATION
Metals & Mining - PRIMARY ALUMINUM - 3334,4789 - Transportation - Airfreight & Logistics - TRANSPORTATION
Metals & Mining - PRIMARY COPPER - 3331,4812 - Tech - Communications Equipment - COMMUNICATIONS
"Metals & Mining - PRIMARY METAL PRODUCTS, N.E.C. - 3399",4813 - Tech - Communications Equipment - COMMUNICATIONS
"Metals & Mining - PRIMARY NONFERROUS METALS, N.E.C. - 3339",4822 - Tech - Communications Equipment - BROADCASTING
Metals & Mining - RUBBER AND PLASTICS FOOTWEAR - 3460,4832 - Tech - Communications Equipment - BROADCASTING
Metals & Mining - SCRAP AND WASTE MATERIALS - 5093,4833 - Tech - Electronic Equipment - BROADCASTING
Metals & Mining - SCREW MACHINE PRODUCTS - 3451,4841 - Tech - Electronic Equipment - BROADCASTING
Metals & Mining - SECONDARY NONFERROUS METALS - 3341,4899 - Tech - Communications Equipment - COMMUNICATIONS
Metals & Mining - SHEET METALWORK - 3444,4911 - Utilities - Multi - PUBLIC UTILITIES
Metals & Mining - SILVER ORES - 1044,4922 - Utilities - Multi - PUBLIC UTILITIES
"Metals & Mining - STEEL FOUNDRIES, N.E.C. - 3325",4923 - Utilities - Multi - PUBLIC UTILITIES
Metals & Mining - STEEL INVESTMENT FOUNDRIES - 3324,4924 - Utilities - Multi - PUBLIC UTILITIES
Metals & Mining - STEEL PIPE AND TUBES - 3317,4925 - Utilities - Multi - PUBLIC UTILITIES
"Metals & Mining - STEEL SPRINGS, EXCEPT WIRE - 3493",4931 - Utilities - Multi - PUBLIC UTILITIES
Metals & Mining - STEEL WIRE AND RELATED PRODUCTS - 3315,4932 - Utilities - Multi - PUBLIC UTILITIES
Metals & Mining - URANIUM-RADIUM-VANADIUM ORES - 1094,4939 - Utilities - Multi - PUBLIC UTILITIES
Metals & Mining - WIRE SPRINGS - 3495,4941 - Utilities - Multi - PUBLIC UTILITIES
NonProfit - Associations - CIVIC AND SOCIAL ASSOCIATIONS - 8641,4950 - Utilities - Water - WASTE & SEWAGE SERVICES
NonProfit - Associations - LABOR ORGANIZATIONS - 8631,4952 - Utilities - Water - WASTE & SEWAGE SERVICES
"NonProfit - Associations - MEMBERSHIP ORGANIZATIONS, N.E.C. - 8699",4953 - Utilities - Water - WASTE & SEWAGE SERVICES
NonProfit - Associations - POLITICAL ORGANIZATIONS - 8651,4955 - Utilities - Water - WASTE & SEWAGE SERVICES
NonProfit - Religions - RELIGIOUS ORGANIZATIONS - 8661,4959 - Utilities - Water - WASTE & SEWAGE SERVICES
Not Elsewhere Classified - ANIMAL AQUACULTURE - 0273,4961 - Utilities - Multi - PUBLIC UTILITIES
"Not Elsewhere Classified - ANIMAL SPECIALTIES, N.E.C. - 0279",4971 - Utilities - Multi - PUBLIC UTILITIES
Not Elsewhere Classified - CHILD DAY CARE SERVICES - 8351,4991 - Utilities - Multi - PUBLIC UTILITIES
"Not Elsewhere Classified - COMMERCIAL EQUIPMENT, N.E.C. - 5046",5000 - Automobiles - WHOLESALE
Not Elsewhere Classified - COMMERCIAL NONPHYSICAL RESEARCH - 8732,5010 - Automobiles - WHOLESALE
Not Elsewhere Classified - COMMERCIAL PHYSICAL RESEARCH - 8731,5012 - Automobiles - WHOLESALE
Not Elsewhere Classified - COTTON GINNING - 0724,5013 - Automobiles - WHOLESALE
Not Elsewhere Classified - CROP HARVESTING - 0722,5014 - Automobiles - WHOLESALE
Not Elsewhere Classified - CROP PLANTING AND PROTECTING - 0721,5015 - Automobiles - WHOLESALE
Not Elsewhere Classified - CROP PREPARATION SERVICES FOR MARKET - 0723,5020 - Automobiles - WHOLESALE
Not Elsewhere Classified - FARM LABOR CONTRACTORS - 0761,5021 - Household Durables - WHOLESALE
Not Elsewhere Classified - FARM MANAGEMENT SERVICES - 0762,5023 - Household Durables - WHOLESALE
Not Elsewhere Classified - FARM SUPPLIES - 5191,5030 - Automobiles - WHOLESALE
"Not Elsewhere Classified - FARM-PRODUCT RAW MATERIALS, N.E.C. - 5159",5031 - Paper & Forest Products - WHOLESALE
Not Elsewhere Classified - FISH HATCHERIES AND PRESERVES - 0921,5032 - Construction Materials - WHOLESALE
Not Elsewhere Classified - FUR-BEARNING ANIMALS AND RABBITS - 0271,5033 - Building Products - WHOLESALE
Not Elsewhere Classified - HORSES AND OTHER EQUINES - 0272,5039 - Construction Materials - WHOLESALE
"Not Elsewhere Classified - HUNTING, TRAPPING, GAME PROPAGATION - 0971",5040 - Automobiles - WHOLESALE
Not Elsewhere Classified - LANDSCAPE COUNSELING AND PLANNING - 0781,5043 - Commercial Services & Supplies - WHOLESALE
Not Elsewhere Classified - LAWN AND GARDEN SERVICES - 0782,5044 - Tech - Office Electronics - WHOLESALE
Not Elsewhere Classified - MISCELLANEOUS MARINE PRODUCTS - 0919,5045 - Tech - Office Electronics - WHOLESALE
Not Elsewhere Classified - NONCLASSIFIABLE ESTABLISHMENTS - 9995,5046 - Not Elsewhere Classified - WHOLESALE
Not Elsewhere Classified - NONCLASSIFIABLE ESTABLISHMENTS - 9999,5047 - Health Care Equipment & Supplies - WHOLESALE
Not Elsewhere Classified - NONCOMMERCIAL RESEARCH ORGANIZATIONS - 8733,5048 - Health Care Equipment & Supplies - WHOLESALE
Not Elsewhere Classified - ORNAMENTAL NURSERY PRODUCTS - 0181,5049 - Health Care Equipment & Supplies - WHOLESALE
Not Elsewhere Classified - ORNAMENTAL SHRUB AND TREE SERVICES - 0783,5051 - Metals & Mining - WHOLESALE
Not Elsewhere Classified - PRIVATE HOUSEHOLDS - 8811,5052 - Metals & Mining - WHOLESALE
Not Elsewhere Classified - RESIDENTIAL CARE - 8361,5063 - Tech - Electronic Equipment - WHOLESALE
Not Elsewhere Classified - SERVICE ESTABLISHMENT EQUIPMENT - 5087,5064 - Tech - Electronic Equipment - WHOLESALE
"Not Elsewhere Classified - SERVICES, N.E.C. - 8999",5065 - Tech - Electronic Equipment - WHOLESALE
"Not Elsewhere Classified - SOCIAL SERVICES, N.E.C. - 8399",5070 - Automobiles - WHOLESALE
Not Elsewhere Classified - SOIL PREPARATION SERVICES - 0711,5072 - Construction & Engineering - WHOLESALE
"Oil, Gas & Consumable Fuels - FUEL DEALERS, N.E.C. - 5989",5074 - Construction & Engineering - WHOLESALE
"Oil, Gas & Consumable Fuels - FUEL OIL DEALERS - 5983",5075 - Construction & Engineering - WHOLESALE
"Oil, Gas & Consumable Fuels - GASOLINE SERVICE STATIONS - 5541",5078 - Household Durables - WHOLESALE
"Oil, Gas & Consumable Fuels - LIQUEFIED PETROLEUM GAS DEALERS - 5984",5080 - Automobiles - WHOLESALE
"Oil, Gas & Consumable Fuels - PETROLEUM BULK STATIONS & TERMINALS - 5171",5082 - Machinery - WHOLESALE
"Oil, Gas & Consumable Fuels - PETROLEUM PRODUCTS, N.E.C. - 5172",5083 - Machinery - WHOLESALE
Paper & Forest Products - BLANKBOOKS AND LOOSELEAF BINDERS - 2782,5084 - Machinery - WHOLESALE
Paper & Forest Products - BOOK PRINTING - 2732,5085 - Machinery - WHOLESALE
Paper & Forest Products - BOOK PUBLISHING - 2731,5087 - Not Elsewhere Classified - WHOLESALE
Paper & Forest Products - BOOKBINDING AND RELATED WORK - 2789,5088 - Containers & Packaging - WHOLESALE
"Paper & Forest Products - BOOKS, PERIODICALS, & NEWSPAPERS - 5192",5090 - Automobiles - WHOLESALE
"Paper & Forest Products - COMMERCIAL PRINTING, GRAVURE - 2754",5091 - Hotels Restaurants & Leisure - WHOLESALE
"Paper & Forest Products - COMMERCIAL PRINTING, LITHOGRAPHIC - 2752",5092 - Retail - Multiline - WHOLESALE
"Paper & Forest Products - COMMERCIAL PRINTING, N.E.C. - 2759",5093 - Metals & Mining - WHOLESALE
"Paper & Forest Products - CONVERTED PAPER PRODUCTS, N.E.C. - 2679",5094 - Retail - Multiline - WHOLESALE
Paper & Forest Products - CORRUGATED AND SOLID FIBER BOXES - 2653,5099 - Household Durables - WHOLESALE
Paper & Forest Products - DIE-CUT PAPER AND BOARD - 2675,5110 - Automobiles - WHOLESALE
Paper & Forest Products - ENVELOPES - 2677,5111 - Paper & Forest Products - WHOLESALE
Paper & Forest Products - FOLDING PAPERBOARD BOXES - 2657,5112 - Paper & Forest Products - WHOLESALE
Paper & Forest Products - FOREST PRODUCTS - 0831,5113 - Paper & Forest Products - WHOLESALE
Paper & Forest Products - FORESTRY SERVICES - 0851,5122 - Pharmaceuticals - WHOLESALE
Paper & Forest Products - GREETING CARDS - 2771,5130 - Automobiles - WHOLESALE
Paper & Forest Products - HARDWOOD DIMENSION & FLOORING MILLS - 2426,5131 - Retail - Multiline - WHOLESALE
Paper & Forest Products - HARDWOOD VENEER AND PLYWOOD - 2435,5136 - Retail - Multiline - WHOLESALE
Paper & Forest Products - INDUSTRIAL & PERSONAL SERVICE PAPER - 5113,5137 - Retail - Multiline - WHOLESALE
Paper & Forest Products - LOGGING - 2411,5139 - Retail - Multiline - WHOLESALE
"Paper & Forest Products - LUMBER, PLYWOOD, AND MILLWORK - 5031",5140 - Automobiles - WHOLESALE
Paper & Forest Products - MANIFOLD BUSINESS FORMS - 2761,5141 - Food Products - WHOLESALE
Paper & Forest Products - MILLWORK - 2431,5142 - Food Products - WHOLESALE
Paper & Forest Products - MISCELLANEOUS PUBLISHING - 2741,5143 - Food Products - WHOLESALE
Paper & Forest Products - NEWSPAPERS - 2711,5144 - Food Products - WHOLESALE
Paper & Forest Products - PAPER MILLS - 2621,5145 - Food Products - WHOLESALE
Paper & Forest Products - PAPERBOARD MILLS - 2631,5146 - Food Products - WHOLESALE
Paper & Forest Products - PERIODICALS - 2721,5147 - Food Products - WHOLESALE
Paper & Forest Products - PRINTING AND WRITING PAPER - 5111,5148 - Food Products - WHOLESALE
Paper & Forest Products - PULP MILLS - 2611,5149 - Food Products - WHOLESALE
Paper & Forest Products - SANITARY PAPER PRODUCTS - 2676,5150 - Automobiles - WHOLESALE
"Paper & Forest Products - SAWMILLS AND PLANING MILLS, GENERAL - 2421",5153 - Food Products - WHOLESALE
Paper & Forest Products - SETUP PAPERBOARD BOXES - 2652,5154 - Food Products - WHOLESALE
Paper & Forest Products - SOFTWOOD VENEER AND PLYWOOD - 2436,5159 - Not Elsewhere Classified - WHOLESALE
"Paper & Forest Products - SPECIAL PRODUCT SAWMILLS, N.E.C. - 2429",5160 - Automobiles - WHOLESALE
Paper & Forest Products - STATIONERY AND OFFICE SUPPLIES - 5112,5162 - Construction Materials - WHOLESALE
Paper & Forest Products - STATIONERY PRODUCTS - 2678,5169 - Chemicals - WHOLESALE
Paper & Forest Products - TIMBER TRACTS - 0811,"5171 - Oil, Gas & Consumable Fuels - WHOLESALE"
Paper & Forest Products - TYPESETTING - 2791,"5172 - Oil, Gas & Consumable Fuels - WHOLESALE"
Paper & Forest Products - WOOD HOUSEHOLD FURNITURE - 2511,5180 - Automobiles - WHOLESALE
Paper & Forest Products - WOOD KITCHEN CABINETS - 2434,5181 - Beverages - WHOLESALE
Paper & Forest Products - WOOD OFFICE FURNITURE - 2521,5182 - Beverages - WHOLESALE
Paper & Forest Products - WOOD PRESERVING - 2491,5190 - Automobiles - WHOLESALE
"Paper & Forest Products - WOOD PRODUCTS, N.E.C. - 2499",5191 - Not Elsewhere Classified - WHOLESALE
Paper & Forest Products - WOOD TV AND RADIO CABINETS - 2517,5192 - Paper & Forest Products - WHOLESALE
Pharmaceuticals - BIOLOGICAL PRODUCTS EXCEPT DIAGNOSTIC - 2836,5193 - Retail - Multiline - WHOLESALE
Pharmaceuticals - DIAGNOSTIC SUBSTANCES - 2835,5194 - Tobacco - WHOLESALE
"Pharmaceuticals - DRUGS, PROPRIETARIES, AND SUNDRIES - 5122",5198 - Chemicals - WHOLESALE
Pharmaceuticals - MEDICINALS AND BOTANICALS - 2833,5199 - Retail - Multiline - WHOLESALE
Pharmaceuticals - PHARMACEUTICAL PREPARATIONS - 2834,5200 - Construction Materials - NON/DISCRETIONARY RETAIL SECTOR
Professional Services - ADJUSTMENT & COLLECTION SERVICES - 7322,5211 - Construction Materials - NON/DISCRETIONARY RETAIL SECTOR
Professional Services - ARCHITECTURAL SERVICES - 8712,5231 - Construction Materials - NON/DISCRETIONARY RETAIL SECTOR
Professional Services - BUSINESS ASSOCIATIONS - 8611,5251 - Construction Materials - NON/DISCRETIONARY RETAIL SECTOR
"Professional Services - BUSINESS CONSULTING, N.E.C. - 8748",5261 - Construction Materials - NON/DISCRETIONARY RETAIL SECTOR
Professional Services - CREDIT REPORTING SERVICES - 7323,5271 - Automobiles - NON/DISCRETIONARY RETAIL SECTOR
Professional Services - EMPLOYMENT AGENCIES - 7361,5311 - Retail - Multiline - NON/DISCRETIONARY RETAIL SECTOR
Professional Services - ENGINEERING SERVICES - 8711,5331 - Retail - Multiline - NON/DISCRETIONARY RETAIL SECTOR
Professional Services - FACILITIES SUPPORT SERVICES - 8744,5399 - Retail - Multiline - NON/DISCRETIONARY RETAIL SECTOR
Professional Services - HELP SUPPLY SERVICES - 7363,5400 - Construction Materials - NON/DISCRETIONARY RETAIL SECTOR
Professional Services - INDIVIDUAL AND FAMILY SERVICES - 8322,5411 - Retail - Multiline - NON/DISCRETIONARY RETAIL SECTOR
Professional Services - JOB TRAINING AND RELATED SERVICES - 8331,5412 - Retail - Multiline - NON/DISCRETIONARY RETAIL SECTOR
Professional Services - MANAGEMENT CONSULTING SERVICES - 8742,5421 - Food Products - NON/DISCRETIONARY RETAIL SECTOR
Professional Services - MANAGEMENT SERVICES - 8741,5431 - Food Products - NON/DISCRETIONARY RETAIL SECTOR
Professional Services - PROFESSIONAL ORGANIZATIONS - 8621,5441 - Food Products - NON/DISCRETIONARY RETAIL SECTOR
Professional Services - PUBLIC RELATIONS SERVICES - 8743,5451 - Food Products - NON/DISCRETIONARY RETAIL SECTOR
Professional Services - SECRETARIAL & COURT REPORTING - 7338,5461 - Food Products - NON/DISCRETIONARY RETAIL SECTOR
Professional Services - SURVEYING SERVICES - 8713,5499 - Food Products - NON/DISCRETIONARY RETAIL SECTOR
Professional Services - TAX RETURN PREPARATION SERVICES - 7291,5500 - Construction Materials - NON/DISCRETIONARY RETAIL SECTOR
"Real Estate Investment Trusts (REITs) - INVESTORS, N.E.C. - 6799",5511 - Automobiles - NON/DISCRETIONARY RETAIL SECTOR
Real Estate Investment Trusts (REITs) - REAL ESTATE INVESTMENT TRUSTS - 6798,5521 - Automobiles - NON/DISCRETIONARY RETAIL SECTOR
Real Estate Management & Development - APARTMENT BUILDING OPERATORS - 6513,5531 - Retail - Multiline - NON/DISCRETIONARY RETAIL SECTOR
Real Estate Management & Development - BANK HOLDING COMPANIES - 6712,"5541 - Oil, Gas & Consumable Fuels - NON/DISCRETIONARY RETAIL SECTOR"
Real Estate Management & Development - CEMETERY SUBDIVIDERS AND DEVELOPERS - 6553,5551 - Leisure Equipment & Products - NON/DISCRETIONARY RETAIL SECTOR
"Real Estate Management & Development - DWELLING OPERATORS, EXCEPT APARTMENTS - 6514",5561 - Leisure Equipment & Products - NON/DISCRETIONARY RETAIL SECTOR
"Real Estate Management & Development - EDUCATIONAL, RELIGIOUS, ETC. TRUSTS - 6732",5571 - Automobiles - NON/DISCRETIONARY RETAIL SECTOR
"Real Estate Management & Development - HOLDING COMPANIES, N.E.C. - 6719",5599 - Automobiles - NON/DISCRETIONARY RETAIL SECTOR
"Real Estate Management & Development - INVESTMENT OFFICES, N.E.C. - 6726",5600 - Construction Materials - NON/DISCRETIONARY RETAIL SECTOR
"Real Estate Management & Development - MANAGEMENT INVESTMENT, OPEN-END - 6722",5611 - Retail - Multiline - NON/DISCRETIONARY RETAIL SECTOR
Real Estate Management & Development - MOBILE HOME SITE OPERATORS - 6515,5621 - Retail - Multiline - NON/DISCRETIONARY RETAIL SECTOR
Real Estate Management & Development - NONRESIDENTIAL BUILDING OPERATORS - 6500,5632 - Retail - Multiline - NON/DISCRETIONARY RETAIL SECTOR
Real Estate Management & Development - NONRESIDENTIAL BUILDING OPERATORS - 6510,5641 - Retail - Multiline - NON/DISCRETIONARY RETAIL SECTOR
Real Estate Management & Development - NONRESIDENTIAL BUILDING OPERATORS - 6512,5651 - Retail - Multiline - NON/DISCRETIONARY RETAIL SECTOR
Real Estate Management & Development - NONRESIDENTIAL BUILDING OPERATORS - 6532,5661 - Retail - Multiline - NON/DISCRETIONARY RETAIL SECTOR
Real Estate Management & Development - NONRESIDENTIAL BUILDING OPERATORS - 6770,5699 - Retail - Multiline - NON/DISCRETIONARY RETAIL SECTOR
Real Estate Management & Development - NONRESIDENTIAL BUILDING OPERATORS - 6795,5700 - Construction Materials - NON/DISCRETIONARY RETAIL SECTOR
Real Estate Management & Development - OIL ROYALTY TRADERS - 6792,5712 - Household Durables - NON/DISCRETIONARY RETAIL SECTOR
Real Estate Management & Development - PATENT OWNERS AND LESSORS - 6794,5713 - Construction Materials - NON/DISCRETIONARY RETAIL SECTOR
Real Estate Management & Development - RAILROAD PROPERTY LESSORS - 6517,5714 - Household Durables - NON/DISCRETIONARY RETAIL SECTOR
Real Estate Management & Development - REAL ESTATE AGENTS AND MANAGERS - 6531,5719 - Household Durables - NON/DISCRETIONARY RETAIL SECTOR
"Real Estate Management & Development - REAL PROPERTY LESSORS, N.E.C. - 6519",5722 - Household Durables - NON/DISCRETIONARY RETAIL SECTOR
"Real Estate Management & Development - SUBDIVIDERS AND DEVELOPERS, N.E.C. - 6552",5731 - Electrical Equipment - NON/DISCRETIONARY RETAIL SECTOR
Real Estate Management & Development - TITAL ABSTRACT OFFICES - 6541,5734 - Electrical Equipment - NON/DISCRETIONARY RETAIL SECTOR
"Real Estate Management & Development - TRUSTS, N.E.C. - 6733",5735 - Electrical Equipment - NON/DISCRETIONARY RETAIL SECTOR
Retail - Food & Staples - AUTOMATIC VENDING MACHINES - 3581,5736 - Retail - Multiline - NON/DISCRETIONARY RETAIL SECTOR
"Retail - Multiline - APPAREL AND ACCESSORIES, N.E.C. - 2389",5810 - Construction Materials - NON/DISCRETIONARY RETAIL SECTOR
Retail - Multiline - APPAREL BELTS - 2387,5812 - Food Products - NON/DISCRETIONARY RETAIL SECTOR
Retail - Multiline - AUTO AND HOME SUPPLY STORES - 5531,5813 - Food Products - NON/DISCRETIONARY RETAIL SECTOR
Retail - Multiline - AUTOMOTIVE AND APPAREL TRIMMINGS - 2396,5900 - Construction Materials - NON/DISCRETIONARY RETAIL SECTOR
Retail - Multiline - BOOK STORES - 5942,5912 - Health Care Equipment & Supplies - NON/DISCRETIONARY RETAIL SECTOR
"Retail - Multiline - BRAS, GIRDLES, AND ALLIED GARMENTS - 2342",5921 - Beverages - NON/DISCRETIONARY RETAIL SECTOR
"Retail - Multiline - BROADWOVEN FABRIC MILLS, COTTON - 2211",5932 - Retail - Multiline - NON/DISCRETIONARY RETAIL SECTOR
"Retail - Multiline - BROADWOVEN FABRIC MILLS, MANMADE - 2221",5940 - Construction Materials - NON/DISCRETIONARY RETAIL SECTOR
"Retail - Multiline - BROADWOVEN FABRIC MILLS, WOOL - 2231",5941 - Retail - Multiline - NON/DISCRETIONARY RETAIL SECTOR
Retail - Multiline - BROOMS AND BRUSHES - 3991,5942 - Retail - Multiline - NON/DISCRETIONARY RETAIL SECTOR
Retail - Multiline - BURIAL CASKETS - 3995,5943 - Retail - Multiline - NON/DISCRETIONARY RETAIL SECTOR
Retail - Multiline - CAMERA & PHOTOGRAPHIC SUPPLY STORES - 5946,5944 - Retail - Multiline - NON/DISCRETIONARY RETAIL SECTOR
Retail - Multiline - CANVAS AND RELATED PRODUCTS - 2394,5945 - Retail - Multiline - NON/DISCRETIONARY RETAIL SECTOR
Retail - Multiline - CARBON PAPER AND INKED RIBBONS - 3955,5946 - Retail - Multiline - NON/DISCRETIONARY RETAIL SECTOR
Retail - Multiline - CARPETS AND RUGS - 2273,5947 - Retail - Multiline - NON/DISCRETIONARY RETAIL SECTOR
Retail - Multiline - CHILDREN'S AND INFANTS' WEAR STORES - 5641,5948 - Retail - Multiline - NON/DISCRETIONARY RETAIL SECTOR
"Retail - Multiline - COATED FABRICS, NOT RUBBERIZED - 2295",5949 - Retail - Multiline - NON/DISCRETIONARY RETAIL SECTOR
Retail - Multiline - CONVENIENCE STORES - 5412,5960 - Construction Materials - NON/DISCRETIONARY RETAIL SECTOR
Retail - Multiline - CORDAGE AND TWINE - 2298,5961 - Building Products - NON/DISCRETIONARY RETAIL SECTOR
Retail - Multiline - COSTUME JEWELRY - 3961,5962 - Construction & Engineering - NON/DISCRETIONARY RETAIL SECTOR
Retail - Multiline - CURTAINS AND DRAPERIES - 2391,5963 - Construction & Engineering - NON/DISCRETIONARY RETAIL SECTOR
Retail - Multiline - CUSTOM COMPOUND PURCHASED RESINS - 3087,"5983 - Oil, Gas & Consumable Fuels - NON/DISCRETIONARY RETAIL SECTOR"
Retail - Multiline - CUTLERY - 3421,"5984 - Oil, Gas & Consumable Fuels - NON/DISCRETIONARY RETAIL SECTOR"
Retail - Multiline - DEPARTMENT STORES - 5311,"5989 - Oil, Gas & Consumable Fuels - NON/DISCRETIONARY RETAIL SECTOR"
Retail - Multiline - DOLLS AND STUFFED TOYS - 3942,5990 - Construction Materials - NON/DISCRETIONARY RETAIL SECTOR
Retail - Multiline - FABRIC DRESS AND WORK GLOVES - 2381,5992 - Retail - Multiline - NON/DISCRETIONARY RETAIL SECTOR
"Retail - Multiline - FABRICATED RUBBER PRODUCTS, N.E.C. - 3069",5993 - Tobacco - NON/DISCRETIONARY RETAIL SECTOR
"Retail - Multiline - FABRICATED TEXTILE PRODUCTS, N.E.C. - 2399",5994 - Retail - Multiline - NON/DISCRETIONARY RETAIL SECTOR
Retail - Multiline - FAMILY CLOTHING STORES - 5651,5995 - Health Care Equipment & Supplies - NON/DISCRETIONARY RETAIL SECTOR
"Retail - Multiline - FASTENERS, BUTTONS, NEEDLES, & PINS - 3965",5999 - Retail - Multiline - NON/DISCRETIONARY RETAIL SECTOR
"Retail - Multiline - FINISHING PLAINTS, MANMADE - 2262",6011 - Banks - Commercial - FINANCE / FINANCE
"Retail - Multiline - FINISHING PLANTS, COTTON - 2261",6019 - Banks - Commercial - FINANCE / FINANCE
"Retail - Multiline - FINISHING PLANTS, N.E.C. - 2269",6020 - Banks - Commercial - FINANCE / FINANCE
Retail - Multiline - FLAT GLASS - 3211,6021 - Banks - Commercial - FINANCE / FINANCE
Retail - Multiline - FLORISTS - 5992,6022 - Banks - Commercial - FINANCE / FINANCE
Retail - Multiline - FLOWERS & FLORISTS' SUPPLIES - 5193,6029 - Banks - Commercial - FINANCE / FINANCE
Retail - Multiline - FOOTWEAR - 5139,6035 - Banks - Commercial - FINANCE / FINANCE
Retail - Multiline - FOOTWEAR CUT STOCK - 3131,6036 - Banks - Commercial - FINANCE / FINANCE
"Retail - Multiline - FOOTWEAR, EXCEPT RUBBER, N.E.C. - 3149",6061 - Banks - Commercial - FINANCE / FINANCE
Retail - Multiline - FUR GOODS - 2371,6062 - Banks - Commercial - FINANCE / FINANCE
"Retail - Multiline - GAMES, TOYS, AND CHILDREN'S VEHICLES - 3944",6081 - Banks - Commercial - FINANCE / FINANCE
"Retail - Multiline - GASKETS, PACKING AND SEALING DEVICES - 3053",6082 - Banks - Commercial - FINANCE / FINANCE
"Retail - Multiline - GIFT, NOVELTY, AND SOUVENIR SHOPS - 5947",6091 - Banks - Commercial - FINANCE / FINANCE
"Retail - Multiline - GIRL'S & CHILDREN'S DRESSES, BLOUSES - 2361",6099 - Banks - Commercial - FINANCE / FINANCE
"Retail - Multiline - GIRLS' & CHILDREN'S OUTERWEAR, N.E.C. - 2369",6111 - Banks - Commercial - FINANCE / FINANCE
Retail - Multiline - GLASS CONTAINERS - 3221,6141 - Banks - Thrifts & Mortgage - CREDIT INSTITUTIONS
Retail - Multiline - GROCERY STORES - 5411,6153 - Banks - Thrifts & Mortgage - CREDIT INSTITUTIONS
