Mode,CDS Path,Template Excel rater named range,Add to excel
input,cds/layers/tower_2/beazley_line,DB.RatingSummary.BeazleyLinepc.2.Layer3,True
input,cds/layers/tower_2/beazley_line,DB.RatingSummary.BeazleyLinepc.2.Layer4,True
input,cds/layers/tower_2/beazley_line,DB.RatingSummary.BeazleyLinepc.2.Layer5,True
input,cds/layers/tower_2/beazley_line,DB.RatingSummary.BeazleyLinepc.2.Layer6,True
input,cds/layers/tower_2/beazley_line,DB.RatingSummary.BeazleyLinepc.2.Layer7,True
input,cds/layers/tower_2/beazley_line,DB.RatingSummary.BeazleyLinepc.2.Layer8,True
input,cds/layers/tower_2/beazley_line,DB.RatingSummary.BeazleyLinepc.2.Layer9,True
input,cds/layers/lta,DB.RatingSummary.LTApc.Layer2,True
input,cds/layers/ncb,DB.RatingSummary.NCBpc.Layer2,True
input,cds/layers/tower_3/beazley_line,DB.RatingSummary.BeazleyLinepc.3.Layer1,True
input,cds/layers/tower_3/beazley_line,DB.RatingSummary.BeazleyLinepc.3.Layer10,True
input,cds/layers/tower_3/beazley_line,DB.RatingSummary.BeazleyLinepc.3.Layer11,True
input,cds/layers/tower_3/beazley_line,DB.RatingSummary.BeazleyLinepc.3.Layer12,True
input,cds/layers/tower_3/beazley_line,DB.RatingSummary.BeazleyLinepc.3.Layer13,True
input,cds/layers/tower_3/beazley_line,DB.RatingSummary.BeazleyLinepc.3.Layer14,True
input,cds/layers/tower_3/beazley_line,DB.RatingSummary.BeazleyLinepc.3.Layer15,True
input,cds/layers/tower_3/beazley_line,DB.RatingSummary.BeazleyLinepc.3.Layer16,True
input,cds/layers/tower_3/beazley_line,DB.RatingSummary.BeazleyLinepc.3.Layer2,True
input,cds/layers/tower_3/beazley_line,DB.RatingSummary.BeazleyLinepc.3.Layer3,True
input,cds/layers/tower_3/beazley_line,DB.RatingSummary.BeazleyLinepc.3.Layer4,True
input,cds/layers/tower_3/beazley_line,DB.RatingSummary.BeazleyLinepc.3.Layer5,True
input,cds/layers/tower_3/beazley_line,DB.RatingSummary.BeazleyLinepc.3.Layer6,True
input,cds/layers/tower_3/beazley_line,DB.RatingSummary.BeazleyLinepc.3.Layer7,True
input,cds/layers/tower_3/beazley_line,DB.RatingSummary.BeazleyLinepc.3.Layer8,True
input,cds/layers/tower_3/beazley_line,DB.RatingSummary.BeazleyLinepc.3.Layer9,True
input,cds/layers/lta,DB.RatingSummary.LTApc.Layer3,True
input,cds/layers/ncb,DB.RatingSummary.NCBpc.Layer3,True
input,cds/layers/tower_4/beazley_line,DB.RatingSummary.BeazleyLinepc.4.Layer1,True
input,cds/layers/tower_4/beazley_line,DB.RatingSummary.BeazleyLinepc.4.Layer10,True
input,cds/layers/tower_4/beazley_line,DB.RatingSummary.BeazleyLinepc.4.Layer11,True
input,cds/layers/tower_4/beazley_line,DB.RatingSummary.BeazleyLinepc.4.Layer12,True
input,cds/layers/tower_4/beazley_line,DB.RatingSummary.BeazleyLinepc.4.Layer13,True
input,cds/layers/tower_4/beazley_line,DB.RatingSummary.BeazleyLinepc.4.Layer14,True
input,cds/layers/tower_4/beazley_line,DB.RatingSummary.BeazleyLinepc.4.Layer15,True
input,cds/layers/tower_4/beazley_line,DB.RatingSummary.BeazleyLinepc.4.Layer16,True
input,cds/layers/tower_4/beazley_line,DB.RatingSummary.BeazleyLinepc.4.Layer2,True
input,cds/layers/tower_4/beazley_line,DB.RatingSummary.BeazleyLinepc.4.Layer3,True
input,cds/layers/tower_4/beazley_line,DB.RatingSummary.BeazleyLinepc.4.Layer4,True
input,cds/layers/tower_4/beazley_line,DB.RatingSummary.BeazleyLinepc.4.Layer5,True
input,cds/layers/tower_4/beazley_line,DB.RatingSummary.BeazleyLinepc.4.Layer6,True
input,cds/layers/tower_4/beazley_line,DB.RatingSummary.BeazleyLinepc.4.Layer7,True
input,cds/layers/tower_4/beazley_line,DB.RatingSummary.BeazleyLinepc.4.Layer8,True
input,cds/layers/tower_4/beazley_line,DB.RatingSummary.BeazleyLinepc.4.Layer9,True
input,cds/layers/lta,DB.RatingSummary.LTApc.Layer4,True
input,cds/layers/ncb,DB.RatingSummary.NCBpc.Layer4,True
input,cds/layers/tower_5/beazley_line,DB.RatingSummary.BeazleyLinepc.5.Layer1,True
input,cds/layers/tower_5/beazley_line,DB.RatingSummary.BeazleyLinepc.5.Layer10,True
input,cds/layers/tower_5/beazley_line,DB.RatingSummary.BeazleyLinepc.5.Layer11,True
input,cds/layers/tower_5/beazley_line,DB.RatingSummary.BeazleyLinepc.5.Layer12,True
input,cds/layers/tower_5/beazley_line,DB.RatingSummary.BeazleyLinepc.5.Layer13,True
input,cds/layers/tower_5/beazley_line,DB.RatingSummary.BeazleyLinepc.5.Layer14,True
input,cds/layers/tower_5/beazley_line,DB.RatingSummary.BeazleyLinepc.5.Layer15,True
input,cds/layers/tower_5/beazley_line,DB.RatingSummary.BeazleyLinepc.5.Layer16,True
input,cds/layers/tower_5/beazley_line,DB.RatingSummary.BeazleyLinepc.5.Layer2,True
input,cds/layers/tower_5/beazley_line,DB.RatingSummary.BeazleyLinepc.5.Layer3,True

input,cds/layers/lta,DB.RatingSummary.LTApc.Layer1.USD,True
input,cds/layers/ncb,DB.RatingSummary.NCBpc.Layer1.USD,True
input,cds/layers/lta,DB.RatingSummary.LTApc.Layer10.USD,True
input,cds/layers/ncb,DB.RatingSummary.NCBpc.Layer10.USD,True
input,cds/layers/lta,DB.RatingSummary.LTApc.Layer11.USD,True
input,cds/layers/ncb,DB.RatingSummary.NCBpc.Layer11.USD,True
input,cds/layers/lta,DB.RatingSummary.LTApc.Layer12.USD,True
input,cds/layers/ncb,DB.RatingSummary.NCBpc.Layer12.USD,True
input,cds/layers/lta,DB.RatingSummary.LTApc.Layer13.USD,True
input,cds/layers/ncb,DB.RatingSummary.NCBpc.Layer13.USD,True
input,cds/layers/lta,DB.RatingSummary.LTApc.Layer14.USD,True
input,cds/layers/ncb,DB.RatingSummary.NCBpc.Layer14.USD,True
input,cds/layers/lta,DB.RatingSummary.LTApc.Layer15.USD,True
input,cds/layers/ncb,DB.RatingSummary.NCBpc.Layer15.USD,True
input,cds/layers/lta,DB.RatingSummary.LTApc.Layer16.USD,True
input,cds/layers/ncb,DB.RatingSummary.NCBpc.Layer16.USD,True
input,cds/layers/tower_2/beazley_line,DB.RatingSummary.BeazleyLinepc.2.Layer1.USD,True
input,cds/layers/tower_2/beazley_line,DB.RatingSummary.BeazleyLinepc.2.Layer10.USD,True
input,cds/layers/tower_2/beazley_line,DB.RatingSummary.BeazleyLinepc.2.Layer11.USD,True
input,cds/layers/tower_2/beazley_line,DB.RatingSummary.BeazleyLinepc.2.Layer12.USD,True
input,cds/layers/tower_2/beazley_line,DB.RatingSummary.BeazleyLinepc.2.Layer13.USD,True
input,cds/layers/tower_2/beazley_line,DB.RatingSummary.BeazleyLinepc.2.Layer14.USD,True
input,cds/layers/tower_2/beazley_line,DB.RatingSummary.BeazleyLinepc.2.Layer15.USD,True
input,cds/layers/tower_2/beazley_line,DB.RatingSummary.BeazleyLinepc.2.Layer16.USD,True
input,cds/layers/tower_2/beazley_line,DB.RatingSummary.BeazleyLinepc.2.Layer2.USD,True
input,cds/layers/tower_2/beazley_line,DB.RatingSummary.BeazleyLinepc.2.Layer3.USD,True
input,cds/layers/tower_2/beazley_line,DB.RatingSummary.BeazleyLinepc.2.Layer4.USD,True
input,cds/layers/tower_2/beazley_line,DB.RatingSummary.BeazleyLinepc.2.Layer5.USD,True
input,cds/layers/tower_2/beazley_line,DB.RatingSummary.BeazleyLinepc.2.Layer6.USD,True
input,cds/layers/tower_2/beazley_line,DB.RatingSummary.BeazleyLinepc.2.Layer7.USD,True
input,cds/layers/tower_2/beazley_line,DB.RatingSummary.BeazleyLinepc.2.Layer8.USD,True
input,cds/layers/tower_2/beazley_line,DB.RatingSummary.BeazleyLinepc.2.Layer9.USD,True
input,cds/layers/lta,DB.RatingSummary.LTApc.Layer2.USD,True
input,cds/layers/ncb,DB.RatingSummary.NCBpc.Layer2.USD,True
input,cds/layers/tower_3/beazley_line,DB.RatingSummary.BeazleyLinepc.3.Layer1.USD,True
input,cds/layers/tower_3/beazley_line,DB.RatingSummary.BeazleyLinepc.3.Layer10.USD,True
input,cds/layers/tower_3/beazley_line,DB.RatingSummary.BeazleyLinepc.3.Layer11.USD,True
input,cds/layers/tower_3/beazley_line,DB.RatingSummary.BeazleyLinepc.3.Layer12.USD,True
input,cds/layers/tower_3/beazley_line,DB.RatingSummary.BeazleyLinepc.3.Layer13.USD,True
input,cds/layers/tower_3/beazley_line,DB.RatingSummary.BeazleyLinepc.3.Layer14.USD,True
input,cds/layers/tower_3/beazley_line,DB.RatingSummary.BeazleyLinepc.3.Layer15.USD,True
input,cds/layers/tower_3/beazley_line,DB.RatingSummary.BeazleyLinepc.3.Layer16.USD,True
input,cds/layers/tower_3/beazley_line,DB.RatingSummary.BeazleyLinepc.3.Layer2.USD,True
input,cds/layers/tower_3/beazley_line,DB.RatingSummary.BeazleyLinepc.3.Layer3.USD,True
input,cds/layers/tower_3/beazley_line,DB.RatingSummary.BeazleyLinepc.3.Layer4.USD,True
input,cds/layers/tower_3/beazley_line,DB.RatingSummary.BeazleyLinepc.3.Layer5.USD,True
input,cds/layers/tower_3/beazley_line,DB.RatingSummary.BeazleyLinepc.3.Layer6.USD,True
input,cds/layers/tower_3/beazley_line,DB.RatingSummary.BeazleyLinepc.3.Layer7.USD,True
input,cds/layers/tower_3/beazley_line,DB.RatingSummary.BeazleyLinepc.3.Layer8.USD,True
input,cds/layers/tower_3/beazley_line,DB.RatingSummary.BeazleyLinepc.3.Layer9.USD,True
input,cds/layers/lta,DB.RatingSummary.LTApc.Layer3.USD,True
input,cds/layers/ncb,DB.RatingSummary.NCBpc.Layer3.USD,True
input,cds/layers/tower_4/beazley_line,DB.RatingSummary.BeazleyLinepc.4.Layer1.USD,True
input,cds/layers/tower_4/beazley_line,DB.RatingSummary.BeazleyLinepc.4.Layer10.USD,True
input,cds/layers/tower_4/beazley_line,DB.RatingSummary.BeazleyLinepc.4.Layer11.USD,True
input,cds/layers/tower_4/beazley_line,DB.RatingSummary.BeazleyLinepc.4.Layer12.USD,True
input,cds/layers/tower_4/beazley_line,DB.RatingSummary.BeazleyLinepc.4.Layer13.USD,True
input,cds/layers/tower_4/beazley_line,DB.RatingSummary.BeazleyLinepc.4.Layer14.USD,True
input,cds/layers/tower_4/beazley_line,DB.RatingSummary.BeazleyLinepc.4.Layer15.USD,True
input,cds/layers/tower_4/beazley_line,DB.RatingSummary.BeazleyLinepc.4.Layer16.USD,True
input,cds/layers/tower_4/beazley_line,DB.RatingSummary.BeazleyLinepc.4.Layer2.USD,True
input,cds/layers/tower_4/beazley_line,DB.RatingSummary.BeazleyLinepc.4.Layer3.USD,True
input,cds/layers/tower_4/beazley_line,DB.RatingSummary.BeazleyLinepc.4.Layer4.USD,True
input,cds/layers/tower_4/beazley_line,DB.RatingSummary.BeazleyLinepc.4.Layer5.USD,True
input,cds/layers/tower_4/beazley_line,DB.RatingSummary.BeazleyLinepc.4.Layer6.USD,True
input,cds/layers/tower_4/beazley_line,DB.RatingSummary.BeazleyLinepc.4.Layer7.USD,True
input,cds/layers/tower_4/beazley_line,DB.RatingSummary.BeazleyLinepc.4.Layer8.USD,True
input,cds/layers/tower_4/beazley_line,DB.RatingSummary.BeazleyLinepc.4.Layer9.USD,True
input,cds/layers/lta,DB.RatingSummary.LTApc.Layer4.USD,True
input,cds/layers/ncb,DB.RatingSummary.NCBpc.Layer4.USD,True
input,cds/layers/tower_5/beazley_line,DB.RatingSummary.BeazleyLinepc.5.Layer1.USD,True
input,cds/layers/tower_5/beazley_line,DB.RatingSummary.BeazleyLinepc.5.Layer10.USD,True
input,cds/layers/tower_5/beazley_line,DB.RatingSummary.BeazleyLinepc.5.Layer11.USD,True
input,cds/layers/tower_5/beazley_line,DB.RatingSummary.BeazleyLinepc.5.Layer12.USD,True
input,cds/layers/tower_5/beazley_line,DB.RatingSummary.BeazleyLinepc.5.Layer13.USD,True
input,cds/layers/tower_5/beazley_line,DB.RatingSummary.BeazleyLinepc.5.Layer14.USD,True
input,cds/layers/tower_5/beazley_line,DB.RatingSummary.BeazleyLinepc.5.Layer15.USD,True
input,cds/layers/tower_5/beazley_line,DB.RatingSummary.BeazleyLinepc.5.Layer16.USD,True
input,cds/layers/tower_5/beazley_line,DB.RatingSummary.BeazleyLinepc.5.Layer2.USD,True
input,cds/layers/tower_5/beazley_line,DB.RatingSummary.BeazleyLinepc.5.Layer3.USD,True

output,cds/layers/bpi,DB.RatingSummary.BPIpc.Layer1,True
output,cds/layers/bpi,DB.RatingSummary.BPIpc.Layer10,True
output,cds/layers/bpi,DB.RatingSummary.BPIpc.Layer11,True
output,cds/layers/bpi,DB.RatingSummary.BPIpc.Layer12,True
output,cds/layers/bpi,DB.RatingSummary.BPIpc.Layer13,True
output,cds/layers/bpi,DB.RatingSummary.BPIpc.Layer14,True
output,cds/layers/bpi,DB.RatingSummary.BPIpc.Layer15,True
output,cds/layers/bpi,DB.RatingSummary.BPIpc.Layer16,True
output,cds/layers/bpi,DB.RatingSummary.BPIpc.Layer2,True
output,cds/layers/bpi,DB.RatingSummary.BPIpc.Layer3,True
output,cds/layers/bpi,DB.RatingSummary.BPIpc.Layer4,True
output,cds/layers/bpi,DB.RatingSummary.BPIpc.Layer5,True
output,cds/layers/bpi,DB.RatingSummary.BPIpc.Layer6,True
output,cds/layers/bpi,DB.RatingSummary.BPIpc.Layer7,True
output,cds/layers/bpi,DB.RatingSummary.BPIpc.Layer8,True
output,cds/layers/bpi,DB.RatingSummary.BPIpc.Layer9,True

output,cds/layers/bpi,DB.RatingSummary.BPIpc.Layer1.USD,True
output,cds/layers/bpi,DB.RatingSummary.BPIpc.Layer10.USD,True
output,cds/layers/bpi,DB.RatingSummary.BPIpc.Layer11.USD,True
output,cds/layers/bpi,DB.RatingSummary.BPIpc.Layer12.USD,True
output,cds/layers/bpi,DB.RatingSummary.BPIpc.Layer13.USD,True
output,cds/layers/bpi,DB.RatingSummary.BPIpc.Layer14.USD,True
output,cds/layers/bpi,DB.RatingSummary.BPIpc.Layer15.USD,True
output,cds/layers/bpi,DB.RatingSummary.BPIpc.Layer16.USD,True
output,cds/layers/bpi,DB.RatingSummary.BPIpc.Layer2.USD,True
output,cds/layers/bpi,DB.RatingSummary.BPIpc.Layer3.USD,True
output,cds/layers/bpi,DB.RatingSummary.BPIpc.Layer4.USD,True
output,cds/layers/bpi,DB.RatingSummary.BPIpc.Layer5.USD,True
output,cds/layers/bpi,DB.RatingSummary.BPIpc.Layer6.USD,True
output,cds/layers/bpi,DB.RatingSummary.BPIpc.Layer7.USD,True
output,cds/layers/bpi,DB.RatingSummary.BPIpc.Layer8.USD,True
output,cds/layers/bpi,DB.RatingSummary.BPIpc.Layer9.USD,True

input,cds/layers/brokerage,DB.RatingSummary.BRKpc.Layer1,True
input,cds/layers/brokerage,DB.RatingSummary.BRKpc.Layer10,True
input,cds/layers/brokerage,DB.RatingSummary.BRKpc.Layer11,True
input,cds/layers/brokerage,DB.RatingSummary.BRKpc.Layer12,True
input,cds/layers/brokerage,DB.RatingSummary.BRKpc.Layer13,True
input,cds/layers/brokerage,DB.RatingSummary.BRKpc.Layer14,True
input,cds/layers/brokerage,DB.RatingSummary.BRKpc.Layer15,True
input,cds/layers/brokerage,DB.RatingSummary.BRKpc.Layer16,True
input,cds/layers/brokerage,DB.RatingSummary.BRKpc.Layer2,True
input,cds/layers/brokerage,DB.RatingSummary.BRKpc.Layer3,True
input,cds/layers/brokerage,DB.RatingSummary.BRKpc.Layer4,True
input,cds/layers/brokerage,DB.RatingSummary.BRKpc.Layer5,True
input,cds/layers/brokerage,DB.RatingSummary.BRKpc.Layer6,True
input,cds/layers/brokerage,DB.RatingSummary.BRKpc.Layer7,True
input,cds/layers/brokerage,DB.RatingSummary.BRKpc.Layer8,True
input,cds/layers/brokerage,DB.RatingSummary.BRKpc.Layer9,True

input,cds/layers/brokerage,DB.RatingSummary.BRKpc.Layer1.USD,True
input,cds/layers/brokerage,DB.RatingSummary.BRKpc.Layer10.USD,True
input,cds/layers/brokerage,DB.RatingSummary.BRKpc.Layer11.USD,True
input,cds/layers/brokerage,DB.RatingSummary.BRKpc.Layer12.USD,True
input,cds/layers/brokerage,DB.RatingSummary.BRKpc.Layer13.USD,True
input,cds/layers/brokerage,DB.RatingSummary.BRKpc.Layer14.USD,True
input,cds/layers/brokerage,DB.RatingSummary.BRKpc.Layer15.USD,True
input,cds/layers/brokerage,DB.RatingSummary.BRKpc.Layer16.USD,True
input,cds/layers/brokerage,DB.RatingSummary.BRKpc.Layer2.USD,True
input,cds/layers/brokerage,DB.RatingSummary.BRKpc.Layer3.USD,True
input,cds/layers/brokerage,DB.RatingSummary.BRKpc.Layer4.USD,True
input,cds/layers/brokerage,DB.RatingSummary.BRKpc.Layer5.USD,True
input,cds/layers/brokerage,DB.RatingSummary.BRKpc.Layer6.USD,True
input,cds/layers/brokerage,DB.RatingSummary.BRKpc.Layer7.USD,True
input,cds/layers/brokerage,DB.RatingSummary.BRKpc.Layer8.USD,True
input,cds/layers/brokerage,DB.RatingSummary.BRKpc.Layer9.USD,True

override,cds/layers/tower_1/coverage,DB.RatingSummary.Coverage.Layer10.Cover1,True
override,cds/layers/tower_2/coverage,DB.RatingSummary.Coverage.Layer10.Cover2,True
override,cds/layers/tower_3/coverage,DB.RatingSummary.Coverage.Layer10.Cover3,True
override,cds/layers/tower_4/coverage,DB.RatingSummary.Coverage.Layer10.Cover4,True
override,cds/layers/tower_5/coverage,DB.RatingSummary.Coverage.Layer10.Cover5,True
override,cds/layers/tower_6/coverage,DB.RatingSummary.Coverage.Layer10.Cover6,True
override,cds/layers/tower_1/coverage,DB.RatingSummary.Coverage.Layer11.Cover1,True
override,cds/layers/tower_2/coverage,DB.RatingSummary.Coverage.Layer11.Cover2,True
override,cds/layers/tower_3/coverage,DB.RatingSummary.Coverage.Layer11.Cover3,True
override,cds/layers/tower_4/coverage,DB.RatingSummary.Coverage.Layer11.Cover4,True
override,cds/layers/tower_5/coverage,DB.RatingSummary.Coverage.Layer11.Cover5,True
override,cds/layers/tower_6/coverage,DB.RatingSummary.Coverage.Layer11.Cover6,True
override,cds/layers/tower_1/coverage,DB.RatingSummary.Coverage.Layer12.Cover1,True
override,cds/layers/tower_2/coverage,DB.RatingSummary.Coverage.Layer12.Cover2,True
override,cds/layers/tower_3/coverage,DB.RatingSummary.Coverage.Layer12.Cover3,True
override,cds/layers/tower_4/coverage,DB.RatingSummary.Coverage.Layer12.Cover4,True
override,cds/layers/tower_5/coverage,DB.RatingSummary.Coverage.Layer12.Cover5,True
override,cds/layers/tower_6/coverage,DB.RatingSummary.Coverage.Layer12.Cover6,True
override,cds/layers/tower_1/coverage,DB.RatingSummary.Coverage.Layer13.Cover1,True
override,cds/layers/tower_2/coverage,DB.RatingSummary.Coverage.Layer13.Cover2,True
override,cds/layers/tower_3/coverage,DB.RatingSummary.Coverage.Layer13.Cover3,True
override,cds/layers/tower_4/coverage,DB.RatingSummary.Coverage.Layer13.Cover4,True
override,cds/layers/tower_5/coverage,DB.RatingSummary.Coverage.Layer13.Cover5,True
override,cds/layers/tower_6/coverage,DB.RatingSummary.Coverage.Layer13.Cover6,True
override,cds/layers/tower_1/coverage,DB.RatingSummary.Coverage.Layer14.Cover1,True
override,cds/layers/tower_2/coverage,DB.RatingSummary.Coverage.Layer14.Cover2,True
override,cds/layers/tower_3/coverage,DB.RatingSummary.Coverage.Layer14.Cover3,True
override,cds/layers/tower_4/coverage,DB.RatingSummary.Coverage.Layer14.Cover4,True
override,cds/layers/tower_5/coverage,DB.RatingSummary.Coverage.Layer14.Cover5,True
override,cds/layers/tower_6/coverage,DB.RatingSummary.Coverage.Layer14.Cover6,True
override,cds/layers/tower_1/coverage,DB.RatingSummary.Coverage.Layer15.Cover1,True
override,cds/layers/tower_2/coverage,DB.RatingSummary.Coverage.Layer15.Cover2,True
override,cds/layers/tower_3/coverage,DB.RatingSummary.Coverage.Layer15.Cover3,True
override,cds/layers/tower_4/coverage,DB.RatingSummary.Coverage.Layer15.Cover4,True
override,cds/layers/tower_5/coverage,DB.RatingSummary.Coverage.Layer15.Cover5,True
override,cds/layers/tower_6/coverage,DB.RatingSummary.Coverage.Layer15.Cover6,True
override,cds/layers/tower_1/coverage,DB.RatingSummary.Coverage.Layer16.Cover1,True
override,cds/layers/tower_2/coverage,DB.RatingSummary.Coverage.Layer16.Cover2,True
override,cds/layers/tower_3/coverage,DB.RatingSummary.Coverage.Layer16.Cover3,True
override,cds/layers/tower_4/coverage,DB.RatingSummary.Coverage.Layer16.Cover4,True
override,cds/layers/tower_5/coverage,DB.RatingSummary.Coverage.Layer16.Cover5,True
override,cds/layers/tower_6/coverage,DB.RatingSummary.Coverage.Layer16.Cover6,True
override,cds/layers/tower_1/coverage,DB.RatingSummary.Coverage.Layer2.Cover1,True
override,cds/layers/tower_2/coverage,DB.RatingSummary.Coverage.Layer2.Cover2,True
override,cds/layers/tower_3/coverage,DB.RatingSummary.Coverage.Layer2.Cover3,True
override,cds/layers/tower_4/coverage,DB.RatingSummary.Coverage.Layer2.Cover4,True
override,cds/layers/tower_5/coverage,DB.RatingSummary.Coverage.Layer2.Cover5,True
override,cds/layers/tower_6/coverage,DB.RatingSummary.Coverage.Layer2.Cover6,True
override,cds/layers/tower_1/coverage,DB.RatingSummary.Coverage.Layer3.Cover1,True
override,cds/layers/tower_2/coverage,DB.RatingSummary.Coverage.Layer3.Cover2,True
override,cds/layers/tower_3/coverage,DB.RatingSummary.Coverage.Layer3.Cover3,True
override,cds/layers/tower_4/coverage,DB.RatingSummary.Coverage.Layer3.Cover4,True
override,cds/layers/tower_5/coverage,DB.RatingSummary.Coverage.Layer3.Cover5,True
override,cds/layers/tower_6/coverage,DB.RatingSummary.Coverage.Layer3.Cover6,True
override,cds/layers/tower_1/coverage,DB.RatingSummary.Coverage.Layer4.Cover1,True
override,cds/layers/tower_2/coverage,DB.RatingSummary.Coverage.Layer4.Cover2,True
override,cds/layers/tower_3/coverage,DB.RatingSummary.Coverage.Layer4.Cover3,True
override,cds/layers/tower_4/coverage,DB.RatingSummary.Coverage.Layer4.Cover4,True
override,cds/layers/tower_5/coverage,DB.RatingSummary.Coverage.Layer4.Cover5,True
override,cds/layers/tower_6/coverage,DB.RatingSummary.Coverage.Layer4.Cover6,True
override,cds/layers/tower_1/coverage,DB.RatingSummary.Coverage.Layer5.Cover1,True
override,cds/layers/tower_2/coverage,DB.RatingSummary.Coverage.Layer5.Cover2,True
